source_pool,model_id,threshold_id,split,pit_transition_context,before_horizon_complete_event_n,after_horizon_complete_event_n,reject_rate,cost_bad_rate_before,cost_bad_rate_after,cost_reduction_relative,fast_fail_rate_before,fast_fail_rate_after,false_repair_rate_before,false_repair_rate_after,denominator_policy
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0700,train,transition_from_risk_on,5674,3535,0.3772887323943662,0.3216425801903419,0.1934936350777935,0.39842033674991767,0.23246387028551285,0.13125884016973127,0.28322171307719424,0.1618104667609618,same_universe_split_context_horizon_complete_before_after
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0700,train,transition_from_risk_off,6739,5154,0.23535518315289927,0.2525597269624573,0.18839736127279783,0.25404828577121935,0.16649354503635555,0.10787737679472255,0.22332690310135034,0.16627861854870005,same_universe_split_context_horizon_complete_before_after
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0700,validation,all_primary_contexts,8808,6657,0.24438138479001137,0.3212988192552225,0.26107856391768064,0.18742756502228583,0.19970481380563124,0.14541084572630314,0.3022252497729337,0.24500525762355416,same_universe_split_context_horizon_complete_before_after
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0700,validation,transition_from_risk_on,4766,3364,0.29446308724832215,0.3199748216533781,0.232461355529132,0.2735011013430537,0.19765002098195553,0.11831153388822829,0.30507763323541753,0.22265160523186683,same_universe_split_context_horizon_complete_before_after
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0700,validation,transition_from_risk_off,4042,3293,0.18530430479960414,0.32285997031172686,0.29031278469480715,0.10080898411003027,0.20212765957446807,0.1730944427573641,0.29886194952993567,0.2678408745824476,same_universe_split_context_horizon_complete_before_after
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0700,robustness,all_primary_contexts,5603,3884,0.30711610486891383,0.24219168302694985,0.20545829042224512,0.15167074337815817,0.14849187935034802,0.11688980432543769,0.22273781902552203,0.1907826982492276,same_universe_split_context_horizon_complete_before_after
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0700,robustness,transition_from_risk_on,3131,2301,0.2653256704980843,0.20600447141488343,0.18383311603650587,0.10762560261969012,0.13669754072181411,0.11603650586701435,0.1862024912168636,0.16731855714906563,same_universe_split_context_horizon_complete_before_after
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0700,robustness,transition_from_risk_off,2472,1583,0.36,0.28802588996763756,0.2368919772583702,0.17753234861981593,0.1634304207119741,0.11813013265950727,0.2690129449838188,0.22488945041061276,same_universe_split_context_horizon_complete_before_after
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0700,train,all_primary_contexts,12413,8714,0.29791515736939544,0.28413759767985175,0.24110626577920588,0.15144539917287134,0.19664867477644404,0.16387422538443883,0.2507049061467816,0.21023640119348175,same_universe_split_context_horizon_complete_before_after
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0700,train,transition_from_risk_on,5674,2426,0.5721830985915493,0.3216425801903419,0.22176422093981862,0.3105259234999831,0.23246387028551285,0.16817807089859851,0.28322171307719424,0.18837592745259688,same_universe_split_context_horizon_complete_before_after
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0700,train,transition_from_risk_off,6739,6288,0.06688417618270803,0.2525597269624573,0.24856870229007633,0.015802300391995018,0.16649354503635555,0.16221374045801526,0.22332690310135034,0.21867048346055978,same_universe_split_context_horizon_complete_before_after
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0700,validation,all_primary_contexts,8808,5697,0.35323496027241774,0.3212988192552225,0.32367912936633314,-0.0074083998087146,0.19970481380563124,0.1988766017202036,0.3022252497729337,0.3022643496577146,same_universe_split_context_horizon_complete_before_after
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0700,validation,transition_from_risk_on,4766,2194,0.5396392617449665,0.3199748216533781,0.3277119416590702,-0.024180402588281014,0.19765002098195553,0.18915223336371922,0.30507763323541753,0.31358249772105745,same_universe_split_context_horizon_complete_before_after
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0700,validation,transition_from_risk_off,4042,3503,0.13334982681840668,0.32285997031172686,0.321153297173851,0.005286109443137367,0.20212765957446807,0.2049671709962889,0.29886194952993567,0.295175563802455,same_universe_split_context_horizon_complete_before_after
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0700,robustness,all_primary_contexts,5603,3703,0.33904048510790086,0.24219168302694985,0.2741020793950851,-0.13175678028788626,0.14849187935034802,0.16878206859303269,0.22273781902552203,0.2546583850931677,same_universe_split_context_horizon_complete_before_after
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0700,robustness,transition_from_risk_on,3131,1955,0.37579821200510855,0.20600447141488343,0.21790281329923275,-0.05775768750371741,0.13669754072181411,0.14731457800511508,0.1862024912168636,0.1979539641943734,same_universe_split_context_horizon_complete_before_after
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0700,robustness,transition_from_risk_off,2472,1748,0.2925252525252525,0.28802588996763756,0.33695652173913043,-0.1698827552515876,0.1634304207119741,0.19279176201372997,0.2690129449838188,0.3180778032036613,same_universe_split_context_horizon_complete_before_after
