factor_id,horizon,split,valid_date_count,mean_rankIC,median_rankIC,rankIC_std,ICIR,positive_date_share,p10_date_rankIC,p90_date_rankIC,year_count,positive_year_count,negative_year_count,yearly_rankIC_min,yearly_rankIC_max,single_year_ic_contribution_share,neutralized_mean_rankIC,raw_neutralized_rankIC_sign_agree
alpha003,H3,validation,98,-0.008198619218304335,-0.01498294251068083,0.1592277304903432,-0.05148989559203422,0.47959183673469385,-0.2014626713775085,0.18553052052744884,2,1,1,-0.025995990898694876,0.009598752462086208,0.7303323031495071,-0.007300479389680326,True
alpha003,H5,robustness,102,-0.023409100472855614,-0.004435099372050598,0.16506021664349133,-0.14182157850559615,0.49019607843137253,-0.24207358748724464,0.17173558096292987,2,0,2,-0.02820899839153593,-0.018609202554175298,0.6025220495816598,-0.007884698809341955,True
alpha003,H5,train,225,-0.030412442802339228,-0.03702429335825406,0.1683252351744391,-0.18067666901413892,0.4266666666666667,-0.23951415439365106,0.19785829381648942,5,0,5,-0.050286224810491366,-0.014082408531950271,0.3180118591083568,-0.014911502964135102,True
alpha003,H5,validation,97,-3.007712224675173e-06,-0.00987367281766362,0.16949405361853484,-1.7745237431422596e-05,0.4742268041237113,-0.20713447352109882,0.22437916545223094,2,1,1,-0.0059551002143412,0.005827613514338449,0.5054099039889446,-0.003625387809501475,True
alpha004,H1,robustness,103,0.010530743694470247,0.012693479502710955,0.11602015153676952,0.09076650525777676,0.5242718446601942,-0.14644083870258018,0.1576787572343753,2,1,1,-0.002319936525124949,0.02313429544830399,0.9088585140755111,0.004560263143189408,True
alpha004,H1,train,226,0.011133509978251842,0.01025122820956808,0.10782565162472517,0.10325474328688268,0.5619469026548672,-0.13223442654935358,0.13435650479079847,5,4,1,-0.003387572846561484,0.03583245925150913,0.4638132816549516,0.010669844543286735,True
alpha004,H1,validation,98,0.015128883182881723,0.024969188557628894,0.12469530916102908,0.12132680278569724,0.5816326530612245,-0.15229950494535754,0.15368202891837032,2,2,0,0.010997877940838601,0.019259888424924848,0.6365271048796696,0.0010371677166059526,True
alpha004,H10,robustness,101,0.0023485689685291797,-0.012585763584818534,0.11848096325579353,0.01982233182438562,0.46534653465346537,-0.1359703580001529,0.15260934451690544,2,1,1,-0.0010243534550982176,0.005655355658359959,0.84664699649355,-0.013327475187487782,False
alpha004,H10,train,224,-0.0009116324991573053,-0.00027672879812285346,0.12258520366363473,-0.007436725411484092,0.5,-0.15324013948077134,0.15193939614941993,5,1,4,-0.011229151626845221,0.012591199289335175,0.37374327119750617,-0.003250383466231593,True
alpha004,H10,validation,96,0.009945787905217343,0.015031230680386962,0.12118588419266735,0.08207051482501901,0.5520833333333334,-0.1406518742980205,0.14159019948348117,2,1,1,-0.00014861548710876053,0.01962817483255055,0.9924853586094288,0.005687195145613784,True
alpha004,H20,robustness,99,-0.005638237772667661,-0.016822744046542517,0.13177412001703914,-0.042787140387950263,0.45454545454545453,-0.16674515135411014,0.16274794815665738,2,1,1,-0.016060276557499455,0.004170739907174029,0.7938442730024567,-0.008049586964080717,True
alpha004,H20,train,222,-0.00015287458827771837,0.0024175996594765796,0.11744216269250633,-0.0013017010652126972,0.509009009009009,-0.14636755749071562,0.13307370848528982,5,1,4,-0.016620982756873376,0.02496913996762622,0.44367911581979314,0.0001365407687342985,False
alpha004,H20,validation,94,0.004144311251400037,0.005831971768831438,0.12131311339154414,0.034162104454644286,0.5106382978723404,-0.15555691590585177,0.17377743798208015,2,1,1,-0.022703398808162762,0.0288003715101822,0.5591895764556073,0.0013989925567548978,True
alpha004,H3,robustness,102,0.0030913270893254317,0.00845417165449365,0.09884602029461902,0.031274168450196246,0.5196078431372549,-0.11155207740031041,0.11242127241297675,2,1,1,-0.00033926559708318893,0.006521919775734053,0.9505529178052387,-0.0077751560634247395,False
alpha004,H3,train,226,0.02026417945141978,0.013001694759542711,0.11750606560118385,0.1724521993630227,0.5486725663716814,-0.11905510100897371,0.1647507714774443,5,5,0,0.003560647513271068,0.038219840478249306,0.34111250802143356,0.009225444787512018,True
alpha004,H3,validation,98,0.022058878857025337,0.030863741441094657,0.12853592270715683,0.17161645081338112,0.5816326530612245,-0.15397830379334654,0.19709670730354034,2,2,0,0.003665510034655248,0.04045224767939544,0.9169153142729226,0.0014256738433931291,True
alpha004,H5,robustness,102,0.007264753273812333,0.00647720210774159,0.1100253132347744,0.06602801719192242,0.5490196078431373,-0.11778884800659019,0.13171559264963467,2,2,0,5.1642831299070255e-05,0.014477863716325595,0.9964456582795984,-0.011333128063005878,False
alpha004,H5,train,225,0.014102890206638206,0.016556297441742494,0.12453414155468437,0.1132451714090426,0.5288888888888889,-0.13098588037011408,0.1524956900654614,5,4,1,-0.008795421033096181,0.032919070600962864,0.41067081221039414,0.003936641802335388,True
alpha004,H5,validation,97,0.01903222177679399,0.019272715274346822,0.13078587455703342,0.14552199800823576,0.5670103092783505,-0.14859608023100432,0.18025971131786594,2,1,1,-0.000668383983445203,0.038330774358252793,0.9828615792784798,0.008106606948011142,True
alpha006,H1,robustness,103,0.0038583757970888327,0.0170218673746889,0.15471148888522435,0.024939167898198188,0.5242718446601942,-0.2010391866847007,0.17518420890015182,2,1,1,-0.02271995761117018,0.0294144656127225,0.5642042971570106,0.0067263000377162,True
alpha006,H1,train,226,-0.01309717754467676,-0.021259238398134976,0.13995554210844868,-0.09358098541412548,0.43805309734513276,-0.19579223340298624,0.1773989901388216,5,2,3,-0.04109758845252531,0.03277356932426676,0.3865863888313782,0.0002714351973614269,False
alpha006,H1,validation,98,0.013799781696425636,0.03232190665776465,0.14477564810538712,0.0953183900539703,0.5510204081632653,-0.1931885010419183,0.18442147355276137,2,2,0,0.009027436831581541,0.018572126561269737,0.6729137811680097,-0.000540414665935324,False
alpha006,H10,robustness,101,0.005375656011629679,-0.007030547337601416,0.14790026130839676,0.03634649434743417,0.48514851485148514,-0.18422157872400563,0.19074270432808715,2,1,1,-0.0021473328103160986,0.012898644833575456,0.8572819353358614,-0.008435470322060492,False
alpha006,H10,train,224,-0.004089101071129737,-0.0012695054236221061,0.14860058786371114,-0.027517394984197852,0.49107142857142855,-0.1952470891724097,0.17833464196070747,5,2,3,-0.019518016763555367,0.008315673567759327,0.45244471712375417,-0.006951676984580205,True
alpha006,H10,validation,96,0.00802049629819638,0.0022249112187959033,0.14831353788454452,0.05407797840032633,0.5104166666666666,-0.18207373982055586,0.20025121967987136,2,2,0,0.0026190983183057015,0.013651741000635586,0.8390311484880351,0.002716123691273671,True
alpha006,H20,robustness,99,0.006739751806908655,0.004060000366779506,0.1387085346626969,0.048589308677349806,0.5252525252525253,-0.1563826641429339,0.19574377619562552,2,1,1,-0.005168416407911807,0.0181715932931363,0.7785598003551938,-0.004029791966144018,False
alpha006,H20,train,222,-0.0036715741233128347,0.0011363333728758322,0.13632124771341592,-0.026933249107516058,0.5,-0.1821249079147267,0.18520930168710295,5,3,2,-0.018436159558266156,0.004795439976333312,0.4159506641868453,-0.005292112117555178,True
alpha006,H20,validation,94,0.01015487375636745,-0.0033847729120254928,0.14717908351017953,0.06899671824403701,0.5,-0.17297232070057275,0.2211792261985414,2,1,1,-0.0012194038833669234,0.020600638935715343,0.9441154220696342,0.0045066363765572165,True
alpha006,H3,robustness,102,0.012732662400835336,0.007269474062510025,0.1447804368123385,0.08794463313672109,0.5294117647058824,-0.1662203757275001,0.18429879111688202,2,2,0,0.008208662412981512,0.01716795650657437,0.6765265522959127,0.002708294432741831,True
alpha006,H3,train,226,-0.0029130916829892234,0.005200432871960217,0.14131916160330468,-0.020613564713655236,0.5088495575221239,-0.18505605419607943,0.1949495614405825,5,3,2,-0.020153234441107098,0.0381009836672803,0.4441761888887731,-0.0028404801788767904,True
alpha006,H3,validation,98,0.007695547844517169,0.0037105433183526144,0.15008576275205712,0.05127433610895043,0.5102040816326531,-0.18145240213553332,0.20138687049227658,2,1,1,-0.014567605912862474,0.02995870160189682,0.6728314848916296,0.0052632621750513375,True
alpha006,H5,robustness,102,0.01798836359807446,0.02333060709073731,0.14641241464021323,0.12286091751357417,0.5784313725490197,-0.1719029223745208,0.21885987076948596,2,2,0,0.01652522993351388,0.019480759935926243,0.5410421989942409,-0.0006026156948016523,False
alpha006,H5,train,225,-0.0002767156129820771,-0.0033976446169136625,0.1473833873579215,-0.0018775224124145788,0.47555555555555556,-0.17466002432999317,0.19314575341422074,5,4,1,-0.023250451044457603,0.009998036546580104,0.49380822852591927,-0.01131111416209335,True
alpha006,H5,validation,97,-0.0027739206784460017,0.0011197001993518846,0.152563210285322,-0.01818210742457665,0.5051546391752577,-0.19479462196319575,0.18404998972488476,2,1,1,-0.006853863988766679,0.0012227584826844512,0.8486052199410581,-0.0007214615014576746,True
alpha007,H1,robustness,103,0.015414063947411908,0.01600286915327418,0.14080248661865633,0.10947295262731209,0.5436893203883495,-0.15133047304481517,0.1902538486645008,2,1,1,-0.009913213439818562,0.04123795461674495,0.8061977112847859,0.012925790328398759,True
alpha007,H1,train,226,0.007060464080592553,0.004651961717941547,0.1517083130033378,0.046539731019467685,0.5088495575221239,-0.18203067361694295,0.20430290470111137,5,3,2,-0.007402579471058686,0.027795052011857377,0.43951627012617356,0.012804192138994964,True
alpha007,H1,validation,98,-0.008891672331800384,-0.009262858043785242,0.13938379963283826,-0.06379272451477598,0.45918367346938777,-0.18028990955276325,0.17664404358337196,2,0,2,-0.015607113816231382,-0.0021762308473693907,0.8776253349110568,-0.002367577428058908,True
alpha007,H10,robustness,101,0.0017923206785854032,-0.024664445632716334,0.12542735526960888,0.01428971116175391,0.45544554455445546,-0.1437654542707444,0.18062465833979163,2,1,1,-0.010669790811148041,0.014010077041069175,0.5676722875892759,0.006293439959158913,True
alpha007,H10,train,224,0.05651581540591095,0.06013102453288017,0.17514408366144898,0.3226818412842035,0.6294642857142857,-0.16957471834840843,0.27656926192734077,5,5,0,0.0018208983247323112,0.10216075955711909,0.33892272089613795,0.03403716029171341,True
alpha007,H10,validation,96,-0.005978781454897196,0.005461040573025012,0.1420698101614409,-0.04208340567290977,0.5104166666666666,-0.21747011954932705,0.17306546071145912,2,1,1,-0.033717168183934144,0.020627426223974978,0.6204327873137474,-0.002325702850131719,True
alpha007,H20,robustness,99,-0.004711902198523386,-0.01891830147001454,0.13665752628405256,-0.03447963918744845,0.46464646464646464,-0.184167386813215,0.18329716057132736,2,1,1,-0.022067180240251314,0.011622477134867602,0.6550134955230729,0.00597497529351218,False
alpha007,H20,train,222,0.07824771586898778,0.10297413289581347,0.174697980144344,0.4479028080595763,0.6891891891891891,-0.14802212078794416,0.2834088700245985,5,4,1,-0.006345708784940919,0.13806662024891733,0.32643112552108206,0.04434747521596099,True
alpha007,H20,validation,94,-0.009953596105728836,-0.028322865486618776,0.12645166389104812,-0.07871463134170337,0.425531914893617,-0.1647374098198576,0.14562994835317564,2,1,1,-0.04591703868641085,0.0230740552438771,0.6655502336694027,-0.010164468883580068,True
alpha007,H3,robustness,102,0.004029475720346456,0.008842952266334017,0.12092368259789761,0.03332246945989481,0.5490196078431373,-0.16692118647461068,0.1389041588750768,2,1,1,-0.019878406140978317,0.02793735758167123,0.5842708639711167,0.0012521628207609104,True
alpha007,H3,train,226,0.028950188417000672,0.03159828879347991,0.17023209145133397,0.1700630484545093,0.5707964601769911,-0.18981440508816944,0.2518489353261836,5,4,1,-0.0001556797458199734,0.05573409778849568,0.35598150974347004,0.019817356013625918,True
alpha007,H3,validation,98,-0.0012812946821038858,0.013888869140084,0.15310485051955944,-0.008368739969738567,0.5306122448979592,-0.21505678869544947,0.1824440168338181,2,1,1,-0.008342160873438574,0.005779571509230804,0.5907321175181262,-0.006196081562023976,True
alpha007,H5,robustness,102,0.006058258713785855,-0.002758516645013631,0.12834268268730456,0.04720377186244625,0.49019607843137253,-0.15421891083325823,0.1889750261031377,2,1,1,-0.004296309191306237,0.016412826618877947,0.7925403922845766,0.008582009111236128,True
alpha007,H5,train,225,0.0407507995027421,0.06409974667300362,0.1724417873674736,0.23631626721603224,0.5911111111111111,-0.19379872248834085,0.26785327114309826,5,4,1,-0.011594145235832666,0.07220289028649772,0.2975418759314554,0.027620150511169943,True
alpha007,H5,validation,97,-0.0015907223727200756,-0.0007310096944860205,0.15245825082715594,-0.010433822794697414,0.4948453608247423,-0.21704317700371842,0.2025461819623613,2,1,1,-0.015934318972780335,0.012460147766114467,0.5611769053212565,0.0034683811936818973,False
alpha008,H1,robustness,103,0.02254677979708003,0.03839875099343884,0.1659264743741132,0.13588416123543956,0.5825242718446602,-0.1860656620857742,0.19049842953584253,2,1,1,-0.014870305999544694,0.05924430625146197,0.7993606719659696,0.022510006312629557,True
alpha008,H1,train,226,0.005844296225321613,0.0012450876236900668,0.15738899131926057,0.03713281454016418,0.5088495575221239,-0.2067240258480037,0.20905265378205157,5,3,2,-0.028220370236100332,0.03441822722848067,0.22393072132785474,0.016079559129768353,True
alpha008,H1,validation,98,0.03182485804511397,0.029829803279742967,0.16609685714125272,0.19160421571402375,0.6020408163265306,-0.18552632833405325,0.23588306251573743,2,2,0,0.024158442167593504,0.039491273922634434,0.6204469768043079,0.029375023439062505,True
alpha008,H10,robustness,101,0.01988438374892925,0.008772404830255745,0.15390910810652755,0.12919562716955227,0.5247524752475248,-0.1549250465484761,0.20631489878984266,2,2,0,0.01944803789028181,0.020312173806426744,0.5108668424949114,0.003420146245309121,True
alpha008,H10,train,224,0.015156902677784582,0.008859612917904052,0.1674768147324556,0.09050149838350909,0.5267857142857143,-0.2113382288999343,0.24525751367999205,5,4,1,-0.010723011301866174,0.03385554868594431,0.3095994457878039,0.010773517197756826,True
alpha008,H10,validation,96,0.0045097735239998755,-0.0001458059430170216,0.16589985118635167,0.027183710484068764,0.5,-0.19468926092649502,0.22718212910601143,2,2,0,0.003993376049141092,0.005005093550905238,0.5562160871087977,0.006174944339599133,True
alpha008,H20,robustness,99,0.001719920236935654,-0.009486532859910357,0.15404182742736516,0.011165280662141211,0.47474747474747475,-0.16897806462325926,0.20001462466070816,2,1,1,-0.0010979961039262825,0.004713956349101464,0.81107964788076,0.004215540049534844,True
alpha008,H20,train,222,0.007317091278123206,0.000609616998796216,0.1649021300893299,0.04437232723530879,0.5,-0.1996248409023168,0.23158511932630793,5,4,1,-0.02409729666583859,0.026942219856983574,0.2922343475773267,0.005872111926653154,True
alpha008,H20,validation,94,0.006620179558216435,0.022329896165041777,0.176204468633903,0.03757100832653154,0.5425531914893617,-0.23484641353495492,0.22580758242800167,2,1,1,-0.003337775325459628,0.015765240165674044,0.82527495059569,0.01307963155073078,True
alpha008,H3,robustness,102,0.03466824876251206,0.027760145217555637,0.16174938546518713,0.21433310959919294,0.5784313725490197,-0.14604615096108542,0.210501772957958,2,2,0,0.03215066497867145,0.03718583254635268,0.536309647497438,0.01564392513526352,True
alpha008,H3,train,226,0.024970877730605103,0.030167722809873086,0.16962789309389256,0.147209738181345,0.5619469026548672,-0.20044674864354758,0.2540443453659911,5,4,1,-0.007518150746307229,0.07008571861522828,0.4195094901015798,0.01907572209384582,True
alpha008,H3,validation,98,0.02265549853714014,0.03129194975440988,0.17607046202513513,0.12867290899654668,0.5714285714285714,-0.19986347347607203,0.24425424200901244,2,1,1,-0.010286995967261008,0.055597993041541297,0.8438643441848849,0.01641423604713524,True
alpha008,H5,robustness,102,0.03678347644023554,0.014986820854470704,0.1614814514644293,0.22778762580257153,0.5294117647058824,-0.15183458051519266,0.27575472087896685,2,2,0,0.03364500707009244,0.03992194581037862,0.5426614022636272,0.014486984155372282,True
alpha008,H5,train,225,0.026142956865415897,0.026335252038689156,0.16422612242733176,0.15918878482309576,0.5377777777777778,-0.18261487801601908,0.23938262580761802,5,5,0,0.013619323017649098,0.044547406745248194,0.344062387613272,0.01588732385225044,True
alpha008,H5,validation,97,0.0017279575716839723,0.006992522585290782,0.18298829661090102,0.009442995009447145,0.5154639175257731,-0.26146753684276125,0.22473699800396563,2,1,1,-0.016296625283740093,0.019384691797405502,0.5432728773246038,0.005522963130535087,True
alpha009,H1,robustness,103,-0.02106625721340504,-0.009193363682284137,0.15845454898784653,-0.13294826401620582,0.4563106796116505,-0.19205149064825972,0.18061408525033876,2,1,1,-0.06412413103834749,0.022835888647320602,0.7373978440912866,-0.021457127813404513,True
alpha009,H1,train,226,-0.014114485347341527,-0.014742637113880956,0.16633858263563078,-0.08485394743479144,0.47345132743362833,-0.2181061090880726,0.20118566108871383,5,2,3,-0.05219204701347143,0.02567402466116329,0.30580413097273346,-0.020413904763746445,True
alpha009,H1,validation,98,-0.022592704319749204,-0.048700038523256745,0.18198382672821303,-0.12414677021541413,0.42857142857142855,-0.25145693623301635,0.209524049959605,2,0,2,-0.03124495703210748,-0.013940451607390925,0.6914833343964712,-0.02273446033527318,True
alpha009,H10,robustness,101,-0.012482045015577557,0.005168412950122053,0.1591566991895252,-0.07842613650031675,0.5148514851485149,-0.20500665016336528,0.16453983894761523,2,0,2,-0.015855977641876583,-0.009174267930970667,0.6334727158680821,-0.0027411735488828324,True
alpha009,H10,train,224,-0.014328848377391729,-0.004847204264310137,0.17262927796432503,-0.08300358170039314,0.47767857142857145,-0.23521358967359307,0.18663593413934337,5,1,4,-0.044448306464824755,0.004928912401510747,0.4466416562296676,-0.01016655972810995,True
alpha009,H10,validation,96,0.004046895943298541,0.034470027025605615,0.16918447079179874,0.023920020107984493,0.5625,-0.23153911060563906,0.1998427632101515,2,2,0,0.0027614149786811207,0.0053870782255592605,0.6611134218969328,0.002565450950705691,True
alpha009,H20,robustness,99,-0.000958462350402064,0.00840231530467118,0.15836481883981035,-0.006052242899804474,0.5151515151515151,-0.24002706779309002,0.16737100382938394,2,0,2,-0.0015664965513081449,-0.00038619486719633825,0.8022243230360918,-0.0089717761848148,True
alpha009,H20,train,222,-0.005534183270565047,0.007143038171454867,0.17300645547123222,-0.03198830503457878,0.5180180180180181,-0.22874516873626277,0.19382882543212449,5,2,3,-0.03270433077305422,0.025353443332223967,0.27996693963855623,-0.0026449254278927705,True
alpha009,H20,validation,94,0.0090953709739386,0.019783404368983012,0.16955170513822154,0.05364364201777796,0.5319148936170213,-0.24128493151238,0.21007271835954802,2,2,0,0.0006040625439361744,0.018341462375496796,0.9681158190915804,1.4389278091042136e-05,True
alpha009,H3,robustness,102,-0.033857729500415885,-0.04323643723238445,0.15759417395198125,-0.21484125111587116,0.3627450980392157,-0.18909179112349214,0.16987192410952462,2,0,2,-0.04521237657746807,-0.022503082423363685,0.6676817560509001,-0.01731677204200016,True
alpha009,H3,train,226,-0.028345779421236943,-0.034143412355591304,0.17030459772830261,-0.16644165688620283,0.4247787610619469,-0.23860053760308253,0.18095599994049438,5,1,4,-0.06719724597558227,0.0018212154575235101,0.39804870744123405,-0.02519639128304032,True
alpha009,H3,validation,98,-0.010572758683461369,-0.014208180112621295,0.16809110094417495,-0.06289897932772008,0.4387755102040816,-0.20845083224537359,0.20981517056581794,2,1,1,-0.038696416606058555,0.01755089923913582,0.6879691239411324,-0.008191656026094063,True
alpha009,H5,robustness,102,-0.03473673074682015,-0.011069752350166228,0.15979566231587192,-0.21738218824835945,0.4803921568627451,-0.24198796595340577,0.15950532071127074,2,0,2,-0.03986940307128515,-0.02960405842235514,0.5738796112085888,-0.01847549700777677,True
alpha009,H5,train,225,-0.02711997977777328,-0.02183301713637547,0.17065731721438546,-0.15891483717457158,0.4311111111111111,-0.23811444843017485,0.1964669042740965,5,0,5,-0.04409912102210655,-0.015861384170425468,0.31053326278760074,-0.015591755284170597,True
alpha009,H5,validation,97,0.011635730280053831,0.014416183525883737,0.17554329290824067,0.06628410625825515,0.5463917525773195,-0.2189278930867187,0.22459756253623525,2,2,0,0.0008487406437586581,0.02264744886710515,0.9638775196562732,0.003335358176569361,True
alpha010,H1,robustness,103,-0.022820521509898627,-0.023038045212952652,0.17204992840576697,-0.1326389480155907,0.4368932038834951,-0.2588835236080602,0.19559179145711295,2,0,2,-0.02550818201839548,-0.020080161775744978,0.5595329835534426,-0.005774206980447105,True
alpha010,H1,train,225,0.005867438896563856,0.026202807965475538,0.18378630819847133,0.03192533194707624,0.5555555555555556,-0.23070754350660239,0.227695557018404,5,3,2,-0.017370412590336483,0.041726300977384376,0.37426572966628957,-5.96185667004593e-05,False
alpha010,H1,validation,98,-0.007574657075308954,-0.01388892820870062,0.2088084907746106,-0.036275618137986035,0.46938775510204084,-0.29867089645072886,0.26325326784052244,2,0,2,-0.010962842445065407,-0.004186471705552507,0.7236527235537096,-0.009741355226061796,True
alpha010,H10,robustness,101,-0.03736502005613708,-0.03287310189987586,0.1675977505612606,-0.22294463935826725,0.45544554455445546,-0.2712790756435304,0.1701817486846791,2,0,2,-0.04949250542460005,-0.024994984980304835,0.6644405007547556,-0.0086581917012929,True
alpha010,H10,train,223,0.03568298499656753,0.04765996270176023,0.2082635263829255,0.17133573802528776,0.57847533632287,-0.24994363731034727,0.2826594406920468,5,3,2,-0.02197390611596829,0.08689688141633037,0.354097986301354,0.01851246082814145,True
