split,anchor_family_id,diagnostic_axis,diagnostic_bucket,predeclared_partition_id,diagnostic_bucket_source,baseline_id,anchor_event_count,baseline_event_count,failed_lookalike_baseline_event_count,unique_instrument_year_count,anchor_p05_after_cost_return_H20,baseline_p05_after_cost_return_H20,p05_diff_vs_baseline,anchor_max_adverse_excursion_mean_H20,baseline_max_adverse_excursion_mean_H20,mae_worsening_vs_baseline,failed_lookalike_rate,top1_instrument_year_pnl_share,top1_threshold,top1_threshold_status,top5_instrument_exposure_share,top5_threshold,top5_threshold_status,interpretation_status
train,pullback_hold_restrengthen,pullback_depth_band,-0.0595433_-0.0495133,P05_PART_5521fc8f8856,linked_anchor,matched_delay_baseline,49,49,50,45,-0.1866655832357544,-0.17739717611150058,-0.009268407124253836,-0.08085966105446758,-0.09441751336202825,0.0,0.5050505050505051,0.13487291883492808,,not_applicable,0.24,,not_applicable,interpretable
train,pullback_hold_restrengthen,pullback_depth_band,-0.0710981_-0.0595433,P05_PART_d241400f334e,linked_anchor,matched_delay_baseline,39,39,39,37,-0.24519150595595834,-0.22150353442336176,-0.02368797153259658,-0.09891348379414093,-0.09332280193781439,0.005590681856326538,0.5,0.16341632560100663,,not_applicable,0.28205128205128205,,not_applicable,interpretable
train,pullback_hold_restrengthen,pullback_depth_band,ge_-0.0495133,P05_PART_a18c04ba2755,linked_anchor,matched_delay_baseline,53,53,53,51,-0.16292959232875043,-0.18465291252975327,0.021723320201002844,-0.08557857961790803,-0.09074854474875908,0.0,0.5,0.18252663990358256,,not_applicable,0.18867924528301888,,not_applicable,interpretable
train,pullback_hold_restrengthen,pullback_depth_band,lt_-0.0710981,P05_PART_3c8d5acfa20c,linked_anchor,matched_delay_baseline,38,38,39,32,-0.18319536440592088,-0.1255504067485834,-0.05764495765733749,-0.11822957091207194,-0.0851827815202872,0.03304678939178474,0.5064935064935064,0.18988630459077271,,not_applicable,0.3333333333333333,,not_applicable,interpretable
train,pullback_hold_restrengthen,year_bucket,2017,P05_PART_bf400a80dd79,linked_anchor,matched_delay_baseline,9,9,9,9,-0.07162541822100671,-0.255276954969333,0.1836515367483263,-0.08421909474274894,-0.1023578440684684,0.0,0.5,0.6995230857377757,,not_applicable,0.5555555555555556,,not_applicable,too_sparse
train,pullback_hold_restrengthen,year_bucket,2018,P05_PART_beb44123e158,linked_anchor,matched_delay_baseline,20,20,20,17,-0.17794716898823626,-0.19108403804034657,0.013136869052110312,-0.11936406751731887,-0.11169185985256018,0.007672207664758693,0.5,0.4886724331609644,,not_applicable,0.4,,not_applicable,interpretable
train,pullback_hold_restrengthen,year_bucket,2019,P05_PART_7aff11922ab6,linked_anchor,matched_delay_baseline,49,49,50,42,-0.22629462070710238,-0.193283898072737,-0.033010722634365386,-0.0755984047868343,-0.09517248851097536,0.0,0.5050505050505051,0.14119382670236713,,not_applicable,0.2,,not_applicable,interpretable
train,pullback_hold_restrengthen,year_bucket,2020,P05_PART_df64492a95ef,linked_anchor,matched_delay_baseline,62,62,62,48,-0.1523435066230685,-0.12202174509987714,-0.030321761523191368,-0.09119655317663102,-0.0752427190968102,0.015953834079820817,0.5,0.11955138156183752,,not_applicable,0.20967741935483872,,not_applicable,interpretable
train,pullback_hold_restrengthen,year_bucket,2021,P05_PART_44c00970e79a,linked_anchor,matched_delay_baseline,39,39,40,31,-0.24813479209082867,-0.1828873444377881,-0.06524744765304058,-0.11169667916727126,-0.09818224833491915,0.013514430832352112,0.5063291139240507,0.18180347620883427,,not_applicable,0.25,,not_applicable,interpretable
train,pullback_hold_restrengthen,industry_bucket,交通运输,P05_PART_5567ef72272e,linked_anchor,matched_delay_baseline,17,17,17,13,-0.09562530739163153,-0.1268552106127804,0.03122990322114888,-0.08805475650748618,-0.0626014852547854,0.025453271252700777,0.5,0.45213329747486936,,not_applicable,0.8235294117647058,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,传媒,P05_PART_ab7d85ab49cf,linked_anchor,matched_delay_baseline,9,9,9,6,-0.1431603396933853,-0.21211667308192847,0.06895633338854318,-0.06446779291679135,-0.0944806529708802,0.0,0.5,0.337305906637301,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,公用事业,P05_PART_5ab80d0e8e1b,linked_anchor,matched_delay_baseline,6,6,6,5,-0.11633634586148481,-0.06816221071413606,-0.04817413514734875,-0.08304004728124213,-0.09698907078232816,0.0,0.5,1.0,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,农林牧渔,P05_PART_3eab43cc7673,linked_anchor,matched_delay_baseline,3,3,3,2,0.15800878945458482,-0.10495710516152121,0.26296589461610603,-0.008616141856855997,-0.09416853243061955,0.0,0.5,0.5189161553567465,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,医药生物,P05_PART_e9da2e5c1389,linked_anchor,matched_delay_baseline,15,15,16,14,-0.24562189227840106,-0.1827112189524481,-0.06291067332595296,-0.1285701279054185,-0.11484071808484618,0.013729409820572316,0.5161290322580645,0.46664336952168284,,not_applicable,0.5625,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,商贸零售,P05_PART_028b6c711bb7,linked_anchor,matched_delay_baseline,2,2,2,2,-0.03423526826392819,0.027131480507990944,-0.06136674877191914,-0.09545477728610191,-0.024144160115582736,0.07131061717051917,0.5,1.0,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,国防军工,P05_PART_9be3680abaed,linked_anchor,matched_delay_baseline,1,1,1,1,-0.1311399780358269,-0.20659906134200856,0.07545908330618167,-0.1535769424978125,-0.21515894415898984,0.0,0.5,0.0,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,基础化工,P05_PART_2e042d6b8f63,linked_anchor,matched_delay_baseline,4,4,4,3,-0.055159716846324175,-0.10079359819711106,0.04563388135078689,-0.07302572837395768,-0.08292345392465847,0.0,0.5,0.7130708060409741,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,家用电器,P05_PART_a15abe39afa3,linked_anchor,matched_delay_baseline,2,2,2,2,-0.1446476392073449,-0.09092171050887826,-0.05372592869846665,-0.13706964559964124,-0.1432742135240847,0.0,0.5,1.0,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,建筑材料,P05_PART_2ca4daa4df69,linked_anchor,matched_delay_baseline,2,2,2,1,-0.10064302121861213,-0.04857806153728687,-0.05206495968132526,-0.15260856513722304,-0.06448800501581625,0.08812056012140679,0.5,0.0,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,建筑装饰,P05_PART_220dd76f3516,linked_anchor,matched_delay_baseline,1,1,1,1,-0.046595072633068384,-0.08098937710000498,0.034394304466936594,-0.05450498148980698,-0.09862145016743407,0.0,0.5,0.0,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,房地产,P05_PART_58e5ea3735ca,linked_anchor,matched_delay_baseline,5,5,5,5,-0.15257061417612477,-0.2991227371323193,0.14655212295619452,-0.11194364632909148,-0.22330146104471926,0.0,0.5,0.930551531267385,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,有色金属,P05_PART_e5a1accd8911,linked_anchor,matched_delay_baseline,12,12,12,9,-0.17997559918515582,-0.17201631265857356,-0.00795928652658226,-0.13254263337472982,-0.09163432760399641,0.040908305770733414,0.5,0.3650089532283945,,not_applicable,0.8333333333333334,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,机械设备,P05_PART_1e1dc3e0ab2d,linked_anchor,matched_delay_baseline,3,3,3,3,-0.13378081617450951,-0.1651131588481446,0.03133234267363508,-0.07341039128757032,-0.1829419170136618,0.0,0.5,1.0,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,汽车,P05_PART_ca1964526ecf,linked_anchor,matched_delay_baseline,9,9,10,8,-0.1279057012884952,-0.15640893143569048,0.028503230147195274,-0.07391061478080091,-0.0811428396785607,0.0,0.5263157894736842,0.24700062608444207,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,煤炭,P05_PART_e14d8d96dc55,linked_anchor,matched_delay_baseline,5,5,5,3,-0.12455854022969726,-0.028388164193954478,-0.09617037603574277,-0.09146653966785309,-0.07412553183477025,0.017341007833082844,0.5,1.0,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,电力设备,P05_PART_029d2f3a704b,linked_anchor,matched_delay_baseline,5,5,5,4,-0.07276424598599433,-0.17626185368298555,0.10349760769699122,-0.052047865014578296,-0.10593073254634762,0.0,0.5,0.8037702030316743,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,电子,P05_PART_06cd7c59519e,linked_anchor,matched_delay_baseline,21,21,21,16,-0.13599993122540732,-0.13811459643444735,0.002114665209040023,-0.103848732367254,-0.07480085288849987,0.029047879478754132,0.5,0.5024631602464323,,not_applicable,0.7142857142857143,,not_applicable,interpretable
train,pullback_hold_restrengthen,industry_bucket,石油石化,P05_PART_b026189cf5cb,linked_anchor,matched_delay_baseline,1,1,1,1,-0.10392353195163484,-0.07300315879981378,-0.030920373151821057,-0.10507500624762345,-0.08108104215225342,0.023993964095370024,0.5,0.0,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,社会服务,P05_PART_335fb875e6e2,linked_anchor,matched_delay_baseline,1,1,1,1,0.017921442061269565,-0.07413182059936507,0.09205326266063464,-0.044788100044820256,-0.08430291737393414,0.0,0.5,1.0,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,计算机,P05_PART_3c695642a3b4,linked_anchor,matched_delay_baseline,7,7,7,6,-0.25147794584255073,-0.12213031113181792,-0.1293476347107328,-0.148214190048179,-0.13813316303260487,0.010081027015574145,0.5,0.7234603568776403,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,轻工制造,P05_PART_e1d9610a174b,linked_anchor,matched_delay_baseline,1,1,1,1,0.14496334937420652,0.10772641310449782,0.0372369362697087,-0.01633785417548983,-0.005833070258758788,0.010504783916731042,0.5,1.0,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,通信,P05_PART_2199aca9574e,linked_anchor,matched_delay_baseline,2,2,2,1,0.007739039585681461,-0.10703496259358664,0.1147740021792681,-0.048562497604489274,-0.09238558384598228,0.0,0.5,1.0,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,钢铁,P05_PART_5fbb8c288926,linked_anchor,matched_delay_baseline,4,4,4,3,-0.06796449014012494,-0.10779823849097177,0.039833748350846826,-0.06631757587013734,-0.08751818380052293,0.0,0.5,0.984050706879827,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,银行,P05_PART_554709790ba9,linked_anchor,matched_delay_baseline,8,8,8,6,-0.05263840977086727,-0.1201478683572111,0.06750945858634383,-0.05824565922888529,-0.07019335491534852,0.0,0.5,0.565058887170447,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,非银金融,P05_PART_fa21c42ca5ce,linked_anchor,matched_delay_baseline,17,17,17,17,-0.18039290208368447,-0.18262852267807006,0.00223562059438559,-0.13520641217201254,-0.09450783801473783,0.04069857415727471,0.5,0.8687568830581861,,not_applicable,0.47058823529411764,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,食品饮料,P05_PART_d33431c59d85,linked_anchor,matched_delay_baseline,16,16,16,13,-0.05370211968697066,-0.13380770881743528,0.08010558913046462,-0.04874324454218019,-0.05589213602757699,0.0,0.5,0.18972174030841651,,not_applicable,0.8125,,not_applicable,too_sparse
train,pullback_hold_restrengthen,money_bucket,0,P05_PART_e3621f440496,linked_anchor,matched_delay_baseline,11,11,11,8,-0.1364192128955874,-0.0984615838342956,-0.0379576290612918,-0.07864582897473109,-0.08792268335374241,0.0,0.5,0.6004626711331775,,not_applicable,0.8181818181818182,,not_applicable,too_sparse
train,pullback_hold_restrengthen,money_bucket,1,P05_PART_9c1df3bb564c,linked_anchor,matched_delay_baseline,13,13,13,13,-0.08827812141338509,-0.1026380940848591,0.014359972671474014,-0.061199396551758725,-0.061424999646031556,0.0,0.5,0.4412195367918972,,not_applicable,0.5384615384615384,,not_applicable,too_sparse
train,pullback_hold_restrengthen,money_bucket,2,P05_PART_239208c4d0f9,linked_anchor,matched_delay_baseline,34,34,34,30,-0.13111028791617846,-0.1774673766495803,0.04635708873340183,-0.06780444698689542,-0.0680520348605221,0.0,0.5,0.1335441557663098,,not_applicable,0.35294117647058826,,not_applicable,interpretable
train,pullback_hold_restrengthen,money_bucket,3,P05_PART_556b169e12b1,linked_anchor,matched_delay_baseline,44,44,45,39,-0.19383853054332797,-0.18035443803892948,-0.013484092504398498,-0.09407880144701157,-0.09479396031365689,0.0,0.5056179775280899,0.19351797674564758,,not_applicable,0.26666666666666666,,not_applicable,interpretable
train,pullback_hold_restrengthen,money_bucket,4,P05_PART_481390dbfb50,linked_anchor,matched_delay_baseline,77,77,78,65,-0.21253649473363975,-0.1909172583771283,-0.021619236356511445,-0.11343119704422996,-0.10470503958988389,0.008726157454346073,0.5032258064516129,0.10575647604903002,,not_applicable,0.1794871794871795,,not_applicable,interpretable
train,pullback_hold_restrengthen,vol20_bucket,0,P05_PART_8a57903b6903,linked_anchor,matched_delay_baseline,2,2,2,2,0.036424830521863724,0.014127485213844892,0.022297345308018832,-0.03224707664204368,-0.05612970892537039,0.0,0.5,0.5000045520558442,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,vol20_bucket,1,P05_PART_fd87db9809b4,linked_anchor,matched_delay_baseline,29,29,29,26,-0.14373383038714718,-0.1379963738936426,-0.005737456493504572,-0.07225275287609961,-0.08214747701681566,0.0,0.5,0.2047893016710378,,not_applicable,0.3103448275862069,,not_applicable,interpretable
train,pullback_hold_restrengthen,vol20_bucket,2,P05_PART_078d718fac0c,linked_anchor,matched_delay_baseline,39,39,40,35,-0.12979445880813337,-0.1430683634778721,0.01327390466973874,-0.0818733142604916,-0.07502232060602484,0.006850993654466758,0.5063291139240507,0.15861472345392563,,not_applicable,0.325,,not_applicable,interpretable
train,pullback_hold_restrengthen,vol20_bucket,3,P05_PART_194ac7ca9f6f,linked_anchor,matched_delay_baseline,59,59,59,56,-0.179597238103386,-0.19016877270565696,0.010571534602270977,-0.09484204441321749,-0.09431418482625523,0.0005278595869622621,0.5,0.1248352354102217,,not_applicable,0.1864406779661017,,not_applicable,interpretable
train,pullback_hold_restrengthen,vol20_bucket,4,P05_PART_34b3514cf6c1,linked_anchor,matched_delay_baseline,50,50,51,45,-0.25157027090278994,-0.20198889273936713,-0.04958137816342281,-0.11797626918675169,-0.10655444680093737,0.011421822385814323,0.504950495049505,0.14682715566801013,,not_applicable,0.27450980392156865,,not_applicable,interpretable
train,pullback_hold_restrengthen,ret_60d_bucket,2,P05_PART_e5a4d5771669,linked_anchor,matched_delay_baseline,11,11,11,11,-0.14710305797526546,-0.1849802645703134,0.03787720659504795,-0.0864228039713749,-0.0865251710682152,0.0,0.5,0.354408353765347,,not_applicable,0.45454545454545453,,not_applicable,too_sparse
train,pullback_hold_restrengthen,ret_60d_bucket,3,P05_PART_7413d8b18e92,linked_anchor,matched_delay_baseline,61,61,62,55,-0.15246338271750637,-0.13672089307914048,-0.015742489638365886,-0.08437077863845764,-0.08046548632822391,0.0039052923102337322,0.5040650406504065,0.12058342656107739,,not_applicable,0.20967741935483872,,not_applicable,interpretable
train,pullback_hold_restrengthen,ret_60d_bucket,4,P05_PART_d6b7492c072c,linked_anchor,matched_delay_baseline,107,107,108,93,-0.23129723278872028,-0.19395397087042374,-0.03734326191829654,-0.10060729432171585,-0.09768686403735763,0.002920430284358219,0.5023255813953489,0.07891365903812982,,not_applicable,0.1574074074074074,,not_applicable,interpretable
train,pullback_hold_restrengthen,all,all,not_applicable,linked_anchor,same_instrument_nonanchor_baseline,147,147,181,124,-0.17896580171883208,-0.185563549477084,0.006597747758251921,-0.09418357406638014,-0.08156294496941215,0.012620629096967997,0.551829268292683,0.04671270876548824,,not_applicable,0.12154696132596685,,not_applicable,interpretable
train,pullback_hold_restrengthen,anchor_window_position_bucket,0.139535_0.372093,P05_PART_b0ed159c4c63,linked_anchor,same_instrument_nonanchor_baseline,40,40,43,39,-0.17951658900278497,-0.16355890454476454,-0.015957684458020427,-0.09629191105635465,-0.07920290202402168,0.017089009032332972,0.5180722891566265,0.20541517091169278,,not_applicable,0.20930232558139536,,not_applicable,interpretable
train,pullback_hold_restrengthen,anchor_window_position_bucket,0.372093_0.627907,P05_PART_a9a24906fcf7,linked_anchor,same_instrument_nonanchor_baseline,33,33,48,31,-0.1529601195842509,-0.1826707792093945,0.029710659625143604,-0.08280790554817012,-0.0712384086878198,0.011569496860350317,0.5925925925925926,0.17027324336416763,,not_applicable,0.20833333333333334,,not_applicable,interpretable
train,pullback_hold_restrengthen,anchor_window_position_bucket,ge_0.627907,P05_PART_c6515f897e07,linked_anchor,same_instrument_nonanchor_baseline,37,37,47,34,-0.15754446869887395,-0.1801608660068221,0.02261639730794815,-0.09215998783166972,-0.07910884269995618,0.013051145131713543,0.5595238095238095,0.11105649953420964,,not_applicable,0.23404255319148937,,not_applicable,interpretable
train,pullback_hold_restrengthen,anchor_window_position_bucket,lt_0.139535,P05_PART_3389866e685a,linked_anchor,same_instrument_nonanchor_baseline,37,37,43,36,-0.21302466482306748,-0.24597224739499995,0.03294758257193248,-0.10698548456257938,-0.09577681521476446,0.01120866934781492,0.5375,0.14276560765476096,,not_applicable,0.20930232558139536,,not_applicable,interpretable
train,pullback_hold_restrengthen,reference_age_bucket,0_5,P05_PART_64df811e6d73,linked_anchor,same_instrument_nonanchor_baseline,3,3,5,3,-0.10456182878322003,-0.04692425071671924,-0.057637578066500786,-0.07273018406168008,-0.04764500553286225,0.02508517852881783,0.625,0.5555745669818082,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,reference_age_bucket,10_20,P05_PART_8c8ff8202cff,linked_anchor,same_instrument_nonanchor_baseline,37,37,40,36,-0.179758536304588,-0.1648060922419013,-0.014952444062686698,-0.09378097133534105,-0.07635053979212239,0.01743043154321866,0.5194805194805194,0.20983130739393474,,not_applicable,0.25,,not_applicable,interpretable
train,pullback_hold_restrengthen,reference_age_bucket,20_40,P05_PART_4b5d754918f1,linked_anchor,same_instrument_nonanchor_baseline,51,51,75,47,-0.17109404586949845,-0.18942355547406103,0.018329509604562588,-0.08644186270250136,-0.07677710372304498,0.009664758979456373,0.5952380952380952,0.09527480030038166,,not_applicable,0.14666666666666667,,not_applicable,interpretable
train,pullback_hold_restrengthen,reference_age_bucket,40_60,P05_PART_c0d118e3f8d7,linked_anchor,same_instrument_nonanchor_baseline,15,15,16,14,-0.13285601957301774,-0.11013469695289055,-0.022721322620127188,-0.09691537080235267,-0.07541155020389449,0.02150382059845818,0.5161290322580645,0.37995839145731986,,not_applicable,0.4375,,not_applicable,too_sparse
train,pullback_hold_restrengthen,reference_age_bucket,5_10,P05_PART_dcad40adc80e,linked_anchor,same_instrument_nonanchor_baseline,41,41,45,39,-0.2044987699270967,-0.24579368179794736,0.04129491187085066,-0.10885669992816713,-0.09695225313811605,0.01190444679005108,0.5232558139534884,0.15416044581958194,,not_applicable,0.2,,not_applicable,interpretable
train,pullback_hold_restrengthen,pullback_depth_band,-0.0595433_-0.0495133,P05_PART_5521fc8f8856,linked_anchor,same_instrument_nonanchor_baseline,38,38,50,35,-0.10519741959984336,-0.0944641615698583,-0.010733258029985052,-0.08085966105446758,-0.05940855365786997,0.021451107396597613,0.5681818181818182,0.13487291883492808,,not_applicable,0.24,,not_applicable,interpretable
train,pullback_hold_restrengthen,pullback_depth_band,-0.0710981_-0.0595433,P05_PART_d241400f334e,linked_anchor,same_instrument_nonanchor_baseline,32,32,39,30,-0.2459446820202331,-0.21525559129115404,-0.03068909072907905,-0.09891348379414093,-0.07793130718216335,0.020982176611977585,0.5492957746478874,0.16341632560100663,,not_applicable,0.28205128205128205,,not_applicable,interpretable
train,pullback_hold_restrengthen,pullback_depth_band,ge_-0.0495133,P05_PART_a18c04ba2755,linked_anchor,same_instrument_nonanchor_baseline,44,44,53,43,-0.16641095970153752,-0.17436508254233385,0.00795412284079633,-0.08557857961790803,-0.08551716734375617,6.141227415186468e-05,0.5463917525773195,0.18252663990358256,,not_applicable,0.18867924528301888,,not_applicable,interpretable
train,pullback_hold_restrengthen,pullback_depth_band,lt_-0.0710981,P05_PART_3c8d5acfa20c,linked_anchor,same_instrument_nonanchor_baseline,33,33,39,29,-0.18946107191214906,-0.21195769964882885,0.022496627736679792,-0.11822957091207194,-0.10532335389545541,0.012906217016616525,0.5416666666666666,0.18988630459077271,,not_applicable,0.3333333333333333,,not_applicable,interpretable
train,pullback_hold_restrengthen,year_bucket,2017,P05_PART_bf400a80dd79,linked_anchor,same_instrument_nonanchor_baseline,7,7,9,7,-0.07686091589344442,-0.06271639841898163,-0.014144517474462784,-0.08421909474274894,-0.06823165082111594,0.015987443921632996,0.5625,0.6995230857377757,,not_applicable,0.5555555555555556,,not_applicable,too_sparse
train,pullback_hold_restrengthen,year_bucket,2018,P05_PART_beb44123e158,linked_anchor,same_instrument_nonanchor_baseline,15,15,20,12,-0.17833895080769618,-0.18008334124639963,0.001744390438703447,-0.11936406751731887,-0.12666337200526348,0.0,0.5714285714285714,0.4886724331609644,,not_applicable,0.4,,not_applicable,too_sparse
train,pullback_hold_restrengthen,year_bucket,2019,P05_PART_7aff11922ab6,linked_anchor,same_instrument_nonanchor_baseline,42,42,50,37,-0.14518065704187863,-0.17499734302866013,0.0298166859867815,-0.0755984047868343,-0.05971879785102935,0.015879606935804952,0.5434782608695652,0.14119382670236713,,not_applicable,0.2,,not_applicable,interpretable
train,pullback_hold_restrengthen,year_bucket,2020,P05_PART_df64492a95ef,linked_anchor,same_instrument_nonanchor_baseline,48,48,62,39,-0.157254962260538,-0.15851800939600683,0.00126304713546882,-0.09119655317663102,-0.07541825628770037,0.01577829688893065,0.5636363636363636,0.11955138156183752,,not_applicable,0.20967741935483872,,not_applicable,interpretable
train,pullback_hold_restrengthen,year_bucket,2021,P05_PART_44c00970e79a,linked_anchor,same_instrument_nonanchor_baseline,35,35,40,29,-0.2501478874585849,-0.2512442208154884,0.0010963333569035116,-0.11169667916727126,-0.09954042751782774,0.01215625164944352,0.5333333333333333,0.18180347620883427,,not_applicable,0.25,,not_applicable,interpretable
train,pullback_hold_restrengthen,industry_bucket,交通运输,P05_PART_5567ef72272e,linked_anchor,same_instrument_nonanchor_baseline,15,15,17,11,-0.09749679321037777,-0.10552752862638151,0.008030735416003743,-0.08805475650748618,-0.07660286407730385,0.011451892430182325,0.53125,0.45213329747486936,,not_applicable,0.8235294117647058,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,传媒,P05_PART_ab7d85ab49cf,linked_anchor,same_instrument_nonanchor_baseline,7,7,9,5,-0.12952187546741833,-0.10139553280751143,-0.028126342659906906,-0.06446779291679135,-0.05752788688013751,0.006939906036653835,0.5625,0.337305906637301,,not_applicable,1.0,,not_applicable,too_sparse
train,pullback_hold_restrengthen,industry_bucket,公用事业,P05_PART_5ab80d0e8e1b,linked_anchor,same_instrument_nonanchor_baseline,4,4,6,4,-0.11795182474635825,-0.12180692455439432,0.0038550998080360693,-0.08304004728124213,-0.08519894866477995,0.0,0.6,1.0,,not_applicable,1.0,,not_applicable,too_sparse
