split,anchor_family_id,diagnostic_axis,diagnostic_bucket,predeclared_partition_id,trigger_rate_type,numerator_split_rule,denominator_split_rule,numerator_bucket_source,anchor_trigger_count,upstream_anchor_trigger_count,cross_split_reference_count,ep2_launch_episode_count,denominator_scope,trigger_rate_per_launch_episode,trigger_rate_band,trigger_rate_gap_to_min_budget,unique_instrument_count,unique_instrument_year_count,trigger_count_reproduction_status,interpretation_status
train,pullback_hold_restrengthen,anchor_window_position_bucket,lt_0.139535,P05_PART_3389866e685a,raw,anchor_event_split,canonical_launch_split,anchor_event,54,229,0,1153,split_level,0.046834345186470075,0_0.05,0.15316565481352995,49,52,passed,interpretable
train,pullback_hold_restrengthen,reference_age_bucket,0_5,P05_PART_64df811e6d73,raw,anchor_event_split,canonical_launch_split,anchor_event,6,229,0,1153,split_level,0.005203816131830009,0_0.05,0.19479618386817,6,6,passed,too_sparse
train,pullback_hold_restrengthen,reference_age_bucket,10_20,P05_PART_8c8ff8202cff,raw,anchor_event_split,canonical_launch_split,anchor_event,52,229,0,1153,split_level,0.045099739809193407,0_0.05,0.1549002601908066,46,51,passed,interpretable
train,pullback_hold_restrengthen,reference_age_bucket,20_40,P05_PART_4b5d754918f1,raw,anchor_event_split,canonical_launch_split,anchor_event,92,229,0,1153,split_level,0.0797918473547268,0.05_0.1,0.12020815264527321,73,84,passed,interpretable
train,pullback_hold_restrengthen,reference_age_bucket,40_60,P05_PART_c0d118e3f8d7,raw,anchor_event_split,canonical_launch_split,anchor_event,21,229,0,1153,split_level,0.01821335646140503,0_0.05,0.18178664353859497,19,20,passed,interpretable
train,pullback_hold_restrengthen,reference_age_bucket,5_10,P05_PART_dcad40adc80e,raw,anchor_event_split,canonical_launch_split,anchor_event,58,229,0,1153,split_level,0.05030355594102342,0.05_0.1,0.14969644405897659,52,56,passed,interpretable
train,pullback_hold_restrengthen,pullback_depth_band,-0.0595433_-0.0495133,P05_PART_5521fc8f8856,raw,anchor_event_split,canonical_launch_split,anchor_event,57,229,0,1153,split_level,0.049436253252385085,0_0.05,0.1505637467476149,46,53,passed,interpretable
train,pullback_hold_restrengthen,pullback_depth_band,-0.0710981_-0.0595433,P05_PART_d241400f334e,raw,anchor_event_split,canonical_launch_split,anchor_event,57,229,0,1153,split_level,0.049436253252385085,0_0.05,0.1505637467476149,48,54,passed,interpretable
train,pullback_hold_restrengthen,pullback_depth_band,ge_-0.0495133,P05_PART_a18c04ba2755,raw,anchor_event_split,canonical_launch_split,anchor_event,58,229,0,1153,split_level,0.05030355594102342,0.05_0.1,0.14969644405897659,48,56,passed,interpretable
train,pullback_hold_restrengthen,pullback_depth_band,lt_-0.0710981,P05_PART_3c8d5acfa20c,raw,anchor_event_split,canonical_launch_split,anchor_event,57,229,0,1153,split_level,0.049436253252385085,0_0.05,0.1505637467476149,45,48,passed,interpretable
train,pullback_hold_restrengthen,all,all,not_applicable,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,181,181,0,1153,split_level,0.1569817866435386,0.15_0.2,0.043018213356461416,108,149,passed,interpretable
train,pullback_hold_restrengthen,year_bucket,2017,P05_PART_bf400a80dd79,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,13,181,0,46,bucket_level,0.2826086956521739,0.2_1.5,-0.08260869565217388,13,13,passed,too_sparse
train,pullback_hold_restrengthen,year_bucket,2018,P05_PART_beb44123e158,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,18,181,0,133,bucket_level,0.13533834586466165,0.1_0.15,0.06466165413533836,15,15,passed,too_sparse
train,pullback_hold_restrengthen,year_bucket,2019,P05_PART_7aff11922ab6,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,50,181,0,298,bucket_level,0.16778523489932887,0.15_0.2,0.032214765100671144,44,45,passed,interpretable
train,pullback_hold_restrengthen,year_bucket,2020,P05_PART_df64492a95ef,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,67,181,0,345,bucket_level,0.19420289855072465,0.15_0.2,0.005797101449275366,52,53,passed,interpretable
train,pullback_hold_restrengthen,year_bucket,2021,P05_PART_44c00970e79a,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,33,181,0,331,bucket_level,0.09969788519637462,0.05_0.1,0.10030211480362539,29,29,passed,interpretable
train,pullback_hold_restrengthen,industry_bucket,UNKNOWN,P05_PART_7bbc930b413c,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,0,181,0,1,bucket_level,0.0,0_0.05,0.2,0,0,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,交通运输,P05_PART_5567ef72272e,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,17,181,0,73,bucket_level,0.2328767123287671,0.2_1.5,-0.0328767123287671,8,13,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,传媒,P05_PART_ab7d85ab49cf,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,9,181,0,20,bucket_level,0.45,0.2_1.5,-0.25,3,6,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,公用事业,P05_PART_5ab80d0e8e1b,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,6,181,0,45,bucket_level,0.13333333333333333,0.1_0.15,0.06666666666666668,5,5,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,农林牧渔,P05_PART_3eab43cc7673,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,3,181,0,12,bucket_level,0.25,0.2_1.5,-0.04999999999999999,1,2,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,医药生物,P05_PART_e9da2e5c1389,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,16,181,0,72,bucket_level,0.2222222222222222,0.2_1.5,-0.0222222222222222,12,15,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,商贸零售,P05_PART_028b6c711bb7,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,2,181,0,12,bucket_level,0.16666666666666666,0.15_0.2,0.033333333333333354,1,2,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,国防军工,P05_PART_9be3680abaed,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,1,181,0,26,bucket_level,0.038461538461538464,0_0.05,0.16153846153846155,1,1,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,基础化工,P05_PART_2e042d6b8f63,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,4,181,0,44,bucket_level,0.09090909090909091,0.05_0.1,0.1090909090909091,3,3,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,家用电器,P05_PART_a15abe39afa3,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,2,181,0,32,bucket_level,0.0625,0.05_0.1,0.1375,2,2,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,建筑材料,P05_PART_2ca4daa4df69,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,2,181,0,16,bucket_level,0.125,0.1_0.15,0.07500000000000001,1,1,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,建筑装饰,P05_PART_220dd76f3516,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,1,181,0,37,bucket_level,0.02702702702702703,0_0.05,0.17297297297297298,1,1,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,房地产,P05_PART_58e5ea3735ca,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,5,181,0,54,bucket_level,0.09259259259259259,0.05_0.1,0.10740740740740742,3,5,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,有色金属,P05_PART_e5a1accd8911,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,12,181,0,49,bucket_level,0.24489795918367346,0.2_1.5,-0.04489795918367345,7,9,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,机械设备,P05_PART_1e1dc3e0ab2d,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,3,181,0,20,bucket_level,0.15,0.15_0.2,0.05000000000000002,3,3,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,汽车,P05_PART_ca1964526ecf,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,10,181,0,61,bucket_level,0.16393442622950818,0.15_0.2,0.03606557377049183,4,9,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,煤炭,P05_PART_e14d8d96dc55,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,5,181,0,38,bucket_level,0.13157894736842105,0.1_0.15,0.06842105263157897,2,3,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,电力设备,P05_PART_029d2f3a704b,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,5,181,0,45,bucket_level,0.1111111111111111,0.1_0.15,0.0888888888888889,4,4,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,电子,P05_PART_06cd7c59519e,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,21,181,0,97,bucket_level,0.21649484536082475,0.2_1.5,-0.01649484536082474,11,16,passed,interpretable
train,pullback_hold_restrengthen,industry_bucket,石油石化,P05_PART_b026189cf5cb,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,1,181,0,17,bucket_level,0.058823529411764705,0.05_0.1,0.1411764705882353,1,1,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,社会服务,P05_PART_335fb875e6e2,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,1,181,0,4,bucket_level,0.25,0.2_1.5,-0.04999999999999999,1,1,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,计算机,P05_PART_3c695642a3b4,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,7,181,0,35,bucket_level,0.2,0.2_1.5,0.0,5,6,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,轻工制造,P05_PART_e1d9610a174b,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,1,181,0,2,bucket_level,0.5,0.2_1.5,-0.3,1,1,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,通信,P05_PART_2199aca9574e,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,2,181,0,12,bucket_level,0.16666666666666666,0.15_0.2,0.033333333333333354,1,1,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,钢铁,P05_PART_5fbb8c288926,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,4,181,0,20,bucket_level,0.2,0.2_1.5,0.0,2,3,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,银行,P05_PART_554709790ba9,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,8,181,0,105,bucket_level,0.0761904761904762,0.05_0.1,0.12380952380952381,4,6,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,非银金融,P05_PART_fa21c42ca5ce,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,17,181,0,135,bucket_level,0.1259259259259259,0.1_0.15,0.0740740740740741,14,17,passed,too_sparse
train,pullback_hold_restrengthen,industry_bucket,食品饮料,P05_PART_d33431c59d85,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,16,181,0,69,bucket_level,0.2318840579710145,0.2_1.5,-0.031884057971014484,7,13,passed,too_sparse
train,pullback_hold_restrengthen,executable_status,blocked,P05_PART_46baa197cf70,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,0,181,0,4,bucket_level,0.0,0_0.05,0.2,0,0,passed,too_sparse
train,pullback_hold_restrengthen,executable_status,executable,P05_PART_0cee223a644a,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,181,181,0,1149,bucket_level,0.15752828546562228,0.15_0.2,0.04247171453437773,108,149,passed,interpretable
train,pullback_hold_restrengthen,money_bucket,0,P05_PART_e3621f440496,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,6,181,0,36,bucket_level,0.16666666666666666,0.15_0.2,0.033333333333333354,5,5,passed,too_sparse
train,pullback_hold_restrengthen,money_bucket,1,P05_PART_9c1df3bb564c,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,15,181,0,90,bucket_level,0.16666666666666666,0.15_0.2,0.033333333333333354,11,14,passed,too_sparse
train,pullback_hold_restrengthen,money_bucket,2,P05_PART_239208c4d0f9,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,34,181,0,164,bucket_level,0.2073170731707317,0.2_1.5,-0.007317073170731686,27,31,passed,interpretable
train,pullback_hold_restrengthen,money_bucket,3,P05_PART_556b169e12b1,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,45,181,0,283,bucket_level,0.15901060070671377,0.15_0.2,0.04098939929328624,36,40,passed,interpretable
train,pullback_hold_restrengthen,money_bucket,4,P05_PART_481390dbfb50,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,81,181,0,561,bucket_level,0.1443850267379679,0.1_0.15,0.0556149732620321,55,69,passed,interpretable
train,pullback_hold_restrengthen,money_bucket,unbucketed,not_applicable,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,0,181,0,19,bucket_level,0.0,0_0.05,0.2,0,0,passed,too_sparse
