instrument,artifact_path,sha256,size_bytes,row_count,schema_hash,min_date,max_date,read_for_forward_outcome
SZ300631,data/raw/akshare/day/qfq/SZ300631.csv,b84eece3601f5eec2c71b525d182de1f1f3fa3d7e47d8a8db618b3f85c5b88d8,253565,2229,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-03-23,2026-05-29,False
SZ300632,data/raw/akshare/day/qfq/SZ300632.csv,a564617e1e8979cad3f60b64b4f46153b4c190b3690dcdc668e1fa23f081f8c3,251104,2221,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-04-06,2026-05-29,False
SZ300633,data/raw/akshare/day/qfq/SZ300633.csv,17c7eea27b093f664a6764dac834fda3a4c43274a36b7023fa14609f05a4b57d,253347,2221,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-04-06,2026-05-29,False
SZ300634,data/raw/akshare/day/qfq/SZ300634.csv,072180fd20004fca16e38778d614d93f36fd8ed7900084612db12139efd9d587,227371,1984,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2018-03-23,2026-05-29,False
SZ300635,data/raw/akshare/day/qfq/SZ300635.csv,862db87c77352b2fe048c5965b14663eafcbaa63109f1395b25e5276d982159a,250557,2215,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-03-31,2026-05-29,False
SZ300636,data/raw/akshare/day/qfq/SZ300636.csv,760b177ddb741b3a87d2a559e8d108694480c7cafa3d758eb7ac8598da64402a,244300,2222,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-03-31,2026-05-29,False
SZ300637,data/raw/akshare/day/qfq/SZ300637.csv,2dd9ee11e3b094bc13fb03be4f126781d218a908c1d3db146e2386881981f3c6,247623,2217,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-04-12,2026-05-29,False
SZ300638,data/raw/akshare/day/qfq/SZ300638.csv,484f45e6a6a783ee3c5ab6197411986168a2092a3726fdd4b506947818a6fd2f,248976,2209,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-04-13,2026-05-29,False
SZ300639,data/raw/akshare/day/qfq/SZ300639.csv,684d2d3e736455971539d7f77a5ab51d9bba8f57537bd91397899687b0795564,247173,2217,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-04-12,2026-05-29,False
SZ300640,data/raw/akshare/day/qfq/SZ300640.csv,ee8cff07c59d50e0aabb451c858280a8f5f9fa1dd743fd96aeb3c48afa1058a0,239053,2195,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-04-17,2026-05-29,False
SZ300641,data/raw/akshare/day/qfq/SZ300641.csv,908683b7a4a1d0f16736581932ae50d6c8df78905b43314dec9a33ce84d54857,244919,2208,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-04-18,2026-05-29,False
SZ300642,data/raw/akshare/day/qfq/SZ300642.csv,73579b2c5137d0a8b7218b3c9f8016ff8752ded6880034ecd02142a080723f21,249994,2210,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-04-21,2026-05-29,False
SZ300643,data/raw/akshare/day/qfq/SZ300643.csv,37d0bfa01f0bb5206f0f8cb1391979f24977cedaaa2948365633682a198dba9b,244267,2201,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-05-05,2026-05-29,False
SZ300644,data/raw/akshare/day/qfq/SZ300644.csv,89b7addd0f5ac83830fea7c7b2f88504a00d3c34a862b7bf6719b339f8d78399,226733,2009,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2018-02-06,2026-05-29,False
SZ300645,data/raw/akshare/day/qfq/SZ300645.csv,5750f617bd94763b9f1011aac7d44f87014a5f46b6c49e2ccbce8b762078e575,250178,2200,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-04-21,2026-05-29,False
SZ300647,data/raw/akshare/day/qfq/SZ300647.csv,408a932f720d6ccc8c5fdd83e28db0f7345c3dda52ba076a176b22173fe8f421,239565,2161,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-05-03,2026-05-29,False
SZ300648,data/raw/akshare/day/qfq/SZ300648.csv,c28bf66560d3a2c069f82db5e502390744895819387634e7e7e2b4d85e4694f8,251183,2208,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-04-25,2026-05-29,False
SZ300649,data/raw/akshare/day/qfq/SZ300649.csv,0820bc9f247cf3e2b4579dde898e1bca7c31dd819bd27fff0c1e5a0353c8d7b5,243991,2196,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-05-05,2026-05-29,False
SZ300650,data/raw/akshare/day/qfq/SZ300650.csv,cd0384c113c83060d03bf8daa7543c6aa5a3a40c54919d27388992949f5566dc,247843,2203,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-05-03,2026-05-29,False
SZ300651,data/raw/akshare/day/qfq/SZ300651.csv,2bfa86c157654b7e80c05eeda234b6e5fa02288a6121fe20f83c488aad3cba5b,249380,2199,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-05-09,2026-05-29,False
SZ300652,data/raw/akshare/day/qfq/SZ300652.csv,692568ed9df2ebed6bf4c1145ebd8f582b8e95711792d83db0ef55593820003f,247976,2194,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-05-16,2026-05-29,False
SZ300653,data/raw/akshare/day/qfq/SZ300653.csv,a8e193c464ec18d74105d2ad14a09b943f291690c5bcdd7ac63e48dde0715d70,245065,2194,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-05-16,2026-05-29,False
SZ300654,data/raw/akshare/day/qfq/SZ300654.csv,6ac5b642b95923c89ad5fc8bb956b14cdc0d517ebd3adc2789d107e561dd0e86,233336,2101,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-09-26,2026-05-29,False
SZ300655,data/raw/akshare/day/qfq/SZ300655.csv,4a7a83153b7110f73d95f8259a45fe79650a248896ebfa6444924f3ba3e6be0d,244368,2182,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-05-23,2026-05-29,False
SZ300656,data/raw/akshare/day/qfq/SZ300656.csv,74365861068a9325dd992e149cd4477233c7eada4858daa4e36e4ddc8d16d7fd,240378,2123,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-05-19,2026-05-29,False
SZ300657,data/raw/akshare/day/qfq/SZ300657.csv,8992bf912d3239d9849f9813a4b9bb3c666ed9534db5e798ee4cf8892a772383,244527,2147,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-05-23,2026-05-29,False
SZ300658,data/raw/akshare/day/qfq/SZ300658.csv,4434a3bfd7ec427cf0fcf01c4b4e0eee0ef2461228396cdca276f6c472c055c6,238659,2173,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-06-02,2026-05-29,False
SZ300659,data/raw/akshare/day/qfq/SZ300659.csv,6dc6c82da1b66b4f4d11209add1f4c4c261ff7e61f7f554303753362e0496849,236895,2078,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-05-26,2026-05-29,False
SZ300660,data/raw/akshare/day/qfq/SZ300660.csv,ec0fc102fd85c33c0681c5682227daf6855a2348b83b7816aaf07ab0b574bcb3,244078,2173,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-06-02,2026-05-29,False
SZ300661,data/raw/akshare/day/qfq/SZ300661.csv,77cf78a77ef3a9f5284d9a4feac5f704791581dc681ee24a431c05a0813e1c8b,248432,2171,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-06-06,2026-05-29,False
SZ300662,data/raw/akshare/day/qfq/SZ300662.csv,7454b06aabf64fcd34d7b5964e874d34afdfcaf3be76979dc60f965f4bb447a1,241789,2131,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-06-08,2026-05-29,False
SZ300663,data/raw/akshare/day/qfq/SZ300663.csv,4fc35acdc2947323079d4756bbd74bbf8a68464513a94355dffc9cb67b527101,248333,2179,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-06-08,2026-05-29,False
SZ300664,data/raw/akshare/day/qfq/SZ300664.csv,8eaac9b9fede4b2c19b036cfc9ac7e34562b630d3469b04c201cef8fd6249017,222966,2034,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2018-01-05,2026-05-29,False
SZ300665,data/raw/akshare/day/qfq/SZ300665.csv,5f321316b95d972cc84b0b10bbc23a731ab7ae89d197f9a7999635455bae52d0,238307,2164,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-06-13,2026-05-29,False
SZ300666,data/raw/akshare/day/qfq/SZ300666.csv,a196353a11b2b4a4f3bf267b698c1dc6bbf0f557f140b7724c39867e67eebb9e,247446,2153,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-06-15,2026-05-29,False
SZ300667,data/raw/akshare/day/qfq/SZ300667.csv,7ce2ecd8439a283763290eace255c7aada1b9074fac6a54b78ebf136fbf99489,245388,2156,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-06-19,2026-05-29,False
SZ300668,data/raw/akshare/day/qfq/SZ300668.csv,cbf2be8248d67022e9fc0a7c619a1086209264f6a6959bb3f89fef255e6c898b,245764,2172,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-06-19,2026-05-29,False
SZ300669,data/raw/akshare/day/qfq/SZ300669.csv,d575b14ef27c5f81f2c7b056e28b2aec377f1937ac55017c809f048aae936022,242743,2164,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-06-29,2026-05-29,False
SZ300670,data/raw/akshare/day/qfq/SZ300670.csv,0af2b7a102d77584776475ad1107b7983896b01a8af157f75a2983dff82bd0c6,228337,2066,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-07-03,2026-05-29,False
SZ300671,data/raw/akshare/day/qfq/SZ300671.csv,b2b34856d3569fb340d9858d9214d959f0968a9ff28906d4a0a800a08c36f8a6,247228,2160,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-07-05,2026-05-29,False
SZ300672,data/raw/akshare/day/qfq/SZ300672.csv,0325435c50f85378cbb8bcd8706232424719cebc5d4d43ce894795e7f087e7c7,245078,2132,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-07-12,2026-05-29,False
SZ300673,data/raw/akshare/day/qfq/SZ300673.csv,a242ec2e6475ca7e3b787898c3fdd73af738fcaabed0ed734ea1251ccb29b4c0,243135,2156,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-07-11,2026-05-29,False
SZ300674,data/raw/akshare/day/qfq/SZ300674.csv,d62cd3b3c727679a1bc04c830211d624a2a38c2fa3107b78d2a52ec847f3e9ee,210561,1832,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2018-11-07,2026-05-29,False
SZ300675,data/raw/akshare/day/qfq/SZ300675.csv,517e9cb4dc7933a4ee99cab144b96f3353b85cc4113517bdfc97ffbdf76a6fdb,244858,2150,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-07-19,2026-05-29,False
SZ300676,data/raw/akshare/day/qfq/SZ300676.csv,d0bc76e63b59396a7f2364f0146d7850157b14159628c6a3cf482557360efb67,247447,2143,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-07-14,2026-05-29,False
SZ300677,data/raw/akshare/day/qfq/SZ300677.csv,d010df0721f4e2a45e377022e045c9464e6813d1c5b7a42d703b70523f8fef0a,244518,2148,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-07-21,2026-05-29,False
SZ300678,data/raw/akshare/day/qfq/SZ300678.csv,ba87e27e892275a9d749f6c3b482414724e6e0709a77c9a20cf0816761e3db29,240388,2118,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-07-28,2026-05-29,False
SZ300679,data/raw/akshare/day/qfq/SZ300679.csv,94bb9eab9414f1fea4796e38bfa4204e35cc2f0b8a8475aa9ea7536b4c9a9e50,243459,2132,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-07-31,2026-05-29,False
SZ300680,data/raw/akshare/day/qfq/SZ300680.csv,e795db1380a9ac71ff0624a301279a07987329ec16dcc264cf3087c5bac052a5,233468,2062,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-07-25,2026-05-29,False
SZ300681,data/raw/akshare/day/qfq/SZ300681.csv,cccb6f5589e6bf4bb3ae12f7edd76ce3030ed7ccf1646d11e8ed991211a388b6,243376,2146,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-07-25,2026-05-29,False
SZ300682,data/raw/akshare/day/qfq/SZ300682.csv,174de17bc1eec091fa4c704ec935f259651a858486f3b941467a87dd92a9fdd0,238596,2090,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-08-01,2026-05-29,False
SZ300683,data/raw/akshare/day/qfq/SZ300683.csv,ba0a1ef55ce280a11e7e69eb5169e6444bd7b6e9c527a488101078a827558c7b,235648,2078,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-08-08,2026-05-29,False
SZ300684,data/raw/akshare/day/qfq/SZ300684.csv,d2667d0d3965ba8105ae60b73ae8427f02580890e5a30b4a39df0e145c1defd8,233558,2040,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-12-27,2026-05-29,False
SZ300685,data/raw/akshare/day/qfq/SZ300685.csv,27e9c435e3ee3d851d192d886a4714bec8a6720bfcdc73b59263934be3596820,241808,2140,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-08-02,2026-05-29,False
SZ300686,data/raw/akshare/day/qfq/SZ300686.csv,4fc7eccd025b02224f575dd18a8f6591d3523fcbc178da3cfe83d868ef9db276,242126,2138,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-08-04,2026-05-29,False
SZ300687,data/raw/akshare/day/qfq/SZ300687.csv,1535def66dcffd82702d4a45d23aa591bfa2d3ca5c2b25711c7eda344671b0e4,240878,2129,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-08-03,2026-05-29,False
SZ300688,data/raw/akshare/day/qfq/SZ300688.csv,e8b84a1bde88bb050c9b3412fdfbbed34b2d3efc4e8f8e436d00b08e7607bc0b,241034,2113,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-08-10,2026-05-29,False
SZ300689,data/raw/akshare/day/qfq/SZ300689.csv,3d77968451e84bbe7223da1a6275a0a3ab18bbb1c971dce1fe0eed7622699126,241803,2135,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-08-09,2026-05-29,False
SZ300690,data/raw/akshare/day/qfq/SZ300690.csv,f18365f1df5b1e918c3ce4ce7ee80c3f9a9b1b993f6d89b1b9a87dda2f12bb78,243404,2136,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-08-08,2026-05-29,False
SZ300691,data/raw/akshare/day/qfq/SZ300691.csv,6ad9748c0042ff07c752883fa47b67d360becf881b5219077cbd5708328a885c,241862,2123,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-08-11,2026-05-29,False
SZ300692,data/raw/akshare/day/qfq/SZ300692.csv,bcd7d4111d63e659024070e9ce9534f15196da4fc3b579d7817b5fe3c3613f03,233874,2119,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-08-21,2026-05-29,False
SZ300693,data/raw/akshare/day/qfq/SZ300693.csv,c5531ea687c4d75ed69d0024ea1d8480800380ca77fdcf29e1358a9a36bbe5b4,240757,2121,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-08-22,2026-05-29,False
SZ300694,data/raw/akshare/day/qfq/SZ300694.csv,5a3a8420bb5d93b62626674bdc789c4c86039c916a64d4a99226fec37b494acb,209104,1849,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2018-10-15,2026-05-29,False
SZ300695,data/raw/akshare/day/qfq/SZ300695.csv,f38c927c7a3a546d9a5868681bd8f025dedcd9c3880f2b5a829729e01f4fb3bd,238054,2113,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-09-08,2026-05-29,False
SZ300696,data/raw/akshare/day/qfq/SZ300696.csv,af8d722b2b2a0b457240521f16e15a1adcd5a56d70898a6bdb9d5b55da81cbcb,241808,2126,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-08-22,2026-05-29,False
SZ300697,data/raw/akshare/day/qfq/SZ300697.csv,e66200b9e33d5b3012d70e3452eb89dc31d51e2d4449320ebe1c328b1e1561e7,232225,2110,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-09-07,2026-05-29,False
SZ300698,data/raw/akshare/day/qfq/SZ300698.csv,c4ee52c853ad1de94ec71ccb49dfdc8e1c97286b0789334e296df714a39b82a3,241071,2119,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-08-31,2026-05-29,False
SZ300699,data/raw/akshare/day/qfq/SZ300699.csv,a1588f7fa3668a3ddaf6f8fb771c57aebddaddf440004cb47508bc8d750027ec,242948,2118,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-09-01,2026-05-29,False
SZ300700,data/raw/akshare/day/qfq/SZ300700.csv,872148be9cbcb61223c3fa7fd07a479870f4de75ead967556f518bbe24aa071e,234574,2101,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-09-12,2026-05-29,False
SZ300701,data/raw/akshare/day/qfq/SZ300701.csv,d4dbf6fa02225deeaae1bcb4dcdfba54c42e1ce247201a2330532fb662fda055,233499,2108,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-09-15,2026-05-29,False
SZ300702,data/raw/akshare/day/qfq/SZ300702.csv,fe0a143bb84ce92a5dc1f71c780e31e2d5d5085005a9aa33738b4f31b1f3800d,239094,2106,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-09-19,2026-05-29,False
SZ300703,data/raw/akshare/day/qfq/SZ300703.csv,85dbdcc4da09ccc13cddf6905cb6e4ee8cdccdab73aa5c29d2b34e973be64d33,233629,2102,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-09-19,2026-05-29,False
SZ300705,data/raw/akshare/day/qfq/SZ300705.csv,1df426d20febc41d0d67adc57516f65c224171234c23d6490223e7ecba2e5425,236516,2096,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-10-10,2026-05-29,False
SZ300706,data/raw/akshare/day/qfq/SZ300706.csv,03befb4c2fb1fee77b99fe943ee0ec924fc97960ef6f78d97ed141c866aa6c63,239864,2101,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-09-26,2026-05-29,False
SZ300707,data/raw/akshare/day/qfq/SZ300707.csv,d9870f71d39b7b82b21cde71a3a463d4c5be1182d877ec0bb7a386b907615379,239044,2096,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-10-10,2026-05-29,False
SZ300708,data/raw/akshare/day/qfq/SZ300708.csv,b00f7a24aba769801a53b489225b973282783bf842e3ca7aa58b26adfc1d9c70,233261,2092,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-10-16,2026-05-29,False
SZ300709,data/raw/akshare/day/qfq/SZ300709.csv,cb2500e9914462a9b67e6fc47c9c73878570b09b2e53cf2c3aafa3af6c5f00e6,238401,2089,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-10-19,2026-05-29,False
SZ300710,data/raw/akshare/day/qfq/SZ300710.csv,ce96cb5fc107b3b15863e1d27a5ada600ff2c78acf74f4e6ef86763abc5f6787,234839,2074,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-10-19,2026-05-29,False
SZ300711,data/raw/akshare/day/qfq/SZ300711.csv,c618f0b5cd18f4edbea5734513cee494f59c63c25479282e12367ed9bf5ae477,235919,2080,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-11-01,2026-05-29,False
SZ300712,data/raw/akshare/day/qfq/SZ300712.csv,e806bd009dccf133b6a18c3b399c97bd47cf1d8dc067570cd604fc167c933cb5,236903,2081,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-10-31,2026-05-29,False
SZ300713,data/raw/akshare/day/qfq/SZ300713.csv,2ab3a5145ddbb1330de9c45a7581165dc9a270459c80990a142ac2d1de6e2f14,236251,2080,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-11-01,2026-05-29,False
SZ300715,data/raw/akshare/day/qfq/SZ300715.csv,77928f91ef01ff436b38af466687a02315b682cce73fa855a485852ea59e357b,233299,2078,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-10-26,2026-05-29,False
SZ300716,data/raw/akshare/day/qfq/SZ300716.csv,764b40259f4be6b5c87606d25c924a71ac7e1180ca9915adc64bb73380d809c9,231657,2067,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-11-09,2026-05-29,False
SZ300717,data/raw/akshare/day/qfq/SZ300717.csv,848035f01b641cffa676f8c8f8ee6b0ca464d89b3f4bbcac4bb98882e0acba7f,233009,2069,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-11-06,2026-05-29,False
SZ300718,data/raw/akshare/day/qfq/SZ300718.csv,f21a4c1a303845c2f8c28e0c0dd90fc99427413859dd4b4ed5c93d382569b7dd,234983,2077,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-11-06,2026-05-29,False
SZ300719,data/raw/akshare/day/qfq/SZ300719.csv,48b3319e5185181791b2fd414d698afe45ce53c41b3277d371d57ca018a3c0a2,236420,2074,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-11-09,2026-05-29,False
SZ300720,data/raw/akshare/day/qfq/SZ300720.csv,6ca66102905ce58e832f09fe40af3a4f530a37878e58e2035405984ecfe83531,232113,2067,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-11-06,2026-05-29,False
SZ300721,data/raw/akshare/day/qfq/SZ300721.csv,6f88af35b09f9dc4ed1879988d987e19a22e0a86a9ca8abf8527b6749dd3ce02,234560,2070,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-11-15,2026-05-29,False
SZ300722,data/raw/akshare/day/qfq/SZ300722.csv,7cf166b50a305dee4caed8ee1453908a9b7445dbf9d590636029937900f938b4,230522,2071,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-11-10,2026-05-29,False
SZ300723,data/raw/akshare/day/qfq/SZ300723.csv,9e43e3ac324c19e3736b82cc39bc00f4231510db21b4e33ca633b7d7bb229d1f,233276,2069,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-11-16,2026-05-29,False
SZ300724,data/raw/akshare/day/qfq/SZ300724.csv,35698c53d4c2858ee4af445eb37bd1882a55bc9cb2ec0b817e2bb39ba2cfa305,217534,1889,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2018-08-10,2026-05-29,False
SZ300725,data/raw/akshare/day/qfq/SZ300725.csv,ca3fc319d0da24ca61d87633ca67a8444e434a3ade4b1518512bda81fe0bb509,237641,2068,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-11-10,2026-05-29,False
SZ300726,data/raw/akshare/day/qfq/SZ300726.csv,07e902b3b64e08ce3ba4c5a6fa99012252200cd7bd9a82d2a68890cd3fe3b4fd,236408,2066,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-11-21,2026-05-29,False
SZ300727,data/raw/akshare/day/qfq/SZ300727.csv,9e0edc4ec4100f240f295e77965d9f1cd70b12db07afb3813989197dc46de987,234790,2062,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-11-27,2026-05-29,False
SZ300729,data/raw/akshare/day/qfq/SZ300729.csv,b75420f438ea2c44286c6ba86ed0c0d9168b7c5f0995f283286fdca28a10076e,232033,2058,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-12-01,2026-05-29,False
SZ300730,data/raw/akshare/day/qfq/SZ300730.csv,5006ee6377b90f8f9108c2bda4566c87a97b3df129fa50cd6bf4a7e27fc01904,232430,2051,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-12-05,2026-05-29,False
SZ300731,data/raw/akshare/day/qfq/SZ300731.csv,0fc5cecebc6818a6829f3a6f404745345783c93ee961d35ce6710e18ca1378ba,232093,2038,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-12-08,2026-05-29,False
SZ300732,data/raw/akshare/day/qfq/SZ300732.csv,9fbc97faa0fc7a3577478b725068c423b6f7c02e81e993fb241acbebc25b6813,222589,2007,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-12-12,2026-05-29,False
SZ300733,data/raw/akshare/day/qfq/SZ300733.csv,329839235038371cd4b8262260098ba28315af61c4561dcd2324944bf3d7628b,224567,2027,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2018-01-16,2026-05-29,False
SZ300735,data/raw/akshare/day/qfq/SZ300735.csv,dda2cfada0e2fd89737a0dca7750654f48f1bcf1105b0fd795e43e1b4c1f591e,232475,2038,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-12-29,2026-05-29,False
SZ300736,data/raw/akshare/day/qfq/SZ300736.csv,3d42f73c28253b9e084ce029ea50644d1c75f5ecfb7d3ad02bbaa8b529aa6844,228795,2030,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2018-01-09,2026-05-29,False
