input_id,path,required,exists,readability_status,sha256,expected_columns,actual_columns,missing_required_columns,status
upstream_08_a_manifest,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/manifests/density_fast_fail_audit/density_fast_fail_audit_manifest.json,True,True,readable_non_tabular,5890db114330f848de4a6b9a37307540dc69e7dcd32b2214c42a3b8bfa18c3a2,,,,ok
upstream_08_d_manifest,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/manifests/post_replay_event_to_episode_retention_source/post_replay_event_to_episode_retention_source_manifest.json,True,True,readable_non_tabular,f267861517e7fb0ee9918721ccd7469a68856da76e7001aaffb597e6df6a85f3,,,,ok
upstream_08_e_manifest,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/manifests/risk_on_post_filter_cost_rejector/risk_on_post_filter_cost_rejector_manifest.json,True,True,readable_non_tabular,4426dc5d3fbf2922bc86f05ec05b88fbba1e7f3f39f1899f49e63c01d5ba249a,,,,ok
upstream_08_h_manifest,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/manifests/risk_on_cost_rejector_research_entry_hardening/risk_on_cost_rejector_research_entry_hardening_manifest.json,True,True,readable_non_tabular,0c8454031e2522cea4c833e66a6469fbe23a11480e6aaa0285a9e625f8ea8816,,,,ok
upstream_08_transition_subregime_taxonomy_manifest,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/manifests/transition_subregime_taxonomy_audit/transition_subregime_taxonomy_audit_manifest.json,True,True,readable_non_tabular,fa5857c26f1d692978b40a26413cb3a01a4324b2bf04e3cc91f7bdcd80b9dfd9,,,,ok
upstream_08_transition_previous_regime_outcome_manifest,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/manifests/transition_previous_regime_outcome_audit/transition_previous_regime_outcome_audit_manifest.json,True,True,readable_non_tabular,f38cdb6901b5cc579ffd5398a43364097fb6dd52e933fdd3fd3a0011bf5fb241,,,,ok
upstream_08_transition_previous_regime_context_manifest,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/manifests/transition_previous_regime_context_cost_rejector_ablation/transition_previous_regime_context_cost_rejector_ablation_manifest.json,True,True,readable_non_tabular,10a54c0093aaa235445303f445309f5522dc86d77ebf29ae174fd9a61f03d1c5,,,,ok
candidate_scope_mapping_contract,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/density_fast_fail_audit/candidate_scope_mapping_contract.csv,True,True,readable_tabular,c99625e0ca82e717aa03aa497e652a47c2dcda7f17c41512575bf299de994d16,,candidate_scope_id;source_experiment;source_artifact_path;source_artifact_hash;source_row_filter;canonicalization_rule;expected_source_columns;actual_source_columns_hash;reconstructability_requirement;scope_mapping_status,,ok
candidate_scope_reconstructability_audit,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/density_fast_fail_audit/candidate_scope_reconstructability_audit.csv,True,True,readable_tabular,6e706b765288e5323d42d0b2cd26efd8be5a59a1ffcc0aba3e82f70fb0146dd1,,candidate_scope_id;scope_status;source_artifact_path;source_artifact_hash_status;source_row_count;selected_event_count;published_reference_event_count;reconstructed_vs_published_count_difference;missing_required_columns;aggregate_only_reason;event_level_label_source_status;episode_capture_source_status;hard_gate_eligible_flag;notes,,ok
upstream_08_canonical_events,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/candidate_family_canonical_events.csv.gz,True,True,readable_tabular,1bb1c445d494cb59c57a9fbb5057dfc8b61e34e8f0f8187c27bd9ce209273cb8,event_id;instrument;event_t0_date;triggered_family_variants;event_regime_bucket;market_regime_bucket,event_id;instrument;event_family;event_variant;union_family;canonical_event_scope;event_t0_date;event_t0_pos;trade_open_date;trade_open_pos;trade_open_price;non_executable_next_open;non_executable_reason;limit_threshold_status;source_seed_low_date;source_seed_low_pos;first_ema60_reclaim_date;first_ema60_reclaim_pos;days_seed_to_event;days_reclaim_to_event;seed_cluster_id;reclaim_cluster_id;union_cluster_id;union_density_kept;event_family_priority;event_split;market_regime_bucket;benchmark_alias;board_bucket;is_st;total_market_cap_cny;liquidity_money_20d;early_no_false_repair_5d;early_no_false_repair_10d;early_relative_strength_turn_flag;strict_rank_persistence_reference_flag;raw_source_event_ids;raw_cluster_event_count;close_to_ema20;close_to_ema60;ema20_slope_20d;ema60_slope_20d;return_5d;return_10d;return_20d;return_60d;stock_vs_market_5d;stock_vs_market_10d;stock_vs_market_20d;amount_ratio_20d;amount_ratio_60d;turnover_ratio_20d;turnover_ratio_60d;derived_daily_vwap_available;close_to_derived_daily_vwap;vwap_reclaim_flag;intraday_range_pct;close_position_in_range;upper_shadow_pct;gap_open_pct;gap_fade_flag;gap_fade_flag_status;atr_20_pct;market_return_20d;market_drawdown_60d;market_volatility_20d;quality_amount_flag;quality_vwap_flag;quality_range_flag;quality_gap_fade_flag;quality_amount_flag_status;quality_vwap_flag_status;quality_range_flag_status;quality_gap_fade_flag_status;family_id;family_input_status;mechanism_cluster;event_regime_bucket;event_close;event_close_to_episode_low_basis;close_to_high_60;close_to_high_120;range_width_ratio_20d_60d;direction_entropy_20d;relative_cusum_20d;momentum_percentile_20d;momentum_percentile_20d_lag20;universe_up_share;universe_up_share_z;universe_up_share_change_5d;stock_vs_board_20d;board_relative_cusum_20d;atr_pct_rank_60d;ema60_positive_run;variant_id;family_variant_id;event_regime_gating;threshold_variant_id;event_t0_confirmation_time;channel_id;channel_family;is_setup_context;recommended_union_included;event_executable_date;symbol;canonical_event_id;triggered_channels;triggered_family_variants;triggered_family_ids;triggered_family_statuses;triggered_mechanism_clusters;primary_channel;primary_family_id;family_count;channel_count;episode_link_status;asof_feature_snapshot_hash,,ok
upstream_08_event_instances,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/candidate_family_event_instances.csv.gz,True,True,readable_tabular,9a289c80732260602a291b7f75908408b832180c28e760847f83212be5b5df12,,event_id;instrument;event_family;event_variant;union_family;canonical_event_scope;event_t0_date;event_t0_pos;trade_open_date;trade_open_pos;trade_open_price;non_executable_next_open;non_executable_reason;limit_threshold_status;source_seed_low_date;source_seed_low_pos;first_ema60_reclaim_date;first_ema60_reclaim_pos;days_seed_to_event;days_reclaim_to_event;seed_cluster_id;reclaim_cluster_id;union_cluster_id;union_density_kept;event_family_priority;event_split;market_regime_bucket;benchmark_alias;board_bucket;is_st;total_market_cap_cny;liquidity_money_20d;early_no_false_repair_5d;early_no_false_repair_10d;early_relative_strength_turn_flag;strict_rank_persistence_reference_flag;raw_source_event_ids;raw_cluster_event_count;close_to_ema20;close_to_ema60;ema20_slope_20d;ema60_slope_20d;return_5d;return_10d;return_20d;return_60d;stock_vs_market_5d;stock_vs_market_10d;stock_vs_market_20d;amount_ratio_20d;amount_ratio_60d;turnover_ratio_20d;turnover_ratio_60d;derived_daily_vwap_available;close_to_derived_daily_vwap;vwap_reclaim_flag;intraday_range_pct;close_position_in_range;upper_shadow_pct;gap_open_pct;gap_fade_flag;gap_fade_flag_status;atr_20_pct;market_return_20d;market_drawdown_60d;market_volatility_20d;quality_amount_flag;quality_vwap_flag;quality_range_flag;quality_gap_fade_flag;quality_amount_flag_status;quality_vwap_flag_status;quality_range_flag_status;quality_gap_fade_flag_status;family_id;family_input_status;mechanism_cluster;event_regime_bucket;event_close;event_close_to_episode_low_basis;close_to_high_60;close_to_high_120;range_width_ratio_20d_60d;direction_entropy_20d;relative_cusum_20d;momentum_percentile_20d;momentum_percentile_20d_lag20;universe_up_share;universe_up_share_z;universe_up_share_change_5d;stock_vs_board_20d;board_relative_cusum_20d;atr_pct_rank_60d;ema60_positive_run;variant_id;family_variant_id;event_regime_gating;threshold_variant_id;event_t0_confirmation_time;channel_id;channel_family;is_setup_context;recommended_union_included;event_executable_date;symbol,,ok
upstream_08_event_labels,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_event_labels.parquet,True,True,readable_tabular,a6fbb17753e2f6c7bf54bfeccc2aff03419a9891bd87bb4f75e1667a1f0bd5b8,,event_id;instrument;event_t0_date;event_t0_pos;trade_open_date;trade_open_pos;trade_open_price;event_split;event_family;union_family;canonical_event_scope;union_cluster_id;label_anchor_type;non_executable_next_open;non_executable_reason;limit_threshold_status;confirm_20_label;confirm_20_complete;confirm_20_touch_date;confirm_20_touch_pos;failure_10_label;failure_10_complete;failure_10_touch_date;failure_10_touch_pos;forward_return_10d;mfe_10d;mae_10d;horizon_complete_10d;forward_return_20d;mfe_20d;mae_20d;horizon_complete_20d;forward_return_30d;mfe_30d;mae_30d;horizon_complete_30d;forward_return_60d;mfe_60d;mae_60d;horizon_complete_60d;forward_return_120d;mfe_120d;mae_120d;horizon_complete_120d;event_false_repair_10d_label;event_false_repair_10d_complete;event_false_repair_20d_label;event_false_repair_20d_complete;candidate_outcome_120d_status;event_big_winner_120d_label;event_super_winner_120d_label;event_near_winner_120d_label;main_barrier_label_complete;captured_target_episode_count;captured_target_episode_id_first;captured_target_episode_anchor_note;label_scope,,ok
upstream_08_capture,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,True,True,readable_tabular,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,,target_episode_id;instrument;symbol;episode_low_date;episode_high_date;first_50pct_touch_date;episode_split;board_bucket;market_regime_bucket;window;window_start_pos;window_end_pos;any_event_denominator_included;any_event_exclusion_reason;bridge_positive_denominator_included;bridge_positive_exclusion_reason;any_event_captured;bridge_positive_captured;any_event_count;bridge_label_complete_event_count;bridge_label_incomplete_event_count;first_event_id;first_event_t0_date;first_positive_event_id;lead_time_to_first_50pct_sessions;lead_time_to_episode_high_sessions;event_t0_from_episode_low_sessions;candidate_scope_id,,ok
upstream_08_feature_panel,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/cross_section_feature_panel.parquet,True,True,readable_tabular,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,,date;return_1d;return_5d;return_20d;return_60d;stock_vs_market_20d;close_to_high_60;rolling_high_60;close;market_regime_bucket;instrument;board_bucket;total_market_cap_cny;history_observed_sessions_before_usable_date;momentum_percentile_20d;momentum_percentile_60d;new_high_60_flag;up_flag;momentum_percentile_20d_lag20;evaluated_member_count;universe_up_share;universe_new_high_60_share;universe_equal_weight_return_x;universe_up_share_z;universe_up_share_change_5d;board_equal_weight_return;universe_equal_weight_return_y;board_relative_1d;board_relative_cusum_20d;board_return_20d;stock_vs_board_20d,,ok
upstream_08_membership,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/post_replay_event_to_episode_retention_source/post_replay_event_episode_membership.parquet,True,True,readable_tabular,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e,,event_id;canonical_event_id;instrument;event_t0_date;event_t0_pos;trade_open_date;trade_open_pos;non_executable_next_open;event_split;market_regime_bucket;failure_10_label;failure_10_complete;event_false_repair_20d_label;event_false_repair_20d_complete;event_big_winner_120d_label;horizon_complete_120d;source_kind;source_id;candidate_scope_id;target_regime;source_experiment;source_path;replay_anchor_pos;replay_anchor_date;event_anchor_source;event_executable_flag;source_event_row_id;arm_id;family_id;mechanism_cluster_id;rank_score;rank_score_available;selected_rank;selected_reason;r2_policy;cooldown_rule;family_budget_rule;feature_source_only;source_caveat_status;source_row_number;instrument_canonical;event_t0_date_canonical;event_split_canonical;market_regime_bucket_canonical;target_episode_id;episode_split;market_regime_bucket_episode;window;window_start_pos;window_end_pos;window_end_inclusive_flag;bridge_positive_denominator_included;episode_market_regime_bucket;multi_episode_membership_overlap;membership_basis,,ok
upstream_08_leakage_audit,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/post_replay_event_to_episode_retention_source/post_replay_label_leakage_audit.csv,True,True,readable_tabular,12a51752e7ff76194bbc4bb1bab4c7159c02c74bf9d950d4a5b4e1cfd2f3c562,,field_name;field_source;allowed_for_membership_join;allowed_for_replay_filter;allowed_as_t0_feature;uses_future_information;allowed_downstream_use;leakage_status,,ok
stock_daily_csv_dir_glob,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/interim/qlib_csv/day,True,True,directory,,date;open;high;low;close;volume;money;factor;adjustment_policy=qfq_daily_csv_factor_column,csv_count=4597;sample_columns=date;open;high;low;close;volume;money;turnover_rate;factor,,ok
