family,factor_id,split,instrument_fold_id,stock_date_count,normalization_sample_pass_count,normalization_sample_fail_count,uses_future_data_flag,cross_stock_fill_flag,within_stock_lookback_excludes_future_data,within_stock_lookback_ends_at_D_minus_1,mid_rank_tie_handling_used,factor_value_tie_share_in_lookback,factor_value_at_tie_cluster_flag
volume_surge_money_flow,alpha080,validation,4,20307,20285,22,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha081,robustness,0,18028,18028,0,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha081,robustness,1,23559,23559,0,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha081,robustness,2,21665,21665,0,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha081,robustness,3,26068,26068,0,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha081,robustness,4,21099,21093,6,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha081,train,0,31246,28846,2400,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha081,train,1,40299,35955,4344,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha081,train,2,40105,36396,3709,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha081,train,3,43223,38809,4414,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha081,train,4,41379,36976,4403,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha081,validation,0,19411,19411,0,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha081,validation,1,22853,22841,12,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha081,validation,2,21749,21737,12,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha081,validation,3,25402,25396,6,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha081,validation,4,20307,20296,11,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha086,robustness,0,18028,18025,3,False,False,True,True,True,0.2676418423652649,0.5589083647659197
volume_surge_money_flow,alpha086,robustness,1,23559,23558,1,False,False,True,True,True,0.2600516378879547,0.5391570100598497
volume_surge_money_flow,alpha086,robustness,2,21665,21662,3,False,False,True,True,True,0.27047598361968994,0.5689360720055389
volume_surge_money_flow,alpha086,robustness,3,26068,26063,5,False,False,True,True,True,0.2728123664855957,0.576530612244898
volume_surge_money_flow,alpha086,robustness,4,21099,21090,9,False,False,True,True,True,0.2755860686302185,0.5768993791174937
volume_surge_money_flow,alpha086,train,0,31246,28796,2450,False,False,True,True,True,0.271110475063324,0.5384689240222749
volume_surge_money_flow,alpha086,train,1,40299,35704,4595,False,False,True,True,True,0.2634807825088501,0.49785354475297156
volume_surge_money_flow,alpha086,train,2,40105,36306,3799,False,False,True,True,True,0.27448445558547974,0.5315796035407057
volume_surge_money_flow,alpha086,train,3,43223,38742,4481,False,False,True,True,True,0.2703332304954529,0.5172940332693242
volume_surge_money_flow,alpha086,train,4,41379,36803,4576,False,False,True,True,True,0.27564147114753723,0.534353174315474
volume_surge_money_flow,alpha086,validation,0,19411,19411,0,False,False,True,True,True,0.28967875242233276,0.6139817629179332
volume_surge_money_flow,alpha086,validation,1,22853,22808,45,False,False,True,True,True,0.2797544002532959,0.5857874239705947
volume_surge_money_flow,alpha086,validation,2,21749,21734,15,False,False,True,True,True,0.29851365089416504,0.6267874385029196
volume_surge_money_flow,alpha086,validation,3,25402,25395,7,False,False,True,True,True,0.2894178032875061,0.6103456420754272
volume_surge_money_flow,alpha086,validation,4,20307,20294,13,False,False,True,True,True,0.2909928560256958,0.614812626188014
volume_surge_money_flow,alpha098,robustness,0,18028,18016,12,False,False,True,True,True,0.005776187404990196,0.0
volume_surge_money_flow,alpha098,robustness,1,23559,23556,3,False,False,True,True,True,0.004230486694723368,0.0
volume_surge_money_flow,alpha098,robustness,2,21665,21656,9,False,False,True,True,True,0.0048705097287893295,0.00023078698361412417
volume_surge_money_flow,alpha098,robustness,3,26068,26046,22,False,False,True,True,True,0.005144155118614435,0.0
volume_surge_money_flow,alpha098,robustness,4,21099,21084,15,False,False,True,True,True,0.003908318933099508,0.0
volume_surge_money_flow,alpha098,train,0,31246,28712,2534,False,False,True,True,True,0.006715322844684124,0.0
volume_surge_money_flow,alpha098,train,1,40299,35598,4701,False,False,True,True,True,0.004558407235890627,0.0
volume_surge_money_flow,alpha098,train,2,40105,36191,3914,False,False,True,True,True,0.006161815952509642,0.00037401820221917467
volume_surge_money_flow,alpha098,train,3,43223,38623,4600,False,False,True,True,True,0.006278894376009703,0.0003239016264488814
volume_surge_money_flow,alpha098,train,4,41379,36657,4722,False,False,True,True,True,0.004503957461565733,0.0
volume_surge_money_flow,alpha098,validation,0,19411,19407,4,False,False,True,True,True,0.007331603206694126,0.00010303436195971356
volume_surge_money_flow,alpha098,validation,1,22853,22795,58,False,False,True,True,True,0.005764694884419441,0.0
volume_surge_money_flow,alpha098,validation,2,21749,21728,21,False,False,True,True,True,0.006348897702991962,0.0007356660076325348
volume_surge_money_flow,alpha098,validation,3,25402,25390,12,False,False,True,True,True,0.006952709052711725,0.0001574679159121329
volume_surge_money_flow,alpha098,validation,4,20307,20289,18,False,False,True,True,True,0.005504011642187834,0.0
volume_surge_money_flow,alpha100,robustness,0,18028,17952,76,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha100,robustness,1,23559,23540,19,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha100,robustness,2,21665,21613,52,False,False,True,True,True,1.8360496767400036e-07,0.0
volume_surge_money_flow,alpha100,robustness,3,26068,25931,137,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha100,robustness,4,21099,21032,67,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha100,train,0,31246,28011,3235,False,False,True,True,True,2.833354244557995e-07,0.0
volume_surge_money_flow,alpha100,train,1,40299,34690,5609,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha100,train,2,40105,35174,4931,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha100,train,3,43223,37678,5545,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha100,train,4,41379,35678,5701,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha100,validation,0,19411,19377,34,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha100,validation,1,22853,22667,186,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha100,validation,2,21749,21680,69,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha100,validation,3,25402,25353,49,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha100,validation,4,20307,20239,68,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha135,robustness,0,18028,18028,0,False,False,True,True,True,3.6539284337777644e-05,0.0
volume_surge_money_flow,alpha135,robustness,1,23559,23559,0,False,False,True,True,True,1.0948535418719985e-05,0.0
volume_surge_money_flow,alpha135,robustness,2,21665,21655,10,False,False,True,True,True,5.754014273406938e-05,0.0
volume_surge_money_flow,alpha135,robustness,3,26068,26068,0,False,False,True,True,True,7.870137051213533e-05,0.0
volume_surge_money_flow,alpha135,robustness,4,21099,21060,39,False,False,True,True,True,5.841209349455312e-05,0.0
volume_surge_money_flow,alpha135,train,0,31246,28263,2983,False,False,True,True,True,0.000653801136650145,0.001632208922742111
volume_surge_money_flow,alpha135,train,1,40299,35210,5089,False,False,True,True,True,0.001370582147501409,0.0014640561800540956
volume_surge_money_flow,alpha135,train,2,40105,35622,4483,False,False,True,True,True,0.0001619723334442824,0.00032414910858995135
volume_surge_money_flow,alpha135,train,3,43223,37893,5330,False,False,True,True,True,4.274340608390048e-05,0.0
volume_surge_money_flow,alpha135,train,4,41379,36131,5248,False,False,True,True,True,0.0006705661653541028,0.0010391744604751202
volume_surge_money_flow,alpha135,validation,0,19411,19411,0,False,False,True,True,True,5.724131369788665e-06,0.0
volume_surge_money_flow,alpha135,validation,1,22853,22799,54,False,False,True,True,True,2.8022672267979942e-05,0.0
volume_surge_money_flow,alpha135,validation,2,21749,21695,54,False,False,True,True,True,1.1889214874827303e-05,0.0
volume_surge_money_flow,alpha135,validation,3,25402,25367,35,False,False,True,True,True,4.223710675432812e-06,0.0
volume_surge_money_flow,alpha135,validation,4,20307,20254,53,False,False,True,True,True,3.918489426268934e-07,0.0
volume_surge_money_flow,alpha145,robustness,0,18028,17928,100,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha145,robustness,1,23559,23534,25,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha145,robustness,2,21665,21601,64,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha145,robustness,3,26068,25889,179,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha145,robustness,4,21099,21014,85,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha145,train,0,31246,27747,3499,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha145,train,1,40299,34387,5912,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha145,train,2,40105,34816,5289,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha145,train,3,43223,37362,5861,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha145,train,4,41379,35312,6067,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha145,validation,0,19411,19358,53,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha145,validation,1,22853,22619,234,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha145,validation,2,21749,21662,87,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha145,validation,3,25402,25327,75,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha145,validation,4,20307,20221,86,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha146,robustness,0,18028,17948,80,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha146,robustness,1,23559,23539,20,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha146,robustness,2,21665,21611,54,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha146,robustness,3,26068,25924,144,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha146,robustness,4,21099,20953,146,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha146,train,0,31246,26901,4345,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha146,train,1,40299,33288,7011,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha146,train,2,40105,33789,6316,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha146,train,3,43223,36147,7076,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha146,train,4,41379,34052,7327,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha146,validation,0,19411,19375,36,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha146,validation,1,22853,22580,273,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha146,validation,2,21749,21598,151,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha146,validation,3,25402,25196,206,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha146,validation,4,20307,20156,151,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha168,robustness,0,18028,17952,76,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha168,robustness,1,23559,23540,19,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha168,robustness,2,21665,21613,52,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha168,robustness,3,26068,25931,137,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha168,robustness,4,21099,21032,67,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha168,train,0,31246,28011,3235,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha168,train,1,40299,34690,5609,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha168,train,2,40105,35174,4931,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha168,train,3,43223,37678,5545,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha168,train,4,41379,35678,5701,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha168,validation,0,19411,19377,34,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha168,validation,1,22853,22667,186,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha168,validation,2,21749,21680,69,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha168,validation,3,25402,25353,49,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha168,validation,4,20307,20239,68,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha169,robustness,0,18028,18028,0,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha169,robustness,1,23559,23559,0,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha169,robustness,2,21665,21655,10,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha169,robustness,3,26068,26068,0,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha169,robustness,4,21099,21048,51,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha169,train,0,31246,28111,3135,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha169,train,1,40299,35010,5289,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha169,train,2,40105,35408,4697,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha169,train,3,43223,37673,5550,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha169,train,4,41379,35900,5479,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha169,validation,0,19411,19411,0,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha169,validation,1,22853,22787,66,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha169,validation,2,21749,21683,66,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha169,validation,3,25402,25347,55,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha169,validation,4,20307,20242,65,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha178,robustness,0,18028,18024,4,False,False,True,True,True,0.0024432819336652756,0.00044375416019525185
volume_surge_money_flow,alpha178,robustness,1,23559,23558,1,False,False,True,True,True,0.001384061761200428,0.0
volume_surge_money_flow,alpha178,robustness,2,21665,21661,4,False,False,True,True,True,0.0017954811919480562,0.0
volume_surge_money_flow,alpha178,robustness,3,26068,26060,8,False,False,True,True,True,0.0033130666706711054,0.003682676077949977
volume_surge_money_flow,alpha178,robustness,4,21099,21090,9,False,False,True,True,True,0.0012828705366700888,0.0
volume_surge_money_flow,alpha178,train,0,31246,28790,2456,False,False,True,True,True,0.006430840585380793,0.010177302694744927
volume_surge_money_flow,alpha178,train,1,40299,35694,4605,False,False,True,True,True,0.002512119710445404,0.0009677659495272835
volume_surge_money_flow,alpha178,train,2,40105,36293,3812,False,False,True,True,True,0.0044693127274513245,0.004937040269293105
volume_surge_money_flow,alpha178,train,3,43223,38734,4489,False,False,True,True,True,0.004297010600566864,0.002290447215602804
volume_surge_money_flow,alpha178,train,4,41379,36796,4583,False,False,True,True,True,0.002299062442034483,0.00012083423959013026
volume_surge_money_flow,alpha178,validation,0,19411,19410,1,False,False,True,True,True,0.005619626492261887,0.014527845036319613
volume_surge_money_flow,alpha178,validation,1,22853,22805,48,False,False,True,True,True,0.0023381959181278944,0.003238086903251214
volume_surge_money_flow,alpha178,validation,2,21749,21734,15,False,False,True,True,True,0.005462460685521364,0.010897052738056922
volume_surge_money_flow,alpha178,validation,3,25402,25394,8,False,False,True,True,True,0.0037273806519806385,0.0020470829068577278
volume_surge_money_flow,alpha178,validation,4,20307,20293,14,False,False,True,True,True,0.001983649330213666,4.924410301866352e-05
volume_surge_money_flow,alpha181,robustness,0,18028,17872,156,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha181,robustness,1,23559,23520,39,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha181,robustness,2,21665,21577,88,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha181,robustness,3,26068,25791,277,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha181,robustness,4,21099,20972,127,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha181,train,0,31246,27122,4124,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha181,train,1,40299,33586,6713,False,False,True,True,True,0.0,0.0
