replay_key,split_bucket,cost_bps,source_table,source_value_column,panel_groupby_columns,panel_value_column,source_value,panel_replay_value,abs_diff,tolerance,replay_status,blocking_reason
six_cell:all_steps:continued_positive:incremental_return_sum,train,100,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:continued_positive:drawdown_avoided_abs_sum,train,100,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:continued_negative:cell_step_n,train,100,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,2585.0,2585.0,0.0,1e-09,pass,
six_cell:all_steps:continued_negative:continue_return_sum,train,100,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-265.6890634428454,-265.6890634428454,0.0,1e-09,pass,
six_cell:all_steps:continued_negative:policy_net_return_sum,train,100,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-265.6890634428454,-265.6890634428454,0.0,1e-09,pass,
six_cell:all_steps:continued_negative:incremental_return_sum,train,100,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:continued_negative:drawdown_avoided_abs_sum,train,100,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:continued_neutral:cell_step_n,train,100,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,4188.0,4188.0,0.0,1e-09,pass,
six_cell:all_steps:continued_neutral:continue_return_sum,train,100,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-163.81077982635588,-163.81077982635588,0.0,1e-09,pass,
six_cell:all_steps:continued_neutral:policy_net_return_sum,train,100,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-163.81077982635588,-163.81077982635588,0.0,1e-09,pass,
six_cell:all_steps:continued_neutral:incremental_return_sum,train,100,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:continued_neutral:drawdown_avoided_abs_sum,train,100,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_positive:cell_step_n,train,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,1113.0,1113.0,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_positive:continue_return_sum,train,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,146.5402728696679,146.5402728696679,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_positive:policy_net_return_sum,train,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_positive:incremental_return_sum,train,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,-146.5402728696679,-146.5402728696679,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_positive:drawdown_avoided_abs_sum,train,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,32.99207329719571,32.99207329719571,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_negative:cell_step_n,train,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,1194.0,1194.0,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_negative:continue_return_sum,train,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-133.42919296223766,-133.42919296223766,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_negative:policy_net_return_sum,train,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_negative:incremental_return_sum,train,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,133.42919296223766,133.42919296223766,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_negative:drawdown_avoided_abs_sum,train,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,200.10862895660387,200.10862895660387,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_neutral:cell_step_n,train,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,605.0,605.0,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_neutral:continue_return_sum,train,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-26.67663210802575,-26.67663210802575,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_neutral:policy_net_return_sum,train,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_neutral:incremental_return_sum,train,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,26.67663210802575,26.67663210802575,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_neutral:drawdown_avoided_abs_sum,train,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,40.99181091589218,40.99181091589218,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_positive:cell_step_n,train,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,3953.0,3953.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_positive:continue_return_sum,train,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,356.3968781668442,356.3968781668442,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_positive:policy_net_return_sum,train,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,356.3968781668442,356.3968781668442,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_positive:incremental_return_sum,train,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_positive:drawdown_avoided_abs_sum,train,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_negative:cell_step_n,train,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,1343.0,1343.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_negative:continue_return_sum,train,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-142.5598034705804,-142.5598034705804,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_negative:policy_net_return_sum,train,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-142.5598034705804,-142.5598034705804,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_negative:incremental_return_sum,train,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_negative:drawdown_avoided_abs_sum,train,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_neutral:cell_step_n,train,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,2413.0,2413.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_neutral:continue_return_sum,train,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-93.79825840406768,-93.79825840406767,1.4210854715202004e-14,1e-09,pass,
six_cell:late_rescue_context:continued_neutral:policy_net_return_sum,train,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-93.79825840406768,-93.79825840406767,1.4210854715202004e-14,1e-09,pass,
six_cell:late_rescue_context:continued_neutral:incremental_return_sum,train,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_neutral:drawdown_avoided_abs_sum,train,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_positive:cell_step_n,train,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,1113.0,1113.0,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_positive:continue_return_sum,train,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,146.5402728696679,146.5402728696679,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_positive:policy_net_return_sum,train,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-2.7825,-2.7824999999999998,4.440892098500626e-16,1e-09,pass,
six_cell:late_rescue_context:defended_positive:incremental_return_sum,train,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,-149.32277286966786,-149.32277286966786,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_positive:drawdown_avoided_abs_sum,train,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,32.99207329719571,32.99207329719571,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_negative:cell_step_n,train,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,1194.0,1194.0,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_negative:continue_return_sum,train,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-133.42919296223766,-133.42919296223766,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_negative:policy_net_return_sum,train,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-2.985,-2.985,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_negative:incremental_return_sum,train,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,130.44419296223765,130.44419296223765,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_negative:drawdown_avoided_abs_sum,train,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,200.10862895660387,200.10862895660387,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_neutral:cell_step_n,train,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,605.0,605.0,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_neutral:continue_return_sum,train,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-26.67663210802575,-26.67663210802575,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_neutral:policy_net_return_sum,train,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-1.5125,-1.5125,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_neutral:incremental_return_sum,train,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,25.16413210802575,25.16413210802575,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_neutral:drawdown_avoided_abs_sum,train,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,40.99181091589218,40.99181091589218,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_positive:cell_step_n,train,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,3953.0,3953.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_positive:continue_return_sum,train,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,356.3968781668442,356.3968781668442,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_positive:policy_net_return_sum,train,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,356.3968781668442,356.3968781668442,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_positive:incremental_return_sum,train,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_positive:drawdown_avoided_abs_sum,train,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_negative:cell_step_n,train,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,1343.0,1343.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_negative:continue_return_sum,train,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-142.5598034705804,-142.5598034705804,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_negative:policy_net_return_sum,train,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-142.5598034705804,-142.5598034705804,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_negative:incremental_return_sum,train,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_negative:drawdown_avoided_abs_sum,train,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_neutral:cell_step_n,train,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,2413.0,2413.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_neutral:continue_return_sum,train,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-93.79825840406768,-93.79825840406767,1.4210854715202004e-14,1e-09,pass,
six_cell:late_rescue_context:continued_neutral:policy_net_return_sum,train,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-93.79825840406768,-93.79825840406767,1.4210854715202004e-14,1e-09,pass,
six_cell:late_rescue_context:continued_neutral:incremental_return_sum,train,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
