variant_id,suppressor_family,primary_success_eligible,candidate_n_before,candidate_n_removed,candidate_n_after,candidate_removed_rate,right_clean_n_before,right_clean_n_removed,right_clean_n_after,right_clean_kept_rate,left_bad_n_before,left_bad_n_removed,left_bad_n_after,left_bad_removed_rate,both_n_before,both_n_removed,both_n_after,both_removed_rate,neither_n_before,neither_n_removed,neither_n_after,neither_removed_rate,left_bad_removed_per_right_clean_removed,right_clean_removed_zero_flag,right_tail_event_50_n_after,left_tail_event_10_n_after,left_tail_event_20_n_after,p_candidate_50_after,p_left_tail_10_after,p_left_tail_20_after,MAE_20_p10_after,MAE_20_p05_after,MFE_120_p90_after,S0_candidate_MAE_20_p10,MAE_20_p10_improvement_vs_S0,eligible_universe_MAE_20_p10,MAE_worsening_after,fast_fail_rate_after,candidate_per_winner_after,left_bad_removed_per_right_clean_removed_ci_low,left_bad_removed_per_right_clean_removed_ci_high,right_clean_kept_rate_ci_low,left_bad_removed_rate_ci_low,p_candidate_50_after_ci_low,MAE_20_p10_improvement_vs_S0_ci_low,MAE_20_p10_improvement_vs_S0_ci_high,MAE_worsening_after_ci_low,MAE_worsening_after_ci_high,primary_success_gate,diagnostic_only_flag,blocking_reason
B_vol80_extension80,logical_interaction,True,1552,164,1388,0.1056701030927835,290,31,259,0.8931034482758621,614,84,530,0.13680781758957655,145,29,116,0.2,503,20,483,0.039761431411530816,2.7096774193548385,False,375,646,181,0.27017291066282423,0.4654178674351585,0.1304034582132565,-0.21845797880280637,-0.26140155719360064,0.9155372711491426,-0.22875728048534535,0.01029930168253898,-0.1360977852126307,0.08236019359017568,0.4654178674351585,3.7013333333333334,1.7646791443850267,4.8127757352941165,0.8447620285953211,0.10677474629403326,0.23609263693617277,0.003923624472743017,0.017834538606566853,0.07257742246327453,0.09090209640792679,pass,True,
B_vol70_extension85,logical_interaction,True,1552,166,1386,0.10695876288659793,290,31,259,0.8931034482758621,614,84,530,0.13680781758957655,145,28,117,0.19310344827586207,503,23,480,0.04572564612326044,2.7096774193548385,False,376,647,177,0.2712842712842713,0.4668109668109668,0.1277056277056277,-0.21759066486073692,-0.2586139215364358,0.9160481159532522,-0.22875728048534535,0.01116661562460844,-0.1360977852126307,0.08149287964810623,0.4668109668109668,3.6861702127659575,1.7179347826086955,5.0,0.8450657741830521,0.10584412396981308,0.23866810432171542,0.004669106878289032,0.019388348628746794,0.07087889485027643,0.08926550034509537,pass,True,
B_vol85_extension70,logical_interaction,True,1552,159,1393,0.10244845360824742,290,30,260,0.896551724137931,614,84,530,0.13680781758957655,145,25,120,0.1724137931034483,503,20,483,0.039761431411530816,2.8,False,380,650,181,0.2727925340990668,0.46661880832735103,0.1299353912419239,-0.21831602611133052,-0.26101410746015236,0.9501617956819378,-0.22875728048534535,0.01044125437401483,-0.1360977852126307,0.08221824089869983,0.46661880832735103,3.6657894736842107,1.653039041703638,5.53947368421052,0.8411130110165509,0.10508262711864406,0.23861893726177122,0.003882316724093421,0.018400672593155462,0.0719889997972313,0.09205213695564882,pass,True,
B_atr80_ema80,logical_interaction,True,1552,117,1435,0.07538659793814433,290,18,272,0.9379310344827586,614,65,549,0.10586319218241043,145,16,129,0.1103448275862069,503,18,485,0.03578528827037773,3.611111111111111,False,401,678,196,0.2794425087108014,0.47247386759581883,0.13658536585365855,-0.220840745636223,-0.26522307844443604,0.9609179461419188,-0.22875728048534535,0.007916534849122359,-0.1360977852126307,0.0847429604235923,0.47247386759581883,3.5785536159600997,2.173731884057971,7.0,0.9064639563516972,0.07930693216214613,0.24516563210210143,0.002022050436671325,0.013890244759649643,0.07737417043940187,0.09631884753308737,fail,True,primary_success_thresholds_not_met
B_vol60_80_ret60_80,logical_interaction,True,1552,186,1366,0.11984536082474227,290,30,260,0.896551724137931,614,99,515,0.16123778501628663,145,31,114,0.21379310344827587,503,26,477,0.05168986083499006,3.3,False,374,629,169,0.27379209370424595,0.46046852122986826,0.12371888726207907,-0.21591200465608223,-0.2560340447154471,0.9320998234045894,-0.22875728048534535,0.01284527582926312,-0.1360977852126307,0.07981421944345155,0.46046852122986826,3.6524064171122994,1.9360992907801418,7.416964285714284,0.8367346938775511,0.125,0.24161382373496965,0.006456392313500753,0.02268960428933011,0.06910758341197809,0.08827152423230678,pass,True,
C_basis_top10,basis_risk_score_top_pct,True,1552,156,1396,0.10051546391752578,290,27,263,0.906896551724138,614,80,534,0.13029315960912052,145,24,121,0.16551724137931034,503,25,478,0.04970178926441352,2.962962962962963,False,384,655,181,0.27507163323782235,0.4691977077363897,0.1296561604584527,-0.2185027616062099,-0.2607816376200834,0.9519158690332373,-0.22875728048534535,0.010254518879135449,-0.1360977852126307,0.08240497639357922,0.4691977077363897,3.6354166666666665,1.7440337763012181,5.8,0.8571321961620468,0.0992075309893194,0.23906700042654425,0.003436502605280631,0.01837212435236423,0.07224881435530713,0.0909999823008413,pass,True,
C_basis_top15,basis_risk_score_top_pct,True,1552,233,1319,0.15012886597938144,290,41,249,0.8586206896551725,614,122,492,0.1986970684039088,145,38,107,0.2620689655172414,503,32,471,0.0636182902584493,2.975609756097561,False,356,599,163,0.2699014404852161,0.4541319181197877,0.12357846853677028,-0.21609243599261094,-0.25585513128500154,0.9064964237894982,-0.22875728048534535,0.012664844492734417,-0.1360977852126307,0.07999465077998025,0.4541319181197877,3.705056179775281,1.8305084745762712,5.550380434782606,0.7927220160791589,0.16239152628892292,0.23594149328001443,0.006184484624306876,0.022230473671042413,0.06793777285143032,0.08797747670740352,pass,True,
C_basis_top20,basis_risk_score_top_pct,True,1552,311,1241,0.20038659793814434,290,62,228,0.7862068965517242,614,156,458,0.254071661237785,145,44,101,0.30344827586206896,503,49,454,0.09741550695825049,2.5161290322580645,False,329,559,145,0.26510878323932313,0.45044319097502017,0.1168412570507655,-0.2130937098844673,-0.2526973310618966,0.884771802982377,-0.22875728048534535,0.015663570600878057,-0.1360977852126307,0.07699592467183661,0.45044319097502017,3.7720364741641337,1.6525948592411261,4.277777777777778,0.7064423496076722,0.2131325994960835,0.2336996720700903,0.007926234351885693,0.026974304983110743,0.06372610189370284,0.08393830791140855,pass,True,
C_basis_top25,basis_risk_score_top_pct,True,1552,388,1164,0.25,290,81,209,0.7206896551724138,614,192,422,0.3127035830618892,145,54,91,0.3724137931034483,503,61,442,0.12127236580516898,2.3703703703703702,False,300,513,127,0.25773195876288657,0.44072164948453607,0.109106529209622,-0.20620468304397857,-0.2422910762160091,0.8547203366949997,-0.22875728048534535,0.022552597441366784,-0.1360977852126307,0.07010689783134788,0.44072164948453607,3.88,1.649966216216216,3.7605454545454515,0.6344800646551725,0.26810093124542944,0.22538906432970687,0.012986477124950643,0.032984752169552836,0.0595543887004128,0.08149894057356642,pass,True,
C_basis_top30,basis_risk_score_top_pct,True,1552,466,1086,0.3002577319587629,290,96,194,0.6689655172413793,614,229,385,0.3729641693811075,145,63,82,0.43448275862068964,503,78,425,0.1550695825049702,2.3854166666666665,False,276,467,112,0.2541436464088398,0.4300184162062615,0.10313075506445672,-0.20205708528076954,-0.24012243084152743,0.852354354147272,-0.22875728048534535,0.02670019520457581,-0.1360977852126307,0.06595930006813885,0.4300184162062615,3.9347826086956523,1.688879781420765,3.539112903225803,0.5750796459376046,0.3264951261322487,0.22042376333847075,0.01514030192438531,0.03770851715420302,0.055999864492037615,0.07972122253654532,fail,True,primary_success_thresholds_not_met
D_atr20_over_vol60_top20,volatility_contraction_descriptive,False,1552,311,1241,0.20038659793814434,290,53,237,0.8172413793103448,614,94,520,0.15309446254071662,145,23,122,0.15862068965517243,503,141,362,0.2803180914512923,1.7735849056603774,False,359,642,206,0.2892828364222401,0.5173247381144238,0.16599516518936341,-0.237487403426268,-0.2878884972765139,1.0226883561643838,-0.22875728048534535,-0.008730122940922652,-0.1360977852126307,0.10138961821363732,0.5173247381144238,3.456824512534819,1.7735849056603774,1.7735849056603774,0.8172413793103448,0.15309446254071662,0.2892828364222401,-0.008730122940922652,-0.008730122940922652,0.10138961821363732,0.10138961821363732,fail,True,
D_rank_spread_top20,volatility_contraction_descriptive,False,1552,311,1241,0.20038659793814434,290,44,246,0.8482758620689655,614,92,522,0.1498371335504886,145,12,133,0.08275862068965517,503,163,340,0.3240556660039761,2.090909090909091,False,379,655,210,0.30539887187751813,0.5278001611603546,0.16921837228041903,-0.2383352300438952,-0.2942227516378797,1.013959390862944,-0.22875728048534535,-0.009577949558549848,-0.1360977852126307,0.10223744483126451,0.5278001611603546,3.2744063324538257,2.090909090909091,2.090909090909091,0.8482758620689655,0.1498371335504886,0.30539887187751813,-0.009577949558549848,-0.009577949558549848,0.10223744483126451,0.10223744483126451,fail,True,
