reporting_view,split,path_regime_state,alignment_target,bucket_type,bucket_name,winner_n,non_null_metric_n,n11_bucket_and_target,n10_bucket_only,n01_target_only,n00_neither,jaccard,phi,p_target_given_bucket,p_bucket_given_target,power_flag
split_regime,robustness,transition,bridge_winner,seed_flag,seed_early_momentum_flag,45,45,5,0,40,0,0.1111111111111111,,1.0,0.1111111111111111,low_power
split_regime,robustness,transition,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,45,45,23,0,22,0,0.5111111111111111,,1.0,0.5111111111111111,low_power
split_regime,robustness,transition,bridge_winner,seed_flag,seed_late_bloomer_flag,45,45,11,0,34,0,0.24444444444444444,,1.0,0.24444444444444444,low_power
split_regime,robustness,transition,bridge_winner,seed_flag,seed_shakeout_reversal_flag,45,45,9,0,36,0,0.2,,1.0,0.2,low_power
split_regime,robustness,transition,bridge_winner,seed_flag,seed_volatile_chop_flag,45,45,2,0,43,0,0.044444444444444446,,1.0,0.044444444444444446,low_power
split_regime,train,all,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,399,399,27,35,160,177,0.12162162162162163,-0.02852618065205897,0.43548387096774194,0.1443850267379679,ok
split_regime,train,all,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,399,399,65,119,122,93,0.21241830065359477,-0.21395396103981873,0.3532608695652174,0.34759358288770054,ok
split_regime,train,all,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,399,399,52,47,135,165,0.2222222222222222,0.06513442282318763,0.5252525252525253,0.27807486631016043,ok
split_regime,train,all,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,399,399,68,54,119,158,0.2821576763485477,0.11797068587716035,0.5573770491803278,0.36363636363636365,ok
split_regime,train,all,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,399,399,24,22,163,190,0.11483253588516747,0.03838874855006552,0.5217391304347826,0.12834224598930483,ok
split_regime,train,all,bridge_winner,seed_flag,seed_early_momentum_flag,399,399,54,8,261,76,0.16718266253869968,0.08574026326253328,0.8709677419354839,0.17142857142857143,ok
split_regime,train,all,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,399,399,153,31,162,53,0.4421965317919075,0.09541432188634652,0.8315217391304348,0.4857142857142857,ok
split_regime,train,all,bridge_winner,seed_flag,seed_late_bloomer_flag,399,399,65,34,250,50,0.18624641833810887,-0.1872777395731228,0.6565656565656566,0.20634920634920634,ok
split_regime,train,all,bridge_winner,seed_flag,seed_shakeout_reversal_flag,399,399,85,37,230,47,0.24147727272727273,-0.1509882094325994,0.6967213114754098,0.2698412698412698,ok
split_regime,train,all,bridge_winner,seed_flag,seed_volatile_chop_flag,399,399,34,12,281,72,0.10397553516819572,-0.044576994389353336,0.7391304347826086,0.10793650793650794,ok
split_regime,train,risk_off,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,157,157,7,22,24,104,0.1320754716981132,0.0525242539469086,0.2413793103448276,0.22580645161290322,ok
split_regime,train,risk_off,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,157,157,14,54,17,72,0.16470588235294117,0.018510874239699732,0.20588235294117646,0.45161290322580644,ok
split_regime,train,risk_off,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,157,157,4,31,27,95,0.06451612903225806,-0.11190156053793579,0.11428571428571428,0.12903225806451613,ok
split_regime,train,risk_off,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,157,157,9,29,22,97,0.15,0.05591604732621217,0.23684210526315788,0.2903225806451613,ok
split_regime,train,risk_off,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,157,157,2,9,29,117,0.05,-0.010780151746104001,0.18181818181818182,0.06451612903225806,ok
split_regime,train,risk_off,bridge_winner,seed_flag,seed_early_momentum_flag,157,157,29,0,128,0,0.18471337579617833,,1.0,0.18471337579617833,ok
split_regime,train,risk_off,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,157,157,68,0,89,0,0.43312101910828027,,1.0,0.43312101910828027,ok
split_regime,train,risk_off,bridge_winner,seed_flag,seed_late_bloomer_flag,157,157,35,0,122,0,0.2229299363057325,,1.0,0.2229299363057325,ok
split_regime,train,risk_off,bridge_winner,seed_flag,seed_shakeout_reversal_flag,157,157,38,0,119,0,0.24203821656050956,,1.0,0.24203821656050956,ok
split_regime,train,risk_off,bridge_winner,seed_flag,seed_volatile_chop_flag,157,157,11,0,146,0,0.07006369426751592,,1.0,0.07006369426751592,ok
split_regime,train,risk_on,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,151,151,16,4,103,28,0.13008130081300814,0.011397336880142597,0.8,0.13445378151260504,ok
split_regime,train,risk_on,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,151,151,42,22,77,10,0.2978723404255319,-0.2766759086023693,0.65625,0.35294117647058826,ok
split_regime,train,risk_on,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,151,151,41,7,78,25,0.3253968253968254,0.11039459550312311,0.8541666666666666,0.3445378151260504,ok
split_regime,train,risk_on,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,151,151,49,9,70,23,0.3828125,0.10966106209485599,0.8448275862068966,0.4117647058823529,ok
split_regime,train,risk_on,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,151,151,22,5,97,27,0.1774193548387097,0.03052708271408783,0.8148148148148148,0.18487394957983194,ok
split_regime,train,risk_on,bridge_winner,seed_flag,seed_early_momentum_flag,151,151,12,8,55,76,0.16,0.1229176669772716,0.6,0.1791044776119403,ok
split_regime,train,risk_on,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,151,151,33,31,34,53,0.336734693877551,0.12415326549440762,0.515625,0.4925373134328358,ok
split_regime,train,risk_on,bridge_winner,seed_flag,seed_late_bloomer_flag,151,151,14,34,53,50,0.13861386138613863,-0.2089129295232985,0.2916666666666667,0.208955223880597,ok
split_regime,train,risk_on,bridge_winner,seed_flag,seed_shakeout_reversal_flag,151,151,21,37,46,47,0.20192307692307693,-0.12976976744718122,0.3620689655172414,0.31343283582089554,ok
split_regime,train,risk_on,bridge_winner,seed_flag,seed_volatile_chop_flag,151,151,15,12,52,72,0.189873417721519,0.1050497621968709,0.5555555555555556,0.22388059701492538,ok
split_regime,train,transition,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,91,91,4,9,33,45,0.08695652173913043,-0.08219949365267865,0.3076923076923077,0.10810810810810811,low_power
split_regime,train,transition,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,91,91,9,43,28,11,0.1125,-0.5489471829569244,0.17307692307692307,0.24324324324324326,low_power
split_regime,train,transition,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,91,91,7,9,30,45,0.15217391304347827,0.029061909685954818,0.4375,0.1891891891891892,low_power
split_regime,train,transition,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,91,91,10,16,27,38,0.18867924528301888,-0.028298423998533925,0.38461538461538464,0.2702702702702703,low_power
split_regime,train,transition,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,91,91,0,8,37,46,0.0,-0.25698627504210775,0.0,0.0,low_power
split_regime,train,transition,bridge_winner,seed_flag,seed_early_momentum_flag,91,91,13,0,78,0,0.14285714285714285,,1.0,0.14285714285714285,low_power
split_regime,train,transition,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,91,91,52,0,39,0,0.5714285714285714,,1.0,0.5714285714285714,low_power
split_regime,train,transition,bridge_winner,seed_flag,seed_late_bloomer_flag,91,91,16,0,75,0,0.17582417582417584,,1.0,0.17582417582417584,low_power
split_regime,train,transition,bridge_winner,seed_flag,seed_shakeout_reversal_flag,91,91,26,0,65,0,0.2857142857142857,,1.0,0.2857142857142857,low_power
split_regime,train,transition,bridge_winner,seed_flag,seed_volatile_chop_flag,91,91,8,0,83,0,0.08791208791208792,,1.0,0.08791208791208792,low_power
split_regime,validation,all,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,75,75,0,5,21,49,0.0,-0.16666666666666666,0.0,0.0,low_power
split_regime,validation,all,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,75,75,15,31,6,23,0.28846153846153844,0.1292744450932241,0.32608695652173914,0.7142857142857143,low_power
split_regime,validation,all,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,75,75,3,18,18,36,0.07692307692307693,-0.19047619047619047,0.14285714285714285,0.14285714285714285,low_power
split_regime,validation,all,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,75,75,4,16,17,38,0.10810810810810811,-0.1074430618700507,0.2,0.19047619047619047,low_power
split_regime,validation,all,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,75,75,1,6,20,48,0.037037037037037035,-0.09799919151000505,0.14285714285714285,0.047619047619047616,low_power
split_regime,validation,all,bridge_winner,seed_flag,seed_early_momentum_flag,75,75,5,0,56,14,0.08196721311475409,0.12803687993289598,1.0,0.08196721311475409,low_power
split_regime,validation,all,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,75,75,35,11,26,3,0.4861111111111111,-0.16957886521514223,0.7608695652173914,0.5737704918032787,low_power
split_regime,validation,all,bridge_winner,seed_flag,seed_late_bloomer_flag,75,75,19,2,42,12,0.30158730158730157,0.14632786278045254,0.9047619047619048,0.3114754098360656,low_power
split_regime,validation,all,bridge_winner,seed_flag,seed_shakeout_reversal_flag,75,75,18,2,43,12,0.2857142857142857,0.13412757551971435,0.9,0.29508196721311475,low_power
split_regime,validation,all,bridge_winner,seed_flag,seed_volatile_chop_flag,75,75,6,1,55,13,0.0967741935483871,0.03607409331105126,0.8571428571428571,0.09836065573770492,low_power
split_regime,validation,risk_off,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,44,44,0,4,3,37,0.0,-0.08553989227683016,0.0,0.0,low_power
split_regime,validation,risk_off,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,44,44,1,22,2,19,0.04,-0.10256847243826492,0.043478260869565216,0.3333333333333333,low_power
split_regime,validation,risk_off,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,44,44,1,13,2,28,0.0625,0.008799394622474244,0.07142857142857142,0.3333333333333333,low_power
split_regime,validation,risk_off,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,44,44,0,10,3,31,0.0,-0.1466997049871899,0.0,0.0,low_power
split_regime,validation,risk_off,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,44,44,0,4,3,37,0.0,-0.08553989227683016,0.0,0.0,low_power
split_regime,validation,risk_off,bridge_winner,seed_flag,seed_early_momentum_flag,44,44,4,0,40,0,0.09090909090909091,,1.0,0.09090909090909091,low_power
split_regime,validation,risk_off,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,44,44,23,0,21,0,0.5227272727272727,,1.0,0.5227272727272727,low_power
split_regime,validation,risk_off,bridge_winner,seed_flag,seed_late_bloomer_flag,44,44,14,0,30,0,0.3181818181818182,,1.0,0.3181818181818182,low_power
split_regime,validation,risk_off,bridge_winner,seed_flag,seed_shakeout_reversal_flag,44,44,10,0,34,0,0.22727272727272727,,1.0,0.22727272727272727,low_power
split_regime,validation,risk_off,bridge_winner,seed_flag,seed_volatile_chop_flag,44,44,4,0,40,0,0.09090909090909091,,1.0,0.09090909090909091,low_power
split_regime,validation,risk_on,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,16,16,0,0,15,1,0.0,,,0.0,low_power
split_regime,validation,risk_on,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,16,16,12,0,3,1,0.8,0.4472135954999579,1.0,0.8,low_power
split_regime,validation,risk_on,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,16,16,2,0,13,1,0.13333333333333333,0.09759000729485333,1.0,0.13333333333333333,low_power
split_regime,validation,risk_on,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,16,16,3,1,12,0,0.1875,-0.4472135954999579,0.75,0.2,low_power
split_regime,validation,risk_on,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,16,16,1,1,14,0,0.0625,-0.6831300510639733,0.5,0.06666666666666667,low_power
split_regime,validation,risk_on,bridge_winner,seed_flag,seed_early_momentum_flag,16,16,0,0,2,14,0.0,,,0.0,low_power
split_regime,validation,risk_on,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,16,16,1,11,1,3,0.07692307692307693,-0.2182178902359924,0.08333333333333333,0.5,low_power
split_regime,validation,risk_on,bridge_winner,seed_flag,seed_late_bloomer_flag,16,16,0,2,2,12,0.0,-0.14285714285714285,0.0,0.0,low_power
split_regime,validation,risk_on,bridge_winner,seed_flag,seed_shakeout_reversal_flag,16,16,2,2,0,12,0.5,0.6546536707079772,0.5,1.0,low_power
split_regime,validation,risk_on,bridge_winner,seed_flag,seed_volatile_chop_flag,16,16,1,1,1,13,0.3333333333333333,0.42857142857142855,0.5,0.5,low_power
split_regime,validation,transition,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,15,15,0,1,3,11,0.0,-0.1336306209562122,0.0,0.0,low_power
split_regime,validation,transition,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,15,15,2,9,1,3,0.16666666666666666,-0.07537783614444091,0.18181818181818182,0.6666666666666666,low_power
split_regime,validation,transition,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,15,15,0,5,3,7,0.0,-0.35355339059327373,0.0,0.0,low_power
split_regime,validation,transition,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,15,15,1,5,2,7,0.125,-0.06804138174397717,0.16666666666666666,0.3333333333333333,low_power
split_regime,validation,transition,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,15,15,0,1,3,11,0.0,-0.1336306209562122,0.0,0.0,low_power
split_regime,validation,transition,bridge_winner,seed_flag,seed_early_momentum_flag,15,15,1,0,14,0,0.06666666666666667,,1.0,0.06666666666666667,low_power
split_regime,validation,transition,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,15,15,11,0,4,0,0.7333333333333333,,1.0,0.7333333333333333,low_power
split_regime,validation,transition,bridge_winner,seed_flag,seed_late_bloomer_flag,15,15,5,0,10,0,0.3333333333333333,,1.0,0.3333333333333333,low_power
split_regime,validation,transition,bridge_winner,seed_flag,seed_shakeout_reversal_flag,15,15,6,0,9,0,0.4,,1.0,0.4,low_power
split_regime,validation,transition,bridge_winner,seed_flag,seed_volatile_chop_flag,15,15,1,0,14,0,0.06666666666666667,,1.0,0.06666666666666667,low_power
