reporting_view,split,path_regime_state,metric,winner_n,non_null_metric_n,missing_rate,mean,std,min,max,power_flag,p01,p05,p10,p25,p50,p75,p90,p95,p99
split_only,robustness,all,deepest_ret_low_20,1761,1761,0.0,-0.060723685540627986,0.07608713286162161,-0.41097760786455484,0.2594254937163374,ok,-0.28796445495971607,-0.19864983122890367,-0.1555323590814196,-0.09490886235072282,-0.04878646727139013,-0.01733333333333331,0.008819714656290722,0.03338898163606019,0.15068909091408028
split_only,robustness,all,limit_like_up_day_count_to_target,1761,1761,0.0,1.135718341851221,1.2708630112450694,0.0,9.0,ok,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,5.0
split_only,robustness,all,mae_120_recomputed,1761,1761,0.0,-0.0777490267096147,0.08216655651758155,-0.41926729986431477,0.15322112594312243,ok,-0.34959443754243913,-0.23539823008849547,-0.19192144610578,-0.11995933581836671,-0.05843293492695889,-0.02285714285714291,0.0026684456304202353,0.020086526576019725,0.07603638636205834
split_only,robustness,all,mae_20_recomputed,1761,1761,0.0,-0.06180270064977263,0.07320887562559868,-0.41097760786455484,0.20583090379008762,ok,-0.28796445495971607,-0.19864983122890367,-0.1555323590814196,-0.09490886235072282,-0.04878646727139013,-0.01733333333333331,0.008724194523624496,0.03039288361749448,0.1003403029887488
split_only,robustness,all,mae_60_recomputed,1761,1761,0.0,-0.07295918576337289,0.07984043566626083,-0.41097760786455484,0.15322112594312243,ok,-0.328814105990782,-0.22718446601941755,-0.1832101372756072,-0.11185185185185187,-0.05525263540530723,-0.020408163265306145,0.003989626969878257,0.023549684089603673,0.082296350018747
split_only,robustness,all,max_drawdown_to_target,1761,1761,0.0,-0.1825120883865796,0.07114592488660758,-0.43395401149712565,0.0,ok,-0.3939114391143911,-0.3165759295725703,-0.28323604373920896,-0.2287282708142726,-0.1705234159779614,-0.12666492556803355,-0.10468895078922935,-0.08851945339019929,-0.07215469893475707
split_only,robustness,all,max_gap_open_return_to_target,1761,1761,0.0,0.06987852993588106,0.046621462566951696,0.004341328019358048,0.35586541376174585,ok,0.016258423360787422,0.024976807250410404,0.029918032786885318,0.04091653027823239,0.05629397967161842,0.08601286173633449,0.11069847164690749,0.1767714201008006,0.24024397432987088
split_only,robustness,all,max_single_day_close_return_to_target,1761,1761,0.0,0.1303548305416913,0.05001292411476449,0.04761904761904767,0.374927113702624,ok,0.06291919514532096,0.07441296439201861,0.08314087759815236,0.09999999999999987,0.10029498525073732,0.1719269102990033,0.19999999999999996,0.20010476689366152,0.30892207483939527
split_only,robustness,all,mfe_120_recomputed,1761,1761,0.0,1.0543447888469395,0.6438844401274851,0.5003591438011781,4.72345890410959,ok,0.5042162550086717,0.5236285097192226,0.5470355731225296,0.6272545090180359,0.8296994696523279,1.1982111944604732,1.8856267139861265,2.4230415593968373,3.4819786545760256
split_only,robustness,all,mfe_20_recomputed,1761,1761,0.0,0.23301142224351987,0.22615436315119572,-0.0979857640466455,1.7247421223682355,ok,-0.04001565424083577,0.004103967168262557,0.02801684673136795,0.07464631422189116,0.16358915175995392,0.3334009740259738,0.5348934391976596,0.6333737496210972,1.1265072765072763
split_only,robustness,all,mfe_60_recomputed,1761,1761,0.0,0.5953103367872266,0.4915861854157761,-0.05345155161494619,3.511627906976745,ok,0.002590375476767593,0.0693926026467595,0.12159773771650761,0.2790982602303358,0.510216718266254,0.7282072368421053,1.1409958120055839,1.586575459598119,2.5908181049183034
split_only,train,all,day_to_confirm,1080,1080,0.0,19.42685185185185,22.073183132939665,1.0,112.0,ok,1.0,1.0,2.0,4.75,11.0,25.0,50.0,72.0,96.21000000000004
split_only,train,all,day_to_deepest_low_20,1080,1080,0.0,6.608333333333333,6.010904903355429,1.0,20.0,ok,1.0,1.0,1.0,1.0,4.0,10.25,17.0,19.0,20.0
split_only,train,all,day_to_deepest_pre_target_low,1080,1080,0.0,12.297222222222222,15.467254168025475,1.0,85.0,ok,1.0,1.0,1.0,1.75,6.0,17.0,34.10000000000002,46.049999999999955,68.05000000000018
split_only,train,all,day_to_target,1080,1080,0.0,62.382407407407406,34.17716836679883,4.0,120.0,ok,6.0,12.0,18.0,32.0,60.0,95.0,110.0,115.0,119.0
split_only,train,all,deepest_pre_target_ret_low,1080,1080,0.0,-0.07106240409997981,0.07739515118016929,-0.43099850968703424,0.1887550200803212,ok,-0.3034288398309065,-0.22168589675734793,-0.17712447147492347,-0.10990859769623426,-0.05911234114081476,-0.019742267279471537,0.005788285463439123,0.02439265521043784,0.09217484085848537
split_only,train,all,deepest_ret_low_20,1080,1080,0.0,-0.058631446256658205,0.0671217093246422,-0.4157973174366616,0.1887550200803212,ok,-0.25524699524161126,-0.18334560105311196,-0.14403911328451244,-0.09131140370533455,-0.05118615014232408,-0.015917084725653702,0.011713816587156247,0.02809858178450004,0.09217484085848537
