audit_section,population_stage,split,path_regime_state,path_regime_source,row_count,winner_n,unique_instrument_n,unique_trade_open_date_n,pit_universe_row_n,pit_universe_unique_key_n,pit_universe_duplicate_key_n,pit_universe_missing_key_n,pit_universe_joined_n,pit_universe_excluded_n,pit_universe_excluded_rate,exclusion_reason,pit_universe_name,pit_universe_date_key,pit_membership_rule_version,episode_regime_missing_event_fallback_n,path_regime_unresolved_missing_n,audit_status
profiling_scope,non_pit_winner_candidate,validation,all,all,247,247,85,104,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,84,0,excluded_non_pit
profiling_scope,non_pit_winner_candidate,validation,risk_off,all,144,144,48,70,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,3,0,excluded_non_pit
profiling_scope,non_pit_winner_candidate,validation,risk_on,all,95,95,32,53,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,81,0,excluded_non_pit
profiling_scope,non_pit_winner_candidate,validation,transition,all,8,8,8,7,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,0,0,excluded_non_pit
profiling_scope,pit_filtered_profiling_scope,all,all,all,3075,3075,313,661,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,691,0,pass
profiling_scope,pit_filtered_profiling_scope,all,risk_off,all,1393,1393,190,418,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,6,0,pass
profiling_scope,pit_filtered_profiling_scope,all,risk_on,all,1268,1268,217,404,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,685,0,pass
profiling_scope,pit_filtered_profiling_scope,all,transition,all,414,414,79,234,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
profiling_scope,pit_filtered_profiling_scope,robustness,all,all,1761,1761,216,246,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,423,0,pass
profiling_scope,pit_filtered_profiling_scope,robustness,risk_off,all,811,811,118,165,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
profiling_scope,pit_filtered_profiling_scope,robustness,risk_on,all,827,827,152,189,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,423,0,pass
profiling_scope,pit_filtered_profiling_scope,robustness,transition,all,123,123,25,77,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
profiling_scope,pit_filtered_profiling_scope,train,all,all,1080,1080,126,321,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,218,0,pass
profiling_scope,pit_filtered_profiling_scope,train,risk_off,all,440,440,65,188,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,3,0,pass
profiling_scope,pit_filtered_profiling_scope,train,risk_on,all,388,388,75,183,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,215,0,pass
profiling_scope,pit_filtered_profiling_scope,train,transition,all,252,252,50,129,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
profiling_scope,pit_filtered_profiling_scope,validation,all,all,234,234,60,94,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,50,0,pass
profiling_scope,pit_filtered_profiling_scope,validation,risk_off,all,142,142,42,65,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,3,0,pass
profiling_scope,pit_filtered_profiling_scope,validation,risk_on,all,53,53,16,32,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,47,0,pass
profiling_scope,pit_filtered_profiling_scope,validation,transition,all,39,39,13,28,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
profiling_scope,raw_09a_winner_candidate,all,all,all,7187,7187,738,921,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,2218,0,pass
profiling_scope,raw_09a_winner_candidate,all,risk_off,all,2907,2907,432,622,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,25,0,pass
profiling_scope,raw_09a_winner_candidate,all,risk_on,all,3262,3262,523,678,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,2193,0,pass
profiling_scope,raw_09a_winner_candidate,all,transition,all,1018,1018,169,398,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
profiling_scope,raw_09a_winner_candidate,robustness,all,all,2724,2724,328,284,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,841,0,pass
profiling_scope,raw_09a_winner_candidate,robustness,risk_off,all,1179,1179,159,200,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,2,0,pass
profiling_scope,raw_09a_winner_candidate,robustness,risk_on,all,1382,1382,245,239,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,839,0,pass
profiling_scope,raw_09a_winner_candidate,robustness,transition,all,163,163,29,93,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
profiling_scope,raw_09a_winner_candidate,train,all,all,3982,3982,505,497,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,1243,0,pass
profiling_scope,raw_09a_winner_candidate,train,risk_off,all,1442,1442,272,318,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,17,0,pass
profiling_scope,raw_09a_winner_candidate,train,risk_on,all,1732,1732,321,367,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,1226,0,pass
profiling_scope,raw_09a_winner_candidate,train,transition,all,808,808,133,270,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
profiling_scope,raw_09a_winner_candidate,validation,all,all,481,481,132,141,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,134,0,pass
profiling_scope,raw_09a_winner_candidate,validation,risk_off,all,286,286,82,104,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,6,0,pass
profiling_scope,raw_09a_winner_candidate,validation,risk_on,all,148,148,43,73,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,128,0,pass
profiling_scope,raw_09a_winner_candidate,validation,transition,all,47,47,21,35,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
