family,metric_id,split,short_cluster_cell_count,short_cluster_weekly_mean,short_cluster_after_cost_weekly_mean,short_cluster_t_stat_mean,short_cluster_after_cost_t_stat_mean,short_cluster_positive_cell_share
direct_risk_adjusted_imom,IES1,train,20,-0.0010710580658458587,-0.0082701781003526,-0.4449327261210856,-3.4421569994001673,0.1
direct_risk_adjusted_imom,IES1,validation,20,-0.0018554396795833852,-0.00894813367529288,-0.7711843470444004,-3.5226923867774316,0.1
direct_risk_adjusted_imom,IES5,robustness,20,0.0014220825669317807,-0.005608529434991022,0.59785753906212,-2.2832890665425656,0.8
direct_risk_adjusted_imom,IES5,train,20,-0.0011667453033543129,-0.008433002701915826,-0.48629396826977034,-3.4909841466817433,0.1
direct_risk_adjusted_imom,IES5,validation,20,-0.0021410831665347194,-0.009317082469546007,-0.9008186693931229,-3.668499373886747,0.0
direct_risk_adjusted_imom,IMD,robustness,20,0.001251759858263639,-0.005844744470766551,0.5097128365391822,-2.3643094221778584,0.75
direct_risk_adjusted_imom,IMD,train,20,-0.0015524665439184836,-0.008893268287728831,-0.6633319469114681,-3.7476818203077826,0.1
direct_risk_adjusted_imom,IMD,validation,20,-0.0018507420219960261,-0.009035815621652116,-0.8149101840056124,-3.6060429155187768,0.15
direct_risk_adjusted_imom,IVAR1,robustness,20,0.00125877431593194,-0.005733615186781329,0.5319917847209898,-2.40472019556521,0.8
direct_risk_adjusted_imom,IVAR1,train,20,-0.001051715640866378,-0.008292405399800983,-0.4461968254596009,-3.442641253954323,0.1
direct_risk_adjusted_imom,IVAR1,validation,20,-0.0020978318599982537,-0.009224180229480636,-0.9115384566812537,-3.708382912154235,0.05
direct_risk_adjusted_imom,IVAR5,robustness,20,0.0017547996720798,-0.005272975671306103,0.7166844761682365,-2.119366037698698,0.8
direct_risk_adjusted_imom,IVAR5,train,20,-0.0009190053803837507,-0.008169676808755244,-0.3921732368266829,-3.425962525054718,0.1
direct_risk_adjusted_imom,IVAR5,validation,20,-0.001991713941977796,-0.009186572206583905,-0.8501949623697407,-3.6448857604469147,0.1
direct_risk_adjusted_imom,IVOL,robustness,20,0.0022600628476527147,-0.004827977832195129,0.906066458548094,-1.8613937538236456,1.0
direct_risk_adjusted_imom,IVOL,train,20,-0.0007954902525275657,-0.008094718418030243,-0.322651465812438,-3.2662257868786804,0.2
direct_risk_adjusted_imom,IVOL,validation,20,-0.0019416407261237819,-0.009173598049884175,-0.8242395386803233,-3.6461659893450227,0.1
imom,,robustness,20,0.0017360409976614997,-0.004958027735471125,0.6525419564210975,-1.8106140146216454,0.9
imom,,train,20,-0.000610441551339603,-0.007391701898991803,-0.2404955106367157,-3.0306913221885,0.3
imom,,validation,20,-0.0024669963290857395,-0.009262129740175123,-0.8956693644062781,-3.234615312354035,0.05
risk_only,IES1,robustness,20,-0.0013426041999029673,-0.0031728293555244756,-0.4132499615414467,-0.9785634659009483,0.0
risk_only,IES1,train,20,-0.0031356044316329843,-0.005091586131293458,-1.1081356932486301,-1.8111760710334721,0.0
risk_only,IES1,validation,20,0.003431227679272284,0.0018697587145218685,0.9953996067721047,0.5357027703625954,1.0
risk_only,IES5,robustness,20,-0.00041642284593957566,-0.0021788706918567835,-0.11591401766464052,-0.6107790541165992,0.0
risk_only,IES5,train,20,-0.0035927009821794115,-0.005533755011079904,-1.1280169272662104,-1.7524726879158894,0.0
risk_only,IES5,validation,20,0.004275704382546241,0.0027485884694047327,1.166504436221627,0.7446055489078913,1.0
risk_only,IKURT,robustness,20,-0.0009455869816999698,-0.0033461967075584984,-0.5264981656644147,-1.86431664123196,0.0
risk_only,IKURT,train,20,0.003940919057434282,0.0012879535367219936,1.7951866833997692,0.5744227450466564,1.0
risk_only,IKURT,validation,20,-0.005278647527994404,-0.00787722155922289,-2.331780350102616,-3.497824751928382,0.0
risk_only,IMD,robustness,20,-0.001185647774436691,-0.0035591425100027357,-0.3613025004565839,-1.0939258538849104,0.0
risk_only,IMD,train,20,-0.004046192950254278,-0.006513682576623929,-1.5263119075241025,-2.486057033099248,0.0
risk_only,IMD,validation,20,0.002756408859237164,0.0008266093982865904,0.8281299857176327,0.24647934240525599,1.0
risk_only,ISKEW,robustness,20,0.002376695033917716,-0.00013112446609871218,1.1845452850910845,-0.057448728343219325,1.0
risk_only,ISKEW,train,20,0.0015272721487431331,-0.0011536030811833057,0.9002812399961838,-0.6618076009144531,1.0
risk_only,ISKEW,validation,20,0.0005627028752906249,-0.0019256212340522379,0.3543549488353818,-1.2038361752117352,1.0
risk_only,IVAR1,robustness,20,-0.0011729504703591673,-0.003061786948122567,-0.3404317970493599,-0.8954174613450891,0.0
risk_only,IVAR1,train,20,-0.0027677885557232996,-0.0046828959694363926,-0.9088044774026862,-1.5517293216792207,0.0
risk_only,IVAR1,validation,20,0.003766603619820938,0.002153531304181419,1.103705840037371,0.626311796731423,1.0
risk_only,IVAR5,robustness,20,-0.00015634591575646738,-0.0021370054097232067,-0.04154235549757014,-0.593780847453715,0.25
risk_only,IVAR5,train,20,-0.004303436645503507,-0.006248963124065513,-1.3181116610255479,-1.9310608472121402,0.0
risk_only,IVAR5,validation,20,0.005878754939530112,0.004344586129478301,1.5509549205152464,1.1400164887728157,1.0
risk_only,IVOL,robustness,20,0.00022713901504254892,-0.0013450591898959837,0.058598582388130836,-0.3558341536539621,1.0
risk_only,IVOL,train,20,-0.00343276121419301,-0.005241477290935318,-1.0090493634446442,-1.5511077164914178,0.0
risk_only,IVOL,validation,20,0.005909945004273061,0.004579526457167865,1.6216025007761066,1.2474762274295468,1.0
