split,portfolio_id,portfolio_weighting_id,daily_active_cap,policy_id,trading_day_count,active_day_count,active_day_share,daily_return_mean,daily_return_median,daily_return_p10,daily_return_p25,daily_return_p75,daily_return_p90,period_compounded_return,annualized_return,annualized_vol,sharpe_like,max_drawdown,worst_20d_return,best_20d_return,active_count_mean,active_count_p50,active_count_p90,active_count_p95,active_count_p99,turnover_event_count,avg_holding_days,portfolio_denominator_status,monthly_count,monthly_return_mean,monthly_return_median,monthly_return_p10,monthly_return_min,positive_month_rate,worst_month,worst_month_return,baseline_A_period_compounded_return,baseline_A_daily_return_mean,baseline_A_monthly_return_p10,baseline_A_max_drawdown,baseline_A_worst_20d_return,baseline_A_active_count_p95,portfolio_period_return_delta_vs_baseline_A,portfolio_daily_mean_delta_vs_baseline_A,portfolio_monthly_p10_delta_vs_baseline_A,portfolio_max_drawdown_delta_vs_baseline_A,portfolio_worst_20d_delta_vs_baseline_A,active_count_p95_delta_vs_baseline_A
validation,active_equal_weight_cap60,active_equal_weight,cap60,hold_20d__break_even_after_gain__activation_gain_pct_0p08,484,484,1.0,-0.0005323239623446816,-0.000755998255874343,-0.012854522186835799,-0.006062928308558042,0.005402535690993858,0.012252686404283597,-0.24779661567050282,-0.1377909333638877,0.16753964401344532,-0.8006799781674023,0.2101017516447805,-0.1152392322704563,0.11499343149003272,58.87603305785124,60.0,60.0,60.0,60.0,4191,20.619899785254116,sufficient,24,-0.010443956753076957,-0.02186472693637387,-0.06148890077229819,-0.12960854488315576,0.3333333333333333,2022-01,-0.12960854488315576,-0.2548090351046358,-0.0005516678933305488,-0.07095039378055547,0.2859133657484625,-0.13604325990110022,60.0,0.007012419434132999,1.9343930985867182e-05,0.009461493008257278,-0.07581161410368198,0.02080402763064393,0.0
robustness,active_equal_weight_cap60,active_equal_weight,cap60,hold_20d__break_even_after_gain__activation_gain_pct_0p08,485,458,0.9443298969072165,0.00033825754301175813,0.0,-0.009313813529353522,-0.0045909684640631394,0.0048089287227696,0.009697290461372047,0.1491629078937129,0.07491353682101454,0.1611193906182718,0.5290542653610079,0.1751821309440449,-0.08041736999756144,0.1886269167143415,59.25545851528384,60.0,60.0,60.0,60.0,3977,20.59290922806135,sufficient,24,0.006765475691681215,0.0014725108973866474,-0.03893417989482072,-0.05895005599052139,0.5833333333333334,2024-08,-0.05895005599052139,0.10539390897657697,0.0002672355535309133,-0.029246120971329448,0.19907864706947032,-0.11916563317999529,60.0,0.043768998917135926,7.10219894808448e-05,-0.009688058923491269,-0.023896516125425427,0.03874826318243385,0.0
train,family_balanced_active_equal_weight_uncapped,family_balanced_active_equal_weight,none,hold_20d__break_even_after_gain__activation_gain_pct_0p08,1097,1036,0.9443938012762079,0.000281588626754632,0.0,-0.0126947397897003,-0.005886091445773681,0.00659904040915778,0.013930307546880167,0.25976997709746885,0.05448072890978528,0.18895023221283627,0.37555039287930864,0.311092485738267,-0.14493057387540886,0.2110524524275501,146.8841698841699,148.0,223.0,240.25,262.0,7102,20.42664038299071,sufficient,54,0.005289625205612695,0.0029730574065399695,-0.04482463638094349,-0.09921143387649978,0.5185185185185185,2018-10,-0.09921143387649978,0.4532700934308391,0.0004327004676576328,-0.055676305965992996,0.3393257531577414,-0.16845616402665553,264.0,-0.19350011633337028,-0.00015111184090300077,0.010851669585049503,-0.028233267419474406,0.023525590151246667,-23.75
validation,family_balanced_active_equal_weight_uncapped,family_balanced_active_equal_weight,none,hold_20d__break_even_after_gain__activation_gain_pct_0p08,484,484,1.0,-0.0005893065399459667,-0.0007952787278634267,-0.012559586511226246,-0.00621401655956316,0.0054833842925296646,0.011920918417023507,-0.2676860066017681,-0.1497372426564314,0.1650999020160097,-0.8994871968608624,0.23916779082192585,-0.10599670311354703,0.10637748421729176,187.20867768595042,188.0,268.0,282.84999999999997,304.34000000000003,4191,20.619899785254116,sufficient,24,-0.01162963672773562,-0.02580147668329874,-0.057705283969788156,-0.1287982654913663,0.2916666666666667,2022-01,-0.1287982654913663,-0.22219582528229553,-0.00046595288210728934,-0.06260190703487072,0.24583796554797277,-0.11502641145534087,264.69999999999993,-0.04549018131947258,-0.00012335365783867734,0.00489662306508256,-0.006670174726046918,0.00902970834179384,18.150000000000034
robustness,family_balanced_active_equal_weight_uncapped,family_balanced_active_equal_weight,none,hold_20d__break_even_after_gain__activation_gain_pct_0p08,485,458,0.9443298969072165,0.0004842145670774591,0.0,-0.00965411692399994,-0.004588463340429957,0.005625485749791865,0.01069952940648976,0.23180370213810098,0.11440806365317369,0.1653743383266209,0.7378537210683875,0.1437919168979338,-0.06819942930579792,0.21503119683343264,187.5,190.0,259.0,275.15,322.29,3977,20.59290922806135,sufficient,24,0.009749077222063826,0.005744120914784379,-0.034406827090654464,-0.05064350378165039,0.6666666666666666,2024-08,-0.05064350378165039,0.09118779527575316,0.00023717245612266203,-0.032690502251129905,0.17979152913134433,-0.10422431958132827,237.79999999999995,0.14061590686234782,0.00024704211095479705,-0.0017163248395245592,-0.03599961223341053,0.03602489027553035,37.35000000000002
train,family_balanced_active_equal_weight_cap20,family_balanced_active_equal_weight,cap20,hold_20d__break_even_after_gain__activation_gain_pct_0p08,1097,1036,0.9443938012762079,0.000171706580391896,0.0,-0.015370875354916352,-0.006879082518917429,0.007147536079237092,0.01564453099434886,0.10080122064542896,0.022306827136449936,0.20563045798723267,0.21042630883720723,0.3363176560295599,-0.15050370534341906,0.1793213284712536,19.97876447876448,20.0,20.0,20.0,20.0,7102,20.42664038299071,sufficient,54,0.0027892038643724864,0.002177590571460719,-0.055202127645626015,-0.11903528642324224,0.5370370370370371,2018-10,-0.11903528642324224,0.21073016093218078,0.00027551598232159987,-0.07663422978530104,0.3548769375472425,-0.18048090340215694,20.0,-0.10992894028675182,-0.00010380940192970388,0.02143210213967503,-0.018559281517682602,0.029977198058737886,0.0
validation,family_balanced_active_equal_weight_cap20,family_balanced_active_equal_weight,cap20,hold_20d__break_even_after_gain__activation_gain_pct_0p08,484,484,1.0,-0.000252376595766531,-0.0007945047412588084,-0.013929283495199037,-0.006405003992352,0.006515457639581852,0.013203596258916537,-0.14261434488270985,-0.07698778216847013,0.18154916592268622,-0.3503122793758787,0.2191802721034657,-0.11509632222292698,0.12506277304431124,19.90909090909091,20.0,20.0,20.0,20.0,4191,20.619899785254116,sufficient,24,-0.0044287729897538,-0.017570378868735304,-0.0719558217858289,-0.11971359604171605,0.4166666666666667,2022-01,-0.11971359604171605,-0.3129597148144705,-0.0007128193288669502,-0.08121821367519917,0.3473759542175434,-0.1391743919795515,20.0,0.17034536993176064,0.0004604427331004192,0.009262391889370267,-0.12819568211407772,0.02407806975662452,0.0
robustness,family_balanced_active_equal_weight_cap20,family_balanced_active_equal_weight,cap20,hold_20d__break_even_after_gain__activation_gain_pct_0p08,485,458,0.9443298969072165,-4.436306779424017e-05,0.0,-0.01147038308162197,-0.005502923391804911,0.005150877139744619,0.01197320135242751,-0.05094320808964925,-0.026801773457435174,0.1787814089184052,-0.06253163095526772,0.2442922065115528,-0.09771438738672933,0.18495124292143839,19.91484716157205,20.0,20.0,20.0,20.0,3977,20.59290922806135,sufficient,24,-0.0007525704106719535,-0.0022900033305401357,-0.0595085351608709,-0.074886702845121,0.4166666666666667,2024-08,-0.074886702845121,0.11772886107006197,0.0002969104037093725,-0.04683873915225844,0.1725391232122333,-0.10879689817921623,20.0,-0.16867206915971122,-0.0003412734715036127,-0.012669796008612462,0.07175308329931951,0.0110825107924869,0.0
train,family_balanced_active_equal_weight_cap40,family_balanced_active_equal_weight,cap40,hold_20d__break_even_after_gain__activation_gain_pct_0p08,1097,1036,0.9443938012762079,0.0002127079904481815,0.0,-0.013465528430364323,-0.006338018709461366,0.006682893847192898,0.014954632154219123,0.16085908981282993,0.03485852221010877,0.19637482167258613,0.27295970601726394,0.3185189859940032,-0.15824320974512085,0.19992800607861527,39.86776061776062,40.0,40.0,40.0,40.0,7102,20.42664038299071,sufficient,54,0.0037345154672745666,0.004463843918070531,-0.04408693707135581,-0.11530551562183955,0.5370370370370371,2018-10,-0.11530551562183955,0.2050132451500153,0.0002682913466124688,-0.06643599985658134,0.3670128089379222,-0.17258192096473957,40.0,-0.04415415533718536,-5.55833561642873e-05,0.022349062785225533,-0.04849382294391902,0.014338711219618716,0.0
validation,family_balanced_active_equal_weight_cap40,family_balanced_active_equal_weight,cap40,hold_20d__break_even_after_gain__activation_gain_pct_0p08,484,484,1.0,-0.0005626462301833865,-0.0010218556542976392,-0.012584078233895528,-0.006624109162494022,0.005842018889555555,0.013241744897087933,-0.25998460707450455,-0.1450932631514803,0.17266023612639053,-0.8211899461461571,0.23181712020579526,-0.12215962305963957,0.10519431972534932,39.52892561983471,40.0,40.0,40.0,40.0,4191,20.619899785254116,sufficient,24,-0.01088717325953024,-0.01760602693278046,-0.06588582048380054,-0.13662119194212752,0.375,2022-01,-0.13662119194212752,-0.263942899296181,-0.0005742032400986182,-0.07353138371054546,0.3014869480404485,-0.13930642789878045,40.0,0.003958292221676429,1.1557009915231652e-05,0.0076455632267449225,-0.06966982783465325,0.017146804839140883,0.0
robustness,family_balanced_active_equal_weight_cap40,family_balanced_active_equal_weight,cap40,hold_20d__break_even_after_gain__activation_gain_pct_0p08,485,458,0.9443298969072165,0.0002399895798404976,0.0,-0.009932812012229566,-0.005220681250323652,0.005251338286529358,0.010797037843251546,0.09190459574594079,0.04674355266013297,0.17183439134244363,0.3519515135900929,0.2061162657546053,-0.0882778657719675,0.20583271835726769,39.64192139737991,40.0,40.0,40.0,40.0,3977,20.59290922806135,sufficient,24,0.0049753869871811225,-0.000636671057901883,-0.05370763250720756,-0.06574719437948562,0.4583333333333333,2025-04,-0.06574719437948562,0.13953316258841486,0.00033097869914922566,-0.036460199269142686,0.19382772306122042,-0.11424200146128416,40.0,-0.047628566842474074,-9.098911930872805e-05,-0.017247433238064873,0.012288542693384863,0.02596413568931666,0.0
train,family_balanced_active_equal_weight_cap60,family_balanced_active_equal_weight,cap60,hold_20d__break_even_after_gain__activation_gain_pct_0p08,1097,1036,0.9443938012762079,0.00029702711722806097,0.0,-0.013074615247720101,-0.006053766968015234,0.006910281719609149,0.014491971941431966,0.2753128919767749,0.057455271072681,0.19451468676178527,0.3848081334502948,0.3148259493907162,-0.1493928127055163,0.21493927146301717,59.38127413127413,60.0,60.0,60.0,60.0,7102,20.42664038299071,sufficient,54,0.005526414787619256,0.004178480017600128,-0.04299876944851624,-0.10451596117989659,0.5,2018-10,-0.10451596117989659,0.2809207997858907,0.0003208600712675663,-0.06556571188589808,0.3444097759243395,-0.1774482230037021,60.0,-0.0056079078091157974,-2.3832954039505326e-05,0.02256694243738184,-0.029583826533623347,0.028055410298185812,0.0
validation,family_balanced_active_equal_weight_cap60,family_balanced_active_equal_weight,cap60,hold_20d__break_even_after_gain__activation_gain_pct_0p08,484,484,1.0,-0.0005087524228136694,-0.0009270770623099681,-0.012813579927319229,-0.0063064321867063785,0.005515428641456424,0.012722561791200319,-0.23968770125613392,-0.13296392995813577,0.16972420834773555,-0.7553760998335227,0.2100791584847077,-0.11388494084846446,0.11300157971143743,58.87603305785124,60.0,60.0,60.0,60.0,4191,20.619899785254116,sufficient,24,-0.009979725059354802,-0.025094004127105773,-0.05605479061225007,-0.13121079185583873,0.375,2022-01,-0.13121079185583873,-0.2548090351046358,-0.0005516678933305488,-0.07095039378055547,0.2859133657484625,-0.13604325990110022,60.0,0.015121333848501894,4.29154705168794e-05,0.014895603168305398,-0.07583420726375478,0.022158319052635767,0.0
robustness,family_balanced_active_equal_weight_cap60,family_balanced_active_equal_weight,cap60,hold_20d__break_even_after_gain__activation_gain_pct_0p08,485,458,0.9443298969072165,0.0003825912128179886,0.0,-0.010093961069323865,-0.00464806762209347,0.005196868803222125,0.010413792196183028,0.17191450734998082,0.085919103153133,0.1671161427601437,0.5769220377980572,0.16623332836825155,-0.08536122291741155,0.19266570187545962,59.25545851528384,60.0,60.0,60.0,60.0,3977,20.59290922806135,sufficient,24,0.007670084856714938,0.0012061890518025864,-0.045746381640768725,-0.06043044910190787,0.5416666666666666,2024-08,-0.06043044910190787,0.10539390897657697,0.0002672355535309133,-0.029246120971329448,0.19907864706947032,-0.11916563317999529,60.0,0.06652059837340385,0.00011535565928707527,-0.016500260669439278,-0.03284531870121876,0.03380441026258374,0.0
train,active_equal_weight_uncapped,active_equal_weight,none,hold_20d__break_even_after_gain__activation_gain_pct_0p1,1097,1036,0.9443938012762079,0.0002773294772612817,0.0,-0.012601764834923302,-0.005549131841650477,0.006478937866008208,0.01377305999342266,0.2578839065791443,0.05411785996372309,0.18505313082144773,0.3776592590442304,0.30905079344669795,-0.14928495277933784,0.21069414893366356,148.65250965250965,149.0,226.0,243.0,266.0,7100,20.690704225352114,sufficient,54,0.005240211834313418,0.004341205391236058,-0.04567300585818608,-0.09713087385258323,0.5185185185185185,2018-06,-0.09713087385258323,0.4701942189965216,0.0004440384370684301,-0.055269801962995975,0.3395809271429864,-0.1696075496437771,271.19999999999993,-0.2123103124173773,-0.00016670895980714842,0.009596796104809895,-0.03053013369628843,0.02032259686443927,-28.199999999999932
validation,active_equal_weight_uncapped,active_equal_weight,none,hold_20d__break_even_after_gain__activation_gain_pct_0p1,484,484,1.0,-0.0005797507643127004,-0.000657932198961745,-0.01266521613914482,-0.005752831339287257,0.005341419367010108,0.01119741436865342,-0.26392490091866183,-0.14746636896573373,0.1634761568957847,-0.8936911374784569,0.227038267129685,-0.10413026008918347,0.1056546098493063,188.71280991735537,190.0,270.0,285.69999999999993,305.17,4191,20.793605344786446,sufficient,24,-0.011422007972623632,-0.02519722361660598,-0.06032095649773678,-0.12779465139434543,0.3333333333333333,2022-01,-0.12779465139434543,-0.22582947668030795,-0.00047523941955044844,-0.06295328947341723,0.24931079073952722,-0.11555202764985861,267.0,-0.03809542423835388,-0.00010451134476225201,0.002632332975680454,-0.02227252360984222,0.011421767560675145,18.699999999999932
robustness,active_equal_weight_uncapped,active_equal_weight,none,hold_20d__break_even_after_gain__activation_gain_pct_0p1,485,458,0.9443298969072165,0.00043830447933294414,0.0,-0.009409714671045483,-0.00436713593087573,0.004890955012031651,0.010061000832890712,0.2059898332880319,0.10221204445251675,0.16196716439204015,0.6819451905977191,0.14417086356569275,-0.0655607070438724,0.2165461161184068,188.8296943231441,191.0,261.3,276.15,330.29,3977,20.74603972843852,sufficient,24,0.008823788947483332,0.00429469698691709,-0.03416946129501092,-0.05301875302207493,0.625,2024-08,-0.05301875302207493,0.08551053829053767,0.00022680686757606256,-0.03365027728074561,0.17803213574724808,-0.10523887479068272,240.0,0.12047929499749421,0.0002114976117568816,-0.0005191840142653101,-0.033861272181555324,0.03967816774681032,36.14999999999998
train,active_equal_weight_cap20,active_equal_weight,cap20,hold_20d__break_even_after_gain__activation_gain_pct_0p1,1097,1036,0.9443938012762079,0.0003014226240432431,0.0,-0.014621860682078026,-0.0062186607256248475,0.007201169923266013,0.015694548305549005,0.27598269791849117,0.05758282690906458,0.1995754319132108,0.38060046034087636,0.333569330104715,-0.15768155683982155,0.19871855998591537,19.97972972972973,20.0,20.0,20.0,20.0,7100,20.690704225352114,sufficient,54,0.005584290558237469,0.004303024067919825,-0.04847655925573247,-0.112380072228079,0.6111111111111112,2018-06,-0.112380072228079,0.2460256138159671,0.0003049140427042881,-0.0848049685648545,0.3593646174997871,-0.19379177303370532,20.0,0.029957084102524068,-3.4914186610450113e-06,0.03632840930912203,-0.025795287395072086,0.03611021619388377,0.0
validation,active_equal_weight_cap20,active_equal_weight,cap20,hold_20d__break_even_after_gain__activation_gain_pct_0p1,484,484,1.0,-0.00034269935485546345,-0.0005999339442328854,-0.013286768546569766,-0.006314848384683222,0.006166305197615235,0.012822246882268497,-0.17741547995145202,-0.09668796208220931,0.17473429315906988,-0.4942374840235768,0.20641117221989225,-0.11419862881041276,0.11107383507075252,19.90909090909091,20.0,20.0,20.0,20.0,4191,20.793605344786446,sufficient,24,-0.006185952498980139,-0.008752740051552799,-0.08044651940334831,-0.12868012530457962,0.4166666666666667,2022-01,-0.12868012530457962,-0.3020184484694083,-0.0006799895128696991,-0.08169352077411415,0.33944077191587785,-0.1391743919795515,20.0,0.12460296851795627,0.0003372901580142356,0.0012470013707658462,-0.1330295996959856,0.024975763169138743,0.0
robustness,active_equal_weight_cap20,active_equal_weight,cap20,hold_20d__break_even_after_gain__activation_gain_pct_0p1,485,458,0.9443298969072165,0.00013405682853675347,0.0,-0.010829180459634461,-0.004836689011901003,0.004986499011265417,0.011213015195838354,0.03694276230625415,0.01902770398934628,0.17271866171363004,0.19559160808733822,0.20176466851607722,-0.08613081204508644,0.18127755986114713,19.91484716157205,20.0,20.0,20.0,20.0,3977,20.74603972843852,sufficient,24,0.0026977374657623926,-0.002050517723011569,-0.043247843507785565,-0.07134342043507436,0.4166666666666667,2024-08,-0.07134342043507436,0.11111478875966863,0.00028512492307607206,-0.04767426739066306,0.16819783032695268,-0.1099118582436992,20.0,-0.07417202645341447,-0.0001510680945393186,0.004426423882877492,0.03356683818912454,0.023781046198612765,0.0
train,active_equal_weight_cap40,active_equal_weight,cap40,hold_20d__break_even_after_gain__activation_gain_pct_0p1,1097,1036,0.9443938012762079,0.0002843276931526726,0.0,-0.012969225526096225,-0.005987394408980297,0.006858202371893166,0.014457186038685123,0.260855235124666,0.05468933657793018,0.19154677332023204,0.37406309400308463,0.3287227222573833,-0.16269362082115602,0.19720952752248833,39.874517374517374,40.0,40.0,40.0,40.0,7100,20.690704225352114,sufficient,54,0.005293424215662473,0.006655817265077468,-0.04598487866143063,-0.10833785435916576,0.5555555555555556,2018-06,-0.10833785435916576,0.18738611296214835,0.00025609070690139115,-0.07502781888619038,0.37390424066787,-0.17933635248784552,40.0,0.07346912216251766,2.823698625128144e-05,0.02904294022475975,-0.045181518410486676,0.016642731666689503,0.0
validation,active_equal_weight_cap40,active_equal_weight,cap40,hold_20d__break_even_after_gain__activation_gain_pct_0p1,484,484,1.0,-0.0006007051237381261,-0.0005882700438624339,-0.012263381081449228,-0.00663827721957228,0.005745965816683407,0.012592994696932666,-0.27295498627242554,-0.15292796085459748,0.17030308990997559,-0.888872252770211,0.2365208734992299,-0.12068901877930804,0.11042674272483866,39.52892561983471,40.0,40.0,40.0,40.0,4191,20.793605344786446,sufficient,24,-0.011641132490692277,-0.019621878068063703,-0.07208305698485201,-0.13180316249724422,0.3333333333333333,2022-01,-0.13180316249724422,-0.2633691016501857,-0.00057224935439294,-0.07251420556370898,0.3009490535546937,-0.13930642789878045,40.0,-0.00958588462223986,-2.845576934518612e-05,0.00043114857885696856,-0.0644281800554638,0.018617409119472406,0.0
