split,portfolio_id,policy_id,source_family_id,active_weight_share_mean,event_count,daily_return_contribution_sum,daily_return_contribution_mean,monthly_return_contribution_mean,loss_day_contribution_share,positive_day_contribution_share,max_gain50_event_count,source_family_status
train,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p08,pullback_drawdown,0.33333333333333326,2863,0.13132946223627895,2.2431842010774253e-06,,0.1901511204535277,0.20006687681396773,376,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p08,volume_money,0.33333333333333326,3664,0.11602244976941359,1.5375969064422597e-06,,0.1821542993690315,0.19047239988316056,455,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p08,range_breakout,0.3333333333333333,1797,-0.0917326997834021,-2.506015565726051e-06,,0.08457900159908376,0.07087086957307885,103,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p08,volume_money,0.3333333333333333,2074,-0.09293026992797276,-2.18325548990891e-06,,0.08118311893326137,0.06743641309234119,112,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p08,pullback_drawdown,0.3333333333333333,1660,-0.10056139562247297,-2.916344632633634e-06,,0.08637044199802281,0.07154104691709108,104,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p08,multi_family_collapsed,0.377205022225773,1019,0.13017286576685566,3.1935640874084457e-06,,,,127,non_additive_diagnostic_subset
train,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p08,multi_family_collapsed,0.4200707834644964,1892,0.12161196147963434,1.464957253952759e-06,,,,244,non_additive_diagnostic_subset
validation,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p08,multi_family_collapsed,0.37723711488352696,1002,-0.11200979538757502,-2.592639293279981e-06,,,,56,non_additive_diagnostic_subset
robustness,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,range_breakout,0.2820097880903026,1707,0.04764375316801513,1.4549932254699992e-06,,0.053108606262381106,0.057451441143533025,183,additive_source_family
robustness,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,pullback_drawdown,0.3291923655517601,1739,0.09329288147004419,2.732095981200228e-06,,0.06541741271925806,0.07504871365099465,183,additive_source_family
robustness,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,volume_money,0.3887978463579373,2200,0.07164103783841863,1.7210233223249005e-06,,0.0711827846084551,0.07796658314142202,224,additive_source_family
train,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,range_breakout,0.28882925201614157,3047,0.08030752247321991,1.2622801036327615e-06,,0.14901570526452315,0.15459704603326502,364,additive_source_family
train,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,pullback_drawdown,0.3199136135626853,2863,0.11221300959451518,1.8886945549713896e-06,,0.18624234596587902,0.1946833833572067,376,additive_source_family
train,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,volume_money,0.39125713442117316,3664,0.11170990448789098,1.4614446281678089e-06,,0.22139392006771808,0.22874535677864313,455,additive_source_family
validation,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,range_breakout,0.29903343560233786,1797,-0.06725514683034332,-1.8220895351072396e-06,,0.07500417428539309,0.06449053956914805,103,additive_source_family
validation,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,volume_money,0.3832336389687297,2074,-0.11630987694509068,-2.713273075911323e-06,,0.09513356650486214,0.07796203853589326,112,additive_source_family
validation,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,pullback_drawdown,0.31773292542893233,1660,-0.09703434615191314,-2.7859416064287438e-06,,0.08350148432153028,0.06905489778989422,104,additive_source_family
robustness,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,multi_family_collapsed,0.21550556951364036,1019,0.06911452688649275,1.6780258057320762e-06,,,,127,non_additive_diagnostic_subset
train,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,multi_family_collapsed,0.24836670540186429,1892,0.06359920063122888,7.515059924048362e-07,,,,244,non_additive_diagnostic_subset
validation,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,multi_family_collapsed,0.21821349512361382,1002,-0.04606979537422886,-1.0564286127686684e-06,,,,56,non_additive_diagnostic_subset
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,range_breakout,0.3333333333333333,1707,0.09254361245066199,2.8261906382856007e-06,,0.06322745832200807,0.07237854203952387,183,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,pullback_drawdown,0.3333333333333333,1739,0.07632873188867118,2.235298324557682e-06,,0.06552176715421401,0.07265040719351441,183,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,volume_money,0.3333333333333333,2200,0.06773329832007075,1.6271482047726414e-06,,0.06178446061554568,0.06799623840745016,224,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,range_breakout,0.33333333333333326,3047,0.06608878919551193,1.0387889092518498e-06,,0.18491579191823823,0.1870712356409436,364,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,pullback_drawdown,0.33333333333333326,2863,0.12819136207845402,2.1576315297738546e-06,,0.1906566705816421,0.20010276329052828,376,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,volume_money,0.33333333333333326,3664,0.12028050972940789,1.5735695561030887e-06,,0.18194083167027061,0.19070842292215087,455,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,range_breakout,0.3333333333333333,1797,-0.09361600537731757,-2.536263048341079e-06,,0.08451032352258496,0.07060064666973169,103,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,volume_money,0.3333333333333333,2074,-0.09349867893498828,-2.1811341809547735e-06,,0.08108373940895193,0.0672955534806827,112,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,pullback_drawdown,0.3333333333333333,1660,-0.10355135383793095,-2.9730506413416867e-06,,0.0863589568065445,0.07119619035547452,104,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,multi_family_collapsed,0.37817474644833254,1019,0.13302066711764468,3.229597628378282e-06,,,,127,non_additive_diagnostic_subset
train,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,multi_family_collapsed,0.4218304163298688,1892,0.11908678349941795,1.4071628342461562e-06,,,,244,non_additive_diagnostic_subset
validation,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p1,multi_family_collapsed,0.37778107095196234,1002,-0.1101095424249014,-2.5249270202229216e-06,,,,56,non_additive_diagnostic_subset
robustness,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,range_breakout,0.28214516023350017,1707,0.04866902535762901,1.4710743972200765e-06,,0.05299429021587542,0.05730661857712444,183,additive_source_family
robustness,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,pullback_drawdown,0.3291910286000445,1739,0.0936777743671841,2.712624496646322e-06,,0.06541390571423622,0.07487386951803945,183,additive_source_family
robustness,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,volume_money,0.3886638111664552,2200,0.0692738550432114,1.650320541338179e-06,,0.0716731058612631,0.0779302064389307,224,additive_source_family
train,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,range_breakout,0.2886991340017134,3047,0.08378739302164713,1.3036375563487541e-06,,0.14983895120420976,0.15540555899825853,364,additive_source_family
train,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,pullback_drawdown,0.3196307669855835,2863,0.11239418353220335,1.8688756822780736e-06,,0.18579790934015425,0.19374678756792305,376,additive_source_family
train,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,volume_money,0.3916700990127031,3664,0.11900086196715318,1.5405240587615465e-06,,0.22203717338218887,0.22965089400395658,455,additive_source_family
validation,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,range_breakout,0.2989531521555268,1797,-0.06626923017136338,-1.7833964899852897e-06,,0.07479663532284314,0.06426735151808807,103,additive_source_family
validation,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,volume_money,0.38375356274356115,2074,-0.11233095320036716,-2.6011567257234494e-06,,0.09504829228711531,0.07820627830781288,112,additive_source_family
validation,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,pullback_drawdown,0.31729328510091215,1660,-0.0907751842864453,-2.5840526142630107e-06,,0.08239973667211405,0.06861243506986639,104,additive_source_family
robustness,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,multi_family_collapsed,0.21616466116468297,1019,0.07126301383113515,1.7049383662169277e-06,,,,127,non_additive_diagnostic_subset
train,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,multi_family_collapsed,0.24926369463225037,1892,0.06418273104878469,7.480417599886329e-07,,,,244,non_additive_diagnostic_subset
validation,active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,multi_family_collapsed,0.2178517551382344,1002,-0.03855452870832337,-8.757218168428512e-07,,,,56,non_additive_diagnostic_subset
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,range_breakout,0.3333333333333333,1707,0.09489298233635106,2.8682439347222542e-06,,0.06301721848182666,0.07214431708980938,183,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,pullback_drawdown,0.3333333333333333,1739,0.07744823362417116,2.242666173167637e-06,,0.06571947407642978,0.07266462696264478,183,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,volume_money,0.3333333333333333,2200,0.06787597344180714,1.617018616395253e-06,,0.062152261016323616,0.06807830583054561,224,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,range_breakout,0.33333333333333326,3047,0.07633914316400679,1.1877511694673698e-06,,0.18582679923757903,0.1884018405095303,364,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,pullback_drawdown,0.33333333333333326,2863,0.12559080879365034,2.0883074292259784e-06,,0.19122718772289818,0.19950281157402727,376,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,volume_money,0.33333333333333326,3664,0.1285771283499111,1.6644934864772887e-06,,0.1820029733658001,0.19096123335320567,455,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,range_breakout,0.3333333333333333,1797,-0.08979231163975362,-2.4164350935104182e-06,,0.08365465662768501,0.06996299947954701,103,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,volume_money,0.3333333333333333,2074,-0.0879266132306182,-2.0360452293763623e-06,,0.08065675670983659,0.06729402778421313,112,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,pullback_drawdown,0.3333333333333333,1660,-0.09804824216208945,-2.7910911828429344e-06,,0.08574267276162119,0.07098983741647694,104,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,multi_family_collapsed,0.37921226556621235,1019,0.13802924495484523,3.3022930512188437e-06,,,,127,non_additive_diagnostic_subset
train,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,multi_family_collapsed,0.4232040766745908,1892,0.12693110313613912,1.4793662444043673e-06,,,,244,non_additive_diagnostic_subset
validation,family_balanced_active_equal_weight_uncapped,hold_20d__break_even_after_gain__activation_gain_pct_0p15,multi_family_collapsed,0.37804170763064715,1002,-0.09768660272552772,-2.218838929848901e-06,,,,56,non_additive_diagnostic_subset
robustness,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,range_breakout,0.28406539263352343,1707,0.03955743078149665,1.5190442295417477e-06,,0.051823017435648544,0.05649318487667357,183,additive_source_family
robustness,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,pullback_drawdown,0.32788824120898125,1739,0.09146626501203477,3.3752634788012385e-06,,0.06599606900478042,0.0773199297788472,183,additive_source_family
robustness,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,volume_money,0.3887622793479079,2200,0.07798291632011616,2.3435183411502632e-06,,0.07077664661922131,0.08028962969029661,224,additive_source_family
train,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,range_breakout,0.2931629041536987,3047,0.04665444983354493,9.767292600080586e-07,,0.1502849293531773,0.15492286007906378,364,additive_source_family
train,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,pullback_drawdown,0.3182675267103551,2863,0.09929092031104958,2.2631956671920493e-06,,0.18753584938557794,0.19869747449163247,376,additive_source_family
train,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,volume_money,0.38856956913594615,3664,0.07727588598950724,1.3533667137691945e-06,,0.21861867401719032,0.22659642299629099,455,additive_source_family
validation,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,range_breakout,0.30198640874268157,1797,-0.08505187722959902,-3.081366467270452e-06,,0.0750518178721894,0.06319082453765931,103,additive_source_family
validation,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,volume_money,0.37417252855665256,2074,-0.131341827831098,-4.160204866209432e-06,,0.09173330895979638,0.07365272867235714,112,additive_source_family
validation,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,pullback_drawdown,0.32384106270066587,1660,-0.1412531138472189,-5.513607628994844e-06,,0.0881796873524183,0.06883694487717891,104,additive_source_family
robustness,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,multi_family_collapsed,0.20963624037102,1019,0.06661591451146184,2.0814871425903587e-06,,,,127,non_additive_diagnostic_subset
train,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,multi_family_collapsed,0.24198284187731464,1892,0.03602286483664002,5.833001090830192e-07,,,,244,non_additive_diagnostic_subset
validation,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,multi_family_collapsed,0.21294378094894884,1002,-0.0678885568663502,-2.1593052438406555e-06,,,,56,non_additive_diagnostic_subset
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,range_breakout,0.3336972343522561,1707,0.08425798734181869,3.23558954501819e-06,,0.061369764918163004,0.07116176196934856,183,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,pullback_drawdown,0.3333333333333333,1739,0.07724897018017604,2.8506206937590333e-06,,0.06696365755937454,0.07578732586268994,183,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,volume_money,0.3336972343522561,2200,0.06543963586380327,1.9665715790300297e-06,,0.061666192200037113,0.0690699565596599,224,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,range_breakout,0.33333333333333326,3047,0.055448757888416314,1.1608415586068817e-06,,0.18108711526126897,0.18550872482849656,364,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,pullback_drawdown,0.33333333333333326,2863,0.10492217776213755,2.391552191879503e-06,,0.19242054536892375,0.20294671495111047,376,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,volume_money,0.33333333333333326,3664,0.07358908207442823,1.2887980888356754e-06,,0.18302989730632957,0.1897216598850191,455,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,range_breakout,0.3333333333333333,1797,-0.11759065268878699,-4.260222182768893e-06,,0.08462662650991928,0.06851348047911451,103,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,volume_money,0.3333333333333333,2074,-0.10801733225826461,-3.4214099096723136e-06,,0.08096627813137489,0.06611852393233031,112,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,pullback_drawdown,0.3333333333333333,1660,-0.12183989419640229,-4.75584114119998e-06,,0.08786992274460889,0.07117185153223068,104,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,multi_family_collapsed,0.3663479164624452,1019,0.12476857071177302,3.898530518428103e-06,,,,127,non_additive_diagnostic_subset
train,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,multi_family_collapsed,0.4112416158682652,1892,0.07117943084072237,1.1525726774409762e-06,,,,244,non_additive_diagnostic_subset
validation,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p05,multi_family_collapsed,0.3683339608272441,1002,-0.13985689211431981,-4.448374431117043e-06,,,,56,non_additive_diagnostic_subset
robustness,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,range_breakout,0.28379119186363544,1707,0.0505536784719235,1.7054746127765838e-06,,0.05213195977340352,0.057967007161294076,183,additive_source_family
robustness,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,pullback_drawdown,0.3298323362472238,1739,0.09679821383387216,3.14371776927908e-06,,0.06554268342271938,0.0771554856633473,183,additive_source_family
robustness,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,volume_money,0.3863764718891408,2200,0.06671911252437576,1.777517317820055e-06,,0.07088311476566599,0.07855730399218282,224,additive_source_family
train,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,range_breakout,0.29128635474378595,3047,0.048318821050099006,8.736790715143116e-07,,0.15013333417515154,0.1544226249205445,364,additive_source_family
train,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,pullback_drawdown,0.32137092747896345,2863,0.08970866902559159,1.7515066778396577e-06,,0.18823031599227746,0.19735580543143644,376,additive_source_family
train,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,volume_money,0.38734271777725066,3664,0.07931603466693685,1.2016124510201317e-06,,0.2191809547366759,0.22657193583234636,455,additive_source_family
validation,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,range_breakout,0.2975126105525304,1797,-0.0920410933363973,-2.909930235105827e-06,,0.07467211225109402,0.06187119052676045,103,additive_source_family
validation,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,volume_money,0.3799673614993538,2074,-0.11269099044002076,-3.075711412429945e-06,,0.0918536050069394,0.07617522970745418,112,additive_source_family
validation,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,pullback_drawdown,0.3225200279481158,1660,-0.12689613033003783,-4.250841830699378e-06,,0.08737191987607285,0.06992341676463376,104,additive_source_family
robustness,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,multi_family_collapsed,0.21210975149572858,1019,0.071204261781974,1.9401177565181875e-06,,,,127,non_additive_diagnostic_subset
train,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,multi_family_collapsed,0.24484553961248826,1892,0.03678169310815262,5.078240108815771e-07,,,,244,non_additive_diagnostic_subset
validation,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,multi_family_collapsed,0.21434416899319142,1002,-0.0663891661257358,-1.809560786244434e-06,,,,56,non_additive_diagnostic_subset
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,range_breakout,0.3333333333333333,1707,0.09288823778975278,3.133669718296767e-06,,0.062008479323149596,0.07257902799805555,183,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,pullback_drawdown,0.3333333333333333,1739,0.08138937665085769,2.643284617286145e-06,,0.06493271495549531,0.07402291126582562,183,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,volume_money,0.3333333333333333,2200,0.06684822185338879,1.7809570228690233e-06,,0.06145245613919191,0.06878697298857735,224,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,range_breakout,0.33333333333333326,3047,0.04823784289277055,8.722148610934011e-07,,0.18485026027046278,0.1878657185435075,364,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,pullback_drawdown,0.33333333333333326,2863,0.10119140209196092,1.975699990080849e-06,,0.19134380692211445,0.20085296900254865,376,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,volume_money,0.33333333333333326,3664,0.08124793861297785,1.2308801753268977e-06,,0.18270946355289194,0.18987325467695046,455,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,range_breakout,0.3333333333333333,1797,-0.12145707995335026,-3.839932973548854e-06,,0.08485390880382494,0.06834301731429007,103,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,volume_money,0.3333333333333333,2074,-0.08852236325075255,-2.4160693045867123e-06,,0.07923691227089197,0.06692129802024883,112,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,pullback_drawdown,0.3333333333333333,1660,-0.13177159478457118,-4.414163030435856e-06,,0.0886119977619773,0.07075483018999602,104,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,multi_family_collapsed,0.37176563369678617,1019,0.13831113120415972,3.7685929866804643e-06,,,,127,non_additive_diagnostic_subset
train,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,multi_family_collapsed,0.4164449555266244,1892,0.07916784756163506,1.0930256463017405e-06,,,,244,non_additive_diagnostic_subset
validation,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p08,multi_family_collapsed,0.3707597261560651,1002,-0.13041425360500003,-3.5546841911524214e-06,,,,56,non_additive_diagnostic_subset
robustness,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,range_breakout,0.283802909040742,1707,0.05290660754065657,1.7068850026021605e-06,,0.05263997230353219,0.05848497849977667,183,additive_source_family
