split,gate0_status,readiness_status,readiness_failure_reason,gate0_stop_category,portfolio_id,policy_id,validation_portfolio_gate_status,failed_gate_list,period_compounded_return,monthly_return_p10,portfolio_monthly_p10_delta_vs_baseline_A,max_drawdown,portfolio_max_drawdown_delta_vs_baseline_A,active_count_p95,policy_max_gain50_retention_rate_vs_hold120_no_exit
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;max_drawdown_delta;right_tail_retention;active_count_p95,-0.3116143863698356,-0.06499718157227165,0.007720223431644191,0.2960374702807099,0.014423988023072543,443.0,0.2204724409448819
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;right_tail_retention;active_count_p95,-0.3022693057055834,-0.06515367979527249,0.007534046273848544,0.278914628586464,-0.008106146951857962,449.0,0.22440944881889763
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;max_drawdown_delta;right_tail_retention;active_count_p95,-0.3148627629032372,-0.06530448431136233,0.007383241757758702,0.2993593516748825,0.01233857613656053,449.0,0.22440944881889763
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;right_tail_retention;active_count_p95,-0.30283425531919583,-0.06680841960476591,0.0059303310886898025,0.282836453416594,-0.005088106618321819,457.0,0.22440944881889763
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;max_drawdown_delta;right_tail_retention;active_count_p95,-0.31655094480783375,-0.0670384019130187,0.0057003487804370145,0.3059751006349333,0.01805054060001743,457.0,0.22440944881889763
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,active_equal_weight_uncapped,hold_40d__fixed_stop__stop_loss_pct_m0p05,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;max_drawdown_delta;monthly_p10_delta;right_tail_retention;active_count_p95,-0.3692122824333469,-0.09702991211117043,-0.02863842025922382,0.3460991092971575,0.003997763603004523,365.0,0.1968503937007874
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_40d__fixed_stop__stop_loss_pct_m0p05,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;max_drawdown_delta;monthly_p10_delta;right_tail_retention;active_count_p95,-0.3778500230769828,-0.09414426085423606,-0.025752769002289455,0.3658877799061804,0.02378643421202742,365.0,0.1968503937007874
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,active_equal_weight_uncapped,hold_40d__fixed_stop__stop_loss_pct_m0p08,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;monthly_p10_delta;right_tail_retention;active_count_p95,-0.3551280946078965,-0.08249315964123492,-0.008276524176486305,0.3260304604670101,-0.03769412096730784,417.69999999999993,0.21653543307086615
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_40d__fixed_stop__stop_loss_pct_m0p08,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;monthly_p10_delta;right_tail_retention;active_count_p95,-0.37049409357222274,-0.08596782789192495,-0.01175119242717633,0.34984037836956117,-0.013884203064756795,417.69999999999993,0.21653543307086615
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,active_equal_weight_uncapped,hold_40d__fixed_stop__stop_loss_pct_m0p1,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;monthly_p10_delta;right_tail_retention;active_count_p95,-0.35965527081821913,-0.07704819861514518,-0.0012442780298626555,0.3275659343449311,-0.03420250185835849,429.84999999999997,0.2204724409448819
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_40d__fixed_stop__stop_loss_pct_m0p1,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;monthly_p10_delta;right_tail_retention;active_count_p95,-0.37542053101406736,-0.08422472669037243,-0.008420806105089898,0.3510977784396617,-0.010670657763627855,429.84999999999997,0.2204724409448819
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,active_equal_weight_uncapped,hold_40d__no_exit__none,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;right_tail_retention;active_count_p95,-0.30628864279007917,-0.06728759798990282,0.005230852186916268,0.28703567887953507,-0.004509362917507143,461.84999999999997,0.22440944881889763
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_40d__no_exit__none,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;max_drawdown_delta;right_tail_retention;active_count_p95,-0.31991353469439343,-0.06714378617224796,0.0053746640045711225,0.3100977290942736,0.018552687297231363,461.84999999999997,0.22440944881889763
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,active_equal_weight_uncapped,hold_60d__break_even_after_gain__activation_gain_pct_0p08,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;monthly_p10_delta;right_tail_retention;active_count_p95,-0.2682258948650831,-0.06800032697656005,-0.005603952584877468,0.23155479504652354,-0.012495217060241703,611.8,0.3425196850393701
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_60d__break_even_after_gain__activation_gain_pct_0p08,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;max_drawdown_delta;monthly_p10_delta;right_tail_retention;active_count_p95,-0.3098795481490876,-0.08297412854383858,-0.020577754152155993,0.28300445886035397,0.03895444675358872,611.8,0.3425196850393701
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,active_equal_weight_uncapped,hold_60d__break_even_after_gain__activation_gain_pct_0p1,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;monthly_p10_delta;right_tail_retention;active_count_p95,-0.2688341704934303,-0.06606409509670358,-0.003681579506211209,0.23219355294546185,-0.014246867434521526,629.8499999999999,0.3425196850393701
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_60d__break_even_after_gain__activation_gain_pct_0p1,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;max_drawdown_delta;monthly_p10_delta;right_tail_retention;active_count_p95,-0.30345574102531603,-0.08309250211142578,-0.020709986520933414,0.2763304919426479,0.029890071562664544,629.8499999999999,0.3425196850393701
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,active_equal_weight_uncapped,hold_60d__break_even_after_gain__activation_gain_pct_0p15,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;monthly_p10_delta;right_tail_retention;active_count_p95,-0.25759137932793874,-0.06660032343379581,-0.0032046061482209343,0.22328296430459726,-0.020482755002492303,652.0,0.3464566929133858
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_60d__break_even_after_gain__activation_gain_pct_0p15,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;max_drawdown_delta;monthly_p10_delta;right_tail_retention;active_count_p95,-0.27344039571495016,-0.06795046859792543,-0.004554751312350558,0.24847187818955363,0.004706158882464062,652.0,0.3464566929133858
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,active_equal_weight_uncapped,hold_60d__fixed_stop__stop_loss_pct_m0p05,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;max_drawdown_delta;monthly_p10_delta;right_tail_retention;active_count_p95,-0.3805493097326178,-0.09149861421146437,-0.02233258750358448,0.3610483301060906,0.03074512852386657,443.69999999999993,0.2755905511811024
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_60d__fixed_stop__stop_loss_pct_m0p05,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;max_drawdown_delta;monthly_p10_delta;right_tail_retention;active_count_p95,-0.3931126056352502,-0.0885404266689042,-0.019374399961024316,0.3839220299902615,0.053618828408037444,443.69999999999993,0.2755905511811024
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,active_equal_weight_uncapped,hold_60d__fixed_stop__stop_loss_pct_m0p08,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;monthly_p10_delta;right_tail_retention;active_count_p95,-0.36511890700414307,-0.08111291102197554,-0.005481038470996222,0.3432786369840457,-0.005214213006488944,512.6999999999999,0.3188976377952756
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_60d__fixed_stop__stop_loss_pct_m0p08,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;max_drawdown_delta;monthly_p10_delta;right_tail_retention;active_count_p95,-0.39477301589477787,-0.08234485232159337,-0.006712979770614053,0.37921168629192736,0.030718836301392716,512.6999999999999,0.3188976377952756
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,active_equal_weight_uncapped,hold_60d__fixed_stop__stop_loss_pct_m0p1,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;max_drawdown_delta;monthly_p10_delta;right_tail_retention;active_count_p95,-0.3714796748020702,-0.07955463637539928,-0.00696706793147478,0.3483882796245349,0.008832620757424525,549.0,0.32677165354330706
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_60d__fixed_stop__stop_loss_pct_m0p1,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;max_drawdown_delta;monthly_p10_delta;right_tail_retention;active_count_p95,-0.4028310111949793,-0.0810487213033867,-0.008461152859462195,0.3874768652176078,0.04792120635049746,549.0,0.32677165354330706
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,active_equal_weight_uncapped,hold_60d__no_exit__none,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;monthly_p10_delta;right_tail_retention;active_count_p95,-0.25595830484774784,-0.06672773972960352,-0.0021718185777715865,0.22157442168533803,-0.02541014493177396,665.8499999999999,0.3543307086614173
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_60d__no_exit__none,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;monthly_p10_delta;right_tail_retention;active_count_p95,-0.26799275591095484,-0.06783287506239484,-0.003276953910562902,0.24283702801889884,-0.004147538598213152,665.8499999999999,0.3543307086614173
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,active_equal_weight_uncapped,hold_120d__break_even_after_gain__activation_gain_pct_0p08,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;monthly_p10_delta;right_tail_retention;active_count_p95,-0.23467981786961922,-0.06413168743129334,-0.0006344207757269377,0.21914766022474286,-0.0737307355395147,961.6999999999999,0.7086614173228346
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_120d__break_even_after_gain__activation_gain_pct_0p08,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;monthly_p10_delta;right_tail_retention;active_count_p95,-0.25031283520838066,-0.06714973316645367,-0.00365246651088727,0.22765965302640878,-0.06521874273784878,961.6999999999999,0.7086614173228346
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,active_equal_weight_uncapped,hold_120d__break_even_after_gain__activation_gain_pct_0p1,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;right_tail_retention;active_count_p95,-0.2343919769294769,-0.05968819660569295,0.004535111942440759,0.21869862678136798,-0.07592812936571258,1021.8499999999999,0.7283464566929134
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_120d__break_even_after_gain__activation_gain_pct_0p1,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;right_tail_retention;active_count_p95,-0.25199259079528313,-0.0639033273436338,0.00031998120449991396,0.22771376605050997,-0.06691299009657059,1021.8499999999999,0.7283464566929134
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,active_equal_weight_uncapped,hold_120d__break_even_after_gain__activation_gain_pct_0p15,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;right_tail_retention;active_count_p95,-0.2329270718140518,-0.06083702344759991,0.0035339839796319564,0.21868762157350896,-0.08119471575997583,1115.6999999999998,0.7677165354330708
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_120d__break_even_after_gain__activation_gain_pct_0p15,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;right_tail_retention;active_count_p95,-0.2502712488245463,-0.06282537971792708,0.0015456277093047893,0.23119998004321696,-0.06868235729026784,1115.6999999999998,0.7677165354330708
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,active_equal_weight_uncapped,hold_120d__fixed_stop__stop_loss_pct_m0p05,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;monthly_p10_delta;right_tail_retention;active_count_p95,-0.3400690143330444,-0.08831211373725975,-0.02811332451270076,0.31498424412185777,-0.04702759863013761,572.7999999999997,0.5393700787401575
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_120d__fixed_stop__stop_loss_pct_m0p05,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;monthly_p10_delta;right_tail_retention;active_count_p95,-0.34939724146162776,-0.08742145347438343,-0.02722266424982444,0.3383008732614451,-0.023710969490550293,572.7999999999997,0.5393700787401575
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,active_equal_weight_uncapped,hold_120d__fixed_stop__stop_loss_pct_m0p08,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;monthly_p10_delta;right_tail_retention;active_count_p95,-0.3439863926402773,-0.08068888283293972,-0.013003829051404237,0.31281561454184537,-0.06625733029164593,739.8499999999999,0.6417322834645669
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_120d__fixed_stop__stop_loss_pct_m0p08,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;monthly_p10_delta;right_tail_retention;active_count_p95,-0.3604821143600222,-0.08216803985785083,-0.014482986076315346,0.34073752994255624,-0.03833541489093506,739.8499999999999,0.6417322834645669
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,active_equal_weight_uncapped,hold_120d__fixed_stop__stop_loss_pct_m0p1,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;monthly_p10_delta;right_tail_retention;active_count_p95,-0.35769928117557404,-0.07914735131124827,-0.010621235915603405,0.32551192498427994,-0.051476609354351055,812.55,0.6850393700787402
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_120d__fixed_stop__stop_loss_pct_m0p1,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;monthly_p10_delta;right_tail_retention;active_count_p95,-0.3751985544941996,-0.08090442657302692,-0.012378311177382056,0.3550968463442111,-0.021891687994419873,812.55,0.6850393700787402
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,active_equal_weight_uncapped,hold_120d__no_exit__none,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;active_count_p95,-0.22805203038543354,-0.06264493100443905,0.0031611566128664226,0.2209460840969263,-0.08293167523440415,1192.0,0.8188976377952756
validation,gate0_stop_low_quality_union,,,input_or_comparator_failure,family_balanced_active_equal_weight_uncapped,hold_120d__no_exit__none,validation_portfolio_failed,gate0_status;period_compounded_return;daily_return_mean;monthly_return_p10;active_count_p95,-0.24164513771334384,-0.0645704886051797,0.0012355990121257765,0.22949697315493467,-0.07438078617639576,1192.0,0.8188976377952756
