model_id,ablation_id,split,capacity_id,threshold_id,reject_fraction,reject_n,accepted_n,post_dedup_sample_n,post_dedup_fast_fail_positive_n,post_dedup_fast_fail_winner_n,post_dedup_winner_n,candidate_rejected_fast_fail_positive_n,rule_baseline_rejected_fast_fail_positive_n,random_baseline_rejected_fast_fail_positive_n,candidate_capture_rate,rule_baseline_capture_rate,random_baseline_capture_rate,capacity_matched_capture_lift_over_rule_baseline,capacity_matched_capture_lift_over_random,winner_retention,wrong_kill_rate,candidate_accepted_mean_MAE_10,rule_baseline_accepted_mean_MAE_10,random_baseline_accepted_mean_MAE_10,accepted_MAE_10_improves,rolling_10d_executable_event_day_density,rolling_20d_executable_event_day_density,utility_weight_profile_id,random_lift_weight,winner_injury_excess_weight,mae_worse_excess_weight,density_excess_weight,oos_threshold_instability_weight,fast_fail_benefit,winner_injury_excess,mae_worse_excess,density_excess,train_constrained_utility,oos_threshold_instability,supported_constrained_utility,tenb_supported_row_allowed,tenb_supported_row_block_reason,status,selected_operating_point_flag,supported_pass_flag
regularized_logistic_fast_fail_10d_l2_v1,full,robustness,keep_9600,keep_9600,0.04,199,4771,4970,342,39,995,50,29,10,0.14619883040935672,0.0847953216374269,0.029239766081871343,0.06140350877192982,0.11695906432748537,0.9718592964824121,0.02814070351758794,0.06530540620574567,0.06558674095192187,0.06602841635938377,True,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.11988304093567251,0.0,0.0,0.0,0.11988304093567251,0.0,0.21509971509971512,False,winner_injury_power_status;fast_fail_ml_supported_gate_allowed,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,full,train,keep_9700,keep_9700,0.03,250,8068,8318,702,70,1491,120,22,20,0.17094017094017094,0.03133903133903134,0.02849002849002849,0.1396011396011396,0.14245014245014245,0.9664654594232059,0.0335345405767941,0.07411585461817495,0.07507471987235477,0.07492068825008787,True,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.21082621082621084,0.0,0.0,0.0,0.21082621082621084,0.0,0.21082621082621084,False,winner_injury_power_status;fast_fail_ml_supported_gate_allowed;rule_baseline_rejected_fast_fail_winner_n,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,full,validation,keep_9700,keep_9700,0.03,76,2438,2514,236,5,161,38,13,6,0.16101694915254236,0.05508474576271186,0.025423728813559324,0.1059322033898305,0.13559322033898302,0.9751552795031055,0.024844720496894408,0.061308507169573874,0.0617479951368711,0.06178257618881311,True,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.17372881355932202,0.0,0.0,0.0,0.17372881355932202,0.0,0.21082621082621084,False,capture_lift_power_status;winner_injury_power_status;fast_fail_ml_supported_gate_allowed;post_dedup_fast_fail_winner_n;rule_baseline_rejected_fast_fail_winner_n,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,full,robustness,keep_9700,keep_9700,0.03,150,4820,4970,342,39,995,39,23,6,0.11403508771929824,0.06725146198830409,0.017543859649122806,0.04678362573099415,0.09649122807017543,0.9768844221105528,0.023115577889447236,0.06535748885475498,0.06549423878133032,0.06567800546835241,True,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.09502923976608187,0.0,0.0,0.0,0.09502923976608187,0.0,0.21082621082621084,False,winner_injury_power_status;fast_fail_ml_supported_gate_allowed,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,train,keep_9000,keep_9000,0.1,832,7486,8318,702,70,1491,197,92,75,0.28062678062678065,0.13105413105413105,0.10683760683760683,0.1495726495726496,0.1737891737891738,0.9020791415157612,0.09792085848423876,0.07492215449295603,0.07665588646252233,0.07457816895178812,False,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.2364672364672365,0.03792085848423876,0.00034398554116790714,0.0,-0.14308533391631903,0.0,-0.14308533391631903,True,pass,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,validation,keep_9000,keep_9000,0.1,252,2262,2514,236,5,161,76,38,31,0.3220338983050847,0.16101694915254236,0.13135593220338984,0.16101694915254236,0.19067796610169488,0.937888198757764,0.062111801242236024,0.06237144496922751,0.062380893928380574,0.060918377654616426,False,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.2563559322033898,0.0021118012422360263,0.0014530673146110826,0.0,0.23378485246641845,0.0,-0.14308533391631903,False,winner_injury_power_status;fast_fail_ml_supported_gate_allowed;post_dedup_fast_fail_winner_n;rule_baseline_rejected_fast_fail_winner_n,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,robustness,keep_9000,keep_9000,0.1,497,4473,4970,342,39,995,89,79,37,0.260233918128655,0.2309941520467836,0.10818713450292397,0.02923976608187137,0.152046783625731,0.9125628140703518,0.08743718592964825,0.06658475130308708,0.06646499216368147,0.0652940516691149,False,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.10526315789473688,0.02743718592964825,0.0012906996339721866,0.0,-0.1703994010357178,0.0,-0.14308533391631903,True,pass,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,train,keep_9250,keep_9250,0.075,624,7694,8318,702,70,1491,163,73,65,0.23219373219373218,0.10398860398860399,0.09259259259259259,0.1282051282051282,0.1396011396011396,0.9242119382964453,0.07578806170355466,0.07479152705955769,0.07583037555989858,0.07513185228148782,True,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.198005698005698,0.015788061703554665,0.0,0.0,0.040125080970151356,0.0,0.040125080970151356,True,pass,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,validation,keep_9250,keep_9250,0.075,189,2325,2514,236,5,161,61,29,21,0.2584745762711864,0.1228813559322034,0.08898305084745763,0.13559322033898302,0.1694915254237288,0.9503105590062112,0.049689440993788817,0.06211374091227876,0.0619108931917515,0.0615407632723343,False,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.22033898305084743,0.0,0.0005729776399444608,0.0,0.21976600541090296,0.0,0.040125080970151356,False,winner_injury_power_status;fast_fail_ml_supported_gate_allowed;post_dedup_fast_fail_winner_n;rule_baseline_rejected_fast_fail_winner_n,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,robustness,keep_9250,keep_9250,0.075,373,4597,4970,342,39,995,76,65,21,0.2222222222222222,0.19005847953216373,0.06140350877192982,0.03216374269005848,0.1608187134502924,0.9346733668341709,0.06532663316582915,0.06609267901064889,0.06607989003918982,0.06592334119252831,False,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.11257309941520467,0.005326633165829153,0.0001693378181205768,0.0,0.05913742993879256,0.0,0.040125080970151356,True,pass,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,train,keep_9300,keep_9300,0.07,583,7735,8318,702,70,1491,153,68,50,0.21794871794871795,0.09686609686609686,0.07122507122507123,0.12108262108262109,0.14672364672364674,0.9282360831656606,0.07176391683433937,0.07479110148365466,0.07570284863550845,0.07479522766981929,True,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.19444444444444448,0.011763916834339375,0.0,0.0,0.07680527610105073,0.0,0.07680527610105073,True,pass,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,validation,keep_9300,keep_9300,0.07,176,2338,2514,236,5,161,58,28,18,0.2457627118644068,0.11864406779661017,0.07627118644067797,0.1271186440677966,0.1694915254237288,0.9503105590062112,0.049689440993788817,0.06201332124011056,0.06183546076445285,0.061667136714693,False,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.211864406779661,0.0,0.000346184525417563,0.0,0.21151822225424344,0.0,0.07680527610105073,False,winner_injury_power_status;fast_fail_ml_supported_gate_allowed;post_dedup_fast_fail_winner_n;rule_baseline_rejected_fast_fail_winner_n,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,robustness,keep_9300,keep_9300,0.07,348,4622,4970,342,39,995,68,59,29,0.19883040935672514,0.17251461988304093,0.0847953216374269,0.02631578947368421,0.11403508771929824,0.9376884422110553,0.062311557788944726,0.06609967511812109,0.06604087944500252,0.06587797566798594,False,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.08333333333333333,0.002311557788944728,0.00022169945013515713,0.0,0.059996055993750894,0.0,0.07680527610105073,True,pass,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,train,keep_9400,keep_9400,0.06,500,7818,8318,702,70,1491,133,58,47,0.18945868945868946,0.08262108262108261,0.06695156695156695,0.10683760683760685,0.1225071225071225,0.9403085177733065,0.059691482226693494,0.07473744209081441,0.07552600077346217,0.07496814144775746,True,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.16809116809116809,0.0,0.0,0.0,0.16809116809116809,0.0,0.16809116809116809,True,pass,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,validation,keep_9400,keep_9400,0.06,151,2363,2514,236,5,161,50,24,7,0.211864406779661,0.1016949152542373,0.029661016949152543,0.11016949152542371,0.18220338983050846,0.9565217391304348,0.043478260869565216,0.06203302597599771,0.06172622909317666,0.06199410412396807,False,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.20127118644067793,0.0,0.00030679688282105044,0.0,0.2009643895578569,0.0,0.16809116809116809,False,winner_injury_power_status;fast_fail_ml_supported_gate_allowed;post_dedup_fast_fail_winner_n;rule_baseline_rejected_fast_fail_winner_n,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,robustness,keep_9400,keep_9400,0.06,299,4671,4970,342,39,995,61,50,15,0.1783625730994152,0.14619883040935672,0.043859649122807015,0.03216374269005848,0.13450292397660818,0.9457286432160804,0.054271356783919596,0.06589626469747278,0.06590920213546238,0.0655635855209218,False,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.09941520467836257,0.0,0.00033267917655098456,0.0,0.09908252550181158,0.0,0.16809116809116809,False,winner_injury_power_status;fast_fail_ml_supported_gate_allowed,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,train,keep_9500,keep_9500,0.05,416,7902,8318,702,70,1491,112,47,36,0.15954415954415954,0.06695156695156695,0.05128205128205128,0.09259259259259259,0.10826210826210826,0.9490274983232729,0.05097250167672703,0.07481017470631005,0.0753345287071665,0.07497678198223151,True,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.1467236467236467,0.0,0.0,0.0,0.1467236467236467,0.0,0.1467236467236467,True,pass,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,validation,keep_9500,keep_9500,0.05,126,2388,2514,236,5,161,45,20,23,0.1906779661016949,0.0847457627118644,0.09745762711864407,0.1059322033898305,0.09322033898305083,0.9565217391304348,0.043478260869565216,0.06186763513490466,0.061612719849566504,0.06189987692010062,False,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.15254237288135591,0.0,0.00025491528533815727,0.0,0.15228745759601775,0.0,0.1467236467236467,False,winner_injury_power_status;fast_fail_ml_supported_gate_allowed;post_dedup_fast_fail_winner_n;rule_baseline_rejected_fast_fail_winner_n,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,robustness,keep_9500,keep_9500,0.05,249,4721,4970,342,39,995,53,41,15,0.15497076023391812,0.11988304093567251,0.043859649122807015,0.03508771929824561,0.1111111111111111,0.9527638190954774,0.04723618090452261,0.06585007804030057,0.06568076472977412,0.06557118299014082,False,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.09064327485380116,0.0,0.0002788950501597526,0.0,0.09036437980364141,0.0,0.1467236467236467,True,pass,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,train,keep_9600,keep_9600,0.04,333,7985,8318,702,70,1491,89,38,27,0.1267806267806268,0.05413105413105413,0.038461538461538464,0.07264957264957267,0.08831908831908833,0.9584171696847753,0.04158283031522468,0.07488945357318806,0.07523011037422238,0.07505446163667438,True,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.11680911680911683,0.0,0.0,0.0,0.11680911680911683,0.0,0.11680911680911683,False,winner_injury_power_status;fast_fail_ml_supported_gate_allowed;rule_baseline_rejected_fast_fail_winner_n,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,validation,keep_9600,keep_9600,0.04,101,2413,2514,236,5,161,39,17,8,0.1652542372881356,0.07203389830508475,0.03389830508474576,0.09322033898305085,0.13135593220338984,0.9751552795031055,0.024844720496894408,0.06179807195691481,0.061665490995803304,0.061820665215285446,False,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.15889830508474578,0.0,0.00013258096111150308,0.0,0.15876572412363427,0.0,0.11680911680911683,False,capture_lift_power_status;winner_injury_power_status;fast_fail_ml_supported_gate_allowed;post_dedup_fast_fail_winner_n;rule_baseline_rejected_fast_fail_winner_n,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,robustness,keep_9600,keep_9600,0.04,199,4771,4970,342,39,995,39,29,10,0.11403508771929824,0.0847953216374269,0.029239766081871343,0.029239766081871343,0.0847953216374269,0.9597989949748744,0.04020100502512563,0.06590719533450136,0.06558674095192187,0.06602841635938377,False,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.07163742690058479,0.0,0.00032045438257949366,0.0,0.0713169725180053,0.0,0.11680911680911683,False,winner_injury_power_status;fast_fail_ml_supported_gate_allowed,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,train,keep_9700,keep_9700,0.03,250,8068,8318,702,70,1491,73,22,20,0.10398860398860399,0.03133903133903134,0.02849002849002849,0.07264957264957264,0.0754985754985755,0.9698189134808853,0.030181086519114688,0.07488049628083183,0.07507471987235477,0.07492068825008787,True,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.11039886039886039,0.0,0.0,0.0,0.11039886039886039,0.0,0.11039886039886039,False,winner_injury_power_status;fast_fail_ml_supported_gate_allowed;rule_baseline_rejected_fast_fail_winner_n,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,validation,keep_9700,keep_9700,0.03,76,2438,2514,236,5,161,29,13,6,0.1228813559322034,0.05508474576271186,0.025423728813559324,0.06779661016949154,0.09745762711864407,0.9751552795031055,0.024844720496894408,0.061920432767421596,0.0617479951368711,0.06178257618881311,False,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.11652542372881358,0.0,0.0001724376305504982,0.0,0.11635298609826308,0.0,0.11039886039886039,False,capture_lift_power_status;winner_injury_power_status;fast_fail_ml_supported_gate_allowed;post_dedup_fast_fail_winner_n;rule_baseline_rejected_fast_fail_winner_n,candidate_readout,False,False
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,robustness,keep_9700,keep_9700,0.03,150,4820,4970,342,39,995,32,23,6,0.0935672514619883,0.06725146198830409,0.017543859649122806,0.02631578947368421,0.07602339181286549,0.9678391959798995,0.032160804020100506,0.065776063574174,0.06549423878133032,0.06567800546835241,False,0.1,0.1,10B_default_v1,0.5,10.0,1.0,100.0,10.0,0.06432748538011696,0.0,0.00028182479284367956,0.0,0.06404566058727328,0.0,0.11039886039886039,False,winner_injury_power_status;fast_fail_ml_supported_gate_allowed,candidate_readout,False,False
