label_id,selection_scope,selection_reason,frozen_for_ep2_2,horizon,upside,drawdown,same_day_policy,candidate_positive_rate,episode_any_positive_rate,episode_first_valid_positive_rate,episode_weighted_positive_rate,top1_instrument_year_positive_share,same_day_ambiguity_rate
confirm_h10_u10_d08_target_first_optimistic,2017_2023_core_research_years,passes_pre_registered_gates,True,10,0.1,0.08,target_first_optimistic,0.2325874566656161,0.4458259325044404,0.2818235642391948,0.2599563041392526,0.0094850948509485,0.0
confirm_h20_u10_d04_conservative_fail,2017_2023_core_research_years,passes_pre_registered_gates,True,20,0.1,0.04,conservative_fail,0.2512606366214938,0.4647720544701006,0.2818235642391948,0.254658485386727,0.0075258701787394,0.0003151591553734
confirm_h20_u10_d04_drop_ambiguous,2017_2023_core_research_years,passes_pre_registered_gates,True,20,0.1,0.04,drop_ambiguous,0.2513398486759142,0.4647720544701006,0.2818235642391948,0.2548417440069305,0.0075258701787394,0.0003151591553734
confirm_h20_u10_d04_target_first_optimistic,2017_2023_core_research_years,passes_pre_registered_gates,True,20,0.1,0.04,target_first_optimistic,0.2515757957768673,0.4653641207815275,0.2818235642391948,0.2551518739795826,0.0075164422173504,0.0003151591553734
confirm_h20_u10_d06_conservative_fail,2017_2023_core_research_years,passes_pre_registered_gates,True,20,0.1,0.06,conservative_fail,0.3055468011345729,0.4890467732386027,0.3422143280047365,0.3057604933715058,0.0074780814853017,0.0
confirm_h20_u10_d06_drop_ambiguous,2017_2023_core_research_years,passes_pre_registered_gates,True,20,0.1,0.06,drop_ambiguous,0.3055468011345729,0.4890467732386027,0.3422143280047365,0.3057604933715058,0.0074780814853017,0.0
confirm_h20_u10_d06_target_first_optimistic,2017_2023_core_research_years,passes_pre_registered_gates,True,20,0.1,0.06,target_first_optimistic,0.3055468011345729,0.4890467732386027,0.3422143280047365,0.3057604933715058,0.0074780814853017,0.0
confirm_h20_u10_d08_conservative_fail,2017_2023_core_research_years,passes_pre_registered_gates,True,20,0.1,0.08,conservative_fail,0.3267412543334383,0.5091770278271166,0.3712255772646536,0.3366635995410418,0.0079575596816976,0.0
confirm_h20_u10_d08_drop_ambiguous,2017_2023_core_research_years,passes_pre_registered_gates,True,20,0.1,0.08,drop_ambiguous,0.3267412543334383,0.5091770278271166,0.3712255772646536,0.3366635995410418,0.0079575596816976,0.0
confirm_h20_u10_d08_target_first_optimistic,2017_2023_core_research_years,passes_pre_registered_gates,True,20,0.1,0.08,target_first_optimistic,0.3267412543334383,0.5091770278271166,0.3712255772646536,0.3366635995410418,0.0079575596816976,0.0
confirm_h20_u12_d04_conservative_fail,2017_2023_core_research_years,passes_pre_registered_gates,True,20,0.12,0.04,conservative_fail,0.2054837693034982,0.3913558318531676,0.2368265245707519,0.2162680257706901,0.00920245398773,0.0
confirm_h20_u12_d04_drop_ambiguous,2017_2023_core_research_years,passes_pre_registered_gates,True,20,0.12,0.04,drop_ambiguous,0.2054837693034982,0.3913558318531676,0.2368265245707519,0.2162680257706901,0.00920245398773,0.0
confirm_h20_u12_d04_target_first_optimistic,2017_2023_core_research_years,passes_pre_registered_gates,True,20,0.12,0.04,target_first_optimistic,0.2054837693034982,0.3913558318531676,0.2368265245707519,0.2162680257706901,0.00920245398773,0.0
confirm_h20_u12_d06_conservative_fail,2017_2023_core_research_years,passes_pre_registered_gates,True,20,0.12,0.06,conservative_fail,0.2479514654900725,0.4103019538188277,0.2859680284191829,0.2566729846037128,0.0092151255163647,0.0
confirm_h20_u12_d06_drop_ambiguous,2017_2023_core_research_years,passes_pre_registered_gates,True,20,0.12,0.06,drop_ambiguous,0.2479514654900725,0.4103019538188277,0.2859680284191829,0.2566729846037128,0.0092151255163647,0.0
confirm_h20_u12_d06_target_first_optimistic,2017_2023_core_research_years,passes_pre_registered_gates,True,20,0.12,0.06,target_first_optimistic,0.2479514654900725,0.4103019538188277,0.2859680284191829,0.2566729846037128,0.0092151255163647,0.0
confirm_h20_u12_d08_conservative_fail,2017_2023_core_research_years,passes_pre_registered_gates,True,20,0.12,0.08,conservative_fail,0.2659943271352032,0.4280639431616341,0.3108348134991119,0.2833328420806218,0.0097748815165876,0.0
confirm_h20_u12_d08_drop_ambiguous,2017_2023_core_research_years,passes_pre_registered_gates,True,20,0.12,0.08,drop_ambiguous,0.2659943271352032,0.4280639431616341,0.3108348134991119,0.2833328420806218,0.0097748815165876,0.0
confirm_h20_u12_d08_target_first_optimistic,2017_2023_core_research_years,passes_pre_registered_gates,True,20,0.12,0.08,target_first_optimistic,0.2659943271352032,0.4280639431616341,0.3108348134991119,0.2833328420806218,0.0097748815165876,0.0
confirm_h10_u12_d06_conservative_fail,2017_2023_core_research_years,candidate_base_rate_out_of_range,False,10,0.12,0.06,conservative_fail,0.1682949889694295,0.3410301953818828,0.206631142687981,0.1941796592329452,0.0121722846441947,0.0
