artifact_name,artifact_path,required_for_requirement,exists,recorded_content_hash,current_content_hash
ep2_path_label_panel.parquet,ep2/engineering_baseline/outputs/cache/ep2_path_label_panel.parquet,True,True,359e82d2e19067a006c37a9c1a0a68d63042c019181086f846a96822bbf94f92,359e82d2e19067a006c37a9c1a0a68d63042c019181086f846a96822bbf94f92
ep2_label_sweep_grid.csv,ep2/engineering_baseline/outputs/reports/ep2_label_sweep_grid.csv,True,True,3afc659de152f4deb23c4a5a34a5028b63c53452920198a9dbe3a6eec0bef66e,3afc659de152f4deb23c4a5a34a5028b63c53452920198a9dbe3a6eec0bef66e
ep2_label_freeze_candidate.csv,ep2/engineering_baseline/outputs/reports/ep2_label_freeze_candidate.csv,True,True,c67d0809e85f7406c4b6eae051d71bd74fb457420e604a791c17da91ac51b401,c67d0809e85f7406c4b6eae051d71bd74fb457420e604a791c17da91ac51b401
ep2_schedule_action_panel.parquet,ep2/engineering_baseline/outputs/cache/ep2_schedule_action_panel.parquet,True,True,07b0b68c6aebcefb5868c4bf739aa3c883549f7d5e962e15f5c59104a6f66e41,07b0b68c6aebcefb5868c4bf739aa3c883549f7d5e962e15f5c59104a6f66e41
ep2_exposure_daily_panel.parquet,ep2/engineering_baseline/outputs/cache/ep2_exposure_daily_panel.parquet,True,True,5d5a7d45ed7720c1fec408e04b05860cf0583bff46ff3dea39a3130ab63ca8f5,5d5a7d45ed7720c1fec408e04b05860cf0583bff46ff3dea39a3130ab63ca8f5
ep2_no_model_baseline_results.csv,ep2/engineering_baseline/outputs/reports/ep2_no_model_baseline_results.csv,True,True,ffa568483f0051b715806febc80640c7ff130986dbfb7bdee5d9b579ea5a1d4e,ffa568483f0051b715806febc80640c7ff130986dbfb7bdee5d9b579ea5a1d4e
ep2_no_model_baseline_comparison.csv,ep2/engineering_baseline/outputs/reports/ep2_no_model_baseline_comparison.csv,True,True,d27801ce60dda2d3e067f6d49bbfd7e69acc8b06882ddcaafd05f377ba4338b6,d27801ce60dda2d3e067f6d49bbfd7e69acc8b06882ddcaafd05f377ba4338b6
ep2_no_model_baseline_gate.csv,ep2/engineering_baseline/outputs/reports/ep2_no_model_baseline_gate.csv,True,True,b537ccad55f61ff775427804e8fe22dfeedf7a8f155fe5b7718cc0ef01558bdf,b537ccad55f61ff775427804e8fe22dfeedf7a8f155fe5b7718cc0ef01558bdf
ep2_threshold_config_consistency_audit.csv,ep2/engineering_baseline/outputs/reports/ep2_threshold_config_consistency_audit.csv,True,True,acb5d91126e419b112f0677e237667efc1c48a235dd5e45ffcee3b8321832d5b,acb5d91126e419b112f0677e237667efc1c48a235dd5e45ffcee3b8321832d5b
config.yaml,ep2/engineering_baseline/config.yaml,True,True,02c64d1c90fb2344247f732e7935738bae17542f67442db3758ddcc0f4c6f492,02c64d1c90fb2344247f732e7935738bae17542f67442db3758ddcc0f4c6f492
