split_bucket,context_stratum,cost_bps,continued_negative_n,continued_negative_continue_return_sum,continued_negative_continue_return_mean,continued_negative_max_drawdown_mean,continued_negative_max_drawdown_worst,continued_negative_residual_loss_abs,defended_negative_avoided_loss_abs,continued_negative_residual_loss_share,continued_negative_leakage_status,continued_negative_leakage_caveat
train,non_known_failed_context,25,586,-57.79340061992909,-0.09862355054595408,-0.15295870674699802,-0.45506419400855924,61.79102101334472,60.31863790622191,1.0244100854765974,readout,
train,non_known_failed_context,50,586,-57.79340061992909,-0.09862355054595408,-0.15295870674699802,-0.45506419400855924,61.79102101334472,60.31863790622191,1.0244100854765974,readout,
train,non_known_failed_context,100,586,-57.79340061992909,-0.09862355054595408,-0.15295870674699802,-0.45506419400855924,61.79102101334472,60.31863790622191,1.0244100854765974,readout,
robustness,all_steps,0,330,-32.159818816810066,-0.09745399641457596,-0.1442333905565262,-0.325268817204301,33.66177485297305,20.513371174268432,1.640967472728116,readout,
robustness,all_steps,25,330,-32.159818816810066,-0.09745399641457596,-0.1442333905565262,-0.325268817204301,33.66177485297305,20.513371174268432,1.640967472728116,readout,
robustness,all_steps,50,330,-32.159818816810066,-0.09745399641457596,-0.1442333905565262,-0.325268817204301,33.66177485297305,20.513371174268432,1.640967472728116,readout,
robustness,all_steps,100,330,-32.159818816810066,-0.09745399641457596,-0.1442333905565262,-0.325268817204301,33.66177485297305,20.513371174268432,1.640967472728116,readout,
robustness,late_rescue_context,0,71,-7.837631079706272,-0.11038917013670806,-0.15156951394757262,-0.325268817204301,8.00832564995703,3.989644665426836,2.0072779211028435,readout,
robustness,late_rescue_context,25,71,-7.837631079706272,-0.11038917013670806,-0.15156951394757262,-0.325268817204301,8.00832564995703,3.989644665426836,2.0072779211028435,readout,
robustness,late_rescue_context,50,71,-7.837631079706272,-0.11038917013670806,-0.15156951394757262,-0.325268817204301,8.00832564995703,3.989644665426836,2.0072779211028435,readout,
robustness,late_rescue_context,100,71,-7.837631079706272,-0.11038917013670806,-0.15156951394757262,-0.325268817204301,8.00832564995703,3.989644665426836,2.0072779211028435,readout,
robustness,non_late_rescue_context,0,259,-24.322187737103793,-0.0939080607610185,-0.1422223297041544,-0.29680930002473416,25.653449203016027,16.523726508841595,1.5525220167066587,readout,
robustness,non_late_rescue_context,25,259,-24.322187737103793,-0.0939080607610185,-0.1422223297041544,-0.29680930002473416,25.653449203016027,16.523726508841595,1.5525220167066587,readout,
robustness,non_late_rescue_context,50,259,-24.322187737103793,-0.0939080607610185,-0.1422223297041544,-0.29680930002473416,25.653449203016027,16.523726508841595,1.5525220167066587,readout,
robustness,non_late_rescue_context,100,259,-24.322187737103793,-0.0939080607610185,-0.1422223297041544,-0.29680930002473416,25.653449203016027,16.523726508841595,1.5525220167066587,readout,
robustness,known_failed_context_any,0,189,-19.19923894920128,-0.10158327486349884,-0.14706056321080646,-0.325268817204301,20.15980008378579,12.104204270229946,1.6655204781505897,readout,
robustness,known_failed_context_any,25,189,-19.19923894920128,-0.10158327486349884,-0.14706056321080646,-0.325268817204301,20.15980008378579,12.104204270229946,1.6655204781505897,readout,
robustness,known_failed_context_any,50,189,-19.19923894920128,-0.10158327486349884,-0.14706056321080646,-0.325268817204301,20.15980008378579,12.104204270229946,1.6655204781505897,readout,
robustness,known_failed_context_any,100,189,-19.19923894920128,-0.10158327486349884,-0.14706056321080646,-0.325268817204301,20.15980008378579,12.104204270229946,1.6655204781505897,readout,
robustness,non_known_failed_context,0,141,-12.960579867608782,-0.09191900615325377,-0.14044377614759734,-0.29680930002473416,13.501974769187266,8.409166904038486,1.6056257324019778,readout,
robustness,non_known_failed_context,25,141,-12.960579867608782,-0.09191900615325377,-0.14044377614759734,-0.29680930002473416,13.501974769187266,8.409166904038486,1.6056257324019778,readout,
robustness,non_known_failed_context,50,141,-12.960579867608782,-0.09191900615325377,-0.14044377614759734,-0.29680930002473416,13.501974769187266,8.409166904038486,1.6056257324019778,readout,
robustness,non_known_failed_context,100,141,-12.960579867608782,-0.09191900615325377,-0.14044377614759734,-0.29680930002473416,13.501974769187266,8.409166904038486,1.6056257324019778,readout,
validation,all_steps,0,99,-10.740722026086164,-0.10849214167763803,-0.15818618232097315,-0.3207547169811321,11.13783442730593,9.365627466715091,1.189224583925547,readout,
validation,all_steps,25,99,-10.740722026086164,-0.10849214167763803,-0.15818618232097315,-0.3207547169811321,11.13783442730593,9.365627466715091,1.189224583925547,readout,
validation,all_steps,50,99,-10.740722026086164,-0.10849214167763803,-0.15818618232097315,-0.3207547169811321,11.13783442730593,9.365627466715091,1.189224583925547,readout,
validation,all_steps,100,99,-10.740722026086164,-0.10849214167763803,-0.15818618232097315,-0.3207547169811321,11.13783442730593,9.365627466715091,1.189224583925547,readout,
validation,late_rescue_context,0,79,-8.780167390150513,-0.11114135936899384,-0.16270292290872254,-0.3207547169811321,8.951235485516971,7.8285129988854605,1.1434145267168045,readout,
validation,late_rescue_context,25,79,-8.780167390150513,-0.11114135936899384,-0.16270292290872254,-0.3207547169811321,8.951235485516971,7.8285129988854605,1.1434145267168045,readout,
validation,late_rescue_context,50,79,-8.780167390150513,-0.11114135936899384,-0.16270292290872254,-0.3207547169811321,8.951235485516971,7.8285129988854605,1.1434145267168045,readout,
validation,late_rescue_context,100,79,-8.780167390150513,-0.11114135936899384,-0.16270292290872254,-0.3207547169811321,8.951235485516971,7.8285129988854605,1.1434145267168045,readout,
validation,non_late_rescue_context,0,20,-1.9605546359356545,-0.09802773179678273,-0.14034505699936314,-0.21488338970980947,2.1865989417889646,1.5371144678296331,1.4225348778847857,readout,
validation,non_late_rescue_context,25,20,-1.9605546359356545,-0.09802773179678273,-0.14034505699936314,-0.21488338970980947,2.1865989417889646,1.5371144678296331,1.4225348778847857,readout,
validation,non_late_rescue_context,50,20,-1.9605546359356545,-0.09802773179678273,-0.14034505699936314,-0.21488338970980947,2.1865989417889646,1.5371144678296331,1.4225348778847857,readout,
validation,non_late_rescue_context,100,20,-1.9605546359356545,-0.09802773179678273,-0.14034505699936314,-0.21488338970980947,2.1865989417889646,1.5371144678296331,1.4225348778847857,readout,
validation,known_failed_context_any,0,95,-10.112774362511423,-0.10645025644748866,-0.15821448593826887,-0.3207547169811321,10.509886763731188,8.953196234494978,1.1738698101174836,readout,
validation,known_failed_context_any,25,95,-10.112774362511423,-0.10645025644748866,-0.15821448593826887,-0.3207547169811321,10.509886763731188,8.953196234494978,1.1738698101174836,readout,
validation,known_failed_context_any,50,95,-10.112774362511423,-0.10645025644748866,-0.15821448593826887,-0.3207547169811321,10.509886763731188,8.953196234494978,1.1738698101174836,readout,
validation,known_failed_context_any,100,95,-10.112774362511423,-0.10645025644748866,-0.15821448593826887,-0.3207547169811321,10.509886763731188,8.953196234494978,1.1738698101174836,readout,
validation,non_known_failed_context,0,4,-0.627947663574746,-0.1569869158936865,-0.1575139714102009,-0.19557487159225606,0.627947663574746,0.4124312322201158,1.5225511903996845,readout,
validation,non_known_failed_context,25,4,-0.627947663574746,-0.1569869158936865,-0.1575139714102009,-0.19557487159225606,0.627947663574746,0.4124312322201158,1.5225511903996845,readout,
validation,non_known_failed_context,50,4,-0.627947663574746,-0.1569869158936865,-0.1575139714102009,-0.19557487159225606,0.627947663574746,0.4124312322201158,1.5225511903996845,readout,
validation,non_known_failed_context,100,4,-0.627947663574746,-0.1569869158936865,-0.1575139714102009,-0.19557487159225606,0.627947663574746,0.4124312322201158,1.5225511903996845,readout,
