split_bucket,context_stratum,cost_bps,defended_positive_n,defended_positive_continue_return_sum,defended_positive_continue_return_mean,defended_positive_policy_net_return_sum,defended_positive_policy_net_return_mean,defended_positive_incremental_return_sum,defended_positive_incremental_return_mean,positive_upside_sacrificed_abs_sum,positive_upside_sacrificed_abs_mean,positive_sacrifice_status,positive_sacrifice_caveat
validation,all_steps,0,77,12.82987130328639,0.1666217052374856,0.0,0.0,-12.82987130328639,-0.1666217052374856,12.82987130328639,0.1666217052374856,readout,
validation,all_steps,25,77,12.82987130328639,0.1666217052374856,-0.1925,-0.0025,-13.022371303286386,-0.16912170523748554,13.022371303286386,0.16912170523748554,readout,
validation,all_steps,50,77,12.82987130328639,0.1666217052374856,-0.385,-0.005,-13.21487130328639,-0.1716217052374856,13.21487130328639,0.1716217052374856,readout,
validation,all_steps,100,77,12.82987130328639,0.1666217052374856,-0.77,-0.01,-13.59987130328639,-0.17662170523748558,13.59987130328639,0.17662170523748558,readout,
validation,late_rescue_context,0,55,7.760854424141951,0.1411064440753082,0.0,0.0,-7.760854424141951,-0.1411064440753082,7.760854424141951,0.1411064440753082,readout,
validation,late_rescue_context,25,55,7.760854424141951,0.1411064440753082,-0.1375,-0.0025,-7.898354424141953,-0.14360644407530823,7.898354424141953,0.14360644407530823,readout,
validation,late_rescue_context,50,55,7.760854424141951,0.1411064440753082,-0.275,-0.005,-8.035854424141952,-0.14610644407530823,8.035854424141952,0.14610644407530823,readout,
validation,late_rescue_context,100,55,7.760854424141951,0.1411064440753082,-0.55,-0.01,-8.310854424141953,-0.15110644407530824,8.310854424141953,0.15110644407530824,readout,
validation,non_late_rescue_context,0,22,5.069016879144438,0.230409858142929,0.0,0.0,-5.069016879144438,-0.230409858142929,5.069016879144438,0.230409858142929,readout,
validation,non_late_rescue_context,25,22,5.069016879144438,0.230409858142929,-0.055000000000000014,-0.0025000000000000005,-5.124016879144437,-0.23290985814292897,5.124016879144437,0.23290985814292897,readout,
validation,non_late_rescue_context,50,22,5.069016879144438,0.230409858142929,-0.11000000000000003,-0.005000000000000001,-5.179016879144438,-0.235409858142929,5.179016879144438,0.235409858142929,readout,
validation,non_late_rescue_context,100,22,5.069016879144438,0.230409858142929,-0.22000000000000006,-0.010000000000000002,-5.289016879144437,-0.24040985814292898,5.289016879144437,0.24040985814292898,readout,
validation,known_failed_context_any,0,69,10.363049611136057,0.1501891247990733,0.0,0.0,-10.363049611136057,-0.1501891247990733,10.363049611136057,0.1501891247990733,readout,
validation,known_failed_context_any,25,69,10.363049611136057,0.1501891247990733,-0.17250000000000001,-0.0025,-10.535549611136053,-0.15268912479907323,10.535549611136053,0.15268912479907323,readout,
validation,known_failed_context_any,50,69,10.363049611136057,0.1501891247990733,-0.34500000000000003,-0.005,-10.708049611136058,-0.15518912479907332,10.708049611136058,0.15518912479907332,readout,
validation,known_failed_context_any,100,69,10.363049611136057,0.1501891247990733,-0.6900000000000001,-0.01,-11.053049611136057,-0.1601891247990733,11.053049611136057,0.1601891247990733,readout,
validation,non_known_failed_context,0,8,2.4668216921503316,0.30835271151879146,0.0,0.0,-2.4668216921503316,-0.30835271151879146,2.4668216921503316,0.30835271151879146,readout,
validation,non_known_failed_context,25,8,2.4668216921503316,0.30835271151879146,-0.02,-0.0025,-2.4868216921503317,-0.31085271151879146,2.4868216921503317,0.31085271151879146,readout,
validation,non_known_failed_context,50,8,2.4668216921503316,0.30835271151879146,-0.04,-0.005,-2.5068216921503317,-0.31335271151879146,2.5068216921503317,0.31335271151879146,readout,
validation,non_known_failed_context,100,8,2.4668216921503316,0.30835271151879146,-0.08,-0.01,-2.5468216921503317,-0.31835271151879146,2.5468216921503317,0.31835271151879146,readout,
