artifact_id,resolved_path,row_count,sha256,schema_status,read_status,required_flag
a7c_stage2_single_feature_challenger,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7c_direction_e_stage2_decoupling_chained_readouts/stage2_single_feature_challenger.csv,24.0,96243a07b9c517803d065610b930446e84a77489d10595ce48a147d0bd61d9af,pass,pass,True
a7c_stage2_complex_model_matched_comparator,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7c_direction_e_stage2_decoupling_chained_readouts/stage2_complex_model_matched_comparator.csv,24.0,2ab1a821dfcd2d7a504bc4e15fd67b3d7b41a36322ca4086711d366d5d2378dc,pass,pass,True
a7c_stage2_budget_drift_audit,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7c_direction_e_stage2_decoupling_chained_readouts/stage2_budget_drift_audit.csv,144.0,ca00be97dc8f970d5f7a4c24d6ff9f92cf648c25cb27223826f999fb97009fcc,pass,pass,True
a7c_stage2_opportunity_cost_audit,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7c_direction_e_stage2_decoupling_chained_readouts/stage2_opportunity_cost_audit.csv,4.0,dbc7e00d9a37c7c5e0e465ab72c56819679075e1dee9b82e5f0578f597b78b35,pass,pass,True
a7c_direction_e_decision,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7c_direction_e_stage2_decoupling_chained_readouts/direction_e_decision.csv,1.0,78f9d0099c471920b3740e3854d2aca650b656fa87f2f4a37281132479e28d0f,pass,pass,True
a7c_report,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/reports/stage2_decoupling_chained_readouts_report.md,,4da921e252637484235cae8629aa9da806422273963f278f1a6ede5a473d0e65,pass,pass,True
a7c_manifest,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/manifests/12A7c_direction_e_stage2_decoupling_chained_readouts_manifest.json,,8e31569a6068cb64613b3588b2079ca931de25d8164bb049422381f08d851680,pass,pass,True
a7c_stage2_decoupling_score_matrix,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/local_cache/12A7c_direction_e_stage2_decoupling_chained_readouts/stage2_decoupling_score_matrix.parquet,15113.0,08c943cd1e94cfabfc32c70496ba5c3de9e09f299ce241cd0ab6aa3bfba5efda,pass,pass,True
a7c_random_stage2_selected,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/local_cache/12A7c_direction_e_stage2_decoupling_chained_readouts/random_stage2_selected.parquet,621064.0,6049fe6f497c865dc452117afbe93fd2c08a120a0c2131f66f9e23a1426388dc,pass,pass,False
a7c_bootstrap_replicates,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/local_cache/12A7c_direction_e_stage2_decoupling_chained_readouts/bootstrap_replicates.parquet,168000.0,af198882fe312f1c8d1a917431cbe8a3e208a0faf4f79f51e32155469b188ae1,pass,pass,False
matched_random_sampled_entries,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A6b_c0_risk_on_fast_fail_survival_uplift_audit/matched_random_sampled_entries.csv.gz,1511300.0,f75371d5fb30a40f12c09c91523f8f8a669aa9b99698a377960ec07dfcf50eb5,pass,pass,True
entry_forward_path_cache,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/local_cache/12A6b_c0_risk_on_fast_fail_survival_uplift_audit/entry_forward_path_cache.parquet,415021.0,244bd5e1ba04b7a431f11579ca3bbe7a68dc052d62a0866bafb6671568f6a03b,pass,pass,True
stage2_path_cache,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/local_cache/12A6c_two_stage_fast_fail_rejector_continuation_feasibility/stage2_path_cache.parquet,414203.0,0ab5bb232ed12db5b2c0540a3da0a9bb44b21f5ab21a0c728534d6c3651663a3,pass,pass,True
manifest_12a6b,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/manifests/12A6b_c0_risk_on_fast_fail_survival_uplift_audit_manifest.json,,19f6a8f54e3930c34b913edd3ccc3e71718e503315a6edbf3a25ed86b24b1f15,pass,pass,True
manifest_12a6c,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/manifests/12A6c_two_stage_fast_fail_rejector_continuation_feasibility_manifest.json,,6a94be86a54d58e7c8c8b04fd85e7bd8cf546d5309395d4fff18f4a1043f8ce2,pass,pass,True
