replay_universe,policy_id,split,replay_status,event_count,status_share
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p05__fixed_size,train,censored_by_split_boundary,217,0.059144180975742706
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p05__fixed_size,train,replay_complete,3322,0.9054238212046879
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p05__fixed_size,validation,censored_by_missing_price,16,0.007714561234329798
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p05__fixed_size,validation,censored_by_split_boundary,176,0.08486017357762778
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p05__fixed_size,validation,replay_complete,1882,0.9074252651880425
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,robustness,censored_by_missing_price,272,0.12380518889394629
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,robustness,censored_by_no_exit_execution,3,0.0013654984069185253
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,robustness,censored_by_split_boundary,147,0.06690942193900774
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,robustness,replay_complete,1775,0.8079198907601275
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,train,censored_by_missing_price,130,0.035431997819569364
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,train,censored_by_split_boundary,217,0.059144180975742706
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,train,replay_complete,3322,0.9054238212046879
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,validation,censored_by_missing_price,16,0.007714561234329798
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,validation,censored_by_split_boundary,176,0.08486017357762778
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,validation,replay_complete,1882,0.9074252651880425
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p08__fixed_size,robustness,censored_by_missing_price,272,0.12380518889394629
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p08__fixed_size,robustness,censored_by_no_exit_execution,3,0.0013654984069185253
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p08__fixed_size,robustness,censored_by_split_boundary,216,0.09831588529813381
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p08__fixed_size,robustness,replay_complete,1706,0.7765134274010014
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p08__fixed_size,train,censored_by_missing_price,130,0.035431997819569364
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p08__fixed_size,train,censored_by_split_boundary,294,0.08013082583810302
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p08__fixed_size,train,replay_complete,3245,0.8844371763423277
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p08__fixed_size,validation,censored_by_missing_price,16,0.007714561234329798
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p08__fixed_size,validation,censored_by_split_boundary,228,0.10993249758919961
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p08__fixed_size,validation,replay_complete,1830,0.8823529411764706
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,robustness,censored_by_missing_price,272,0.12380518889394629
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,robustness,censored_by_no_exit_execution,3,0.0013654984069185253
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,robustness,censored_by_split_boundary,216,0.09831588529813381
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,robustness,replay_complete,1706,0.7765134274010014
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,train,censored_by_missing_price,130,0.035431997819569364
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,train,censored_by_split_boundary,294,0.08013082583810302
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,train,replay_complete,3245,0.8844371763423277
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,validation,censored_by_missing_price,16,0.007714561234329798
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,validation,censored_by_split_boundary,228,0.10993249758919961
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,validation,replay_complete,1830,0.8823529411764706
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,robustness,censored_by_missing_price,272,0.12380518889394629
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,robustness,censored_by_no_exit_execution,3,0.0013654984069185253
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,robustness,censored_by_split_boundary,247,0.11242603550295859
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,robustness,replay_complete,1675,0.7624032771961766
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,train,censored_by_missing_price,130,0.035431997819569364
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,train,censored_by_split_boundary,335,0.09130553284273644
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,train,replay_complete,3204,0.8732624693376942
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,validation,censored_by_missing_price,16,0.007714561234329798
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,validation,censored_by_split_boundary,255,0.12295081967213115
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,validation,replay_complete,1803,0.869334619093539
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,robustness,censored_by_missing_price,272,0.12380518889394629
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,robustness,censored_by_no_exit_execution,3,0.0013654984069185253
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,robustness,censored_by_split_boundary,247,0.11242603550295859
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,robustness,replay_complete,1675,0.7624032771961766
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,train,censored_by_missing_price,130,0.035431997819569364
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,train,censored_by_split_boundary,335,0.09130553284273644
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,train,replay_complete,3204,0.8732624693376942
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,validation,censored_by_missing_price,16,0.007714561234329798
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,validation,censored_by_split_boundary,255,0.12295081967213115
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,validation,replay_complete,1803,0.869334619093539
volume_money,hold_120d__no_exit__none__volatility_scaled,robustness,censored_by_missing_price,272,0.12380518889394629
volume_money,hold_120d__no_exit__none__volatility_scaled,robustness,censored_by_no_exit_execution,7,0.0031861629494765588
volume_money,hold_120d__no_exit__none__volatility_scaled,robustness,censored_by_split_boundary,365,0.16613563950842059
volume_money,hold_120d__no_exit__none__volatility_scaled,robustness,replay_complete,1553,0.7068730086481566
volume_money,hold_120d__no_exit__none__volatility_scaled,train,censored_by_missing_price,130,0.035431997819569364
volume_money,hold_120d__no_exit__none__volatility_scaled,train,censored_by_split_boundary,570,0.1553556827473426
volume_money,hold_120d__no_exit__none__volatility_scaled,train,replay_complete,2969,0.809212319433088
volume_money,hold_120d__no_exit__none__volatility_scaled,validation,censored_by_missing_price,16,0.007714561234329798
volume_money,hold_120d__no_exit__none__volatility_scaled,validation,censored_by_split_boundary,490,0.23625843780135006
volume_money,hold_120d__no_exit__none__volatility_scaled,validation,replay_complete,1568,0.7560270009643202
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,censored_by_missing_price,8,0.0036413290851160674
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,censored_by_split_boundary,131,0.059626763768775605
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,replay_complete,2058,0.9367319071461083
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p08__fixed_size,train,censored_by_missing_price,34,0.009266830198964295
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p08__fixed_size,train,censored_by_split_boundary,104,0.028345598255655493
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p08__fixed_size,train,replay_complete,3531,0.9623875715453802
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p08__fixed_size,validation,censored_by_missing_price,4,0.0019286403085824494
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p08__fixed_size,validation,censored_by_split_boundary,107,0.05159112825458052
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p08__fixed_size,validation,replay_complete,1963,0.946480231436837
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,censored_by_missing_price,8,0.0036413290851160674
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,censored_by_split_boundary,131,0.059626763768775605
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,replay_complete,2058,0.9367319071461083
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,train,censored_by_missing_price,34,0.009266830198964295
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,train,censored_by_split_boundary,104,0.028345598255655493
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,train,replay_complete,3531,0.9623875715453802
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,validation,censored_by_missing_price,4,0.0019286403085824494
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,validation,censored_by_split_boundary,107,0.05159112825458052
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,validation,replay_complete,1963,0.946480231436837
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,censored_by_missing_price,8,0.0036413290851160674
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,censored_by_split_boundary,134,0.06099226217569413
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,replay_complete,2055,0.9353664087391899
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p15__fixed_size,train,censored_by_missing_price,34,0.009266830198964295
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p15__fixed_size,train,censored_by_split_boundary,106,0.028890705914418096
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p15__fixed_size,train,replay_complete,3529,0.9618424638866176
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p15__fixed_size,validation,censored_by_missing_price,4,0.0019286403085824494
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p15__fixed_size,validation,censored_by_split_boundary,108,0.052073288331726135
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p15__fixed_size,validation,replay_complete,1962,0.9459980713596914
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,robustness,censored_by_missing_price,8,0.0036413290851160674
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,robustness,censored_by_split_boundary,134,0.06099226217569413
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,robustness,replay_complete,2055,0.9353664087391899
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,train,censored_by_missing_price,34,0.009266830198964295
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,train,censored_by_split_boundary,106,0.028890705914418096
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,train,replay_complete,3529,0.9618424638866176
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,validation,censored_by_missing_price,4,0.0019286403085824494
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,validation,censored_by_split_boundary,108,0.052073288331726135
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,validation,replay_complete,1962,0.9459980713596914
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p1__fixed_size,robustness,censored_by_missing_price,8,0.0036413290851160674
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p1__fixed_size,robustness,censored_by_split_boundary,133,0.06053709604005462
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p1__fixed_size,robustness,replay_complete,2056,0.9358215748748293
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p1__fixed_size,train,censored_by_missing_price,34,0.009266830198964295
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p1__fixed_size,train,censored_by_split_boundary,106,0.028890705914418096
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p1__fixed_size,train,replay_complete,3529,0.9618424638866176
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p1__fixed_size,validation,censored_by_missing_price,4,0.0019286403085824494
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p1__fixed_size,validation,censored_by_split_boundary,107,0.05159112825458052
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p1__fixed_size,validation,replay_complete,1963,0.946480231436837
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,robustness,censored_by_missing_price,8,0.0036413290851160674
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,robustness,censored_by_split_boundary,133,0.06053709604005462
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,robustness,replay_complete,2056,0.9358215748748293
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,train,censored_by_missing_price,34,0.009266830198964295
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,train,censored_by_split_boundary,106,0.028890705914418096
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,train,replay_complete,3529,0.9618424638866176
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,validation,censored_by_missing_price,4,0.0019286403085824494
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,validation,censored_by_split_boundary,107,0.05159112825458052
volume_money,hold_20d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,validation,replay_complete,1963,0.946480231436837
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p05__fixed_size,robustness,censored_by_missing_price,8,0.0036413290851160674
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p05__fixed_size,robustness,censored_by_split_boundary,108,0.04915794264906691
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p05__fixed_size,robustness,replay_complete,2081,0.947200728265817
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p05__fixed_size,train,censored_by_missing_price,34,0.009266830198964295
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p05__fixed_size,train,censored_by_split_boundary,76,0.020714091032979012
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p05__fixed_size,train,replay_complete,3559,0.9700190787680567
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p05__fixed_size,validation,censored_by_missing_price,4,0.0019286403085824494
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p05__fixed_size,validation,censored_by_split_boundary,101,0.048698167791706846
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p05__fixed_size,validation,replay_complete,1969,0.9493731918997107
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,robustness,censored_by_missing_price,8,0.0036413290851160674
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,robustness,censored_by_split_boundary,108,0.04915794264906691
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,robustness,replay_complete,2081,0.947200728265817
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,train,censored_by_missing_price,34,0.009266830198964295
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,train,censored_by_split_boundary,76,0.020714091032979012
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,train,replay_complete,3559,0.9700190787680567
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,validation,censored_by_missing_price,4,0.0019286403085824494
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,validation,censored_by_split_boundary,101,0.048698167791706846
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,validation,replay_complete,1969,0.9493731918997107
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p08__fixed_size,robustness,censored_by_missing_price,8,0.0036413290851160674
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p08__fixed_size,robustness,censored_by_split_boundary,127,0.05780609922621757
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p08__fixed_size,robustness,replay_complete,2062,0.9385525716886663
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p08__fixed_size,train,censored_by_missing_price,34,0.009266830198964295
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p08__fixed_size,train,censored_by_split_boundary,89,0.02425729081493595
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p08__fixed_size,train,replay_complete,3546,0.9664758789860998
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p08__fixed_size,validation,censored_by_missing_price,4,0.0019286403085824494
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p08__fixed_size,validation,censored_by_split_boundary,105,0.05062680810028929
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p08__fixed_size,validation,replay_complete,1965,0.9474445515911283
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,robustness,censored_by_missing_price,8,0.0036413290851160674
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,robustness,censored_by_split_boundary,127,0.05780609922621757
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,robustness,replay_complete,2062,0.9385525716886663
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,train,censored_by_missing_price,34,0.009266830198964295
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,train,censored_by_split_boundary,89,0.02425729081493595
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,train,replay_complete,3546,0.9664758789860998
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,validation,censored_by_missing_price,4,0.0019286403085824494
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,validation,censored_by_split_boundary,105,0.05062680810028929
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,validation,replay_complete,1965,0.9474445515911283
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p1__fixed_size,robustness,censored_by_missing_price,8,0.0036413290851160674
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p1__fixed_size,robustness,censored_by_split_boundary,131,0.059626763768775605
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p1__fixed_size,robustness,replay_complete,2058,0.9367319071461083
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p1__fixed_size,train,censored_by_missing_price,34,0.009266830198964295
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p1__fixed_size,train,censored_by_split_boundary,93,0.025347506132461162
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p1__fixed_size,train,replay_complete,3542,0.9653856636685746
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p1__fixed_size,validation,censored_by_missing_price,4,0.0019286403085824494
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p1__fixed_size,validation,censored_by_split_boundary,105,0.05062680810028929
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p1__fixed_size,validation,replay_complete,1965,0.9474445515911283
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,robustness,censored_by_missing_price,8,0.0036413290851160674
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,robustness,censored_by_split_boundary,131,0.059626763768775605
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,robustness,replay_complete,2058,0.9367319071461083
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,train,censored_by_missing_price,34,0.009266830198964295
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,train,censored_by_split_boundary,93,0.025347506132461162
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,train,replay_complete,3542,0.9653856636685746
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,validation,censored_by_missing_price,4,0.0019286403085824494
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,validation,censored_by_split_boundary,105,0.05062680810028929
volume_money,hold_20d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,validation,replay_complete,1965,0.9474445515911283
volume_money,hold_20d__no_exit__none__fixed_size,robustness,censored_by_missing_price,8,0.0036413290851160674
volume_money,hold_20d__no_exit__none__fixed_size,robustness,censored_by_split_boundary,134,0.06099226217569413
volume_money,hold_20d__no_exit__none__fixed_size,robustness,replay_complete,2055,0.9353664087391899
volume_money,hold_20d__no_exit__none__fixed_size,train,censored_by_missing_price,34,0.009266830198964295
volume_money,hold_20d__no_exit__none__fixed_size,train,censored_by_split_boundary,106,0.028890705914418096
volume_money,hold_20d__no_exit__none__fixed_size,train,replay_complete,3529,0.9618424638866176
volume_money,hold_20d__no_exit__none__fixed_size,validation,censored_by_missing_price,4,0.0019286403085824494
volume_money,hold_20d__no_exit__none__fixed_size,validation,censored_by_split_boundary,108,0.052073288331726135
volume_money,hold_20d__no_exit__none__fixed_size,validation,replay_complete,1962,0.9459980713596914
volume_money,hold_20d__no_exit__none__volatility_scaled,robustness,censored_by_missing_price,8,0.0036413290851160674
volume_money,hold_20d__no_exit__none__volatility_scaled,robustness,censored_by_split_boundary,134,0.06099226217569413
volume_money,hold_20d__no_exit__none__volatility_scaled,robustness,replay_complete,2055,0.9353664087391899
volume_money,hold_20d__no_exit__none__volatility_scaled,train,censored_by_missing_price,34,0.009266830198964295
volume_money,hold_20d__no_exit__none__volatility_scaled,train,censored_by_split_boundary,106,0.028890705914418096
volume_money,hold_20d__no_exit__none__volatility_scaled,train,replay_complete,3529,0.9618424638866176
volume_money,hold_20d__no_exit__none__volatility_scaled,validation,censored_by_missing_price,4,0.0019286403085824494
volume_money,hold_20d__no_exit__none__volatility_scaled,validation,censored_by_split_boundary,108,0.052073288331726135
volume_money,hold_20d__no_exit__none__volatility_scaled,validation,replay_complete,1962,0.9459980713596914
volume_money,hold_20d__time_stop__time_stop_days10__fixed_size,robustness,censored_by_missing_price,8,0.0036413290851160674
volume_money,hold_20d__time_stop__time_stop_days10__fixed_size,robustness,censored_by_split_boundary,57,0.02594446973145198
volume_money,hold_20d__time_stop__time_stop_days10__fixed_size,robustness,replay_complete,2132,0.9704142011834319
volume_money,hold_20d__time_stop__time_stop_days10__fixed_size,train,censored_by_missing_price,34,0.009266830198964295
volume_money,hold_20d__time_stop__time_stop_days10__fixed_size,train,censored_by_split_boundary,33,0.008994276369582993
volume_money,hold_20d__time_stop__time_stop_days10__fixed_size,train,replay_complete,3602,0.9817388934314527
volume_money,hold_20d__time_stop__time_stop_days10__fixed_size,validation,censored_by_missing_price,4,0.0019286403085824494
volume_money,hold_20d__time_stop__time_stop_days10__fixed_size,validation,censored_by_split_boundary,81,0.0390549662487946
volume_money,hold_20d__time_stop__time_stop_days10__fixed_size,validation,replay_complete,1989,0.9590163934426229
volume_money,hold_20d__time_stop__time_stop_days10__volatility_scaled,robustness,censored_by_missing_price,8,0.0036413290851160674
volume_money,hold_20d__time_stop__time_stop_days10__volatility_scaled,robustness,censored_by_split_boundary,57,0.02594446973145198
volume_money,hold_20d__time_stop__time_stop_days10__volatility_scaled,robustness,replay_complete,2132,0.9704142011834319
volume_money,hold_20d__time_stop__time_stop_days10__volatility_scaled,train,censored_by_missing_price,34,0.009266830198964295
volume_money,hold_20d__time_stop__time_stop_days10__volatility_scaled,train,censored_by_split_boundary,33,0.008994276369582993
volume_money,hold_20d__time_stop__time_stop_days10__volatility_scaled,train,replay_complete,3602,0.9817388934314527
volume_money,hold_20d__time_stop__time_stop_days10__volatility_scaled,validation,censored_by_missing_price,4,0.0019286403085824494
volume_money,hold_20d__time_stop__time_stop_days10__volatility_scaled,validation,censored_by_split_boundary,81,0.0390549662487946
volume_money,hold_20d__time_stop__time_stop_days10__volatility_scaled,validation,replay_complete,1989,0.9590163934426229
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,censored_by_missing_price,14,0.0063723258989531175
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,censored_by_split_boundary,213,0.0969503868912153
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,replay_complete,1970,0.8966772872098316
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p08__fixed_size,train,censored_by_missing_price,55,0.014990460615971654
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p08__fixed_size,train,censored_by_split_boundary,188,0.05124011992368493
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p08__fixed_size,train,replay_complete,3426,0.9337694194603434
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p08__fixed_size,validation,censored_by_missing_price,10,0.0048216007714561235
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p08__fixed_size,validation,censored_by_split_boundary,180,0.08678881388621022
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p08__fixed_size,validation,replay_complete,1884,0.9083895853423336
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,censored_by_missing_price,14,0.0063723258989531175
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,censored_by_split_boundary,213,0.0969503868912153
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,replay_complete,1970,0.8966772872098316
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,train,censored_by_missing_price,55,0.014990460615971654
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,train,censored_by_split_boundary,188,0.05124011992368493
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,train,replay_complete,3426,0.9337694194603434
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,validation,censored_by_missing_price,10,0.0048216007714561235
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,validation,censored_by_split_boundary,180,0.08678881388621022
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,validation,replay_complete,1884,0.9083895853423336
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,censored_by_missing_price,14,0.0063723258989531175
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,censored_by_split_boundary,221,0.10059171597633136
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,replay_complete,1962,0.8930359581247155
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p15__fixed_size,train,censored_by_missing_price,55,0.014990460615971654
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p15__fixed_size,train,censored_by_split_boundary,201,0.05478331970564186
volume_money,hold_40d__break_even_after_gain__activation_gain_pct0p15__fixed_size,train,replay_complete,3413,0.9302262196783865
