policy_id,split,volume_money_replay_complete_count,matched_baseline_replay_complete_count,matched_comparator_effective_sample_size,volume_money_net_return_mean,matched_baseline_net_return_mean,net_return_mean_delta_vs_matched_baseline_A,volume_money_net_return_p10,matched_baseline_net_return_p10,p10_delta_vs_matched_baseline_A,volume_money_loss_le_minus5_rate,matched_baseline_loss_le_minus5_rate,loss_le_minus5_delta_vs_matched_baseline_A,matched_comparator_status
hold_40d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,validation,1942,3401,2999.5236058708497,-0.014425647644842452,-0.014031190748762344,-0.0003944568960801073,-0.07048733872853896,-0.06666514895931257,-0.0038221897692263945,0.4392378990731205,0.3526895379312796,0.08654836114184089,sufficient
hold_40d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,validation,1925,3401,2999.5236058708497,-0.018666891613316212,-0.018651095266284227,-1.579634703198496e-05,-0.09638514002307193,-0.09313987503221055,-0.0032452649908613768,0.5018181818181818,0.5332045851210991,-0.03138640330291731,sufficient
hold_40d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,validation,1917,3401,2999.5236058708497,-0.020487791691840253,-0.020580758398662042,9.296670682178848e-05,-0.11295982118522642,-0.10898736757216543,-0.003972453613060992,0.4809598330725091,0.5300095773526938,-0.049049744280184715,sufficient
hold_60d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,validation,1933,3401,2999.5236058708497,-0.013478026130129455,-0.016585587802049623,0.003107561671920169,-0.07153412244413578,-0.06773356877873793,-0.003800553665397846,0.4831867563372995,0.38329910870803,0.0998876476292695,sufficient
hold_60d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,validation,1908,3401,2999.5236058708497,-0.016677752169687116,-0.02229386052649559,0.005616108356808473,-0.09719786476517442,-0.09540629901907915,-0.0017915657460952639,0.5524109014675053,0.5929465443606373,-0.04053564289313205,sufficient
hold_60d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,validation,1893,3401,2999.5236058708497,-0.01947630518283127,-0.0245928833465228,0.005116578163691529,-0.11407396995755455,-0.11097873054802543,-0.0030952394095291186,0.5367142102482831,0.5928896605427223,-0.056175450294439155,sufficient
hold_120d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,validation,1882,3401,2999.5236058708497,-0.018792950249958786,-0.025930706507547394,0.007137756257588609,-0.07316464135910258,-0.06878393546555542,-0.0043807058935471654,0.5605738575982997,0.4282533608226029,0.1323204967756968,sufficient
hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,validation,1830,3401,2999.5236058708497,-0.025291600924843897,-0.036840411830080695,0.011548810905236798,-0.1002244079385922,-0.09730304769615201,-0.0029213602424401908,0.6934426229508197,0.7060575466038875,-0.012614923653067822,sufficient
hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,validation,1803,3401,2999.5236058708497,-0.02874722416467126,-0.04158478722509867,0.012837563060427406,-0.11709035742857403,-0.11397595556644602,-0.0031144018621280106,0.6860787576261785,0.732962997308512,-0.04688423968233346,sufficient
hold_20d__no_exit__none__fixed_size,validation,1962,3401,2999.5236058708497,-0.009553590552759655,-0.013532103150986526,0.003978512598226871,-0.13515690458680157,-0.14952017635007298,0.014363271763271401,0.33741080530071355,0.40417346471068377,-0.06676265940997023,sufficient
hold_40d__no_exit__none__fixed_size,validation,1881,3401,2999.5236058708497,-0.024140675465924057,-0.028037481660822306,0.0038968061948982495,-0.17972238829285947,-0.2010722928436589,0.021349904550799437,0.4258373205741627,0.47582692584637937,-0.049989605272216686,sufficient
hold_60d__no_exit__none__fixed_size,validation,1821,3401,2999.5236058708497,-0.019085137799822727,-0.03005579722817418,0.010970659428351452,-0.20514563519598206,-0.22990792891500744,0.024762293719025386,0.4184514003294893,0.4834759855437052,-0.06502458521421589,sufficient
volume_money_hold120_no_exit_fixed_size,validation,1568,3401,2999.5236058708497,-0.020743823116227588,-0.06600331335459617,0.045259490238368574,-0.2662441383613602,-0.29656256322052893,0.030318424859168747,0.46938775510204084,0.577825183637996,-0.10843742853595512,sufficient
hold_20d__no_exit__none__volatility_scaled,validation,1962,3401,2999.5236058708497,-0.008820695704046434,-0.010942180119841754,0.00212148441579532,-0.10932158268169503,-0.109571202892606,0.0002496202109109613,0.30479102956167176,0.3394469280422588,-0.03465589848058703,sufficient
hold_40d__no_exit__none__volatility_scaled,validation,1881,3401,2999.5236058708497,-0.021690774581784974,-0.021764230385954195,7.345580416922085e-05,-0.14589083541432757,-0.14314972848008695,-0.0027411069342406225,0.39925571504518875,0.42449992130000186,-0.025244206254813106,sufficient
hold_60d__no_exit__none__volatility_scaled,validation,1821,3401,2999.5236058708497,-0.01649070657590076,-0.0224124294647948,0.0059217228888940425,-0.17168625605661392,-0.16356421544140676,-0.00812204061520716,0.39593629873695774,0.43754524375769077,-0.041608945020733035,sufficient
hold_120d__no_exit__none__volatility_scaled,validation,1568,3401,2999.5236058708497,-0.011857297775662502,-0.04595652915380836,0.034099231378145856,-0.19631095806378657,-0.21356494545243274,0.01725398738864617,0.4559948979591837,0.5426372221872625,-0.08664232422807883,sufficient
hold_20d__time_stop__time_stop_days10__fixed_size,validation,1989,3401,2999.5236058708497,-0.006915829424483536,-0.007603475054038603,0.0006876456295550667,-0.09899539085999032,-0.11252941599661415,0.013534025136623828,0.25992961287078936,0.3060722181585461,-0.046142605287756766,sufficient
hold_20d__time_stop__time_stop_days10__volatility_scaled,validation,1989,3401,2999.5236058708497,-0.005844559054069455,-0.005592279374333102,-0.0002522796797363525,-0.0806467408491966,-0.08100195439959941,0.00035521355040281366,0.2212166918049271,0.23688834593484787,-0.015671654129920776,sufficient
hold_20d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,2058,2760,2423.2089381991455,0.010058408281910085,0.0019090352590943529,0.008149373022815732,-0.09768304870322088,-0.11585213224732549,0.01816908354410461,0.24927113702623907,0.30792768527218184,-0.05865654824594277,sufficient
hold_20d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,2055,2760,2423.2089381991455,0.010225618274650478,0.0016080984772920493,0.00861751979735843,-0.10025303563642322,-0.11802456294709462,0.0177715273106714,0.2545012165450122,0.31597984815744495,-0.06147863161243278,sufficient
hold_20d__break_even_after_gain__activation_gain_pct0p1__fixed_size,robustness,2056,2760,2423.2089381991455,0.010011035451095213,0.001675007343244003,0.00833602810785121,-0.09902193323682695,-0.11670669076498186,0.017684757528154904,0.252431906614786,0.31280415078244317,-0.060372244167657185,sufficient
hold_40d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,1970,2760,2423.2089381991455,0.02304193385076174,0.012584643619670126,0.010457290231091614,-0.12400049006494913,-0.1510621309766359,0.027061640911686766,0.26649746192893403,0.3085089448969874,-0.04201148296805335,sufficient
hold_40d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,1962,2760,2423.2089381991455,0.024146137534462063,0.011571080403946655,0.012575057130515408,-0.13130507599473626,-0.1594948257021055,0.028189749707369233,0.2889908256880734,0.33920726530766326,-0.05021643961958988,sufficient
hold_40d__break_even_after_gain__activation_gain_pct0p1__fixed_size,robustness,1964,2760,2423.2089381991455,0.023517793365910214,0.01210780056637047,0.011409992799539744,-0.12895935257071495,-0.15524470813552638,0.02628535556481143,0.2830957230142566,0.3226558656070763,-0.0395601425928197,sufficient
hold_60d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,1837,2760,2423.2089381991455,0.03689590824564742,0.024157912597334043,0.012737995648313374,-0.12605027670932228,-0.15776657367681501,0.03171629696749273,0.2487751769188895,0.29305464012914556,-0.044279463210256054,sufficient
hold_60d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,1815,2760,2423.2089381991455,0.03909676591717346,0.024814786681297035,0.014281979235876426,-0.14129452025146177,-0.1692159132590405,0.027921393007578732,0.27768595041322314,0.3371200113824583,-0.05943406096923515,sufficient
hold_60d__break_even_after_gain__activation_gain_pct0p1__fixed_size,robustness,1822,2760,2423.2089381991455,0.03814757312439056,0.02485597178760738,0.013291601336783178,-0.13491602980694148,-0.16178423014044085,0.026868200333499376,0.2667398463227223,0.30982535490247537,-0.04308550857975307,sufficient
hold_120d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,1634,2760,2423.2089381991455,0.06278459696100243,0.049800206076705024,0.012984390884297405,-0.11556752987431024,-0.15606116606855325,0.04049363619424301,0.17747858017135862,0.22689183313433742,-0.0494132529629788,sufficient
hold_120d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,1582,2760,2423.2089381991455,0.07229463378087199,0.05857812917634894,0.013716504604523047,-0.14488853353948167,-0.1720521452645013,0.027163611725019632,0.22566371681415928,0.28640563941912384,-0.060741922604964554,sufficient
hold_120d__break_even_after_gain__activation_gain_pct0p1__fixed_size,robustness,1610,2760,2423.2089381991455,0.06787636186251313,0.05498299583151143,0.012893366031001698,-0.12824447864361532,-0.16065186285568422,0.0324073842120689,0.2,0.24645178934263717,-0.04645178934263716,sufficient
hold_20d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,2058,2760,2423.2089381991455,0.009795136128866516,0.0033270270823122835,0.006468109046554232,-0.08480164029538456,-0.09319626505215117,0.008394624756766611,0.22254616132167152,0.25631716230617824,-0.03377100098450672,sufficient
hold_20d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,robustness,2055,2760,2423.2089381991455,0.009993708249162327,0.0032247579445756087,0.006768950304586718,-0.08513861412903141,-0.09415244653274413,0.009013832403712715,0.22773722627737225,0.26324741540239466,-0.03551018912502241,sufficient
hold_20d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,robustness,2056,2760,2423.2089381991455,0.0098145999534405,0.0031946336697946877,0.006619966283645813,-0.08533428438758225,-0.0937901802210371,0.008455895833454852,0.22519455252918288,0.2590337064808619,-0.033839153951678996,sufficient
hold_40d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,1970,2760,2423.2089381991455,0.0229881835785058,0.014498068782356459,0.008490114796149343,-0.10647998638321333,-0.11857126487278084,0.012091278489567509,0.24873096446700507,0.2754981998642057,-0.026767235397200634,sufficient
hold_40d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,robustness,1962,2760,2423.2089381991455,0.024040347618304782,0.013888038965579353,0.01015230865272543,-0.11032290314087448,-0.12379308378215736,0.013470180641282886,0.2701325178389399,0.30316636337317493,-0.03303384553423505,sufficient
hold_40d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,robustness,1964,2760,2423.2089381991455,0.023462587444608402,0.014117905547930265,0.009344681896678137,-0.10852584673487049,-0.12037958436463791,0.011853737629767422,0.26272912423625255,0.28790625568813055,-0.025177131451878,sufficient
hold_60d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,1837,2760,2423.2089381991455,0.035456959115054205,0.025406199387642277,0.010050759727411929,-0.10950919706434295,-0.12193469120263056,0.012425494138287613,0.23353293413173654,0.258685500393229,-0.02515256626149248,sufficient
hold_60d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,robustness,1815,2760,2423.2089381991455,0.037642045055987366,0.026371462071242278,0.011270582984745089,-0.11657715759113955,-0.12960972770295345,0.013032570111813899,0.26391184573002757,0.30191604626111046,-0.03800420053108289,sufficient
hold_60d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,robustness,1822,2760,2423.2089381991455,0.0366739049606941,0.026063860047702617,0.010610044912991484,-0.11229285537435599,-0.12506295166015624,0.012770096285800253,0.2502744237102086,0.2758601272698479,-0.025585703559639295,sufficient
hold_120d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,1634,2760,2423.2089381991455,0.05847650310320039,0.04616917525600573,0.012307327847194661,-0.10412771183928349,-0.11664391097290902,0.012516199133625533,0.16523867809057527,0.19925782580883614,-0.03401914771826087,sufficient
hold_120d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,robustness,1582,2760,2423.2089381991455,0.06753705032194808,0.05433596570865589,0.01320108461329219,-0.12343803150077506,-0.13257196238820043,0.009133930887425368,0.21871049304677623,0.2598714535814619,-0.04116096053468568,sufficient
hold_120d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,robustness,1610,2760,2423.2089381991455,0.06324872489332614,0.050491697892802875,0.012757027000523266,-0.11209794922977251,-0.1248106358265395,0.012712686596766998,0.18881987577639753,0.220529156141801,-0.031709280365403464,sufficient
hold_20d__fixed_stop__stop_loss_pctm0p05__fixed_size,robustness,2081,2760,2423.2089381991455,0.006256117766070095,-0.0002955289053770266,0.006551646671447121,-0.07491550513992662,-0.07807758279251831,0.0031620776525916883,0.38923594425756847,0.46427301727443127,-0.0750370730168628,sufficient
hold_20d__fixed_stop__stop_loss_pctm0p08__fixed_size,robustness,2062,2760,2423.2089381991455,0.006919056445556268,8.338898182619987e-06,0.0069107175473736475,-0.09648568472720788,-0.10062217119046557,0.004136486463257691,0.31086323957322987,0.3782642749923226,-0.06740103541909276,sufficient
hold_20d__fixed_stop__stop_loss_pctm0p1__fixed_size,robustness,2058,2760,2423.2089381991455,0.007083652566576237,-2.611733104207295e-05,0.00710976989761831,-0.11082947074552976,-0.11496917157084652,0.0041397008253167555,0.28620019436345967,0.34834062147433503,-0.06214042711087536,sufficient
hold_40d__fixed_stop__stop_loss_pctm0p05__fixed_size,robustness,2033,2760,2423.2089381991455,0.01185048036851562,0.0025945958565795194,0.009255884511936102,-0.07792831279141568,-0.08221864425805503,0.004290331466639347,0.5012297097884899,0.5735899404969805,-0.07236023070849062,sufficient
hold_40d__fixed_stop__stop_loss_pctm0p08__fixed_size,robustness,1990,2760,2423.2089381991455,0.01398076387269451,0.004662665478530767,0.009318098394163744,-0.10200916513017903,-0.10692019262032637,0.004911027490147338,0.4185929648241206,0.48033922196779066,-0.06174625714367005,sufficient
hold_40d__fixed_stop__stop_loss_pctm0p1__fixed_size,robustness,1978,2760,2423.2089381991455,0.015962318268977427,0.0053977967727114745,0.010564521496265952,-0.11762218158521387,-0.12253937710437834,0.0049171955191644745,0.3746208291203236,0.4325775214140698,-0.057956692293746226,sufficient
hold_60d__fixed_stop__stop_loss_pctm0p05__fixed_size,robustness,1974,2760,2423.2089381991455,0.01500920024304863,0.005614822834190958,0.009394377408857672,-0.08179092899598947,-0.08465711361430694,0.0028661846183174744,0.5714285714285714,0.6368017523518539,-0.06537318092328248,sufficient
hold_60d__fixed_stop__stop_loss_pctm0p08__fixed_size,robustness,1908,2760,2423.2089381991455,0.019104490360176016,0.010693106517352304,0.008411383842823712,-0.10585751755979948,-0.11004977423285822,0.004192256673058739,0.47851153039832284,0.5485394309175899,-0.0700279005192671,sufficient
hold_60d__fixed_stop__stop_loss_pctm0p1__fixed_size,robustness,1880,2760,2423.2089381991455,0.02353627974191065,0.01158103982092195,0.011955239920988701,-0.12180712347277278,-0.12673002391304644,0.004922900440273659,0.41595744680851066,0.488446902471896,-0.07248945566338533,sufficient
hold_120d__fixed_stop__stop_loss_pctm0p05__fixed_size,robustness,1775,2760,2423.2089381991455,0.016909686043882287,0.013465440767408986,0.003444245276473301,-0.08429816186184805,-0.08627618126645087,0.001978019404602821,0.6625352112676056,0.7084783644204784,-0.045943153152872784,sufficient
hold_120d__fixed_stop__stop_loss_pctm0p08__fixed_size,robustness,1706,2760,2423.2089381991455,0.022565065694923628,0.022964715274642406,-0.0003996495797187784,-0.10970422423802229,-0.1117120804968692,0.0020078562588469184,0.5873388042203986,0.6283457294640572,-0.041006925243658565,sufficient
hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,robustness,1675,2760,2423.2089381991455,0.030570230520497132,0.027169087420291674,0.0034011431002054573,-0.12596125579402143,-0.12999530903656809,0.004034053242546659,0.5128358208955224,0.5628355134396719,-0.04999969254414949,sufficient
hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,robustness,2081,2760,2423.2089381991455,0.006488026197511232,0.0011999631725920028,0.005288063024919229,-0.06615500918839234,-0.06479276374298548,-0.0013622454454068622,0.29264776549735705,0.2931647006346865,-0.0005169351373294773,sufficient
hold_20d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,robustness,2062,2760,2423.2089381991455,0.007245805572897509,0.0016125246806887946,0.005633280892208714,-0.08626190221835613,-0.0869690141278753,0.0007071119095191786,0.27885548011639183,0.31806459700176976,-0.039209116885377926,sufficient
hold_20d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,robustness,2058,2760,2423.2089381991455,0.007531005194120389,0.0017469984938751728,0.005784006700245216,-0.09189462539048725,-0.09640595632515135,0.004511330934664104,0.26239067055393583,0.30559650474557,-0.04320583419163415,sufficient
hold_40d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,robustness,2033,2760,2423.2089381991455,0.01239498144203872,0.004643291829779444,0.007751689612259275,-0.06977354124452491,-0.06824788764484901,-0.001525653599675894,0.3866207575012297,0.36963356509788325,0.01698719240334645,sufficient
hold_40d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,robustness,1990,2760,2423.2089381991455,0.01498332594280014,0.007144341996012327,0.007838983946787814,-0.0930093799591797,-0.09241007723283623,-0.0005993027263434675,0.3798994974874372,0.41481568385080037,-0.03491618636336319,sufficient
hold_40d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,robustness,1978,2760,2423.2089381991455,0.01714282740528534,0.008249630839028504,0.008893196566256836,-0.10855225154774731,-0.10847311301892576,-7.913852882154848e-05,0.3528816986855409,0.3963989232096948,-0.04351722452415385,sufficient
hold_60d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,robustness,1974,2760,2423.2089381991455,0.015575922201240327,0.007480188133772261,0.008095734067468066,-0.07281988005685047,-0.07068307805747139,-0.002136801999379087,0.44832826747720367,0.41579845940428584,0.03252980807291783,sufficient
hold_60d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,robustness,1908,2760,2423.2089381991455,0.02014048918295313,0.012830626185992563,0.0073098629969605665,-0.09544640286571798,-0.09538243333151014,-6.396953420784168e-05,0.43658280922431864,0.47657472513314814,-0.0399919159088295,sufficient
hold_60d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,robustness,1880,2760,2423.2089381991455,0.024449552993574892,0.01447878750343952,0.009970765490135373,-0.11276874827030614,-0.11162198986684391,-0.0011467584034622336,0.3984042553191489,0.4543821041395234,-0.05597784882037449,sufficient
hold_120d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,robustness,1775,2760,2423.2089381991455,0.016078975416324894,0.01346468572731595,0.002614289689008944,-0.07518013230347659,-0.07217422699508391,-0.0030059053083926757,0.532394366197183,0.47543456526124933,0.056959800935933724,sufficient
hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,robustness,1706,2760,2423.2089381991455,0.02268576618103983,0.022858745131298486,-0.0001729789502586572,-0.09946863835776415,-0.09727296595504142,-0.002195672402722726,0.5439624853458382,0.5549086396377214,-0.01094615429188317,sufficient
hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,robustness,1675,2760,2423.2089381991455,0.030425859309481527,0.027787870624535915,0.0026379886849456115,-0.11592578503998682,-0.11534784879191873,-0.000577936248068095,0.4961194029850746,0.5349017239268435,-0.03878232094176892,sufficient
hold_20d__no_exit__none__fixed_size,robustness,2055,2760,2423.2089381991455,0.010616039104431613,0.0017961025823431636,0.00881993652208845,-0.10025303563642322,-0.11821111958821617,0.01795808395179295,0.2559610705596107,0.3180763146354389,-0.06211524407582819,sufficient
hold_40d__no_exit__none__fixed_size,robustness,1961,2760,2423.2089381991455,0.024110532170499986,0.012148519660934585,0.011962012509565401,-0.13297244456074386,-0.15955809445450841,0.02658564989376455,0.2993370729219786,0.3478562450365942,-0.048519172114615594,sufficient
hold_60d__no_exit__none__fixed_size,robustness,1811,2760,2423.2089381991455,0.03980084890805776,0.026921306436049258,0.012879542472008502,-0.14415130552634214,-0.1704856183513288,0.02633431282498666,0.29155162893429043,0.3500821844282556,-0.058530555493965186,sufficient
volume_money_hold120_no_exit_fixed_size,robustness,1553,2760,2423.2089381991455,0.07824563504252732,0.069705189165249,0.008540445877278327,-0.15492844148736054,-0.17735772931464966,0.02242928782728912,0.25885383129426914,0.3199440348480717,-0.06109020355380257,sufficient
hold_20d__no_exit__none__volatility_scaled,robustness,2055,2760,2423.2089381991455,0.010170147708828325,0.0033381653202975603,0.006831982388530765,-0.08533608605630735,-0.09415244653274413,0.008816360476436774,0.22822384428223844,0.2642309177753643,-0.036007073493125846,sufficient
hold_40d__no_exit__none__volatility_scaled,robustness,1961,2760,2423.2089381991455,0.024140718737929404,0.014292931538075277,0.009847787199854127,-0.11125044763120256,-0.12379488896395623,0.012544441332753661,0.27536970933197347,0.3098647423907893,-0.03449503305881585,sufficient
hold_60d__no_exit__none__volatility_scaled,robustness,1811,2760,2423.2089381991455,0.03857022669068665,0.028057296707779875,0.010512929982906778,-0.11690865739481571,-0.1303939081398269,0.013485250745011196,0.27167310877967976,0.31143549474381876,-0.039762385964139,sufficient
hold_120d__no_exit__none__volatility_scaled,robustness,1553,2760,2423.2089381991455,0.0731886375001441,0.06327833661741336,0.009910300882730733,-0.12741422409130562,-0.1389396099951433,0.01152538590383767,0.24661944623309723,0.29062232442000024,-0.044002878186903016,sufficient
hold_20d__time_stop__time_stop_days10__fixed_size,robustness,2132,2760,2423.2089381991455,0.006117560662931295,-0.00332959809188961,0.009447158754820904,-0.07518612596341485,-0.09290845249040303,0.017722326526988172,0.1796435272045028,0.25175139995590107,-0.07210787275139827,sufficient
hold_20d__time_stop__time_stop_days10__volatility_scaled,robustness,2132,2760,2423.2089381991455,0.005697905362482032,-0.0028646084621382992,0.008562513824620331,-0.06261320597401857,-0.07494200853331641,0.012328802559297844,0.15525328330206378,0.19949195768401962,-0.044238674381955834,sufficient
