variant,feature,train_median,train_scale
plus_volume,CORR10,0.36457201838493347,0.46007707557007665
plus_volume,ROC60,0.9835680723190308,0.15689960174560547
plus_volume,RESI10,-0.00028059669421054423,0.01795815206701518
plus_volume,VSTD5,0.2707083523273468,0.1335715529680252
plus_volume,RSQR60,0.4371313452720642,0.39400438299179075
plus_volume,CORR60,0.4021231532096863,0.3736832949757576
plus_volume,WVMA60,1.3881752490997314,0.33920111582279205
plus_volume,STD5,0.016378128901124,0.011445193033665419
plus_volume,RSQR20,0.44264641404151917,0.39504734601080416
plus_volume,CORD60,0.27030104398727417,0.23041483039855956
plus_volume,CORD10,0.31023040413856506,0.49893312993329014
plus_volume,CORR20,0.3741902709007263,0.4025356631889939
plus_volume,KLOW,0.005991414654999971,0.005617261731158942
plus_volume,volume_surprise_20d,-0.11472149187209561,0.4191315821817109
plus_momentum_volume,RESI5,-0.00015613158757332712,0.009359119273876422
plus_momentum_volume,WVMA5,0.9227757453918457,0.3271416805565357
plus_momentum_volume,RSQR5,0.5326156616210938,0.4147022800326347
plus_momentum_volume,KLEN,0.028435993939638138,0.01735590133778751
plus_momentum_volume,RSQR10,0.4510950744152069,0.40957870680391784
plus_momentum_volume,CORR5,0.36320799589157104,0.6088860920190811
plus_momentum_volume,CORD5,0.33866506814956665,0.6867460628293455
plus_momentum_volume,CORR10,0.36457201838493347,0.46007707557007665
plus_momentum_volume,ROC60,0.9835680723190308,0.15689960174560547
plus_momentum_volume,RESI10,-0.00028059669421054423,0.01795815206701518
plus_momentum_volume,VSTD5,0.2707083523273468,0.1335715529680252
plus_momentum_volume,RSQR60,0.4371313452720642,0.39400438299179075
plus_momentum_volume,CORR60,0.4021231532096863,0.3736832949757576
plus_momentum_volume,WVMA60,1.3881752490997314,0.33920111582279205
plus_momentum_volume,STD5,0.016378128901124,0.011445193033665419
plus_momentum_volume,RSQR20,0.44264641404151917,0.39504734601080416
plus_momentum_volume,CORD60,0.27030104398727417,0.23041483039855956
plus_momentum_volume,CORD10,0.31023040413856506,0.49893312993329014
plus_momentum_volume,CORR20,0.3741902709007263,0.4025356631889939
plus_momentum_volume,KLOW,0.005991414654999971,0.005617261731158942
plus_momentum_volume,close_momentum_20d,-0.0004476093822660676,0.0851556619066174
plus_momentum_volume,volume_surprise_20d,-0.11472149187209561,0.4191315821817109
plus_core_reversal,RESI5,-0.00015613158757332712,0.009359119273876422
plus_core_reversal,WVMA5,0.9227757453918457,0.3271416805565357
plus_core_reversal,RSQR5,0.5326156616210938,0.4147022800326347
plus_core_reversal,KLEN,0.028435993939638138,0.01735590133778751
plus_core_reversal,RSQR10,0.4510950744152069,0.40957870680391784
plus_core_reversal,CORR5,0.36320799589157104,0.6088860920190811
plus_core_reversal,CORD5,0.33866506814956665,0.6867460628293455
plus_core_reversal,CORR10,0.36457201838493347,0.46007707557007665
plus_core_reversal,ROC60,0.9835680723190308,0.15689960174560547
plus_core_reversal,RESI10,-0.00028059669421054423,0.01795815206701518
plus_core_reversal,VSTD5,0.2707083523273468,0.1335715529680252
plus_core_reversal,RSQR60,0.4371313452720642,0.39400438299179075
plus_core_reversal,CORR60,0.4021231532096863,0.3736832949757576
plus_core_reversal,WVMA60,1.3881752490997314,0.33920111582279205
plus_core_reversal,STD5,0.016378128901124,0.011445193033665419
plus_core_reversal,RSQR20,0.44264641404151917,0.39504734601080416
plus_core_reversal,CORD60,0.27030104398727417,0.23041483039855956
plus_core_reversal,CORD10,0.31023040413856506,0.49893312993329014
plus_core_reversal,CORR20,0.3741902709007263,0.4025356631889939
plus_core_reversal,KLOW,0.005991414654999971,0.005617261731158942
plus_core_reversal,close_momentum_20d,-0.0004476093822660676,0.0851556619066174
plus_core_reversal,close_reversal_5d,0.0,0.042056773494367726
plus_core_reversal,volume_surprise_20d,-0.11472149187209561,0.4191315821817109
plus_core_close_location,RESI5,-0.00015613158757332712,0.009359119273876422
plus_core_close_location,WVMA5,0.9227757453918457,0.3271416805565357
plus_core_close_location,RSQR5,0.5326156616210938,0.4147022800326347
plus_core_close_location,KLEN,0.028435993939638138,0.01735590133778751
plus_core_close_location,RSQR10,0.4510950744152069,0.40957870680391784
plus_core_close_location,CORR5,0.36320799589157104,0.6088860920190811
plus_core_close_location,CORD5,0.33866506814956665,0.6867460628293455
plus_core_close_location,CORR10,0.36457201838493347,0.46007707557007665
plus_core_close_location,ROC60,0.9835680723190308,0.15689960174560547
plus_core_close_location,RESI10,-0.00028059669421054423,0.01795815206701518
plus_core_close_location,VSTD5,0.2707083523273468,0.1335715529680252
plus_core_close_location,RSQR60,0.4371313452720642,0.39400438299179075
plus_core_close_location,CORR60,0.4021231532096863,0.3736832949757576
plus_core_close_location,WVMA60,1.3881752490997314,0.33920111582279205
plus_core_close_location,STD5,0.016378128901124,0.011445193033665419
plus_core_close_location,RSQR20,0.44264641404151917,0.39504734601080416
plus_core_close_location,CORD60,0.27030104398727417,0.23041483039855956
plus_core_close_location,CORD10,0.31023040413856506,0.49893312993329014
plus_core_close_location,CORR20,0.3741902709007263,0.4025356631889939
plus_core_close_location,KLOW,0.005991414654999971,0.005617261731158942
plus_core_close_location,close_momentum_20d,-0.0004476093822660676,0.0851556619066174
plus_core_close_location,daily_close_location_value,-0.024390811228239936,0.7584544218903259
plus_core_close_location,volume_surprise_20d,-0.11472149187209561,0.4191315821817109
plus_all_four,RESI5,-0.00015613158757332712,0.009359119273876422
plus_all_four,WVMA5,0.9227757453918457,0.3271416805565357
plus_all_four,RSQR5,0.5326156616210938,0.4147022800326347
plus_all_four,KLEN,0.028435993939638138,0.01735590133778751
plus_all_four,RSQR10,0.4510950744152069,0.40957870680391784
plus_all_four,CORR5,0.36320799589157104,0.6088860920190811
plus_all_four,CORD5,0.33866506814956665,0.6867460628293455
plus_all_four,CORR10,0.36457201838493347,0.46007707557007665
plus_all_four,ROC60,0.9835680723190308,0.15689960174560547
plus_all_four,RESI10,-0.00028059669421054423,0.01795815206701518
plus_all_four,VSTD5,0.2707083523273468,0.1335715529680252
plus_all_four,RSQR60,0.4371313452720642,0.39400438299179075
plus_all_four,CORR60,0.4021231532096863,0.3736832949757576
plus_all_four,WVMA60,1.3881752490997314,0.33920111582279205
plus_all_four,STD5,0.016378128901124,0.011445193033665419
plus_all_four,RSQR20,0.44264641404151917,0.39504734601080416
plus_all_four,CORD60,0.27030104398727417,0.23041483039855956
plus_all_four,CORD10,0.31023040413856506,0.49893312993329014
plus_all_four,CORR20,0.3741902709007263,0.4025356631889939
plus_all_four,KLOW,0.005991414654999971,0.005617261731158942
plus_all_four,close_momentum_20d,-0.0004476093822660676,0.0851556619066174
plus_all_four,close_reversal_5d,0.0,0.042056773494367726
plus_all_four,daily_close_location_value,-0.024390811228239936,0.7584544218903259
plus_all_four,volume_surprise_20d,-0.11472149187209561,0.4191315821817109
