variant,seed,feature_count,best_iteration,validation_paper_proxy_ic,validation_paper_proxy_icir,validation_paper_proxy_rank_ic,validation_paper_proxy_rank_icir,validation_paper_proxy_metric_days,validation_executable_bridge_ic,validation_executable_bridge_icir,validation_executable_bridge_rank_ic,validation_executable_bridge_rank_icir,validation_executable_bridge_metric_days,historical_test_paper_proxy_ic,historical_test_paper_proxy_icir,historical_test_paper_proxy_rank_ic,historical_test_paper_proxy_rank_icir,historical_test_paper_proxy_metric_days,historical_test_paper_proxy_gross_arr,historical_test_paper_proxy_net_arr,historical_test_paper_proxy_universe_equal_weight_arr,historical_test_paper_proxy_net_arr_minus_universe_arr,historical_test_paper_proxy_ir,historical_test_paper_proxy_active_ir_vs_universe_equal_weight,historical_test_paper_proxy_mdd,historical_test_paper_proxy_calmar,historical_test_paper_proxy_mean_one_way_turnover,historical_test_paper_proxy_total_cost,historical_test_paper_proxy_portfolio_days,historical_test_executable_bridge_ic,historical_test_executable_bridge_icir,historical_test_executable_bridge_rank_ic,historical_test_executable_bridge_rank_icir,historical_test_executable_bridge_metric_days,historical_test_executable_bridge_gross_arr,historical_test_executable_bridge_net_arr,historical_test_executable_bridge_universe_equal_weight_arr,historical_test_executable_bridge_net_arr_minus_universe_arr,historical_test_executable_bridge_ir,historical_test_executable_bridge_active_ir_vs_universe_equal_weight,historical_test_executable_bridge_mdd,historical_test_executable_bridge_calmar,historical_test_executable_bridge_mean_one_way_turnover,historical_test_executable_bridge_total_cost,historical_test_executable_bridge_portfolio_days
plus_volume,20260723,21,4,0.008586678571393216,0.08319945665172378,0.004907642847330502,0.045637771944147726,482,0.0063596555830086245,0.06380743269956152,0.006929719280921464,0.06579061134033187,482,0.008331179104274389,0.07848108316118406,0.008223994511209823,0.0704056182335819,578,0.21128647401295897,0.14846430017073087,0.20696561241382994,-0.05850131224309907,0.8808758241643311,-0.6143883336121678,-0.1656022253509164,0.8965115043359488,0.10615916955017302,0.12222000000000002,578,0.013496349660529601,0.12172332385558093,0.013614322582696492,0.11293248422484548,578,0.22685927337785317,0.16323313030270103,0.2220866599905158,-0.058853529687814765,0.8412477562884149,-0.5791567978174842,-0.20570940264940607,0.79351321913516,0.10615916955017302,0.12222000000000002,578
plus_volume,20260724,21,2,0.006962265799880539,0.07072785178641837,0.002990211398958831,0.031229071647241553,482,0.0010157076845855033,0.010788893984743909,0.0035961869383957265,0.03895504743608329,482,0.00605544541713175,0.05871194813655828,0.006566939189727901,0.060770483130822714,578,0.17868379727280792,0.11758856253945393,0.20696561241382994,-0.089377049874376,0.7439116287070286,-0.861897089843117,-0.15178478308319554,0.7747058707130204,0.10608996539792387,0.12214000000000003,578,0.006127485948624968,0.056736858872523444,0.005741109319521664,0.05182567076907314,578,0.19143891622444964,0.12968655638380922,0.2220866599905158,-0.09240010360670659,0.7211865097402398,-0.8436098896960673,-0.1851986443735738,0.7002565100974051,0.10608996539792387,0.12214000000000003,578
plus_volume,20260725,21,5,0.011259896914607975,0.10991310077083892,0.006330701507392597,0.06293483886957763,482,0.008049929350689392,0.07863492177073667,0.01027920410452089,0.1022378265251716,482,0.011549356227700557,0.10232808805516798,0.00984885627187528,0.08552083915073092,578,0.21484060734255483,0.1516942503480374,0.20696561241382994,-0.05527136206579253,0.8850141845789357,-0.5804568544174777,-0.17771006805985934,0.8536052684248658,0.10640138408304499,0.12250000000000001,578,0.012013436859932974,0.10162756141997016,0.010746915987755602,0.09171428648022815,578,0.250019382910617,0.18505502508615046,0.2220866599905158,-0.03703163490436534,0.9132545489877235,-0.39053027676788565,-0.17485059020550808,1.0583608832469409,0.10640138408304499,0.12250000000000001,578
plus_volume,20260726,21,5,0.009574358126868155,0.0905251846512155,0.009200959912623142,0.08440831791645154,482,0.00860152921579137,0.08429511401212103,0.012996299481615403,0.12259852148064258,482,0.007390085201709402,0.06287267860397917,0.011894205812225892,0.09120941682957931,578,0.19153400797531006,0.12963584495824265,0.20696561241382994,-0.07732976745558728,0.8038149431429099,-0.7756313078996082,-0.1794736302506158,0.7223113767589144,0.10633217993079584,0.12242000000000001,578,0.01359603290804089,0.11266479006413006,0.01614843047223421,0.12329328958775704,578,0.21870344555316312,0.15540009667312682,0.2220866599905158,-0.06668656331738898,0.8311084926398242,-0.6478199639272424,-0.21858118106861035,0.7109491124231246,0.10633217993079584,0.12242000000000001,578
plus_volume,20260727,21,5,0.013796065940891618,0.12682395744515423,0.009186875534630084,0.08234256073772084,482,0.00932330819296517,0.08843791569715966,0.010752527807577697,0.0977233928325697,482,0.010839456935173988,0.09341464918780046,0.009654941689753222,0.07823516514433823,578,0.2717767234685642,0.20581127594189397,0.20696561241382994,-0.0011543364719359683,1.0996841854012018,-0.0629413134820994,-0.1657536958440844,1.2416693027194374,0.10619377162629758,0.12226000000000001,578,0.013804269181695271,0.1170575304928453,0.01398249018171937,0.11422913169239456,578,0.29745788024401265,0.2301597348669857,0.2220866599905158,0.00807307487646991,1.0713153513595128,0.013078896804738158,-0.20654674238653692,1.114322754295775,0.10619377162629758,0.12226000000000001,578
plus_momentum_volume,20260723,22,1,0.006751460700434784,0.06931972375876223,0.0044976809395579735,0.04379963685720965,482,0.005201098151173368,0.05575556684542783,0.006922144814129722,0.06904540246495702,482,0.006330353856770903,0.06806090642297967,0.005405399940922377,0.05289750073761391,578,0.1530049148811934,0.09335260086037511,0.20696561241382994,-0.11361301155345482,0.6520455332171742,-0.9204118205400574,-0.139452534109472,0.6694220471253117,0.10588235294117647,0.12190000000000002,578,0.00752980925664798,0.084127068156841,0.006663718984444851,0.06698408174020426,578,0.15694619334522697,0.09709196750843163,0.2220866599905158,-0.12499469248208417,0.5964083131717066,-0.9762845987535561,-0.2045698440274134,0.4746152492320462,0.10588235294117647,0.12190000000000002,578
plus_momentum_volume,20260724,22,3,0.007525169547780186,0.07099270749323323,0.0023192939864870765,0.02042546017333715,482,0.002978016047485473,0.028374855889302917,0.0042709181699220845,0.03776877876735547,482,0.007845196220506443,0.07596651905741554,0.007054483022419328,0.06412385667518729,578,0.24114420455878105,0.17700543308869543,0.20696561241382994,-0.029960179325134506,0.9966646968293918,-0.3407376198481759,-0.18725753093048958,0.945251345615575,0.10577854671280276,0.12178000000000003,578,0.007991370392032853,0.0771959448489058,0.009291517778627937,0.08468345730195924,578,0.27627554459815307,0.21033022174325722,0.2220866599905158,-0.011756438247258583,1.0042858338685203,-0.1648596519666911,-0.18813545414693444,1.1179722753319457,0.10577854671280276,0.12178000000000003,578
plus_momentum_volume,20260725,22,6,0.010963636903393146,0.10341379144190535,0.008840104925186677,0.07934205124883417,482,0.010339598449040801,0.10179709241698458,0.01162339052608088,0.10749834247851593,482,0.009224889293839127,0.08604217701409318,0.010326921303451978,0.09213176916046992,578,0.26548801870179717,0.20020182088008176,0.20696561241382994,-0.006763791533748176,1.0611718966944994,-0.11637967696171032,-0.16753977303769996,1.1949510092450235,0.10560553633217994,0.12158000000000002,578,0.012859696269520085,0.11739412769274277,0.013954685942959033,0.12460788299667097,578,0.2914767873065831,0.22485603986111657,0.2220866599905158,0.0027693798706007744,1.0373216384738924,-0.02893539804808314,-0.18803727711423013,1.1958056578564449,0.10560553633217994,0.12158000000000002,578
plus_momentum_volume,20260726,22,9,0.013750467921844908,0.12518542956926013,0.008438744940718444,0.07554221329080228,482,0.012968245352375783,0.1198417154627759,0.011910583178301622,0.10862823752127165,482,0.00975003611524332,0.084192217439224,0.012101258263277518,0.10348100649557795,578,0.27226859107148726,0.2063809607913143,0.20696561241382994,-0.0005846516225156417,1.0904559862374568,-0.05634719684216691,-0.19514750419071714,1.057563926565101,0.10602076124567474,0.12206000000000002,578,0.015697472131067442,0.13621573928604955,0.018744997174376075,0.16179018899493308,578,0.32705504991559775,0.25834053656406364,0.2220866599905158,0.03625387657354784,1.153690468054769,0.29813188911985533,-0.20963955359281727,1.232308179141796,0.10602076124567474,0.12206000000000002,578
plus_momentum_volume,20260727,22,6,0.01279171844643323,0.11667117656368527,0.009532300556262937,0.08725679698750395,482,0.009374463519479959,0.08799570037400603,0.009798248252098527,0.09049125070424588,482,0.011095358860446276,0.09192268557648257,0.011485857892644924,0.09361134249373074,578,0.2952619858251919,0.22814993588938193,0.20696561241382994,0.02118432347555199,1.2324395496719733,0.12859654552019828,-0.1580459717074486,1.44356691552822,0.10608996539792387,0.12214000000000003,578,0.013110898842528907,0.10723096477522814,0.014053503863606822,0.1147832513014017,578,0.33774975016102116,0.2684419282159365,0.2220866599905158,0.04635526822542069,1.2375747407488835,0.32295859486014483,-0.1928502208771823,1.3919710695425918,0.10608996539792387,0.12214000000000003,578
plus_core_reversal,20260723,23,2,0.006779929131757872,0.06674231431242718,0.002652945188438632,0.02477666819147878,482,0.009244529189812221,0.09369550608904045,0.009400944623271523,0.08842554864076188,482,0.006878052176193715,0.06697740770366604,0.00587878935111136,0.05219639962700267,578,0.2176158102716279,0.1542680676669439,0.20696561241382994,-0.05269754474688604,0.8707442077730303,-0.5520598139636884,-0.19635330672635476,0.785665748333628,0.10650519031141868,0.12262,578,0.00946857717181852,0.09323796048816586,0.008935872387039466,0.0813116272933432,578,0.24827449304135163,0.18333684439380526,0.2220866599905158,-0.038749815596710535,0.9082916124888192,-0.40861397021729606,-0.21476163052578823,0.8536759752892195,0.10650519031141868,0.12262,578
plus_core_reversal,20260724,23,6,0.012638327384574884,0.10895334129026313,0.004583629713107421,0.03795144905290768,482,0.009966073256773714,0.09017637731440083,0.006827758207643463,0.059271390741957385,482,0.014493598999909981,0.12787550862517486,0.012670770291272861,0.11219905633968703,578,0.20263689475217062,0.13945428119332548,0.20696561241382994,-0.06751133122050446,0.7873960662930953,-0.7395539103230944,-0.20185302507895309,0.6908704050324692,0.10757785467128027,0.12386000000000003,578,0.015798227370461323,0.1342019324756163,0.016272908404244387,0.1404295217528213,578,0.25293878575557804,0.1871178421387829,0.2220866599905158,-0.03496881785173289,0.8869519756731873,-0.38821499933755754,-0.2442808079066482,0.7659948554382132,0.10757785467128027,0.12386000000000003,578
plus_core_reversal,20260725,23,7,0.011677036829612561,0.11026903240962656,0.008886269864693423,0.07948530582351504,482,0.01130946212871888,0.11069386189921508,0.01124020998919785,0.10359562062909991,482,0.010919979045009074,0.09788396281590953,0.011622059704593698,0.0977747871475345,578,0.1952593792205526,0.13340451099896677,0.20696561241382994,-0.07356110141486316,0.7609370408267059,-0.7708045747479205,-0.19564739318044821,0.6818619396371206,0.10591695501730104,0.12194000000000002,578,0.013383772252114581,0.12301616590671097,0.013425278889496847,0.11748376561698907,578,0.21953742667964682,0.156434006342703,0.2220866599905158,-0.06565265364781281,0.7687910238179566,-0.6615178195995544,-0.25587407084238456,0.6113710772947546,0.10591695501730104,0.12194000000000002,578
plus_core_reversal,20260726,23,6,0.014774834101933048,0.13229893662042042,0.009142766904337242,0.08103580031865394,482,0.012128944295077918,0.11237196889126694,0.01239695736767395,0.1116895765134709,482,0.011969457235295211,0.10415284107822062,0.013683438691479735,0.11525223182984443,578,0.28804797249957126,0.22128687248876178,0.20696561241382994,0.01432126007493184,1.140329807346354,0.09813926639261956,-0.17496713489087745,1.2647339320425677,0.10612456747404844,0.12218000000000001,578,0.01534586351905327,0.1280926216406853,0.016830377028549084,0.13857075199590851,578,0.345597005411556,0.2758668190104623,0.2220866599905158,0.05378015901994648,1.2179435971484647,0.44225029324754417,-0.20505388358735277,1.3453381822585344,0.10612456747404844,0.12218000000000001,578
plus_core_reversal,20260727,23,5,0.013723844384455541,0.12408929735322807,0.010608846854993983,0.09257341946360215,482,0.011316594635922153,0.10500816943513856,0.009951852921736157,0.08708649862795383,482,0.011662297384009394,0.10719326598722564,0.01288501879788987,0.11205922611579199,578,0.2518306725610824,0.18679150930822153,0.20696561241382994,-0.02017410310560841,1.016947653356043,-0.24743962113319198,-0.17391470576497225,1.0740409126796382,0.1063667820069204,0.12246000000000001,578,0.014009231539231991,0.12638248051093093,0.016218993000979953,0.1398795666266492,578,0.2708783413320164,0.20485656585024214,0.2220866599905158,-0.017230094140273655,0.9878403264798522,-0.21627318747930585,-0.19953043809678805,1.0266933095735022,0.1063667820069204,0.12246000000000001,578
plus_core_close_location,20260723,23,11,0.014465304329902158,0.12005779795406513,0.0077631306805600615,0.0661199582641447,482,0.012687811875809243,0.10970070341475788,0.012111425204003183,0.10613536346974041,482,0.010944063000636328,0.08932937202607798,0.011912540577914422,0.09397106330595666,578,0.3064877945626592,0.23845109907295337,0.20696561241382994,0.03148548665912343,1.1884023785076123,0.2746177079274723,-0.18542606629833314,1.2859632080492283,0.10664359861591696,0.12278,578,0.017139242420277628,0.13881623174790822,0.02001076614414613,0.16117233848040158,578,0.3095204258935944,0.24132285774811257,0.2220866599905158,0.019236197757596774,1.0832439882661644,0.13607017401556235,-0.21936134161609955,1.1001157084936484,0.10664359861591696,0.12278,578
plus_core_close_location,20260724,23,6,0.012004326733368556,0.10227696027924568,0.005538061397613362,0.047463916040691605,482,0.015290164481513937,0.13385541688700983,0.013943829422536287,0.12040547829998767,482,0.0074795894735365095,0.0638793050038072,0.009652366836157578,0.08011931761152875,578,0.19737359133472943,0.13456166895756105,0.20696561241382994,-0.07240394345626888,0.7626021330135478,-0.7944070765288687,-0.17136586466983939,0.7852302978589882,0.10740484429065744,0.12366,578,0.014361177240114095,0.11924683999700585,0.017859434529397745,0.14610748815955224,578,0.21569875619582857,0.15192740435126262,0.2220866599905158,-0.07015925563925318,0.7495833024637064,-0.7216454071748718,-0.22915755398957816,0.6629823093598395,0.10740484429065744,0.12366,578
plus_core_close_location,20260725,23,5,0.011856492584409734,0.10443372038135472,0.004867741581006756,0.04185557479382179,482,0.015541655258202284,0.14421679474397053,0.013448708995019001,0.11870345297187042,482,0.007781440331571085,0.07134583453674122,0.007645908383306738,0.0671883861324708,578,0.23523496790302323,0.17117590442730557,0.20696561241382994,-0.035789707986524366,0.9457057243696964,-0.42172480565479853,-0.16829179731729083,1.0171375382281833,0.10615916955017302,0.12222000000000002,578,0.01614502100244782,0.15197048928143128,0.014801337291530287,0.13868424401222124,578,0.28618806321512347,0.2194983467001954,0.2220866599905158,-0.0025883132903203876,1.029326224087571,-0.08952952843689455,-0.18253623118714835,1.2024919396695062,0.10615916955017302,0.12222000000000002,578
plus_core_close_location,20260726,23,6,0.010596605689323576,0.09377426272621651,0.006460860670077541,0.05604464700373843,482,0.013984652742531559,0.1326864546433454,0.013184477133949237,0.1194023332023753,482,0.010131140905829918,0.09205087103614017,0.011251090150983582,0.09730481773876086,578,0.28000655273981034,0.21376458077052152,0.20696561241382994,0.0067989683566915815,1.1178981986373933,0.019764436283495324,-0.1533627077503088,1.3938498081199344,0.1059515570934256,0.12198000000000002,578,0.01598566654611199,0.1460346367015482,0.016456219086058748,0.14675363557139642,578,0.2881276129939703,0.22146567990677202,0.2220866599905158,-0.0006209800837437829,1.0287343521312506,-0.06495284102830315,-0.17145692605429486,1.2916694880942927,0.1059515570934256,0.12198000000000002,578
plus_core_close_location,20260727,23,4,0.011032075124283886,0.09675778945472216,0.008888416619174328,0.0765570157413834,482,0.014031053225431604,0.12926671620737595,0.015650337484138757,0.13767395027726828,482,0.0078034755643957695,0.06877214911131241,0.009548138180323138,0.07703816045773305,578,0.1947113291768774,0.13234790327438262,0.20696561241382994,-0.07461770913944732,0.7565869021772151,-0.7946961808403922,-0.18473129538235455,0.7164346625754481,0.10685121107266435,0.12302000000000002,578,0.013435562028978384,0.11952543673654602,0.015490397190924198,0.12848582326818148,578,0.24287928261744196,0.1780153946839318,0.2220866599905158,-0.04407126530658401,0.862735320180989,-0.4601188809405488,-0.20393509778136132,0.8729021959465848,0.10685121107266435,0.12302000000000002,578
plus_all_four,20260723,24,4,0.008950989222643873,0.0807002454837924,0.0034586957475486635,0.030770709725689942,482,0.01195176660841503,0.11146597482925093,0.012766026383100284,0.11531474561416419,482,0.006669148123581189,0.06151559654323065,0.007876485920019797,0.0677953564606085,578,0.19760771340023786,0.13541355633943164,0.20696561241382994,-0.0715520560743983,0.7924754395754302,-0.7555465823404127,-0.19388200372908715,0.69843282891096,0.10629757785467128,0.12238000000000002,578,0.013066074571823079,0.11653409835940702,0.012194824213935536,0.10820687088059495,578,0.22347902689887977,0.1599480482418867,0.2220866599905158,-0.06213861174862911,0.824222874748657,-0.6502286119477277,-0.2079472927105429,0.7691759106694892,0.10629757785467128,0.12238000000000002,578
plus_all_four,20260724,24,6,0.013290500280142779,0.11657328406849318,0.010144945544755252,0.09166723079522848,482,0.01311603434915859,0.11746375456808002,0.013433509314850331,0.12350514078076279,482,0.011058688595195182,0.09207916777994114,0.012478407276368184,0.10395557305366081,578,0.22380233175623676,0.1599911383105379,0.20696561241382994,-0.04697447410329203,0.8887072177302047,-0.509068957059376,-0.1874381530657473,0.85356762053891,0.10674740484429067,0.12290000000000001,578,0.014082356512079511,0.11401990083216558,0.017185720360268764,0.143687971937409,578,0.2511473107826445,0.18591965195777016,0.2220866599905158,-0.03616700803274564,0.8901290038977043,-0.3865797687205573,-0.22969537645092986,0.8094183471624578,0.10674740484429067,0.12290000000000001,578
plus_all_four,20260725,24,3,0.010870844792014592,0.10241037677945104,0.009627422736282839,0.08975046780540742,482,0.009375806189267944,0.09494123311029282,0.012049444330715987,0.11495114480087643,482,0.004721719246232161,0.0469527680835247,0.006103863675925865,0.05525791319034731,578,0.23596331425224704,0.17143776206525363,0.20696561241382994,-0.035527850348576306,0.9192777018472288,-0.4120753094259329,-0.16927172238561006,1.0127962287446288,0.10688581314878892,0.12306,578,0.014416030774758162,0.1471734356001103,0.014418613250375908,0.13057018228963838,578,0.2780902370095135,0.21138163339878946,0.2220866599905158,-0.010705026591726341,0.9795877133249443,-0.154269888564062,-0.1850605136339356,1.1422297995828494,0.10688581314878892,0.12306,578
plus_all_four,20260726,24,3,0.011991879379047334,0.11465901345487016,0.008361525452619627,0.07708658014625289,482,0.013073979684723116,0.13357238136091948,0.014819725971269515,0.1401525119439224,482,0.0014396187312675358,0.014847834701921744,0.001975280085927848,0.01795066498297916,578,0.23885257253118142,0.17413396792054225,0.20696561241382994,-0.03283164449328768,0.9205909455061644,-0.3886203559139577,-0.17348218420079176,1.0037570642931042,0.10695501730103806,0.12314000000000003,578,0.01391281848222041,0.14405936929343854,0.01266764551127222,0.1185807805861306,578,0.278620674694001,0.21183643521660644,0.2220866599905158,-0.010250224773909355,0.9667691212757495,-0.14563673797770874,-0.19387863897510949,1.0926239029550977,0.10695501730103806,0.12314000000000003,578
plus_all_four,20260727,24,5,0.012218075050868542,0.1086529997511023,0.010174857861918496,0.08966057883810849,482,0.01666069591539404,0.1581995895109328,0.01908515755910904,0.17385369707912243,482,0.00987127434840021,0.09247537999599274,0.011581557739885779,0.10158971262290306,578,0.2965099167836305,0.22924280635292615,0.20696561241382994,0.022277193939096218,1.1769371596313147,0.18261690197710936,-0.16613622119137328,1.3798484443007768,0.10622837370242214,0.12230000000000002,578,0.017862565614732682,0.16408747695919473,0.020361410390154686,0.1781551275970654,578,0.2813688014714686,0.2148860713318439,0.2220866599905158,-0.0072005886586719026,0.9917295465628025,-0.12282134086462256,-0.20617702619937528,1.042240618622789,0.10622837370242214,0.12230000000000002,578
