same_day_bundle_key,same_day_family_count,context_bucket_id,split,year,checkpoint,survival_definition_version,pre_checkpoint_row_count,survivor_count,non_survivor_count,survivor_rate,survivor_label_denominator_count,survivor_P_good,survivor_P_bad,survivor_P_neutral,survivor_EV_R_diagnostic,non_survivor_label_denominator_count,non_survivor_P_good,non_survivor_P_bad,non_survivor_P_neutral,non_survivor_EV_R_diagnostic,survival_lift_good_vs_pre_checkpoint,survival_lift_bad_vs_pre_checkpoint,sample_sufficiency_status
oscillator|price_trend|pullback_drawdown|range_breakout|volume_money,5,bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volume_money|split=validation|year=2022|family_count=5|risk=na,validation,2022,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,46,26,20,0.5652173913043478,26,0.4230769230769231,0.5769230769230769,0.0,,19,0.0,1.0,0.0,,0.17863247863247864,-0.17863247863247866,too_sparse_use_fallback
oscillator|price_trend|pullback_drawdown|range_breakout|volume_money,5,bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volume_money|split=validation|year=2023|family_count=5|risk=na,validation,2023,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,37,26,11,0.7027027027027027,17,0.6470588235294118,0.29411764705882354,0.058823529411764705,,7,0.0,1.0,0.0,,0.18872549019607848,-0.20588235294117646,too_sparse_use_fallback
oscillator|price_trend|pullback_drawdown|volatility_band,4,bundle=oscillator|price_trend|pullback_drawdown|volatility_band|split=train|year=2021|family_count=4|risk=na,train,2021,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,0,1,0.0,0,,,,,1,0.0,1.0,0.0,,,,too_sparse_use_fallback
oscillator|price_trend|pullback_drawdown|volume_money,4,bundle=oscillator|price_trend|pullback_drawdown|volume_money|split=robustness|year=2024|family_count=4|risk=na,robustness,2024,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,11,3,8,0.2727272727272727,3,0.6666666666666666,0.3333333333333333,0.0,,8,0.0,1.0,0.0,,0.4848484848484848,-0.4848484848484849,too_sparse_use_fallback
oscillator|price_trend|pullback_drawdown|volume_money,4,bundle=oscillator|price_trend|pullback_drawdown|volume_money|split=robustness|year=2025|family_count=4|risk=na,robustness,2025,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,0,1,0.0,0,,,,,0,,,,,,,unusable
oscillator|price_trend|pullback_drawdown|volume_money,4,bundle=oscillator|price_trend|pullback_drawdown|volume_money|split=train|year=2017|family_count=4|risk=na,train,2017,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,1,0,1.0,1,1.0,0.0,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
oscillator|price_trend|pullback_drawdown|volume_money,4,bundle=oscillator|price_trend|pullback_drawdown|volume_money|split=train|year=2018|family_count=4|risk=na,train,2018,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,0,1,0.0,0,,,,,1,0.0,1.0,0.0,,,,too_sparse_use_fallback
oscillator|price_trend|pullback_drawdown|volume_money,4,bundle=oscillator|price_trend|pullback_drawdown|volume_money|split=train|year=2019|family_count=4|risk=na,train,2019,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,1,0,1.0,1,0.0,1.0,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
oscillator|price_trend|pullback_drawdown|volume_money,4,bundle=oscillator|price_trend|pullback_drawdown|volume_money|split=train|year=2020|family_count=4|risk=na,train,2020,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,7,5,2,0.7142857142857143,5,0.8,0.2,0.0,,2,0.0,1.0,0.0,,0.22857142857142865,-0.22857142857142854,too_sparse_use_fallback
oscillator|price_trend|pullback_drawdown|volume_money,4,bundle=oscillator|price_trend|pullback_drawdown|volume_money|split=train|year=2021|family_count=4|risk=na,train,2021,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,3,1,2,0.3333333333333333,1,0.0,1.0,0.0,,1,0.0,1.0,0.0,,0.0,0.0,too_sparse_use_fallback
oscillator|price_trend|pullback_drawdown|volume_money,4,bundle=oscillator|price_trend|pullback_drawdown|volume_money|split=validation|year=2022|family_count=4|risk=na,validation,2022,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,2,0,2,0.0,0,,,,,2,0.0,1.0,0.0,,,,too_sparse_use_fallback
oscillator|price_trend|pullback_drawdown|volume_money,4,bundle=oscillator|price_trend|pullback_drawdown|volume_money|split=validation|year=2023|family_count=4|risk=na,validation,2023,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,1,0,1.0,0,,,,,0,,,,,,,unusable
oscillator|price_trend|range_breakout,3,bundle=oscillator|price_trend|range_breakout|split=robustness|year=2024|family_count=3|risk=na,robustness,2024,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,14,10,4,0.7142857142857143,10,0.6,0.4,0.0,,4,0.0,1.0,0.0,,0.17142857142857143,-0.17142857142857137,too_sparse_use_fallback
oscillator|price_trend|range_breakout,3,bundle=oscillator|price_trend|range_breakout|split=robustness|year=2025|family_count=3|risk=na,robustness,2025,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,9,6,3,0.6666666666666666,3,0.6666666666666666,0.3333333333333333,0.0,,1,0.0,1.0,0.0,,0.16666666666666663,-0.16666666666666669,too_sparse_use_fallback
oscillator|price_trend|range_breakout,3,bundle=oscillator|price_trend|range_breakout|split=train|year=2017|family_count=3|risk=na,train,2017,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,1,0,1.0,1,1.0,0.0,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
oscillator|price_trend|range_breakout,3,bundle=oscillator|price_trend|range_breakout|split=train|year=2018|family_count=3|risk=na,train,2018,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,9,5,4,0.5555555555555556,5,0.0,0.8,0.2,,4,0.0,1.0,0.0,,0.0,-0.0888888888888888,too_sparse_use_fallback
oscillator|price_trend|range_breakout,3,bundle=oscillator|price_trend|range_breakout|split=train|year=2019|family_count=3|risk=na,train,2019,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,10,7,3,0.7,7,0.7142857142857143,0.2857142857142857,0.0,,3,0.0,1.0,0.0,,0.2142857142857143,-0.2142857142857143,too_sparse_use_fallback
oscillator|price_trend|range_breakout,3,bundle=oscillator|price_trend|range_breakout|split=train|year=2020|family_count=3|risk=na,train,2020,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,22,16,6,0.7272727272727273,16,0.5,0.4375,0.0625,,6,0.0,1.0,0.0,,0.13636363636363635,-0.15340909090909094,too_sparse_use_fallback
oscillator|price_trend|range_breakout,3,bundle=oscillator|price_trend|range_breakout|split=train|year=2021|family_count=3|risk=na,train,2021,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,25,14,11,0.56,5,0.2,0.8,0.0,,9,0.0,1.0,0.0,,0.1285714285714286,-0.12857142857142856,too_sparse_use_fallback
oscillator|price_trend|range_breakout,3,bundle=oscillator|price_trend|range_breakout|split=validation|year=2022|family_count=3|risk=na,validation,2022,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,16,10,6,0.625,10,0.7,0.3,0.0,,6,0.0,1.0,0.0,,0.26249999999999996,-0.2625,too_sparse_use_fallback
oscillator|price_trend|range_breakout,3,bundle=oscillator|price_trend|range_breakout|split=validation|year=2023|family_count=3|risk=na,validation,2023,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,6,1,5,0.16666666666666666,1,1.0,0.0,0.0,,2,0.0,1.0,0.0,,0.6666666666666667,-0.6666666666666666,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volatility_band,4,bundle=oscillator|price_trend|range_breakout|volatility_band|split=robustness|year=2024|family_count=4|risk=na,robustness,2024,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,23,21,2,0.9130434782608695,21,0.7142857142857143,0.19047619047619047,0.09523809523809523,,2,0.0,1.0,0.0,,0.06211180124223603,-0.07039337474120083,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volatility_band,4,bundle=oscillator|price_trend|range_breakout|volatility_band|split=robustness|year=2025|family_count=4|risk=na,robustness,2025,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,13,10,3,0.7692307692307693,5,0.4,0.6,0.0,,1,0.0,1.0,0.0,,0.06666666666666671,-0.06666666666666665,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volatility_band,4,bundle=oscillator|price_trend|range_breakout|volatility_band|split=train|year=2017|family_count=4|risk=na,train,2017,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,2,2,0,1.0,2,0.5,0.5,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volatility_band,4,bundle=oscillator|price_trend|range_breakout|volatility_band|split=train|year=2018|family_count=4|risk=na,train,2018,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,5,2,3,0.4,2,0.0,1.0,0.0,,3,0.0,1.0,0.0,,0.0,0.0,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volatility_band,4,bundle=oscillator|price_trend|range_breakout|volatility_band|split=train|year=2019|family_count=4|risk=na,train,2019,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,8,5,3,0.625,5,0.4,0.4,0.2,,3,0.0,1.0,0.0,,0.15000000000000002,-0.22499999999999998,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volatility_band,4,bundle=oscillator|price_trend|range_breakout|volatility_band|split=train|year=2020|family_count=4|risk=na,train,2020,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,9,6,3,0.6666666666666666,6,0.16666666666666666,0.8333333333333334,0.0,,3,0.0,1.0,0.0,,0.05555555555555555,-0.05555555555555547,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volatility_band,4,bundle=oscillator|price_trend|range_breakout|volatility_band|split=train|year=2021|family_count=4|risk=na,train,2021,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,4,2,2,0.5,1,0.0,1.0,0.0,,1,0.0,1.0,0.0,,0.0,0.0,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volatility_band,4,bundle=oscillator|price_trend|range_breakout|volatility_band|split=validation|year=2022|family_count=4|risk=na,validation,2022,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,6,4,2,0.6666666666666666,4,0.75,0.25,0.0,,2,0.0,1.0,0.0,,0.25,-0.25,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volatility_band,4,bundle=oscillator|price_trend|range_breakout|volatility_band|split=validation|year=2023|family_count=4|risk=na,validation,2023,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,6,4,2,0.6666666666666666,3,0.6666666666666666,0.3333333333333333,0.0,,2,0.0,1.0,0.0,,0.2666666666666666,-0.26666666666666666,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volatility_band|volume_money,5,bundle=oscillator|price_trend|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=5|risk=na,robustness,2024,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,39,29,10,0.7435897435897436,29,0.7586206896551724,0.2413793103448276,0.0,,10,0.0,1.0,0.0,,0.19451812555260828,-0.1945181255526083,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volatility_band|volume_money,5,bundle=oscillator|price_trend|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=5|risk=na,robustness,2025,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,42,32,10,0.7619047619047619,14,0.6428571428571429,0.35714285714285715,0.0,,2,0.0,1.0,0.0,,0.0803571428571429,-0.08035714285714285,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volatility_band|volume_money,5,bundle=oscillator|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2017|family_count=5|risk=na,train,2017,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,6,5,1,0.8333333333333334,5,0.2,0.8,0.0,,1,0.0,1.0,0.0,,0.033333333333333354,-0.033333333333333326,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volatility_band|volume_money,5,bundle=oscillator|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=5|risk=na,train,2018,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,16,14,2,0.875,14,0.2857142857142857,0.6428571428571429,0.07142857142857142,,2,0.0,1.0,0.0,,0.0357142857142857,-0.044642857142857095,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volatility_band|volume_money,5,bundle=oscillator|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2019|family_count=5|risk=na,train,2019,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,28,26,2,0.9285714285714286,26,0.2692307692307692,0.6538461538461539,0.07692307692307693,,2,0.0,1.0,0.0,,0.019230769230769218,-0.02472527472527475,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volatility_band|volume_money,5,bundle=oscillator|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=5|risk=na,train,2020,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,31,18,13,0.5806451612903226,18,0.7222222222222222,0.2777777777777778,0.0,,13,0.0,1.0,0.0,,0.3028673835125448,-0.30286738351254483,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volatility_band|volume_money,5,bundle=oscillator|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2021|family_count=5|risk=na,train,2021,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,29,21,8,0.7241379310344828,16,0.3125,0.625,0.0625,,5,0.0,1.0,0.0,,0.07440476190476192,-0.0892857142857143,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volatility_band|volume_money,5,bundle=oscillator|price_trend|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=5|risk=na,validation,2022,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,20,18,2,0.9,18,0.3888888888888889,0.5555555555555556,0.05555555555555555,,2,0.0,1.0,0.0,,0.03888888888888892,-0.0444444444444444,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volatility_band|volume_money,5,bundle=oscillator|price_trend|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=5|risk=na,validation,2023,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,26,22,4,0.8461538461538461,16,0.5625,0.4375,0.0,,3,0.0,1.0,0.0,,0.08881578947368424,-0.08881578947368418,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volume_money,4,bundle=oscillator|price_trend|range_breakout|volume_money|split=robustness|year=2024|family_count=4|risk=na,robustness,2024,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,30,22,8,0.7333333333333333,22,0.4090909090909091,0.5909090909090909,0.0,,8,0.0,1.0,0.0,,0.10909090909090913,-0.10909090909090902,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volume_money,4,bundle=oscillator|price_trend|range_breakout|volume_money|split=robustness|year=2025|family_count=4|risk=na,robustness,2025,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,35,27,8,0.7714285714285715,15,0.5333333333333333,0.4,0.06666666666666667,,3,0.0,1.0,0.0,,0.0888888888888889,-0.09999999999999998,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volume_money,4,bundle=oscillator|price_trend|range_breakout|volume_money|split=train|year=2017|family_count=4|risk=na,train,2017,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,3,2,1,0.6666666666666666,2,0.5,0.5,0.0,,1,0.0,1.0,0.0,,0.16666666666666669,-0.16666666666666663,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volume_money,4,bundle=oscillator|price_trend|range_breakout|volume_money|split=train|year=2018|family_count=4|risk=na,train,2018,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,32,25,7,0.78125,25,0.24,0.68,0.08,,7,0.0,1.0,0.0,,0.05249999999999999,-0.06999999999999995,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volume_money,4,bundle=oscillator|price_trend|range_breakout|volume_money|split=train|year=2019|family_count=4|risk=na,train,2019,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,33,28,5,0.8484848484848485,28,0.42857142857142855,0.5,0.07142857142857142,,5,0.0,1.0,0.0,,0.0649350649350649,-0.0757575757575758,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volume_money,4,bundle=oscillator|price_trend|range_breakout|volume_money|split=train|year=2020|family_count=4|risk=na,train,2020,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,40,31,9,0.775,31,0.41935483870967744,0.5483870967741935,0.03225806451612903,,9,0.0,1.0,0.0,,0.09435483870967742,-0.10161290322580652,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volume_money,4,bundle=oscillator|price_trend|range_breakout|volume_money|split=train|year=2021|family_count=4|risk=na,train,2021,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,31,19,12,0.6129032258064516,6,0.5,0.3333333333333333,0.16666666666666666,,9,0.0,1.0,0.0,,0.3,-0.39999999999999997,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volume_money,4,bundle=oscillator|price_trend|range_breakout|volume_money|split=validation|year=2022|family_count=4|risk=na,validation,2022,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,33,24,9,0.7272727272727273,24,0.6666666666666666,0.3333333333333333,0.0,,9,0.0,1.0,0.0,,0.18181818181818177,-0.18181818181818182,too_sparse_use_fallback
oscillator|price_trend|range_breakout|volume_money,4,bundle=oscillator|price_trend|range_breakout|volume_money|split=validation|year=2023|family_count=4|risk=na,validation,2023,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,30,25,5,0.8333333333333334,16,0.375,0.4375,0.1875,,3,0.0,1.0,0.0,,0.05921052631578949,-0.08881578947368418,too_sparse_use_fallback
oscillator|price_trend|volatility_band,3,bundle=oscillator|price_trend|volatility_band|split=train|year=2021|family_count=3|risk=na,train,2021,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,0,1,0.0,0,,,,,0,,,,,,,unusable
oscillator|price_trend|volatility_band,3,bundle=oscillator|price_trend|volatility_band|split=validation|year=2023|family_count=3|risk=na,validation,2023,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,1,0,1.0,1,0.0,0.0,1.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
oscillator|pullback_drawdown,2,bundle=oscillator|pullback_drawdown|split=robustness|year=2024|family_count=2|risk=na,robustness,2024,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,22,20,2,0.9090909090909091,20,0.4,0.6,0.0,,2,0.0,1.0,0.0,,0.036363636363636376,-0.036363636363636376,too_sparse_use_fallback
oscillator|pullback_drawdown,2,bundle=oscillator|pullback_drawdown|split=robustness|year=2025|family_count=2|risk=na,robustness,2025,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,7,6,1,0.8571428571428571,4,0.25,0.75,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
oscillator|pullback_drawdown,2,bundle=oscillator|pullback_drawdown|split=train|year=2017|family_count=2|risk=na,train,2017,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,3,2,1,0.6666666666666666,2,1.0,0.0,0.0,,1,0.0,1.0,0.0,,0.33333333333333337,-0.3333333333333333,too_sparse_use_fallback
oscillator|pullback_drawdown,2,bundle=oscillator|pullback_drawdown|split=train|year=2018|family_count=2|risk=na,train,2018,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,8,6,2,0.75,6,0.16666666666666666,0.8333333333333334,0.0,,2,0.0,1.0,0.0,,0.04166666666666666,-0.04166666666666663,too_sparse_use_fallback
oscillator|pullback_drawdown,2,bundle=oscillator|pullback_drawdown|split=train|year=2019|family_count=2|risk=na,train,2019,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,12,12,0,1.0,12,0.5,0.5,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
oscillator|pullback_drawdown,2,bundle=oscillator|pullback_drawdown|split=train|year=2020|family_count=2|risk=na,train,2020,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,22,15,7,0.6818181818181818,15,0.4,0.4666666666666667,0.13333333333333333,,7,0.0,1.0,0.0,,0.12727272727272732,-0.16969696969696968,too_sparse_use_fallback
oscillator|pullback_drawdown,2,bundle=oscillator|pullback_drawdown|split=train|year=2021|family_count=2|risk=na,train,2021,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,18,9,9,0.5,5,0.2,0.8,0.0,,2,0.0,1.0,0.0,,0.05714285714285716,-0.05714285714285705,too_sparse_use_fallback
oscillator|pullback_drawdown,2,bundle=oscillator|pullback_drawdown|split=validation|year=2022|family_count=2|risk=na,validation,2022,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,21,12,9,0.5714285714285714,12,0.3333333333333333,0.4166666666666667,0.25,,9,0.0,1.0,0.0,,0.14285714285714285,-0.24999999999999994,too_sparse_use_fallback
oscillator|pullback_drawdown,2,bundle=oscillator|pullback_drawdown|split=validation|year=2023|family_count=2|risk=na,validation,2023,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,14,10,4,0.7142857142857143,5,0.4,0.6,0.0,,2,0.0,1.0,0.0,,0.11428571428571432,-0.11428571428571432,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout,3,bundle=oscillator|pullback_drawdown|range_breakout|split=robustness|year=2024|family_count=3|risk=na,robustness,2024,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,45,37,8,0.8222222222222222,37,0.6486486486486487,0.35135135135135137,0.0,,8,0.0,1.0,0.0,,0.11531531531531536,-0.1153153153153153,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout,3,bundle=oscillator|pullback_drawdown|range_breakout|split=robustness|year=2025|family_count=3|risk=na,robustness,2025,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,32,25,7,0.78125,10,0.3,0.6,0.1,,4,0.0,1.0,0.0,,0.08571428571428572,-0.11428571428571432,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout,3,bundle=oscillator|pullback_drawdown|range_breakout|split=train|year=2017|family_count=3|risk=na,train,2017,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,12,10,2,0.8333333333333334,10,0.8,0.2,0.0,,2,0.0,1.0,0.0,,0.13333333333333341,-0.1333333333333333,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout,3,bundle=oscillator|pullback_drawdown|range_breakout|split=train|year=2018|family_count=3|risk=na,train,2018,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,23,17,6,0.7391304347826086,17,0.17647058823529413,0.8235294117647058,0.0,,6,0.0,1.0,0.0,,0.04603580562659848,-0.04603580562659848,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout,3,bundle=oscillator|pullback_drawdown|range_breakout|split=train|year=2019|family_count=3|risk=na,train,2019,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,36,29,7,0.8055555555555556,29,0.4827586206896552,0.5172413793103449,0.0,,7,0.0,1.0,0.0,,0.0938697318007663,-0.0938697318007663,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout,3,bundle=oscillator|pullback_drawdown|range_breakout|split=train|year=2020|family_count=3|risk=na,train,2020,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,50,37,13,0.74,37,0.7297297297297297,0.2702702702702703,0.0,,13,0.0,1.0,0.0,,0.18972972972972968,-0.18972972972972973,thin_bucket_report_only
oscillator|pullback_drawdown|range_breakout,3,bundle=oscillator|pullback_drawdown|range_breakout|split=train|year=2021|family_count=3|risk=na,train,2021,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,54,33,21,0.6111111111111112,20,0.25,0.75,0.0,,11,0.0,1.0,0.0,,0.08870967741935484,-0.08870967741935487,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout,3,bundle=oscillator|pullback_drawdown|range_breakout|split=validation|year=2022|family_count=3|risk=na,validation,2022,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,52,42,10,0.8076923076923077,42,0.42857142857142855,0.5714285714285714,0.0,,10,0.0,1.0,0.0,,0.0824175824175824,-0.08241758241758246,thin_bucket_report_only
oscillator|pullback_drawdown|range_breakout,3,bundle=oscillator|pullback_drawdown|range_breakout|split=validation|year=2023|family_count=3|risk=na,validation,2023,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,35,28,7,0.8,17,0.5882352941176471,0.35294117647058826,0.058823529411764705,,4,0.0,1.0,0.0,,0.11204481792717091,-0.1232492997198879,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band,4,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2024|family_count=4|risk=na,robustness,2024,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,71,56,15,0.7887323943661971,56,0.6607142857142857,0.26785714285714285,0.07142857142857142,,15,0.0,1.0,0.0,,0.13958752515090544,-0.15467806841046278,thin_bucket_report_only
oscillator|pullback_drawdown|range_breakout|volatility_band,4,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2025|family_count=4|risk=na,robustness,2025,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,43,34,9,0.7906976744186046,11,0.45454545454545453,0.45454545454545453,0.09090909090909091,,0,,,,,0.0,0.0,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band,4,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=train|year=2017|family_count=4|risk=na,train,2017,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,9,8,1,0.8888888888888888,8,0.75,0.25,0.0,,1,0.0,1.0,0.0,,0.08333333333333337,-0.08333333333333331,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band,4,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=train|year=2018|family_count=4|risk=na,train,2018,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,8,6,2,0.75,6,0.16666666666666666,0.8333333333333334,0.0,,2,0.0,1.0,0.0,,0.04166666666666666,-0.04166666666666663,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band,4,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=train|year=2019|family_count=4|risk=na,train,2019,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,21,18,3,0.8571428571428571,18,0.6111111111111112,0.3888888888888889,0.0,,3,0.0,1.0,0.0,,0.08730158730158732,-0.08730158730158727,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band,4,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=train|year=2020|family_count=4|risk=na,train,2020,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,16,12,4,0.75,12,0.5,0.4166666666666667,0.08333333333333333,,4,0.0,1.0,0.0,,0.125,-0.14583333333333331,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band,4,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=train|year=2021|family_count=4|risk=na,train,2021,T+5,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,18,14,4,0.7777777777777778,8,0.25,0.75,0.0,,1,0.0,1.0,0.0,,0.02777777777777779,-0.02777777777777779,too_sparse_use_fallback
