fresh_evidence_status,fresh_family_id,fresh_offset_bucket,seed_same_day_bundle_key,seed_same_day_family_count,seed_pre_fresh_state,survival_checkpoint_state,split,year,row_count,label_denominator_count,posterior_denominator_policy,P_good,P_bad,P_neutral,EV_R_diagnostic,fresh_before_observable_failure_rate,fresh_without_prior_observable_failure_rate,median_fresh_offset,sample_sufficiency_status
ambiguous_same_offset,momentum_rps,T3_T5,pullback_drawdown,1,ambiguous_same_offset,survived_t3,train,2018,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,momentum_rps,T3_T5,pullback_drawdown,1,ambiguous_same_offset,survived_t3,validation,2022,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,momentum_rps,T3_T5,pullback_drawdown,1,ambiguous_same_offset,survived_t3,validation,2023,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,momentum_rps,T3_T5,pullback_drawdown|range_breakout,2,ambiguous_same_offset,survived_t3,train,2021,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,momentum_rps,T3_T5,pullback_drawdown|range_breakout,2,ambiguous_same_offset,survived_t3,validation,2023,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,momentum_rps,T3_T5,range_breakout,1,ambiguous_same_offset,survived_t3,train,2019,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,momentum_rps,T3_T5,range_breakout,1,ambiguous_same_offset,survived_t3,train,2020,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,momentum_rps,T3_T5,range_breakout|volume_money,2,ambiguous_same_offset,survived_t3,train,2021,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,oscillator,T6_T10,momentum_rps|pullback_drawdown|range_breakout,3,ambiguous_same_offset,survived_t10,train,2020,1,0,audit_only_exclude,,,,,0.0,0.0,10.0,unusable
ambiguous_same_offset,price_trend,T3_T5,momentum_rps|pullback_drawdown|range_breakout|volume_money,4,ambiguous_same_offset,survived_t5,validation,2022,1,0,audit_only_exclude,,,,,0.0,0.0,5.0,unusable
ambiguous_same_offset,price_trend,T3_T5,range_breakout|volume_money,2,ambiguous_same_offset,survived_t5,train,2020,1,0,audit_only_exclude,,,,,0.0,0.0,5.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,momentum_rps,1,ambiguous_same_offset,survived_t3,train,2018,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,momentum_rps,1,ambiguous_same_offset,survived_t3,validation,2022,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,momentum_rps|oscillator|price_trend|range_breakout,4,ambiguous_same_offset,survived_t3,train,2017,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,momentum_rps|oscillator|price_trend|range_breakout|volatility_band,5,ambiguous_same_offset,survived_t3,train,2021,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money,6,ambiguous_same_offset,survived_t3,robustness,2025,2,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,momentum_rps|oscillator|price_trend|range_breakout|volume_money,5,ambiguous_same_offset,survived_t3,validation,2022,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,momentum_rps|price_trend,2,ambiguous_same_offset,survived_t3,train,2018,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,momentum_rps|price_trend|range_breakout,3,ambiguous_same_offset,survived_t3,train,2021,2,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,momentum_rps|price_trend|range_breakout|volatility_band|volume_money,5,ambiguous_same_offset,survived_t3,robustness,2024,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,momentum_rps|price_trend|range_breakout|volatility_band|volume_money,5,ambiguous_same_offset,survived_t3,train,2019,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,momentum_rps|price_trend|range_breakout|volatility_band|volume_money,5,ambiguous_same_offset,survived_t3,train,2020,2,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,momentum_rps|price_trend|range_breakout|volume_money,4,ambiguous_same_offset,survived_t3,robustness,2025,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,momentum_rps|price_trend|range_breakout|volume_money,4,ambiguous_same_offset,survived_t3,validation,2022,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,momentum_rps|price_trend|volume_money,3,ambiguous_same_offset,survived_t3,robustness,2025,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,momentum_rps|price_trend|volume_money,3,ambiguous_same_offset,survived_t3,train,2021,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,momentum_rps|range_breakout|volume_money,3,ambiguous_same_offset,survived_t3,validation,2022,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,price_trend|range_breakout,2,ambiguous_same_offset,survived_t3,train,2021,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,price_trend|range_breakout,2,ambiguous_same_offset,survived_t3,validation,2022,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,range_breakout|volatility_band,2,ambiguous_same_offset,survived_t3,validation,2022,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,volatility_band,1,ambiguous_same_offset,survived_t3,train,2020,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,pullback_drawdown,T3_T5,volatility_band|volume_money,2,ambiguous_same_offset,survived_t3,train,2021,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,range_breakout,T11_T20,volume_money,1,ambiguous_same_offset,survived_t10,robustness,2025,1,0,audit_only_exclude,,,,,0.0,0.0,14.0,unusable
ambiguous_same_offset,range_breakout,T3_T5,momentum_rps,1,ambiguous_same_offset,survived_t5,validation,2022,1,0,audit_only_exclude,,,,,0.0,0.0,5.0,unusable
ambiguous_same_offset,range_breakout,T3_T5,pullback_drawdown,1,ambiguous_same_offset,survived_t3,train,2021,1,0,audit_only_exclude,,,,,0.0,0.0,4.0,unusable
ambiguous_same_offset,range_breakout,T6_T10,momentum_rps|pullback_drawdown,2,ambiguous_same_offset,survived_t5,validation,2022,1,0,audit_only_exclude,,,,,0.0,0.0,6.0,unusable
ambiguous_same_offset,volatility_band,T11_T20,range_breakout,1,ambiguous_same_offset,survived_t10,train,2021,1,0,audit_only_exclude,,,,,0.0,0.0,12.0,unusable
ambiguous_same_offset,volatility_band,T6_T10,range_breakout,1,ambiguous_same_offset,survived_t5,robustness,2025,1,0,audit_only_exclude,,,,,0.0,0.0,7.0,unusable
ambiguous_same_offset,volume_money,T3_T5,momentum_rps|price_trend,2,ambiguous_same_offset,survived_t3,train,2021,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,volume_money,T3_T5,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,ambiguous_same_offset,survived_t3,train,2020,1,0,audit_only_exclude,,,,,0.0,0.0,4.0,unusable
ambiguous_same_offset,volume_money,T3_T5,range_breakout,1,ambiguous_same_offset,survived_t3,robustness,2024,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,volume_money,T3_T5,range_breakout,1,ambiguous_same_offset,survived_t3,train,2018,1,0,audit_only_exclude,,,,,0.0,0.0,4.0,unusable
ambiguous_same_offset,volume_money,T3_T5,range_breakout,1,ambiguous_same_offset,survived_t3,validation,2022,1,0,audit_only_exclude,,,,,0.0,0.0,3.0,unusable
ambiguous_same_offset,volume_money,T3_T5,range_breakout,1,ambiguous_same_offset,survived_t3,validation,2023,1,0,audit_only_exclude,,,,,0.0,0.0,4.0,unusable
ambiguous_same_offset,volume_money,T6_T10,momentum_rps|price_trend,2,ambiguous_same_offset,survived_t5,robustness,2024,1,0,audit_only_exclude,,,,,0.0,0.0,7.0,unusable
ambiguous_same_offset,volume_money,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,ambiguous_same_offset,survived_t5,train,2021,1,0,audit_only_exclude,,,,,0.0,0.0,9.0,unusable
ambiguous_same_offset,volume_money,T6_T10,pullback_drawdown|range_breakout,2,ambiguous_same_offset,survived_t5,train,2018,1,0,audit_only_exclude,,,,,0.0,0.0,6.0,unusable
ambiguous_same_offset,volume_money,T6_T10,range_breakout,1,ambiguous_same_offset,survived_t5,train,2021,1,0,audit_only_exclude,,,,,0.0,0.0,8.0,unusable
ambiguous_same_offset,volume_money,T6_T10,range_breakout,1,ambiguous_same_offset,survived_t5,validation,2023,1,0,audit_only_exclude,,,,,0.0,0.0,7.0,unusable
ambiguous_same_offset,volume_money,T6_T10,range_breakout|volatility_band,2,ambiguous_same_offset,survived_t5,validation,2023,1,0,audit_only_exclude,,,,,0.0,0.0,8.0,unusable
censored_before_t30,censored,censored,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,5,censored_before_fresh,censored_before_checkpoint,train,2020,1,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,6,censored_before_fresh,censored_before_checkpoint,robustness,2025,1,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,6,censored_before_fresh,censored_before_checkpoint,train,2021,1,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,7,censored_before_fresh,censored_before_checkpoint,robustness,2025,1,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,7,censored_before_fresh,censored_before_checkpoint,train,2020,2,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,7,censored_before_fresh,censored_before_checkpoint,train,2021,1,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,7,censored_before_fresh,censored_before_checkpoint,validation,2022,2,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,7,censored_before_fresh,censored_before_checkpoint,validation,2023,2,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volume_money,6,censored_before_fresh,censored_before_checkpoint,robustness,2024,1,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,momentum_rps|oscillator|pullback_drawdown|range_breakout|volatility_band,5,censored_before_fresh,censored_before_checkpoint,robustness,2024,1,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,momentum_rps|price_trend|pullback_drawdown|range_breakout,4,censored_before_fresh,censored_before_checkpoint,robustness,2025,1,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,momentum_rps|price_trend|pullback_drawdown|range_breakout,4,censored_before_fresh,censored_before_checkpoint,train,2021,1,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,censored_before_fresh,censored_before_checkpoint,robustness,2024,1,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,censored_before_fresh,censored_before_checkpoint,robustness,2025,2,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,censored_before_fresh,censored_before_checkpoint,train,2020,1,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,censored_before_fresh,censored_before_checkpoint,robustness,2025,1,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,momentum_rps|pullback_drawdown|range_breakout,3,censored_before_fresh,censored_before_checkpoint,robustness,2024,1,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,censored_before_fresh,censored_before_checkpoint,robustness,2024,1,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,oscillator|price_trend|pullback_drawdown|range_breakout|volume_money,5,censored_before_fresh,censored_before_checkpoint,validation,2022,1,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,oscillator|range_breakout,2,censored_before_fresh,censored_before_checkpoint,robustness,2025,2,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,price_trend|pullback_drawdown|range_breakout|volatility_band,4,censored_before_fresh,censored_before_checkpoint,train,2021,1,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,price_trend|range_breakout|volume_money,3,censored_before_fresh,censored_before_checkpoint,train,2020,1,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,range_breakout,1,censored_before_fresh,censored_before_checkpoint,robustness,2025,2,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,range_breakout,1,censored_before_fresh,censored_before_checkpoint,validation,2023,1,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,range_breakout|volume_money,2,censored_before_fresh,censored_before_checkpoint,robustness,2025,1,0,censored_exclude,,,,,,,,unusable
censored_before_t30,censored,censored,volume_money,1,censored_before_fresh,censored_before_checkpoint,robustness,2025,1,0,censored_exclude,,,,,,,,unusable
found_within_t3_t30,momentum_rps,T11_T20,oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,alive_before_fresh,survived_t10,train,2019,2,2,include_labeled,1.0,0.0,0.0,,0.5,1.0,15.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,alive_before_fresh,survived_t10,train,2020,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,12.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,oscillator|price_trend|range_breakout|volume_money,4,alive_before_fresh,survived_t10,train,2018,2,2,include_labeled,0.0,1.0,0.0,,1.0,1.0,14.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,oscillator|price_trend|range_breakout|volume_money,4,alive_before_fresh,survived_t10,train,2021,1,0,include_labeled,,,,,1.0,1.0,14.0,unusable
found_within_t3_t30,momentum_rps,T11_T20,oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money,5,alive_before_fresh,survived_t10,validation,2023,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,12.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,oscillator|range_breakout,2,alive_before_fresh,survived_t10,robustness,2025,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,12.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,oscillator|range_breakout,2,alive_before_fresh,survived_t10,train,2020,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,15.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,oscillator|range_breakout|volatility_band|volume_money,4,alive_before_fresh,survived_t10,robustness,2025,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,13.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,oscillator|range_breakout|volatility_band|volume_money,4,alive_before_fresh,survived_t10,validation,2023,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,14.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,oscillator|range_breakout|volume_money,3,alive_before_fresh,survived_t10,robustness,2025,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,12.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,price_trend,1,alive_before_fresh,survived_t10,validation,2022,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,12.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,price_trend|pullback_drawdown|range_breakout,3,alive_before_fresh,survived_t10,train,2020,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,11.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,price_trend|pullback_drawdown|range_breakout|volatility_band,4,alive_before_fresh,survived_t10,train,2019,1,1,include_labeled,0.0,1.0,0.0,,1.0,1.0,12.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,5,alive_before_fresh,survived_t10,train,2019,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,13.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,5,alive_before_fresh,survived_t10,train,2020,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,11.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,price_trend|range_breakout,2,alive_before_fresh,survived_t10,robustness,2024,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,14.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,price_trend|range_breakout|volume_money,3,alive_before_fresh,survived_t10,robustness,2025,1,0,include_labeled,,,,,1.0,1.0,16.0,unusable
found_within_t3_t30,momentum_rps,T11_T20,price_trend|range_breakout|volume_money,3,alive_before_fresh,survived_t10,train,2021,1,0,include_labeled,,,,,1.0,1.0,19.0,unusable
found_within_t3_t30,momentum_rps,T11_T20,pullback_drawdown,1,alive_before_fresh,survived_t10,train,2019,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,12.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,pullback_drawdown|range_breakout,2,alive_before_fresh,survived_t10,robustness,2025,1,0,include_labeled,,,,,1.0,1.0,18.0,unusable
found_within_t3_t30,momentum_rps,T11_T20,pullback_drawdown|range_breakout,2,alive_before_fresh,survived_t10,train,2021,1,0,include_labeled,,,,,1.0,1.0,18.0,unusable
found_within_t3_t30,momentum_rps,T11_T20,pullback_drawdown|range_breakout|volatility_band|volume_money,4,alive_before_fresh,survived_t10,validation,2022,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,19.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,pullback_drawdown|range_breakout|volume_money,3,alive_before_fresh,survived_t10,train,2021,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,12.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,range_breakout,1,alive_before_fresh,survived_t10,robustness,2024,2,2,include_labeled,0.5,0.5,0.0,,1.0,1.0,11.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,range_breakout,1,alive_before_fresh,survived_t10,robustness,2025,3,2,include_labeled,1.0,0.0,0.0,,0.0,1.0,13.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,range_breakout,1,alive_before_fresh,survived_t10,train,2019,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,13.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,range_breakout,1,alive_before_fresh,survived_t10,train,2020,2,2,include_labeled,0.5,0.5,0.0,,0.5,1.0,12.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,range_breakout,1,alive_before_fresh,survived_t10,train,2021,2,2,include_labeled,1.0,0.0,0.0,,0.0,1.0,12.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,range_breakout,1,alive_before_fresh,survived_t10,validation,2022,1,1,include_labeled,0.0,1.0,0.0,,1.0,1.0,11.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,range_breakout,1,alive_before_fresh,survived_t10,validation,2023,3,2,include_labeled,0.5,0.5,0.0,,0.3333333333333333,1.0,13.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,range_breakout|volatility_band,2,alive_before_fresh,survived_t10,robustness,2025,2,2,include_labeled,1.0,0.0,0.0,,0.5,1.0,12.5,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,range_breakout|volatility_band|volume_money,3,alive_before_fresh,survived_t10,train,2019,1,1,include_labeled,0.0,1.0,0.0,,1.0,1.0,18.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,range_breakout|volatility_band|volume_money,3,alive_before_fresh,survived_t10,validation,2023,2,2,include_labeled,0.5,0.5,0.0,,0.5,1.0,13.5,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,range_breakout|volume_money,2,alive_before_fresh,survived_t10,robustness,2024,1,1,include_labeled,0.0,1.0,0.0,,1.0,1.0,12.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,range_breakout|volume_money,2,alive_before_fresh,survived_t10,robustness,2025,4,2,include_labeled,1.0,0.0,0.0,,0.25,1.0,13.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,range_breakout|volume_money,2,alive_before_fresh,survived_t10,train,2019,1,1,include_labeled,0.0,1.0,0.0,,1.0,1.0,11.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,range_breakout|volume_money,2,alive_before_fresh,survived_t10,train,2020,3,3,include_labeled,1.0,0.0,0.0,,0.0,1.0,14.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,range_breakout|volume_money,2,alive_before_fresh,survived_t10,validation,2022,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,11.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,range_breakout|volume_money,2,alive_before_fresh,survived_t10,validation,2023,3,2,include_labeled,1.0,0.0,0.0,,0.6666666666666666,1.0,12.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,volume_money,1,alive_before_fresh,survived_t10,robustness,2024,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,11.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T11_T20,volume_money,1,alive_before_fresh,survived_t10,train,2021,1,0,include_labeled,,,,,0.0,1.0,13.0,unusable
found_within_t3_t30,momentum_rps,T11_T20,volume_money,1,alive_before_fresh,survived_t10,validation,2023,3,1,include_labeled,1.0,0.0,0.0,,0.3333333333333333,1.0,11.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T21_T30,oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,alive_before_fresh,survived_t10,robustness,2024,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,29.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T21_T30,oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,alive_before_fresh,survived_t10,robustness,2025,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,21.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T21_T30,oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,alive_before_fresh,survived_t10,train,2021,1,0,include_labeled,,,,,0.0,1.0,25.0,unusable
found_within_t3_t30,momentum_rps,T21_T30,oscillator|price_trend|range_breakout|volatility_band,4,alive_before_fresh,survived_t10,robustness,2025,1,0,include_labeled,,,,,0.0,1.0,21.0,unusable
found_within_t3_t30,momentum_rps,T21_T30,oscillator|range_breakout,2,alive_before_fresh,survived_t10,robustness,2024,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,23.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T21_T30,oscillator|range_breakout|volatility_band,3,alive_before_fresh,survived_t10,robustness,2024,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,25.0,too_sparse_use_fallback
found_within_t3_t30,momentum_rps,T21_T30,oscillator|range_breakout|volatility_band|volume_money,4,alive_before_fresh,survived_t10,robustness,2025,1,0,include_labeled,,,,,1.0,1.0,26.0,unusable
