baseline_family,family_id,grid_cell_id,split,baseline_eligible_universe_row_n,requested_same_budget_row_n,materialized_baseline_row_n,unmatched_candidate_n,baseline_sample_id_n,membership_frozen_before_label_readout,matching_bucket_frozen_before_label_readout,baseline_forward_label_read_after_membership_freeze,baseline_label_anchor_type,ready_made_event_anchored_label_used,baseline_materialization_gate,blocking_reason
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__af4361ca28c5,train,433131,4248,4248,114,4242,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__af4361ca28c5,train,433131,4248,4248,803,4242,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__be2f347ffea5,train,433131,4248,4248,343,4245,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__be2f347ffea5,train,433131,4248,4248,114,4241,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__be2f347ffea5,train,433131,4248,4248,803,4239,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__1b61f720f0bd,train,433131,3397,3397,273,3395,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__1b61f720f0bd,train,433131,3397,3397,81,3395,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__1b61f720f0bd,train,433131,3397,3397,678,3388,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__ee518461bbcb,train,433131,3397,3397,273,3396,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__ee518461bbcb,train,433131,3397,3397,81,3394,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__ee518461bbcb,train,433131,3397,3397,678,3396,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__8954ed1757dd,train,433131,2727,2727,238,2726,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__8954ed1757dd,train,433131,2727,2727,62,2726,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__8954ed1757dd,train,433131,2727,2727,531,2724,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__8efaf05cf290,train,433131,2727,2727,238,2727,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__8efaf05cf290,train,433131,2727,2727,62,2724,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__8efaf05cf290,train,433131,2727,2727,531,2723,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__8aab0056bd35,train,433131,28810,28810,3985,28563,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__8aab0056bd35,train,433131,28810,28810,753,28685,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__8aab0056bd35,train,433131,28810,28810,6017,28441,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__74553127219c,train,433131,23516,23516,2929,23376,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__74553127219c,train,433131,23516,23516,652,23420,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__74553127219c,train,433131,23516,23516,4704,23297,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__9734c3983a3c,train,433131,24351,24351,3171,24199,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__9734c3983a3c,train,433131,24351,24351,662,24252,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__9734c3983a3c,train,433131,24351,24351,5072,24073,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__878a1ca19092,train,433131,20816,20816,2557,20704,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__878a1ca19092,train,433131,20816,20816,593,20739,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__878a1ca19092,train,433131,20816,20816,4241,20626,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__502d5b4751e8,train,433131,18639,18639,2215,18562,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__502d5b4751e8,train,433131,18639,18639,553,18572,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__502d5b4751e8,train,433131,18639,18639,3867,18475,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__9f1b663f253f,train,433131,16752,16752,1933,16683,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__9f1b663f253f,train,433131,16752,16752,517,16704,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__9f1b663f253f,train,433131,16752,16752,3442,16610,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__9878c386a353,train,433131,28798,28798,3985,28565,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__9878c386a353,train,433131,28798,28798,751,28673,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__9878c386a353,train,433131,28798,28798,6013,28400,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__aa3de82fbf26,train,433131,23501,23501,2929,23350,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__aa3de82fbf26,train,433131,23501,23501,650,23407,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__aa3de82fbf26,train,433131,23501,23501,4701,23232,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__cc542d49e10f,train,433131,24335,24335,3171,24163,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__cc542d49e10f,train,433131,24335,24335,660,24241,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__cc542d49e10f,train,433131,24335,24335,5068,24076,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__b11e1528f798,train,433131,20804,20804,2557,20699,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__b11e1528f798,train,433131,20804,20804,591,20721,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__b11e1528f798,train,433131,20804,20804,4238,20604,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__06af442bce70,train,433131,18629,18629,2215,18532,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__06af442bce70,train,433131,18629,18629,551,18566,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__06af442bce70,train,433131,18629,18629,3863,18476,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__c9f958611afe,train,433131,16743,16743,1933,16681,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__c9f958611afe,train,433131,16743,16743,515,16683,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__c9f958611afe,train,433131,16743,16743,3439,16618,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__a2bab1afd1dd,train,433131,26422,26422,3985,26170,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__a2bab1afd1dd,train,433131,26422,26422,680,26315,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__a2bab1afd1dd,train,433131,26422,26422,5785,26088,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__b77cae1ae007,train,433131,21425,21425,2929,21307,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__b77cae1ae007,train,433131,21425,21425,585,21340,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__b77cae1ae007,train,433131,21425,21425,4490,21225,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__d7615eae21fd,train,433131,22414,22414,3171,22255,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__d7615eae21fd,train,433131,22414,22414,596,22326,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__d7615eae21fd,train,433131,22414,22414,4859,22181,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__bd1ac4585d52,train,433131,19060,19060,2557,18951,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__bd1ac4585d52,train,433131,19060,19060,530,19000,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__bd1ac4585d52,train,433131,19060,19060,4046,18894,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__464a8e2999d6,train,433131,17212,17212,2215,17125,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__464a8e2999d6,train,433131,17212,17212,497,17158,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__464a8e2999d6,train,433131,17212,17212,3689,17075,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__e16adeff9d97,train,433131,15406,15406,1933,15359,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__e16adeff9d97,train,433131,15406,15406,461,15360,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__e16adeff9d97,train,433131,15406,15406,3272,15284,True,True,True,executable_next_open_anchored,False,pass,
