family_id,grid_cell_id,family_source,ep07_identity_cell_flag,split,source_candidate_train_n,raw_candidate_n,cooldown_entry_n,fill_feasible_candidate_n,entry_anchor_available_n,primary_denominator_n,path_complete_120_n,path_complete_30_n,instrument_n,instrument_month_n,decision_month_n,cell_primary_denominator_n_min,cell_instrument_n_min,cell_effective_sample_ratio,denominator_gate,blocking_reason
B2_relative_strength_breakout,B2-relative-strength-breakout__c7e7179c7b8f,simple_rule_grid,False,train,607536,67005,10142,67005,67005,10142,10142,10142,1160,7772,57,300,30,0.7663182804180635,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__b9c9d1299022,simple_rule_grid,False,train,607536,30692,6055,30692,30692,6055,6055,6055,1041,5052,48,300,30,0.8343517753922378,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__8a6c15a34460,simple_rule_grid,False,train,607536,65788,9978,65788,65788,9978,9978,9978,1155,7658,57,300,30,0.7674884746442173,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__4845f366eae6,simple_rule_grid,False,train,607536,30648,6038,30648,30648,6038,6038,6038,1041,5035,48,300,30,0.8338853925140776,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__61db67ee1618,simple_rule_grid,False,train,607536,38683,6088,38683,38683,6088,6088,6088,1012,4755,57,300,30,0.7810446780551905,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__bb20a9263519,simple_rule_grid,False,train,607536,17777,3573,17777,17777,3573,3573,3573,871,3018,48,300,30,0.8446683459277917,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__377c3e689ae8,simple_rule_grid,False,train,607536,38363,6047,38363,38363,6047,6047,6047,1012,4731,57,300,30,0.7823714238465355,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__ff7adaf093c4,simple_rule_grid,False,train,607536,17767,3570,17767,17767,3570,3570,3570,871,3015,48,300,30,0.8445378151260504,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__b9a0e3481365,simple_rule_grid,False,train,607536,61286,9836,61286,61286,9836,9836,9836,1160,7774,57,300,30,0.7903619357462383,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__da4cbee37ceb,simple_rule_grid,False,train,607536,27531,5679,27531,27531,5679,5679,5679,1044,4874,48,300,30,0.8582496918471562,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__fc404ad6ee08,simple_rule_grid,False,train,607536,60673,9751,60673,60673,9751,9751,9751,1160,7705,57,300,30,0.7901753666290637,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__167dfbbd79ce,simple_rule_grid,False,train,607536,27511,5673,27511,27511,5673,5673,5673,1043,4868,48,300,30,0.8580997708443504,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__1d4b408e8ccc,simple_rule_grid,False,train,607536,49017,7927,49017,49017,7927,7927,7927,1126,6309,57,300,30,0.7958874731928851,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__69f8f25a82ee,simple_rule_grid,False,train,607536,22390,4628,22390,22390,4628,4628,4628,987,3980,48,300,30,0.8599827139152982,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__6264e326b511,simple_rule_grid,False,train,607536,48730,7897,48730,48730,7897,7897,7897,1126,6285,57,300,30,0.7958718500696467,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__a8dd24f2baa2,simple_rule_grid,False,train,607536,22379,4624,22379,22379,4624,4624,4624,987,3976,48,300,30,0.8598615916955017,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__6e8b74238e42,simple_rule_grid,False,train,607536,30414,5058,30414,30414,5058,5058,5058,981,4077,57,300,30,0.806049822064057,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__27f209526792,simple_rule_grid,False,train,607536,14031,2930,14031,14031,2930,2930,2930,822,2536,48,300,30,0.8655290102389078,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__24b995ebc14d,simple_rule_grid,False,train,607536,30324,5047,30324,30324,5047,5047,5047,980,4068,57,300,30,0.8060233802258767,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__5980fec7fd4d,simple_rule_grid,False,train,607536,14029,2930,14029,14029,2930,2930,2930,822,2536,48,300,30,0.8655290102389078,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__6cc7775eba3a,simple_rule_grid,False,train,607536,41040,7018,41040,41040,7018,7018,7018,1108,5698,57,300,30,0.8119122257053292,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__e5f73d05e309,simple_rule_grid,False,train,607536,18484,4037,18484,18484,4037,4037,4037,962,3526,48,300,30,0.8734208570720833,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__fe4d0e58f856,simple_rule_grid,False,train,607536,40914,7007,40914,40914,7007,7007,7007,1108,5693,57,300,30,0.8124732410446697,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__4e58bb88c5d9,simple_rule_grid,False,train,607536,18479,4036,18479,18479,4036,4036,4036,962,3525,48,300,30,0.8733894945490585,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__d0f0fb1727c9,simple_rule_grid,False,train,607536,34270,5927,34270,34270,5927,5927,5927,1073,4827,57,300,30,0.8144086384342838,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__c15a1dfe5387,simple_rule_grid,False,train,607536,15842,3464,15842,15842,3464,3464,3464,920,3025,48,300,30,0.8732678983833718,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__e7b68ff136d7,simple_rule_grid,False,train,607536,34209,5923,34209,34209,5923,5923,5923,1073,4825,57,300,30,0.8146209691034948,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__0f91aad80911,simple_rule_grid,False,train,607536,15839,3463,15839,15839,3463,3463,3463,920,3024,48,300,30,0.8732313023390125,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,simple_rule_grid,False,train,607536,22933,4061,22933,22933,4061,4061,4061,926,3324,57,300,30,0.8185176065008618,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__0280f6ed7ad3,simple_rule_grid,False,train,607536,10788,2373,10788,10788,2373,2373,2373,767,2074,48,300,30,0.8739991571849979,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__3206f2976d28,simple_rule_grid,False,train,607536,22913,4057,22913,22913,4057,4057,4057,926,3322,57,300,30,0.8188316490017254,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__9d33b5e53fbc,simple_rule_grid,False,train,607536,10788,2373,10788,10788,2373,2373,2373,767,2074,48,300,30,0.8739991571849979,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__0d0af967fe16,simple_rule_grid,False,train,607536,20156,7640,20156,20156,7640,7640,7640,694,6689,59,300,30,0.8755235602094241,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__4bbabdc1b6f2,simple_rule_grid,False,train,607536,7514,4137,7514,7514,4137,4137,4137,628,3944,59,300,30,0.9533478365965675,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6aaa05aa0539,simple_rule_grid,False,train,607536,9072,4657,9072,9072,4657,4657,4657,603,4335,59,300,30,0.9308567747476917,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__c35e4a8da8ff,simple_rule_grid,False,train,607536,3908,2589,3908,3908,2589,2589,2589,544,2519,59,300,30,0.9729625337968327,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__930bffc279cc,simple_rule_grid,False,train,607536,31043,9713,31043,31043,9713,9713,9713,750,8274,59,300,30,0.8518480387110059,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__1eb9310715c9,simple_rule_grid,False,train,607536,14344,5967,14344,14344,5967,5967,5967,704,5515,59,300,30,0.9242500418971007,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__b936e54a0035,simple_rule_grid,False,train,607536,16859,7001,16859,16859,7001,7001,7001,703,6358,59,300,30,0.9081559777174689,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__46de896921d5,simple_rule_grid,False,train,607536,9166,4563,9166,9166,4563,4563,4563,661,4330,59,300,30,0.9489371027832566,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__8714e61d4a7d,simple_rule_grid,False,train,607536,34744,10153,34744,34744,10153,10153,10153,762,8607,59,300,30,0.8477297350536788,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__7096975986f4,simple_rule_grid,False,train,607536,17299,6464,17299,17299,6464,6464,6464,723,5934,59,300,30,0.9180074257425742,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__cf45a8f24a10,simple_rule_grid,False,train,607536,20179,7689,20179,20179,7689,7689,7689,737,6940,59,300,30,0.9025881128885421,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__2ae926dfd932,simple_rule_grid,False,train,607536,11896,5261,11896,11896,5261,5261,5261,700,4945,59,300,30,0.9399353735031363,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6356c9f224eb,simple_rule_grid,False,train,607536,23870,9293,23870,23870,9293,9293,9293,807,8158,59,300,30,0.8778650597223717,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__40105f2ea64e,simple_rule_grid,False,train,607536,9635,5377,9635,9635,5377,5377,5377,749,5111,59,300,30,0.950530035335689,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__254a7b738a51,simple_rule_grid,False,train,607536,10534,5534,10534,10534,5534,5534,5534,706,5159,59,300,30,0.9322370798698952,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__06141443a695,simple_rule_grid,False,train,607536,4819,3224,4819,4819,3224,3224,3224,632,3133,59,300,30,0.9717741935483871,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6604b5c4139f,simple_rule_grid,False,train,607536,39949,12611,39949,39949,12611,12611,12611,889,10696,59,300,30,0.848148441836492,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__03a4cd1650d1,simple_rule_grid,False,train,607536,20015,8258,20015,20015,8258,8258,8258,851,7568,59,300,30,0.9164446597239041,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__2632b6daac8d,simple_rule_grid,False,train,607536,21462,8940,21462,21462,8940,8940,8940,839,8083,59,300,30,0.9041387024608502,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__60013438e974,simple_rule_grid,False,train,607536,12395,6133,12395,12395,6133,6133,6133,796,5799,59,300,30,0.9455405185064406,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__a77b0f7c5564,simple_rule_grid,False,train,607536,46441,13468,46441,46441,13468,13468,13468,911,11356,59,300,30,0.8431838431838432,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6def42d46646,simple_rule_grid,False,train,607536,25223,9117,25223,25223,9117,9117,9117,876,8269,59,300,30,0.9069869474607876,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__507442ccf12d,simple_rule_grid,False,train,607536,27028,10150,27028,27028,10150,10150,10150,876,9091,59,300,30,0.8956650246305419,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__b33a21b13bd4,simple_rule_grid,False,train,607536,17010,7308,17010,17010,7308,7308,7308,842,6822,59,300,30,0.9334975369458128,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6ad5efb76c4c,simple_rule_grid,False,train,607536,26545,10614,26545,26545,10614,10614,10614,894,9319,59,300,30,0.877991332202751,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__421eee87cd10,simple_rule_grid,False,train,607536,11256,6352,11256,11256,6352,6352,6352,844,6027,59,300,30,0.9488350125944585,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__607f3fca12b9,simple_rule_grid,False,train,607536,11505,6165,11505,11505,6165,6165,6165,783,5757,59,300,30,0.9338199513381995,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__9b171176dae9,simple_rule_grid,False,train,607536,5467,3701,5467,5467,3701,3701,3701,713,3595,59,300,30,0.9713590921372602,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__f6c21869315b,simple_rule_grid,False,train,607536,48070,15286,48070,48070,15286,15286,15286,974,12928,59,300,30,0.8457412010990448,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6eba5f0fa8a0,simple_rule_grid,False,train,607536,25485,10450,25485,25485,10450,10450,10450,939,9516,59,300,30,0.910622009569378,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__b697778bc6a5,simple_rule_grid,False,train,607536,25491,10674,25491,25491,10674,10674,10674,942,9657,59,300,30,0.9047217537942664,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__05a3d924db9a,simple_rule_grid,False,train,607536,15356,7615,15356,15356,7615,7615,7615,905,7184,59,300,30,0.9434011818778726,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__a388db5378a7,simple_rule_grid,False,train,607536,58028,16649,58028,58028,16649,16649,16649,994,13918,59,300,30,0.835966124091537,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__de9ecb3408ce,simple_rule_grid,False,train,607536,33504,11772,33504,33504,11772,11772,11772,967,10558,59,300,30,0.8968739381583418,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__0549ad47e2d6,simple_rule_grid,False,train,607536,33683,12526,33683,33683,12526,12526,12526,977,11185,59,300,30,0.8929426792272074,pass,
B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__2d2750d18b16,simple_rule_grid,False,train,607536,22211,9372,22211,22211,9372,9372,9372,951,8690,59,300,30,0.9272300469483568,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__de20b83de9b1,simple_rule_grid,False,train,607536,40346,9995,40346,40346,9995,9995,9995,1102,8585,54,300,30,0.8589294647323662,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__bf9eb7ba8abb,simple_rule_grid,False,train,607536,40346,9995,40346,40346,9995,9995,9995,1102,8585,54,300,30,0.8589294647323662,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__8f75861219b6,simple_rule_grid,False,train,607536,25383,7996,25383,25383,7996,7996,7996,1085,7247,54,300,30,0.906328164082041,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__f6c7b284c120,simple_rule_grid,False,train,607536,25383,7996,25383,25383,7996,7996,7996,1085,7247,54,300,30,0.906328164082041,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__856331a4859e,simple_rule_grid,False,train,607536,24987,7210,24987,24987,7210,7210,7210,1042,6305,54,300,30,0.8744798890429958,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__595f8ba69770,simple_rule_grid,False,train,607536,24987,7210,24987,24987,7210,7210,7210,1042,6305,54,300,30,0.8744798890429958,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__96d75fad4582,simple_rule_grid,False,train,607536,16008,5797,16008,16008,5797,5797,5797,1020,5334,54,300,30,0.9201311022942902,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__536cb23959ef,simple_rule_grid,False,train,607536,16008,5797,16008,16008,5797,5797,5797,1020,5334,54,300,30,0.9201311022942902,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__0f96816e6f6f,simple_rule_grid,False,train,607536,9272,4482,9272,9272,4482,4482,4482,934,4119,54,300,30,0.9190093708165997,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__0a686d945ddc,simple_rule_grid,False,train,607536,9272,4482,9272,9272,4482,4482,4482,934,4119,54,300,30,0.9190093708165997,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__6f484e0d6c22,simple_rule_grid,False,train,607536,6207,3475,6207,6207,3475,3475,3475,899,3307,54,300,30,0.9516546762589928,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__fa73596bfbcf,simple_rule_grid,False,train,607536,6207,3475,6207,6207,3475,3475,3475,899,3307,54,300,30,0.9516546762589928,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__da316f54f36b,simple_rule_grid,False,train,607536,33659,8592,33659,33659,8592,8592,8592,1092,7582,54,300,30,0.8824487895716946,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__e0a28c33dc2f,simple_rule_grid,False,train,607536,33659,8592,33659,33659,8592,8592,8592,1092,7582,54,300,30,0.8824487895716946,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__926a5d46f5f1,simple_rule_grid,False,train,607536,21981,6986,21981,21981,6986,6986,6986,1072,6440,54,300,30,0.9218436873747495,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__e38d9a25e46a,simple_rule_grid,False,train,607536,21981,6986,21981,21981,6986,6986,6986,1072,6440,54,300,30,0.9218436873747495,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__546132704542,simple_rule_grid,False,train,607536,21837,6442,21837,21837,6442,6442,6442,1036,5750,54,300,30,0.8925799441167339,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__bbb2bfaf1e02,simple_rule_grid,False,train,607536,21837,6442,21837,21837,6442,6442,6442,1036,5750,54,300,30,0.8925799441167339,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__fba07eb0dbd3,simple_rule_grid,False,train,607536,14414,5263,14414,14414,5263,5263,5263,1009,4907,54,300,30,0.9323579707391222,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__64c5a150e998,simple_rule_grid,False,train,607536,14414,5263,14414,14414,5263,5263,5263,1009,4907,54,300,30,0.9323579707391222,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__cea3d0bce06a,simple_rule_grid,False,train,607536,8414,4125,8414,8414,4125,4125,4125,924,3821,54,300,30,0.9263030303030303,pass,
