source_board_ts_code,reference_member_n,minimum_member_pass,duplicate_group_id,retained_board_id,retained,synthetic,board_member_sha256,run_id,contract_version
BK0511.DC,1,False,f570f3932fa2ffd363a5515084c46b12656c3b1d3667609384afa27b75c0d556,,False,False,f570f3932fa2ffd363a5515084c46b12656c3b1d3667609384afa27b75c0d556,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0512.DC,14,True,86cfe9362eb0f2e057b6493ac628401bb64be1c5711d15c5386916fb951c155f,BK0512.DC,True,False,86cfe9362eb0f2e057b6493ac628401bb64be1c5711d15c5386916fb951c155f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0514.DC,35,True,171b78f477e5cabc16862d54a6f7ec2e00983c8c0b12050d712e2cb749958e53,BK0514.DC,True,False,171b78f477e5cabc16862d54a6f7ec2e00983c8c0b12050d712e2cb749958e53,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0519.DC,31,True,1e1f12108a56629276651057cb4cfceadf1bc99b8c45b159376ffe9d1dab2f70,BK0519.DC,True,False,1e1f12108a56629276651057cb4cfceadf1bc99b8c45b159376ffe9d1dab2f70,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0523.DC,45,True,fd9404a8226fb4087228abfbadc864c5d3bb145284a593055e0a2d895d1ce05e,BK0523.DC,True,False,fd9404a8226fb4087228abfbadc864c5d3bb145284a593055e0a2d895d1ce05e,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0525.DC,61,True,f616d5bfb6bbe4459861fa26f950343815af9bbd651e3a02bb64d0da732877e3,BK0525.DC,True,False,f616d5bfb6bbe4459861fa26f950343815af9bbd651e3a02bb64d0da732877e3,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0528.DC,73,True,04877038a420bbbb3c4b0284e303e81ca2a01e6a18d45797d97afd0e7695d6a3,BK0528.DC,True,False,04877038a420bbbb3c4b0284e303e81ca2a01e6a18d45797d97afd0e7695d6a3,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0534.DC,12,True,80d2eb489063c5db2cf14d0181546320b89e39033ebc1d82db898642d17ce2ed,BK0534.DC,True,False,80d2eb489063c5db2cf14d0181546320b89e39033ebc1d82db898642d17ce2ed,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0535.DC,26,True,50a4b2ab642d51b9f06a82775685cc5ff88442ba3539c3dbbd067dfde199d12e,BK0535.DC,True,False,50a4b2ab642d51b9f06a82775685cc5ff88442ba3539c3dbbd067dfde199d12e,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0536.DC,61,True,908046c2b4984d5f65946bd187bce9ce7f4f27f5f2517e3b9b8a8129c4d9d9b1,BK0536.DC,True,False,908046c2b4984d5f65946bd187bce9ce7f4f27f5f2517e3b9b8a8129c4d9d9b1,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0547.DC,17,True,a659be8ec5befb3401f9c08d5a394fb50dcc8d748bb07f9cd71f18172395ff5d,BK0547.DC,True,False,a659be8ec5befb3401f9c08d5a394fb50dcc8d748bb07f9cd71f18172395ff5d,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0548.DC,14,True,951181744bbc3e8809ee21d4076de44ccd441ffecf7a5ac964449383cd2f5eb3,BK0548.DC,True,False,951181744bbc3e8809ee21d4076de44ccd441ffecf7a5ac964449383cd2f5eb3,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0549.DC,64,True,5d08a42dee8614eb3af028e04a58adf9c813b244ecb028a07161a21967d3560f,BK0549.DC,True,False,5d08a42dee8614eb3af028e04a58adf9c813b244ecb028a07161a21967d3560f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0552.DC,210,True,ab3f7bf95e1dab35de89c6a48ded43b96050256b00cad4f64a0b10ae67b8910f,BK0552.DC,True,False,ab3f7bf95e1dab35de89c6a48ded43b96050256b00cad4f64a0b10ae67b8910f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0554.DC,49,True,a21d5619d998c07a09c8df57c854369614ea683e52653d804ac932a4c3b53932,BK0554.DC,True,False,a21d5619d998c07a09c8df57c854369614ea683e52653d804ac932a4c3b53932,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0556.DC,10,True,68b8eaf2870cc50e91e4e4ce3e4936a63e589454775994eda1ffd18854d8a44a,BK0556.DC,True,False,68b8eaf2870cc50e91e4e4ce3e4936a63e589454775994eda1ffd18854d8a44a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0566.DC,2,False,4a31e672a5c231b7af4da9073248e1bf05f76a867b59a2a3f88d3ad9939ad31e,,False,False,4a31e672a5c231b7af4da9073248e1bf05f76a867b59a2a3f88d3ad9939ad31e,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0567.DC,38,True,affd0e4ddf9e70565126fe6934bf3cf8bcf8723255ffdf6b8ec8f398fb5904f7,BK0567.DC,True,False,affd0e4ddf9e70565126fe6934bf3cf8bcf8723255ffdf6b8ec8f398fb5904f7,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0568.DC,239,True,113a5c96844a926ca0573094855ec47bde706b9b031cc20ae2029ce0b71fdf3a,BK0568.DC,True,False,113a5c96844a926ca0573094855ec47bde706b9b031cc20ae2029ce0b71fdf3a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0570.DC,52,True,303bdeb8cc1cf7463c53bfee7da34015237f245bde2f5b72fd1aff6eb08245b4,BK0570.DC,True,False,303bdeb8cc1cf7463c53bfee7da34015237f245bde2f5b72fd1aff6eb08245b4,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0571.DC,111,True,23306b9abfa3ec4ab45827454f4279772e11a37bd3d07f6c329a774698f99feb,BK0571.DC,True,False,23306b9abfa3ec4ab45827454f4279772e11a37bd3d07f6c329a774698f99feb,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0574.DC,66,True,5da732980e8ac6300e5ca225122da9e1bc76ac194c7254a9175a5720e9750efa,BK0574.DC,True,False,5da732980e8ac6300e5ca225122da9e1bc76ac194c7254a9175a5720e9750efa,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0577.DC,17,True,baa2e3cf918d84ef2779bb916f29e7848628b1154ff7965aa03910885e8f5964,BK0577.DC,True,False,baa2e3cf918d84ef2779bb916f29e7848628b1154ff7965aa03910885e8f5964,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0578.DC,13,True,8baf325037fe8aa9f8e8be2c58473851ad5d856c3733859dd7cd519bcbec8a7a,BK0578.DC,True,False,8baf325037fe8aa9f8e8be2c58473851ad5d856c3733859dd7cd519bcbec8a7a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0579.DC,38,True,80f6b6cc41c3bf36f8a93dc8b021ffb709d1791ef9c098c1a3b7f96ff311a553,BK0579.DC,True,False,80f6b6cc41c3bf36f8a93dc8b021ffb709d1791ef9c098c1a3b7f96ff311a553,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0580.DC,9,False,ad382b1bf62485535c7a5375011608865deea5383313770511580794d2f43853,,False,False,ad382b1bf62485535c7a5375011608865deea5383313770511580794d2f43853,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0581.DC,19,True,c4048b819bf8afb1f94fe5ec30947e8cb7cea72ade216a47107604c6640a36f8,BK0581.DC,True,False,c4048b819bf8afb1f94fe5ec30947e8cb7cea72ade216a47107604c6640a36f8,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0588.DC,62,True,8f46e6641be6e3c4c32445eeef69307fa0cc726fd6af61c95e3257bb0a6bf221,BK0588.DC,True,False,8f46e6641be6e3c4c32445eeef69307fa0cc726fd6af61c95e3257bb0a6bf221,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0590.DC,95,True,a3b1b3329635f44f441f353c0108d237e4e69fce3387efef98e73ec0403af2cd,BK0590.DC,True,False,a3b1b3329635f44f441f353c0108d237e4e69fce3387efef98e73ec0403af2cd,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0592.DC,13,True,a36b1cc70e1cc8ed38e3b3dd631b3db11c38bfaca87e6c08d8488a5a9e416a19,BK0592.DC,True,False,a36b1cc70e1cc8ed38e3b3dd631b3db11c38bfaca87e6c08d8488a5a9e416a19,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0594.DC,74,True,6738332ff779461b6d51ce6330e40ee6a73afa5d67ffd0add835754e651afe73,BK0594.DC,True,False,6738332ff779461b6d51ce6330e40ee6a73afa5d67ffd0add835754e651afe73,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0595.DC,40,True,7a51699871997a39e198634f55dd8b56cbe4d48381b9e0061fce809e28b7c105,BK0595.DC,True,False,7a51699871997a39e198634f55dd8b56cbe4d48381b9e0061fce809e28b7c105,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0596.DC,656,True,6f6ac9a5286464094228888f2b52771ebba5abadbc5024c9906afdf794471655,BK0596.DC,True,False,6f6ac9a5286464094228888f2b52771ebba5abadbc5024c9906afdf794471655,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0597.DC,10,True,e49023f73181c16445ebe6b20dd45f22d4f106abff079806999113b3f537323f,BK0597.DC,True,False,e49023f73181c16445ebe6b20dd45f22d4f106abff079806999113b3f537323f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0600.DC,15,True,e82d46b7df6fcd2436b9a28d24aa10ecd2c86bd4b72bb825bf8335e93748d70d,BK0600.DC,True,False,e82d46b7df6fcd2436b9a28d24aa10ecd2c86bd4b72bb825bf8335e93748d70d,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0603.DC,8,False,cff95cb66f93db95cb2e6f0b8c7c12d8302e794a287611527506ba0e335d2e60,,False,False,cff95cb66f93db95cb2e6f0b8c7c12d8302e794a287611527506ba0e335d2e60,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0604.DC,31,True,c64e9943c47fd82e72dc89ba929d4b27f09b14de138119b3cff5a9c62bc98929,BK0604.DC,True,False,c64e9943c47fd82e72dc89ba929d4b27f09b14de138119b3cff5a9c62bc98929,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0606.DC,8,False,821223d75a334a5a5c751ed30a4572a03ed8109bc37c11e2af7e8cb90fcd6d5a,,False,False,821223d75a334a5a5c751ed30a4572a03ed8109bc37c11e2af7e8cb90fcd6d5a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0612.DC,114,True,c201dd4e17b01481d479e6946bedd55de1214fdd374513b0ee458c5c03940e7d,BK0612.DC,True,False,c201dd4e17b01481d479e6946bedd55de1214fdd374513b0ee458c5c03940e7d,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0614.DC,5,False,eaa8c0eea36b73778a35b81d8650c4d200f09a3a73e9f271eada7be37f1dd101,,False,False,eaa8c0eea36b73778a35b81d8650c4d200f09a3a73e9f271eada7be37f1dd101,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0615.DC,19,True,f4287f7630539d2e4cce242f3ad5a615da3706ea326dc73034cafdd6e20088eb,BK0615.DC,True,False,f4287f7630539d2e4cce242f3ad5a615da3706ea326dc73034cafdd6e20088eb,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0617.DC,9,False,745a66df6ab5c5996feeb012d2cd1443889c3d575c78ef7b3e4485a355122191,,False,False,745a66df6ab5c5996feeb012d2cd1443889c3d575c78ef7b3e4485a355122191,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0619.DC,6,False,7418fabf1f4273d781e8604327d2e8826e9491824e1c3b32d9409befd96b96e2,,False,False,7418fabf1f4273d781e8604327d2e8826e9491824e1c3b32d9409befd96b96e2,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0628.DC,14,True,62c9aa274293337095a0bbc82274772059c4dbd281135246f136a1e84c8093f0,BK0628.DC,True,False,62c9aa274293337095a0bbc82274772059c4dbd281135246f136a1e84c8093f0,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0632.DC,4,False,ca9eb552d9243284e0bd41b3f491013c91081ff654cc42d6473d132db30fd809,,False,False,ca9eb552d9243284e0bd41b3f491013c91081ff654cc42d6473d132db30fd809,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0634.DC,44,True,21f112ab1f0568d3d25e8e67ab574d72ac6e67be9fc32c5005993f00231d52e4,BK0634.DC,True,False,21f112ab1f0568d3d25e8e67ab574d72ac6e67be9fc32c5005993f00231d52e4,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0635.DC,2,False,f4bccd59b2aff3922d328261b76eaed5c64c3e5384f5818d988a3276f6d2729e,,False,False,f4bccd59b2aff3922d328261b76eaed5c64c3e5384f5818d988a3276f6d2729e,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0637.DC,76,True,4905d3610bd618bd1b13eab1abe5fe1e91c3dea1db2b2453c7da4e1c0263cf07,BK0637.DC,True,False,4905d3610bd618bd1b13eab1abe5fe1e91c3dea1db2b2453c7da4e1c0263cf07,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0640.DC,28,True,1842db68c9bdcb43e9cb6677eab3c12b7cd1c36363add34496951e59739bfa07,BK0640.DC,True,False,1842db68c9bdcb43e9cb6677eab3c12b7cd1c36363add34496951e59739bfa07,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0641.DC,25,True,b09a66ec1c86d386fcb7cd891bff636f119afc5780f657269a83bac7e2b76b48,BK0641.DC,True,False,b09a66ec1c86d386fcb7cd891bff636f119afc5780f657269a83bac7e2b76b48,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0642.DC,14,True,59c851e8f197caefc64ccb7ed2bc3b813cd50460869c4d4cbf36498a1e979bc6,BK0642.DC,True,False,59c851e8f197caefc64ccb7ed2bc3b813cd50460869c4d4cbf36498a1e979bc6,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0644.DC,37,True,407990aed421e0ef4f184ac2addaf47868a835eba0f9b5a18cc98f3c315621c3,BK0644.DC,True,False,407990aed421e0ef4f184ac2addaf47868a835eba0f9b5a18cc98f3c315621c3,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0653.DC,22,True,e7a1e8c8cf565d29912f21746c48958afa7c71cefc86a9daf82ef8a9fd98e131,BK0653.DC,True,False,e7a1e8c8cf565d29912f21746c48958afa7c71cefc86a9daf82ef8a9fd98e131,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0655.DC,13,True,bd6c7fab570b6341118a73bdf33c49eb664d12d8dc6de4e472b16b89d9fc8831,BK0655.DC,True,False,bd6c7fab570b6341118a73bdf33c49eb664d12d8dc6de4e472b16b89d9fc8831,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0662.DC,18,True,cecadef717136e42b8c93d9d8ec9fbbda050c4b110d7cc119eef5298c416785f,BK0662.DC,True,False,cecadef717136e42b8c93d9d8ec9fbbda050c4b110d7cc119eef5298c416785f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0664.DC,11,True,b3db0a90faac977776e17c415a67a15313c6e55f171638c3234b164c636a5e43,BK0664.DC,True,False,b3db0a90faac977776e17c415a67a15313c6e55f171638c3234b164c636a5e43,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0665.DC,42,True,13de1e0a5576372e917238cc40a29c7e1bc1d2e4f91d6b7a223df6b70a14a678,BK0665.DC,True,False,13de1e0a5576372e917238cc40a29c7e1bc1d2e4f91d6b7a223df6b70a14a678,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0666.DC,7,False,723956e77177ccfeaea02ba8dfa98745a288b6d4461d8b75be671c0fa119aa19,,False,False,723956e77177ccfeaea02ba8dfa98745a288b6d4461d8b75be671c0fa119aa19,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0667.DC,13,True,a338d405679ab068dcaea394d0aeec82c7a681cefb3c9e37cd7bea63513beddb,BK0667.DC,True,False,a338d405679ab068dcaea394d0aeec82c7a681cefb3c9e37cd7bea63513beddb,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0668.DC,43,True,a789f16fd87cee69d399a9c5230ccc6701fb1a8dcc3baa97179cbc437e007576,BK0668.DC,True,False,a789f16fd87cee69d399a9c5230ccc6701fb1a8dcc3baa97179cbc437e007576,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0669.DC,2,False,a79184d42e216b019ae00c94060be4393c41666840415677399f0a2d8e53bffe,,False,False,a79184d42e216b019ae00c94060be4393c41666840415677399f0a2d8e53bffe,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0671.DC,4,False,f503d1aaa0cb5176f14f1d42a7ea5ecb35c64d7e150414294431ad49339260cc,,False,False,f503d1aaa0cb5176f14f1d42a7ea5ecb35c64d7e150414294431ad49339260cc,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0672.DC,10,True,e008b15cb1b620d6e38b68c4216856a461f4c7cc1736960ea58a83ef0216b7d6,BK0672.DC,True,False,e008b15cb1b620d6e38b68c4216856a461f4c7cc1736960ea58a83ef0216b7d6,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0675.DC,21,True,dd3d7fadaf66b2ec61cbcc3a2e1bdc9fceea8e6c2b6c92c04af8dc53181217f5,BK0675.DC,True,False,dd3d7fadaf66b2ec61cbcc3a2e1bdc9fceea8e6c2b6c92c04af8dc53181217f5,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0676.DC,9,False,c5e2f9398cf7994a8165ef88bb0b7d2ad86a5830ed0689a49a4869714478150a,,False,False,c5e2f9398cf7994a8165ef88bb0b7d2ad86a5830ed0689a49a4869714478150a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0677.DC,11,True,58fd0a2ee761347710bdcd90d3d7bb50276d072134242232593a45b36246d4ac,BK0677.DC,True,False,58fd0a2ee761347710bdcd90d3d7bb50276d072134242232593a45b36246d4ac,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0680.DC,23,True,807e99a90f8aaea80a948ca1c1dc51d10ed172201d9a55eae5dae5ef73f8338d,BK0680.DC,True,False,807e99a90f8aaea80a948ca1c1dc51d10ed172201d9a55eae5dae5ef73f8338d,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0682.DC,22,True,f0be296d12e9dd9cdb42e10df309c940518849c8832f819d40c5d10f36e78e4f,BK0682.DC,True,False,f0be296d12e9dd9cdb42e10df309c940518849c8832f819d40c5d10f36e78e4f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0683.DC,241,True,1d2ee26ad4b9e287b31a64936d017a8561aba2e27c800175f9f8af23bea77448,BK0683.DC,True,False,1d2ee26ad4b9e287b31a64936d017a8561aba2e27c800175f9f8af23bea77448,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0684.DC,6,False,2c38606d893525126d660298dc72066234ddd8cbb1b05ce1353ad5c9b5f3a53f,,False,False,2c38606d893525126d660298dc72066234ddd8cbb1b05ce1353ad5c9b5f3a53f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0689.DC,24,True,d3585659dc9eb5c6b8340f8882d6474cfa7d1574b81a187874b8778361e88a1f,BK0689.DC,True,False,d3585659dc9eb5c6b8340f8882d6474cfa7d1574b81a187874b8778361e88a1f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0692.DC,2,False,b202aa1a8b7ea2f61fa0db0bf9f8b568f33ac1fc846e82938f704f87c8ab5df4,,False,False,b202aa1a8b7ea2f61fa0db0bf9f8b568f33ac1fc846e82938f704f87c8ab5df4,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0693.DC,8,False,38b7d183c95e82ebf8e1d1ee03d1be61f7f1bd9cd86bcd64eec421d7f19ed798,,False,False,38b7d183c95e82ebf8e1d1ee03d1be61f7f1bd9cd86bcd64eec421d7f19ed798,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0695.DC,17,True,f90b3e581125aeb45055ffcba3962b6d3ef9b205ce0f5595ea75d65cc76c3d7c,BK0695.DC,True,False,f90b3e581125aeb45055ffcba3962b6d3ef9b205ce0f5595ea75d65cc76c3d7c,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0696.DC,20,True,52c2755a6245879ebdccd7460de0cf9ddc415e76bfd187eb4ce1b29082d84677,BK0696.DC,True,False,52c2755a6245879ebdccd7460de0cf9ddc415e76bfd187eb4ce1b29082d84677,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0697.DC,13,True,7e96a8146c938cf098cc2821c1dc5615243be19c549f01a4eb9cdebe593cb914,BK0697.DC,True,False,7e96a8146c938cf098cc2821c1dc5615243be19c549f01a4eb9cdebe593cb914,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
