membership_date,board_bucket,eligible_count,board_quota,kept_count,quota_fill_rate,quota_shortfall_count,quota_shortfall_reason,rank_cutoff_market_cap_cny
2017-03-23,chinext,136,100,100,1.0,0,,4687200000.0
2017-03-23,main_board,1397,400,400,1.0,0,,14329572776.679998
2017-03-24,chinext,136,100,100,1.0,0,,4681774287.96
2017-03-24,main_board,1398,400,400,1.0,0,,14254239999.999998
2017-03-27,chinext,135,100,100,1.0,0,,4747265991.0
2017-03-27,main_board,1396,400,400,1.0,0,,14359778998.53
2017-03-28,chinext,134,100,100,1.0,0,,4584986313.2699995
2017-03-28,main_board,1397,400,400,1.0,0,,14323725000.0
2017-03-29,chinext,134,100,100,1.0,0,,4487400000.0
2017-03-29,main_board,1402,400,400,1.0,0,,14223016104.0
2017-03-30,chinext,133,100,100,1.0,0,,4325400000.0
2017-03-30,main_board,1404,400,400,1.0,0,,13871535529.96
2017-03-31,chinext,134,100,100,1.0,0,,4352400000.0
2017-03-31,main_board,1403,400,400,1.0,0,,13796657989.56
2017-04-05,chinext,132,100,100,1.0,0,,4415600000.0
2017-04-05,main_board,1406,400,400,1.0,0,,14146704430.240002
2017-04-06,chinext,133,100,100,1.0,0,,4406480000.0
2017-04-06,main_board,1404,400,400,1.0,0,,14015780266.84
2017-04-07,chinext,133,100,100,1.0,0,,4392351973.54
2017-04-07,main_board,1409,400,400,1.0,0,,14179860622.8
2017-04-10,chinext,132,100,100,1.0,0,,4195200000.0
2017-04-10,main_board,1407,400,400,1.0,0,,14015832196.169998
2017-04-11,chinext,131,100,100,1.0,0,,4192974720.0
2017-04-11,main_board,1410,400,400,1.0,0,,14219854000.000002
2017-04-12,chinext,131,100,100,1.0,0,,4153541000.0
2017-04-12,main_board,1415,400,400,1.0,0,,14105615040.0
2017-04-13,chinext,130,100,100,1.0,0,,4168800000.0
2017-04-13,main_board,1407,400,400,1.0,0,,14091390117.18
2017-04-14,chinext,130,100,100,1.0,0,,4132544000.0
2017-04-14,main_board,1407,400,400,1.0,0,,13871270512.500002
2017-04-17,chinext,131,100,100,1.0,0,,4072972000.0
2017-04-17,main_board,1418,400,400,1.0,0,,13844653714.35
2017-04-18,chinext,134,100,100,1.0,0,,4013760000.0
2017-04-18,main_board,1418,400,400,1.0,0,,13651171072.0
2017-04-19,chinext,134,100,100,1.0,0,,3901500000.0
2017-04-19,main_board,1422,400,400,1.0,0,,13533948614.49
2017-04-20,chinext,131,100,100,1.0,0,,3811730048.0
2017-04-20,main_board,1422,400,400,1.0,0,,13497976382.5
2017-04-21,chinext,130,100,100,1.0,0,,3825180000.0
2017-04-21,main_board,1425,400,400,1.0,0,,13458965944.73
2017-04-24,chinext,130,100,100,1.0,0,,3676262978.0299997
2017-04-24,main_board,1418,400,400,1.0,0,,12999630000.0
2017-04-25,chinext,131,100,100,1.0,0,,3687022031.1
2017-04-25,main_board,1422,400,400,1.0,0,,13102735328.0
2017-04-26,chinext,132,100,100,1.0,0,,3707743821.7999997
2017-04-26,main_board,1424,400,400,1.0,0,,13163974740.0
2017-04-27,chinext,133,100,100,1.0,0,,3769200000.0
2017-04-27,main_board,1421,400,400,1.0,0,,13262424914.81
2017-04-28,chinext,135,100,100,1.0,0,,3891200000.0
2017-04-28,main_board,1415,400,400,1.0,0,,13102285562.88
2017-05-02,chinext,134,100,100,1.0,0,,3838000000.0
2017-05-02,main_board,1408,400,400,1.0,0,,13201005842.960001
2017-05-03,chinext,135,100,100,1.0,0,,3863700000.0
2017-05-03,main_board,1416,400,400,1.0,0,,13191437740.8
2017-05-04,chinext,136,100,100,1.0,0,,3862354587.7000003
2017-05-04,main_board,1418,400,400,1.0,0,,13090503324.08
2017-05-05,chinext,139,100,100,1.0,0,,3908000000.0
2017-05-05,main_board,1415,400,400,1.0,0,,12974658161.92
2017-05-08,chinext,138,100,100,1.0,0,,3804800000.0
2017-05-08,main_board,1415,400,400,1.0,0,,12566072211.8
2017-05-09,chinext,138,100,100,1.0,0,,3883229999.9999995
2017-05-09,main_board,1421,400,400,1.0,0,,12734056671.279999
2017-05-10,chinext,138,100,100,1.0,0,,3854400000.0
2017-05-10,main_board,1420,400,400,1.0,0,,12381201000.0
2017-05-11,chinext,140,100,100,1.0,0,,3871199999.9999995
2017-05-11,main_board,1421,400,400,1.0,0,,12261473295.75
2017-05-12,chinext,139,100,100,1.0,0,,3842100000.0
2017-05-12,main_board,1421,400,400,1.0,0,,12154023000.000002
2017-05-15,chinext,138,100,100,1.0,0,,3820500000.0
2017-05-15,main_board,1423,400,400,1.0,0,,12130666193.1
2017-05-16,chinext,138,100,100,1.0,0,,3859199999.9999995
2017-05-16,main_board,1420,400,400,1.0,0,,12408949080.0
2017-05-17,chinext,138,100,100,1.0,0,,3930720000.0
2017-05-17,main_board,1424,400,400,1.0,0,,12485013090.0
2017-05-18,chinext,138,100,100,1.0,0,,3886223280.8
2017-05-18,main_board,1428,400,400,1.0,0,,12433013853.300001
2017-05-19,chinext,138,100,100,1.0,0,,3889080000.0
2017-05-19,main_board,1436,400,400,1.0,0,,12471956778.64
2017-05-22,chinext,138,100,100,1.0,0,,3732228922.5099998
2017-05-22,main_board,1435,400,400,1.0,0,,12361440000.0
2017-05-23,chinext,137,100,100,1.0,0,,3533760000.0
2017-05-23,main_board,1436,400,400,1.0,0,,11941921783.95
2017-05-24,chinext,137,100,100,1.0,0,,3596399999.9999995
2017-05-24,main_board,1441,400,400,1.0,0,,11991026244.599998
2017-05-25,chinext,137,100,100,1.0,0,,3605040000.0000005
2017-05-25,main_board,1438,400,400,1.0,0,,12277588354.199999
2017-05-26,chinext,138,100,100,1.0,0,,3658640000.0
2017-05-26,main_board,1438,400,400,1.0,0,,12265890000.0
2017-05-31,chinext,138,100,100,1.0,0,,3600000000.0
2017-05-31,main_board,1439,400,400,1.0,0,,12232416593.73
2017-06-01,chinext,138,100,100,1.0,0,,3467506700.0
2017-06-01,main_board,1437,400,400,1.0,0,,11896473351.7
2017-06-02,chinext,138,100,100,1.0,0,,3503032010.1
2017-06-02,main_board,1435,400,400,1.0,0,,12070424879.5
2017-06-05,chinext,140,100,100,1.0,0,,3609000000.0
2017-06-05,main_board,1435,400,400,1.0,0,,12283973064.0
2017-06-06,chinext,139,100,100,1.0,0,,3608000000.0
2017-06-06,main_board,1433,400,400,1.0,0,,12354963431.25
2017-06-07,chinext,139,100,100,1.0,0,,3785600000.0
2017-06-07,main_board,1434,400,400,1.0,0,,12540168014.4
2017-06-08,chinext,140,100,100,1.0,0,,3781199123.9300003
2017-06-08,main_board,1432,400,400,1.0,0,,12468018174.5
2017-06-09,chinext,140,100,100,1.0,0,,3801600000.0
2017-06-09,main_board,1434,400,400,1.0,0,,12512679732.14
2017-06-12,chinext,140,100,100,1.0,0,,3620452000.0
2017-06-12,main_board,1436,400,400,1.0,0,,12412856664.0
2017-06-13,chinext,140,100,100,1.0,0,,3721600000.0
2017-06-13,main_board,1440,400,400,1.0,0,,12571995852.0
2017-06-14,chinext,141,100,100,1.0,0,,3792000000.0
2017-06-14,main_board,1442,400,400,1.0,0,,12507411000.0
2017-06-15,chinext,141,100,100,1.0,0,,3895275043.1
2017-06-15,main_board,1446,400,400,1.0,0,,12713656741.519999
2017-06-16,chinext,141,100,100,1.0,0,,3916395821.8
2017-06-16,main_board,1450,400,400,1.0,0,,12789904694.24
2017-06-19,chinext,141,100,100,1.0,0,,3952594828.9
2017-06-19,main_board,1449,400,400,1.0,0,,12913344000.0
2017-06-20,chinext,143,100,100,1.0,0,,3924196200.0
2017-06-20,main_board,1452,400,400,1.0,0,,12898398000.000002
2017-06-21,chinext,143,100,100,1.0,0,,3949096957.37
2017-06-21,main_board,1454,400,400,1.0,0,,12955229444.08
2017-06-22,chinext,143,100,100,1.0,0,,3807700000.0000005
2017-06-22,main_board,1454,400,400,1.0,0,,12796434835.519999
2017-06-23,chinext,143,100,100,1.0,0,,3780523999.9999995
2017-06-23,main_board,1455,400,400,1.0,0,,12704100000.0
2017-06-26,chinext,143,100,100,1.0,0,,3859830000.0
2017-06-26,main_board,1454,400,400,1.0,0,,12864137681.75
2017-06-27,chinext,143,100,100,1.0,0,,3818857600.0
2017-06-27,main_board,1457,400,400,1.0,0,,12896921111.2
2017-06-28,chinext,143,100,100,1.0,0,,3773250000.0
2017-06-28,main_board,1457,400,400,1.0,0,,12780000000.0
2017-06-29,chinext,146,100,100,1.0,0,,3813480000.0
2017-06-29,main_board,1457,400,400,1.0,0,,12870505111.2
2017-06-30,chinext,146,100,100,1.0,0,,3812400000.0
2017-06-30,main_board,1478,400,400,1.0,0,,13080832864.47
2017-07-03,chinext,147,100,100,1.0,0,,3797704000.0
2017-07-03,main_board,1479,400,400,1.0,0,,13190000000.0
2017-07-04,chinext,147,100,100,1.0,0,,3802669126.4
2017-07-04,main_board,1481,400,400,1.0,0,,13173685416.0
2017-07-05,chinext,147,100,100,1.0,0,,3879900000.0
2017-07-05,main_board,1482,400,400,1.0,0,,13168164352.480001
2017-07-06,chinext,147,100,100,1.0,0,,3868400000.0
2017-07-06,main_board,1479,400,400,1.0,0,,13169304456.0
2017-07-07,chinext,148,100,100,1.0,0,,3890046633.9
2017-07-07,main_board,1479,400,400,1.0,0,,13258993766.800001
2017-07-10,chinext,148,100,100,1.0,0,,3915520000.0
2017-07-10,main_board,1477,400,400,1.0,0,,13329596000.0
2017-07-11,chinext,148,100,100,1.0,0,,3774600000.0
2017-07-11,main_board,1478,400,400,1.0,0,,13201566000.000002
2017-07-12,chinext,149,100,100,1.0,0,,3735360575.8
2017-07-12,main_board,1478,400,400,1.0,0,,13002905203.2
2017-07-13,chinext,147,100,100,1.0,0,,3693690000.0
2017-07-13,main_board,1479,400,400,1.0,0,,13070632313.6
2017-07-14,chinext,147,100,100,1.0,0,,3668784537.66
2017-07-14,main_board,1481,400,400,1.0,0,,13083253792.44
2017-07-17,chinext,147,100,100,1.0,0,,3345920000.0
2017-07-17,main_board,1480,400,400,1.0,0,,12245795178.12
2017-07-18,chinext,145,100,100,1.0,0,,3322900000.0
2017-07-18,main_board,1474,400,400,1.0,0,,12624639840.36
2017-07-19,chinext,146,100,100,1.0,0,,3322900000.0
2017-07-19,main_board,1472,400,400,1.0,0,,12820224802.68
2017-07-20,chinext,148,100,100,1.0,0,,3386383073.58
2017-07-20,main_board,1470,400,400,1.0,0,,12765444929.28
2017-07-21,chinext,149,100,100,1.0,0,,3465600000.0
2017-07-21,main_board,1476,400,400,1.0,0,,12796100000.0
2017-07-24,chinext,149,100,100,1.0,0,,3478399999.9999995
2017-07-24,main_board,1480,400,400,1.0,0,,12917032827.470001
2017-07-25,chinext,149,100,100,1.0,0,,3495935365.68
2017-07-25,main_board,1482,400,400,1.0,0,,12928521915.37
2017-07-26,chinext,149,100,100,1.0,0,,3450500000.0
2017-07-26,main_board,1483,400,400,1.0,0,,13096396533.199999
2017-07-27,chinext,150,100,100,1.0,0,,3557700000.0
2017-07-27,main_board,1488,400,400,1.0,0,,13155418330.359999
2017-07-28,chinext,151,100,100,1.0,0,,3573000000.0
2017-07-28,main_board,1484,400,400,1.0,0,,13172757048.0
2017-07-31,chinext,153,100,100,1.0,0,,3696000000.0
2017-07-31,main_board,1482,400,400,1.0,0,,13536061640.08
2017-08-01,chinext,153,100,100,1.0,0,,3699360000.0
2017-08-01,main_board,1482,400,400,1.0,0,,13448229870.6
2017-08-02,chinext,153,100,100,1.0,0,,3654097920.0
2017-08-02,main_board,1490,400,400,1.0,0,,13402394145.279999
2017-08-03,chinext,152,100,100,1.0,0,,3602776320.0
2017-08-03,main_board,1490,400,400,1.0,0,,13412480616.0
2017-08-04,chinext,152,100,100,1.0,0,,3571360000.0
2017-08-04,main_board,1488,400,400,1.0,0,,13307994072.92
2017-08-07,chinext,152,100,100,1.0,0,,3567000000.0
2017-08-07,main_board,1493,400,400,1.0,0,,13428850000.0
2017-08-08,chinext,153,100,100,1.0,0,,3739680000.0000005
2017-08-08,main_board,1494,400,400,1.0,0,,13405486477.64
2017-08-09,chinext,154,100,100,1.0,0,,3702240000.0
2017-08-09,main_board,1496,400,400,1.0,0,,13422216467.800001
2017-08-10,chinext,157,100,100,1.0,0,,3739200000.0
2017-08-10,main_board,1495,400,400,1.0,0,,13289479434.0
2017-08-11,chinext,156,100,100,1.0,0,,3612000000.0
2017-08-11,main_board,1497,400,400,1.0,0,,12943127832.74
2017-08-14,chinext,157,100,100,1.0,0,,3759840000.0
2017-08-14,main_board,1499,400,400,1.0,0,,13225566732.0
2017-08-15,chinext,158,100,100,1.0,0,,3759840000.0
2017-08-15,main_board,1497,400,400,1.0,0,,13249666476.900002
2017-08-16,chinext,158,100,100,1.0,0,,3931866018.3599997
2017-08-16,main_board,1501,400,400,1.0,0,,13312841829.62
2017-08-17,chinext,156,100,100,1.0,0,,3754854400.0
2017-08-17,main_board,1501,400,400,1.0,0,,13517608551.2
2017-08-18,chinext,156,100,100,1.0,0,,3683391509.94
2017-08-18,main_board,1505,400,400,1.0,0,,13641867873.81
2017-08-21,chinext,157,100,100,1.0,0,,3867360000.0
2017-08-21,main_board,1506,400,400,1.0,0,,13663625238.84
2017-08-22,chinext,157,100,100,1.0,0,,3856000000.0
2017-08-22,main_board,1505,400,400,1.0,0,,13504787445.42
2017-08-23,chinext,157,100,100,1.0,0,,3876800000.0
2017-08-23,main_board,1509,400,400,1.0,0,,13527840188.800001
2017-08-24,chinext,157,100,100,1.0,0,,3932160000.0
2017-08-24,main_board,1511,400,400,1.0,0,,13491278458.56
2017-08-25,chinext,158,100,100,1.0,0,,3934003158.48
2017-08-25,main_board,1516,400,400,1.0,0,,13576597306.999998
2017-08-28,chinext,158,100,100,1.0,0,,3974400000.0
2017-08-28,main_board,1519,400,400,1.0,0,,13886926370.0
2017-08-29,chinext,158,100,100,1.0,0,,4070400000.0
2017-08-29,main_board,1518,400,400,1.0,0,,13999440000.0
2017-08-30,chinext,158,100,100,1.0,0,,3998400000.0
2017-08-30,main_board,1518,400,400,1.0,0,,14067365312.0
2017-08-31,chinext,159,100,100,1.0,0,,4082400000.0
2017-08-31,main_board,1519,400,400,1.0,0,,14024981729.279999
2017-09-01,chinext,162,100,100,1.0,0,,4172862420.3
2017-09-01,main_board,1526,400,400,1.0,0,,14195721799.720001
2017-09-04,chinext,162,100,100,1.0,0,,4260362789.2
2017-09-04,main_board,1526,400,400,1.0,0,,14206686608.56
2017-09-05,chinext,162,100,100,1.0,0,,4197000453.1
2017-09-05,main_board,1525,400,400,1.0,0,,14150901189.94
2017-09-06,chinext,163,100,100,1.0,0,,4237200000.0
2017-09-06,main_board,1526,400,400,1.0,0,,14294588824.710001
2017-09-07,chinext,165,100,100,1.0,0,,4234400000.0
2017-09-07,main_board,1523,400,400,1.0,0,,14207559364.59
2017-09-08,chinext,165,100,100,1.0,0,,4320160000.0
2017-09-08,main_board,1522,400,400,1.0,0,,14101041855.72
2017-09-11,chinext,165,100,100,1.0,0,,4435400000.0
2017-09-11,main_board,1522,400,400,1.0,0,,14329456927.92
2017-09-12,chinext,164,100,100,1.0,0,,4208640000.0000005
2017-09-12,main_board,1530,400,400,1.0,0,,14311720800.0
2017-09-13,chinext,164,100,100,1.0,0,,4303872000.0
2017-09-13,main_board,1534,400,400,1.0,0,,14277603577.2
2017-09-14,chinext,164,100,100,1.0,0,,4279572000.0
2017-09-14,main_board,1533,400,400,1.0,0,,14293404592.4
2017-09-15,chinext,165,100,100,1.0,0,,4317236000.0
2017-09-15,main_board,1534,400,400,1.0,0,,14281140200.0
2017-09-18,chinext,165,100,100,1.0,0,,4294656000.0
2017-09-18,main_board,1534,400,400,1.0,0,,14327958587.75
2017-09-19,chinext,166,100,100,1.0,0,,4312528000.0
2017-09-19,main_board,1539,400,400,1.0,0,,14197955199.999998
2017-09-20,chinext,167,100,100,1.0,0,,4461220135.84
2017-09-20,main_board,1539,400,400,1.0,0,,14205775723.95
2017-09-21,chinext,166,100,100,1.0,0,,4382098905.6
2017-09-21,main_board,1544,400,400,1.0,0,,14104547600.0
2017-09-22,chinext,167,100,100,1.0,0,,4403240000.0
2017-09-22,main_board,1547,400,400,1.0,0,,14219979000.000002
2017-09-25,chinext,165,100,100,1.0,0,,4311656108.9
2017-09-25,main_board,1549,400,400,1.0,0,,13940674587.0
2017-09-26,chinext,166,100,100,1.0,0,,4357440000.0
2017-09-26,main_board,1551,400,400,1.0,0,,14054476012.2
2017-09-27,chinext,166,100,100,1.0,0,,4406400000.0
2017-09-27,main_board,1550,400,400,1.0,0,,14258530000.0
2017-09-28,chinext,168,100,100,1.0,0,,4392000000.0
2017-09-28,main_board,1551,400,400,1.0,0,,14050679999.999998
2017-09-29,chinext,168,100,100,1.0,0,,4418430169.76
2017-09-29,main_board,1555,400,400,1.0,0,,14131377721.44
2017-10-09,chinext,167,100,100,1.0,0,,4402012626.900001
2017-10-09,main_board,1552,400,400,1.0,0,,14460000000.0
2017-10-10,chinext,167,100,100,1.0,0,,4493951069.400001
2017-10-10,main_board,1554,400,400,1.0,0,,14488162580.869999
2017-10-11,chinext,167,100,100,1.0,0,,4435363527.0
2017-10-11,main_board,1557,400,400,1.0,0,,14534890872.529999
2017-10-12,chinext,167,100,100,1.0,0,,4473392632.8
2017-10-12,main_board,1559,400,400,1.0,0,,14553201604.85
2017-10-13,chinext,166,100,100,1.0,0,,4442961390.4
2017-10-13,main_board,1562,400,400,1.0,0,,14622481500.0
2017-10-16,chinext,167,100,100,1.0,0,,4297600000.0
2017-10-16,main_board,1563,400,400,1.0,0,,14489280000.0
2017-10-17,chinext,167,100,100,1.0,0,,4278632681.44
2017-10-17,main_board,1563,400,400,1.0,0,,14398021577.240002
2017-10-18,chinext,167,100,100,1.0,0,,4208640000.0000005
2017-10-18,main_board,1565,400,400,1.0,0,,14243691301.74
2017-10-19,chinext,169,100,100,1.0,0,,4190876200.0
2017-10-19,main_board,1562,400,400,1.0,0,,14150901189.94
2017-10-20,chinext,170,100,100,1.0,0,,4249140000.0
2017-10-20,main_board,1563,400,400,1.0,0,,14332888728.62
2017-10-23,chinext,171,100,100,1.0,0,,4290680000.0000005
2017-10-23,main_board,1568,400,400,1.0,0,,14336054283.78
2017-10-24,chinext,171,100,100,1.0,0,,4144735214.8799996
2017-10-24,main_board,1565,400,400,1.0,0,,14298735568.98
2017-10-25,chinext,171,100,100,1.0,0,,4181252705.76
2017-10-25,main_board,1569,400,400,1.0,0,,14358444827.44
2017-10-26,chinext,171,100,100,1.0,0,,4218880000.0
2017-10-26,main_board,1568,400,400,1.0,0,,14531406552.0
2017-10-27,chinext,172,100,100,1.0,0,,4241100000.0
2017-10-27,main_board,1567,400,400,1.0,0,,14342312400.0
2017-10-30,chinext,173,100,100,1.0,0,,4117405481.52
2017-10-30,main_board,1569,400,400,1.0,0,,14033576581.439999
2017-10-31,chinext,174,100,100,1.0,0,,4148018161.6800003
2017-10-31,main_board,1571,400,400,1.0,0,,14060562550.05
2017-11-01,chinext,175,100,100,1.0,0,,4251600954.08
2017-11-01,main_board,1573,400,400,1.0,0,,14226205980.42
2017-11-02,chinext,175,100,100,1.0,0,,4180800000.0
2017-11-02,main_board,1580,400,400,1.0,0,,13969614023.04
2017-11-03,chinext,175,100,100,1.0,0,,4163380000.0
2017-11-03,main_board,1580,400,400,1.0,0,,13977663230.0
2017-11-06,chinext,177,100,100,1.0,0,,4204920000.0
2017-11-06,main_board,1581,400,400,1.0,0,,14007402939.0
2017-11-07,chinext,176,100,100,1.0,0,,4169080208.7999997
2017-11-07,main_board,1583,400,400,1.0,0,,14136710835.0
2017-11-08,chinext,176,100,100,1.0,0,,4276720000.0
2017-11-08,main_board,1584,400,400,1.0,0,,14170971338.5
2017-11-09,chinext,177,100,100,1.0,0,,4284800000.0
2017-11-09,main_board,1583,400,400,1.0,0,,14176695641.169998
2017-11-10,chinext,180,100,100,1.0,0,,4321280000.0
2017-11-10,main_board,1581,400,400,1.0,0,,14248916690.130001
2017-11-13,chinext,180,100,100,1.0,0,,4309840000.0
2017-11-13,main_board,1580,400,400,1.0,0,,14264822855.68
2017-11-14,chinext,180,100,100,1.0,0,,4233600000.0
2017-11-14,main_board,1580,400,400,1.0,0,,14189232128.72
2017-11-15,chinext,179,100,100,1.0,0,,4177060650.0
2017-11-15,main_board,1581,400,400,1.0,0,,14092453975.68
2017-11-16,chinext,178,100,100,1.0,0,,4089958978.56
2017-11-16,main_board,1582,400,400,1.0,0,,14169303431.91
2017-11-17,chinext,179,100,100,1.0,0,,3884800000.0
2017-11-17,main_board,1583,400,400,1.0,0,,13537935252.380001
2017-11-20,chinext,178,100,100,1.0,0,,3834280800.0
2017-11-20,main_board,1586,400,400,1.0,0,,13639740619.6
2017-11-21,chinext,180,100,100,1.0,0,,3919196340.0000005
2017-11-21,main_board,1588,400,400,1.0,0,,13758853684.64
2017-11-22,chinext,180,100,100,1.0,0,,3893788260.0
2017-11-22,main_board,1587,400,400,1.0,0,,13725600000.0
2017-11-23,chinext,181,100,100,1.0,0,,3793056853.2499995
