membership_date,year,board_bucket,topn_count,fixed_cap_count,intersection_count,topn_only_count,fixed_cap_only_count,jaccard_overlap
2019-02-21,2019,chinext,100,11,11,89,0,0.11
2019-02-21,2019,main_board,400,85,85,315,0,0.2125
2019-02-22,2019,chinext,100,12,12,88,0,0.12
2019-02-22,2019,main_board,400,88,88,312,0,0.22
2019-02-25,2019,chinext,100,12,12,88,0,0.12
2019-02-25,2019,main_board,400,93,93,307,0,0.2325
2019-02-26,2019,chinext,100,12,12,88,0,0.12
2019-02-26,2019,main_board,400,93,93,307,0,0.2325
2019-02-27,2019,chinext,100,12,12,88,0,0.12
2019-02-27,2019,main_board,400,93,93,307,0,0.2325
2019-02-28,2019,chinext,100,12,12,88,0,0.12
2019-02-28,2019,main_board,400,93,93,307,0,0.2325
2019-03-01,2019,chinext,100,12,12,88,0,0.12
2019-03-01,2019,main_board,400,94,94,306,0,0.235
2019-03-04,2019,chinext,100,12,12,88,0,0.12
2019-03-04,2019,main_board,400,95,95,305,0,0.2375
2019-03-05,2019,chinext,100,12,12,88,0,0.12
2019-03-05,2019,main_board,400,96,96,304,0,0.24
2019-03-06,2019,chinext,100,12,12,88,0,0.12
2019-03-06,2019,main_board,400,96,96,304,0,0.24
2019-03-07,2019,chinext,100,12,12,88,0,0.12
2019-03-07,2019,main_board,400,100,100,300,0,0.25
2019-03-08,2019,chinext,100,12,12,88,0,0.12
2019-03-08,2019,main_board,400,98,98,302,0,0.245
2019-03-11,2019,chinext,100,12,12,88,0,0.12
2019-03-11,2019,main_board,400,98,98,302,0,0.245
2019-03-12,2019,chinext,100,12,12,88,0,0.12
2019-03-12,2019,main_board,400,99,99,301,0,0.2475
2019-03-13,2019,chinext,100,12,12,88,0,0.12
2019-03-13,2019,main_board,400,98,98,302,0,0.245
2019-03-14,2019,chinext,100,12,12,88,0,0.12
2019-03-14,2019,main_board,400,95,95,305,0,0.2375
2019-03-15,2019,chinext,100,12,12,88,0,0.12
2019-03-15,2019,main_board,400,96,96,304,0,0.24
2019-03-18,2019,chinext,100,12,12,88,0,0.12
2019-03-18,2019,main_board,400,100,100,300,0,0.25
2019-03-19,2019,chinext,100,12,12,88,0,0.12
2019-03-19,2019,main_board,400,100,100,300,0,0.25
2019-03-20,2019,chinext,100,12,12,88,0,0.12
2019-03-20,2019,main_board,400,99,99,301,0,0.2475
2019-03-21,2019,chinext,100,12,12,88,0,0.12
2019-03-21,2019,main_board,400,97,97,303,0,0.2425
2019-03-22,2019,chinext,100,13,13,87,0,0.13
2019-03-22,2019,main_board,400,98,98,302,0,0.245
2019-03-25,2019,chinext,100,14,14,86,0,0.14
2019-03-25,2019,main_board,400,97,97,303,0,0.2425
2019-03-26,2019,chinext,100,13,13,87,0,0.13
2019-03-26,2019,main_board,400,98,98,302,0,0.245
2019-03-27,2019,chinext,100,14,14,86,0,0.14
2019-03-27,2019,main_board,400,99,99,301,0,0.2475
2019-03-28,2019,chinext,100,13,13,87,0,0.13
2019-03-28,2019,main_board,400,99,99,301,0,0.2475
2019-03-29,2019,chinext,100,13,13,87,0,0.13
2019-03-29,2019,main_board,400,101,101,299,0,0.2525
2019-04-01,2019,chinext,100,13,13,87,0,0.13
2019-04-01,2019,main_board,400,104,104,296,0,0.26
2019-04-02,2019,chinext,100,13,13,87,0,0.13
2019-04-02,2019,main_board,400,105,105,295,0,0.2625
2019-04-03,2019,chinext,100,13,13,87,0,0.13
2019-04-03,2019,main_board,400,107,107,293,0,0.2675
2019-04-04,2019,chinext,100,14,14,86,0,0.14
2019-04-04,2019,main_board,400,108,108,292,0,0.27
2019-04-08,2019,chinext,100,14,14,86,0,0.14
2019-04-08,2019,main_board,400,107,107,293,0,0.2675
2019-04-09,2019,chinext,100,14,14,86,0,0.14
2019-04-09,2019,main_board,400,107,107,293,0,0.2675
2019-04-10,2019,chinext,100,15,15,85,0,0.15
2019-04-10,2019,main_board,400,106,106,294,0,0.265
2019-04-11,2019,chinext,100,15,15,85,0,0.15
2019-04-11,2019,main_board,400,102,102,298,0,0.255
2019-04-12,2019,chinext,100,15,15,85,0,0.15
2019-04-12,2019,main_board,400,102,102,298,0,0.255
2019-04-15,2019,chinext,100,15,15,85,0,0.15
2019-04-15,2019,main_board,400,102,102,298,0,0.255
2019-04-16,2019,chinext,100,15,15,85,0,0.15
2019-04-16,2019,main_board,400,104,104,296,0,0.26
2019-04-17,2019,chinext,100,15,15,85,0,0.15
2019-04-17,2019,main_board,400,103,103,297,0,0.2575
2019-04-18,2019,chinext,100,15,15,85,0,0.15
2019-04-18,2019,main_board,400,102,102,298,0,0.255
2019-04-19,2019,chinext,100,15,15,85,0,0.15
2019-04-19,2019,main_board,400,102,102,298,0,0.255
2019-04-22,2019,chinext,100,15,15,85,0,0.15
2019-04-22,2019,main_board,400,103,103,297,0,0.2575
2019-04-23,2019,chinext,100,15,15,85,0,0.15
2019-04-23,2019,main_board,400,103,103,297,0,0.2575
2019-04-24,2019,chinext,100,15,15,85,0,0.15
2019-04-24,2019,main_board,400,102,102,298,0,0.255
2019-04-25,2019,chinext,100,15,15,85,0,0.15
2019-04-25,2019,main_board,400,100,100,300,0,0.25
2019-04-26,2019,chinext,100,16,16,84,0,0.16
2019-04-26,2019,main_board,400,97,97,303,0,0.2425
2019-04-29,2019,chinext,100,15,15,85,0,0.15
2019-04-29,2019,main_board,400,97,97,303,0,0.2425
2019-04-30,2019,chinext,100,15,15,85,0,0.15
2019-04-30,2019,main_board,400,97,97,303,0,0.2425
2019-05-06,2019,chinext,100,14,14,86,0,0.14
2019-05-06,2019,main_board,400,92,92,308,0,0.23
2019-05-07,2019,chinext,100,14,14,86,0,0.14
2019-05-07,2019,main_board,400,93,93,307,0,0.2325
2019-05-08,2019,chinext,100,15,15,85,0,0.15
2019-05-08,2019,main_board,400,92,92,308,0,0.23
2019-05-09,2019,chinext,100,14,14,86,0,0.14
2019-05-09,2019,main_board,400,91,91,309,0,0.2275
2019-05-10,2019,chinext,100,16,16,84,0,0.16
2019-05-10,2019,main_board,400,93,93,307,0,0.2325
2019-05-13,2019,chinext,100,15,15,85,0,0.15
2019-05-13,2019,main_board,400,95,95,305,0,0.2375
2019-05-14,2019,chinext,100,15,15,85,0,0.15
2019-05-14,2019,main_board,400,92,92,308,0,0.23
2019-05-15,2019,chinext,100,15,15,85,0,0.15
2019-05-15,2019,main_board,400,95,95,305,0,0.2375
2019-05-16,2019,chinext,100,16,16,84,0,0.16
2019-05-16,2019,main_board,400,97,97,303,0,0.2425
2019-05-17,2019,chinext,100,12,12,88,0,0.12
2019-05-17,2019,main_board,400,94,94,306,0,0.235
2019-05-20,2019,chinext,100,11,11,89,0,0.11
2019-05-20,2019,main_board,400,91,91,309,0,0.2275
2019-05-21,2019,chinext,100,13,13,87,0,0.13
2019-05-21,2019,main_board,400,96,96,304,0,0.24
2019-05-22,2019,chinext,100,13,13,87,0,0.13
2019-05-22,2019,main_board,400,94,94,306,0,0.235
2019-05-23,2019,chinext,100,12,12,88,0,0.12
2019-05-23,2019,main_board,400,91,91,309,0,0.2275
2019-05-24,2019,chinext,100,11,11,89,0,0.11
2019-05-24,2019,main_board,400,91,91,309,0,0.2275
2019-05-27,2019,chinext,100,13,13,87,0,0.13
2019-05-27,2019,main_board,400,94,94,306,0,0.235
2019-05-28,2019,chinext,100,12,12,88,0,0.12
2019-05-28,2019,main_board,400,95,95,305,0,0.2375
2019-05-29,2019,chinext,100,12,12,88,0,0.12
2019-05-29,2019,main_board,400,95,95,305,0,0.2375
2019-05-30,2019,chinext,100,12,12,88,0,0.12
2019-05-30,2019,main_board,400,95,95,305,0,0.2375
2019-05-31,2019,chinext,100,13,13,87,0,0.13
2019-05-31,2019,main_board,400,96,96,304,0,0.24
2019-06-03,2019,chinext,100,12,12,88,0,0.12
2019-06-03,2019,main_board,400,93,93,307,0,0.2325
2019-06-04,2019,chinext,100,11,11,89,0,0.11
2019-06-04,2019,main_board,400,92,92,308,0,0.23
2019-06-05,2019,chinext,100,11,11,89,0,0.11
2019-06-05,2019,main_board,400,92,92,308,0,0.23
2019-06-06,2019,chinext,100,11,11,89,0,0.11
2019-06-06,2019,main_board,400,90,90,310,0,0.225
2019-06-10,2019,chinext,100,11,11,89,0,0.11
2019-06-10,2019,main_board,400,90,90,310,0,0.225
2019-06-11,2019,chinext,100,13,13,87,0,0.13
2019-06-11,2019,main_board,400,98,98,302,0,0.245
2019-06-12,2019,chinext,100,11,11,89,0,0.11
2019-06-12,2019,main_board,400,96,96,304,0,0.24
2019-06-13,2019,chinext,100,12,12,88,0,0.12
2019-06-13,2019,main_board,400,97,97,303,0,0.2425
2019-06-14,2019,chinext,100,11,11,89,0,0.11
2019-06-14,2019,main_board,400,94,94,306,0,0.235
2019-06-17,2019,chinext,100,10,10,90,0,0.1
2019-06-17,2019,main_board,400,95,95,305,0,0.2375
2019-06-18,2019,chinext,100,11,11,89,0,0.11
2019-06-18,2019,main_board,400,95,95,305,0,0.2375
2019-06-19,2019,chinext,100,11,11,89,0,0.11
2019-06-19,2019,main_board,400,95,95,305,0,0.2375
2019-06-20,2019,chinext,100,12,12,88,0,0.12
2019-06-20,2019,main_board,400,98,98,302,0,0.245
2019-06-21,2019,chinext,100,12,12,88,0,0.12
2019-06-21,2019,main_board,400,100,100,300,0,0.25
2019-06-24,2019,chinext,100,12,12,88,0,0.12
2019-06-24,2019,main_board,400,100,100,300,0,0.25
2019-06-25,2019,chinext,100,12,12,88,0,0.12
2019-06-25,2019,main_board,400,100,100,300,0,0.25
2019-06-26,2019,chinext,100,11,11,89,0,0.11
2019-06-26,2019,main_board,400,99,99,301,0,0.2475
2019-06-27,2019,chinext,100,12,12,88,0,0.12
2019-06-27,2019,main_board,400,101,101,299,0,0.2525
2019-06-28,2019,chinext,100,11,11,89,0,0.11
2019-06-28,2019,main_board,400,98,98,302,0,0.245
2019-07-01,2019,chinext,100,13,13,87,0,0.13
2019-07-01,2019,main_board,400,102,102,298,0,0.255
2019-07-02,2019,chinext,100,13,13,87,0,0.13
2019-07-02,2019,main_board,400,100,100,300,0,0.25
2019-07-03,2019,chinext,100,13,13,87,0,0.13
2019-07-03,2019,main_board,400,99,99,301,0,0.2475
2019-07-04,2019,chinext,100,13,13,87,0,0.13
2019-07-04,2019,main_board,400,100,100,300,0,0.25
2019-07-05,2019,chinext,100,14,14,86,0,0.14
2019-07-05,2019,main_board,400,98,98,302,0,0.245
2019-07-08,2019,chinext,100,13,13,87,0,0.13
2019-07-08,2019,main_board,400,96,96,304,0,0.24
2019-07-09,2019,chinext,100,12,12,88,0,0.12
2019-07-09,2019,main_board,400,97,97,303,0,0.2425
2019-07-10,2019,chinext,100,13,13,87,0,0.13
2019-07-10,2019,main_board,400,96,96,304,0,0.24
2019-07-11,2019,chinext,100,13,13,87,0,0.13
2019-07-11,2019,main_board,400,95,95,305,0,0.2375
2019-07-12,2019,chinext,100,12,12,88,0,0.12
2019-07-12,2019,main_board,400,96,96,304,0,0.24
2019-07-15,2019,chinext,100,14,14,86,0,0.14
2019-07-15,2019,main_board,400,97,97,303,0,0.2425
2019-07-16,2019,chinext,100,12,12,88,0,0.12
2019-07-16,2019,main_board,400,98,98,302,0,0.245
2019-07-17,2019,chinext,100,12,12,88,0,0.12
2019-07-17,2019,main_board,400,98,98,302,0,0.245
2019-07-18,2019,chinext,100,12,12,88,0,0.12
2019-07-18,2019,main_board,400,98,98,302,0,0.245
2019-07-19,2019,chinext,100,12,12,88,0,0.12
2019-07-19,2019,main_board,400,98,98,302,0,0.245
2019-07-22,2019,chinext,100,12,12,88,0,0.12
2019-07-22,2019,main_board,400,97,97,303,0,0.2425
2019-07-23,2019,chinext,100,12,12,88,0,0.12
2019-07-23,2019,main_board,400,98,98,302,0,0.245
2019-07-24,2019,chinext,100,12,12,88,0,0.12
2019-07-24,2019,main_board,400,98,98,302,0,0.245
2019-07-25,2019,chinext,100,13,13,87,0,0.13
2019-07-25,2019,main_board,400,98,98,302,0,0.245
2019-07-26,2019,chinext,100,13,13,87,0,0.13
2019-07-26,2019,main_board,400,99,99,301,0,0.2475
2019-07-29,2019,chinext,100,13,13,87,0,0.13
2019-07-29,2019,main_board,400,99,99,301,0,0.2475
2019-07-30,2019,chinext,100,13,13,87,0,0.13
2019-07-30,2019,main_board,400,100,100,300,0,0.25
2019-07-31,2019,chinext,100,12,12,88,0,0.12
2019-07-31,2019,main_board,400,100,100,300,0,0.25
2019-08-01,2019,chinext,100,13,13,87,0,0.13
2019-08-01,2019,main_board,400,98,98,302,0,0.245
2019-08-02,2019,chinext,100,12,12,88,0,0.12
2019-08-02,2019,main_board,400,96,96,304,0,0.24
2019-08-05,2019,chinext,100,12,12,88,0,0.12
2019-08-05,2019,main_board,400,94,94,306,0,0.235
2019-08-06,2019,chinext,100,11,11,89,0,0.11
2019-08-06,2019,main_board,400,92,92,308,0,0.23
2019-08-07,2019,chinext,100,11,11,89,0,0.11
2019-08-07,2019,main_board,400,92,92,308,0,0.23
2019-08-08,2019,chinext,100,11,11,89,0,0.11
2019-08-08,2019,main_board,400,92,92,308,0,0.23
2019-08-09,2019,chinext,100,11,11,89,0,0.11
2019-08-09,2019,main_board,400,92,92,308,0,0.23
2019-08-12,2019,chinext,100,11,11,89,0,0.11
2019-08-12,2019,main_board,400,93,93,307,0,0.2325
2019-08-13,2019,chinext,100,11,11,89,0,0.11
2019-08-13,2019,main_board,400,92,92,308,0,0.23
2019-08-14,2019,chinext,100,11,11,89,0,0.11
2019-08-14,2019,main_board,400,91,91,309,0,0.2275
2019-08-15,2019,chinext,100,11,11,89,0,0.11
2019-08-15,2019,main_board,400,90,90,310,0,0.225
2019-08-16,2019,chinext,100,12,12,88,0,0.12
2019-08-16,2019,main_board,400,90,90,310,0,0.225
2019-08-19,2019,chinext,100,14,14,86,0,0.14
2019-08-19,2019,main_board,400,95,95,305,0,0.2375
2019-08-20,2019,chinext,100,14,14,86,0,0.14
2019-08-20,2019,main_board,400,97,97,303,0,0.2425
2019-08-21,2019,chinext,100,15,15,85,0,0.15
2019-08-21,2019,main_board,400,96,96,304,0,0.24
2019-08-22,2019,chinext,100,15,15,85,0,0.15
2019-08-22,2019,main_board,400,98,98,302,0,0.245
2019-08-23,2019,chinext,100,15,15,85,0,0.15
2019-08-23,2019,main_board,400,98,98,302,0,0.245
2019-08-26,2019,chinext,100,15,15,85,0,0.15
2019-08-26,2019,main_board,400,99,99,301,0,0.2475
2019-08-27,2019,chinext,100,15,15,85,0,0.15
2019-08-27,2019,main_board,400,102,102,298,0,0.255
2019-08-28,2019,chinext,100,16,16,84,0,0.16
2019-08-28,2019,main_board,400,100,100,300,0,0.25
2019-08-29,2019,chinext,100,15,15,85,0,0.15
2019-08-29,2019,main_board,400,100,100,300,0,0.25
2019-08-30,2019,chinext,100,15,15,85,0,0.15
2019-08-30,2019,main_board,400,100,100,300,0,0.25
2019-09-02,2019,chinext,100,16,16,84,0,0.16
2019-09-02,2019,main_board,400,103,103,297,0,0.2575
2019-09-03,2019,chinext,100,16,16,84,0,0.16
2019-09-03,2019,main_board,400,104,104,296,0,0.26
2019-09-04,2019,chinext,100,16,16,84,0,0.16
2019-09-04,2019,main_board,400,105,105,295,0,0.2625
2019-09-05,2019,chinext,100,16,16,84,0,0.16
2019-09-05,2019,main_board,400,107,107,293,0,0.2675
2019-09-06,2019,chinext,100,15,15,85,0,0.15
2019-09-06,2019,main_board,400,106,106,294,0,0.265
2019-09-09,2019,chinext,100,16,16,84,0,0.16
2019-09-09,2019,main_board,400,107,107,293,0,0.2675
2019-09-10,2019,chinext,100,17,17,83,0,0.17
2019-09-10,2019,main_board,400,108,108,292,0,0.27
2019-09-11,2019,chinext,100,16,16,84,0,0.16
2019-09-11,2019,main_board,400,109,109,291,0,0.2725
2019-09-12,2019,chinext,100,16,16,84,0,0.16
2019-09-12,2019,main_board,400,108,108,292,0,0.27
2019-09-16,2019,chinext,100,16,16,84,0,0.16
2019-09-16,2019,main_board,400,108,108,292,0,0.27
2019-09-17,2019,chinext,100,16,16,84,0,0.16
2019-09-17,2019,main_board,400,106,106,294,0,0.265
2019-09-18,2019,chinext,100,16,16,84,0,0.16
2019-09-18,2019,main_board,400,106,106,294,0,0.265
2019-09-19,2019,chinext,100,16,16,84,0,0.16
2019-09-19,2019,main_board,400,106,106,294,0,0.265
2019-09-20,2019,chinext,100,16,16,84,0,0.16
2019-09-20,2019,main_board,400,105,105,295,0,0.2625
2019-09-23,2019,chinext,100,16,16,84,0,0.16
2019-09-23,2019,main_board,400,105,105,295,0,0.2625
2019-09-24,2019,chinext,100,16,16,84,0,0.16
2019-09-24,2019,main_board,400,105,105,295,0,0.2625
2019-09-25,2019,chinext,100,16,16,84,0,0.16
2019-09-25,2019,main_board,400,102,102,298,0,0.255
2019-09-26,2019,chinext,100,15,15,85,0,0.15
2019-09-26,2019,main_board,400,98,98,302,0,0.245
2019-09-27,2019,chinext,100,17,17,83,0,0.17
2019-09-27,2019,main_board,400,98,98,302,0,0.245
2019-09-30,2019,chinext,100,17,17,83,0,0.17
2019-09-30,2019,main_board,400,97,97,303,0,0.2425
2019-10-08,2019,chinext,100,16,16,84,0,0.16
2019-10-08,2019,main_board,400,97,97,303,0,0.2425
2019-10-09,2019,chinext,100,17,17,83,0,0.17
2019-10-09,2019,main_board,400,97,97,303,0,0.2425
2019-10-10,2019,chinext,100,17,17,83,0,0.17
2019-10-10,2019,main_board,400,97,97,303,0,0.2425
2019-10-11,2019,chinext,100,17,17,83,0,0.17
2019-10-11,2019,main_board,400,99,99,301,0,0.2475
2019-10-14,2019,chinext,100,17,17,83,0,0.17
2019-10-14,2019,main_board,400,103,103,297,0,0.2575
2019-10-15,2019,chinext,100,17,17,83,0,0.17
2019-10-15,2019,main_board,400,100,100,300,0,0.25
2019-10-16,2019,chinext,100,17,17,83,0,0.17
2019-10-16,2019,main_board,400,100,100,300,0,0.25
2019-10-17,2019,chinext,100,17,17,83,0,0.17
2019-10-17,2019,main_board,400,99,99,301,0,0.2475
2019-10-18,2019,chinext,100,17,17,83,0,0.17
2019-10-18,2019,main_board,400,99,99,301,0,0.2475
2019-10-21,2019,chinext,100,17,17,83,0,0.17
2019-10-21,2019,main_board,400,99,99,301,0,0.2475
2019-10-22,2019,chinext,100,17,17,83,0,0.17
2019-10-22,2019,main_board,400,99,99,301,0,0.2475
2019-10-23,2019,chinext,100,16,16,84,0,0.16
2019-10-23,2019,main_board,400,99,99,301,0,0.2475
2019-10-24,2019,chinext,100,16,16,84,0,0.16
2019-10-24,2019,main_board,400,98,98,302,0,0.245
2019-10-25,2019,chinext,100,16,16,84,0,0.16
2019-10-25,2019,main_board,400,99,99,301,0,0.2475
2019-10-28,2019,chinext,100,17,17,83,0,0.17
2019-10-28,2019,main_board,400,100,100,300,0,0.25
2019-10-29,2019,chinext,100,16,16,84,0,0.16
2019-10-29,2019,main_board,400,101,101,299,0,0.2525
2019-10-30,2019,chinext,100,16,16,84,0,0.16
2019-10-30,2019,main_board,400,99,99,301,0,0.2475
2019-10-31,2019,chinext,100,16,16,84,0,0.16
2019-10-31,2019,main_board,400,99,99,301,0,0.2475
2019-11-01,2019,chinext,100,17,17,83,0,0.17
2019-11-01,2019,main_board,400,100,100,300,0,0.25
2019-11-04,2019,chinext,100,17,17,83,0,0.17
2019-11-04,2019,main_board,400,101,101,299,0,0.2525
2019-11-05,2019,chinext,100,17,17,83,0,0.17
2019-11-05,2019,main_board,400,102,102,298,0,0.255
2019-11-06,2019,chinext,100,18,18,82,0,0.18
2019-11-06,2019,main_board,400,101,101,299,0,0.2525
2019-11-07,2019,chinext,100,18,18,82,0,0.18
2019-11-07,2019,main_board,400,100,100,300,0,0.25
2019-11-08,2019,chinext,100,18,18,82,0,0.18
2019-11-08,2019,main_board,400,100,100,300,0,0.25
2019-11-11,2019,chinext,100,16,16,84,0,0.16
2019-11-11,2019,main_board,400,99,99,301,0,0.2475
2019-11-12,2019,chinext,100,16,16,84,0,0.16
2019-11-12,2019,main_board,400,99,99,301,0,0.2475
2019-11-13,2019,chinext,100,17,17,83,0,0.17
2019-11-13,2019,main_board,400,98,98,302,0,0.245
2019-11-14,2019,chinext,100,17,17,83,0,0.17
2019-11-14,2019,main_board,400,98,98,302,0,0.245
2019-11-15,2019,chinext,100,16,16,84,0,0.16
2019-11-15,2019,main_board,400,98,98,302,0,0.245
2019-11-18,2019,chinext,100,16,16,84,0,0.16
2019-11-18,2019,main_board,400,99,99,301,0,0.2475
2019-11-19,2019,chinext,100,17,17,83,0,0.17
2019-11-19,2019,main_board,400,100,100,300,0,0.25
2019-11-20,2019,chinext,100,16,16,84,0,0.16
2019-11-20,2019,main_board,400,100,100,300,0,0.25
2019-11-21,2019,chinext,100,16,16,84,0,0.16
2019-11-21,2019,main_board,400,99,99,301,0,0.2475
2019-11-22,2019,chinext,100,15,15,85,0,0.15
2019-11-22,2019,main_board,400,100,100,300,0,0.25
2019-11-25,2019,chinext,100,16,16,84,0,0.16
2019-11-25,2019,main_board,400,100,100,300,0,0.25
2019-11-26,2019,chinext,100,16,16,84,0,0.16
2019-11-26,2019,main_board,400,101,101,299,0,0.2525
2019-11-27,2019,chinext,100,15,15,85,0,0.15
2019-11-27,2019,main_board,400,101,101,299,0,0.2525
2019-11-28,2019,chinext,100,15,15,85,0,0.15
2019-11-28,2019,main_board,400,100,100,300,0,0.25
2019-11-29,2019,chinext,100,15,15,85,0,0.15
2019-11-29,2019,main_board,400,100,100,300,0,0.25
2019-12-02,2019,chinext,100,15,15,85,0,0.15
2019-12-02,2019,main_board,400,101,101,299,0,0.2525
2019-12-03,2019,chinext,100,16,16,84,0,0.16
2019-12-03,2019,main_board,400,101,101,299,0,0.2525
2019-12-04,2019,chinext,100,16,16,84,0,0.16
2019-12-04,2019,main_board,400,100,100,300,0,0.25
2019-12-05,2019,chinext,100,17,17,83,0,0.17
2019-12-05,2019,main_board,400,100,100,300,0,0.25
2019-12-06,2019,chinext,100,17,17,83,0,0.17
2019-12-06,2019,main_board,400,101,101,299,0,0.2525
2019-12-09,2019,chinext,100,17,17,83,0,0.17
2019-12-09,2019,main_board,400,104,104,296,0,0.26
2019-12-10,2019,chinext,100,17,17,83,0,0.17
2019-12-10,2019,main_board,400,103,103,297,0,0.2575
2019-12-11,2019,chinext,100,17,17,83,0,0.17
2019-12-11,2019,main_board,400,103,103,297,0,0.2575
2019-12-12,2019,chinext,100,17,17,83,0,0.17
2019-12-12,2019,main_board,400,103,103,297,0,0.2575
2019-12-13,2019,chinext,100,17,17,83,0,0.17
2019-12-13,2019,main_board,400,105,105,295,0,0.2625
2019-12-16,2019,chinext,100,17,17,83,0,0.17
2019-12-16,2019,main_board,400,106,106,294,0,0.265
2019-12-17,2019,chinext,100,17,17,83,0,0.17
2019-12-17,2019,main_board,400,107,107,293,0,0.2675
2019-12-18,2019,chinext,100,17,17,83,0,0.17
2019-12-18,2019,main_board,400,107,107,293,0,0.2675
2019-12-19,2019,chinext,100,17,17,83,0,0.17
2019-12-19,2019,main_board,400,107,107,293,0,0.2675
2019-12-20,2019,chinext,100,17,17,83,0,0.17
2019-12-20,2019,main_board,400,107,107,293,0,0.2675
2019-12-23,2019,chinext,100,17,17,83,0,0.17
2019-12-23,2019,main_board,400,105,105,295,0,0.2625
2019-12-24,2019,chinext,100,17,17,83,0,0.17
2019-12-24,2019,main_board,400,105,105,295,0,0.2625
2019-12-25,2019,chinext,100,17,17,83,0,0.17
2019-12-25,2019,main_board,400,105,105,295,0,0.2625
2019-12-26,2019,chinext,100,17,17,83,0,0.17
2019-12-26,2019,main_board,400,106,106,294,0,0.265
2019-12-27,2019,chinext,100,17,17,83,0,0.17
2019-12-27,2019,main_board,400,105,105,295,0,0.2625
2019-12-30,2019,chinext,100,17,17,83,0,0.17
2019-12-30,2019,main_board,400,107,107,293,0,0.2675
2019-12-31,2019,chinext,100,18,18,82,0,0.18
2019-12-31,2019,main_board,400,109,109,291,0,0.2725
2020-01-02,2020,chinext,100,18,18,82,0,0.18
2020-01-02,2020,main_board,400,109,109,291,0,0.2725
2020-01-03,2020,chinext,100,19,19,81,0,0.19
2020-01-03,2020,main_board,400,109,109,291,0,0.2725
2020-01-06,2020,chinext,100,19,19,81,0,0.19
2020-01-06,2020,main_board,400,110,110,290,0,0.275
2020-01-07,2020,chinext,100,19,19,81,0,0.19
2020-01-07,2020,main_board,400,110,110,290,0,0.275
2020-01-08,2020,chinext,100,20,20,80,0,0.2
2020-01-08,2020,main_board,400,110,110,290,0,0.275
2020-01-09,2020,chinext,100,20,20,80,0,0.2
2020-01-09,2020,main_board,400,111,111,289,0,0.2775
2020-01-10,2020,chinext,100,20,20,80,0,0.2
2020-01-10,2020,main_board,400,110,110,290,0,0.275
2020-01-13,2020,chinext,100,20,20,80,0,0.2
2020-01-13,2020,main_board,400,110,110,290,0,0.275
2020-01-14,2020,chinext,100,21,21,79,0,0.21
2020-01-14,2020,main_board,400,111,111,289,0,0.2775
2020-01-15,2020,chinext,100,21,21,79,0,0.21
2020-01-15,2020,main_board,400,108,108,292,0,0.27
2020-01-16,2020,chinext,100,21,21,79,0,0.21
2020-01-16,2020,main_board,400,111,111,289,0,0.2775
2020-01-17,2020,chinext,100,21,21,79,0,0.21
2020-01-17,2020,main_board,400,111,111,289,0,0.2775
2020-01-20,2020,chinext,100,21,21,79,0,0.21
2020-01-20,2020,main_board,400,112,112,288,0,0.28
2020-01-21,2020,chinext,100,21,21,79,0,0.21
2020-01-21,2020,main_board,400,109,109,291,0,0.2725
2020-01-22,2020,chinext,100,21,21,79,0,0.21
2020-01-22,2020,main_board,400,110,110,290,0,0.275
2020-01-23,2020,chinext,100,21,21,79,0,0.21
2020-01-23,2020,main_board,400,107,107,293,0,0.2675
2020-02-03,2020,chinext,100,19,19,81,0,0.19
2020-02-03,2020,main_board,400,102,102,298,0,0.255
2020-02-04,2020,chinext,100,19,19,81,0,0.19
2020-02-04,2020,main_board,400,102,102,298,0,0.255
2020-02-05,2020,chinext,100,19,19,81,0,0.19
2020-02-05,2020,main_board,400,104,104,296,0,0.26
2020-02-06,2020,chinext,100,20,20,80,0,0.2
2020-02-06,2020,main_board,400,105,105,295,0,0.2625
2020-02-07,2020,chinext,100,21,21,79,0,0.21
2020-02-07,2020,main_board,400,106,106,294,0,0.265
2020-02-10,2020,chinext,100,21,21,79,0,0.21
2020-02-10,2020,main_board,400,106,106,294,0,0.265
2020-02-11,2020,chinext,100,19,19,81,0,0.19
2020-02-11,2020,main_board,400,105,105,295,0,0.2625
2020-02-12,2020,chinext,100,21,21,79,0,0.21
2020-02-12,2020,main_board,400,106,106,294,0,0.265
2020-02-13,2020,chinext,100,20,20,80,0,0.2
2020-02-13,2020,main_board,400,105,105,295,0,0.2625
2020-02-14,2020,chinext,100,20,20,80,0,0.2
2020-02-14,2020,main_board,400,108,108,292,0,0.27
2020-02-17,2020,chinext,100,21,21,79,0,0.21
2020-02-17,2020,main_board,400,108,108,292,0,0.27
2020-02-18,2020,chinext,100,23,23,77,0,0.23
2020-02-18,2020,main_board,400,110,110,290,0,0.275
2020-02-19,2020,chinext,100,22,22,78,0,0.22
2020-02-19,2020,main_board,400,108,108,292,0,0.27
2020-02-20,2020,chinext,100,22,22,78,0,0.22
2020-02-20,2020,main_board,400,110,110,290,0,0.275
2020-02-21,2020,chinext,100,23,23,77,0,0.23
2020-02-21,2020,main_board,400,111,111,289,0,0.2775
2020-02-24,2020,chinext,100,25,25,75,0,0.25
2020-02-24,2020,main_board,400,113,113,287,0,0.2825
2020-02-25,2020,chinext,100,25,25,75,0,0.25
2020-02-25,2020,main_board,400,113,113,287,0,0.2825
2020-02-26,2020,chinext,100,23,23,77,0,0.23
