early_path_k,horizon_mode,arm,fold_mean_utility_per_event_mean_50bps,fold_std_utility_per_event_mean_50bps,fold_mean_utility_per_selected_entry_mean_50bps,fold_mean_utility_per_event_median_50bps,fold_mean_winner_rate,fold_mean_fast_fail_rate,fold_mean_selected_fraction,fold_mean_missed_upper_fraction,delta_utility_per_event_mean_50bps_vs_t0,delta_utility_per_event_mean_50bps_vs_gate,missed_upper_opportunity_cost_50bps,delta_sign_consistency_folds,comparison_status
3,horizon_mode_from_entry,arm_model_delayed,0.0025226280956294543,0.008591951744533697,0.0050417776129605355,0.0,0.30457875531485806,0.17615044149694192,0.5001315060160201,0.040382256083440995,-0.004613392749990464,-0.0005646646157435908,0.004389033154593318,2,no_improvement_vs_t0
3,horizon_mode_from_entry,arm_t0_baseline,0.007136020845619917,0.01406672628217166,0.007136020845619917,-0.011753098657940407,0.30048314833899004,0.05877575570989677,1.0,0.040382256083440995,0.0,0.004048728134246873,0.0,0,no_improvement_vs_t0
5,horizon_mode_calendar_t0,arm_gate_delayed,0.0006933558021160292,0.007327568098458025,0.0006704778913441152,-0.005,0.22526648349863118,0.15247978350443891,0.9040717405105042,0.08403332583889105,-0.006442665043503888,0.0,0.008712830790213585,2,no_improvement_vs_t0
5,horizon_mode_calendar_t0,arm_model_delayed,0.0019729937131268286,0.005479957896665112,0.0039438228813631045,0.0,0.2658214089350929,0.17971936873056243,0.5001315060160201,0.08403332583889105,-0.005163027132493089,0.001279637911010799,0.008994036152165635,2,no_improvement_vs_t0_and_gate
5,horizon_mode_calendar_t0,arm_t0_baseline,0.007136020845619917,0.01406672628217166,0.007136020845619917,-0.011753098657940407,0.30048314833899004,0.05877575570989677,1.0,0.08403332583889105,0.0,0.006442665043503888,0.0,0,no_improvement_vs_t0
5,horizon_mode_from_entry,arm_gate_delayed,0.0016587613951988774,0.008021173308585467,0.0017231388970242166,-0.005,0.27032869778094526,0.15247978350443891,0.9040717405105042,0.08403332583889105,-0.005477259450421041,0.0,0.008656424775685657,2,no_improvement_vs_t0
5,horizon_mode_from_entry,arm_model_delayed,0.002359231172604362,0.006715975836691347,0.0047158765495613954,0.0,0.3077505093814915,0.18013061034639294,0.5001315060160201,0.08403332583889105,-0.0047767896730155565,0.0007004697774054844,0.009050213279931617,2,no_improvement_vs_t0_and_gate
5,horizon_mode_from_entry,arm_t0_baseline,0.007136020845619917,0.01406672628217166,0.007136020845619917,-0.011753098657940407,0.30048314833899004,0.05877575570989677,1.0,0.08403332583889105,0.0,0.005477259450421041,0.0,0,no_improvement_vs_t0
8,horizon_mode_calendar_t0,arm_gate_delayed,-0.002450000747086517,0.005706446621918368,-0.0030791349616944934,-0.005,0.1798772056005679,0.18473764929497669,0.8233068448583969,0.1465873803945837,-0.009586021592706434,0.0,0.015713210034317533,1,no_improvement_vs_t0
8,horizon_mode_calendar_t0,arm_model_delayed,-0.0008497236597641569,0.003201808082432163,-0.001699542395160561,0.0,0.21951989666104854,0.22802631371033813,0.5001315060160201,0.1465873803945837,-0.007985744505384074,0.0016002770873223605,0.01569894867018737,1,no_improvement_vs_t0_and_gate
8,horizon_mode_calendar_t0,arm_t0_baseline,0.007136020845619917,0.01406672628217166,0.007136020845619917,-0.011753098657940407,0.30048314833899004,0.05877575570989677,1.0,0.1465873803945837,0.0,0.009586021592706434,0.0,0,no_improvement_vs_t0
8,horizon_mode_from_entry,arm_gate_delayed,-0.0019224918219724525,0.007247876763145592,-0.002449266852428324,-0.005,0.25013468060797117,0.18473764929497669,0.8233068448583969,0.1465873803945837,-0.00905851266759237,0.0,0.015192099504522027,0,no_improvement_vs_t0
8,horizon_mode_from_entry,arm_model_delayed,-0.0005361402928290772,0.004556708279992805,-0.001073662845196117,0.0,0.2836628580074921,0.2231476068731645,0.5001315060160201,0.1465873803945837,-0.007672161138448994,0.0013863515291433755,0.015394551594320826,1,no_improvement_vs_t0_and_gate
8,horizon_mode_from_entry,arm_t0_baseline,0.007136020845619917,0.01406672628217166,0.007136020845619917,-0.011753098657940407,0.30048314833899004,0.05877575570989677,1.0,0.1465873803945837,0.0,0.00905851266759237,0.0,0,no_improvement_vs_t0
13,horizon_mode_calendar_t0,arm_gate_delayed,-0.00703924501554138,0.001977333339280373,-0.009870897298659437,-0.005,0.08971886274544276,0.24199818119732103,0.715807194141018,0.2302745707175625,-0.014175265861161296,0.0,0.026793697881209583,1,no_improvement_vs_t0
13,horizon_mode_calendar_t0,arm_model_delayed,-0.00402068514312777,0.00298428106918339,-0.008038492505352258,0.0,0.12614676373014205,0.2811621657234581,0.5001315060160201,0.2302745707175625,-0.011156705988747687,0.0030185598724136098,0.02672839244800353,2,no_improvement_vs_t0_and_gate
13,horizon_mode_calendar_t0,arm_t0_baseline,0.007136020845619917,0.01406672628217166,0.007136020845619917,-0.011753098657940407,0.30048314833899004,0.05877575570989677,1.0,0.2302745707175625,0.0,0.014175265861161296,0.0,0,no_improvement_vs_t0
13,horizon_mode_from_entry,arm_gate_delayed,-0.006214755015994379,0.006535750239266238,-0.008750007950440775,-0.005,0.20894107820848523,0.2425866421958705,0.715807194141018,0.2302745707175625,-0.013350775861614298,0.0,0.02645144376103854,1,no_improvement_vs_t0
13,horizon_mode_from_entry,arm_model_delayed,-0.0025623796612182287,0.0027658594085267618,-0.005124651610134426,0.0,0.2527382123889673,0.2794070997946619,0.5001315060160201,0.2302745707175625,-0.009698400506838147,0.003652375354776151,0.026331262108833537,2,no_improvement_vs_t0_and_gate
13,horizon_mode_from_entry,arm_t0_baseline,0.007136020845619917,0.01406672628217166,0.007136020845619917,-0.011753098657940407,0.30048314833899004,0.05877575570989677,1.0,0.2302745707175625,0.0,0.013350775861614298,0.0,0,no_improvement_vs_t0
