early_path_k,horizon_mode,arm,fold_id,event_n,missed_upper_in_window_n,early_lower_in_window_n,missed_upper_fraction,missed_upper_opportunity_cost_50bps,same_event_delta_utility_50bps_vs_t0,selected_entry_only_delta_utility_50bps_vs_t0,missed_winner_offset_gate_status
8,horizon_mode_from_entry,arm_model_delayed,1,1656,115,298,0.06944444444444445,0.008116470387561444,0.006066289770528452,0.0013682208078220522,pass
8,horizon_mode_from_entry,arm_t0_baseline,2,1195,255,226,0.21338912133891214,0.0,0.0,0.0,fail
8,horizon_mode_from_entry,arm_gate_delayed,2,1195,255,226,0.21338912133891214,0.026173949081611962,-0.017428039017875527,-0.017071502895438583,fail
8,horizon_mode_from_entry,arm_model_delayed,2,1195,255,226,0.21338912133891214,0.026011563413555816,-0.018001165918149716,-0.017111547011526118,fail
8,horizon_mode_from_entry,arm_t0_baseline,3,504,41,95,0.08134920634920635,0.0,0.0,0.0,fail
8,horizon_mode_from_entry,arm_gate_delayed,3,504,41,95,0.08134920634920635,0.009516500882812329,-0.0005257808071186358,-0.0019642725657632552,fail
8,horizon_mode_from_entry,arm_model_delayed,3,504,41,95,0.08134920634920635,0.009153441183160175,-8.040689236949155e-05,-0.005446539682544606,fail
8,horizon_mode_from_entry,arm_t0_baseline,4,786,147,110,0.18702290076335878,0.0,0.0,0.0,fail
8,horizon_mode_from_entry,arm_gate_delayed,4,786,147,110,0.18702290076335878,0.016434225213605467,-0.014244181791463318,-0.013583102485821218,fail
8,horizon_mode_from_entry,arm_model_delayed,4,786,147,110,0.18702290076335878,0.017012266796498362,-0.017359536706218235,-0.01653766708383038,fail
13,horizon_mode_calendar_t0,arm_t0_baseline,0,2091,607,569,0.2902917264466762,0.0,0.0,0.0,fail
13,horizon_mode_calendar_t0,arm_gate_delayed,0,2091,607,569,0.2902917264466762,0.031778588166138676,-0.018666720240886968,-0.02028048792058461,fail
13,horizon_mode_calendar_t0,arm_model_delayed,0,2091,607,569,0.2902917264466762,0.032105393796783566,-0.018138504611741255,-0.021617172797566822,fail
13,horizon_mode_calendar_t0,arm_t0_baseline,1,1656,263,565,0.15881642512077296,0.0,0.0,0.0,fail
13,horizon_mode_calendar_t0,arm_gate_delayed,1,1656,263,565,0.15881642512077296,0.015417559721224605,0.0024040015129846316,-0.0021144799241924663,pass
13,horizon_mode_calendar_t0,arm_model_delayed,1,1656,263,565,0.15881642512077296,0.01501978499394346,0.011567734824734105,0.012371110916233361,pass
13,horizon_mode_calendar_t0,arm_t0_baseline,2,1195,357,315,0.298744769874477,0.0,0.0,0.0,fail
13,horizon_mode_calendar_t0,arm_gate_delayed,2,1195,357,315,0.298744769874477,0.04064284647932342,-0.027674372733073056,-0.030955041436288765,fail
13,horizon_mode_calendar_t0,arm_model_delayed,2,1195,357,315,0.298744769874477,0.04102915741383093,-0.025506176166256084,-0.03210901732337747,fail
13,horizon_mode_calendar_t0,arm_t0_baseline,3,504,70,147,0.1388888888888889,0.0,0.0,0.0,fail
13,horizon_mode_calendar_t0,arm_gate_delayed,3,504,70,147,0.1388888888888889,0.01468736209173389,-0.000819300829311159,-0.0033573456484495955,fail
13,horizon_mode_calendar_t0,arm_model_delayed,3,504,70,147,0.1388888888888889,0.014402840003314507,0.0007468927170058044,-0.003791940463794014,pass
13,horizon_mode_calendar_t0,arm_t0_baseline,4,786,208,168,0.26463104325699743,0.0,0.0,0.0,fail
13,horizon_mode_calendar_t0,arm_gate_delayed,4,786,208,168,0.26463104325699743,0.03144213294762732,-0.026119937015519932,-0.028327235791881338,fail
13,horizon_mode_calendar_t0,arm_model_delayed,4,786,208,168,0.26463104325699743,0.031084786032145185,-0.024453476707481013,-0.030725547086355928,fail
13,horizon_mode_from_entry,arm_t0_baseline,0,2091,607,569,0.2902917264466762,0.0,0.0,0.0,fail
13,horizon_mode_from_entry,arm_gate_delayed,0,2091,607,569,0.2902917264466762,0.029044898521301096,-0.011549891885049967,-0.010299744733424869,fail
13,horizon_mode_from_entry,arm_model_delayed,0,2091,607,569,0.2902917264466762,0.030886767060236797,-0.013614999314068817,-0.012574486777076323,fail
13,horizon_mode_from_entry,arm_t0_baseline,1,1656,263,565,0.15881642512077296,0.0,0.0,0.0,fail
13,horizon_mode_from_entry,arm_gate_delayed,1,1656,263,565,0.15881642512077296,0.01756391127525283,-0.0018812148585916552,-0.008715706260313703,fail
13,horizon_mode_from_entry,arm_model_delayed,1,1656,263,565,0.15881642512077296,0.016939255983574514,0.007607941941312371,0.004451525149389889,pass
13,horizon_mode_from_entry,arm_t0_baseline,2,1195,357,315,0.298744769874477,0.0,0.0,0.0,fail
13,horizon_mode_from_entry,arm_gate_delayed,2,1195,357,315,0.298744769874477,0.038403951510703804,-0.022911743512331974,-0.02441326911584555,fail
13,horizon_mode_from_entry,arm_model_delayed,2,1195,357,315,0.298744769874477,0.038518368065584216,-0.019809766811432834,-0.02072572438188285,fail
13,horizon_mode_from_entry,arm_t0_baseline,3,504,70,147,0.1388888888888889,0.0,0.0,0.0,fail
13,horizon_mode_from_entry,arm_gate_delayed,3,504,70,147,0.1388888888888889,0.01455538323594828,5.4280869976608415e-05,-0.002120589534851184,pass
13,horizon_mode_from_entry,arm_model_delayed,3,504,70,147,0.1388888888888889,0.013974386406375952,0.0017598085406837255,-0.001766108816438172,pass
13,horizon_mode_from_entry,arm_t0_baseline,4,786,208,168,0.26463104325699743,0.0,0.0,0.0,fail
13,horizon_mode_from_entry,arm_gate_delayed,4,786,208,168,0.26463104325699743,0.03268907426198669,-0.030465309922074496,-0.03388083433586815,fail
13,horizon_mode_from_entry,arm_model_delayed,4,786,208,168,0.26463104325699743,0.0313375330283962,-0.024434986890685177,-0.030688567452764264,fail
