split,event_type,entry_variant,horizon,event_count,instrument_count,event_month_count,event_date_count,event_weighted_mean_gross_short_return,event_weighted_median_gross_short_return,event_weighted_positive_event_share,date_weighted_mean_gross_short_return,date_weighted_positive_event_date_share,date_weighted_mean_market_hedged_short_return,date_weighted_mean_after_cost_short_return_ex_borrow,date_weighted_mean_after_cost_short_return_borrow_2bps,date_weighted_mean_after_cost_short_return_borrow_5bps,date_weighted_mean_after_cost_short_return_borrow_10bps,newey_west_observation_unit,newey_west_lag,newey_west_tstat_date_weighted_mean_gross_short_return,newey_west_tstat_date_weighted_mean_market_hedged_short_return,newey_west_tstat_date_weighted_mean_after_cost_ex_borrow
robustness,regular_10pct_upper_close_hit,d0_close_oracle,10,537,161,23,196,-0.028690068,0.006105006,0.52327747,-0.036334473,0.46938776,-0.025793013,-0.047334473,-0.049334473,-0.052334473,-0.057334473,event_date_mean_return_series,10,-2.2379278,-1.7279855,-2.9154444
robustness,regular_10pct_upper_close_hit,d0_close_oracle,20,536,160,23,196,-0.032609629,-0.0019973611,0.49440299,-0.046710485,0.45408163,-0.03048359,-0.057710485,-0.061710485,-0.067710485,-0.077710485,event_date_mean_return_series,20,-1.834638,-1.3638239,-2.2666827
robustness,regular_10pct_upper_close_hit,d0_close_oracle,60,537,161,23,196,-0.048548672,0.029942781,0.54003724,-0.067039839,0.48469388,-0.035685459,-0.078039839,-0.090039839,-0.10803984,-0.13803984,event_date_mean_return_series,20,-1.3572753,-0.81168033,-1.5799791
robustness,regular_10pct_upper_close_hit,d0_close_oracle,120,454,143,21,163,-0.079930586,0.024248479,0.53744493,-0.097084644,0.49693252,-0.040075618,-0.10808464,-0.13208464,-0.16808464,-0.22808464,event_date_mean_return_series,20,-1.6461106,-0.87807698,-1.8326202
robustness,regular_10pct_upper_close_hit,d1_close,1,531,161,23,195,0,0,0,0,0,0,-0.011,-0.0112,-0.0115,-0.012,event_date_mean_return_series,1,,,-5.5464978e+16
robustness,regular_10pct_upper_close_hit,d1_close,2,531,161,23,195,-0.0015935395,0.00090144471,0.50847458,-0.0032887833,0.50769231,-0.0010372242,-0.014288783,-0.014688783,-0.015288783,-0.016288783,event_date_mean_return_series,2,-1.2049535,-0.41514494,-5.2351639
robustness,regular_10pct_upper_close_hit,d1_close,5,529,159,23,194,0.0026161371,0.019157109,0.57655955,-0.0090952211,0.51030928,-0.0037536346,-0.020095221,-0.021095221,-0.022595221,-0.025095221,event_date_mean_return_series,5,-1.1828837,-0.55074639,-2.6134944
robustness,regular_10pct_upper_close_hit,d1_close,10,530,160,23,195,-0.0077253752,0.029830715,0.58490566,-0.01955676,0.51282051,-0.010024098,-0.03055676,-0.03255676,-0.03555676,-0.04055676,event_date_mean_return_series,10,-1.4097447,-0.79745959,-2.2026773
robustness,regular_10pct_upper_close_hit,d1_close,20,529,159,23,195,-0.010885165,0.015727574,0.5463138,-0.029635513,0.47179487,-0.014610716,-0.040635513,-0.044635513,-0.050635513,-0.060635513,event_date_mean_return_series,20,-1.243959,-0.70675528,-1.7056871
robustness,regular_10pct_upper_close_hit,d1_close,60,530,160,23,195,-0.027498776,0.050269241,0.58490566,-0.051404441,0.4974359,-0.021644011,-0.062404441,-0.074404441,-0.092404441,-0.12240444,event_date_mean_return_series,20,-1.0572243,-0.50677404,-1.283459
robustness,regular_10pct_upper_close_hit,d1_close,120,447,142,21,162,-0.060398512,0.03955471,0.56823266,-0.086275342,0.50617284,-0.031088962,-0.097275342,-0.12127534,-0.15727534,-0.21727534,event_date_mean_return_series,20,-1.4232513,-0.67067369,-1.6047141
robustness,regular_10pct_upper_close_hit,d1_open,1,531,161,23,195,0.0040095176,0.0034482759,0.52730697,0.0011377,0.49230769,0.0016671621,-0.0098623,-0.0100623,-0.0103623,-0.0108623,event_date_mean_return_series,1,0.45482406,0.71245138,-3.9427013
robustness,regular_10pct_upper_close_hit,d1_open,2,531,161,23,195,0.0021478206,0.0043213754,0.52919021,-0.0022946694,0.5025641,0.0005103609,-0.013294669,-0.013694669,-0.014294669,-0.015294669,event_date_mean_return_series,2,-0.52827197,0.12903785,-3.0606593
robustness,regular_10pct_upper_close_hit,d1_open,5,529,159,23,194,0.0060933288,0.019461944,0.58034026,-0.0083750649,0.5,-0.0024737842,-0.019375065,-0.020375065,-0.021875065,-0.024375065,event_date_mean_return_series,5,-0.95488451,-0.31748972,-2.2090515
robustness,regular_10pct_upper_close_hit,d1_open,10,530,160,23,195,-0.0042058448,0.027429503,0.58679245,-0.018443947,0.4974359,-0.008388198,-0.029443947,-0.031443947,-0.034443947,-0.039443947,event_date_mean_return_series,10,-1.2546891,-0.62533374,-2.0029876
robustness,regular_10pct_upper_close_hit,d1_open,20,529,159,23,195,-0.0072804084,0.028749503,0.56332703,-0.028760709,0.51282051,-0.013211101,-0.039760709,-0.043760709,-0.049760709,-0.059760709,event_date_mean_return_series,20,-1.1461174,-0.6009583,-1.5844686
robustness,regular_10pct_upper_close_hit,d1_open,60,530,160,23,195,-0.024714594,0.058556433,0.58301887,-0.051366087,0.51794872,-0.021090416,-0.062366087,-0.074366087,-0.092366087,-0.12236609,event_date_mean_return_series,20,-1.0330319,-0.4792893,-1.2542547
robustness,regular_10pct_upper_close_hit,d1_open,120,447,142,21,162,-0.055315224,0.051797848,0.5704698,-0.082913276,0.51851852,-0.027336235,-0.093913276,-0.11791328,-0.15391328,-0.21391328,event_date_mean_return_series,20,-1.3795157,-0.596052,-1.5625343
train,nonlimit_high_return,d0_close_oracle,1,291,120,41,208,0.0025929437,0.0048835862,0.55670103,0.0041085044,0.59134615,0.0028259952,-0.0068914956,-0.0070914956,-0.0073914956,-0.0078914956,event_date_mean_return_series,1,1.6838098,1.2432337,-2.8243776
train,nonlimit_high_return,d0_close_oracle,2,291,120,41,208,0.0024165985,0.0051716318,0.5395189,0.0037201219,0.52403846,0.0023938762,-0.0072798781,-0.0076798781,-0.0082798781,-0.0092798781,event_date_mean_return_series,2,1.0899016,0.72922824,-2.1328201
train,nonlimit_high_return,d0_close_oracle,5,290,120,41,207,0.00057911853,0.0087419351,0.54137931,0.0034953659,0.53623188,0.0022060804,-0.0075046341,-0.0085046341,-0.010004634,-0.012504634,event_date_mean_return_series,5,0.6138833,0.41708436,-1.3180221
train,nonlimit_high_return,d0_close_oracle,10,291,121,41,208,0.0023760025,0.008383717,0.54982818,0.001932776,0.55288462,0.002318674,-0.009067224,-0.011067224,-0.014067224,-0.019067224,event_date_mean_return_series,10,0.20541556,0.31736312,-0.96366515
train,nonlimit_high_return,d0_close_oracle,20,291,121,41,208,-0.0033097366,0.020013253,0.55670103,-0.0053889202,0.56730769,-0.0058337216,-0.01638892,-0.02038892,-0.02638892,-0.03638892,event_date_mean_return_series,20,-0.29955711,-0.34891905,-0.91102063
train,nonlimit_high_return,d0_close_oracle,60,292,121,41,209,-0.020227834,0.040861665,0.57191781,-0.032467272,0.54066986,-0.037151978,-0.043467272,-0.055467272,-0.073467272,-0.10346727,event_date_mean_return_series,20,-0.92927751,-1.1981393,-1.2441193
train,nonlimit_high_return,d0_close_oracle,120,292,121,41,209,-0.099605262,-0.011617385,0.48287671,-0.1138519,0.43062201,-0.10853713,-0.1248519,-0.1488519,-0.1848519,-0.2448519,event_date_mean_return_series,20,-2.451412,-3.3168021,-2.6882594
train,nonlimit_high_return,d1_close,1,291,120,41,208,0,0,0,0,0,0,-0.011,-0.0112,-0.0115,-0.012,event_date_mean_return_series,1,,,-4.396474e+17
train,nonlimit_high_return,d1_close,2,291,120,41,208,-0.00011618884,0.0029737371,0.53264605,-0.00031410856,0.51442308,-0.00036246057,-0.011314109,-0.011714109,-0.012314109,-0.013314109,event_date_mean_return_series,2,-0.14035426,-0.16828017,-5.0555241
train,nonlimit_high_return,d1_close,5,290,120,41,207,-0.0022619206,0.0055390561,0.53793103,-0.00077178667,0.53140097,-0.00080459629,-0.011771787,-0.012771787,-0.014271787,-0.016771787,event_date_mean_return_series,5,-0.14343406,-0.16217542,-2.1877486
train,nonlimit_high_return,d1_close,10,290,120,41,207,-0.00083891176,0.015713203,0.53793103,-0.0026819148,0.53140097,-0.0012535374,-0.013681915,-0.015681915,-0.018681915,-0.023681915,event_date_mean_return_series,10,-0.28269847,-0.16612779,-1.4421996
train,nonlimit_high_return,d1_close,20,290,120,41,207,-0.0068231376,0.011976227,0.52758621,-0.010282623,0.54589372,-0.0097552572,-0.021282623,-0.025282623,-0.031282623,-0.041282623,event_date_mean_return_series,20,-0.56847834,-0.57724455,-1.1766171
train,nonlimit_high_return,d1_close,60,291,120,41,208,-0.023882227,0.034217248,0.5532646,-0.037514866,0.51923077,-0.040744422,-0.048514866,-0.060514866,-0.078514866,-0.10851487,event_date_mean_return_series,20,-1.0767588,-1.3064085,-1.3924829
train,nonlimit_high_return,d1_close,120,291,120,41,208,-0.10290278,-0.0027429406,0.49140893,-0.11842938,0.42788462,-0.11201598,-0.12942938,-0.15342938,-0.18942938,-0.24942938,event_date_mean_return_series,20,-2.5523871,-3.4045942,-2.7894589
train,nonlimit_high_return,d1_open,1,291,120,41,208,-0.0014836232,0.00077397679,0.50515464,-0.00064666553,0.53365385,-0.0013913022,-0.011646666,-0.011846666,-0.012146666,-0.012646666,event_date_mean_return_series,1,-0.29020935,-0.66464886,-5.2267688
train,nonlimit_high_return,d1_open,2,291,120,41,208,-0.0016129868,-0.00090303366,0.48453608,-0.0010029057,0.47596154,-0.0017942004,-0.012002906,-0.012402906,-0.013002906,-0.014002906,event_date_mean_return_series,2,-0.31019602,-0.5715185,-3.7124664
train,nonlimit_high_return,d1_open,5,290,120,41,207,-0.0034453413,0.0025942037,0.5137931,-0.0012396461,0.51690821,-0.0019709616,-0.012239646,-0.013239646,-0.014739646,-0.017239646,event_date_mean_return_series,5,-0.21382649,-0.36943845,-2.1112159
train,nonlimit_high_return,d1_open,10,290,120,41,207,-0.0018839412,0.0080724187,0.53793103,-0.0030597848,0.52657005,-0.0023402365,-0.014059785,-0.016059785,-0.019059785,-0.024059785,event_date_mean_return_series,10,-0.31624561,-0.30902994,-1.4531562
train,nonlimit_high_return,d1_open,20,290,120,41,207,-0.0079785659,0.017041635,0.54827586,-0.010893493,0.55072464,-0.011106269,-0.021893493,-0.025893493,-0.031893493,-0.041893493,event_date_mean_return_series,20,-0.58208264,-0.63974086,-1.1698564
train,nonlimit_high_return,d1_open,60,291,120,41,208,-0.025613656,0.027765701,0.54639175,-0.038890742,0.52403846,-0.042883416,-0.049890742,-0.061890742,-0.079890742,-0.10989074,event_date_mean_return_series,20,-1.0925841,-1.3569453,-1.4016146
train,nonlimit_high_return,d1_open,120,291,120,41,208,-0.10493472,-0.013452902,0.47766323,-0.12012211,0.42307692,-0.11437191,-0.13112211,-0.15512211,-0.19112211,-0.25112211,event_date_mean_return_series,20,-2.5553889,-3.4566164,-2.7893948
train,regular_10pct_upper_close_hit,d0_close_oracle,1,483,137,39,261,-0.012221268,-0.010942654,0.40165631,-0.0091276075,0.40229885,-0.0081923951,-0.020127608,-0.020327608,-0.020627608,-0.021127608,event_date_mean_return_series,1,-3.3049254,-3.1839088,-7.287807
train,regular_10pct_upper_close_hit,d0_close_oracle,2,483,137,39,261,-0.014764967,-0.0079840626,0.44927536,-0.0090819976,0.44444444,-0.0069914397,-0.020081998,-0.020481998,-0.021081998,-0.022081998,event_date_mean_return_series,2,-2.2088291,-1.8783631,-4.8841348
train,regular_10pct_upper_close_hit,d0_close_oracle,5,483,137,39,261,-0.01819487,-0.0058022386,0.46169772,-0.012219473,0.4559387,-0.0091173764,-0.023219473,-0.024219473,-0.025719473,-0.028219473,event_date_mean_return_series,5,-1.6592193,-1.4956411,-3.1528527
train,regular_10pct_upper_close_hit,d0_close_oracle,10,483,137,39,261,-0.021056362,-0.0097382742,0.47204969,-0.017249318,0.45210728,-0.013010554,-0.028249318,-0.030249318,-0.033249318,-0.038249318,event_date_mean_return_series,10,-1.6035306,-1.4022408,-2.6261122
train,regular_10pct_upper_close_hit,d0_close_oracle,20,482,136,39,261,-0.017145147,0.014936474,0.53112033,-0.016350915,0.50574713,-0.01337289,-0.027350915,-0.031350915,-0.037350915,-0.047350915,event_date_mean_return_series,20,-0.81068961,-0.68696031,-1.3560772
train,regular_10pct_upper_close_hit,d0_close_oracle,60,481,137,38,259,-0.0094283118,0.043515027,0.58004158,-0.027850488,0.54054054,-0.028146981,-0.038850488,-0.050850488,-0.068850488,-0.098850488,event_date_mean_return_series,20,-0.84625731,-0.87478839,-1.1805003
train,regular_10pct_upper_close_hit,d0_close_oracle,120,483,137,39,261,-0.057055507,0.032340435,0.53830228,-0.077979595,0.50574713,-0.075462285,-0.088979595,-0.11297959,-0.14897959,-0.20897959,event_date_mean_return_series,20,-1.4661951,-2.1587489,-1.6730203
train,regular_10pct_upper_close_hit,d1_close,1,480,137,39,260,0,0,0,0,0,0,-0.011,-0.0112,-0.0115,-0.012,event_date_mean_return_series,1,,,-7.8597628e+16
train,regular_10pct_upper_close_hit,d1_close,2,480,137,39,260,-0.001912474,-0.0025586796,0.46875,0.00080491995,0.48846154,0.0019143559,-0.01019508,-0.01059508,-0.01119508,-0.01219508,event_date_mean_return_series,2,0.34430813,0.89714866,-4.3609914
train,regular_10pct_upper_close_hit,d1_close,5,480,137,39,260,-0.0053651226,0.0039349446,0.52083333,-0.0027451655,0.52692308,-0.00066598929,-0.013745165,-0.014745165,-0.016245165,-0.018745165,event_date_mean_return_series,5,-0.47338102,-0.13810259,-2.3702398
train,regular_10pct_upper_close_hit,d1_close,10,480,137,39,260,-0.0085563943,0.0072153175,0.51458333,-0.0082235103,0.49615385,-0.0049738709,-0.01922351,-0.02122351,-0.02422351,-0.02922351,event_date_mean_return_series,10,-0.8631704,-0.61090646,-2.0177715
train,regular_10pct_upper_close_hit,d1_close,20,479,136,39,260,-0.004788347,0.023337164,0.55741127,-0.0077612665,0.56153846,-0.0054218554,-0.018761267,-0.022761267,-0.028761267,-0.038761267,event_date_mean_return_series,20,-0.41874159,-0.30581377,-1.0122217
train,regular_10pct_upper_close_hit,d1_close,60,478,137,38,258,0.0018053878,0.047789796,0.59414226,-0.01942087,0.53488372,-0.020507647,-0.03042087,-0.04242087,-0.06042087,-0.09042087,event_date_mean_return_series,20,-0.6109048,-0.66998805,-0.95692188
train,regular_10pct_upper_close_hit,d1_close,120,480,137,39,260,-0.046911128,0.039892111,0.55416667,-0.070170761,0.52307692,-0.068555918,-0.081170761,-0.10517076,-0.14117076,-0.20117076,event_date_mean_return_series,20,-1.3370818,-2.0229849,-1.5466833
train,regular_10pct_upper_close_hit,d1_open,1,480,137,39,260,0.00073398743,0.0015240831,0.52083333,0.0017881462,0.53076923,0.0027236887,-0.0092118538,-0.0094118538,-0.0097118538,-0.010211854,event_date_mean_return_series,1,0.77647761,1.2576299,-4.0001194
train,regular_10pct_upper_close_hit,d1_open,2,480,137,39,260,-0.001102105,-0.00043416102,0.48958333,0.0025662619,0.51923077,0.0046201402,-0.0084337381,-0.0088337381,-0.0094337381,-0.010433738,event_date_mean_return_series,2,0.73700069,1.4361293,-2.4220719
train,regular_10pct_upper_close_hit,d1_open,5,480,137,39,260,-0.0045337069,0.0060654578,0.52291667,-0.00085824137,0.51923077,0.0021932617,-0.011858241,-0.012858241,-0.014358241,-0.016858241,event_date_mean_return_series,5,-0.12579166,0.38704232,-1.7380517
train,regular_10pct_upper_close_hit,d1_open,10,480,137,39,260,-0.0074092263,0.0089752205,0.52916667,-0.0060077572,0.52307692,-0.0018072597,-0.017007757,-0.019007757,-0.022007757,-0.027007757,event_date_mean_return_series,10,-0.59014006,-0.20790393,-1.6706665
train,regular_10pct_upper_close_hit,d1_open,20,479,136,39,260,-0.0037778246,0.026923052,0.55532359,-0.0057232086,0.53846154,-0.0024162975,-0.016723209,-0.020723209,-0.026723209,-0.036723209,event_date_mean_return_series,20,-0.29835357,-0.13042878,-0.87178877
train,regular_10pct_upper_close_hit,d1_open,60,478,137,38,258,0.0030378254,0.050683326,0.60041841,-0.017121686,0.57364341,-0.017335158,-0.028121686,-0.040121686,-0.058121686,-0.088121686,event_date_mean_return_series,20,-0.53207874,-0.5524785,-0.8739181
train,regular_10pct_upper_close_hit,d1_open,120,480,137,39,260,-0.045473136,0.04776486,0.55208333,-0.067792866,0.51923077,-0.065162243,-0.078792866,-0.10279287,-0.13879287,-0.19879287,event_date_mean_return_series,20,-1.2852866,-1.8843465,-1.4938359
validation,nonlimit_high_return,d0_close_oracle,1,157,74,24,109,0.0029529886,0.0037634244,0.54140127,0.0033372229,0.56880734,0.0015246052,-0.0076627771,-0.0078627771,-0.0081627771,-0.0086627771,event_date_mean_return_series,1,1.0817322,0.5315668,-2.4838236
validation,nonlimit_high_return,d0_close_oracle,2,157,74,24,109,0.0022677201,0.0083518723,0.57324841,0.0015864369,0.55045872,0.00084789183,-0.0094135631,-0.0098135631,-0.010413563,-0.011413563,event_date_mean_return_series,2,0.387081,0.22851781,-2.2968525
validation,nonlimit_high_return,d0_close_oracle,5,157,74,24,109,0.0042484115,0.0042716252,0.54140127,0.0051306079,0.53211009,0.0019069281,-0.0058693921,-0.0068693921,-0.0083693921,-0.010869392,event_date_mean_return_series,5,0.73574478,0.29143856,-0.84168868
validation,nonlimit_high_return,d0_close_oracle,10,157,74,24,109,0.0032869266,0.012048205,0.53503185,0.004130531,0.55963303,-0.0021413564,-0.006869469,-0.008869469,-0.011869469,-0.016869469,event_date_mean_return_series,10,0.40006051,-0.23973829,-0.66533898
validation,nonlimit_high_return,d0_close_oracle,20,157,74,24,109,0.0074989127,0.016407935,0.56687898,0.019128623,0.58715596,0.0064305286,0.0081286229,0.0041286229,-0.0018713771,-0.011871377,event_date_mean_return_series,20,1.2323285,0.64334219,0.52367249
validation,nonlimit_high_return,d0_close_oracle,60,157,74,24,109,0.0067023488,0.05143982,0.58598726,0.026476678,0.6146789,-0.0027759536,0.015476678,0.0034766775,-0.014523322,-0.044523322,event_date_mean_return_series,20,1.046639,-0.12838475,0.61180235
validation,nonlimit_high_return,d0_close_oracle,120,157,74,24,109,0.066299706,0.11152945,0.69426752,0.079154514,0.71559633,0.026565755,0.068154514,0.044154514,0.0081545141,-0.051845486,event_date_mean_return_series,20,3.3815006,1.1767175,2.9115779
validation,nonlimit_high_return,d1_close,1,157,74,24,109,0,0,0,0,0,0,-0.011,-0.0112,-0.0115,-0.012,event_date_mean_return_series,1,,,-1.5284184e+16
validation,nonlimit_high_return,d1_close,2,157,74,24,109,-0.00074566849,0.0019780253,0.53503185,-0.0018338641,0.50458716,-0.00073148853,-0.012833864,-0.013233864,-0.013833864,-0.014833864,event_date_mean_return_series,2,-0.50804849,-0.21809562,-3.5554571
validation,nonlimit_high_return,d1_close,5,157,74,24,109,0.0013134868,0.0040678251,0.52866242,0.0015689975,0.5412844,0.00015598905,-0.0094310025,-0.010431003,-0.011931003,-0.014431003,event_date_mean_return_series,5,0.22056426,0.023301305,-1.3257778
validation,nonlimit_high_return,d1_close,10,157,74,24,109,0.00027989505,0.019206133,0.56050955,0.00054962719,0.57798165,-0.0039319512,-0.010450373,-0.012450373,-0.015450373,-0.020450373,event_date_mean_return_series,10,0.048970959,-0.38905389,-0.93111256
validation,nonlimit_high_return,d1_close,20,157,74,24,109,0.0043415835,0.0090544795,0.52866242,0.015469859,0.57798165,0.0045516451,0.0044698589,0.0004698589,-0.0055301411,-0.015530141,event_date_mean_return_series,20,0.93995201,0.39640546,0.2715896
validation,nonlimit_high_return,d1_close,60,157,74,24,109,0.0031926459,0.042771363,0.58598726,0.022295003,0.63302752,-0.0052444084,0.011295003,-0.00070499697,-0.018704997,-0.048704997,event_date_mean_return_series,20,0.83240453,-0.23131421,0.42170937
validation,nonlimit_high_return,d1_close,120,157,74,24,109,0.062896714,0.11516084,0.67515924,0.075223872,0.68807339,0.024326795,0.064223872,0.040223872,0.004223872,-0.055776128,event_date_mean_return_series,20,3.0394054,1.021811,2.5949526
validation,nonlimit_high_return,d1_open,1,157,74,24,109,-0.0012483188,0.00016347812,0.50318471,-0.00063337793,0.53211009,-0.001388829,-0.011633378,-0.011833378,-0.012133378,-0.012633378,event_date_mean_return_series,1,-0.2188393,-0.51509805,-4.0194648
validation,nonlimit_high_return,d1_open,2,157,74,24,109,-0.0019206929,0.00016187306,0.50318471,-0.0023132295,0.47706422,-0.001990999,-0.01331323,-0.01371323,-0.01431323,-0.01531323,event_date_mean_return_series,2,-0.58706093,-0.55243872,-3.3786863
validation,nonlimit_high_return,d1_open,5,157,74,24,109,0.00012288394,0.0034482725,0.50955414,0.0013035106,0.53211009,-0.0008568635,-0.0096964894,-0.010696489,-0.012196489,-0.014696489,event_date_mean_return_series,5,0.18556287,-0.13041408,-1.3803558
