state_axis,state_value,split,entry_variant,horizon,event_count,event_date_count,date_weighted_mean_gross_short_return,date_weighted_positive_event_date_share,date_weighted_mean_after_cost_short_return_ex_borrow
industry,电力设备,robustness,d1_open,5,55,40,-0.035477397,0.4,-0.046477397
industry,电子,robustness,d1_open,5,119,74,0.0072666713,0.54054054,-0.0037333287
industry,石油石化,robustness,d1_open,5,2,2,0.066203492,1,0.055203492
industry,综合,robustness,d1_open,5,3,3,-0.028106572,0.33333333,-0.039106572
industry,计算机,robustness,d1_open,5,59,49,0.0084647856,0.57142857,-0.0025352144
industry,通信,robustness,d1_open,5,20,17,0.03190441,0.64705882,0.02090441
industry,钢铁,robustness,d1_open,5,8,8,0.030436925,0.625,0.019436925
industry,银行,robustness,d1_open,5,1,1,0.015151449,1,0.0041514495
industry,非银金融,robustness,d1_open,5,28,15,0.0050689816,0.66666667,-0.0059310184
industry,食品饮料,robustness,d1_open,5,18,5,0.056587212,0.8,0.045587212
industry,交通运输,robustness,d1_open,10,2,2,0.0022446568,0.5,-0.0087553432
industry,传媒,robustness,d1_open,10,4,4,0.013736941,0.5,0.0027369414
industry,公用事业,robustness,d1_open,10,8,8,-0.057131684,0.25,-0.068131684
industry,医药生物,robustness,d1_open,10,20,17,0.03739347,0.64705882,0.02639347
industry,商贸零售,robustness,d1_open,10,18,17,0.041646835,0.58823529,0.030646835
industry,国防军工,robustness,d1_open,10,32,23,-0.10057766,0.34782609,-0.11157766
industry,基础化工,robustness,d1_open,10,6,6,0.017302017,0.66666667,0.0063020169
industry,家用电器,robustness,d1_open,10,6,6,-0.07574949,0.33333333,-0.08674949
industry,建筑材料,robustness,d1_open,10,5,5,0.02503077,0.6,0.01403077
industry,建筑装饰,robustness,d1_open,10,4,4,0.087453753,1,0.076453753
industry,房地产,robustness,d1_open,10,12,10,0.046627316,0.6,0.035627316
industry,有色金属,robustness,d1_open,10,47,33,-0.015304871,0.63636364,-0.026304871
industry,机械设备,robustness,d1_open,10,18,18,-0.055609432,0.33333333,-0.066609432
industry,汽车,robustness,d1_open,10,34,31,-0.039757294,0.4516129,-0.050757294
industry,煤炭,robustness,d1_open,10,1,1,-0.075919261,0,-0.086919261
industry,电力设备,robustness,d1_open,10,55,40,-0.086209791,0.4,-0.097209791
industry,电子,robustness,d1_open,10,119,74,-0.0067875085,0.55405405,-0.017787509
industry,石油石化,robustness,d1_open,10,2,2,0.03961842,1,0.02861842
industry,综合,robustness,d1_open,10,3,3,-0.093604251,0.33333333,-0.10460425
industry,计算机,robustness,d1_open,10,59,49,0.028261985,0.73469388,0.017261985
industry,通信,robustness,d1_open,10,20,17,0.035793352,0.47058824,0.024793352
industry,钢铁,robustness,d1_open,10,8,8,0.060180627,0.75,0.049180627
industry,银行,robustness,d1_open,10,1,1,0.030303002,1,0.019303002
industry,非银金融,robustness,d1_open,10,28,15,0.01842036,0.53333333,0.0074203597
industry,食品饮料,robustness,d1_open,10,18,5,0.096375625,1,0.085375625
industry,交通运输,robustness,d1_open,20,2,2,0.019112929,0.5,0.0081129285
industry,传媒,robustness,d1_open,20,4,4,-0.022224118,0.5,-0.033224118
industry,公用事业,robustness,d1_open,20,8,8,-0.048684205,0.25,-0.059684205
industry,医药生物,robustness,d1_open,20,20,17,-0.0010694762,0.52941176,-0.012069476
industry,商贸零售,robustness,d1_open,20,18,17,0.060820111,0.64705882,0.049820111
industry,国防军工,robustness,d1_open,20,32,23,-0.13460724,0.52173913,-0.14560724
industry,基础化工,robustness,d1_open,20,6,6,0.079226987,0.83333333,0.068226987
industry,家用电器,robustness,d1_open,20,6,6,-0.02585422,0.5,-0.03685422
industry,建筑材料,robustness,d1_open,20,5,5,-0.0066960043,0.4,-0.017696004
industry,建筑装饰,robustness,d1_open,20,4,4,0.096498228,0.75,0.085498228
industry,房地产,robustness,d1_open,20,12,10,0.059407568,0.8,0.048407568
industry,有色金属,robustness,d1_open,20,47,33,-0.030332487,0.48484848,-0.041332487
industry,机械设备,robustness,d1_open,20,18,18,-0.05549377,0.22222222,-0.06649377
industry,汽车,robustness,d1_open,20,34,31,-0.059294342,0.48387097,-0.070294342
industry,煤炭,robustness,d1_open,20,1,1,0.060498246,1,0.049498246
industry,电力设备,robustness,d1_open,20,54,40,-0.074202424,0.375,-0.085202424
industry,电子,robustness,d1_open,20,119,74,-0.01577858,0.52702703,-0.02677858
industry,石油石化,robustness,d1_open,20,2,2,0.050531432,1,0.039531432
industry,综合,robustness,d1_open,20,3,3,-0.17453259,0,-0.18553259
industry,计算机,robustness,d1_open,20,59,49,0.040243144,0.71428571,0.029243144
industry,通信,robustness,d1_open,20,20,17,0.012550625,0.52941176,0.0015506248
industry,钢铁,robustness,d1_open,20,8,8,0.023387884,0.75,0.012387884
industry,银行,robustness,d1_open,20,1,1,0.018398277,1,0.0073982771
industry,非银金融,robustness,d1_open,20,28,15,0.042767843,0.73333333,0.031767843
industry,食品饮料,robustness,d1_open,20,18,5,0.075408181,0.8,0.064408181
industry,交通运输,train,d1_open,5,5,5,0.060999647,0.6,0.049999647
industry,传媒,train,d1_open,5,12,12,0.027494108,0.58333333,0.016494108
industry,公用事业,train,d1_open,5,2,2,0.022108566,1,0.011108566
industry,农林牧渔,train,d1_open,5,10,9,-0.048847793,0.44444444,-0.059847793
industry,医药生物,train,d1_open,5,28,26,-0.0067306866,0.5,-0.017730687
industry,国防军工,train,d1_open,5,23,22,-0.056220292,0.40909091,-0.067220292
industry,基础化工,train,d1_open,5,33,30,-0.0076994945,0.53333333,-0.018699494
industry,家用电器,train,d1_open,5,2,2,0.016653875,0.5,0.0056538748
industry,建筑材料,train,d1_open,5,2,2,0.075100479,1,0.064100479
industry,建筑装饰,train,d1_open,5,3,3,0.025179013,0.66666667,0.014179013
industry,房地产,train,d1_open,5,2,2,0.037549348,0.5,0.026549348
industry,有色金属,train,d1_open,5,58,48,-0.049227999,0.41666667,-0.060227999
industry,机械设备,train,d1_open,5,5,4,0.026885528,0.5,0.015885528
industry,汽车,train,d1_open,5,49,45,0.00016882576,0.55555556,-0.010831174
industry,煤炭,train,d1_open,5,2,2,0.12265036,1,0.11165036
industry,电力设备,train,d1_open,5,30,24,0.031249312,0.75,0.020249312
industry,电子,train,d1_open,5,94,73,-0.0044076754,0.49315068,-0.015407675
industry,石油石化,train,d1_open,5,6,6,0.07193238,1,0.06093238
industry,社会服务,train,d1_open,5,8,8,-0.087183946,0.375,-0.098183946
industry,计算机,train,d1_open,5,21,20,0.0266461,0.55,0.0156461
industry,轻工制造,train,d1_open,5,1,1,-0.0015463944,0,-0.012546394
industry,通信,train,d1_open,5,7,7,-0.01362432,0.28571429,-0.02462432
industry,钢铁,train,d1_open,5,1,1,0.11252576,1,0.10152576
industry,银行,train,d1_open,5,4,1,0.066450184,1,0.055450184
industry,非银金融,train,d1_open,5,38,24,0.014141635,0.70833333,0.003141635
industry,食品饮料,train,d1_open,5,34,28,-0.0036802235,0.42857143,-0.014680223
industry,交通运输,train,d1_open,10,5,5,0.10207902,1,0.091079019
industry,传媒,train,d1_open,10,12,12,0.039659843,0.58333333,0.028659843
industry,公用事业,train,d1_open,10,2,2,0.11891957,1,0.10791957
industry,农林牧渔,train,d1_open,10,10,9,-0.048076652,0.33333333,-0.059076652
industry,医药生物,train,d1_open,10,28,26,-0.014430744,0.61538462,-0.025430744
industry,国防军工,train,d1_open,10,23,22,-0.087314814,0.36363636,-0.098314814
industry,基础化工,train,d1_open,10,33,30,-0.0056797926,0.56666667,-0.016679793
industry,家用电器,train,d1_open,10,2,2,-0.024592286,0.5,-0.035592286
industry,建筑材料,train,d1_open,10,2,2,0.087723863,1,0.076723863
industry,建筑装饰,train,d1_open,10,3,3,-0.015734458,0.66666667,-0.026734458
industry,房地产,train,d1_open,10,2,2,0.054204109,1,0.043204109
industry,有色金属,train,d1_open,10,58,48,-0.092901444,0.33333333,-0.10390144
industry,机械设备,train,d1_open,10,5,4,0.086081085,0.75,0.075081085
industry,汽车,train,d1_open,10,49,45,0.0010802659,0.48888889,-0.0099197341
industry,煤炭,train,d1_open,10,2,2,0.19581183,1,0.18481183
industry,电力设备,train,d1_open,10,30,24,0.0049687277,0.58333333,-0.0060312723
industry,电子,train,d1_open,10,94,73,0.0049959951,0.53424658,-0.0060040049
industry,石油石化,train,d1_open,10,6,6,0.068409952,1,0.057409952
industry,社会服务,train,d1_open,10,8,8,-0.11444405,0.375,-0.12544405
industry,计算机,train,d1_open,10,21,20,0.038146126,0.7,0.027146126
industry,轻工制造,train,d1_open,10,1,1,-0.016494829,0,-0.027494829
industry,通信,train,d1_open,10,7,7,-0.022680009,0.28571429,-0.033680009
industry,钢铁,train,d1_open,10,1,1,0.1393668,1,0.1283668
industry,银行,train,d1_open,10,4,1,0.047911345,1,0.036911345
industry,非银金融,train,d1_open,10,38,24,0.022629106,0.79166667,0.011629106
industry,食品饮料,train,d1_open,10,34,28,-0.016840657,0.35714286,-0.027840657
industry,交通运输,train,d1_open,20,5,5,0.13187567,1,0.12087567
industry,传媒,train,d1_open,20,12,12,0.046478788,0.58333333,0.035478788
industry,公用事业,train,d1_open,20,2,2,0.088953016,1,0.077953016
industry,农林牧渔,train,d1_open,20,10,9,-0.14959148,0.44444444,-0.16059148
industry,医药生物,train,d1_open,20,28,26,-0.0019195626,0.53846154,-0.012919563
industry,国防军工,train,d1_open,20,23,22,-0.083116402,0.40909091,-0.094116402
industry,基础化工,train,d1_open,20,32,29,-0.00037510579,0.65517241,-0.011375106
industry,家用电器,train,d1_open,20,2,2,0.094319041,0.5,0.083319041
industry,建筑材料,train,d1_open,20,2,2,0.063346099,1,0.052346099
industry,建筑装饰,train,d1_open,20,3,3,0.12456478,1,0.11356478
industry,房地产,train,d1_open,20,2,2,0.067118057,1,0.056118057
industry,有色金属,train,d1_open,20,58,48,-0.093985284,0.39583333,-0.10498528
industry,机械设备,train,d1_open,20,5,4,0.042058926,0.75,0.031058926
industry,汽车,train,d1_open,20,49,45,0.01884394,0.51111111,0.0078439397
industry,煤炭,train,d1_open,20,2,2,0.24753606,1,0.23653606
industry,电力设备,train,d1_open,20,30,24,-0.019673277,0.41666667,-0.030673277
industry,电子,train,d1_open,20,94,73,0.0053362645,0.53424658,-0.0056637355
industry,石油石化,train,d1_open,20,6,6,0.14242115,0.83333333,0.13142115
industry,社会服务,train,d1_open,20,8,8,-0.19559877,0.25,-0.20659877
industry,计算机,train,d1_open,20,21,20,0.040487098,0.65,0.029487098
industry,轻工制造,train,d1_open,20,1,1,-0.071305802,0,-0.082305802
industry,通信,train,d1_open,20,7,7,0.047876691,0.71428571,0.036876691
industry,钢铁,train,d1_open,20,1,1,0.23365448,1,0.22265448
industry,银行,train,d1_open,20,4,1,0.10926079,1,0.098260785
industry,非银金融,train,d1_open,20,38,24,0.019287148,0.66666667,0.0082871477
industry,食品饮料,train,d1_open,20,34,28,-0.032373985,0.39285714,-0.043373985
industry,交通运输,validation,d1_open,5,7,5,0.072780182,0.8,0.061780182
industry,传媒,validation,d1_open,5,4,4,0.015204515,0.75,0.0042045146
industry,农林牧渔,validation,d1_open,5,1,1,-0.042195525,0,-0.053195525
industry,医药生物,validation,d1_open,5,15,14,-0.020588717,0.57142857,-0.031588717
industry,商贸零售,validation,d1_open,5,3,3,0.021484092,0.33333333,0.010484092
industry,国防军工,validation,d1_open,5,2,2,-0.24889984,0,-0.25989984
industry,基础化工,validation,d1_open,5,8,8,-0.04206608,0.5,-0.05306608
industry,家用电器,validation,d1_open,5,7,7,0.031399642,0.71428571,0.020399642
industry,建筑材料,validation,d1_open,5,1,1,0.081891977,1,0.070891977
industry,建筑装饰,validation,d1_open,5,2,1,0.034213669,1,0.023213669
industry,房地产,validation,d1_open,5,6,5,-0.0046444948,0.4,-0.015644495
industry,有色金属,validation,d1_open,5,12,10,-0.021164501,0.4,-0.032164501
industry,机械设备,validation,d1_open,5,1,1,0.025328314,1,0.014328314
industry,汽车,validation,d1_open,5,27,25,-0.010603056,0.44,-0.021603056
industry,煤炭,validation,d1_open,5,1,1,0.040690439,1,0.029690439
industry,电力设备,validation,d1_open,5,11,10,-0.017515801,0.5,-0.028515801
industry,电子,validation,d1_open,5,20,18,0.0047326625,0.55555556,-0.0062673375
industry,石油石化,validation,d1_open,5,1,1,-0.028846115,0,-0.039846115
industry,计算机,validation,d1_open,5,25,22,0.0047198382,0.59090909,-0.0062801618
industry,通信,validation,d1_open,5,4,4,0.057652725,0.75,0.046652725
industry,钢铁,validation,d1_open,5,5,5,0.026359114,0.6,0.015359114
industry,银行,validation,d1_open,5,3,2,0.03287437,0.5,0.02187437
industry,非银金融,validation,d1_open,5,12,11,-0.073350211,0.27272727,-0.084350211
industry,食品饮料,validation,d1_open,5,8,8,-0.015501301,0.5,-0.026501301
industry,交通运输,validation,d1_open,10,7,5,0.074105717,0.8,0.063105717
industry,传媒,validation,d1_open,10,4,4,0.015297284,0.75,0.0042972841
industry,农林牧渔,validation,d1_open,10,1,1,0.0063464655,1,-0.0046535345
industry,医药生物,validation,d1_open,10,15,14,-0.011864405,0.35714286,-0.022864405
industry,商贸零售,validation,d1_open,10,3,3,0.020521555,0.33333333,0.009521555
industry,国防军工,validation,d1_open,10,2,2,-0.22560123,0,-0.23660123
industry,基础化工,validation,d1_open,10,8,8,0.016201976,0.625,0.005201976
industry,家用电器,validation,d1_open,10,7,7,0.045044287,1,0.034044287
industry,建筑材料,validation,d1_open,10,1,1,0.14366395,1,0.13266395
industry,建筑装饰,validation,d1_open,10,2,1,0.019048183,1,0.0080481835
industry,房地产,validation,d1_open,10,6,5,-0.10337295,0.4,-0.11437295
industry,有色金属,validation,d1_open,10,12,10,-0.021786825,0.5,-0.032786825
industry,机械设备,validation,d1_open,10,1,1,0.039243251,1,0.028243251
industry,汽车,validation,d1_open,10,27,25,-0.04643502,0.44,-0.05743502
industry,煤炭,validation,d1_open,10,1,1,0.10850797,1,0.097507975
industry,电力设备,validation,d1_open,10,11,10,-0.023453191,0.5,-0.034453191
industry,电子,validation,d1_open,10,20,18,0.0081684081,0.61111111,-0.0028315919
industry,石油石化,validation,d1_open,10,1,1,-0.033882773,0,-0.044882773
industry,计算机,validation,d1_open,10,25,22,0.0036005287,0.45454545,-0.0073994713
industry,通信,validation,d1_open,10,4,4,0.099970437,1,0.088970437
industry,钢铁,validation,d1_open,10,5,5,-0.0023526587,0.6,-0.013352659
industry,银行,validation,d1_open,10,3,2,0.0396647,0.5,0.0286647
industry,非银金融,validation,d1_open,10,12,11,-0.046168028,0.27272727,-0.057168028
industry,食品饮料,validation,d1_open,10,8,8,-0.0010289133,0.5,-0.012028913
industry,交通运输,validation,d1_open,20,7,5,0.039020739,0.6,0.028020739
industry,传媒,validation,d1_open,20,4,4,0.065006401,1,0.054006401
industry,农林牧渔,validation,d1_open,20,1,1,0.059691245,1,0.048691245
industry,医药生物,validation,d1_open,20,15,14,0.035739433,0.5,0.024739433
industry,商贸零售,validation,d1_open,20,3,3,0.028314323,0.66666667,0.017314323
industry,国防军工,validation,d1_open,20,2,2,-0.13322072,0,-0.14422072
industry,基础化工,validation,d1_open,20,8,8,0.020381771,0.625,0.0093817707
industry,家用电器,validation,d1_open,20,7,7,0.093297943,0.85714286,0.082297943
industry,建筑材料,validation,d1_open,20,1,1,0.085774808,1,0.074774808
industry,建筑装饰,validation,d1_open,20,2,1,0.056510193,1,0.045510193
industry,房地产,validation,d1_open,20,6,5,-0.047423948,0.4,-0.058423948
industry,有色金属,validation,d1_open,20,12,10,-0.060153737,0.4,-0.071153737
industry,机械设备,validation,d1_open,20,1,1,0.01422764,1,0.0032276401
industry,汽车,validation,d1_open,20,27,25,-0.089755173,0.4,-0.10075517
industry,煤炭,validation,d1_open,20,1,1,0.01356346,1,0.0025634601
industry,电力设备,validation,d1_open,20,11,10,0.010992541,0.6,-7.4591846e-06
industry,电子,validation,d1_open,20,20,18,-0.0082700136,0.61111111,-0.019270014
industry,石油石化,validation,d1_open,20,1,1,0.092490863,1,0.081490863
industry,计算机,validation,d1_open,20,25,22,0.0042078475,0.54545455,-0.0067921525
industry,通信,validation,d1_open,20,4,4,0.14156899,1,0.13056899
industry,钢铁,validation,d1_open,20,5,5,0.064238784,0.8,0.053238784
industry,银行,validation,d1_open,20,3,2,0.061875435,1,0.050875435
industry,非银金融,validation,d1_open,20,12,11,0.017338672,0.63636364,0.0063386719
industry,食品饮料,validation,d1_open,20,8,8,0.0023214456,0.375,-0.0086785544
size_bucket,high,robustness,d1_open,5,101,59,-0.0085224266,0.52542373,-0.019522427
size_bucket,low,robustness,d1_open,5,238,137,-0.0049041536,0.50364964,-0.015904154
size_bucket,middle,robustness,d1_open,5,190,112,-0.017565569,0.54464286,-0.028565569
size_bucket,high,robustness,d1_open,10,102,60,0.0030630693,0.6,-0.0079369307
size_bucket,low,robustness,d1_open,10,238,137,-0.010821455,0.51824818,-0.021821455
size_bucket,middle,robustness,d1_open,10,190,112,-0.046317775,0.5,-0.057317775
size_bucket,high,robustness,d1_open,20,102,60,0.0030330239,0.61666667,-0.0079669761
size_bucket,low,robustness,d1_open,20,237,137,-0.029845496,0.47445255,-0.040845496
size_bucket,middle,robustness,d1_open,20,190,112,-0.033219867,0.5,-0.044219867
size_bucket,high,train,d1_open,5,175,115,-0.0072175352,0.53913043,-0.018217535
size_bucket,low,train,d1_open,5,137,113,-0.0018825589,0.51327434,-0.012882559
size_bucket,middle,train,d1_open,5,168,140,-0.00028852939,0.49285714,-0.011288529
size_bucket,high,train,d1_open,10,175,115,-0.011078091,0.53913043,-0.022078091
size_bucket,low,train,d1_open,10,137,113,-0.0029346732,0.54867257,-0.013934673
size_bucket,middle,train,d1_open,10,168,140,-0.007639008,0.47857143,-0.018639008
size_bucket,high,train,d1_open,20,175,115,-0.0069990755,0.50434783,-0.017999075
size_bucket,low,train,d1_open,20,136,112,-0.0011235703,0.58035714,-0.01212357
size_bucket,middle,train,d1_open,20,168,140,-0.0060514437,0.52142857,-0.017051444
size_bucket,high,validation,d1_open,5,46,36,-0.0044395037,0.47222222,-0.015439504
size_bucket,low,validation,d1_open,5,63,55,-0.007920752,0.56363636,-0.018920752
size_bucket,middle,validation,d1_open,5,77,68,-0.01396252,0.51470588,-0.02496252
size_bucket,high,validation,d1_open,10,46,36,-0.0044090163,0.47222222,-0.015409016
size_bucket,low,validation,d1_open,10,63,55,-0.013204838,0.50909091,-0.024204838
size_bucket,middle,validation,d1_open,10,77,68,-0.010461613,0.52941176,-0.021461613
size_bucket,high,validation,d1_open,20,46,36,-0.0085261668,0.61111111,-0.019526167
size_bucket,low,validation,d1_open,20,63,55,-0.0055562218,0.61818182,-0.016556222
size_bucket,middle,validation,d1_open,20,77,68,0.0011669727,0.57352941,-0.0098330273
turnover_bucket,high,robustness,d1_open,5,469,187,-0.011802097,0.48663102,-0.022802097
turnover_bucket,low,robustness,d1_open,5,20,9,0.044318543,0.77777778,0.033318543
turnover_bucket,middle,robustness,d1_open,5,40,26,0.03060569,0.73076923,0.01960569
turnover_bucket,high,robustness,d1_open,10,470,188,-0.022612904,0.4787234,-0.033612904
turnover_bucket,low,robustness,d1_open,10,20,9,0.012956493,0.77777778,0.0019564931
turnover_bucket,middle,robustness,d1_open,10,40,26,0.033354411,0.69230769,0.022354411
turnover_bucket,high,robustness,d1_open,20,469,188,-0.032634463,0.5,-0.043634463
turnover_bucket,low,robustness,d1_open,20,20,9,0.012541866,0.66666667,0.001541866
turnover_bucket,middle,robustness,d1_open,20,40,26,0.00057028805,0.61538462,-0.010429712
turnover_bucket,high,train,d1_open,5,384,237,0.00092469948,0.52742616,-0.010075301
turnover_bucket,low,train,d1_open,5,20,16,0.0071231683,0.625,-0.0038768317
turnover_bucket,middle,train,d1_open,5,76,59,-0.004586649,0.44067797,-0.015586649
turnover_bucket,high,train,d1_open,10,384,237,-0.0033447502,0.51476793,-0.01434475
turnover_bucket,low,train,d1_open,10,20,16,0.013794627,0.625,0.0027946271
turnover_bucket,middle,train,d1_open,10,76,59,-0.012871694,0.54237288,-0.023871694
turnover_bucket,high,train,d1_open,20,383,237,8.8480154e-05,0.55696203,-0.01091152
turnover_bucket,low,train,d1_open,20,20,16,0.038712095,0.625,0.027712095
turnover_bucket,middle,train,d1_open,20,76,59,-0.032122677,0.38983051,-0.043122677
turnover_bucket,high,validation,d1_open,5,167,123,-0.012717162,0.51219512,-0.023717162
turnover_bucket,low,validation,d1_open,5,9,6,0.0049152008,0.5,-0.0060847992
turnover_bucket,middle,validation,d1_open,5,10,10,0.01402852,0.6,0.0030285201
turnover_bucket,high,validation,d1_open,10,167,123,-0.011032972,0.5203252,-0.022032972
turnover_bucket,low,validation,d1_open,10,9,6,0.012301314,0.5,0.0013013136
turnover_bucket,middle,validation,d1_open,10,10,10,0.0357805,0.5,0.0247805
turnover_bucket,high,validation,d1_open,20,167,123,-0.0020193558,0.60162602,-0.013019356
turnover_bucket,low,validation,d1_open,20,9,6,-0.0032446146,0.33333333,-0.014244615
turnover_bucket,middle,validation,d1_open,20,10,10,0.020703151,0.7,0.0097031505
money_liquidity_bucket,high,robustness,d1_open,5,443,182,-0.012035666,0.47252747,-0.023035666
money_liquidity_bucket,low,robustness,d1_open,5,28,20,0.031624659,0.7,0.020624659
money_liquidity_bucket,middle,robustness,d1_open,5,58,36,0.016043898,0.58333333,0.0050438985
money_liquidity_bucket,high,robustness,d1_open,10,444,183,-0.023750236,0.49180328,-0.034750236
money_liquidity_bucket,low,robustness,d1_open,10,28,20,0.011219913,0.65,0.00021991327
money_liquidity_bucket,middle,robustness,d1_open,10,58,36,0.01871494,0.61111111,0.0077149404
money_liquidity_bucket,high,robustness,d1_open,20,443,183,-0.0336288,0.49180328,-0.0446288
money_liquidity_bucket,low,robustness,d1_open,20,28,20,-0.019024501,0.55,-0.030024501
money_liquidity_bucket,middle,robustness,d1_open,20,58,36,0.0097228644,0.55555556,-0.0012771356
money_liquidity_bucket,high,train,d1_open,5,383,229,-0.0011639321,0.51965066,-0.012163932
money_liquidity_bucket,low,train,d1_open,5,19,17,0.020270942,0.58823529,0.0092709421
money_liquidity_bucket,middle,train,d1_open,5,78,69,-0.00511417,0.47826087,-0.01611417
money_liquidity_bucket,high,train,d1_open,10,383,229,-0.0063185303,0.51528384,-0.01731853
money_liquidity_bucket,low,train,d1_open,10,19,17,0.020847251,0.58823529,0.0098472511
money_liquidity_bucket,middle,train,d1_open,10,78,69,-0.012230352,0.50724638,-0.023230352
money_liquidity_bucket,high,train,d1_open,20,382,229,-0.0034203056,0.54148472,-0.014420306
money_liquidity_bucket,low,train,d1_open,20,19,17,0.024363662,0.52941176,0.013363662
money_liquidity_bucket,middle,train,d1_open,20,78,69,-0.0098263903,0.55072464,-0.02082639
money_liquidity_bucket,high,validation,d1_open,5,163,121,-0.0098757347,0.52066116,-0.020875735
money_liquidity_bucket,low,validation,d1_open,5,7,6,0.011134692,0.66666667,0.00013469207
money_liquidity_bucket,middle,validation,d1_open,5,16,16,-0.015110365,0.4375,-0.026110365
money_liquidity_bucket,high,validation,d1_open,10,163,121,-0.0051760813,0.53719008,-0.016176081
money_liquidity_bucket,low,validation,d1_open,10,7,6,0.017904661,0.33333333,0.006904661
money_liquidity_bucket,middle,validation,d1_open,10,16,16,-0.030505669,0.3125,-0.041505669
