stage,model_id,seed,split,board_bucket,calendar_month,model_budget,random_denominator_n,random_selected_n,sample_weight_sum,random_rate,retention_rank_rule
stage_1,logistic_regression_l2,120600,robustness,chinext,2025-07,0.717391304347826,92,66,92.0,0.06060606060606061,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,chinext,2025-08,0.5877192982456141,114,67,114.0,0.23880597014925373,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,chinext,2025-09,0.4032258064516129,62,25,62.0,0.4,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,chinext,2025-10,0.4418604651162791,43,19,43.0,0.42105263157894735,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,chinext,2025-11,0.38461538461538464,26,10,26.0,0.6,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,main_board,2024-03,0.8301886792452831,265,220,265.0,0.18636363636363637,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,main_board,2024-04,0.9444444444444444,306,289,306.0,0.12802768166089964,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,main_board,2024-05,0.8695652173913043,161,140,161.0,0.2357142857142857,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,main_board,2024-09,1.0,129,129,129.0,0.4496124031007752,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,main_board,2024-10,0.6199095022624435,221,137,221.0,0.1678832116788321,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,main_board,2024-11,0.7293577981651376,218,159,218.0,0.20754716981132076,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,main_board,2024-12,0.8609022556390977,266,229,266.0,0.4192139737991266,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,main_board,2025-02,0.8858695652173914,184,163,184.0,0.147239263803681,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,main_board,2025-03,0.9262295081967213,244,226,244.0,0.5530973451327433,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,main_board,2025-04,1.0,13,13,13.0,0.46153846153846156,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,main_board,2025-05,0.9612403100775194,129,124,129.0,0.0967741935483871,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,main_board,2025-06,0.9661654135338346,266,257,266.0,0.019455252918287938,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,main_board,2025-07,0.9476584022038568,363,344,363.0,0.01744186046511628,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,main_board,2025-08,0.8205128205128205,312,256,312.0,0.125,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,main_board,2025-09,0.6451612903225806,217,140,217.0,0.15,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,main_board,2025-10,0.8110599078341014,217,176,217.0,0.2159090909090909,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,robustness,main_board,2025-11,0.7592592592592593,108,82,108.0,0.2926829268292683,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2018-01,0.03125,32,1,32.0,0.0,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2018-03,0.0,6,0,6.0,,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2018-05,0.25,12,3,12.0,1.0,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2019-02,0.8383838383838383,99,83,99.0,0.012048192771084338,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2019-03,0.2653061224489796,98,26,98.0,0.34615384615384615,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2019-04,0.023255813953488372,43,1,43.0,0.0,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2019-07,0.8235294117647058,17,14,17.0,0.5,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2019-09,0.3287671232876712,73,24,73.0,0.4166666666666667,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2019-10,0.18421052631578946,38,7,38.0,0.42857142857142855,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2019-11,0.4444444444444444,18,8,18.0,0.25,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2019-12,0.6290322580645161,62,39,62.0,0.28205128205128205,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2020-01,0.31958762886597936,97,30,97.0,0.6666666666666666,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2020-02,0.0,73,0,73.0,,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2020-03,0.034482758620689655,29,1,29.0,1.0,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2020-05,0.5245901639344263,61,32,61.0,0.28125,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2020-06,0.4,95,38,95.0,0.07894736842105263,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2020-07,0.32222222222222224,90,29,90.0,0.4482758620689655,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2020-08,0.15625,64,10,64.0,0.6,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2020-09,0.19230769230769232,26,5,26.0,0.6,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2020-10,0.5,24,12,24.0,0.75,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2020-11,0.6176470588235294,34,21,34.0,0.38095238095238093,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2020-12,0.4925373134328358,67,33,67.0,0.5151515151515151,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2021-01,0.39285714285714285,56,22,56.0,0.6818181818181818,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2021-02,0.35135135135135137,37,13,37.0,0.5384615384615384,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2021-03,0.5,4,2,4.0,1.0,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2021-04,1.0,1,1,1.0,0.0,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2021-05,0.6170212765957447,47,29,47.0,0.3793103448275862,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2021-06,0.34444444444444444,90,31,90.0,0.5161290322580645,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2021-07,0.19607843137254902,51,10,51.0,0.5,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2021-08,0.14285714285714285,35,5,35.0,0.4,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2021-09,0.35555555555555557,45,16,45.0,0.625,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2021-10,0.3,20,6,20.0,0.5,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2021-11,0.5362318840579711,69,37,69.0,0.40540540540540543,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,chinext,2021-12,0.5357142857142857,56,30,56.0,0.5333333333333333,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2018-01,0.043859649122807015,228,10,228.0,0.9,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2018-03,0.0,18,0,18.0,,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2018-05,0.5416666666666666,48,26,48.0,0.5384615384615384,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2019-02,0.9119318181818182,352,321,352.0,0.028037383177570093,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2019-03,0.4603658536585366,328,151,328.0,0.09271523178807947,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2019-04,0.1910569105691057,246,47,246.0,0.8085106382978723,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2019-07,0.78125,96,75,96.0,0.28,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2019-09,0.7055837563451777,197,139,197.0,0.20863309352517986,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2019-10,0.6241610738255033,149,93,149.0,0.17204301075268819,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2019-11,0.796875,64,51,64.0,0.19607843137254902,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2019-12,0.8640776699029126,309,267,309.0,0.2696629213483146,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2020-01,0.605,200,121,200.0,0.7933884297520661,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2020-02,0.14948453608247422,194,29,194.0,0.41379310344827586,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2020-03,0.30344827586206896,145,44,145.0,0.8181818181818182,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2020-05,0.6515151515151515,198,129,198.0,0.10852713178294573,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2020-06,0.6678571428571428,280,187,280.0,0.053475935828877004,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2020-07,0.5902335456475584,471,278,471.0,0.2697841726618705,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2020-08,0.25112107623318386,223,56,223.0,0.42857142857142855,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2020-09,0.5844155844155844,77,45,77.0,0.35555555555555557,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2020-10,0.6611570247933884,121,80,121.0,0.4125,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2020-11,0.6867924528301886,265,182,265.0,0.25824175824175827,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2020-12,0.46586345381526106,249,116,249.0,0.23275862068965517,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2021-01,0.43902439024390244,287,126,287.0,0.4603174603174603,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2021-02,0.37435897435897436,195,73,195.0,0.3424657534246575,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2021-03,0.28,25,7,25.0,0.2857142857142857,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2021-04,0.36363636363636365,11,4,11.0,0.25,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2021-05,0.7206703910614525,179,129,179.0,0.18604651162790697,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2021-06,0.5515695067264574,223,123,223.0,0.3333333333333333,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2021-07,0.42105263157894735,209,88,209.0,0.5795454545454546,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2021-08,0.4883720930232558,215,105,215.0,0.3047619047619048,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2021-09,0.432,250,108,250.0,0.5092592592592593,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2021-10,0.453125,64,29,64.0,0.41379310344827586,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2021-11,0.4876543209876543,162,79,162.0,0.11392405063291139,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,train,main_board,2021-12,0.601123595505618,356,214,356.0,0.3598130841121495,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,chinext,2022-01,0.3333333333333333,9,3,9.0,0.6666666666666666,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,chinext,2022-06,0.3333333333333333,9,3,9.0,0.6666666666666666,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,chinext,2022-07,0.4444444444444444,27,12,27.0,0.4166666666666667,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,chinext,2022-08,0.574468085106383,47,27,47.0,0.5555555555555556,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,chinext,2022-11,0.5882352941176471,17,10,17.0,0.5,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,chinext,2022-12,0.7586206896551724,29,22,29.0,0.2727272727272727,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,chinext,2023-01,0.9146341463414634,82,75,82.0,0.10666666666666667,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,chinext,2023-02,0.8333333333333334,48,40,48.0,0.35,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,chinext,2023-03,0.5588235294117647,34,19,34.0,0.3157894736842105,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,chinext,2023-04,0.5862068965517241,58,34,58.0,0.6176470588235294,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,chinext,2023-07,0.9333333333333333,15,14,15.0,0.6428571428571429,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,chinext,2023-08,0.8666666666666667,15,13,15.0,0.8461538461538461,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,chinext,2023-11,0.875,16,14,16.0,0.7142857142857143,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,main_board,2022-01,0.8163265306122449,49,40,49.0,0.6,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,main_board,2022-06,0.6363636363636364,22,14,22.0,0.42857142857142855,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,main_board,2022-07,0.6728971962616822,107,72,107.0,0.4027777777777778,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,main_board,2022-08,0.7717391304347826,184,142,184.0,0.30985915492957744,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,main_board,2022-11,0.8434782608695652,115,97,115.0,0.26804123711340205,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,main_board,2022-12,0.8731343283582089,134,117,134.0,0.3162393162393162,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,main_board,2023-01,0.940625,320,301,320.0,0.053156146179401995,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,main_board,2023-02,0.9122807017543859,228,208,228.0,0.2403846153846154,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,main_board,2023-03,0.9013157894736842,152,137,152.0,0.25547445255474455,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,main_board,2023-04,0.868020304568528,197,171,197.0,0.43859649122807015,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,main_board,2023-07,1.0,125,125,125.0,0.328,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,main_board,2023-08,0.9672131147540983,61,59,61.0,0.3728813559322034,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120600,validation,main_board,2023-11,0.9607843137254902,51,49,51.0,0.42857142857142855,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,chinext,2024-03,0.4606741573033708,89,41,89.0,0.4634146341463415,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,chinext,2024-04,0.85,60,51,60.0,0.29411764705882354,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,chinext,2024-05,0.7755102040816326,49,38,49.0,0.4473684210526316,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,chinext,2024-09,0.875,56,49,56.0,0.24489795918367346,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,chinext,2024-10,0.13829787234042554,94,13,94.0,0.46153846153846156,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,chinext,2024-11,0.07792207792207792,77,6,77.0,0.3333333333333333,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,chinext,2024-12,0.5208333333333334,48,25,48.0,0.84,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,chinext,2025-02,0.5068493150684932,73,37,73.0,0.40540540540540543,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,chinext,2025-03,0.575,40,23,40.0,0.9565217391304348,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,chinext,2025-04,1.0,4,4,4.0,0.75,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,chinext,2025-05,0.9285714285714286,28,26,28.0,0.19230769230769232,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,chinext,2025-06,0.788235294117647,85,67,85.0,0.07462686567164178,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,chinext,2025-07,0.717391304347826,92,66,92.0,0.13636363636363635,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,chinext,2025-08,0.5877192982456141,114,67,114.0,0.22388059701492538,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,chinext,2025-09,0.4032258064516129,62,25,62.0,0.36,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,chinext,2025-10,0.4418604651162791,43,19,43.0,0.42105263157894735,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,chinext,2025-11,0.38461538461538464,26,10,26.0,0.5,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,main_board,2024-03,0.8301886792452831,265,220,265.0,0.2681818181818182,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,main_board,2024-04,0.9444444444444444,306,289,306.0,0.1972318339100346,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,main_board,2024-05,0.8695652173913043,161,140,161.0,0.2357142857142857,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,main_board,2024-09,1.0,129,129,129.0,0.40310077519379844,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,main_board,2024-10,0.6199095022624435,221,137,221.0,0.17518248175182483,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,main_board,2024-11,0.7293577981651376,218,159,218.0,0.1949685534591195,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,main_board,2024-12,0.8609022556390977,266,229,266.0,0.47161572052401746,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,main_board,2025-02,0.8858695652173914,184,163,184.0,0.07975460122699386,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120601,robustness,main_board,2025-03,0.9262295081967213,244,226,244.0,0.5353982300884956,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
