year,instrument,name,industry_name,max_forward_gain_intraday,max_forward_gain_close_confirmed,main_low_date,main_high_date,close_confirmed_peak_date,main_duration_trading_days,episode_count,first_intraday_50pct_date,first_close_confirmed_50pct_date,readable_days_in_year,membership_days_in_year,coverage_status,truncated_by_year_boundary
2019,SH600585,海螺水泥,建筑材料,1.1191816839889053,1.0992328653255714,2019-01-04,2019-12-31,2019-12-31,242,1,2019-04-03,2019-04-03,244,244,coverage_ok,True
2019,SH600588,用友网络,计算机,0.9690869655001628,0.92810927311505,2019-02-11,2019-09-05,2019-09-09,144,1,2019-03-07,2019-03-07,221,221,coverage_ok,True
2019,SH600600,青岛啤酒,食品饮料,0.5798318280140293,0.5459071434092233,2019-01-29,2019-11-14,2019-11-14,192,1,2019-05-16,2019-05-16,225,225,coverage_ok,True
2019,SH600663,陆家嘴,房地产,0.5494845390218468,0.4742268527753939,2019-02-22,2019-04-04,2019-04-03,30,1,2019-04-04,,212,212,coverage_ok,True
2019,SH600690,海尔智家,家用电器,0.555454600941051,0.5490909923206677,2019-01-04,2019-12-26,2019-12-26,239,1,2019-12-23,2019-12-24,244,244,coverage_ok,True
2019,SH600703,三安光电,电子,0.7753107783998023,0.7246891369044342,2019-07-01,2019-12-18,2019-12-17,68,1,2019-11-14,2019-11-14,128,128,coverage_ok,True
2019,SH600741,华域汽车,汽车,0.6507177692112711,0.6403508578467814,2019-01-04,2019-11-28,2019-11-27,219,1,2019-04-10,2019-04-19,244,244,coverage_ok,True
2019,SH600745,闻泰科技,电子,0.5111233447551105,0.44203394569140575,2019-11-04,2019-12-18,2019-12-17,33,1,2019-12-18,,46,46,coverage_ok,True
2019,SH600809,山西汾酒,食品饮料,0.8266702684290561,0.8084987870713225,2019-03-18,2019-11-15,2019-11-20,132,1,2019-10-14,2019-10-15,164,164,coverage_ok,True
2019,SH600837,海通证券(退),非银金融,1.1105048332943448,1.0968622163079091,2019-01-02,2019-09-16,2019-09-12,173,1,2019-02-22,2019-02-22,244,244,coverage_ok,True
2019,SH600887,伊利股份,食品饮料,0.6112385046430924,0.6026376093485453,2019-01-04,2019-07-02,2019-07-02,118,1,2019-06-11,2019-06-11,244,244,coverage_ok,True
2019,SH600958,东方证券,非银金融,0.7946429756172291,0.7217261988179688,2019-01-02,2019-03-07,2019-03-07,42,1,2019-02-25,2019-02-25,244,244,coverage_ok,True
2019,SH600999,招商证券,非银金融,0.5376227114676579,0.4830970848765974,2019-01-02,2019-02-26,2019-02-25,35,1,2019-02-26,,244,244,coverage_ok,True
2019,SH601009,南京银行,银行,0.5550458720613134,0.5068807271722693,2019-01-04,2019-10-16,2019-10-15,188,1,2019-10-14,2019-10-14,244,244,coverage_ok,True
2019,SH601012,隆基绿能,电力设备,1.1664167382279844,1.127436194613613,2019-01-04,2019-09-02,2019-09-05,156,1,2019-02-19,2019-02-20,236,236,coverage_ok,True
2019,SH601018,宁波港,交通运输,0.5143768683103787,0.4568689380364608,2019-02-25,2019-04-17,2019-04-17,37,1,2019-04-17,,152,152,coverage_ok,True
2019,SH601066,中信建投,非银金融,2.7044027005658107,2.62264150038045,2019-01-02,2019-12-27,2019-12-30,242,1,2019-02-13,2019-02-13,244,244,coverage_ok,True
2019,SH601111,中国国航,交通运输,0.6837725768504754,0.6199722945046799,2019-01-04,2019-04-04,2019-04-04,60,1,2019-04-01,2019-04-01,244,244,coverage_ok,False
2019,SH601138,工业富联,电子,0.7569001170933869,0.7484075562591912,2019-01-04,2019-04-18,2019-04-18,69,1,2019-03-06,2019-03-07,244,244,coverage_ok,False
2019,SH601155,新城控股,房地产,1.2764093656557405,1.2671043859412854,2019-01-02,2019-04-10,2019-04-09,65,1,2019-02-25,2019-02-26,244,244,coverage_ok,True
2019,SH601318,中国平安,非银金融,0.7225320744986421,0.7196216908333555,2019-01-02,2019-09-12,2019-09-12,172,1,2019-04-11,2019-04-16,244,244,coverage_ok,False
2019,SH601336,新华保险,非银金融,0.665805660200383,0.6512754447364968,2019-01-08,2019-04-19,2019-04-19,68,1,2019-04-04,2019-04-04,244,244,coverage_ok,False
2019,SH601360,三六零,计算机,0.6164298463883431,0.5670166771066216,2019-08-06,2019-09-16,2019-09-16,29,1,2019-09-10,2019-09-10,244,244,coverage_ok,False
2019,SH601601,中国太保,非银金融,0.5333332723469673,0.5189448199934044,2019-01-02,2019-08-23,2019-08-23,158,1,2019-07-30,2019-07-30,244,244,coverage_ok,False
2019,SH601628,中国人寿,非银金融,0.8465036532394674,0.820920892634815,2019-01-02,2019-11-11,2019-11-06,208,1,2019-02-26,2019-03-01,244,244,coverage_ok,True
2019,SH601633,长城汽车,汽车,1.0227272010763122,0.919421419209207,2019-01-04,2019-04-18,2019-04-19,69,1,2019-02-22,2019-02-25,244,244,coverage_ok,True
2019,SH601688,华泰证券,非银金融,0.6397889584209511,0.5455915238407072,2019-01-02,2019-02-26,2019-02-25,35,1,2019-02-25,2019-02-25,244,244,coverage_ok,False
2019,SH601727,上海电气,电力设备,0.5084032527505289,0.4789915175081372,2019-01-02,2019-04-17,2019-04-17,70,1,2019-04-17,,244,244,coverage_ok,False
2019,SH601808,中海油服,石油石化,0.9316239943244149,0.9081197933175753,2019-04-01,2019-12-26,2019-12-26,96,1,2019-10-31,2019-11-05,99,99,coverage_ok,True
2019,SH601881,中国银河,非银金融,1.2199312191095353,1.123711218576985,2019-01-02,2019-04-04,2019-04-04,62,1,2019-02-22,2019-02-22,244,244,coverage_ok,True
2019,SH601888,中国中免,社会服务,0.8554144354328834,0.8334341175475997,2019-01-24,2019-10-08,2019-10-08,168,1,2019-04-22,2019-04-29,244,244,coverage_ok,True
2019,SH601899,紫金矿业,有色金属,0.6274510482236646,0.6078431299217659,2019-01-29,2019-12-31,2019-12-31,221,1,2019-12-27,2019-12-27,240,240,coverage_ok,True
2019,SH601901,方正证券,非银金融,0.5424027875597732,0.4823322560969445,2019-01-04,2019-12-31,2019-12-31,240,1,2019-12-31,,240,240,coverage_ok,True
2019,SH601919,中远海控,交通运输,0.5683059116145868,0.5027322051965739,2019-01-31,2019-04-04,2019-04-04,41,1,2019-04-04,2019-04-04,226,226,coverage_ok,False
2019,SH601989,中国重工(退),国防军工,0.6849641638102908,0.6014319681413605,2019-01-02,2019-04-08,2019-04-18,63,1,2019-04-01,2019-04-01,244,244,coverage_ok,True
2019,SH603160,汇顶科技,电子,1.1919809127479861,1.1275417719365306,2019-05-24,2019-09-24,2019-09-24,86,1,2019-07-25,2019-07-26,176,176,coverage_ok,True
2019,SH603259,药明康德,医药生物,1.0086673116338276,0.9754423874300975,2019-01-04,2019-11-20,2019-11-19,213,1,2019-08-20,2019-08-20,244,244,coverage_ok,True
2019,SH603288,海天味业,食品饮料,0.8462633581431194,0.8323843764935099,2019-01-03,2019-11-08,2019-11-07,206,1,2019-05-07,2019-05-15,244,244,coverage_ok,True
2019,SH603501,豪威集团,电子,0.9636904284089489,0.9636904284089489,2019-08-30,2019-12-25,2019-12-25,78,1,2019-11-14,2019-11-14,82,82,coverage_ok,True
2019,SZ000001,平安银行,银行,0.9428571317355763,0.9020407787250437,2019-01-02,2019-10-14,2019-10-14,188,1,2019-04-04,2019-04-04,244,244,coverage_ok,True
2019,SZ000063,中兴通讯,通信,1.1111110481498434,1.024955554696764,2019-01-04,2019-04-22,2019-09-10,71,1,2019-02-22,2019-02-22,244,244,coverage_ok,True
2019,SZ000069,华侨城Ａ,房地产,0.6680497252102313,0.6369293745825819,2019-01-04,2019-04-09,2019-04-09,62,1,2019-04-02,2019-04-02,242,242,coverage_ok,True
2019,SZ000166,申万宏源,非银金融,0.5900276836339906,0.5290859117268725,2019-01-02,2019-03-07,2019-03-07,42,1,2019-02-26,2019-03-07,244,244,coverage_ok,True
2019,SZ000333,美的集团,家用电器,1.3052109996182462,1.2575683642511555,2019-01-04,2019-11-08,2019-11-06,194,1,2019-02-11,2019-02-11,233,233,coverage_ok,True
2019,SZ000338,潍柴动力,汽车,1.2212836907195568,1.2212836907195568,2019-01-04,2019-12-31,2019-12-31,242,1,2019-03-05,2019-03-18,244,244,coverage_ok,True
2019,SZ000568,泸州老窖,食品饮料,1.6673033806525015,1.6561604810720696,2019-01-04,2019-08-30,2019-09-02,161,1,2019-03-18,2019-03-18,244,244,coverage_ok,True
2019,SZ000617,中油资本,非银金融,0.6230900910564696,0.5738541032081266,2019-01-04,2019-03-19,2019-03-20,48,1,2019-03-18,2019-03-19,244,244,coverage_ok,False
2019,SZ000651,格力电器,家用电器,0.9384749491490771,0.9233102052160036,2019-01-04,2019-12-18,2019-12-30,227,1,2019-04-10,2019-04-10,238,238,coverage_ok,True
2019,SZ000661,长春高新,医药生物,0.8122004851893299,0.8018559153427953,2019-05-10,2019-11-15,2019-11-14,125,1,2019-10-16,2019-10-18,187,187,coverage_ok,True
2019,SZ000708,中信特钢,钢铁,0.5667106192514588,0.550858587172476,2019-10-23,2019-12-13,2019-12-12,38,1,2019-12-05,2019-12-05,58,58,coverage_ok,True
2019,SZ000723,美锦能源,煤炭,0.8396551250702717,0.7267241403407347,2019-04-04,2019-04-19,2019-04-18,11,1,2019-04-11,2019-04-17,38,38,coverage_ok,False
2019,SZ000725,京东方Ａ,电子,0.9380531561608996,0.9159291778662739,2019-01-04,2019-12-26,2019-12-26,239,1,2019-02-18,2019-02-20,244,244,coverage_ok,True
2019,SZ000776,广发证券,非银金融,0.5377822101641845,0.4896958714697788,2019-01-02,2019-03-07,2019-03-07,42,1,2019-02-26,,244,244,coverage_ok,True
2019,SZ000858,五粮液,食品饮料,2.0330330261528244,2.007257280334624,2019-01-04,2019-08-30,2019-09-02,161,1,2019-02-27,2019-03-01,244,244,coverage_ok,True
2019,SZ000876,新希望,农林牧渔,1.0692983282423296,1.0201755664281866,2019-03-14,2019-10-31,2019-11-05,155,1,2019-04-30,2019-04-30,206,206,coverage_ok,True
2019,SZ000895,双汇发展,食品饮料,0.6628532742508764,0.581426685258396,2019-08-07,2019-11-11,2019-11-08,54,1,2019-11-05,2019-11-05,229,229,coverage_ok,True
2019,SZ000938,紫光股份,计算机,0.5587878371729995,0.5509091001568418,2019-02-13,2019-08-19,2019-09-09,129,1,2019-08-13,2019-08-13,219,219,coverage_ok,True
2019,SZ002027,分众传媒,传媒,0.5092838424423776,0.4641909837808329,2019-01-03,2019-04-09,2019-04-10,63,1,2019-04-09,,244,244,coverage_ok,False
2019,SZ002032,苏泊尔,家用电器,0.5558640492354501,0.5271801374544065,2019-02-27,2019-11-05,2019-11-05,169,1,2019-04-19,2019-11-01,209,209,coverage_ok,True
2019,SZ002120,韵达股份,交通运输,0.8566131241615564,0.8034610478864739,2019-01-02,2019-08-28,2019-08-28,161,1,2019-07-01,2019-07-19,244,244,coverage_ok,True
2019,SZ002142,宁波银行,银行,0.8643677829966376,0.8551723165231124,2019-01-02,2019-11-06,2019-11-18,205,1,2019-04-08,2019-06-20,244,244,coverage_ok,True
2019,SZ002230,科大讯飞,计算机,0.6563274909673082,0.6029775778471163,2019-01-02,2019-03-08,2019-03-11,43,1,2019-02-27,2019-03-05,244,244,coverage_ok,True
2019,SZ002241,歌尔股份,电子,0.5112994243740301,0.5070621739087096,2019-09-18,2019-12-17,2019-12-17,60,1,2019-12-17,2019-12-17,70,70,coverage_ok,True
2019,SZ002304,洋河股份,食品饮料,0.6239007793816089,0.5662389682005924,2019-01-04,2019-07-03,2019-07-02,119,1,2019-07-01,2019-07-01,244,244,coverage_ok,True
2019,SZ002352,顺丰控股,交通运输,0.5310344253038073,0.5222221824350439,2019-06-06,2019-10-22,2019-10-22,92,1,2019-10-16,2019-10-22,244,244,coverage_ok,True
2019,SZ002475,立讯精密,电子,2.8448980402122297,2.835374272085362,2019-01-04,2019-12-17,2019-12-17,232,1,2019-02-20,2019-02-20,244,244,coverage_ok,True
2019,SZ002493,荣盛石化,基础化工,0.5379645185396829,0.45557352917500005,2019-01-02,2019-04-08,2019-04-08,63,1,2019-04-08,,244,244,coverage_ok,True
2019,SZ002600,领益智造,电子,0.9499166530010492,0.8764608014367208,2019-04-24,2019-12-18,2019-12-19,82,1,2019-09-04,2019-09-04,92,92,coverage_ok,True
2019,SZ002607,中公教育,汽车,1.7477124438851495,1.703267980048635,2019-02-01,2019-11-22,2019-11-20,195,1,2019-02-26,2019-02-28,223,223,coverage_ok,True
2019,SZ002714,牧原股份,农林牧渔,2.6862198320574167,2.5949722004818807,2019-01-02,2019-10-28,2019-10-29,198,1,2019-02-15,2019-02-15,244,244,coverage_ok,True
2019,SZ002736,国信证券,非银金融,0.8340740910282842,0.8118517840350117,2019-01-02,2019-03-12,2019-03-11,45,1,2019-02-26,2019-03-06,244,244,coverage_ok,True
2019,SZ002938,鹏鼎控股,电子,1.6330778328801205,1.5602409317638202,2019-05-20,2019-11-21,2019-11-21,127,1,2019-07-01,2019-07-01,192,192,coverage_ok,True
2020,SH600011,华能国际,公用事业,0.5842696508815259,0.5730337063601907,2020-04-28,2020-08-21,2020-08-21,79,1,2020-08-20,2020-08-21,243,243,coverage_ok,False
2020,SH600019,宝钢股份,钢铁,0.5396342179219975,0.5152438516899771,2020-03-23,2020-11-10,2020-11-09,155,1,2020-11-09,2020-11-09,243,243,coverage_ok,True
2020,SH600030,中信证券,非银金融,0.6526807029446751,0.6118881173290627,2020-02-04,2020-08-10,2020-07-08,129,1,2020-07-06,2020-07-06,243,243,coverage_ok,True
2020,SH600031,三一重工,机械设备,1.489378386678693,1.4767898857399127,2020-02-04,2020-12-31,2020-12-31,226,1,2020-07-06,2020-07-13,243,243,coverage_ok,True
2020,SH600036,招商银行,银行,0.7156005321968004,0.6806259193324051,2020-03-19,2020-11-30,2020-12-02,171,1,2020-07-07,2020-11-04,243,243,coverage_ok,True
2020,SH600061,国投资本,非银金融,0.5652173973136376,0.5652173973136376,2020-02-04,2020-07-10,2020-07-10,96,1,2020-07-10,2020-07-10,231,231,coverage_ok,True
2020,SH600104,上汽集团,汽车,0.7349314562933031,0.7102738808860809,2020-03-23,2020-11-06,2020-11-09,153,1,2020-11-04,2020-11-04,243,243,coverage_ok,False
2020,SH600176,中国巨石,基础化工,0.5684315135144509,0.5284715125769728,2020-08-19,2020-12-31,2020-12-30,75,1,2020-12-28,2020-12-28,75,75,coverage_ok,True
2020,SH600183,生益科技,电子,0.7499999736262632,0.6803096951860652,2020-01-02,2020-03-03,2020-07-13,34,1,2020-02-24,2020-02-24,239,239,coverage_ok,True
2020,SH600196,复星医药,医药生物,2.3246004096225907,2.1740675801048295,2020-02-03,2020-08-06,2020-08-06,128,1,2020-04-16,2020-04-16,243,243,coverage_ok,True
2020,SH600276,恒瑞医药,医药生物,0.8156190418061755,0.7923809233165922,2020-03-19,2020-12-25,2020-12-25,190,1,2020-07-07,2020-07-07,243,243,coverage_ok,True
2020,SH600309,万华化学,基础化工,1.5545455470229639,1.5169696229876894,2020-03-23,2020-11-23,2020-11-16,164,1,2020-07-03,2020-07-06,243,243,coverage_ok,True
