year,rule_version_id,entry_type,exit_reason,industry_name,market_trend_state,market_width_state,trend_score_bucket,money_ratio_bucket,gap_bucket,initial_risk_bucket,holding_days_bucket,trades,net_pnl,avg_loss_pnl,stop_time_trade_ratio
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,非银金融,market_trend_on,width_strong,top50,gt120,flat_down,risk_4_8,d0_3,1,-1553.2865742683396,-1553.2865742683396,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,交通运输,market_trend_on,width_strong,top50,gt120,flat_down,risk_8_12,d0_3,3,-1541.39984269142,-513.7999475638067,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,time_stop,钢铁,market_trend_on,width_strong,top20,gt120,flat_down,risk_gt12,d4_5,1,-1502.4636554718024,-1502.4636554718024,1.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,time_stop,房地产,market_trend_on,width_strong,top50,gt120,flat_down,risk_4_8,d4_5,1,-1500.0350067377083,-1500.0350067377083,1.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_ema20_failure,非银金融,market_trend_on,width_strong,bottom50,gt120,flat_down,risk_4_8,d0_3,2,-1464.3753843307495,-732.1876921653748,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,银行,market_trend_on,width_strong,top50,gt120,flat_down,risk_4_8,d0_3,2,-1417.3720984458923,-708.6860492229462,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_ema20_failure,石油石化,market_trend_on,width_strong,bottom50,100_120,flat_up,risk_4_8,d0_3,1,-1403.3613866806038,-1403.3613866806038,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,非银金融,market_trend_on,width_strong,bottom50,100_120,flat_down,risk_4_8,d0_3,1,-1393.316824436187,-1393.316824436187,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,有色金属,market_trend_on,width_strong,top50,100_120,flat_down,risk_4_8,d0_3,1,-1348.2025796890243,-1348.2025796890243,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,time_stop,房地产,market_trend_on,width_strong,top20,gt120,flat_down,risk_8_12,d4_5,1,-1337.1507781982414,-1337.1507781982414,1.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,time_stop,通信,market_trend_on,width_strong,bottom50,gt120,flat_down,risk_8_12,d4_5,1,-1319.9387991428375,-1319.9387991428375,1.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,汽车,market_trend_on,width_strong,top50,gt120,flat_down,risk_4_8,d0_3,1,-1281.564548492433,-1281.564548492433,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,交通运输,market_trend_on,width_strong,top50,gt120,flat_down,risk_4_8,d0_3,2,-1254.100725173953,-627.0503625869765,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,医药生物,market_trend_on,width_strong,bottom50,080_100,flat_up,risk_4_8,d0_3,1,-1224.9850778579712,-1224.9850778579712,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,公用事业,market_trend_on,width_strong,bottom50,080_100,flat_down,risk_lt4,d0_3,2,-1116.0647987127304,-558.0323993563652,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,time_stop,非银金融,market_trend_on,width_strong,bottom50,gt120,flat_down,risk_4_8,d11_20,1,-1064.5030382156372,-1064.5030382156372,1.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,非银金融,market_trend_on,width_strong,top50,gt120,flat_up,risk_4_8,d0_3,1,-1038.449541091919,-1038.449541091919,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_ema20_failure,电子,market_trend_on,width_strong,bottom50,080_100,flat_down,risk_4_8,d0_3,1,-952.1271438598626,-952.1271438598626,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,家用电器,market_trend_on,width_strong,top50,gt120,flat_up,risk_gt12,d0_3,1,-926.0635070800796,-926.0635070800796,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,公用事业,market_trend_on,width_strong,top50,gt120,flat_down,risk_4_8,d0_3,1,-923.1854644775391,-923.1854644775391,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,非银金融,market_trend_on,width_strong,top50,gt120,flat_down,risk_8_12,d4_5,1,-916.7297556877122,-916.7297556877122,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_relative_failure,建筑装饰,market_trend_on,width_strong,top50,gt120,flat_down,risk_4_8,d0_3,1,-899.8932015895858,-899.8932015895858,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,time_stop,电子,market_trend_on,width_strong,top50,gt120,flat_up,risk_gt12,d6_10,1,-883.0233901977524,-883.0233901977524,1.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_ema20_failure,国防军工,market_trend_on,width_strong,top20,gt120,flat_down,risk_4_8,d4_5,1,-881.0313577651978,-881.0313577651978,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_ema20_failure,石油石化,market_trend_on,width_strong,top50,100_120,flat_down,risk_4_8,d0_3,1,-858.9016211032867,-858.9016211032867,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,房地产,market_trend_on,width_strong,top50,gt120,flat_up,risk_4_8,d0_3,1,-845.7718162536621,-845.7718162536621,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,医药生物,market_trend_on,width_strong,top50,100_120,flat_down,risk_4_8,d0_3,1,-822.652843952179,-822.652843952179,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_ema20_failure,基础化工,market_trend_on,width_strong,top50,080_100,flat_up,risk_4_8,d0_3,1,-805.9707867741599,-805.9707867741599,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,商贸零售,market_trend_on,width_strong,top50,gt120,flat_down,risk_4_8,d0_3,1,-805.310334014894,-805.310334014894,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,机械设备,market_trend_on,width_strong,bottom50,gt120,flat_down,risk_4_8,d0_3,1,-790.6198270797737,-790.6198270797737,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,石油石化,market_trend_on,width_strong,bottom50,100_120,flat_up,risk_4_8,d0_3,1,-785.8206424713135,-785.8206424713135,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,交通运输,market_trend_on,width_strong,top50,gt120,flat_up,risk_8_12,d0_3,1,-784.7078826427474,-784.7078826427474,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,有色金属,market_trend_on,width_strong,top50,gt120,flat_down,risk_4_8,d0_3,1,-770.5613203048691,-770.5613203048691,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,time_stop,汽车,market_trend_on,width_strong,top50,gt120,flat_down,risk_8_12,d4_5,1,-758.7259002685547,-758.7259002685547,1.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,商贸零售,market_trend_on,width_strong,top50,gt120,gap_up_gt2,risk_gt12,d0_3,1,-752.6541961669907,-752.6541961669907,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_relative_failure,基础化工,market_trend_on,width_strong,top50,gt120,flat_up,risk_4_8,d0_3,1,-741.0313776135445,-741.0313776135445,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_relative_failure,非银金融,market_trend_on,width_strong,top50,gt120,flat_down,risk_4_8,d0_3,2,-731.3782248497009,-365.68911242485046,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,公用事业,market_trend_on,width_strong,bottom50,gt120,flat_down,risk_lt4,d0_3,1,-700.4793891906738,-700.4793891906738,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,房地产,market_trend_on,width_strong,top50,gt120,flat_down,risk_8_12,d0_3,2,-695.8254953861258,-347.9127476930629,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,time_stop,房地产,market_trend_on,width_strong,top50,gt120,flat_down,risk_lt4,d6_10,1,-682.1354040145874,-682.1354040145874,1.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,医药生物,market_trend_on,width_strong,bottom50,gt120,flat_down,risk_4_8,d0_3,1,-673.5289325714111,-673.5289325714111,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,医药生物,market_trend_on,width_strong,bottom50,100_120,flat_down,risk_4_8,d0_3,1,-663.0472726821899,-663.0472726821899,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_relative_failure,房地产,market_trend_on,width_strong,bottom50,gt120,flat_up,risk_4_8,d0_3,1,-654.4082898139953,-654.4082898139953,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_relative_failure,电子,market_trend_on,width_strong,top50,gt120,flat_down,risk_4_8,d4_5,1,-653.6069334149361,-653.6069334149361,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,time_stop,非银金融,market_trend_on,width_strong,top50,gt120,flat_down,risk_8_12,d4_5,1,-652.5980075836167,-652.5980075836167,1.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_relative_failure,机械设备,market_trend_on,width_strong,top50,gt120,flat_down,risk_8_12,d0_3,1,-648.3534397602074,-648.3534397602074,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,非银金融,market_trend_on,width_strong,top50,gt120,flat_up,risk_8_12,d4_5,1,-640.169924736023,-640.169924736023,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,银行,market_trend_on,width_strong,top50,100_120,flat_down,risk_lt4,d0_3,1,-626.1264627456665,-626.1264627456665,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,银行,market_trend_on,width_strong,top50,gt120,flat_down,risk_lt4,d0_3,1,-623.1254640102379,-623.1254640102379,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,机械设备,market_trend_on,width_strong,top50,gt120,flat_down,risk_gt12,d0_3,1,-604.5227227210992,-604.5227227210992,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,传媒,market_trend_on,width_strong,bottom50,gt120,flat_up,risk_8_12,d0_3,1,-568.0885141611113,-568.0885141611113,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,time_stop,非银金融,market_trend_on,width_strong,bottom50,gt120,flat_up,risk_lt4,d4_5,1,-564.5959934234634,-564.5959934234634,1.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,石油石化,market_trend_on,width_strong,top50,100_120,flat_down,risk_lt4,d0_3,1,-562.1008544921875,-562.1008544921875,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,time_stop,非银金融,market_trend_on,width_strong,top50,gt120,flat_down,risk_4_8,d4_5,1,-561.5400897026047,-561.5400897026047,1.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,机械设备,market_trend_on,width_strong,top50,gt120,flat_down,risk_lt4,d0_3,1,-554.6481002569199,-554.6481002569199,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_relative_failure,基础化工,market_trend_on,width_strong,top50,gt120,flat_down,risk_8_12,d0_3,1,-552.501434803009,-552.501434803009,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,基础化工,market_trend_on,width_strong,bottom50,gt120,flat_up,risk_4_8,d0_3,1,-550.2835192680366,-550.2835192680366,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_relative_failure,基础化工,market_trend_on,width_strong,bottom50,gt120,flat_up,risk_8_12,d0_3,1,-542.9078235626228,-542.9078235626228,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,房地产,market_trend_on,width_strong,bottom50,060_080,flat_down,risk_4_8,d0_3,1,-539.1073851585388,-539.1073851585388,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,国防军工,market_trend_on,width_strong,bottom50,gt120,flat_down,risk_8_12,d0_3,1,-537.7458297729493,-537.7458297729493,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_relative_failure,国防军工,market_trend_on,width_strong,bottom50,gt120,flat_down,risk_8_12,d0_3,1,-507.40576362609863,-507.40576362609863,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,机械设备,market_trend_on,width_strong,top50,100_120,flat_up,risk_gt12,d0_3,1,-506.6570999145515,-506.6570999145515,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,time_stop,电子,market_trend_on,width_strong,top50,gt120,flat_down,risk_8_12,d6_10,1,-499.47319965362476,-499.47319965362476,1.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,time_stop,非银金融,market_trend_on,width_strong,top50,060_080,flat_down,risk_4_8,d4_5,1,-498.7261480331428,-498.7261480331428,1.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,time_stop,银行,market_trend_on,width_strong,top50,080_100,flat_down,risk_4_8,d4_5,1,-498.40957975387573,-498.40957975387573,1.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,银行,market_trend_on,width_strong,top50,gt120,flat_down,risk_lt4,d0_3,2,-491.38964285850307,-245.69482142925153,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_relative_failure,汽车,market_trend_on,width_strong,bottom50,gt120,flat_up,risk_8_12,d0_3,1,-476.03816986083984,-476.03816986083984,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,time_stop,食品饮料,market_trend_on,width_strong,top50,gt120,flat_up,risk_4_8,d4_5,1,-463.1177093505845,-463.1177093505845,1.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_ema20_failure,银行,market_trend_on,width_strong,bottom50,080_100,flat_up,risk_lt4,d0_3,1,-461.66785683631826,-461.66785683631826,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,交通运输,market_trend_on,width_strong,bottom50,080_100,flat_down,risk_lt4,d0_3,1,-454.0125741004951,-454.0125741004951,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,交通运输,market_trend_on,width_strong,bottom50,080_100,flat_up,risk_lt4,d0_3,1,-452.1169607162461,-452.1169607162461,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,国防军工,market_trend_on,width_strong,top50,gt120,flat_up,risk_4_8,d0_3,1,-438.08916187286377,-438.08916187286377,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,time_stop,非银金融,market_trend_on,width_strong,bottom50,gt120,flat_down,risk_lt4,d4_5,1,-435.81163859367445,-435.81163859367445,1.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,电子,market_trend_on,width_strong,bottom50,gt120,flat_down,risk_4_8,d0_3,1,-422.87031803131174,-422.87031803131174,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,房地产,market_trend_on,width_strong,top50,gt120,flat_down,risk_lt4,d0_3,1,-422.006892490387,-422.006892490387,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,汽车,market_trend_on,width_strong,bottom50,gt120,flat_down,risk_lt4,d0_3,1,-410.43166313171315,-410.43166313171315,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_relative_failure,机械设备,market_trend_on,width_strong,bottom50,100_120,flat_down,risk_4_8,d0_3,1,-409.4629981517792,-409.4629981517792,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,非银金融,market_trend_on,width_strong,top50,gt120,flat_down,risk_lt4,d0_3,1,-408.88765554427954,-408.88765554427954,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,基础化工,market_trend_on,width_strong,bottom50,lt060,flat_up,risk_lt4,d0_3,1,-403.1676729202263,-403.1676729202263,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,time_stop,汽车,market_trend_on,width_strong,top50,gt120,flat_up,risk_4_8,d4_5,1,-402.30767374038624,-402.30767374038624,1.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,time_stop,建筑装饰,market_trend_on,width_strong,top20,080_100,flat_up,risk_8_12,d4_5,1,-400.6418123245239,-400.6418123245239,1.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,计算机,market_trend_on,width_strong,bottom50,gt120,gap_up_gt2,risk_gt12,d0_3,1,-380.8332183837891,-380.8332183837891,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,食品饮料,market_trend_on,width_strong,top50,gt120,flat_down,risk_4_8,d0_3,1,-372.906698513031,-372.906698513031,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,房地产,market_trend_on,width_strong,top50,gt120,flat_down,risk_4_8,d0_3,1,-369.3817028999314,-369.3817028999314,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,time_stop,电子,market_trend_on,width_strong,top50,gt120,flat_up,risk_8_12,d4_5,1,-360.5082850456238,-360.5082850456238,1.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_relative_failure,银行,market_trend_on,width_strong,top50,080_100,flat_down,risk_4_8,d0_3,1,-357.2682852745056,-357.2682852745056,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,交通运输,market_trend_on,width_strong,bottom50,gt120,flat_down,risk_4_8,d0_3,1,-355.62500152587745,-355.62500152587745,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,机械设备,market_trend_on,width_strong,bottom50,060_080,flat_down,risk_4_8,d0_3,1,-348.37810659408495,-348.37810659408495,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_relative_failure,公用事业,market_trend_on,width_strong,top50,100_120,flat_down,risk_lt4,d0_3,1,-342.77297139167786,-342.77297139167786,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_relative_failure,建筑装饰,market_trend_on,width_strong,top50,gt120,flat_down,risk_lt4,d0_3,1,-340.4797320365906,-340.4797320365906,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,汽车,market_trend_on,width_strong,bottom50,080_100,flat_down,risk_4_8,d0_3,1,-338.3006868362427,-338.3006868362427,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,石油石化,market_trend_on,width_strong,top50,gt120,flat_down,risk_lt4,d0_3,1,-337.9330669403069,-337.9330669403069,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,time_stop,非银金融,market_trend_on,width_strong,top50,gt120,flat_up,risk_4_8,d4_5,1,-330.0717435836785,-330.0717435836785,1.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,交通运输,market_trend_on,width_strong,top50,gt120,flat_up,risk_lt4,d0_3,1,-322.2117472648635,-322.2117472648635,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,传媒,market_trend_on,width_strong,bottom50,080_100,flat_down,risk_lt4,d0_3,1,-311.387758111953,-311.387758111953,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_relative_failure,银行,market_trend_on,width_strong,top50,080_100,flat_up,risk_lt4,d0_3,1,-308.225953578949,-308.225953578949,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,钢铁,market_trend_on,width_strong,bottom50,gt120,flat_down,risk_lt4,d0_3,1,-294.95677449703214,-294.95677449703214,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,房地产,market_trend_on,width_strong,top50,gt120,gap_down_gt2,risk_4_8,d0_3,1,-293.77092247009205,-293.77092247009205,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,汽车,market_trend_on,width_strong,top50,gt120,flat_down,risk_lt4,d0_3,1,-278.27674169540404,-278.27674169540404,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_relative_failure,国防军工,market_trend_on,width_strong,top50,gt120,flat_down,risk_4_8,d0_3,1,-234.6139266967788,-234.6139266967788,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,交通运输,market_trend_on,width_strong,top20,gt120,flat_down,risk_4_8,d0_3,1,-230.30783572197106,-230.30783572197106,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,机械设备,market_trend_on,width_strong,bottom50,080_100,flat_down,risk_lt4,d0_3,2,-229.8029888391502,-114.9014944195751,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,交通运输,market_trend_on,width_strong,top20,gt120,flat_down,risk_8_12,d0_3,1,-228.36164674758766,-228.36164674758766,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,房地产,market_trend_on,width_strong,bottom50,100_120,flat_down,risk_4_8,d0_3,1,-216.5286087036133,-216.5286087036133,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_industry_failure,公用事业,market_trend_on,width_strong,top50,gt120,flat_down,risk_4_8,d0_3,1,-203.1118612289436,-203.1118612289436,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,ema60_exit,传媒,market_trend_on,width_strong,bottom50,gt120,flat_up,risk_lt4,d0_3,1,-196.9093894958496,-196.9093894958496,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_relative_failure,非银金融,market_trend_on,width_strong,top50,gt120,flat_down,risk_8_12,d0_3,1,-171.2089328765869,-171.2089328765869,0.0
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair,fast_relative_failure,交通运输,market_trend_on,width_strong,bottom50,gt120,flat_down,risk_lt4,d0_3,1,-169.34489357471466,-169.34489357471466,0.0
