year,anchor_type,market_regime_at_anchor,market_width_at_anchor,industry_regime_at_anchor,anchor_rows,avg_anchor_lag,avg_gain_to_anchor,avg_ret60_before_anchor,avg_money_ratio20
2023,low_date_retrospective,market_trend_off,width_weak,industry_sync_on,1,0.0,0.034217561893164605,-0.18203455209732056,1.3215682237092339
2023,low_date_retrospective,market_trend_on,width_neutral,industry_sync_off,10,0.0,0.03526637408557094,0.03828632831573486,1.0815731816008471
2023,low_date_retrospective,market_trend_on,width_neutral,industry_sync_on,6,0.0,0.02792050400636133,0.07576628526051839,2.1131592020243146
2023,low_date_retrospective,market_trend_on,width_strong,industry_sync_off,13,0.0,0.014686687835122716,0.03497849060938908,1.1064273186489513
2023,low_date_retrospective,market_trend_on,width_strong,industry_sync_on,6,0.0,0.0364828174320793,0.21457800269126892,1.7320428386592592
2024,first_breakout_signal,market_trend_on,width_strong,industry_sync_on,80,79.1125,0.4521010014038582,0.3237414091825485,2.6433110028302167
2024,first_close_gain_20pct,market_trend_off,width_neutral,industry_sync_off,29,16.06896551724138,0.2417256992037527,0.07871074717620323,2.0693605135387085
2024,first_close_gain_20pct,market_trend_off,width_neutral,industry_sync_on,2,26.0,0.22607792426073903,0.34933018684387207,1.3824236211804317
2024,first_close_gain_20pct,market_trend_off,width_strong,industry_sync_off,38,13.657894736842104,0.2252023514051917,0.048320624389146506,2.0568014423513348
2024,first_close_gain_20pct,market_trend_off,width_strong,industry_sync_on,7,22.714285714285715,0.22560701311885648,0.10093060561588832,3.3347830393393503
2024,first_close_gain_20pct,market_trend_off,width_weak,industry_sync_off,18,13.38888888888889,0.23412217540124816,0.06283539202478197,3.3769333929800918
2024,first_close_gain_20pct,market_trend_off,width_weak,industry_sync_on,12,66.91666666666667,0.2235703379725925,0.16574635108311972,3.0979333099678112
2024,first_close_gain_20pct,market_trend_on,width_strong,industry_sync_off,29,33.310344827586206,0.2226677811012048,0.12574105632716212,2.1704324618110706
2024,first_close_gain_20pct,market_trend_on,width_strong,industry_sync_on,26,45.42307692307692,0.22160436665371078,0.3319616959645198,1.7704181540832782
2024,first_close_gain_30pct,market_trend_off,width_neutral,industry_sync_off,21,52.285714285714285,0.33303134637090903,0.1147168307077317,2.388864157525992
2024,first_close_gain_30pct,market_trend_off,width_neutral,industry_sync_on,11,58.27272727272727,0.3472870934565449,0.22516365484757858,2.9781930689724585
2024,first_close_gain_30pct,market_trend_off,width_strong,industry_sync_off,31,36.41935483870968,0.3473905881904397,0.1376200376018401,3.367946465357534
2024,first_close_gain_30pct,market_trend_off,width_strong,industry_sync_on,12,70.16666666666667,0.34301406578449517,0.266172061363856,2.9312929686638522
2024,first_close_gain_30pct,market_trend_off,width_weak,industry_sync_off,12,116.58333333333333,0.3140251682897228,0.13943247000376383,2.539466724101623
2024,first_close_gain_30pct,market_trend_off,width_weak,industry_sync_on,8,128.0,0.3316873294876897,0.20403479039669037,3.972296609375095
2024,first_close_gain_30pct,market_trend_on,width_strong,industry_sync_off,39,43.53846153846154,0.31801209603454905,0.19565443350718573,1.8231324168988619
2024,first_close_gain_30pct,market_trend_on,width_strong,industry_sync_on,27,48.74074074074074,0.34056430260209813,0.4209331141577827,2.505935339739753
2024,first_ema60_reclaim,market_trend_off,width_neutral,industry_sync_off,27,9.11111111111111,0.15685139874674142,-0.023802253935072158,2.289946742934585
2024,first_ema60_reclaim,market_trend_off,width_strong,industry_sync_off,26,10.692307692307692,0.18812594751591774,-0.02546305152086111,1.5435558197203987
2024,first_ema60_reclaim,market_trend_off,width_strong,industry_sync_on,2,0.0,0.03283645552392456,0.3060344457626343,1.2065253281463575
2024,first_ema60_reclaim,market_trend_off,width_weak,industry_sync_off,84,5.2023809523809526,0.10086773987738178,-0.0060190558433532715,2.087138470281623
2024,first_ema60_reclaim,market_trend_off,width_weak,industry_sync_on,5,3.8,0.06826496115949392,0.02158520221710205,1.8225049550819823
2024,first_ema60_reclaim,market_trend_on,width_strong,industry_sync_off,13,10.076923076923077,0.16006466065043318,-0.004623926602877104,1.5245177569360189
2024,first_ema60_reclaim,market_trend_on,width_strong,industry_sync_on,4,4.25,0.13330597112986814,0.6308737248182297,3.86559023459855
2024,low_date_retrospective,market_trend_off,width_neutral,industry_sync_off,15,0.0,0.05825458134308004,-0.13215383291244506,1.3549639642756584
2024,low_date_retrospective,market_trend_off,width_strong,industry_sync_off,5,0.0,0.05666198081596248,0.10076996088027954,1.4348217164388344
2024,low_date_retrospective,market_trend_off,width_strong,industry_sync_on,2,0.0,0.03283645552392456,0.3060344457626343,1.2065253281463575
2024,low_date_retrospective,market_trend_off,width_weak,industry_sync_off,124,0.0,0.030095481753701123,-0.1168319433927536,1.3552803290525124
2024,low_date_retrospective,market_trend_off,width_weak,industry_sync_on,3,0.0,0.036258982683562424,0.10390373071034749,1.7439957401287582
2024,low_date_retrospective,market_trend_on,width_strong,industry_sync_off,9,0.0,0.04611507544602467,0.013505028353797065,1.299444474702843
2024,low_date_retrospective,market_trend_on,width_strong,industry_sync_on,3,0.0,0.12740246195378532,0.8591972986857096,4.8150367436624935
