candidate_family_id,feature_id,candidate_feature_id,source_artifact_alias,pit_valid_status,t0_available_status,source_pos_max_minus_step_start_pos,source_date_max_minus_step_start_date,uses_future_h20_path,uses_step_end_outcome,uses_oracle_label,uses_payoff_target,uses_binary_target,candidate_primary_allowed_after_lineage,candidate_appendix_only,blocking_reason
M1,m1_pullback_from_episode_high_t0,m1_pullback_from_episode_high_t0,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
M1,m1_repair_path_efficiency_episode,m1_repair_path_efficiency_episode,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
M1,m1_up_down_run_imbalance_20,m1_up_down_run_imbalance_20,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
M3,m3_asymmetric_range_position_t0,m3_asymmetric_range_position_t0,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
M3,m3_failed_breakout_count_pre_t0,m3_failed_breakout_count_pre_t0,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
M3,m3_upper_shadow_pressure_share_20,m3_upper_shadow_pressure_share_20,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
M3,m3_upside_downside_room_ratio_t0,m3_upside_downside_room_ratio_t0,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
M3,m3_upside_room_to_episode_high,m3_upside_room_to_episode_high,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
M5,m5_bars_since_episode_high_t0,m5_bars_since_episode_high_t0,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
M5,m5_bars_since_episode_low,m5_bars_since_episode_low,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
M5,m5_episode_age_to_t0,m5_episode_age_to_t0,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
M5,m5_high_to_t0_age_ratio,m5_high_to_t0_age_ratio,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
M5,m5_low_to_t0_age_ratio,m5_low_to_t0_age_ratio,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
M5,m5_nonoverlap_step_index_to_t0,m5_nonoverlap_step_index_to_t0,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
M2,m2_flow_concentration_top3_share_20,m2_flow_concentration_top3_share_20,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
M2,m2_flow_price_divergence_persistence_20,m2_flow_price_divergence_persistence_20,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
M2,m2_money_flow_persistence_trailing20,m2_money_flow_persistence_trailing20,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
M2,m2_money_flow_reversal_accel_5v20,m2_money_flow_reversal_accel_5v20,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
M2,m2_net_signed_money_flow_trailing20,m2_net_signed_money_flow_trailing20,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
M2,m2_positive_money_flow_share_trailing20,m2_positive_money_flow_share_trailing20,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
M2,m2_turnover_compression_20_vs_60,m2_turnover_compression_20_vs_60,pit_price_path_panel|pit_money_flow_proxy_panel|episode_geometry_panel,pass,pass,0.0,0.0,False,False,False,False,False,True,False,
