split,decision_date,feature_route_id,U_membership_n,membership_integrity_n,history_ready_n,sequence_ready_n,feature_ready_n,U_decision_n,invalid_n,layer_count_reconciled,support_status
train,2019-07-05,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,468,468,468,32,true,ready
train,2019-07-08,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,469,469,469,31,true,ready
train,2019-07-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,470,470,470,30,true,ready
train,2019-07-10,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,470,470,470,30,true,ready
train,2019-07-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,470,470,470,30,true,ready
train,2019-07-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,468,468,468,32,true,ready
train,2019-07-15,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,468,468,468,32,true,ready
train,2019-07-16,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,469,469,469,31,true,ready
train,2019-07-17,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,469,469,469,31,true,ready
train,2019-07-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,469,469,469,31,true,ready
train,2019-07-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,469,469,469,31,true,ready
train,2019-07-22,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,468,468,468,32,true,ready
train,2019-07-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,468,468,468,32,true,ready
train,2019-07-24,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,468,468,468,32,true,ready
train,2019-07-25,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,469,469,469,31,true,ready
train,2019-07-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,469,469,469,31,true,ready
train,2019-07-29,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,468,468,468,32,true,ready
train,2019-07-30,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,468,468,468,32,true,ready
train,2019-07-31,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,468,468,468,32,true,ready
train,2019-08-01,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,468,468,468,32,true,ready
train,2019-08-02,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,467,467,467,33,true,ready
train,2019-08-05,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,467,467,467,33,true,ready
train,2019-08-06,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,466,466,466,34,true,ready
train,2019-08-07,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,466,466,466,34,true,ready
train,2019-08-08,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,466,466,466,34,true,ready
train,2019-08-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,466,466,466,34,true,ready
train,2019-08-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,466,466,466,34,true,ready
train,2019-08-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,466,466,466,34,true,ready
train,2019-08-14,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,466,466,466,34,true,ready
train,2019-08-15,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,464,464,464,36,true,ready
train,2019-08-16,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,464,464,464,36,true,ready
train,2019-08-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,465,465,465,35,true,ready
train,2019-08-20,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,465,465,465,35,true,ready
train,2019-08-21,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,465,465,465,35,true,ready
train,2019-08-22,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,465,465,465,35,true,ready
train,2019-08-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,465,465,465,35,true,ready
train,2019-08-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,466,463,463,463,37,true,ready
train,2019-08-27,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,464,464,464,36,true,ready
train,2019-08-28,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,466,466,466,34,true,ready
train,2019-08-29,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,466,466,466,34,true,ready
train,2019-08-30,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,466,465,465,465,35,true,ready
train,2019-09-02,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,466,465,465,465,35,true,ready
train,2019-09-03,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,466,465,465,465,35,true,ready
train,2019-09-04,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,466,465,465,465,35,true,ready
train,2019-09-05,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,466,465,465,465,35,true,ready
train,2019-09-06,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,465,465,465,465,35,true,ready
train,2019-09-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,465,465,465,465,35,true,ready
train,2019-09-10,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,465,465,465,465,35,true,ready
train,2019-09-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,465,465,465,465,35,true,ready
train,2019-09-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,465,465,465,465,35,true,ready
train,2019-09-16,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,465,464,464,464,36,true,ready
train,2019-09-17,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,465,464,464,464,36,true,ready
train,2019-09-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,465,464,464,464,36,true,ready
train,2019-09-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,464,463,463,463,37,true,ready
train,2019-09-20,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,465,464,464,464,36,true,ready
train,2019-09-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,465,464,464,464,36,true,ready
train,2019-09-24,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,465,464,464,464,36,true,ready
train,2019-09-25,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,465,464,464,464,36,true,ready
train,2019-09-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,465,463,463,463,37,true,ready
train,2019-09-27,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,465,464,464,464,36,true,ready
train,2019-09-30,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,465,463,463,463,37,true,ready
train,2019-10-08,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,465,463,463,463,37,true,ready
train,2019-10-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,465,463,463,463,37,true,ready
train,2019-10-10,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,466,464,464,464,36,true,ready
train,2019-10-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,466,464,464,464,36,true,ready
train,2019-10-14,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,466,464,464,464,36,true,ready
train,2019-10-15,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,466,464,464,464,36,true,ready
train,2019-10-16,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,466,465,465,465,35,true,ready
train,2019-10-17,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,466,465,465,465,35,true,ready
train,2019-10-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,466,466,466,466,34,true,ready
train,2019-10-21,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,467,467,467,33,true,ready
train,2019-10-22,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,467,467,467,33,true,ready
train,2019-10-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,467,467,467,33,true,ready
train,2019-10-24,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,468,468,468,468,32,true,ready
train,2019-10-25,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,468,468,468,468,32,true,ready
train,2019-10-28,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,468,468,468,468,32,true,ready
train,2019-10-29,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,469,469,469,31,true,ready
train,2019-10-30,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,470,470,470,30,true,ready
train,2019-10-31,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,469,469,469,31,true,ready
train,2019-11-01,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,469,469,469,31,true,ready
train,2019-11-04,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,469,469,469,31,true,ready
train,2019-11-05,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,469,469,469,31,true,ready
train,2019-11-06,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,468,468,468,32,true,ready
train,2019-11-07,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,468,468,468,32,true,ready
train,2019-11-08,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,468,468,468,32,true,ready
train,2019-11-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,468,468,468,32,true,ready
train,2019-11-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,469,469,469,31,true,ready
train,2019-11-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,471,471,471,29,true,ready
train,2019-11-14,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,470,470,470,30,true,ready
train,2019-11-15,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,469,469,469,31,true,ready
train,2019-11-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,469,469,469,31,true,ready
train,2019-11-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,469,469,469,31,true,ready
train,2019-11-20,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,470,470,470,30,true,ready
train,2019-11-21,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,468,467,467,467,33,true,ready
train,2019-11-22,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,468,467,467,467,33,true,ready
train,2019-11-25,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,467,467,467,33,true,ready
train,2019-11-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,468,466,466,466,34,true,ready
train,2019-11-27,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,468,467,467,467,33,true,ready
train,2019-11-28,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,468,468,468,32,true,ready
train,2019-11-29,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,467,467,467,33,true,ready
train,2019-12-02,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,467,467,467,33,true,ready
train,2019-12-03,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,469,469,469,31,true,ready
train,2019-12-04,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,468,468,468,32,true,ready
train,2019-12-05,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,469,469,469,31,true,ready
train,2019-12-06,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,469,469,469,31,true,ready
train,2019-12-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,468,468,468,32,true,ready
train,2019-12-10,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,468,468,468,32,true,ready
train,2019-12-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,468,467,467,467,33,true,ready
train,2019-12-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,469,469,469,31,true,ready
train,2019-12-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,470,470,470,30,true,ready
train,2019-12-16,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,470,470,470,30,true,ready
train,2019-12-17,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,469,469,469,31,true,ready
train,2019-12-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,469,469,469,31,true,ready
train,2019-12-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,469,469,469,31,true,ready
train,2019-12-20,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,467,467,467,33,true,ready
train,2019-12-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,467,467,467,33,true,ready
train,2019-12-24,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,466,466,466,466,34,true,ready
train,2019-12-25,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,467,467,467,33,true,ready
train,2019-12-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,466,466,466,34,true,ready
train,2019-12-27,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,466,466,466,34,true,ready
train,2019-12-30,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,467,466,466,466,34,true,ready
train,2019-12-31,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,468,467,467,467,33,true,ready
train,2020-01-02,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,468,467,467,467,33,true,ready
train,2020-01-03,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,468,468,468,32,true,ready
train,2020-01-06,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,468,468,468,32,true,ready
train,2020-01-07,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,469,469,469,31,true,ready
train,2020-01-08,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,468,468,468,32,true,ready
train,2020-01-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,469,469,469,31,true,ready
train,2020-01-10,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,470,470,470,30,true,ready
train,2020-01-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,471,471,471,29,true,ready
train,2020-01-14,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,472,471,471,471,29,true,ready
train,2020-01-15,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,472,471,471,471,29,true,ready
train,2020-01-16,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,469,469,469,31,true,ready
train,2020-01-17,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,470,468,468,468,32,true,ready
train,2020-01-20,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,469,469,469,31,true,ready
train,2020-01-21,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,469,469,469,31,true,ready
train,2020-01-22,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,472,470,470,470,30,true,ready
train,2020-01-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,473,471,471,471,29,true,ready
train,2020-02-03,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,469,469,469,31,true,ready
train,2020-02-04,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,470,470,470,30,true,ready
train,2020-02-05,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,472,470,470,470,30,true,ready
train,2020-02-06,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,472,470,470,470,30,true,ready
train,2020-02-07,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,470,470,470,30,true,ready
train,2020-02-10,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,470,470,470,30,true,ready
train,2020-02-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,470,470,470,30,true,ready
train,2020-02-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,472,470,470,470,30,true,ready
train,2020-02-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,472,470,470,470,30,true,ready
train,2020-02-14,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,472,470,470,470,30,true,ready
train,2020-02-17,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,469,469,469,31,true,ready
train,2020-02-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,470,470,470,30,true,ready
train,2020-02-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,469,469,469,31,true,ready
train,2020-02-20,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,469,469,469,31,true,ready
train,2020-02-21,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,467,467,467,33,true,ready
train,2020-02-24,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,469,467,467,467,33,true,ready
train,2020-02-25,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,472,471,471,471,29,true,ready
train,2020-02-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,470,470,470,30,true,ready
train,2020-02-27,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,470,470,470,30,true,ready
train,2020-02-28,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,470,470,470,30,true,ready
train,2020-03-02,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,470,470,470,30,true,ready
train,2020-03-03,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,471,471,471,29,true,ready
train,2020-03-04,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,472,472,472,472,28,true,ready
train,2020-03-05,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,473,473,473,473,27,true,ready
train,2020-03-06,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,474,474,474,474,26,true,ready
train,2020-03-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,473,473,473,473,27,true,ready
train,2020-03-10,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,472,472,472,472,28,true,ready
train,2020-03-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,474,474,474,474,26,true,ready
train,2020-03-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,473,472,472,472,28,true,ready
train,2020-03-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,473,472,472,472,28,true,ready
train,2020-03-16,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,472,471,471,471,29,true,ready
train,2020-03-17,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,473,472,472,472,28,true,ready
train,2020-03-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,474,473,473,473,27,true,ready
train,2020-03-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,473,470,470,470,30,true,ready
train,2020-03-20,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,474,471,471,471,29,true,ready
train,2020-03-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,473,469,469,469,31,true,ready
train,2020-03-24,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,474,470,470,470,30,true,ready
train,2020-03-25,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,475,472,472,472,28,true,ready
train,2020-03-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,475,472,472,472,28,true,ready
train,2020-03-27,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,475,472,472,472,28,true,ready
train,2020-03-30,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,475,471,471,471,29,true,ready
train,2020-03-31,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,476,473,473,473,27,true,ready
train,2020-04-01,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,476,475,475,475,25,true,ready
train,2020-04-02,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,475,474,474,474,26,true,ready
train,2020-04-03,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,474,474,474,474,26,true,ready
train,2020-04-07,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,476,476,476,476,24,true,ready
train,2020-04-08,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,476,475,475,475,25,true,ready
train,2020-04-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,476,475,475,475,25,true,ready
train,2020-04-10,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,476,475,475,475,25,true,ready
train,2020-04-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,476,476,476,476,24,true,ready
train,2020-04-14,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,477,477,477,477,23,true,ready
train,2020-04-15,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,477,477,477,477,23,true,ready
train,2020-04-16,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,477,477,477,477,23,true,ready
train,2020-04-17,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,475,475,475,475,25,true,ready
train,2020-04-20,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,477,476,476,476,24,true,ready
train,2020-04-21,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,477,475,475,475,25,true,ready
train,2020-04-22,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,477,475,475,475,25,true,ready
train,2020-04-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,478,476,476,476,24,true,ready
train,2020-04-24,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,477,475,475,475,25,true,ready
train,2020-04-27,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,477,475,475,475,25,true,ready
train,2020-04-28,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,478,476,476,476,24,true,ready
train,2020-04-29,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,478,477,477,477,23,true,ready
train,2020-04-30,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,478,477,477,477,23,true,ready
train,2020-05-06,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,478,477,477,477,23,true,ready
train,2020-05-07,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,478,478,478,478,22,true,ready
train,2020-05-08,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,478,478,478,478,22,true,ready
train,2020-05-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,480,480,480,480,20,true,ready
train,2020-05-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,480,479,479,479,21,true,ready
train,2020-05-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,479,478,478,478,22,true,ready
train,2020-05-14,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,479,478,478,478,22,true,ready
train,2020-05-15,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,480,479,479,479,21,true,ready
train,2020-05-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,480,479,479,479,21,true,ready
train,2020-05-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,479,478,478,478,22,true,ready
train,2020-05-20,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,478,477,477,477,23,true,ready
train,2020-05-21,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,477,476,476,476,24,true,ready
train,2020-05-22,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,477,476,476,476,24,true,ready
train,2020-05-25,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,477,477,477,477,23,true,ready
train,2020-05-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,477,477,477,477,23,true,ready
train,2020-05-27,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,476,476,476,476,24,true,ready
train,2020-05-28,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,476,475,475,475,25,true,ready
train,2020-05-29,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,477,476,476,476,24,true,ready
train,2020-06-01,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,477,476,476,476,24,true,ready
train,2020-06-02,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,477,476,476,476,24,true,ready
train,2020-06-03,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,476,474,474,474,26,true,ready
train,2020-06-04,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,476,474,474,474,26,true,ready
train,2020-06-05,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,474,473,473,473,27,true,ready
train,2020-06-08,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,472,471,471,471,29,true,ready
train,2020-06-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,473,472,472,472,28,true,ready
train,2020-06-10,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,473,471,471,471,29,true,ready
train,2020-06-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,472,470,470,470,30,true,ready
train,2020-06-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,469,469,469,31,true,ready
train,2020-06-15,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,471,470,470,470,30,true,ready
train,2020-06-16,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,472,471,471,471,29,true,ready
train,2020-06-17,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,473,472,472,472,28,true,ready
train,2020-06-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,473,472,472,472,28,true,ready
train,2020-06-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,473,472,472,472,28,true,ready
train,2020-06-22,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,476,475,475,475,25,true,ready
train,2020-06-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,475,475,475,475,25,true,ready
train,2020-06-24,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,476,476,476,476,24,true,ready
train,2020-06-29,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,475,474,474,474,26,true,ready
train,2020-06-30,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,474,473,473,473,27,true,ready
