split,decision_date,feature_route_id,U_membership_n,membership_integrity_n,history_ready_n,sequence_ready_n,feature_ready_n,U_decision_n,invalid_n,layer_count_reconciled,support_status
historical_design_holdout,2024-06-07,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2024-06-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2024-06-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,493,493,493,7,true,ready
historical_design_holdout,2024-06-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,493,493,493,7,true,ready
historical_design_holdout,2024-06-14,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2024-06-17,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2024-06-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2024-06-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2024-06-20,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,493,493,493,7,true,ready
historical_design_holdout,2024-06-21,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2024-06-24,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-06-25,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,496,496,496,4,true,ready
historical_design_holdout,2024-06-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,496,496,496,4,true,ready
historical_design_holdout,2024-06-27,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,496,496,496,4,true,ready
historical_design_holdout,2024-06-28,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,496,496,496,4,true,ready
historical_design_holdout,2024-07-01,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,496,496,496,4,true,ready
historical_design_holdout,2024-07-02,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,496,496,496,4,true,ready
historical_design_holdout,2024-07-03,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,496,496,496,4,true,ready
historical_design_holdout,2024-07-04,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-07-05,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-07-08,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-07-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-07-10,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-07-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-07-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-07-15,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,494,494,494,6,true,ready
historical_design_holdout,2024-07-16,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,494,494,494,6,true,ready
historical_design_holdout,2024-07-17,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-07-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-07-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-07-22,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-07-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-07-24,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-07-25,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-07-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,495,495,495,5,true,ready
historical_design_holdout,2024-07-29,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,495,495,495,5,true,ready
historical_design_holdout,2024-07-30,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,495,495,495,5,true,ready
historical_design_holdout,2024-07-31,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,495,495,495,5,true,ready
historical_design_holdout,2024-08-01,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,495,495,495,5,true,ready
historical_design_holdout,2024-08-02,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-08-05,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-08-06,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-08-07,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-08-08,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-08-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-08-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,498,497,497,497,3,true,ready
historical_design_holdout,2024-08-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,498,497,497,497,3,true,ready
historical_design_holdout,2024-08-14,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,498,497,497,497,3,true,ready
historical_design_holdout,2024-08-15,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,498,498,498,498,2,true,ready
historical_design_holdout,2024-08-16,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,497,497,497,3,true,ready
historical_design_holdout,2024-08-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,497,497,497,3,true,ready
historical_design_holdout,2024-08-20,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,497,497,497,3,true,ready
historical_design_holdout,2024-08-21,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,498,498,498,498,2,true,ready
historical_design_holdout,2024-08-22,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,497,497,497,3,true,ready
historical_design_holdout,2024-08-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,498,498,498,498,2,true,ready
historical_design_holdout,2024-08-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,498,498,498,498,2,true,ready
historical_design_holdout,2024-08-27,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,497,497,497,3,true,ready
historical_design_holdout,2024-08-28,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,497,497,497,3,true,ready
historical_design_holdout,2024-08-29,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,497,497,497,3,true,ready
historical_design_holdout,2024-08-30,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,497,497,497,3,true,ready
historical_design_holdout,2024-09-02,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,497,497,497,3,true,ready
historical_design_holdout,2024-09-03,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,497,497,497,3,true,ready
historical_design_holdout,2024-09-04,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,497,497,497,3,true,ready
historical_design_holdout,2024-09-05,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-09-06,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-09-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-09-10,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-09-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-09-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-09-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-09-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-09-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-09-20,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,496,496,496,4,true,ready
historical_design_holdout,2024-09-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,496,496,496,4,true,ready
historical_design_holdout,2024-09-24,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,496,496,496,4,true,ready
historical_design_holdout,2024-09-25,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,497,497,497,3,true,ready
historical_design_holdout,2024-09-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,496,496,496,4,true,ready
historical_design_holdout,2024-09-27,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,497,497,497,3,true,ready
historical_design_holdout,2024-09-30,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,496,496,496,4,true,ready
historical_design_holdout,2024-10-08,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,496,496,496,4,true,ready
historical_design_holdout,2024-10-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,496,496,496,4,true,ready
historical_design_holdout,2024-10-10,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-10-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-10-14,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-10-15,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-10-16,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-10-17,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2024-10-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2024-10-21,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-10-22,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-10-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2024-10-24,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,494,494,494,6,true,ready
historical_design_holdout,2024-10-25,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,495,495,495,5,true,ready
historical_design_holdout,2024-10-28,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,495,495,495,5,true,ready
historical_design_holdout,2024-10-29,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,495,495,495,5,true,ready
historical_design_holdout,2024-10-30,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-10-31,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-11-01,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,497,497,497,3,true,ready
historical_design_holdout,2024-11-04,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-11-05,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-11-06,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-11-07,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-11-08,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-11-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,495,495,495,5,true,ready
historical_design_holdout,2024-11-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,495,495,495,5,true,ready
historical_design_holdout,2024-11-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,495,495,495,5,true,ready
historical_design_holdout,2024-11-14,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,495,495,495,5,true,ready
historical_design_holdout,2024-11-15,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-11-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
historical_design_holdout,2024-11-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,497,496,496,496,4,true,ready
