arm_id,score_role,model_seed,fold,audit_type,period_id,complete_day_n,mean_rankic,rankic_std,rankicir,positive_day_rate,max_abs_day_contribution,max_abs_month_contribution_share,status,reason
R2_REAKA_DIFFUSION,ensemble,,validation_full,leave_one_month_out,2023-12,203,0.006953554777912017,0.04499118189968858,0.15455372551482469,0.5763546798029556,0.000608489274993928,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_late,calendar_month,2023-07,18,-0.011537031681880475,0.031885686435794994,-0.36182478633826615,0.5,0.004662551397451429,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_late,leave_one_month_out,2023-07,85,-0.000348929271980046,0.042880569580934225,-0.008137235008538428,0.49411764705882355,0.0014532155626325572,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_late,calendar_month,2023-08,23,-0.014280178072406032,0.034826982989464905,-0.41003201674763956,0.2608695652173913,0.00372077585025577,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_late,leave_one_month_out,2023-08,80,0.001138981715914829,0.042495904729850764,0.02680215242281368,0.5625,0.0015440415352970921,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_late,calendar_month,2023-09,20,0.013235541829660778,0.039862996398115295,0.3320257638807741,0.75,0.00500851676178559,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_late,leave_one_month_out,2023-09,83,-0.006048631264883952,0.040936022501776734,-0.14775815761341798,0.43373493975903615,0.001488232805105631,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_late,calendar_month,2023-10,17,0.008498161406085017,0.030612347812809727,0.27760567265373104,0.5882352941176471,0.004212561393965123,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_late,leave_one_month_out,2023-10,86,-0.0044394686313441595,0.042871621016254705,-0.10355261886787398,0.47674418604651164,0.0014363177072531088,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_late,calendar_month,2023-11,18,-0.007604637309486369,0.058784773867718444,-0.12936406503151393,0.3888888888888889,0.006862406823542631,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_late,leave_one_month_out,2023-11,85,-0.001181671609663503,0.03687798477074319,-0.032042738154200105,0.5176470588235295,0.0011784745321848447,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_late,calendar_month,2023-12,7,0.0037841426601612485,0.04705639055589085,0.080417189152378,0.5714285714285714,0.011592813837500106,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_late,leave_one_month_out,2023-12,96,-0.002748068302221678,0.04104342303279058,-0.06695514406842187,0.4895833333333333,0.0012867012794142434,,pass,
