horizon,split,anchor_offset,anchor_mean_spread,anchor_median_spread,anchor_valid_signal_date_count,anchor_positive_date_share,anchor_contribution_denominator
H10,train_oof_unseen,7,0.004289276797317418,-0.0009764180329415902,82,0.4878048780487805,161.66715158329833
H10,train_oof_unseen,8,0.004869279083421775,-0.0013359742668615435,85,0.4823529411764706,138.2754906792487
H10,train_oof_unseen,9,0.004818787988127859,-0.004346634574852366,83,0.46987951807228917,171.14652155726964
H10,validation_oof_unseen,0,0.009809464065003328,0.0038759727510573137,46,0.5217391304347826,145.9264657751871
H10,validation_oof_unseen,1,0.012234986475962268,0.01231983677056557,47,0.6382978723404256,143.44187134171517
H10,validation_oof_unseen,2,0.015566478936162876,0.005493537051092671,47,0.6170212765957447,138.8395530449697
H10,validation_oof_unseen,3,0.00660697048149714,0.0013012290289170017,47,0.5106382978723404,124.96319293646687
H10,validation_oof_unseen,4,0.008906751359320569,0.0015463341532636066,47,0.5319148936170213,124.10363293453412
H10,validation_oof_unseen,5,0.00711634670033847,0.0026758416345446607,46,0.5434782608695652,105.2634356777348
H10,validation_oof_unseen,6,0.005602744437958653,-0.00028113900474222627,47,0.48936170212765956,108.51650999410327
H10,validation_oof_unseen,7,0.0037088586866282553,0.0039219985742379474,48,0.5416666666666666,109.15090230705758
H10,validation_oof_unseen,8,0.0037133782375836353,0.0058401427678648225,48,0.5833333333333334,116.2365170147778
H10,validation_oof_unseen,9,0.010666051862794988,0.0027336448903282785,47,0.574468085106383,129.12210640904223
H10,robustness_oof_unseen,0,0.004306133583322688,-0.00115570340750892,43,0.46511627906976744,111.9139555563791
H10,robustness_oof_unseen,1,-0.00047837601183625884,-0.0047366073426310575,44,0.4318181818181818,146.4685075420743
H10,robustness_oof_unseen,2,-0.000863013137672896,0.0005179589543546264,44,0.5227272727272727,126.47714976791828
H10,robustness_oof_unseen,3,0.0020115610399466157,-0.001626173927605723,43,0.4883720930232558,108.48877452938126
H10,robustness_oof_unseen,4,0.0046083644867842295,0.0011397599294326079,41,0.5365853658536586,109.56225489632855
H10,robustness_oof_unseen,5,0.0015601358799744614,-0.002720811186149576,40,0.475,110.13926268590652
H10,robustness_oof_unseen,6,0.0012231207929485977,-0.0020004678269284135,43,0.46511627906976744,102.19833615229996
H10,robustness_oof_unseen,7,0.004160144079788124,0.0034812405311701643,44,0.5909090909090909,88.0195400548665
H10,robustness_oof_unseen,8,0.010701821999908576,0.007596883299584523,42,0.5714285714285714,100.86312570530174
H10,robustness_oof_unseen,9,0.01071908381076855,0.006973637674076754,42,0.6428571428571429,108.024022169961
