target_episode_id,instrument,symbol,episode_low_date,episode_high_date,first_50pct_touch_date,episode_split,board_bucket,market_regime_bucket,selected_union_any_event_captured,selected_union_first_event_id,selected_union_first_event_t0_date,all_new_union_any_event_captured
SZ002008_20251017_0000,SZ002008,SZ002008,2025-10-17,2026-04-16,2026-01-22,robustness,main_board,risk_on,False,,,True
SZ002025_20200909_0000,SZ002025,SZ002025,2020-09-09,2021-01-06,2021-01-04,train,main_board,transition,False,,,True
SZ002025_20211013_0001,SZ002025,SZ002025,2021-10-13,2021-12-30,2021-12-30,train,main_board,transition,True,SZ002025_20211109_risk_on_transition_union,2021-11-09,True
SZ002030_20200522_0000,SZ002030,SZ002030,2020-05-22,2020-08-04,2020-06-17,train,main_board,transition,False,,,True
SZ002050_20251124_0002,SZ002050,SZ002050,2025-11-24,2026-01-19,2026-01-13,robustness,main_board,transition,False,,,False
SZ002056_20200428_0001,SZ002056,SZ002056,2020-04-28,2020-09-23,2020-09-14,train,main_board,transition,False,,,True
SZ002064_20200928_0001,SZ002064,SZ002064,2020-09-28,2021-02-23,2020-11-16,train,main_board,transition,False,,,True
SZ002074_20250804_0001,SZ002074,SZ002074,2025-08-04,2025-09-12,2025-09-03,robustness,main_board,risk_on,False,,,True
SZ002080_20200910_0002,SZ002080,SZ002080,2020-09-10,2021-01-08,2021-01-07,train,main_board,transition,False,,,True
SZ002080_20251017_0005,SZ002080,SZ002080,2025-10-17,2026-02-26,2026-01-29,robustness,main_board,risk_on,False,,,True
SZ002092_20210820_0000,SZ002092,SZ002092,2021-08-20,2021-09-16,2021-09-03,train,main_board,transition,False,,,True
SZ002129_20200909_0000,SZ002129,SZ002129,2020-09-09,2021-01-13,2021-01-08,train,main_board,transition,False,,,True
SZ002145_20210616_0000,SZ002145,SZ002145,2021-06-16,2021-08-09,2021-07-16,train,main_board,risk_on,False,,,True
SZ002156_20251124_0004,SZ002156,SZ002156,2025-11-24,2026-05-27,2026-01-20,robustness,main_board,transition,False,,,False
SZ002192_20210827_0000,SZ002192,SZ002192,2021-08-27,2021-09-13,2021-09-03,train,main_board,risk_on,False,,,True
SZ002195_20250623_0000,SZ002195,SZ002195,2025-06-23,2025-09-01,2025-08-28,robustness,main_board,risk_on,True,SZ002195_20250827_risk_on_transition_union,2025-08-27,True
SZ002195_20251017_0001,SZ002195,SZ002195,2025-10-17,2026-01-14,2026-01-09,robustness,main_board,risk_on,False,,,True
SZ002202_20200911_0002,SZ002202,SZ002202,2020-09-11,2021-01-25,2020-12-28,train,main_board,transition,False,,,True
SZ002202_20251124_0007,SZ002202,SZ002202,2025-11-24,2026-01-13,2025-12-29,robustness,main_board,transition,False,,,False
SZ002216_20200612_0000,SZ002216,SZ002216,2020-06-12,2020-08-24,2020-08-14,train,main_board,risk_on,True,SZ002216_20200713_risk_on_transition_union,2020-07-13,True
SZ002230_20230524_0000,SZ002230,SZ002230,2023-05-24,2023-06-20,2023-06-20,validation,main_board,transition,False,,,True
SZ002242_20191024_0000,SZ002242,SZ002242,2019-10-24,2020-02-18,2020-02-07,train,main_board,risk_on,False,,,True
SZ002244_20220809_0001,SZ002244,SZ002244,2022-08-09,2022-09-09,2022-09-09,validation,main_board,risk_on,False,,,True
SZ002266_20200702_0000,SZ002266,SZ002266,2020-07-02,2020-08-03,2020-07-28,train,main_board,risk_on,False,,,True
SZ002268_20211013_0000,SZ002268,SZ002268,2021-10-13,2021-11-15,2021-11-09,train,main_board,transition,False,,,True
SZ002281_20251121_0001,SZ002281,SZ002281,2025-11-21,2026-05-20,2026-03-05,robustness,main_board,transition,False,,,True
SZ002304_20200930_0003,SZ002304,SZ002304,2020-09-30,2021-01-06,2020-11-24,train,main_board,transition,False,,,True
SZ002311_20200612_0000,SZ002311,SZ002311,2020-06-12,2020-09-03,2020-08-03,train,main_board,risk_on,False,,,True
SZ002371_20251121_0002,SZ002371,SZ002371,2025-11-21,2026-05-21,2026-05-11,robustness,main_board,transition,False,,,True
SZ002384_20251017_0009,SZ002384,SZ002384,2025-10-17,2026-04-15,2025-12-25,robustness,main_board,risk_on,False,,,True
SZ002385_20210827_0000,SZ002385,SZ002385,2021-08-27,2021-11-15,2021-11-12,train,main_board,risk_on,False,,,True
SZ002414_20201117_0002,SZ002414,SZ002414,2020-11-17,2021-01-11,2021-01-07,train,main_board,risk_on,False,,,True
SZ002414_20250904_0007,SZ002414,SZ002414,2025-09-04,2026-01-26,2026-01-05,robustness,main_board,risk_on,False,,,True
SZ002444_20200910_0000,SZ002444,SZ002444,2020-09-10,2021-02-18,2020-11-06,train,main_board,transition,True,SZ002444_20201029_risk_on_transition_union,2020-10-29,True
SZ002460_20251124_0002,SZ002460,SZ002460,2025-11-24,2026-05-06,2026-04-10,robustness,main_board,transition,False,,,False
SZ002463_20251124_0003,SZ002463,SZ002463,2025-11-24,2026-05-26,2026-03-17,robustness,main_board,transition,False,,,True
SZ002465_20191025_0001,SZ002465,SZ002465,2019-10-25,2020-02-25,2020-02-25,train,main_board,risk_on,True,SZ002465_20191219_risk_on_transition_union,2019-12-19,True
SZ002475_20251124_0001,SZ002475,SZ002475,2025-11-24,2026-05-13,2026-05-11,robustness,main_board,transition,False,,,False
SZ002481_20200528_0000,SZ002481,SZ002481,2020-05-28,2020-07-09,2020-07-09,train,main_board,risk_on,False,,,True
SZ002493_20200909_0002,SZ002493,SZ002493,2020-09-09,2021-02-18,2020-11-24,train,main_board,transition,False,,,True
SZ002493_20250923_0004,SZ002493,SZ002493,2025-09-23,2026-03-03,2026-01-23,robustness,main_board,risk_on,False,,,True
SZ002517_20250801_0001,SZ002517,SZ002517,2025-08-01,2025-09-18,2025-09-17,robustness,main_board,risk_on,True,SZ002517_20250829_risk_on_transition_union,2025-08-29,True
SZ002532_20251124_0008,SZ002532,SZ002532,2025-11-24,2026-01-29,2026-01-06,robustness,main_board,transition,False,,,False
SZ002555_20200313_0001,SZ002555,SZ002555,2020-03-13,2020-07-14,2020-06-23,train,main_board,transition,False,,,True
SZ002555_20251017_0006,SZ002555,SZ002555,2025-10-17,2026-01-13,2026-01-12,robustness,main_board,risk_on,False,,,True
SZ002558_20250801_0001,SZ002558,SZ002558,2025-08-01,2026-01-20,2025-09-03,robustness,main_board,risk_on,False,,,True
SZ002563_20201106_0002,SZ002563,SZ002563,2020-11-06,2021-05-07,2021-04-27,train,main_board,risk_on,False,,,True
SZ002602_20230517_0002,SZ002602,SZ002602,2023-05-17,2023-06-20,2023-06-13,validation,main_board,transition,False,,,True
SZ002603_20200313_0000,SZ002603,SZ002603,2020-03-13,2020-04-17,2020-03-26,train,main_board,transition,False,,,True
SZ002624_20230316_0004,SZ002624,SZ002624,2023-03-16,2023-05-04,2023-04-13,validation,main_board,transition,False,,,True
SZ002653_20250623_0003,SZ002653,SZ002653,2025-06-23,2025-08-13,2025-08-13,robustness,main_board,risk_on,False,,,True
SZ002705_20200909_0000,SZ002705,SZ002705,2020-09-09,2021-01-22,2021-01-21,train,main_board,transition,False,,,True
SZ002714_20250529_0000,SZ002714,SZ002714,2025-05-29,2025-09-15,2025-09-11,robustness,main_board,risk_on,True,SZ002714_20250721_risk_on_transition_union,2025-07-21,True
SZ002756_20210929_0000,SZ002756,SZ002756,2021-09-29,2022-02-22,2021-11-18,train,main_board,transition,False,,,True
SZ002791_20200925_0001,SZ002791,SZ002791,2020-09-25,2021-02-18,2021-01-12,train,main_board,transition,True,SZ002791_20201217_risk_on_transition_union,2020-12-17,True
SZ002812_20251023_0000,SZ002812,SZ002812,2025-10-23,2026-05-06,2025-11-13,robustness,main_board,risk_on,False,,,True
SZ002821_20250623_0000,SZ002821,SZ002821,2025-06-23,2025-07-29,2025-07-29,robustness,main_board,risk_on,False,,,True
SZ002837_20251112_0000,SZ002837,SZ002837,2025-11-12,2026-04-20,2025-12-18,robustness,main_board,risk_on,False,,,True
SZ002851_20251015_0000,SZ002851,SZ002851,2025-10-15,2026-01-28,2026-01-09,robustness,main_board,risk_on,False,,,True
SZ002916_20240422_0001,SZ002916,SZ002916,2024-04-22,2024-07-16,2024-07-10,robustness,main_board,risk_on,False,,,True
SZ002920_20200909_0001,SZ002920,SZ002920,2020-09-09,2021-01-20,2020-11-24,train,main_board,transition,True,SZ002920_20201014_risk_on_transition_union,2020-10-14,True
SZ002920_20210315_0002,SZ002920,SZ002920,2021-03-15,2021-07-08,2021-07-01,train,main_board,transition,True,SZ002920_20210422_risk_on_transition_union,2021-04-22,True
SZ002938_20251124_0002,SZ002938,SZ002938,2025-11-24,2026-05-26,2026-02-03,robustness,main_board,transition,False,,,False
SZ002985_20210702_0000,SZ002985,SZ002985,2021-07-02,2021-08-11,2021-08-10,train,main_board,risk_on,False,,,True
SZ300002_20230525_0003,SZ300002,SZ300002,2023-05-25,2023-06-20,2023-06-20,validation,chinext,transition,False,,,True
SZ300010_20191125_0000,SZ300010,SZ300010,2019-11-25,2020-02-26,2019-12-18,train,chinext,transition,False,,,True
SZ300017_20250904_0002,SZ300017,SZ300017,2025-09-04,2026-02-13,2026-01-28,robustness,chinext,risk_on,False,,,True
SZ300026_20200313_0001,SZ300026,SZ300026,2020-03-13,2020-04-21,2020-04-16,train,chinext,transition,False,,,True
SZ300026_20211102_0002,SZ300026,SZ300026,2021-11-02,2022-01-07,2021-12-27,train,chinext,transition,False,,,False
SZ300033_20230310_0007,SZ300033,SZ300033,2023-03-10,2023-04-03,2023-03-24,validation,chinext,transition,False,,,True
SZ300035_20210818_0000,SZ300035,SZ300035,2021-08-18,2021-11-01,2021-09-14,train,chinext,transition,False,,,True
SZ300037_20251020_0002,SZ300037,SZ300037,2025-10-20,2025-11-17,2025-11-17,robustness,chinext,risk_on,False,,,True
SZ300054_20251126_0002,SZ300054,SZ300054,2025-11-26,2026-05-26,2026-01-19,robustness,chinext,transition,False,,,False
SZ300059_20200917_0000,SZ300059,SZ300059,2020-09-17,2021-01-25,2021-01-07,train,chinext,transition,False,,,True
SZ300072_20210805_0003,SZ300072,SZ300072,2021-08-05,2021-12-21,2021-12-16,train,chinext,risk_on,True,SZ300072_20211112_risk_on_transition_union,2021-11-12,True
SZ300073_20201127_0003,SZ300073,SZ300073,2020-11-27,2021-01-04,2020-12-31,train,chinext,risk_on,False,,,True
SZ300079_20210728_0003,SZ300079,SZ300079,2021-07-28,2021-09-13,2021-08-24,train,chinext,transition,False,,,True
SZ300098_20200428_0002,SZ300098,SZ300098,2020-04-28,2020-07-14,2020-07-09,train,chinext,transition,False,,,True
SZ300115_20251121_0002,SZ300115,SZ300115,2025-11-21,2025-12-30,2025-12-30,robustness,chinext,transition,False,,,True
SZ300118_20191115_0002,SZ300118,SZ300118,2019-11-15,2020-02-19,2020-01-08,train,chinext,transition,False,,,True
SZ300118_20201117_0004,SZ300118,SZ300118,2020-11-17,2020-12-28,2020-12-16,train,chinext,risk_on,True,SZ300118_20201214_risk_on_transition_union,2020-12-14,True
SZ300122_20200909_0004,SZ300122,SZ300122,2020-09-09,2021-02-10,2021-01-25,train,chinext,transition,False,,,True
SZ300123_20190429_0001,SZ300123,SZ300123,2019-04-29,2019-05-14,2019-05-13,train,chinext,risk_on,False,,,True
SZ300123_20200428_0003,SZ300123,SZ300123,2020-04-28,2020-08-10,2020-07-13,train,chinext,transition,False,,,True
SZ300123_20210209_0004,SZ300123,SZ300123,2021-02-09,2021-07-27,2021-07-26,train,chinext,risk_on,True,SZ300123_20210621_risk_on_transition_union,2021-06-21,True
SZ300136_20191127_0002,SZ300136,SZ300136,2019-11-27,2020-02-25,2020-02-25,train,chinext,transition,True,SZ300136_20200224_risk_on_transition_union,2020-02-24,True
SZ300136_20251124_0009,SZ300136,SZ300136,2025-11-24,2026-05-25,2025-12-24,robustness,chinext,transition,False,,,False
SZ300223_20251124_0008,SZ300223,SZ300223,2025-11-24,2026-05-27,2025-12-25,robustness,chinext,transition,False,,,False
SZ300229_20230316_0000,SZ300229,SZ300229,2023-03-16,2023-04-04,2023-03-29,validation,chinext,transition,False,,,True
SZ300229_20230427_0001,SZ300229,SZ300229,2023-04-27,2023-06-21,2023-05-31,validation,chinext,transition,False,,,True
SZ300236_20191127_0000,SZ300236,SZ300236,2019-11-27,2020-02-24,2020-01-16,train,chinext,transition,True,SZ300236_20191226_risk_on_transition_union,2019-12-26,True
SZ300236_20200428_0001,SZ300236,SZ300236,2020-04-28,2020-07-13,2020-07-06,train,chinext,transition,False,,,True
SZ300251_20251017_0008,SZ300251,SZ300251,2025-10-17,2026-02-11,2026-02-10,robustness,chinext,risk_on,False,,,True
SZ300255_20250716_0002,SZ300255,SZ300255,2025-07-16,2025-11-03,2025-10-27,robustness,chinext,risk_on,True,SZ300255_20250819_risk_on_transition_union,2025-08-19,True
SZ300276_20200612_0001,SZ300276,SZ300276,2020-06-12,2020-09-09,2020-09-02,train,chinext,risk_on,False,,,False
SZ300285_20200924_0002,SZ300285,SZ300285,2020-09-24,2021-02-18,2021-02-10,train,chinext,transition,False,,,True
SZ300287_20191009_0001,SZ300287,SZ300287,2019-10-09,2020-02-26,2020-02-24,train,chinext,transition,True,SZ300287_20200205_risk_on_transition_union,2020-02-05,True
SZ300292_20190201_0001,SZ300292,SZ300292,2019-02-01,2019-05-16,2019-04-17,train,chinext,risk_on,True,SZ300292_20190307_risk_on_transition_union,2019-03-07,True
SZ300308_20230316_0000,SZ300308,SZ300308,2023-03-16,2023-06-20,2023-03-23,validation,chinext,transition,False,,,True
SZ300308_20251015_0004,SZ300308,SZ300308,2025-10-15,2026-04-14,2025-10-27,robustness,chinext,risk_on,False,,,True
SZ300316_20200724_0000,SZ300316,SZ300316,2020-07-24,2021-01-19,2020-10-13,train,chinext,risk_on,False,,,True
SZ300316_20210317_0001,SZ300316,SZ300316,2021-03-17,2021-09-01,2021-06-21,train,chinext,transition,False,,,True
SZ300326_20191203_0002,SZ300326,SZ300326,2019-12-03,2020-05-18,2020-02-17,train,chinext,transition,True,SZ300326_20200205_risk_on_transition_union,2020-02-05,True
SZ300343_20211013_0000,SZ300343,SZ300343,2021-10-13,2021-10-28,2021-10-20,train,chinext,transition,False,,,False
SZ300346_20251114_0002,SZ300346,SZ300346,2025-11-14,2026-01-16,2026-01-07,robustness,chinext,risk_on,False,,,True
SZ300357_20190422_0002,SZ300357,SZ300357,2019-04-22,2019-10-18,2019-08-27,train,chinext,risk_on,False,,,True
SZ300373_20251124_0005,SZ300373,SZ300373,2025-11-24,2026-05-27,2026-02-25,robustness,chinext,transition,False,,,False
SZ300383_20251023_0005,SZ300383,SZ300383,2025-10-23,2026-04-14,2026-04-14,robustness,chinext,risk_on,False,,,False
SZ300386_20191203_0002,SZ300386,SZ300386,2019-12-03,2020-01-08,2020-01-08,train,chinext,transition,False,,,True
SZ300393_20210820_0000,SZ300393,SZ300393,2021-08-20,2021-11-19,2021-09-02,train,chinext,transition,False,,,True
SZ300393_20220121_0001,SZ300393,SZ300393,2022-01-21,2022-03-08,2022-02-25,validation,chinext,transition,False,,,True
SZ300394_20230511_0000,SZ300394,SZ300394,2023-05-11,2023-06-19,2023-05-29,validation,chinext,transition,False,,,True
SZ300394_20251017_0004,SZ300394,SZ300394,2025-10-17,2026-03-02,2025-12-08,robustness,chinext,risk_on,False,,,True
SZ300395_20250613_0003,SZ300395,SZ300395,2025-06-13,2025-08-29,2025-07-17,robustness,chinext,risk_on,False,,,True
SZ300395_20251015_0004,SZ300395,SZ300395,2025-10-15,2026-03-02,2025-12-23,robustness,chinext,risk_on,False,,,True
SZ300408_20200911_0002,SZ300408,SZ300408,2020-09-11,2021-02-18,2021-01-13,train,chinext,transition,False,,,True
SZ300408_20251124_0007,SZ300408,SZ300408,2025-11-24,2026-05-27,2026-02-24,robustness,chinext,transition,False,,,False
SZ300413_20200313_0002,SZ300413,SZ300413,2020-03-13,2020-07-13,2020-06-15,train,chinext,transition,True,SZ300413_20200513_risk_on_transition_union,2020-05-13,True
SZ300418_20251114_0004,SZ300418,SZ300418,2025-11-14,2026-01-13,2026-01-12,robustness,chinext,risk_on,False,,,True
SZ300433_20251017_0003,SZ300433,SZ300433,2025-10-17,2026-01-12,2026-01-12,robustness,chinext,risk_on,False,,,True
SZ300442_20241125_0003,SZ300442,SZ300442,2024-11-25,2025-02-24,2024-12-13,robustness,chinext,risk_on,False,,,True
SZ300454_20251017_0004,SZ300454,SZ300454,2025-10-17,2026-01-28,2026-01-13,robustness,chinext,risk_on,False,,,True
SZ300457_20210702_0000,SZ300457,SZ300457,2021-07-02,2021-11-15,2021-07-23,train,chinext,risk_on,False,,,True
SZ300459_20210330_0003,SZ300459,SZ300459,2021-03-30,2021-09-13,2021-09-13,train,chinext,transition,False,,,True
SZ300476_20240422_0002,SZ300476,SZ300476,2024-04-22,2024-10-21,2024-06-14,robustness,chinext,risk_on,False,,,True
SZ300476_20241125_0003,SZ300476,SZ300476,2024-11-25,2025-03-19,2025-01-22,robustness,chinext,risk_on,False,,,True
SZ300476_20251124_0005,SZ300476,SZ300476,2025-11-24,2026-05-27,2026-05-11,robustness,chinext,transition,False,,,False
SZ300487_20251121_0001,SZ300487,SZ300487,2025-11-21,2026-03-13,2026-01-16,robustness,chinext,transition,False,,,False
SZ300502_20251124_0003,SZ300502,SZ300502,2025-11-24,2026-05-27,2025-12-10,robustness,chinext,transition,False,,,False
SZ300548_20251105_0000,SZ300548,SZ300548,2025-11-05,2026-04-23,2025-12-08,robustness,chinext,risk_on,False,,,True
SZ300571_20191203_0000,SZ300571,SZ300571,2019-12-03,2020-02-25,2020-01-17,train,chinext,transition,False,,,True
SZ300579_20191021_0000,SZ300579,SZ300579,2019-10-21,2020-02-24,2019-10-31,train,chinext,risk_on,False,,,True
SZ300604_20220713_0000,SZ300604,SZ300604,2022-07-13,2022-09-07,2022-08-10,validation,chinext,transition,False,,,True
SZ300604_20240924_0003,SZ300604,SZ300604,2024-09-24,2024-11-11,2024-10-08,robustness,chinext,transition,False,,,True
SZ300604_20251124_0005,SZ300604,SZ300604,2025-11-24,2026-05-25,2025-12-25,robustness,chinext,transition,False,,,False
SZ300620_20251114_0000,SZ300620,SZ300620,2025-11-14,2026-05-14,2025-11-25,robustness,chinext,risk_on,False,,,True
SZ300624_20230525_0000,SZ300624,SZ300624,2023-05-25,2023-06-20,2023-06-20,validation,chinext,transition,False,,,True
SZ300661_20251124_0002,SZ300661,SZ300661,2025-11-24,2026-05-27,2026-05-11,robustness,chinext,transition,False,,,False
SZ300672_20210611_0000,SZ300672,SZ300672,2021-06-11,2021-11-24,2021-06-25,train,chinext,risk_on,False,,,True
SZ300677_20250904_0000,SZ300677,SZ300677,2025-09-04,2026-03-11,2026-03-09,robustness,chinext,risk_on,False,,,True
SZ300679_20210831_0001,SZ300679,SZ300679,2021-08-31,2021-12-06,2021-11-05,train,chinext,risk_on,False,,,True
SZ300699_20250801_0007,SZ300699,SZ300699,2025-08-01,2026-01-12,2026-01-12,robustness,chinext,risk_on,False,,,True
SZ300702_20200528_0000,SZ300702,SZ300702,2020-05-28,2020-08-31,2020-06-16,train,chinext,risk_on,False,,,True
SZ300702_20210512_0001,SZ300702,SZ300702,2021-05-12,2021-10-08,2021-09-14,train,chinext,transition,False,,,True
SZ300702_20211028_0002,SZ300702,SZ300702,2021-10-28,2022-01-17,2021-11-12,train,chinext,transition,False,,,True
SZ300724_20251023_0002,SZ300724,SZ300724,2025-10-23,2026-02-04,2026-01-23,robustness,chinext,risk_on,False,,,True
SZ300726_20200911_0002,SZ300726,SZ300726,2020-09-11,2021-01-25,2020-12-07,train,chinext,transition,False,,,True
SZ300751_20240924_0002,SZ300751,SZ300751,2024-09-24,2024-11-14,2024-09-30,robustness,chinext,transition,False,,,True
SZ300751_20251124_0004,SZ300751,SZ300751,2025-11-24,2026-01-26,2025-12-08,robustness,chinext,transition,False,,,False
SZ300757_20251124_0001,SZ300757,SZ300757,2025-11-24,2026-05-27,2026-01-08,robustness,chinext,transition,False,,,False
SZ300760_20191224_0000,SZ300760,SZ300760,2019-12-24,2020-06-24,2020-02-25,train,chinext,risk_on,True,SZ300760_20200205_risk_on_transition_union,2020-02-05,True
SZ300760_20200820_0001,SZ300760,SZ300760,2020-08-20,2021-02-18,2021-01-08,train,chinext,risk_on,True,SZ300760_20210105_risk_on_transition_union,2021-01-05,True
SZ300762_20201228_0001,SZ300762,SZ300762,2020-12-28,2021-01-05,2021-01-05,train,chinext,risk_on,False,,,True
SZ300763_20251023_0002,SZ300763,SZ300763,2025-10-23,2026-03-20,2026-03-20,robustness,chinext,risk_on,False,,,True
SZ300782_20251121_0004,SZ300782,SZ300782,2025-11-21,2026-05-14,2026-04-09,robustness,chinext,transition,False,,,False
SZ300821_20210430_0000,SZ300821,SZ300821,2021-04-30,2021-09-01,2021-07-13,train,chinext,transition,True,SZ300821_20210621_risk_on_transition_union,2021-06-21,True
SZ300857_20250205_0000,SZ300857,SZ300857,2025-02-05,2025-03-18,2025-02-24,robustness,chinext,transition,True,SZ300857_20250221_risk_on_transition_union,2025-02-21,True
SZ300857_20251121_0002,SZ300857,SZ300857,2025-11-21,2026-05-14,2026-01-06,robustness,chinext,transition,False,,,False
SZ300866_20230103_0000,SZ300866,SZ300866,2023-01-03,2023-06-14,2023-06-05,validation,chinext,risk_on,False,,,True
SZ300888_20250225_0002,SZ300888,SZ300888,2025-02-25,2025-04-30,2025-04-30,robustness,chinext,risk_on,False,,,True
SZ300953_20251124_0000,SZ300953,SZ300953,2025-11-24,2026-05-21,2026-04-16,robustness,chinext,transition,False,,,False
SZ301039_20230410_0001,SZ301039,SZ301039,2023-04-10,2023-07-31,2023-07-11,validation,chinext,risk_on,False,,,True
SZ301165_20250205_0002,SZ301165,SZ301165,2025-02-05,2025-02-24,2025-02-24,robustness,chinext,transition,True,SZ301165_20250217_risk_on_transition_union,2025-02-17,True
SZ301165_20251121_0004,SZ301165,SZ301165,2025-11-21,2026-05-14,2026-03-12,robustness,chinext,transition,False,,,True
SZ301200_20250904_0000,SZ301200,SZ301200,2025-09-04,2026-01-22,2025-09-12,robustness,chinext,risk_on,False,,,True
SZ301217_20251017_0000,SZ301217,SZ301217,2025-10-17,2026-03-03,2026-02-13,robustness,chinext,risk_on,False,,,True
SZ301297_20251121_0000,SZ301297,SZ301297,2025-11-21,2026-05-15,2026-05-15,robustness,chinext,transition,False,,,False
SZ301498_20241120_0000,SZ301498,SZ301498,2024-11-20,2025-05-20,2025-01-17,robustness,chinext,risk_on,False,,,True
SZ301536_20251124_0000,SZ301536,SZ301536,2025-11-24,2026-05-21,2026-02-26,robustness,chinext,transition,False,,,False
SZ301606_20251017_0000,SZ301606,SZ301606,2025-10-17,2026-03-10,2026-03-10,robustness,chinext,risk_on,False,,,True
SZ301611_20250909_0000,SZ301611,SZ301611,2025-09-09,2026-01-16,2025-12-23,robustness,chinext,risk_on,False,,,True
