candidate_scope_id,candidate_scope_type,family_id,variant_id,family_input_status,robustness_risk_on_incremental_recall,robustness_transition_incremental_recall,train_risk_on_incremental_recall,train_transition_incremental_recall,validation_risk_on_incremental_recall,validation_transition_incremental_recall,event_count,density_full_denominator,density_vs_e1_full_denominator,events_per_instrument_year_p95,label_completeness_rate,next_open_executable_rate,event_big_winner_120d_rate,selected_for_candidate_union
R1_relative_strength_breakout__event_regime_gated,candidate_family_variant,R1_relative_strength_breakout,event_regime_gated,runnable_existing_data,0.4088397790055249,0.09,0.3422222222222222,0.3618421052631579,0.5909090909090909,0.2839506172839506,14363,3.96502386479283,2.1060117302052785,6.0,0.9974632764893833,0.9985682637438765,0.1835421521743302,False
T6_stock_vs_market_CUSUM_break__event_regime_gated,candidate_family_variant,T6_stock_vs_market_CUSUM_break,event_regime_gated,fallback_variant,0.36464088397790057,0.06,0.3422222222222222,0.35526315789473684,0.5909090909090909,0.2839506172839506,10775,2.974527058632789,1.5799120234604107,5.0,0.9970828423933752,0.9980035968049018,0.18905456189349956,False
R2_near_high_volume_expansion__all_variants,candidate_family,R2_near_high_volume_expansion,all_variants,runnable_existing_data,0.292817679558011,0.1,0.3333333333333333,0.3190789473684211,0.5454545454545454,0.2222222222222222,11120,3.0697671361481773,1.63049853372434,5.0,0.9973437532898076,0.9990312299974167,0.18338186866479028,False
R2_near_high_volume_expansion__ungated,candidate_family_variant,R2_near_high_volume_expansion,ungated,runnable_existing_data,0.292817679558011,0.1,0.3333333333333333,0.3190789473684211,0.5454545454545454,0.2222222222222222,10742,2.965417138174795,1.5750733137829913,5.0,0.9974057715432507,0.9992276269000236,0.184796277966603,False
R8_persistent_distance_above_ema__all_variants,candidate_family,R8_persistent_distance_above_ema,all_variants,runnable_existing_data,0.35359116022099446,0.08,0.3288888888888889,0.34868421052631576,0.5454545454545454,0.2716049382716049,15041,4.152191321475246,2.2054252199413487,7.0,0.9989806329645208,0.9991902064554724,0.19089073473072954,False
R8_persistent_distance_above_ema__ungated,candidate_family_variant,R8_persistent_distance_above_ema,ungated,runnable_existing_data,0.35359116022099446,0.08,0.3288888888888889,0.34868421052631576,0.5454545454545454,0.2716049382716049,13881,3.8319638144669828,2.0353372434017594,6.0,0.9989667729874507,0.999241564602127,0.18760643397647955,False
R8_persistent_distance_above_ema__event_regime_gated,candidate_family_variant,R8_persistent_distance_above_ema,event_regime_gated,runnable_existing_data,0.35359116022099446,0.08,0.3288888888888889,0.34539473684210525,0.5454545454545454,0.2716049382716049,12896,3.560046491705656,1.8909090909090909,6.0,0.9984308972534813,0.9987505045172426,0.18270780959016306,False
T5_volume_regime_shift__all_variants,candidate_family,T5_volume_regime_shift,all_variants,runnable_existing_data,0.39779005524861877,0.12,0.3288888888888889,0.34539473684210525,0.5454545454545454,0.24691358024691357,15737,4.344327825680204,2.3074780058651028,6.0,0.9978154602976185,0.9989573617684674,0.19963257941809626,False
R2_near_high_volume_expansion__event_regime_gated,candidate_family_variant,R2_near_high_volume_expansion,event_regime_gated,runnable_existing_data,0.287292817679558,0.09,0.3288888888888889,0.3125,0.5454545454545454,0.18518518518518517,9537,2.6327670123601767,1.3983870967741934,4.0,0.9961818371607344,0.9987135144018447,0.19063841725450004,False
T5_volume_regime_shift__ungated,candidate_family_variant,T5_volume_regime_shift,ungated,runnable_existing_data,0.39779005524861877,0.12,0.3244444444444444,0.34539473684210525,0.5454545454545454,0.24691358024691357,15003,4.141701110038769,2.199853372434018,6.0,0.9978238941301397,0.9991375988080975,0.1986201901981902,False
T5_volume_regime_shift__event_regime_gated,candidate_family_variant,T5_volume_regime_shift,event_regime_gated,runnable_existing_data,0.39779005524861877,0.11,0.3244444444444444,0.33881578947368424,0.5454545454545454,0.20987654320987653,12497,3.4498992716226415,1.8324046920821115,5.0,0.9968904155546087,0.9986037816407779,0.19406318184995056,False
R7_cross_sectional_momentum_rank_jump__all_variants,candidate_family,R7_cross_sectional_momentum_rank_jump,all_variants,runnable_existing_data,0.3812154696132597,0.08,0.29777777777777775,0.34210526315789475,0.5,0.24691358024691357,13084,3.6119454324966505,1.918475073313783,5.0,0.9972474784130383,0.9987295712086248,0.20335291115408113,False
R7_cross_sectional_momentum_rank_jump__ungated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,ungated,runnable_existing_data,0.3812154696132597,0.08,0.29777777777777775,0.34210526315789475,0.5,0.24691358024691357,11987,3.3091095918172844,1.757624633431085,5.0,0.9969494106840303,0.9988109711629666,0.2007932648772487,False
R7_cross_sectional_momentum_rank_jump__event_regime_gated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,event_regime_gated,runnable_existing_data,0.3812154696132597,0.07,0.29333333333333333,0.34210526315789475,0.5,0.24691358024691357,9786,2.7015055030886748,1.4348973607038122,4.0,0.9965234683969015,0.9987466929899447,0.1881984989297912,False
T8_volatility_regime_contraction_break__all_variants,candidate_family,T8_volatility_regime_contraction_break,all_variants,runnable_existing_data,0.3259668508287293,0.13,0.29333333333333333,0.34210526315789475,0.5454545454545454,0.20987654320987653,14172,3.9122967494147454,2.0780058651026394,6.0,0.9984132074992519,0.9993186362523502,0.2061491200708608,False
T8_volatility_regime_contraction_break__event_regime_gated,candidate_family_variant,T8_volatility_regime_contraction_break,event_regime_gated,runnable_existing_data,0.3259668508287293,0.13,0.29333333333333333,0.34210526315789475,0.5454545454545454,0.16049382716049382,11363,3.1368492777024946,1.6661290322580646,5.0,0.9980393997961458,0.9993994870527083,0.1856418769239717,False
T8_volatility_regime_contraction_break__ungated,candidate_family_variant,T8_volatility_regime_contraction_break,ungated,runnable_existing_data,0.3259668508287293,0.12,0.29333333333333333,0.34210526315789475,0.5454545454545454,0.20987654320987653,13331,3.6801318068337547,1.954692082111437,5.0,0.9983362477083892,0.9993523905098883,0.20567174508438268,False
R3_vcp_breakout__all_variants,candidate_family,R3_vcp_breakout,all_variants,runnable_existing_data,0.20441988950276244,0.06,0.20444444444444446,0.2236842105263158,0.36363636363636365,0.1111111111111111,9218,2.5447044479329044,1.3516129032258064,4.0,0.9983021642739046,0.9995989448751076,0.19727844702025943,False
R3_vcp_breakout__ungated,candidate_family_variant,R3_vcp_breakout,ungated,runnable_existing_data,0.20441988950276244,0.06,0.20444444444444446,0.2236842105263158,0.36363636363636365,0.1111111111111111,8850,2.44311503191649,1.2976539589442815,4.0,0.9981936795714369,0.9995928472971354,0.19591605895006223,False
R3_vcp_breakout__event_regime_gated,candidate_family_variant,R3_vcp_breakout,event_regime_gated,runnable_existing_data,0.20441988950276244,0.06,0.19555555555555557,0.2236842105263158,0.36363636363636365,0.08641975308641975,7426,2.0500081612442775,1.0888563049853373,4.0,0.9979739229493281,0.9999190938511328,0.17540678620041542,False
selected_candidate_union,candidate_union,selected_candidate_union,train_selected_union,mixed,0.049723756906077346,0.02,0.06666666666666667,0.08223684210526316,0.09090909090909091,0.0,2063,0.5695080577224542,0.3024926686217009,2.0,0.9947197622749281,0.9947197622749281,0.2072958145188032,False
T4_entropy_compression_then_directional_expansion__all_variants,candidate_family,T4_entropy_compression_then_directional_expansion,all_variants,runnable_existing_data,0.04419889502762431,0.0,0.04888888888888889,0.06907894736842106,0.09090909090909091,0.012345679012345678,1701,0.4695749908802203,0.2494134897360704,2.0,0.9960274004391777,0.9960274004391777,0.238073932868609,False
T4_entropy_compression_then_directional_expansion__ungated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,ungated,runnable_existing_data,0.04419889502762431,0.0,0.04888888888888889,0.06907894736842106,0.09090909090909091,0.012345679012345678,1658,0.4577044884652588,0.24310850439882697,2.0,0.9963745880581614,0.9963745880581614,0.23422264178654617,False
R5_growth_or_small_style_confirmation__all_variants,candidate_family,R5_growth_or_small_style_confirmation,all_variants,diagnostic_only,0.022099447513812154,0.02,0.04888888888888889,0.05263157894736842,0.09090909090909091,0.037037037037037035,2277,0.6285845116015647,0.3338709677419355,5.0,0.9994845360824742,0.9994845360824742,0.19200030354431052,False
R5_growth_or_small_style_confirmation__event_regime_gated,candidate_family_variant,R5_growth_or_small_style_confirmation,event_regime_gated,diagnostic_only,0.022099447513812154,0.02,0.04888888888888889,0.05263157894736842,0.09090909090909091,0.037037037037037035,1907,0.5264429791937567,0.2796187683284458,4.0,0.9993127147766323,0.9993127147766323,0.18938888070267165,False
R5_growth_or_small_style_confirmation__ungated,candidate_family_variant,R5_growth_or_small_style_confirmation,ungated,diagnostic_only,0.022099447513812154,0.02,0.04888888888888889,0.05263157894736842,0.09090909090909091,0.037037037037037035,2180,0.6018068666189772,0.3196480938416422,4.0,0.9994845360824742,0.9994845360824742,0.18671013386833707,False
T3_style_rotation_break__all_variants,candidate_family,T3_style_rotation_break,all_variants,diagnostic_only,0.0055248618784530384,0.02,0.017777777777777778,0.013157894736842105,0.0,0.0,674,0.18606322389962873,0.09882697947214077,2.0,0.9979381443298969,0.9979381443298969,0.24367797464707577,False
T3_style_rotation_break__event_regime_gated,candidate_family_variant,T3_style_rotation_break,event_regime_gated,diagnostic_only,0.0055248618784530384,0.02,0.017777777777777778,0.013157894736842105,0.0,0.0,629,0.1736406050932737,0.09222873900293255,2.0,0.9974226804123711,0.9974226804123711,0.1934863571977336,False
T3_style_rotation_break__ungated,candidate_family_variant,T3_style_rotation_break,ungated,diagnostic_only,0.0055248618784530384,0.02,0.017777777777777778,0.013157894736842105,0.0,0.0,630,0.17391666328897049,0.09237536656891496,2.0,0.9979381443298969,0.9979381443298969,0.20763569866010387,False
T7_board_relative_strength_break__all_variants,candidate_family,T7_board_relative_strength_break,all_variants,fallback_variant,0.0055248618784530384,0.02,0.017777777777777778,0.013157894736842105,0.0,0.0,674,0.18606322389962873,0.09882697947214077,2.0,0.9979381443298969,0.9979381443298969,0.24367797464707577,False
T7_board_relative_strength_break__ungated,candidate_family_variant,T7_board_relative_strength_break,ungated,fallback_variant,0.0055248618784530384,0.02,0.017777777777777778,0.013157894736842105,0.0,0.0,630,0.17391666328897049,0.09237536656891496,2.0,0.9979381443298969,0.9979381443298969,0.20763569866010387,False
