candidate_scope_id,candidate_scope_type,family_id,variant_id,family_input_status,mechanism_cluster,episode_split,market_regime_bucket,window,denominator_episodes,e1_only_captured_episodes,candidate_captured_episodes,e1_plus_candidate_captured_episodes,candidate_only_recall,e1_only_recall,e1_plus_candidate_recall,incremental_captures_over_e1,incremental_recall_over_e1,unique_captures_not_in_07_full_union,unique_captures_not_in_e1_e2_e3_e6,earlier_first_event_captures_vs_e1,better_basis_first_event_captures_vs_e1,percentage_point_convention,density_full_denominator,density_eligible_gated_denominator,density_vs_e1_full_denominator
R2_near_high_volume_expansion__event_regime_gated,candidate_family_variant,R2_near_high_volume_expansion,event_regime_gated,runnable_existing_data,volume_high_breakout_cluster,robustness,transition,before_first_50pct,100,40,45,49,0.45,0.4,0.49,9,0.09,9,9,,,incremental_captures_over_e1 / same split-regime-window denominator,2.6327670123601767,3.6206907461112574,1.3983870967741934
R2_near_high_volume_expansion__event_regime_gated,candidate_family_variant,R2_near_high_volume_expansion,event_regime_gated,runnable_existing_data,volume_high_breakout_cluster,train,risk_on,before_first_50pct,225,142,196,216,0.8711111111111111,0.6311111111111111,0.96,74,0.3288888888888889,71,71,,,incremental_captures_over_e1 / same split-regime-window denominator,2.6327670123601767,3.6206907461112574,1.3983870967741934
R2_near_high_volume_expansion__event_regime_gated,candidate_family_variant,R2_near_high_volume_expansion,event_regime_gated,runnable_existing_data,volume_high_breakout_cluster,train,transition,before_first_50pct,304,189,261,284,0.8585526315789473,0.6217105263157895,0.9342105263157895,95,0.3125,93,93,,,incremental_captures_over_e1 / same split-regime-window denominator,2.6327670123601767,3.6206907461112574,1.3983870967741934
R2_near_high_volume_expansion__ungated,candidate_family_variant,R2_near_high_volume_expansion,ungated,runnable_existing_data,volume_high_breakout_cluster,all,risk_on,before_first_50pct,428,240,355,380,0.8294392523364486,0.5607476635514018,0.8878504672897196,140,0.32710280373831774,136,136,,,incremental_captures_over_e1 / same split-regime-window denominator,2.965417138174795,2.965417138174795,1.5750733137829913
R2_near_high_volume_expansion__ungated,candidate_family_variant,R2_near_high_volume_expansion,ungated,runnable_existing_data,volume_high_breakout_cluster,all,transition,before_first_50pct,485,286,377,411,0.777319587628866,0.5896907216494846,0.8474226804123711,125,0.25773195876288657,123,123,,,incremental_captures_over_e1 / same split-regime-window denominator,2.965417138174795,2.965417138174795,1.5750733137829913
R2_near_high_volume_expansion__ungated,candidate_family_variant,R2_near_high_volume_expansion,ungated,runnable_existing_data,volume_high_breakout_cluster,robustness,risk_on,before_first_50pct,181,89,136,142,0.7513812154696132,0.49171270718232046,0.7845303867403315,53,0.292817679558011,52,52,,,incremental_captures_over_e1 / same split-regime-window denominator,2.965417138174795,2.965417138174795,1.5750733137829913
R2_near_high_volume_expansion__ungated,candidate_family_variant,R2_near_high_volume_expansion,ungated,runnable_existing_data,volume_high_breakout_cluster,robustness,transition,before_first_50pct,100,40,47,50,0.47,0.4,0.5,10,0.1,10,10,,,incremental_captures_over_e1 / same split-regime-window denominator,2.965417138174795,2.965417138174795,1.5750733137829913
R2_near_high_volume_expansion__ungated,candidate_family_variant,R2_near_high_volume_expansion,ungated,runnable_existing_data,volume_high_breakout_cluster,train,risk_on,before_first_50pct,225,142,198,217,0.88,0.6311111111111111,0.9644444444444444,75,0.3333333333333333,72,72,,,incremental_captures_over_e1 / same split-regime-window denominator,2.965417138174795,2.965417138174795,1.5750733137829913
R2_near_high_volume_expansion__ungated,candidate_family_variant,R2_near_high_volume_expansion,ungated,runnable_existing_data,volume_high_breakout_cluster,train,transition,before_first_50pct,304,189,264,286,0.868421052631579,0.6217105263157895,0.9407894736842105,97,0.3190789473684211,95,95,,,incremental_captures_over_e1 / same split-regime-window denominator,2.965417138174795,2.965417138174795,1.5750733137829913
R3_vcp_breakout__event_regime_gated,candidate_family_variant,R3_vcp_breakout,event_regime_gated,runnable_existing_data,compression_break_cluster,all,risk_on,before_first_50pct,428,240,229,329,0.5350467289719626,0.5607476635514018,0.7686915887850467,89,0.20794392523364486,88,88,,,incremental_captures_over_e1 / same split-regime-window denominator,2.0500081612442775,2.8192565251779595,1.0888563049853373
R3_vcp_breakout__event_regime_gated,candidate_family_variant,R3_vcp_breakout,event_regime_gated,runnable_existing_data,compression_break_cluster,all,transition,before_first_50pct,485,286,259,367,0.534020618556701,0.5896907216494846,0.756701030927835,81,0.1670103092783505,80,80,,,incremental_captures_over_e1 / same split-regime-window denominator,2.0500081612442775,2.8192565251779595,1.0888563049853373
R3_vcp_breakout__event_regime_gated,candidate_family_variant,R3_vcp_breakout,event_regime_gated,runnable_existing_data,compression_break_cluster,robustness,risk_on,before_first_50pct,181,89,95,126,0.5248618784530387,0.49171270718232046,0.6961325966850829,37,0.20441988950276244,37,37,,,incremental_captures_over_e1 / same split-regime-window denominator,2.0500081612442775,2.8192565251779595,1.0888563049853373
R3_vcp_breakout__event_regime_gated,candidate_family_variant,R3_vcp_breakout,event_regime_gated,runnable_existing_data,compression_break_cluster,robustness,transition,before_first_50pct,100,40,31,46,0.31,0.4,0.46,6,0.06,6,6,,,incremental_captures_over_e1 / same split-regime-window denominator,2.0500081612442775,2.8192565251779595,1.0888563049853373
R3_vcp_breakout__event_regime_gated,candidate_family_variant,R3_vcp_breakout,event_regime_gated,runnable_existing_data,compression_break_cluster,train,risk_on,before_first_50pct,225,142,124,186,0.5511111111111111,0.6311111111111111,0.8266666666666667,44,0.19555555555555557,43,43,,,incremental_captures_over_e1 / same split-regime-window denominator,2.0500081612442775,2.8192565251779595,1.0888563049853373
R3_vcp_breakout__event_regime_gated,candidate_family_variant,R3_vcp_breakout,event_regime_gated,runnable_existing_data,compression_break_cluster,train,transition,before_first_50pct,304,189,190,257,0.625,0.6217105263157895,0.8453947368421053,68,0.2236842105263158,67,67,,,incremental_captures_over_e1 / same split-regime-window denominator,2.0500081612442775,2.8192565251779595,1.0888563049853373
R3_vcp_breakout__ungated,candidate_family_variant,R3_vcp_breakout,ungated,runnable_existing_data,compression_break_cluster,all,risk_on,before_first_50pct,428,240,237,331,0.5537383177570093,0.5607476635514018,0.7733644859813084,91,0.21261682242990654,90,90,,,incremental_captures_over_e1 / same split-regime-window denominator,2.44311503191649,2.44311503191649,1.2976539589442815
R3_vcp_breakout__ungated,candidate_family_variant,R3_vcp_breakout,ungated,runnable_existing_data,compression_break_cluster,all,transition,before_first_50pct,485,286,273,369,0.5628865979381443,0.5896907216494846,0.7608247422680412,83,0.1711340206185567,82,82,,,incremental_captures_over_e1 / same split-regime-window denominator,2.44311503191649,2.44311503191649,1.2976539589442815
R3_vcp_breakout__ungated,candidate_family_variant,R3_vcp_breakout,ungated,runnable_existing_data,compression_break_cluster,robustness,risk_on,before_first_50pct,181,89,99,126,0.5469613259668509,0.49171270718232046,0.6961325966850829,37,0.20441988950276244,37,37,,,incremental_captures_over_e1 / same split-regime-window denominator,2.44311503191649,2.44311503191649,1.2976539589442815
R3_vcp_breakout__ungated,candidate_family_variant,R3_vcp_breakout,ungated,runnable_existing_data,compression_break_cluster,robustness,transition,before_first_50pct,100,40,34,46,0.34,0.4,0.46,6,0.06,6,6,,,incremental_captures_over_e1 / same split-regime-window denominator,2.44311503191649,2.44311503191649,1.2976539589442815
R3_vcp_breakout__ungated,candidate_family_variant,R3_vcp_breakout,ungated,runnable_existing_data,compression_break_cluster,train,risk_on,before_first_50pct,225,142,127,188,0.5644444444444444,0.6311111111111111,0.8355555555555556,46,0.20444444444444446,45,45,,,incremental_captures_over_e1 / same split-regime-window denominator,2.44311503191649,2.44311503191649,1.2976539589442815
R3_vcp_breakout__ungated,candidate_family_variant,R3_vcp_breakout,ungated,runnable_existing_data,compression_break_cluster,train,transition,before_first_50pct,304,189,191,257,0.6282894736842105,0.6217105263157895,0.8453947368421053,68,0.2236842105263158,67,67,,,incremental_captures_over_e1 / same split-regime-window denominator,2.44311503191649,2.44311503191649,1.2976539589442815
R5_growth_or_small_style_confirmation__event_regime_gated,candidate_family_variant,R5_growth_or_small_style_confirmation,event_regime_gated,diagnostic_only,board_style_cluster,all,risk_on,before_first_50pct,428,240,61,257,0.1425233644859813,0.5607476635514018,0.6004672897196262,17,0.0397196261682243,16,16,,,incremental_captures_over_e1 / same split-regime-window denominator,0.5264429791937567,0.7239862905351964,0.2796187683284458
R5_growth_or_small_style_confirmation__event_regime_gated,candidate_family_variant,R5_growth_or_small_style_confirmation,event_regime_gated,diagnostic_only,board_style_cluster,all,transition,before_first_50pct,485,286,76,307,0.15670103092783505,0.5896907216494846,0.6329896907216495,21,0.04329896907216495,20,20,,,incremental_captures_over_e1 / same split-regime-window denominator,0.5264429791937567,0.7239862905351964,0.2796187683284458
R5_growth_or_small_style_confirmation__event_regime_gated,candidate_family_variant,R5_growth_or_small_style_confirmation,event_regime_gated,diagnostic_only,board_style_cluster,robustness,risk_on,before_first_50pct,181,89,25,93,0.13812154696132597,0.49171270718232046,0.5138121546961326,4,0.022099447513812154,4,4,,,incremental_captures_over_e1 / same split-regime-window denominator,0.5264429791937567,0.7239862905351964,0.2796187683284458
R5_growth_or_small_style_confirmation__event_regime_gated,candidate_family_variant,R5_growth_or_small_style_confirmation,event_regime_gated,diagnostic_only,board_style_cluster,robustness,transition,before_first_50pct,100,40,14,42,0.14,0.4,0.42,2,0.02,2,2,,,incremental_captures_over_e1 / same split-regime-window denominator,0.5264429791937567,0.7239862905351964,0.2796187683284458
R5_growth_or_small_style_confirmation__event_regime_gated,candidate_family_variant,R5_growth_or_small_style_confirmation,event_regime_gated,diagnostic_only,board_style_cluster,train,risk_on,before_first_50pct,225,142,33,153,0.14666666666666667,0.6311111111111111,0.68,11,0.04888888888888889,10,10,,,incremental_captures_over_e1 / same split-regime-window denominator,0.5264429791937567,0.7239862905351964,0.2796187683284458
R5_growth_or_small_style_confirmation__event_regime_gated,candidate_family_variant,R5_growth_or_small_style_confirmation,event_regime_gated,diagnostic_only,board_style_cluster,train,transition,before_first_50pct,304,189,50,205,0.16447368421052633,0.6217105263157895,0.6743421052631579,16,0.05263157894736842,15,15,,,incremental_captures_over_e1 / same split-regime-window denominator,0.5264429791937567,0.7239862905351964,0.2796187683284458
R5_growth_or_small_style_confirmation__ungated,candidate_family_variant,R5_growth_or_small_style_confirmation,ungated,diagnostic_only,board_style_cluster,all,risk_on,before_first_50pct,428,240,61,257,0.1425233644859813,0.5607476635514018,0.6004672897196262,17,0.0397196261682243,16,16,,,incremental_captures_over_e1 / same split-regime-window denominator,0.6018068666189772,0.6018068666189772,0.3196480938416422
R5_growth_or_small_style_confirmation__ungated,candidate_family_variant,R5_growth_or_small_style_confirmation,ungated,diagnostic_only,board_style_cluster,all,transition,before_first_50pct,485,286,82,307,0.16907216494845362,0.5896907216494846,0.6329896907216495,21,0.04329896907216495,20,20,,,incremental_captures_over_e1 / same split-regime-window denominator,0.6018068666189772,0.6018068666189772,0.3196480938416422
R5_growth_or_small_style_confirmation__ungated,candidate_family_variant,R5_growth_or_small_style_confirmation,ungated,diagnostic_only,board_style_cluster,robustness,risk_on,before_first_50pct,181,89,25,93,0.13812154696132597,0.49171270718232046,0.5138121546961326,4,0.022099447513812154,4,4,,,incremental_captures_over_e1 / same split-regime-window denominator,0.6018068666189772,0.6018068666189772,0.3196480938416422
R5_growth_or_small_style_confirmation__ungated,candidate_family_variant,R5_growth_or_small_style_confirmation,ungated,diagnostic_only,board_style_cluster,robustness,transition,before_first_50pct,100,40,14,42,0.14,0.4,0.42,2,0.02,2,2,,,incremental_captures_over_e1 / same split-regime-window denominator,0.6018068666189772,0.6018068666189772,0.3196480938416422
R5_growth_or_small_style_confirmation__ungated,candidate_family_variant,R5_growth_or_small_style_confirmation,ungated,diagnostic_only,board_style_cluster,train,risk_on,before_first_50pct,225,142,33,153,0.14666666666666667,0.6311111111111111,0.68,11,0.04888888888888889,10,10,,,incremental_captures_over_e1 / same split-regime-window denominator,0.6018068666189772,0.6018068666189772,0.3196480938416422
R5_growth_or_small_style_confirmation__ungated,candidate_family_variant,R5_growth_or_small_style_confirmation,ungated,diagnostic_only,board_style_cluster,train,transition,before_first_50pct,304,189,50,205,0.16447368421052633,0.6217105263157895,0.6743421052631579,16,0.05263157894736842,15,15,,,incremental_captures_over_e1 / same split-regime-window denominator,0.6018068666189772,0.6018068666189772,0.3196480938416422
R6_market_breadth_thrust__event_regime_gated,candidate_family_variant,R6_market_breadth_thrust,event_regime_gated,runnable_existing_data,breadth_cluster,all,risk_on,before_first_50pct,428,240,402,408,0.9392523364485982,0.5607476635514018,0.9532710280373832,168,0.3925233644859813,164,164,,,incremental_captures_over_e1 / same split-regime-window denominator,4.4732470030705995,6.151795412602162,2.3759530791788857
R6_market_breadth_thrust__event_regime_gated,candidate_family_variant,R6_market_breadth_thrust,event_regime_gated,runnable_existing_data,breadth_cluster,all,transition,before_first_50pct,485,286,412,423,0.8494845360824742,0.5896907216494846,0.8721649484536083,137,0.2824742268041237,134,134,,,incremental_captures_over_e1 / same split-regime-window denominator,4.4732470030705995,6.151795412602162,2.3759530791788857
R6_market_breadth_thrust__event_regime_gated,candidate_family_variant,R6_market_breadth_thrust,event_regime_gated,runnable_existing_data,breadth_cluster,robustness,risk_on,before_first_50pct,181,89,163,166,0.9005524861878453,0.49171270718232046,0.9171270718232044,77,0.425414364640884,76,76,,,incremental_captures_over_e1 / same split-regime-window denominator,4.4732470030705995,6.151795412602162,2.3759530791788857
R6_market_breadth_thrust__event_regime_gated,candidate_family_variant,R6_market_breadth_thrust,event_regime_gated,runnable_existing_data,breadth_cluster,robustness,transition,before_first_50pct,100,40,43,47,0.43,0.4,0.47,7,0.07,7,7,,,incremental_captures_over_e1 / same split-regime-window denominator,4.4732470030705995,6.151795412602162,2.3759530791788857
R6_market_breadth_thrust__event_regime_gated,candidate_family_variant,R6_market_breadth_thrust,event_regime_gated,runnable_existing_data,breadth_cluster,train,risk_on,before_first_50pct,225,142,217,220,0.9644444444444444,0.6311111111111111,0.9777777777777777,78,0.3466666666666667,75,75,,,incremental_captures_over_e1 / same split-regime-window denominator,4.4732470030705995,6.151795412602162,2.3759530791788857
R6_market_breadth_thrust__event_regime_gated,candidate_family_variant,R6_market_breadth_thrust,event_regime_gated,runnable_existing_data,breadth_cluster,train,transition,before_first_50pct,304,189,292,297,0.9605263157894737,0.6217105263157895,0.9769736842105263,108,0.35526315789473684,105,105,,,incremental_captures_over_e1 / same split-regime-window denominator,4.4732470030705995,6.151795412602162,2.3759530791788857
R6_market_breadth_thrust__ungated,candidate_family_variant,R6_market_breadth_thrust,ungated,runnable_existing_data,breadth_cluster,all,risk_on,before_first_50pct,428,240,402,408,0.9392523364485982,0.5607476635514018,0.9532710280373832,168,0.3925233644859813,164,164,,,incremental_captures_over_e1 / same split-regime-window denominator,5.453253597794164,5.453253597794164,2.8964809384164223
R6_market_breadth_thrust__ungated,candidate_family_variant,R6_market_breadth_thrust,ungated,runnable_existing_data,breadth_cluster,all,transition,before_first_50pct,485,286,416,424,0.8577319587628865,0.5896907216494846,0.8742268041237113,138,0.2845360824742268,135,135,,,incremental_captures_over_e1 / same split-regime-window denominator,5.453253597794164,5.453253597794164,2.8964809384164223
R6_market_breadth_thrust__ungated,candidate_family_variant,R6_market_breadth_thrust,ungated,runnable_existing_data,breadth_cluster,robustness,risk_on,before_first_50pct,181,89,163,166,0.9005524861878453,0.49171270718232046,0.9171270718232044,77,0.425414364640884,76,76,,,incremental_captures_over_e1 / same split-regime-window denominator,5.453253597794164,5.453253597794164,2.8964809384164223
R6_market_breadth_thrust__ungated,candidate_family_variant,R6_market_breadth_thrust,ungated,runnable_existing_data,breadth_cluster,robustness,transition,before_first_50pct,100,40,45,47,0.45,0.4,0.47,7,0.07,7,7,,,incremental_captures_over_e1 / same split-regime-window denominator,5.453253597794164,5.453253597794164,2.8964809384164223
R6_market_breadth_thrust__ungated,candidate_family_variant,R6_market_breadth_thrust,ungated,runnable_existing_data,breadth_cluster,train,risk_on,before_first_50pct,225,142,217,220,0.9644444444444444,0.6311111111111111,0.9777777777777777,78,0.3466666666666667,75,75,,,incremental_captures_over_e1 / same split-regime-window denominator,5.453253597794164,5.453253597794164,2.8964809384164223
R6_market_breadth_thrust__ungated,candidate_family_variant,R6_market_breadth_thrust,ungated,runnable_existing_data,breadth_cluster,train,transition,before_first_50pct,304,189,293,298,0.9638157894736842,0.6217105263157895,0.9802631578947368,109,0.35855263157894735,106,106,,,incremental_captures_over_e1 / same split-regime-window denominator,5.453253597794164,5.453253597794164,2.8964809384164223
R7_cross_sectional_momentum_rank_jump__event_regime_gated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,event_regime_gated,runnable_existing_data,relative_strength_cluster,all,risk_on,before_first_50pct,428,240,367,386,0.8574766355140186,0.5607476635514018,0.9018691588785047,146,0.3411214953271028,142,142,,,incremental_captures_over_e1 / same split-regime-window denominator,2.7015055030886748,3.7152227788030583,1.4348973607038122
R7_cross_sectional_momentum_rank_jump__event_regime_gated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,event_regime_gated,runnable_existing_data,relative_strength_cluster,all,transition,before_first_50pct,485,286,397,417,0.8185567010309278,0.5896907216494846,0.8597938144329897,131,0.27010309278350514,128,128,,,incremental_captures_over_e1 / same split-regime-window denominator,2.7015055030886748,3.7152227788030583,1.4348973607038122
R7_cross_sectional_momentum_rank_jump__event_regime_gated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,event_regime_gated,runnable_existing_data,relative_strength_cluster,robustness,risk_on,before_first_50pct,181,89,146,158,0.8066298342541437,0.49171270718232046,0.8729281767955801,69,0.3812154696132597,68,68,,,incremental_captures_over_e1 / same split-regime-window denominator,2.7015055030886748,3.7152227788030583,1.4348973607038122
R7_cross_sectional_momentum_rank_jump__event_regime_gated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,event_regime_gated,runnable_existing_data,relative_strength_cluster,robustness,transition,before_first_50pct,100,40,40,47,0.4,0.4,0.47,7,0.07,7,7,,,incremental_captures_over_e1 / same split-regime-window denominator,2.7015055030886748,3.7152227788030583,1.4348973607038122
R7_cross_sectional_momentum_rank_jump__event_regime_gated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,event_regime_gated,runnable_existing_data,relative_strength_cluster,train,risk_on,before_first_50pct,225,142,201,208,0.8933333333333333,0.6311111111111111,0.9244444444444444,66,0.29333333333333333,63,63,,,incremental_captures_over_e1 / same split-regime-window denominator,2.7015055030886748,3.7152227788030583,1.4348973607038122
R7_cross_sectional_momentum_rank_jump__event_regime_gated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,event_regime_gated,runnable_existing_data,relative_strength_cluster,train,transition,before_first_50pct,304,189,285,293,0.9375,0.6217105263157895,0.9638157894736842,104,0.34210526315789475,101,101,,,incremental_captures_over_e1 / same split-regime-window denominator,2.7015055030886748,3.7152227788030583,1.4348973607038122
R7_cross_sectional_momentum_rank_jump__ungated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,ungated,runnable_existing_data,relative_strength_cluster,all,risk_on,before_first_50pct,428,240,376,387,0.8785046728971962,0.5607476635514018,0.9042056074766355,147,0.34345794392523366,143,143,,,incremental_captures_over_e1 / same split-regime-window denominator,3.3091095918172844,3.3091095918172844,1.757624633431085
R7_cross_sectional_momentum_rank_jump__ungated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,ungated,runnable_existing_data,relative_strength_cluster,all,transition,before_first_50pct,485,286,405,418,0.8350515463917526,0.5896907216494846,0.8618556701030928,132,0.2721649484536082,129,129,,,incremental_captures_over_e1 / same split-regime-window denominator,3.3091095918172844,3.3091095918172844,1.757624633431085
R7_cross_sectional_momentum_rank_jump__ungated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,ungated,runnable_existing_data,relative_strength_cluster,robustness,risk_on,before_first_50pct,181,89,153,158,0.8453038674033149,0.49171270718232046,0.8729281767955801,69,0.3812154696132597,68,68,,,incremental_captures_over_e1 / same split-regime-window denominator,3.3091095918172844,3.3091095918172844,1.757624633431085
R7_cross_sectional_momentum_rank_jump__ungated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,ungated,runnable_existing_data,relative_strength_cluster,robustness,transition,before_first_50pct,100,40,44,48,0.44,0.4,0.48,8,0.08,8,8,,,incremental_captures_over_e1 / same split-regime-window denominator,3.3091095918172844,3.3091095918172844,1.757624633431085
R7_cross_sectional_momentum_rank_jump__ungated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,ungated,runnable_existing_data,relative_strength_cluster,train,risk_on,before_first_50pct,225,142,203,209,0.9022222222222223,0.6311111111111111,0.9288888888888889,67,0.29777777777777775,64,64,,,incremental_captures_over_e1 / same split-regime-window denominator,3.3091095918172844,3.3091095918172844,1.757624633431085
R7_cross_sectional_momentum_rank_jump__ungated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,ungated,runnable_existing_data,relative_strength_cluster,train,transition,before_first_50pct,304,189,286,293,0.9407894736842105,0.6217105263157895,0.9638157894736842,104,0.34210526315789475,101,101,,,incremental_captures_over_e1 / same split-regime-window denominator,3.3091095918172844,3.3091095918172844,1.757624633431085
R8_persistent_distance_above_ema__event_regime_gated,candidate_family_variant,R8_persistent_distance_above_ema,event_regime_gated,runnable_existing_data,persistent_trend_cluster,all,risk_on,before_first_50pct,428,240,353,390,0.8247663551401869,0.5607476635514018,0.9112149532710281,150,0.35046728971962615,146,146,,,incremental_captures_over_e1 / same split-regime-window denominator,3.560046491705656,4.895924070656473,1.8909090909090909
