condition,kind,n_terms,atom_indices,covered_events_t0_t30,coverage_t0_t30,eligible_day_density,median_closest_hit_offset,median_earliest_hit_offset,robustness_covered_events,robustness_coverage_t0_t30,train_covered_events,train_coverage_t0_t30,validation_covered_events,validation_coverage_t0_t30
close_ema5_gt_m5pct,single,1,147,845,1.0,0.9873136631039036,0.0,0.0,241,1.0,446,1.0,158,1.0
close_near_high3_gt_m10pct,single,1,196,845,1.0,0.9875615221580936,0.0,0.0,241,1.0,446,1.0,158,1.0
ret3_gt_m10pct,single,1,181,845,1.0,0.9895241611994355,0.0,0.0,241,1.0,446,1.0,158,1.0
close_ma10_gt_m10pct,single,1,111,845,1.0,0.9916031422458054,0.0,0.0,241,1.0,446,1.0,158,1.0
close_ma3_gt_m5pct,single,1,98,845,1.0,0.9918661763441295,0.0,0.0,241,1.0,446,1.0,158,1.0
close_ema10_gt_m10pct,single,1,153,845,1.0,0.9960114925667576,0.0,0.0,241,1.0,446,1.0,158,1.0
close_ema3_gt_m5pct,single,1,140,845,1.0,0.996959932825138,0.0,0.0,241,1.0,446,1.0,158,1.0
close_ma5_gt_m10pct,single,1,104,845,1.0,0.9983155701011164,0.0,0.0,241,1.0,446,1.0,158,1.0
close_ema5_gt_m10pct,single,1,146,845,1.0,0.9995750987642456,0.0,0.0,241,1.0,446,1.0,158,1.0
close_ma3_gt_m10pct,single,1,97,845,1.0,0.9998533079067038,0.0,0.0,241,1.0,446,1.0,158,1.0
boll20_pct_b_gt_m0_5,single,1,339,845,1.0,0.9999747082597765,0.0,0.0,241,1.0,446,1.0,158,1.0
close_ema3_gt_m10pct,single,1,139,845,1.0,0.9999924124779329,0.0,0.0,241,1.0,446,1.0,158,1.0
always_pit_executable,single,1,0,845,1.0,1.0,0.0,0.0,241,1.0,446,1.0,158,1.0
money_ratio60_gt_0_8,single,1,33,844,0.9988165680473373,0.5741832032494828,0.0,0.0,240,0.995850622406639,446,1.0,158,1.0
rps10_gt_40,single,1,240,844,0.9988165680473373,0.6294481848118042,1.0,1.0,241,1.0,445,0.9977578475336323,158,1.0
boll20_pct_b_gt_0_3,single,1,342,844,0.9988165680473373,0.687553428801222,1.0,1.0,241,1.0,446,1.0,157,0.9936708860759493
close_near_high10_gt_m5pct,single,1,247,844,0.9988165680473373,0.7079714506836358,1.0,1.0,241,1.0,445,0.9977578475336323,158,1.0
close_ma20_gt_m5pct,single,1,119,844,0.9988165680473373,0.8740471336870804,0.0,0.0,241,1.0,446,1.0,157,0.9936708860759493
ret20_gt_m10pct,single,1,256,844,0.9988165680473373,0.8990556064200553,0.0,0.0,241,1.0,445,0.9977578475336323,158,1.0
rsi14_gt_35,single,1,331,844,0.9988165680473373,0.9116433055292803,0.0,0.0,241,1.0,445,0.9977578475336323,158,1.0
ret5_gt_2pct,single,1,209,843,0.9976331360946745,0.30730981875938956,4.0,4.0,241,1.0,445,0.9977578475336323,157,0.9936708860759493
close_ema10_gt_0pct,single,1,156,843,0.9976331360946745,0.4951085774407794,3.0,3.0,240,0.995850622406639,446,1.0,157,0.9936708860759493
boll20_width_ratio60_gt_0_5,single,1,347,843,0.9976331360946745,0.9215526093488389,0.0,0.0,240,0.995850622406639,445,0.9977578475336323,158,1.0
vol_ratio20_gt_1_2,single,1,75,842,0.9964497041420118,0.2511545679412018,1.0,1.0,239,0.991701244813278,445,0.9977578475336323,158,1.0
rps3_gt_70,single,1,193,842,0.9964497041420118,0.30567344316693057,3.0,3.0,241,1.0,443,0.9932735426008968,158,1.0
ma5_gt_ma10,single,1,357,842,0.9964497041420118,0.5015630295458109,4.0,4.0,240,0.995850622406639,445,0.9977578475336323,157,0.9936708860759493
rsi14_gt_40,single,1,332,842,0.9964497041420118,0.8118699195216826,0.0,0.0,241,1.0,445,0.9977578475336323,156,0.9873417721518988
close_near_high20_gt_m10pct,single,1,271,842,0.9964497041420118,0.8127146636451468,0.0,0.0,240,0.995850622406639,445,0.9977578475336323,157,0.9936708860759493
ret3_gt_2pct,single,1,184,841,0.9952662721893492,0.25677692179288086,3.0,3.0,241,1.0,445,0.9977578475336323,155,0.9810126582278481
money_ratio20_gt_1_2,single,1,27,841,0.9952662721893492,0.2570273100210933,1.0,1.0,240,0.995850622406639,443,0.9932735426008968,158,1.0
ret10_gt_0pct,single,1,233,841,0.9952662721893492,0.514064736738276,3.0,3.0,240,0.995850622406639,445,0.9977578475336323,156,0.9873417721518988
rps10_gt_50,single,1,241,841,0.9952662721893492,0.5263489349648192,2.0,2.0,241,1.0,443,0.9932735426008968,157,0.9936708860759493
close_ma20_gt_m2pct,single,1,120,841,0.9952662721893492,0.6900851319975922,1.0,1.0,241,1.0,444,0.9955156950672646,156,0.9873417721518988
ret20_gt_m5pct,single,1,257,841,0.9952662721893492,0.7541212890694157,0.0,0.0,241,1.0,444,0.9955156950672646,156,0.9873417721518988
close_near_high10_gt_m2pct,single,1,248,840,0.9940828402366864,0.4174907558689483,4.0,4.0,241,1.0,442,0.9910313901345291,157,0.9936708860759493
close_ema20_gt_m2pct,single,1,162,840,0.9940828402366864,0.7223498050006829,1.0,1.0,240,0.995850622406639,444,0.9955156950672646,156,0.9873417721518988
rps5_gt_70,single,1,218,839,0.9928994082840237,0.3082557298437476,4.0,4.0,240,0.995850622406639,441,0.9887892376681614,158,1.0
rps20_gt_30,single,1,264,838,0.991715976331361,0.7349349749358854,0.0,0.0,238,0.9875518672199171,443,0.9932735426008968,157,0.9936708860759493
boll20_width_ratio60_lt_1_5,single,1,356,838,0.991715976331361,0.7965810625565902,0.0,0.0,240,0.995850622406639,440,0.9865470852017937,158,1.0
money_ratio3_gt_1_5,single,1,4,837,0.9905325443786982,0.12447835785789077,4.0,4.0,240,0.995850622406639,439,0.984304932735426,158,1.0
boll20_width_ratio60_gt_0_8,single,1,349,837,0.9905325443786982,0.6746748746794272,0.0,0.0,239,0.991701244813278,440,0.9865470852017937,158,1.0
close_ema60_gt_m10pct,single,1,167,836,0.9893491124260355,0.9405011811242684,0.0,0.0,241,1.0,442,0.9910313901345291,153,0.9683544303797469
vol_ratio60_gt_1,single,1,82,835,0.9881656804733728,0.39496340285189663,0.0,0.0,238,0.9875518672199171,439,0.984304932735426,158,1.0
close_ma60_gt_m10pct,single,1,125,835,0.9881656804733728,0.9133302646021862,0.0,0.0,241,1.0,441,0.9887892376681614,153,0.9683544303797469
rps10_gt_60,single,1,242,834,0.98698224852071,0.4199415254966033,4.0,4.0,237,0.983402489626556,440,0.9865470852017937,157,0.9936708860759493
boll20_pct_b_gt_0_5,single,1,343,834,0.98698224852071,0.5044108794949745,4.0,4.0,237,0.983402489626556,442,0.9910313901345291,155,0.9810126582278481
close_ma20_gt_0pct,single,1,121,834,0.98698224852071,0.5044766380195556,4.0,4.0,237,0.983402489626556,442,0.9910313901345291,155,0.9810126582278481
rsi14_gt_45,single,1,333,834,0.98698224852071,0.6665587552417132,1.0,1.0,238,0.9875518672199171,442,0.9910313901345291,154,0.9746835443037974
vol_ratio3_gt_1_5,single,1,52,833,0.9857988165680474,0.12116261071459283,4.0,4.0,239,0.991701244813278,436,0.9775784753363229,158,1.0
money_ratio5_gt_1_5,single,1,12,833,0.9857988165680474,0.12265229421375567,4.0,4.0,239,0.991701244813278,437,0.9798206278026906,157,0.9936708860759493
money_ratio10_gt_1_5,single,1,20,832,0.9846153846153847,0.1269898276620821,5.0,5.0,239,0.991701244813278,436,0.9775784753363229,157,0.9936708860759493
money_ratio60_gt_1,single,1,34,832,0.9846153846153847,0.396493553135417,0.0,0.0,236,0.979253112033195,438,0.9820627802690582,158,1.0
ret10_gt_2pct,single,1,234,831,0.9834319526627219,0.3674004643563505,5.0,5.0,236,0.979253112033195,443,0.9932735426008968,152,0.9620253164556962
drawup_from_low60_gt_5pct,single,1,301,831,0.9834319526627219,0.692963332035024,0.0,0.0,238,0.9875518672199171,442,0.9910313901345291,151,0.9556962025316456
close_ema20_gt_0pct,single,1,163,830,0.9822485207100592,0.5010647822634084,3.0,3.0,237,0.983402489626556,440,0.9865470852017937,153,0.9683544303797469
rps20_gt_40,single,1,265,830,0.9822485207100592,0.6350477760972821,0.0,0.0,234,0.970954356846473,441,0.9887892376681614,155,0.9810126582278481
ema5_gt_ema10,single,1,362,829,0.9810650887573964,0.5030577713930184,4.0,4.0,237,0.983402489626556,439,0.984304932735426,153,0.9683544303797469
vol_ratio5_gt_1_5,single,1,60,828,0.9798816568047337,0.11847662790285948,4.0,4.0,238,0.9875518672199171,433,0.9708520179372198,157,0.9936708860759493
drawup_from_low20_gt_5pct,single,1,276,824,0.9751479289940829,0.47679229917093674,2.0,2.0,234,0.970954356846473,439,0.984304932735426,151,0.9556962025316456
close_ma5_gt_2pct,single,1,108,822,0.9727810650887574,0.17047138745428517,4.0,4.0,233,0.966804979253112,438,0.9820627802690582,151,0.9556962025316456
rps3_gt_80,single,1,194,822,0.9727810650887574,0.19889424511742956,4.0,4.0,234,0.970954356846473,432,0.968609865470852,156,0.9873417721518988
close_ma10_gt_2pct,single,1,115,822,0.9727810650887574,0.25774559544344006,5.0,5.0,233,0.966804979253112,440,0.9865470852017937,149,0.9430379746835443
vol_ratio60_gt_1_2,single,1,83,821,0.9715976331360947,0.26458954034791315,1.0,1.0,235,0.975103734439834,428,0.9596412556053812,158,1.0
close_near_high20_gt_m5pct,single,1,272,821,0.9715976331360947,0.5471994456050543,3.0,3.0,233,0.966804979253112,435,0.9753363228699552,153,0.9683544303797469
close_near_high10_gt_0pct,single,1,249,818,0.9680473372781065,0.17377954707551607,7.0,7.0,235,0.975103734439834,432,0.968609865470852,151,0.9556962025316456
close_breaks_high10,single,1,250,818,0.9680473372781065,0.17377954707551607,7.0,7.0,235,0.975103734439834,432,0.968609865470852,151,0.9556962025316456
ret20_gt_0pct,single,1,258,818,0.9680473372781065,0.5180709483896749,3.0,3.0,232,0.9626556016597511,436,0.9775784753363229,150,0.9493670886075949
rps20_gt_50,single,1,266,818,0.9680473372781065,0.5321609768681744,1.5,1.5,230,0.9543568464730291,436,0.9775784753363229,152,0.9620253164556962
boll20_width_ratio60_lt_1_2,single,1,354,818,0.9680473372781065,0.6647073998573546,0.0,0.0,234,0.970954356846473,429,0.9618834080717489,155,0.9810126582278481
close_ema60_gt_m5pct,single,1,168,818,0.9680473372781065,0.8085946391627422,0.0,0.0,234,0.970954356846473,435,0.9753363228699552,149,0.9430379746835443
money_ratio60_gt_1_2,single,1,35,816,0.9656804733727811,0.27435973959624266,1.0,1.0,232,0.9626556016597511,427,0.9573991031390134,157,0.9936708860759493
vol_ratio10_gt_1_5,single,1,68,815,0.9644970414201184,0.12135735711431361,5.0,5.0,235,0.975103734439834,423,0.9484304932735426,157,0.9936708860759493
drawup_from_low10_gt_5pct,single,1,251,815,0.9644970414201184,0.32954125841582654,3.0,3.0,230,0.9543568464730291,438,0.9820627802690582,147,0.930379746835443
money_ratio20_gt_1_5,single,1,28,814,0.9633136094674556,0.13702306100873576,5.0,5.0,234,0.970954356846473,423,0.9484304932735426,157,0.9936708860759493
ma10_gt_ma20,single,1,358,813,0.9621301775147929,0.5101065793933017,3.0,3.0,232,0.9626556016597511,430,0.9641255605381166,151,0.9556962025316456
rsi14_gt_50,single,1,334,808,0.9562130177514793,0.5050558188706732,3.0,3.0,230,0.9543568464730291,432,0.968609865470852,146,0.9240506329113924
close_ema10_gt_2pct,single,1,157,807,0.9550295857988166,0.22545057235208127,5.0,5.0,226,0.9377593360995851,435,0.9753363228699552,146,0.9240506329113924
boll20_width_ratio60_gt_1,single,1,351,805,0.9526627218934911,0.47675941990864623,0.0,0.0,231,0.9585062240663901,419,0.9394618834080718,155,0.9810126582278481
close_ma60_gt_m5pct,single,1,126,803,0.9502958579881656,0.7715902940417718,0.0,0.0,229,0.950207468879668,425,0.952914798206278,149,0.9430379746835443
drawup_from_low5_gt_5pct,single,1,226,802,0.9491124260355029,0.1964561213598863,4.0,4.0,225,0.9336099585062241,431,0.9663677130044843,146,0.9240506329113924
vol_ratio120_gt_0_8,single,1,89,802,0.9491124260355029,0.5521186890785207,0.0,0.0,237,0.983402489626556,409,0.9170403587443946,156,0.9873417721518988
ret60_gt_m10pct,single,1,281,802,0.9491124260355029,0.81025124814738,0.0,0.0,234,0.970954356846473,428,0.9596412556053812,140,0.8860759493670886
vol_ratio20_gt_1_5,single,1,76,801,0.9479289940828403,0.12929390519644093,4.0,4.0,234,0.970954356846473,411,0.92152466367713,156,0.9873417721518988
rps10_gt_70,single,1,243,800,0.9467455621301775,0.3115183643325763,6.0,6.0,224,0.9294605809128631,424,0.9506726457399103,152,0.9620253164556962
close_ma20_gt_2pct,single,1,122,800,0.9467455621301775,0.3325433879803534,6.0,6.0,225,0.9336099585062241,430,0.9641255605381166,145,0.9177215189873418
drawup_from_low120_gt_5pct,single,1,326,799,0.9455621301775148,0.775002149797919,0.0,0.0,237,0.983402489626556,408,0.9147982062780269,154,0.9746835443037974
ret20_gt_2pct,single,1,259,798,0.9443786982248521,0.41516391576838835,5.0,5.0,225,0.9336099585062241,426,0.9551569506726457,147,0.930379746835443
close_ema120_gt_m10pct,single,1,174,798,0.9443786982248521,0.8748994653326116,0.0,0.0,236,0.979253112033195,417,0.9349775784753364,145,0.9177215189873418
money_ratio120_gt_0_8,single,1,41,797,0.9431952662721893,0.5410054984243245,0.0,0.0,234,0.970954356846473,407,0.9125560538116592,156,0.9873417721518988
ma_bull_5_10_20,single,1,360,795,0.9408284023668639,0.3410995836979559,8.0,8.0,224,0.9294605809128631,424,0.9506726457399103,147,0.930379746835443
close_ema5_gt_2pct,single,1,150,794,0.9396449704142011,0.13461528733946068,5.0,5.0,224,0.9294605809128631,427,0.9573991031390134,143,0.9050632911392406
rps5_gt_80,single,1,219,794,0.9396449704142011,0.2007278962836317,5.0,5.0,225,0.9336099585062241,417,0.9349775784753364,152,0.9620253164556962
close_ma3_gt_2pct,single,1,101,792,0.9372781065088758,0.10160956634782213,4.0,4.0,226,0.9377593360995851,423,0.9484304932735426,143,0.9050632911392406
vol_ratio120_gt_1,single,1,90,788,0.9325443786982248,0.3821986615611074,0.0,0.0,231,0.9585062240663901,401,0.899103139013453,156,0.9873417721518988
rps60_gt_30,single,1,289,787,0.9313609467455621,0.7471306520716464,0.0,0.0,229,0.950207468879668,413,0.9260089686098655,145,0.9177215189873418
close_near_high20_gt_m2pct,single,1,273,783,0.9266272189349113,0.29500285796664527,8.0,8.0,222,0.921161825726141,414,0.9282511210762332,147,0.930379746835443
money_ratio120_gt_1,single,1,42,780,0.9230769230769231,0.38591148902591393,0.0,0.0,227,0.941908713692946,400,0.8968609865470852,153,0.9683544303797469
close_ema60_gt_m2pct,single,1,169,778,0.9207100591715977,0.6496436393802512,0.0,0.0,223,0.9253112033195021,416,0.9327354260089686,139,0.879746835443038
ret5_gt_5pct,single,1,210,777,0.919526627218935,0.1458422908246625,6.0,6.0,216,0.8962655601659751,419,0.9394618834080718,142,0.8987341772151899
close_ema20_gt_2pct,single,1,164,776,0.9183431952662722,0.3044341478959801,6.0,6.0,217,0.9004149377593361,416,0.9327354260089686,143,0.9050632911392406
rps20_gt_60,single,1,267,775,0.9171597633136095,0.42472925192090766,4.0,4.0,219,0.9087136929460581,410,0.9192825112107623,146,0.9240506329113924
boll20_width_ratio60_lt_1,single,1,352,772,0.9136094674556213,0.5118087135103417,5.0,5.0,220,0.9128630705394191,407,0.9125560538116592,145,0.9177215189873418
boll20_pct_b_gt_0_8,single,1,344,771,0.9124260355029585,0.22943655061130136,8.0,8.0,218,0.9045643153526971,410,0.9192825112107623,143,0.9050632911392406
ret10_gt_5pct,single,1,235,770,0.9112426035502958,0.21844728948420025,7.5,7.5,215,0.8921161825726142,419,0.9394618834080718,136,0.8607594936708861
drawup_from_low60_gt_10pct,single,1,302,769,0.9100591715976332,0.4934646143262533,0.0,0.0,210,0.8713692946058091,427,0.9573991031390134,132,0.8354430379746836
ema10_gt_ema20,single,1,363,768,0.9088757396449704,0.5099598873000055,3.0,3.0,217,0.9004149377593361,410,0.9192825112107623,141,0.8924050632911392
drawup_from_low3_gt_5pct,single,1,201,767,0.9076923076923077,0.12092992670453684,4.0,4.0,215,0.8921161825726142,415,0.9304932735426009,137,0.8670886075949367
vol_ratio120_gt_1_2,single,1,91,765,0.9053254437869822,0.2630695067604822,1.0,1.0,225,0.9336099585062241,387,0.8677130044843049,153,0.9683544303797469
close_ma120_gt_m10pct,single,1,132,762,0.901775147928994,0.8322120661834258,0.0,0.0,231,0.9585062240663901,393,0.8811659192825112,138,0.8734177215189873
ret3_gt_5pct,single,1,185,760,0.8994082840236687,0.09898681288664749,5.0,5.0,213,0.8838174273858921,411,0.92152466367713,136,0.8607594936708861
drawup_from_low120_gt_10pct,single,1,327,758,0.8970414201183432,0.6250676554050978,0.0,0.0,223,0.9253112033195021,398,0.8923766816143498,137,0.8670886075949367
vol_ratio60_gt_1_5,single,1,84,756,0.8946745562130177,0.14857126959477573,4.0,4.0,219,0.9087136929460581,390,0.874439461883408,147,0.930379746835443
ema_bull_5_10_20,single,1,365,756,0.8946745562130177,0.4157178048792825,6.0,6.0,210,0.8713692946058091,407,0.9125560538116592,139,0.879746835443038
close_ma60_gt_m2pct,single,1,127,755,0.893491124260355,0.6262993631539812,0.0,0.0,215,0.8921161825726142,404,0.905829596412556,136,0.8607594936708861
ret60_gt_m5pct,single,1,282,755,0.893491124260355,0.6871259983914453,0.0,0.0,223,0.9253112033195021,407,0.9125560538116592,125,0.7911392405063291
rps120_gt_30,single,1,314,754,0.8923076923076924,0.7406534374004138,0.0,0.0,222,0.921161825726141,397,0.8901345291479821,135,0.8544303797468354
money_ratio120_gt_1_2,single,1,43,751,0.8887573964497042,0.2763274369856292,1.0,1.0,219,0.9087136929460581,384,0.8609865470852018,148,0.9367088607594937
close_ema120_gt_m5pct,single,1,175,751,0.8887573964497042,0.7397479931004133,0.0,0.0,225,0.9336099585062241,394,0.8834080717488789,132,0.8354430379746836
money_ratio60_gt_1_5,single,1,36,749,0.8863905325443787,0.1620770588741129,4.0,4.0,218,0.9045643153526971,388,0.8699551569506726,143,0.9050632911392406
rsi14_gt_55,single,1,335,747,0.8840236686390532,0.34950655814823994,6.0,6.0,210,0.8713692946058091,401,0.899103139013453,136,0.8607594936708861
rps60_gt_40,single,1,290,744,0.8804733727810651,0.647162519664328,0.0,0.0,213,0.8838174273858921,397,0.8901345291479821,134,0.8481012658227848
ret20_gt_5pct,single,1,260,742,0.8781065088757396,0.294906749353796,9.0,9.0,213,0.8838174273858921,400,0.8968609865470852,129,0.8164556962025317
close_near_high20_gt_0pct,single,1,274,739,0.8745562130177514,0.12387135609252731,10.0,10.0,209,0.8672199170124482,393,0.8811659192825112,137,0.8670886075949367
close_breaks_high20,single,1,275,739,0.8745562130177514,0.12387135609252731,10.0,10.0,209,0.8672199170124482,393,0.8811659192825112,137,0.8670886075949367
ret120_gt_m10pct,single,1,306,735,0.8698224852071006,0.7486001021786305,0.0,0.0,228,0.946058091286307,386,0.8654708520179372,121,0.7658227848101266
boll20_width_ratio60_gt_1_2,single,1,353,733,0.8674556213017751,0.3238582043876111,1.0,1.0,218,0.9045643153526971,377,0.8452914798206278,138,0.8734177215189873
close_ema60_gt_0pct,single,1,170,731,0.8650887573964497,0.5219835806022469,0.0,0.0,209,0.8672199170124482,396,0.8878923766816144,126,0.7974683544303798
