condition,kind,n_terms,atom_indices,covered_events_t0_t30,coverage_t0_t30,eligible_day_density,median_closest_hit_offset,median_earliest_hit_offset,robustness_covered_events,robustness_coverage_t0_t30,train_covered_events,train_coverage_t0_t30,validation_covered_events,validation_coverage_t0_t30
close_near_high5_gt_0pct 2_OF_3 vol_ratio10_gt_1_2 2_OF_3 money_ratio5_gt_1_2,kof_2of3,3,"224,67,11",845,1.0,0.23570890218672386,1.0,1.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 2_OF_3 vol_ratio10_gt_1_2 2_OF_3 money_ratio5_gt_1_2,kof_2of3,3,"225,67,11",845,1.0,0.23570890218672386,1.0,1.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 money_ratio10_gt_1_2,kof_2of3,3,"224,59,19",845,1.0,0.23593399867471282,1.0,1.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 money_ratio10_gt_1_2,kof_2of3,3,"225,59,19",845,1.0,0.23593399867471282,1.0,1.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 money_ratio10_gt_1_2 2_OF_3 money_ratio5_gt_1_2,kof_2of3,3,"224,19,11",845,1.0,0.23780305827722784,2.0,2.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 2_OF_3 money_ratio10_gt_1_2 2_OF_3 money_ratio5_gt_1_2,kof_2of3,3,"225,19,11",845,1.0,0.23780305827722784,2.0,2.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 vol_ratio3_gt_1_2,kof_2of3,3,"224,59,51",845,1.0,0.23868826918504954,1.0,1.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 vol_ratio3_gt_1_2,kof_2of3,3,"225,59,51",845,1.0,0.23868826918504954,1.0,1.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 money_ratio3_gt_1_2,kof_2of3,3,"224,59,3",845,1.0,0.23928515425432362,1.0,1.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 money_ratio3_gt_1_2,kof_2of3,3,"225,59,3",845,1.0,0.23928515425432362,1.0,1.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 money_ratio5_gt_1_2 2_OF_3 vol_ratio3_gt_1_2,kof_2of3,3,"224,11,51",845,1.0,0.24019059855432412,1.0,1.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 2_OF_3 money_ratio5_gt_1_2 2_OF_3 vol_ratio3_gt_1_2,kof_2of3,3,"225,11,51",845,1.0,0.24019059855432412,1.0,1.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 money_ratio5_gt_1_2 2_OF_3 money_ratio3_gt_1_2,kof_2of3,3,"224,11,3",845,1.0,0.2410151092856095,1.0,1.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 2_OF_3 money_ratio5_gt_1_2 2_OF_3 money_ratio3_gt_1_2,kof_2of3,3,"225,11,3",845,1.0,0.2410151092856095,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 close_near_high3_gt_0pct,kof_2of3,3,"67,51,199",845,1.0,0.24158923178868244,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 close_breaks_high3,kof_2of3,3,"67,51,200",845,1.0,0.24158923178868244,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 close_near_high3_gt_0pct,kof_2of3,3,"67,59,199",845,1.0,0.24160440683281653,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 close_breaks_high3,kof_2of3,3,"67,59,200",845,1.0,0.24160440683281653,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 close_near_high3_gt_0pct,kof_2of3,3,"67,3,199",845,1.0,0.24282346871158816,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 close_breaks_high3,kof_2of3,3,"67,3,200",845,1.0,0.24282346871158816,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 close_near_high3_gt_0pct,kof_2of3,3,"67,11,199",845,1.0,0.2431370862903593,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 close_breaks_high3,kof_2of3,3,"67,11,200",845,1.0,0.2431370862903593,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 close_near_high3_gt_0pct,kof_2of3,3,"19,51,199",845,1.0,0.24328883673170015,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 close_breaks_high3,kof_2of3,3,"19,51,200",845,1.0,0.24328883673170015,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 close_near_high3_gt_0pct,kof_2of3,3,"59,19,199",845,1.0,0.24344311634706337,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 close_breaks_high3,kof_2of3,3,"59,19,200",845,1.0,0.24344311634706337,1.0,1.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 vol_ratio10_gt_1_2,kof_2of3,3,"224,225,67",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 vol_ratio5_gt_1_2,kof_2of3,3,"224,225,59",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 money_ratio10_gt_1_2,kof_2of3,3,"224,225,19",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 money_ratio5_gt_1_2,kof_2of3,3,"224,225,11",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 vol_ratio3_gt_1_2,kof_2of3,3,"224,225,51",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 money_ratio3_gt_1_2,kof_2of3,3,"224,225,3",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 close_near_high3_gt_0pct,kof_2of3,3,"224,225,199",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 close_breaks_high3,kof_2of3,3,"224,225,200",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 money_ratio20_gt_1,kof_2of3,3,"224,225,26",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 vol_ratio20_gt_1,kof_2of3,3,"224,225,74",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 money_ratio10_gt_1,kof_2of3,3,"224,225,18",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 vol_ratio10_gt_1,kof_2of3,3,"224,225,66",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 rps3_gt_60,kof_2of3,3,"224,225,192",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 rps5_gt_60,kof_2of3,3,"224,225,217",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 money_ratio5_gt_1,kof_2of3,3,"224,225,10",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 vol_ratio5_gt_1,kof_2of3,3,"224,225,58",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 money_ratio3_gt_1,kof_2of3,3,"224,225,2",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 vol_ratio3_gt_1,kof_2of3,3,"224,225,50",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 close_ema3_gt_0pct,kof_2of3,3,"224,225,142",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 close_ema5_gt_0pct,kof_2of3,3,"224,225,149",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 close_ma5_gt_0pct,kof_2of3,3,"224,225,107",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 close_ma3_gt_0pct,kof_2of3,3,"224,225,100",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 close_ma10_gt_0pct,kof_2of3,3,"224,225,114",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 ret3_gt_0pct,kof_2of3,3,"224,225,183",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 ret5_gt_0pct,kof_2of3,3,"224,225,208",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 rps3_gt_50,kof_2of3,3,"224,225,191",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 rps5_gt_50,kof_2of3,3,"224,225,216",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 close_near_high5_gt_m2pct,kof_2of3,3,"224,225,223",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 vol_ratio60_gt_0_8,kof_2of3,3,"224,225,81",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 money_ratio20_gt_0_8,kof_2of3,3,"224,225,25",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 vol_ratio20_gt_0_8,kof_2of3,3,"224,225,73",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 rps3_gt_40,kof_2of3,3,"224,225,190",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 rps5_gt_40,kof_2of3,3,"224,225,215",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 money_ratio10_gt_0_8,kof_2of3,3,"224,225,17",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 vol_ratio10_gt_0_8,kof_2of3,3,"224,225,65",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 money_ratio5_gt_0_8,kof_2of3,3,"224,225,9",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 vol_ratio5_gt_0_8,kof_2of3,3,"224,225,57",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 close_near_high3_gt_m2pct,kof_2of3,3,"224,225,198",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 money_ratio3_gt_0_8,kof_2of3,3,"224,225,1",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 vol_ratio3_gt_0_8,kof_2of3,3,"224,225,49",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 rps3_gt_30,kof_2of3,3,"224,225,189",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 rps5_gt_30,kof_2of3,3,"224,225,214",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high5 2_OF_3 rps10_gt_30,kof_2of3,3,"224,225,239",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 close_near_high3_gt_0pct,kof_2of3,3,"19,3,199",845,1.0,0.24463688648561152,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 close_breaks_high3,kof_2of3,3,"19,3,200",845,1.0,0.24463688648561152,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 close_near_high3_gt_0pct,kof_2of3,3,"19,11,199",845,1.0,0.24524135907695266,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 close_breaks_high3,kof_2of3,3,"19,11,200",845,1.0,0.24524135907695266,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 rps5_gt_60,kof_2of3,3,"67,59,217",845,1.0,0.24540575538840526,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 money_ratio10_gt_1_2,kof_2of3,3,"67,59,19",845,1.0,0.24631878721047282,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 vol_ratio3_gt_1_2,kof_2of3,3,"67,19,51",845,1.0,0.2463870749090762,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 rps5_gt_60,kof_2of3,3,"67,11,217",845,1.0,0.2463921332571209,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 money_ratio3_gt_1_2,kof_2of3,3,"67,19,3",845,1.0,0.24639972077918793,1.0,1.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2,kof_2of3,3,"224,67,19",845,1.0,0.24642248334538908,2.0,2.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 2_OF_3 vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2,kof_2of3,3,"225,67,19",845,1.0,0.24642248334538908,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 rps5_gt_60,kof_2of3,3,"67,51,217",845,1.0,0.24647306682583603,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 money_ratio5_gt_1_2,kof_2of3,3,"67,19,11",845,1.0,0.24648318352192541,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 close_near_high3_gt_0pct,kof_2of3,3,"59,51,199",845,1.0,0.24661217139706515,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 close_breaks_high3,kof_2of3,3,"59,51,200",845,1.0,0.24661217139706515,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 rps3_gt_60,kof_2of3,3,"67,59,192",845,1.0,0.24683473871103176,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 rps5_gt_60,kof_2of3,3,"67,3,217",845,1.0,0.24697131410823853,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 vol_ratio3_gt_1_2,kof_2of3,3,"67,59,51",845,1.0,0.24730010673114375,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 close_near_high3_gt_0pct,kof_2of3,3,"67,19,199",845,1.0,0.24735321938561305,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 close_breaks_high3,kof_2of3,3,"67,19,200",845,1.0,0.24735321938561305,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 vol_ratio3_gt_1_2,kof_2of3,3,"59,19,51",845,1.0,0.24744426965041758,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 close_near_high3_gt_0pct,kof_2of3,3,"59,3,199",845,1.0,0.24750749900097627,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 close_breaks_high3,kof_2of3,3,"59,3,200",845,1.0,0.24750749900097627,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 money_ratio3_gt_1_2,kof_2of3,3,"67,59,3",845,1.0,0.2476895995305853,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 money_ratio3_gt_1_2,kof_2of3,3,"59,19,3",845,1.0,0.24774018301103226,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 rps5_gt_60,kof_2of3,3,"59,51,217",845,1.0,0.24792734188868598,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 rps3_gt_60,kof_2of3,3,"67,11,192",845,1.0,0.2479551628029318,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio5_gt_1_2 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 close_near_high3_gt_0pct,kof_2of3,3,"11,51,199",845,1.0,0.24809426737416096,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio5_gt_1_2 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 close_breaks_high3,kof_2of3,3,"11,51,200",845,1.0,0.24809426737416096,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 rps5_gt_60,kof_2of3,3,"59,3,217",845,1.0,0.2482030218571219,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 vol_ratio3_gt_1_2,kof_2of3,3,"59,11,51",845,1.0,0.24841294330097677,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 money_ratio3_gt_1_2,kof_2of3,3,"59,11,3",845,1.0,0.24845846843337901,1.0,1.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2,kof_2of3,3,"224,59,11",845,1.0,0.24873161922779258,1.0,1.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2,kof_2of3,3,"225,59,11",845,1.0,0.24873161922779258,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 vol_ratio3_gt_1_2,kof_2of3,3,"67,11,51",845,1.0,0.2488125527965077,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 money_ratio3_gt_1_2,kof_2of3,3,"67,11,3",845,1.0,0.24908570359092128,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio5_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 close_near_high3_gt_0pct,kof_2of3,3,"11,3,199",845,1.0,0.24918687055181518,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio5_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 close_breaks_high3,kof_2of3,3,"11,3,200",845,1.0,0.24918687055181518,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 rps3_gt_60,kof_2of3,3,"67,51,192",845,1.0,0.24920710394399398,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 close_near_high3_gt_0pct,kof_2of3,3,"59,11,199",845,1.0,0.2492627457724856,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 close_breaks_high3,kof_2of3,3,"59,11,200",845,1.0,0.2492627457724856,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 vol_ratio3_gt_1_2,kof_2of3,3,"19,11,51",845,1.0,0.24948025473840754,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 money_ratio3_gt_1_2,kof_2of3,3,"19,11,3",845,1.0,0.24974581801075404,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 rps3_gt_60,kof_2of3,3,"67,3,192",845,1.0,0.2499329768884078,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 rps3_gt_60,kof_2of3,3,"59,51,192",845,1.0,0.24994056441047482,1.0,1.0,241,1.0,446,1.0,158,1.0
