condition,kind,n_terms,atom_indices,covered_events_t0_t30,coverage_t0_t30,eligible_day_density,median_closest_hit_offset,median_earliest_hit_offset,robustness_covered_events,robustness_coverage_t0_t30,train_covered_events,train_coverage_t0_t30,validation_covered_events,validation_coverage_t0_t30
vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND close_ma5_gt_0pct,and4,4,"51,3,10,107",845,1.0,0.1608074135148943,5.0,5.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio5_gt_1 AND money_ratio3_gt_1 AND close_ma5_gt_0pct,and4,4,"51,10,2,107",845,1.0,0.16109068100539725,5.0,5.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio5_gt_1 AND vol_ratio3_gt_1 AND close_ma5_gt_0pct,and4,4,"51,10,50,107",845,1.0,0.16110079770148664,5.0,5.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND close_ema3_gt_0pct,and4,4,"51,3,58,142",845,1.0,0.16123231475064873,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio5_gt_1 AND vol_ratio5_gt_1 AND close_ema3_gt_0pct,and4,4,"51,10,58,142",845,1.0,0.1614472945425483,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND close_ema3_gt_0pct,and4,4,"51,3,10,142",845,1.0,0.1615535198514869,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND money_ratio3_gt_1 AND close_ema3_gt_0pct,and4,4,"51,58,2,142",845,1.0,0.1615965158098668,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND vol_ratio3_gt_1 AND close_ema3_gt_0pct,and4,4,"51,58,50,142",845,1.0,0.161626865898135,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio5_gt_1 AND money_ratio3_gt_1 AND close_ema3_gt_0pct,and4,4,"51,10,2,142",845,1.0,0.16191013338863794,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio5_gt_1 AND vol_ratio3_gt_1 AND close_ema3_gt_0pct,and4,4,"51,10,50,142",845,1.0,0.16191772091070497,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND close_ema3_gt_0pct AND close_ma3_gt_0pct,and4,4,"51,3,142,100",845,1.0,0.16243620158528627,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND close_ma5_gt_0pct AND close_ma3_gt_0pct,and4,4,"3,58,107,100",845,1.0,0.16257783533053774,5.0,5.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND close_ma3_gt_0pct,and4,4,"51,3,58,100",845,1.0,0.16266635642131994,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio3_gt_1 AND ret3_gt_0pct,and4,4,"51,3,2,183",845,1.0,0.1627068232056775,5.0,5.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio3_gt_1 AND ret3_gt_0pct,and4,4,"51,3,50,183",845,1.0,0.1627068232056775,5.0,5.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1 AND close_ema3_gt_0pct AND close_ma3_gt_0pct,and4,4,"51,2,142,100",845,1.0,0.1628130485146161,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND vol_ratio3_gt_1 AND close_ema3_gt_0pct AND close_ma3_gt_0pct,and4,4,"51,50,142,100",845,1.0,0.16284339860288427,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND close_ma3_gt_0pct,and4,4,"51,3,10,100",845,1.0,0.16295215308584524,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio5_gt_1 AND vol_ratio5_gt_1 AND close_ma3_gt_0pct,and4,4,"51,10,58,100",845,1.0,0.1629774448260687,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1 AND vol_ratio3_gt_1 AND ret3_gt_0pct,and4,4,"51,2,50,183",845,1.0,0.16307102426489556,5.0,5.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND close_ma5_gt_0pct AND close_ma3_gt_0pct,and4,4,"3,10,107,100",845,1.0,0.16315954535567775,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND money_ratio3_gt_1 AND close_ma3_gt_0pct,and4,4,"51,58,2,100",845,1.0,0.16316966205176714,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND vol_ratio3_gt_1 AND close_ma3_gt_0pct,and4,4,"51,58,50,100",845,1.0,0.16320254131405765,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio5_gt_1 AND money_ratio3_gt_1 AND close_ma3_gt_0pct,and4,4,"51,10,2,100",845,1.0,0.16343269615009132,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio5_gt_1 AND vol_ratio3_gt_1 AND close_ma3_gt_0pct,and4,4,"51,10,50,100",845,1.0,0.16344028367215835,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio3_gt_1 AND close_ma5_gt_0pct,and4,4,"51,3,2,107",845,1.0,0.16391071004031504,5.0,5.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio3_gt_1 AND close_ma5_gt_0pct,and4,4,"51,3,50,107",845,1.0,0.16391071004031504,5.0,5.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1 AND vol_ratio3_gt_1 AND close_ma5_gt_0pct,and4,4,"51,2,50,107",845,1.0,0.1642319151411532,5.0,5.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND close_ema3_gt_0pct AND close_ma5_gt_0pct,and4,4,"3,58,142,107",845,1.0,0.16425973605539904,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND close_ema3_gt_0pct AND close_ma5_gt_0pct,and4,4,"3,10,142,107",845,1.0,0.1648515627766284,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio3_gt_1 AND close_ema3_gt_0pct,and4,4,"51,3,2,142",845,1.0,0.16489455873500833,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio3_gt_1 AND close_ema3_gt_0pct,and4,4,"51,3,50,142",845,1.0,0.16489455873500833,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1 AND vol_ratio3_gt_1 AND close_ema3_gt_0pct,and4,4,"51,2,50,142",845,1.0,0.16531440162271804,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND close_ema3_gt_0pct AND close_ma5_gt_0pct AND close_ma3_gt_0pct,and4,4,"3,142,107,100",845,1.0,0.16593910760623795,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND close_ema3_gt_0pct AND close_ma3_gt_0pct,and4,4,"3,58,142,100",845,1.0,0.16636147966797005,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio3_gt_1 AND close_ma3_gt_0pct,and4,4,"51,3,2,100",845,1.0,0.1664651758028863,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio3_gt_1 AND close_ma3_gt_0pct,and4,4,"51,3,50,100",845,1.0,0.1664651758028863,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio3_gt_1 AND close_ma5_gt_0pct AND close_ma3_gt_0pct,and4,4,"3,2,107,100",845,1.0,0.16660428037411543,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND vol_ratio3_gt_1 AND close_ma5_gt_0pct AND close_ma3_gt_0pct,and4,4,"3,50,107,100",845,1.0,0.16660428037411543,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND close_ema3_gt_0pct AND close_ma3_gt_0pct,and4,4,"3,10,142,100",845,1.0,0.1669153687788642,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND vol_ratio5_gt_1 AND ret3_gt_0pct,and4,4,"3,10,58,183",845,1.0,0.16695330638919942,5.0,5.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1 AND vol_ratio3_gt_1 AND close_ma3_gt_0pct,and4,4,"51,2,50,100",845,1.0,0.1670317107838922,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND money_ratio3_gt_1 AND ret3_gt_0pct,and4,4,"3,58,2,183",845,1.0,0.1670468858280263,5.0,5.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND vol_ratio3_gt_1 AND ret3_gt_0pct,and4,4,"3,58,50,183",845,1.0,0.1670468858280263,5.0,5.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND money_ratio3_gt_1 AND ret3_gt_0pct,and4,4,"3,10,2,183",845,1.0,0.16764882924534505,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND vol_ratio3_gt_1 AND ret3_gt_0pct,and4,4,"3,10,50,183",845,1.0,0.16764882924534505,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND vol_ratio5_gt_1 AND close_ma5_gt_0pct,and4,4,"3,10,58,107",845,1.0,0.16814960570176993,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND money_ratio3_gt_1 AND close_ma5_gt_0pct,and4,4,"3,58,2,107",845,1.0,0.16826594770679792,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND vol_ratio3_gt_1 AND close_ma5_gt_0pct,and4,4,"3,58,50,107",845,1.0,0.16826594770679792,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio3_gt_1 AND close_ema3_gt_0pct AND close_ma5_gt_0pct,and4,4,"3,2,142,107",845,1.0,0.16831906036126723,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND vol_ratio3_gt_1 AND close_ema3_gt_0pct AND close_ma5_gt_0pct,and4,4,"3,50,142,107",845,1.0,0.16831906036126723,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2,and4,4,"67,59,19,51",845,1.0,0.16869843646461938,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND vol_ratio5_gt_1 AND close_ema3_gt_0pct,and4,4,"3,10,58,142",845,1.0,0.16877178251126748,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND vol_ratio3_gt_1_2,and4,4,"67,19,11,51",845,1.0,0.16886030360204965,3.0,3.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND money_ratio3_gt_1 AND close_ma5_gt_0pct,and4,4,"3,10,2,107",845,1.0,0.168862832776072,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND vol_ratio3_gt_1 AND close_ma5_gt_0pct,and4,4,"3,10,50,107",845,1.0,0.168862832776072,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND money_ratio3_gt_1 AND close_ema3_gt_0pct,and4,4,"3,58,2,142",845,1.0,0.16892353295260834,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND vol_ratio3_gt_1 AND close_ema3_gt_0pct,and4,4,"3,58,50,142",845,1.0,0.16892353295260834,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 AND money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2,and4,4,"59,19,51,3",845,1.0,0.16942683858305554,3.0,3.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND money_ratio3_gt_1 AND close_ema3_gt_0pct,and4,4,"3,10,2,142",845,1.0,0.16948500958556956,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND vol_ratio3_gt_1 AND close_ema3_gt_0pct,and4,4,"3,10,50,142",845,1.0,0.16948500958556956,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND vol_ratio5_gt_1 AND close_ma3_gt_0pct,and4,4,"3,10,58,100",845,1.0,0.17003131117439665,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND money_ratio3_gt_1 AND close_ma3_gt_0pct,and4,4,"3,58,2,100",845,1.0,0.17021088252998337,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND vol_ratio3_gt_1 AND close_ma3_gt_0pct,and4,4,"3,58,50,100",845,1.0,0.17021088252998337,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 AND money_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND vol_ratio3_gt_1_2,and4,4,"59,19,11,51",845,1.0,0.17024882014031859,3.0,3.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2,and4,4,"19,11,51,3",845,1.0,0.1702867577506538,3.0,3.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND money_ratio10_gt_1_2 AND money_ratio3_gt_1_2,and4,4,"67,59,19,3",845,1.0,0.1704030997556818,3.0,3.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2,and4,4,"67,59,51,3",845,1.0,0.1705371459788662,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2,and4,4,"67,11,51,3",845,1.0,0.17061807954758135,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio3_gt_1 AND close_ema3_gt_0pct AND close_ma3_gt_0pct,and4,4,"3,2,142,100",845,1.0,0.170673721376073,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND vol_ratio3_gt_1 AND close_ema3_gt_0pct AND close_ma3_gt_0pct,and4,4,"3,50,142,100",845,1.0,0.170673721376073,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND money_ratio3_gt_1 AND close_ma3_gt_0pct,and4,4,"3,10,2,100",845,1.0,0.17073442155260934,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND vol_ratio3_gt_1 AND close_ma3_gt_0pct,and4,4,"3,10,50,100",845,1.0,0.17073442155260934,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND money_ratio5_gt_1_2 AND vol_ratio3_gt_1_2,and4,4,"67,59,11,51",845,1.0,0.17116185196238612,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio3_gt_1 AND vol_ratio3_gt_1 AND ret3_gt_0pct,and4,4,"3,2,50,183",845,1.0,0.17116438113640847,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 AND money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1,and4,4,"59,19,51,2",845,1.0,0.17138441927635273,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 AND money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio10_gt_1,and4,4,"59,19,51,18",845,1.0,0.17138947762439743,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 AND money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio10_gt_1,and4,4,"59,19,51,66",845,1.0,0.17138947762439743,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 AND money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio5_gt_1,and4,4,"59,19,51,10",845,1.0,0.17138947762439743,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 AND money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio5_gt_1,and4,4,"59,19,51,58",845,1.0,0.17138947762439743,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 AND money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio3_gt_1,and4,4,"59,19,51,50",845,1.0,0.17138947762439743,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND money_ratio3_gt_1_2,and4,4,"67,19,11,3",845,1.0,0.1714097110165762,3.0,3.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1,and4,4,"19,11,51,2",845,1.0,0.17192060416909047,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio10_gt_1,and4,4,"19,11,51,18",845,1.0,0.1719231333431128,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio10_gt_1,and4,4,"19,11,51,66",845,1.0,0.1719231333431128,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio5_gt_1,and4,4,"19,11,51,10",845,1.0,0.1719231333431128,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio5_gt_1,and4,4,"19,11,51,58",845,1.0,0.1719231333431128,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio3_gt_1,and4,4,"19,11,51,50",845,1.0,0.1719231333431128,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio10_gt_1,and4,4,"67,11,51,18",845,1.0,0.17244920153976115,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1,and4,4,"67,11,51,2",845,1.0,0.17245678906182818,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio10_gt_1,and4,4,"67,11,51,66",845,1.0,0.17245931823585053,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio5_gt_1,and4,4,"67,11,51,10",845,1.0,0.17245931823585053,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio5_gt_1,and4,4,"67,11,51,58",845,1.0,0.17245931823585053,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio3_gt_1,and4,4,"67,11,51,50",845,1.0,0.17245931823585053,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio3_gt_1 AND vol_ratio3_gt_1 AND close_ma5_gt_0pct,and4,4,"3,2,50,107",845,1.0,0.17246690575791757,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 AND money_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND money_ratio3_gt_1_2,and4,4,"59,19,11,3",845,1.0,0.17252001841238687,3.0,3.0,241,1.0,446,1.0,158,1.0
