scored_model_id,model_family_id,fit_id,split,decision_date,label_month,return_semantics,paired_known_n,security_rank_ic,rank_ic_finite,exclusion_reason
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2025-12-31,2026-01,project_known_only_primary,444,0.152475668324,True,
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2026-01-30,2026-02,project_known_only_primary,439,0.173699708099,True,
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2026-02-27,2026-03,project_known_only_primary,443,-0.250254880322,True,
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2026-03-31,2026-04,project_known_only_primary,440,0.338832823669,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2024-07-31,2024-08,project_known_only_primary,435,0.025480110618,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2024-08-30,2024-09,project_known_only_primary,437,0.00868570166475,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2024-09-30,2024-10,project_known_only_primary,439,-0.00135390662448,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2024-10-31,2024-11,project_known_only_primary,442,-0.0727704364249,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2024-11-29,2024-12,project_known_only_primary,445,-0.0530009318925,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2024-12-31,2025-01,project_known_only_primary,445,-0.0365050746317,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2025-01-27,2025-02,project_known_only_primary,439,0.0463616103484,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2025-02-28,2025-03,project_known_only_primary,442,-0.0262942484267,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2025-03-31,2025-04,project_known_only_primary,445,0.0573168562011,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2025-04-30,2025-05,project_known_only_primary,444,-0.050340451289,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2025-05-30,2025-06,project_known_only_primary,446,0.0318417775175,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2025-06-30,2025-07,project_known_only_primary,447,0.108799419792,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2025-07-31,2025-08,project_known_only_primary,440,-0.00124340937738,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2025-08-29,2025-09,project_known_only_primary,442,-0.0333715751793,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2025-09-30,2025-10,project_known_only_primary,444,-0.0561340087039,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2025-10-31,2025-11,project_known_only_primary,441,-0.048138835954,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2025-11-28,2025-12,project_known_only_primary,444,-0.0565163535209,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2025-12-31,2026-01,project_known_only_primary,444,0.0263183799265,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2026-01-30,2026-02,project_known_only_primary,439,-0.0134250263108,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2026-02-27,2026-03,project_known_only_primary,443,-0.0160470476724,True,
N0_HASH_NULL,NONTRAINABLE_HASH_NULL,,robustness,2026-03-31,2026-04,project_known_only_primary,440,-0.103348428974,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2024-07-31,2024-08,project_known_only_primary,435,0.251331545438,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2024-08-30,2024-09,project_known_only_primary,437,-0.13379020358,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2024-09-30,2024-10,project_known_only_primary,439,-0.242525943967,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2024-10-31,2024-11,project_known_only_primary,442,0.14566490247,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2024-11-29,2024-12,project_known_only_primary,445,0.423772618088,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2024-12-31,2025-01,project_known_only_primary,445,0.0569679671106,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2025-01-27,2025-02,project_known_only_primary,439,-0.295483585006,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2025-02-28,2025-03,project_known_only_primary,442,0.236894210259,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2025-03-31,2025-04,project_known_only_primary,445,0.203169122379,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2025-04-30,2025-05,project_known_only_primary,444,0.283770279524,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2025-05-30,2025-06,project_known_only_primary,446,-0.014007628154,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2025-06-30,2025-07,project_known_only_primary,447,-0.116180604643,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2025-07-31,2025-08,project_known_only_primary,440,-0.310304632832,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2025-08-29,2025-09,project_known_only_primary,442,-0.164871319581,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2025-09-30,2025-10,project_known_only_primary,444,0.312316029644,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2025-10-31,2025-11,project_known_only_primary,441,0.072754556368,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2025-11-28,2025-12,project_known_only_primary,444,0.022193461882,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2025-12-31,2026-01,project_known_only_primary,444,-0.0168525045963,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2026-01-30,2026-02,project_known_only_primary,439,0.114563694801,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2026-02-27,2026-03,project_known_only_primary,443,0.242395059616,True,
S0_SELECTED_FULL,M1_RIDGE_RANK_REGRESSION,selected_full_refit,robustness,2026-03-31,2026-04,project_known_only_primary,440,-0.148267957433,True,
