lineage_source_id,lineage_check_id,observed_value,expected_value,lineage_status,artifact_path,sha256
13A,label_lineage.selected_label_id,0,0,pass,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A_full_pit_native_token_cartography_preflight/native_universe_panel.parquet,a9557622571efe0a06ac20f9d0fcddc1a987810febc850d0f973df242e74cd2e
13A,label_lineage.horizon_sessions,0,0,pass,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A_full_pit_native_token_cartography_preflight/native_universe_panel.parquet,a9557622571efe0a06ac20f9d0fcddc1a987810febc850d0f973df242e74cd2e
13A,label_lineage.same_bar_priority_lower_first,no_same_bar_conflict_rows,lower_first_priority_when_present,pass,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A_full_pit_native_token_cartography_preflight/native_universe_panel.parquet,a9557622571efe0a06ac20f9d0fcddc1a987810febc850d0f973df242e74cd2e
13A_config,selected_label.label_id,vol20d_kup2p0_kdn1p0_H20,vol20d_kup2p0_kdn1p0_H20,pass,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/configs/config_13a_full_pit_native_token_cartography_preflight.yaml,84b320f0d93763ffbc375724211e4d3d5e8a555040628f1832bd86b73fbaa04d
13A_config,selected_label.vol_reference_id,volatility_20d,volatility_20d,pass,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/configs/config_13a_full_pit_native_token_cartography_preflight.yaml,84b320f0d93763ffbc375724211e4d3d5e8a555040628f1832bd86b73fbaa04d
13A_config,selected_label.k_up,2.0,2.0,pass,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/configs/config_13a_full_pit_native_token_cartography_preflight.yaml,84b320f0d93763ffbc375724211e4d3d5e8a555040628f1832bd86b73fbaa04d
13A_config,selected_label.k_dn,1.0,1.0,pass,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/configs/config_13a_full_pit_native_token_cartography_preflight.yaml,84b320f0d93763ffbc375724211e4d3d5e8a555040628f1832bd86b73fbaa04d
13A_config,selected_label.horizon_sessions,20,20,pass,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/configs/config_13a_full_pit_native_token_cartography_preflight.yaml,84b320f0d93763ffbc375724211e4d3d5e8a555040628f1832bd86b73fbaa04d
13A2_config,selected_label.label_id,vol20d_kup2p0_kdn1p0_H20,vol20d_kup2p0_kdn1p0_H20,pass,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/configs/config_13a2_compression_directional_disambiguation_preflight.yaml,bf77c60d1376dad6e62931d640a3f5d1606468ef134d76643162ca6e1b877beb
13A2_config,selected_label.vol_reference_id,volatility_20d,volatility_20d,pass,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/configs/config_13a2_compression_directional_disambiguation_preflight.yaml,bf77c60d1376dad6e62931d640a3f5d1606468ef134d76643162ca6e1b877beb
13A2_config,selected_label.k_up,2.0,2.0,pass,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/configs/config_13a2_compression_directional_disambiguation_preflight.yaml,bf77c60d1376dad6e62931d640a3f5d1606468ef134d76643162ca6e1b877beb
13A2_config,selected_label.k_dn,1.0,1.0,pass,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/configs/config_13a2_compression_directional_disambiguation_preflight.yaml,bf77c60d1376dad6e62931d640a3f5d1606468ef134d76643162ca6e1b877beb
13A2_config,selected_label.horizon_sessions,20,20,pass,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/configs/config_13a2_compression_directional_disambiguation_preflight.yaml,bf77c60d1376dad6e62931d640a3f5d1606468ef134d76643162ca6e1b877beb
13C_config,13C_config.selected_label.same_bar_priority,lower_first,lower_first,pass,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/requirement_13c_morphology_orthogonal_residual_importance_diagnostic.md,807718a7467b160dafe861c3f2dbc6ccfeebe08211ab6a22ba8849448a1bbcb9
cache_schema,native_universe_panel.manifest_schema_hash,121101727371048c256bbcebe85924058b80d71c479c13344b271e1f44d1952a,not_declared,pass,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A_full_pit_native_token_cartography_preflight/native_universe_panel.parquet,a9557622571efe0a06ac20f9d0fcddc1a987810febc850d0f973df242e74cd2e
cache_schema,native_token_matrix.manifest_schema_hash,1685a71f714e577034d00aff3b06bd8c282eb02598516c13fb03efaa2b95a62c,not_declared,pass,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A_full_pit_native_token_cartography_preflight/native_token_matrix.parquet,ab36592d2714fd471b69a329c188b797d5b5d239dcf6ddb40bf4753adb0cbdf5
cache_schema,compression_base_panel.manifest_schema_hash,4a7292e89ff81638bedf6b143a2c23f1275a772cc5e38aa71dc4484bf316118d,4a7292e89ff81638bedf6b143a2c23f1275a772cc5e38aa71dc4484bf316118d,pass,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A2_compression_directional_disambiguation_preflight/compression_base_panel.parquet,ac51ca494a0f88510176ef29acfebef0dc5ad9c3eb0bcb99b3f28d534fa28a55
cache_schema,directional_filter_matrix.manifest_schema_hash,e6e938a055886582cf46c4b6046aac558ba91ed4bf0d43b1a294b53ea80fb85a,e6e938a055886582cf46c4b6046aac558ba91ed4bf0d43b1a294b53ea80fb85a,pass,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A2_compression_directional_disambiguation_preflight/directional_filter_matrix.parquet,1271d823571dd5cf269a76150caa4cdf80ecf2dfc4e3b5fa9b4ce8a65061f8e9
cache_schema,composite_state_matrix.manifest_schema_hash,c0d521876f86091c0f9aaddb6235eacba87af8f4b0231dbd70ef17eacbfbb4a2,c0d521876f86091c0f9aaddb6235eacba87af8f4b0231dbd70ef17eacbfbb4a2,pass,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A3_compression_repair_state_cost_and_native_feasibility_diagnostic/composite_state_matrix.parquet,dec21bbbb6bf8253806c8017fc94c0fab2fe8f059f58e4bcfb97bdcfed4e1c95
