record_type,decision_date,src_arm_id,common_total_population_n,common_lowvol_population_n,common_size_population_n,spearman_SRC_vs_total,spearman_SRC_vs_negative_VOL20,spearman_SRC_vs_log_market_cap,top_decile_jaccard_SRC_vs_total,top_decile_jaccard_SRC_vs_lowvol,favorable_bucket_weighted_mean_beta,beta_attribution_weighting,valid_lowvol_spearman_week_n,valid_lowvol_jaccard_week_n,valid_size_spearman_week_n,warning_minimum_week_n,full_history_median_spearman_SRC_vs_negative_VOL20,full_history_median_lowvol_jaccard,full_history_median_spearman_SRC_vs_log_market_cap,arm_scale_dependence_warning,arm_size_dependence_warning,overall_scale_dependence_warning,overall_size_dependence_warning,style_status,failure_reason
WEEKLY,2017-05-12 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-05-19 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-05-19 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-05-26 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-05-26 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-06-02 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-06-02 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-06-09 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-06-09 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-06-16 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-06-16 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-06-23 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-06-23 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-06-30 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-06-30 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-07-07 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-07-07 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-07-14 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-07-14 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-07-21 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-07-21 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-07-28 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-07-28 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-08-04 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-08-04 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-08-11 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-08-11 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-08-18 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-08-18 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-08-25 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-08-25 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-09-01 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-09-01 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-09-08 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-09-08 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-09-15 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-09-15 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-09-22 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-09-22 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-09-29 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-09-29 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-10-13 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-10-13 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-10-20 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-10-20 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-10-27 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-10-27 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-11-03 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-11-03 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-11-10 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-11-10 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-11-17 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-11-17 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-11-24 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-11-24 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-12-01 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-12-01 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-12-08 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-12-08 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-12-15 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-12-15 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-12-22 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-12-22 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-12-29 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2017-12-29 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-01-05 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-01-05 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-01-12 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-01-12 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-01-19 00:00:00,SRC3_MKT_RESID_CONT_5D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-01-19 00:00:00,SRC4_MKT_RESID_CONT_10D,0,0,0,,,,,,,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-01-26 00:00:00,SRC3_MKT_RESID_CONT_5D,435,429,435,0.932492488377,0.0970058196531,-0.0567001051117,0.508771929825,0.0759493670886,0.76256376553,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-01-26 00:00:00,SRC4_MKT_RESID_CONT_10D,433,428,433,0.939557369547,0.113437351679,0.210107710173,0.653846153846,0.0625,0.795672661148,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-02-02 00:00:00,SRC3_MKT_RESID_CONT_5D,444,438,444,0.932399185906,0.00341767765437,0.431945319403,0.76,0,1.03510258795,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-02-02 00:00:00,SRC4_MKT_RESID_CONT_10D,439,435,439,0.973525106591,0.0330490992613,0.320978704573,0.791666666667,0,0.911806805766,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-02-09 00:00:00,SRC3_MKT_RESID_CONT_5D,443,438,443,0.656403428545,0.270477521609,-0.243797984271,0.275362318841,0.101265822785,0.908238494878,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-02-09 00:00:00,SRC4_MKT_RESID_CONT_10D,438,436,438,0.679421221934,0.10478276072,0.120694369161,0.433333333333,0.0609756097561,0.960314364818,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-02-14 00:00:00,SRC3_MKT_RESID_CONT_5D,441,435,441,0.944698718648,-0.0302454890172,-0.336699435019,0.396825396825,0.0357142857143,0.88308193587,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-02-14 00:00:00,SRC4_MKT_RESID_CONT_10D,434,431,434,0.854319161765,0.0447723879926,-0.0530144384923,0.457627118644,0.0740740740741,0.90130041064,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-02-23 00:00:00,SRC3_MKT_RESID_CONT_5D,445,438,445,0.579048504846,-0.275195849003,-0.104538775688,0.239436619718,0.0116279069767,0.870557525713,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-02-23 00:00:00,SRC4_MKT_RESID_CONT_10D,439,436,439,0.891703237007,0.0966100725591,-0.320709923209,0.622641509434,0.0875,0.786328016559,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-03-02 00:00:00,SRC3_MKT_RESID_CONT_5D,443,434,443,0.857671175358,0.010703560428,-0.483202761917,0.333333333333,0.0740740740741,0.777813592442,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-03-02 00:00:00,SRC4_MKT_RESID_CONT_10D,441,434,441,0.909554311235,-0.225042231388,-0.480951681372,0.543859649123,0.0116279069767,0.756316465838,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-03-09 00:00:00,SRC3_MKT_RESID_CONT_5D,441,430,441,0.882441647988,0.0891659896786,-0.296217787814,0.51724137931,0.075,0.70417577444,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-03-09 00:00:00,SRC4_MKT_RESID_CONT_10D,436,430,436,0.904064336736,0.0843555192986,-0.476946220275,0.433333333333,0.075,0.701633298634,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-03-16 00:00:00,SRC3_MKT_RESID_CONT_5D,441,433,441,0.89847533419,-0.00503237749941,-0.094677311484,0.491525423729,0.0235294117647,0.928896165927,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-03-16 00:00:00,SRC4_MKT_RESID_CONT_10D,438,431,438,0.909364813794,0.0336202089966,-0.314159073712,0.622641509434,0.0609756097561,0.750494102754,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-03-23 00:00:00,SRC3_MKT_RESID_CONT_5D,436,431,437,0.866841663668,0.273799738604,0.218926156006,0.508771929825,0.144736842105,0.819001061717,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-03-23 00:00:00,SRC4_MKT_RESID_CONT_10D,437,431,437,0.843644284827,0.136014586593,0.141630974727,0.563636363636,0.0740740740741,0.821799200981,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-03-30 00:00:00,SRC3_MKT_RESID_CONT_5D,438,436,438,0.877375756532,-0.278993337711,-0.488813591079,0.246376811594,0.0116279069767,0.991962179329,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-03-30 00:00:00,SRC4_MKT_RESID_CONT_10D,436,435,436,0.905329903855,-0.0751117085097,-0.24163514573,0.457627118644,0.0609756097561,0.825546723905,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-04-04 00:00:00,SRC3_MKT_RESID_CONT_5D,433,431,433,0.957956403898,-0.192302469469,-0.171005198374,0.592592592593,0.0235294117647,0.951190324084,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-04-04 00:00:00,SRC4_MKT_RESID_CONT_10D,431,430,431,0.866144924669,-0.136165124467,-0.225513948093,0.457627118644,0.075,0.902896748012,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-04-13 00:00:00,SRC3_MKT_RESID_CONT_5D,431,428,431,0.940154499182,-0.00163464542199,0.00947169313597,0.48275862069,0.0493827160494,0.91620350229,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-04-13 00:00:00,SRC4_MKT_RESID_CONT_10D,429,428,429,0.923720139891,-0.197779392356,-0.126713560293,0.448275862069,0.0493827160494,0.92664043403,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-04-20 00:00:00,SRC3_MKT_RESID_CONT_5D,434,429,434,0.886823183059,-0.145249968462,0.0254740319626,0.433333333333,0.0240963855422,0.939122626656,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-04-20 00:00:00,SRC4_MKT_RESID_CONT_10D,433,429,433,0.902679480494,-0.154325374691,0.0297561399588,0.409836065574,0.0365853658537,0.984330015627,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-04-27 00:00:00,SRC3_MKT_RESID_CONT_5D,438,432,438,0.924982178992,0.207045904191,0.0307668106747,0.48275862069,0.0875,0.871107627312,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-04-27 00:00:00,SRC4_MKT_RESID_CONT_10D,434,430,434,0.870808468224,0.0615726473925,0.0360012169392,0.433333333333,0.0617283950617,0.974853157424,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-05-04 00:00:00,SRC3_MKT_RESID_CONT_5D,435,429,435,0.912811526423,0.207165818316,0.151291007775,0.387096774194,0.118421052632,0.853265363907,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-05-04 00:00:00,SRC4_MKT_RESID_CONT_10D,433,429,433,0.950884468615,0.0929551648091,0.116561215114,0.592592592593,0.0365853658537,0.873422073529,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-05-11 00:00:00,SRC3_MKT_RESID_CONT_5D,433,429,433,0.863781397483,-0.0668294973881,-0.110319263666,0.433333333333,0.0119047619048,0.894600774815,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-05-11 00:00:00,SRC4_MKT_RESID_CONT_10D,432,429,432,0.929273633654,0.133730277547,0.0338940895102,0.622641509434,0.0240963855422,0.773934889083,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-05-18 00:00:00,SRC3_MKT_RESID_CONT_5D,433,427,434,0.9403645898,-0.0208479311598,-0.0127873303267,0.686274509804,0.0365853658537,0.745544533808,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-05-18 00:00:00,SRC4_MKT_RESID_CONT_10D,429,426,429,0.898175221866,-0.124469167949,-0.0659383867599,0.584905660377,0,0.801585897901,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-05-25 00:00:00,SRC3_MKT_RESID_CONT_5D,435,428,435,0.842422263269,0.0414378022774,-0.102586534915,0.48275862069,0.0493827160494,0.813402033532,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-05-25 00:00:00,SRC4_MKT_RESID_CONT_10D,432,427,432,0.899094698939,-0.0484088844389,-0.0700470407661,0.622641509434,0.0240963855422,0.69841503821,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-06-01 00:00:00,SRC3_MKT_RESID_CONT_5D,434,425,434,0.945204705254,-0.0483142361383,0.207183024211,0.686274509804,0.0365853658537,0.995345584601,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-06-01 00:00:00,SRC4_MKT_RESID_CONT_10D,431,425,431,0.923392956708,-0.0560963561614,0.0548038933554,0.622641509434,0.0493827160494,0.877175504115,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-06-08 00:00:00,SRC3_MKT_RESID_CONT_5D,431,425,431,0.957399263776,-0.255750418158,-0.0209227384186,0.563636363636,0.0240963855422,0.918001895546,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-06-08 00:00:00,SRC4_MKT_RESID_CONT_10D,427,423,427,0.957318755493,-0.215350776223,0.112405858469,0.555555555556,0.0493827160494,1.00643169646,EW_decile_favorable,,,,52,,,,,,,,pass,
