model_id,ablation_id,population_id,denominator_id,split,capacity_id,threshold_id,sample_n,reject_n,reject_fraction_actual,false_repair_positive_n,winner_n,e1_missed_winner_n,bridge_winner_n,candidate_rejected_false_repair_positive_n,candidate_rejected_false_repair_non_winner_n,candidate_rejected_winner_n,candidate_rejected_e1_missed_winner_n,candidate_rejected_bridge_winner_n,random_rejected_false_repair_positive_n,random_rejected_false_repair_non_winner_n,random_rejected_winner_n,false_repair_capture_rate,random_false_repair_capture_rate,false_repair_capture_lift_vs_random,candidate_precision,winner_retention,wrong_kill_rate,e1_missed_retention,e1_missed_wrong_kill_rate,bridge_retention,bridge_wrong_kill_rate,bridge_gate_binding_flag,train_selection_utility,supported_row_flag,row_block_reason
regularized_logistic_false_repair_20d_l2_v1,no_label_mechanism_overlap,10A__same_instrument_cooldown_10d,post_dedup_risk_on_r_core,train,keep_8000,keep_8000,8318,1664,0.20004808848280836,3025,1491,811,1009,924,816,341,254,146,611,549,305,0.3054545454545455,0.20198347107438017,0.10347107438016531,0.5552884615384616,0.7712944332662642,0.22870556673373574,0.6868064118372379,0.31319358816276205,0.8553022794846382,0.14469772051536176,False,-1.4530768129365221,False,winner_retention;wrong_kill_rate;e1_missed_retention;train_selection_utility
regularized_logistic_false_repair_20d_l2_v1,no_label_mechanism_overlap,10A__same_instrument_cooldown_10d,post_dedup_risk_on_r_core,validation,keep_8000,keep_8000,2514,503,0.20007955449482895,709,161,64,111,247,238,53,32,26,134,130,32,0.34837799717912554,0.18899858956276447,0.15937940761636107,0.49105367793240556,0.670807453416149,0.32919254658385094,0.5,0.5,0.7657657657657657,0.23423423423423423,False,-3.3043134170961137,False,winner_retention;wrong_kill_rate;e1_missed_retention;train_selection_utility
regularized_logistic_false_repair_20d_l2_v1,no_label_mechanism_overlap,10A__same_instrument_cooldown_10d,post_dedup_risk_on_r_core,robustness,keep_8000,keep_8000,4970,994,0.2,1299,995,482,675,447,367,279,186,122,254,214,210,0.3441108545034642,0.19553502694380293,0.14857582755966126,0.44969818913480886,0.7195979899497487,0.2804020100502513,0.6141078838174274,0.38589211618257263,0.8192592592592592,0.18074074074074073,False,-2.267260476956019,False,winner_retention;wrong_kill_rate;e1_missed_retention;train_selection_utility
regularized_logistic_false_repair_20d_l2_v1,no_label_mechanism_overlap,10A__same_instrument_cooldown_10d,post_dedup_risk_on_r_core,train,keep_8250,keep_8250,8318,1456,0.1750420774224573,3025,1491,811,1009,814,718,308,233,123,511,465,263,0.2690909090909091,0.16892561983471074,0.10016528925619836,0.5590659340659341,0.7934272300469484,0.20657276995305165,0.7127003699136868,0.2872996300863132,0.8780971258671952,0.12190287413280476,False,-1.1084095295744525,False,winner_retention;wrong_kill_rate;e1_missed_retention;train_selection_utility
regularized_logistic_false_repair_20d_l2_v1,no_label_mechanism_overlap,10A__same_instrument_cooldown_10d,post_dedup_risk_on_r_core,validation,keep_8250,keep_8250,2514,440,0.17501988862370724,709,161,64,111,223,214,51,32,24,122,118,32,0.3145275035260931,0.17207334273624825,0.14245416078984485,0.5068181818181818,0.6832298136645962,0.3167701863354037,0.5,0.5,0.7837837837837838,0.21621621621621623,False,-3.206307820520281,False,winner_retention;wrong_kill_rate;e1_missed_retention;train_selection_utility
regularized_logistic_false_repair_20d_l2_v1,no_label_mechanism_overlap,10A__same_instrument_cooldown_10d,post_dedup_risk_on_r_core,robustness,keep_8250,keep_8250,4970,870,0.1750503018108652,1299,995,482,675,400,331,238,162,101,236,215,160,0.30792917628945343,0.18167821401077752,0.1262509622786759,0.45977011494252873,0.7608040201005025,0.23919597989949748,0.6639004149377593,0.3360995850622407,0.8503703703703703,0.14962962962962964,False,-1.644003114611089,False,winner_retention;wrong_kill_rate;e1_missed_retention;train_selection_utility
regularized_logistic_false_repair_20d_l2_v1,no_label_mechanism_overlap,10A__same_instrument_cooldown_10d,post_dedup_risk_on_r_core,train,keep_8500,keep_8500,8318,1248,0.15003606636210629,3025,1491,811,1009,714,628,264,204,99,448,404,235,0.23603305785123968,0.14809917355371902,0.08793388429752066,0.5721153846153846,0.8229376257545271,0.17706237424547283,0.7484586929716399,0.25154130702836003,0.9018830525272548,0.0981169474727453,False,-0.6520835469453712,False,winner_retention;wrong_kill_rate;e1_missed_retention;train_selection_utility
regularized_logistic_false_repair_20d_l2_v1,no_label_mechanism_overlap,10A__same_instrument_cooldown_10d,post_dedup_risk_on_r_core,validation,keep_8500,keep_8500,2514,378,0.15035799522673032,709,161,64,111,197,188,48,31,22,107,101,20,0.2778561354019746,0.15091678420310295,0.12693935119887167,0.5211640211640212,0.7018633540372671,0.2981366459627329,0.515625,0.484375,0.8018018018018018,0.1981981981981982,False,-2.965465512304158,False,winner_retention;wrong_kill_rate;e1_missed_retention;train_selection_utility
regularized_logistic_false_repair_20d_l2_v1,no_label_mechanism_overlap,10A__same_instrument_cooldown_10d,post_dedup_risk_on_r_core,robustness,keep_8500,keep_8500,4970,746,0.1501006036217304,1299,995,482,675,355,288,215,153,84,196,169,142,0.2732871439568899,0.15088529638183218,0.12240184757505773,0.47587131367292224,0.7839195979899498,0.21608040201005024,0.6825726141078838,0.31742738589211617,0.8755555555555555,0.12444444444444444,False,-1.3234722326851138,False,winner_retention;wrong_kill_rate;e1_missed_retention;train_selection_utility
regularized_logistic_false_repair_20d_l2_v1,no_label_mechanism_overlap,10A__same_instrument_cooldown_10d,post_dedup_risk_on_r_core,train,keep_8750,keep_8750,8318,1040,0.12503005530175523,3025,1491,811,1009,617,546,212,175,71,365,327,178,0.20396694214876032,0.1206611570247934,0.08330578512396693,0.5932692307692308,0.857813547954393,0.14218645204560698,0.7842170160295932,0.2157829839704069,0.929633300297324,0.07036669970267592,False,-0.20809821299351666,False,e1_missed_retention;train_selection_utility
regularized_logistic_false_repair_20d_l2_v1,no_label_mechanism_overlap,10A__same_instrument_cooldown_10d,post_dedup_risk_on_r_core,validation,keep_8750,keep_8750,2514,315,0.12529832935560858,709,161,64,111,164,155,44,28,21,80,77,22,0.231311706629055,0.11283497884344147,0.11847672778561354,0.5206349206349207,0.7267080745341614,0.2732919254658385,0.5625,0.4375,0.8108108108108107,0.1891891891891892,False,-2.4955912357987766,False,winner_retention;wrong_kill_rate;e1_missed_retention;train_selection_utility
regularized_logistic_false_repair_20d_l2_v1,no_label_mechanism_overlap,10A__same_instrument_cooldown_10d,post_dedup_risk_on_r_core,robustness,keep_8750,keep_8750,4970,622,0.12515090543259558,1299,995,482,675,302,247,185,135,71,163,140,131,0.23248652809853734,0.12548113933795227,0.10700538876058507,0.4855305466237942,0.8140703517587939,0.18592964824120603,0.7199170124481328,0.2800829875518672,0.8948148148148148,0.10518518518518519,False,-0.8551376423530607,False,winner_retention;wrong_kill_rate;e1_missed_retention;train_selection_utility
regularized_logistic_false_repair_20d_l2_v1,no_label_mechanism_overlap,10A__same_instrument_cooldown_10d,post_dedup_risk_on_r_core,train,keep_9000,keep_9000,8318,832,0.10002404424140418,3025,1491,811,1009,510,453,167,143,47,311,282,158,0.16859504132231404,0.1028099173553719,0.06578512396694214,0.6129807692307693,0.8879946344735077,0.11200536552649229,0.8236744759556104,0.17632552404438964,0.9534192269573836,0.04658077304261645,False,-0.03706896216124077,False,e1_missed_retention;train_selection_utility
regularized_logistic_false_repair_20d_l2_v1,no_label_mechanism_overlap,10A__same_instrument_cooldown_10d,post_dedup_risk_on_r_core,validation,keep_9000,keep_9000,2514,252,0.10023866348448687,709,161,64,111,135,127,40,26,19,82,81,19,0.19040902679830748,0.1156558533145275,0.07475317348377998,0.5357142857142857,0.7515527950310559,0.2484472049689441,0.59375,0.40625,0.8288288288288288,0.17117117117117117,False,-2.158778758745186,False,winner_retention;wrong_kill_rate;e1_missed_retention;train_selection_utility
regularized_logistic_false_repair_20d_l2_v1,no_label_mechanism_overlap,10A__same_instrument_cooldown_10d,post_dedup_risk_on_r_core,robustness,keep_9000,keep_9000,4970,497,0.1,1299,995,482,675,251,202,148,116,47,146,124,109,0.19322555812163203,0.11239414934565051,0.08083140877598152,0.5050301810865191,0.8512562814070352,0.1487437185929648,0.7593360995850622,0.24066390041493776,0.9303703703703704,0.06962962962962962,False,-0.33798961305554626,False,e1_missed_retention;train_selection_utility
