split,anchor_family_id,baseline_id,diagnostic_axis,diagnostic_bucket,predeclared_partition_id,diagnostic_bucket_source,anchor_event_count,baseline_event_count,unique_instrument_year_count,anchor_mean_after_cost_return_H20,baseline_mean_after_cost_return_H20,mean_diff_vs_baseline,anchor_p05_after_cost_return_H20,baseline_p05_after_cost_return_H20,p05_diff_vs_baseline,anchor_max_adverse_excursion_mean_H20,baseline_max_adverse_excursion_mean_H20,mae_worsening_vs_baseline,anchor_instrument_year_positive_rate,baseline_instrument_year_positive_rate,instrument_year_positive_rate_diff,interpretation_status
train,failed_lookalike_avoidance,matched_delay_baseline,industry_bucket,汽车,DF_PART_57f629b1593c,linked_deferred_event,11,11,9,0.010233667168501846,0.021900980801839543,-0.011667313633337697,-0.17471768228891577,-0.10862687992319947,-0.0660908023657163,-0.11823721566286777,-0.0900580766377269,-0.028179139025140867,0.3333333333333333,0.3333333333333333,0.0,too_sparse
train,failed_lookalike_avoidance,matched_delay_baseline,industry_bucket,煤炭,DF_PART_8b3f7b0b2d93,linked_deferred_event,4,4,4,0.06162205876224422,0.037673755503843054,0.023948303258401166,-0.06247338348956383,-0.06317263465434766,0.0006992511647838373,-0.08225549278169086,-0.08340765690843177,0.0011521641267409066,0.5,0.5,0.0,too_sparse
train,failed_lookalike_avoidance,matched_delay_baseline,industry_bucket,电力设备,DF_PART_aa9b187cf43c,linked_deferred_event,16,15,12,0.04397067826950019,0.03934642578852329,0.0046242524809768995,-0.18272656893328076,-0.1682428284428316,-0.014483740490449176,-0.10362638985533026,-0.10584291148574906,0.0022165216304187996,0.5833333333333334,0.5454545454545454,0.037878787878787956,too_sparse
train,failed_lookalike_avoidance,matched_delay_baseline,industry_bucket,电子,DF_PART_04e3b00e8be3,linked_deferred_event,19,19,16,-0.04976610042861795,-0.044730490452510326,-0.005035609976107622,-0.16992046166115785,-0.21004658701391526,0.04012612535275742,-0.13359457497896968,-0.13732680804338745,0.003732233064417778,0.3125,0.3125,0.0,too_sparse
train,failed_lookalike_avoidance,matched_delay_baseline,industry_bucket,石油石化,DF_PART_2c209aa829a3,linked_deferred_event,5,5,3,-0.01903311941370913,-0.005382886740668646,-0.013650232673040484,-0.23280318139268896,-0.18009241836763218,-0.052710763025056784,-0.12821836077404242,-0.13272793309759776,0.004509572323555339,0.3333333333333333,0.6666666666666666,-0.3333333333333333,too_sparse
train,failed_lookalike_avoidance,matched_delay_baseline,industry_bucket,社会服务,DF_PART_29a1218a829f,linked_deferred_event,1,1,1,0.27563071931195826,0.30271762836490557,-0.027086909052947306,0.27563071931195826,0.30271762836490557,-0.027086909052947306,-0.031271450635078746,-0.09811421785176377,0.06684276721668503,1.0,1.0,0.0,too_sparse
train,failed_lookalike_avoidance,matched_delay_baseline,industry_bucket,计算机,DF_PART_e368778eff6f,linked_deferred_event,9,9,9,0.0005130581051101165,-0.04596364591227659,0.04647670401738671,-0.1280352692149098,-0.11848500891890734,-0.00955026029600245,-0.11278702406485237,-0.12107586381937452,0.008288839754522145,0.4444444444444444,0.2222222222222222,0.2222222222222222,too_sparse
train,failed_lookalike_avoidance,matched_delay_baseline,industry_bucket,通信,DF_PART_27c29d6a144d,linked_deferred_event,2,2,2,0.08992882548326153,-0.00483504426011544,0.09476386974337697,0.08341506718035037,-0.01062450715679773,0.0940395743371481,-0.03300017168360203,-0.027603403483476507,-0.0053967682001255235,1.0,0.5,0.5,too_sparse
train,failed_lookalike_avoidance,matched_delay_baseline,industry_bucket,钢铁,DF_PART_6a58113b3dfd,linked_deferred_event,6,6,4,-0.005340618208569643,-0.04074999603325585,0.03540937782468621,-0.14114623359713177,-0.25885975450797216,0.11771352091084039,-0.10980999399056941,-0.13370618841042095,0.023896194419851538,0.25,0.25,0.0,too_sparse
train,failed_lookalike_avoidance,matched_delay_baseline,industry_bucket,银行,DF_PART_c77d25466aa4,linked_deferred_event,13,13,11,-0.048985785933327426,-0.025857730814686522,-0.023128055118640904,-0.09926002642876582,-0.13535919461441961,0.0360991681856538,-0.10787774480235253,-0.10003676400850553,-0.007840980793847,0.09090909090909091,0.3333333333333333,-0.2424242424242424,too_sparse
train,failed_lookalike_avoidance,matched_delay_baseline,industry_bucket,非银金融,DF_PART_97e00ff6b48c,linked_deferred_event,40,40,35,-0.024562032879781877,-0.02614156782641667,0.0015795349466347919,-0.1680912984554525,-0.14425349409893032,-0.02383780435652219,-0.11546019514345104,-0.11448041571443841,-0.000979779429012631,0.2571428571428571,0.2,0.057142857142857106,interpretable
train,failed_lookalike_avoidance,matched_delay_baseline,industry_bucket,食品饮料,DF_PART_57278a420900,linked_deferred_event,12,12,10,0.004887541260290469,0.012458130172817975,-0.0075705889125275054,-0.12582634188153669,-0.12365437528514833,-0.0021719665963883528,-0.08440050618091256,-0.08007444155333371,-0.0043260646275788545,0.5,0.5,0.0,too_sparse
train,failed_lookalike_avoidance,matched_delay_baseline,year_bucket,2017,DF_PART_321b8a3983a2,linked_deferred_event,2,0,2,0.06669780922231971,,,0.0025274037291866175,,,-0.03898476436794074,,,0.5,,,too_sparse
train,failed_lookalike_avoidance,matched_delay_baseline,year_bucket,2018,DF_PART_4e8ab5052e91,linked_deferred_event,27,29,23,-0.050236425149297326,-0.05949885267272048,0.009262427523423156,-0.21203963457932626,-0.19676348616998648,-0.015276148409339774,-0.1254809349450467,-0.13174109046344915,0.006260155518402449,0.21739130434782608,0.375,-0.15760869565217392,interpretable
train,failed_lookalike_avoidance,matched_delay_baseline,year_bucket,2019,DF_PART_b7701708d7fb,linked_deferred_event,63,59,57,-0.001738529011216987,0.00783792551086553,-0.009576454522082516,-0.167547039491673,-0.19190774860227144,0.024360709110598455,-0.09686442178133053,-0.08936170147292803,-0.007502720308402502,0.42105263157894735,0.3888888888888889,0.03216374269005845,interpretable
train,failed_lookalike_avoidance,matched_delay_baseline,year_bucket,2020,DF_PART_4d869d22ac24,linked_deferred_event,76,77,63,0.015905526048891967,0.0056040780700839215,0.010301447978808045,-0.1535488790767719,-0.140623536259242,-0.012925342817529883,-0.10470831239471616,-0.10476775860221414,5.9446207497981796e-05,0.5079365079365079,0.375,0.1329365079365079,interpretable
train,failed_lookalike_avoidance,matched_delay_baseline,year_bucket,2021,DF_PART_b2220a4036c4,linked_deferred_event,85,85,70,-0.013090915300433922,-0.018611416456687613,0.005520501156253691,-0.23406897964024048,-0.21360465502425452,-0.020464324615985963,-0.12946848001358693,-0.13262743223414164,0.003158952220554706,0.2857142857142857,0.3142857142857143,-0.02857142857142858,interpretable
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,all,all,DF_PART_42f22869d5af,linked_deferred_event,253,218,215,-0.0048870474668543575,0.13785626341289495,-0.1427433108797493,-0.19218401404643143,-0.1036648292879698,-0.08851918475846163,-0.11277101141355447,-0.0550023267961184,-0.057768684617436075,0.3813953488372093,0.8201058201058201,-0.4387104712686108,interpretable
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,failure_margin_bucket,all,DF_PART_f34bb3075d54,linked_deferred_event,0,218,0,,0.13785626341289495,,,-0.1036648292879698,,,-0.0550023267961184,,,0.8201058201058201,,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,failure_margin_bucket,q0,DF_PART_da5d5f67f5b7,linked_deferred_event,59,0,58,0.0007040510539236313,,,-0.24994377000228166,,,-0.12110432764346028,,,0.46551724137931033,,,interpretable
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,failure_margin_bucket,q1,DF_PART_06cb96bf1e79,linked_deferred_event,37,0,37,-0.03260953194258406,,,-0.16536668050490366,,,-0.1200600558685445,,,0.24324324324324326,,,interpretable
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,failure_margin_bucket,q2,DF_PART_3bca00e18198,linked_deferred_event,61,0,59,0.0017684252986993737,,,-0.1674990977458537,,,-0.11188047198866434,,,0.3728813559322034,,,interpretable
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,failure_margin_bucket,q3,DF_PART_5b97e8770cdd,linked_deferred_event,96,0,90,-0.0018675341941739425,,,-0.18807492868332942,,,-0.10540603852312976,,,0.43333333333333335,,,interpretable
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,money_bucket,1,DF_PART_7aaf34d6a00e,linked_deferred_event,11,11,11,0.1025006066207662,0.1392756796573707,-0.0367750730366045,-0.09023137088488825,-0.04250909891937088,-0.04772227196551737,-0.070094957116491,-0.03941423064542653,-0.030680726471064464,0.7272727272727273,0.8181818181818182,-0.09090909090909094,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,money_bucket,2,DF_PART_a238923dd11b,linked_deferred_event,17,14,16,0.03714155206005341,0.10050287457724641,-0.06336132251719301,-0.18485294989950682,-0.10514418526672864,-0.07970876463277818,-0.10380112501649905,-0.058898628218563016,-0.04490249679793603,0.4375,0.7857142857142857,-0.3482142857142857,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,money_bucket,3,DF_PART_a4a19dbcd4e5,linked_deferred_event,61,52,60,-0.005335198690373217,0.11566303443993706,-0.12099823313031027,-0.1674990977458537,-0.12384544526977068,-0.04365365247608302,-0.10044232562297131,-0.05269555191595143,-0.04774677370701988,0.35,0.7692307692307693,-0.4192307692307693,interpretable
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,money_bucket,4,DF_PART_cb6a354c79ca,linked_deferred_event,162,139,142,-0.015359628944098806,0.1520220708238801,-0.16738169976797893,-0.2121536046195977,-0.10221598106667044,-0.10993762355292726,-0.12063736298398586,-0.05664341813910257,-0.0639939448448833,0.38028169014084506,0.8373983739837398,-0.4571166838428948,interpretable
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,money_bucket,unavailable,DF_PART_ee71d68c8681,linked_deferred_event,2,2,1,-0.0908145289533579,-0.01597646584874729,-0.07483806310461061,-0.19630343362749267,-0.03921135797008118,-0.15709207565741148,-0.16258378383021843,-0.05938304421475271,-0.10320073961546572,0.0,0.0,0.0,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,vol20_bucket,unavailable,DF_PART_6a3dbf4511a7,linked_deferred_event,253,218,215,-0.0048870474668543575,0.13785626341289495,-0.1427433108797493,-0.19218401404643143,-0.1036648292879698,-0.08851918475846163,-0.11277101141355447,-0.0550023267961184,-0.057768684617436075,0.3813953488372093,0.8201058201058201,-0.4387104712686108,interpretable
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,ret_60d_bucket,unavailable,DF_PART_fbf589e5d807,linked_deferred_event,253,218,215,-0.0048870474668543575,0.13785626341289495,-0.1427433108797493,-0.19218401404643143,-0.1036648292879698,-0.08851918475846163,-0.11277101141355447,-0.0550023267961184,-0.057768684617436075,0.3813953488372093,0.8201058201058201,-0.4387104712686108,interpretable
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,industry_bucket,UNKNOWN,DF_PART_5a0ad4466844,linked_deferred_event,1,1,1,0.27759516136416673,0.38186713034391273,-0.104271968979746,0.27759516136416673,0.38186713034391273,-0.104271968979746,-0.0154935608731398,-0.012230200092567145,-0.003263360780572655,1.0,1.0,0.0,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,industry_bucket,交通运输,DF_PART_b4bad822ff07,linked_deferred_event,16,11,14,-0.05001710300809507,0.02790049848814384,-0.07791760149623891,-0.18543548098471402,-0.10775643162835674,-0.07767904935635728,-0.11747918981419947,-0.07100319030709074,-0.046475999507108734,0.14285714285714285,0.5555555555555556,-0.41269841269841273,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,industry_bucket,传媒,DF_PART_4f4f182f7498,linked_deferred_event,4,4,3,0.028449136520703994,0.102353197329098,-0.07390406080839401,-0.07864635405635115,-0.04263481549961225,-0.0360115385567389,-0.09862231827171389,-0.08000074191321604,-0.018621576358497843,0.6666666666666666,0.6666666666666666,0.0,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,industry_bucket,公用事业,DF_PART_1bce4b8f4a70,linked_deferred_event,10,4,9,0.03548915551970298,0.08636516623128412,-0.05087601071158114,-0.10246698393078793,-0.01810184726058564,-0.08436513667020229,-0.11208057675046365,-0.03681375062452988,-0.07526682612593377,0.3333333333333333,0.5,-0.16666666666666669,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,industry_bucket,农林牧渔,DF_PART_8bf72369f997,linked_deferred_event,4,4,3,0.16236695262879747,0.1370845474737532,0.025282405155044263,0.019746982936911364,-0.06737183215680988,0.08711881509372124,-0.05443153582913743,-0.0658904102475979,0.011458874418460469,1.0,0.75,0.25,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,industry_bucket,医药生物,DF_PART_cd2c662e7084,linked_deferred_event,16,14,15,-0.06915673031690986,0.05506207026022541,-0.12421880057713527,-0.2636352863327943,-0.174698403406248,-0.0889368829265463,-0.13394534137779585,-0.08374243355498259,-0.05020290782281325,0.3333333333333333,0.6428571428571429,-0.3095238095238096,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,industry_bucket,国防军工,DF_PART_de4b2cc4ae31,linked_deferred_event,8,7,7,0.04465539294590207,0.2314928051851956,-0.18683741223929354,-0.18290750691327237,0.09139235436194396,-0.27429986127521633,-0.12910282622092473,-0.02858916960918897,-0.10051365661173575,0.5714285714285714,1.0,-0.4285714285714286,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,industry_bucket,基础化工,DF_PART_e4ba8de021c4,linked_deferred_event,9,9,8,0.03918448840050063,0.2832651928566869,-0.24408070445618626,-0.12529440634298825,0.05855786480051342,-0.18385227114350167,-0.07153869930395845,-0.033839299917161475,-0.03769939938679698,0.625,0.875,-0.25,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,industry_bucket,家用电器,DF_PART_55842ea7a014,linked_deferred_event,4,2,3,-0.040726462852064604,0.08410275596254757,-0.12482921881461218,-0.08230950078260535,0.06802902749794655,-0.1503385282805519,-0.08876620658216614,-0.06897324432530566,-0.019792962256860475,0.3333333333333333,1.0,-0.6666666666666667,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,industry_bucket,建筑材料,DF_PART_1249037274ff,linked_deferred_event,2,2,2,0.06886444653468715,0.1887981648698771,-0.11993371833518995,0.035544404473486266,0.1394353852133739,-0.10389098073988763,-0.09428402787889134,-0.010967098703888345,-0.083316929175003,1.0,1.0,0.0,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,industry_bucket,建筑装饰,DF_PART_1dc8b80d78cb,linked_deferred_event,8,4,7,-0.04278014477170877,0.02710593381092305,-0.06988607858263182,-0.2161958791103071,-0.043794641525105454,-0.17240123758520165,-0.1291784301984159,-0.04128945561653266,-0.08788897458188324,0.14285714285714285,1.0,-0.8571428571428572,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,industry_bucket,房地产,DF_PART_a29da0727722,linked_deferred_event,13,13,13,-0.004792377405870061,0.16822659173191296,-0.17301896913778303,-0.25346710276385376,-0.09833514285659314,-0.1551319599072606,-0.12560766007397112,-0.04780503095054155,-0.07780262912342957,0.5384615384615384,0.8461538461538461,-0.3076923076923077,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,industry_bucket,有色金属,DF_PART_3c8dcfeaa686,linked_deferred_event,15,12,10,0.04065783296176098,0.2117390357022768,-0.17108120274051583,-0.17024259838609915,-0.0838873719419069,-0.08635522644419225,-0.11580900341789802,-0.07473542691144036,-0.041073576506457654,0.5,1.0,-0.5,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,industry_bucket,机械设备,DF_PART_0b0a6b7251c1,linked_deferred_event,5,4,4,-0.10094576553135401,0.006593022695464523,-0.10753878822681853,-0.1800320327179953,-0.14474591328380187,-0.035286119434193436,-0.17282218758522144,-0.07975520939654751,-0.09306697818867393,0.0,0.6666666666666666,-0.6666666666666666,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,industry_bucket,汽车,DF_PART_57f629b1593c,linked_deferred_event,11,11,9,0.010233667168501846,0.14990396061666408,-0.13967029344816223,-0.17471768228891577,-0.053217924176230724,-0.12149975811268504,-0.11823721566286777,-0.041197601595812386,-0.07703961406705538,0.3333333333333333,0.8888888888888888,-0.5555555555555556,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,industry_bucket,煤炭,DF_PART_8b3f7b0b2d93,linked_deferred_event,4,3,4,0.06162205876224422,0.16913793284742829,-0.10751587408518407,-0.06247338348956383,0.07475583356204937,-0.1372292170516132,-0.08225549278169086,-0.04398982958866867,-0.038265663193022194,0.5,1.0,-0.5,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,industry_bucket,电力设备,DF_PART_aa9b187cf43c,linked_deferred_event,16,13,12,0.04397067826950019,0.21644252020867027,-0.1724718419391701,-0.18272656893328076,-0.06655977657724442,-0.11616679235603634,-0.10362638985533026,-0.05617897317754129,-0.04744741667778898,0.5833333333333334,0.8,-0.21666666666666667,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,industry_bucket,电子,DF_PART_04e3b00e8be3,linked_deferred_event,19,18,16,-0.04976610042861795,0.10662255285145396,-0.1563886532800719,-0.16992046166115785,-0.09134605954043831,-0.07857440212071953,-0.13359457497896968,-0.06643037492608922,-0.06716420005288046,0.3125,0.8125,-0.5,too_sparse
train,failed_lookalike_avoidance,same_instrument_nonanchor_baseline,industry_bucket,石油石化,DF_PART_2c209aa829a3,linked_deferred_event,5,4,3,-0.01903311941370913,0.11195988319375008,-0.13099300260745922,-0.23280318139268896,-0.01953830965999155,-0.21326487173269743,-0.12821836077404242,-0.04273906484933157,-0.08547929592471085,0.3333333333333333,1.0,-0.6666666666666667,too_sparse
