split,anchor_family_id,event_type,diagnostic_axis,diagnostic_bucket,predeclared_partition_id,trigger_rate_type,event_count,canonical_launch_episode_count,trigger_rate_per_launch_episode,unique_instrument_count,unique_instrument_year_count,trigger_rate_band,interpretation_status
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,money_bucket,unavailable,DF_PART_ee71d68c8681,raw_recovery_event,2,1153,0.0017346053772766695,1,1,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,vol20_bucket,unavailable,DF_PART_6a3dbf4511a7,raw_recovery_event,257,1153,0.22289679098005205,145,219,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,ret_60d_bucket,unavailable,DF_PART_fbf589e5d807,raw_recovery_event,257,1153,0.22289679098005205,145,219,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,UNKNOWN,DF_PART_5a0ad4466844,raw_recovery_event,1,1153,0.0008673026886383347,1,1,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,交通运输,DF_PART_b4bad822ff07,raw_recovery_event,16,1153,0.013876843018213356,8,14,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,传媒,DF_PART_4f4f182f7498,raw_recovery_event,4,1153,0.003469210754553339,2,3,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,公用事业,DF_PART_1bce4b8f4a70,raw_recovery_event,11,1153,0.009540329575021683,7,10,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,农林牧渔,DF_PART_8bf72369f997,raw_recovery_event,4,1153,0.003469210754553339,2,3,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,医药生物,DF_PART_cd2c662e7084,raw_recovery_event,16,1153,0.013876843018213356,11,15,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,国防军工,DF_PART_de4b2cc4ae31,raw_recovery_event,8,1153,0.006938421509106678,6,7,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,基础化工,DF_PART_e4ba8de021c4,raw_recovery_event,10,1153,0.008673026886383347,6,9,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,家用电器,DF_PART_55842ea7a014,raw_recovery_event,5,1153,0.004336513443191674,4,4,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,建筑材料,DF_PART_1249037274ff,raw_recovery_event,2,1153,0.0017346053772766695,2,2,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,建筑装饰,DF_PART_1dc8b80d78cb,raw_recovery_event,8,1153,0.006938421509106678,5,7,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,房地产,DF_PART_a29da0727722,raw_recovery_event,14,1153,0.012142237640936688,9,14,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,有色金属,DF_PART_3c8dcfeaa686,raw_recovery_event,15,1153,0.013009540329575022,6,10,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,机械设备,DF_PART_0b0a6b7251c1,raw_recovery_event,5,1153,0.004336513443191674,3,4,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,汽车,DF_PART_57f629b1593c,raw_recovery_event,11,1153,0.009540329575021683,6,9,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,煤炭,DF_PART_8b3f7b0b2d93,raw_recovery_event,4,1153,0.003469210754553339,3,4,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,电力设备,DF_PART_aa9b187cf43c,raw_recovery_event,16,1153,0.013876843018213356,8,12,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,电子,DF_PART_04e3b00e8be3,raw_recovery_event,19,1153,0.01647875108412836,12,16,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,石油石化,DF_PART_2c209aa829a3,raw_recovery_event,5,1153,0.004336513443191674,2,3,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,社会服务,DF_PART_29a1218a829f,raw_recovery_event,1,1153,0.0008673026886383347,1,1,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,计算机,DF_PART_e368778eff6f,raw_recovery_event,9,1153,0.007805724197745013,6,9,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,通信,DF_PART_27c29d6a144d,raw_recovery_event,2,1153,0.0017346053772766695,2,2,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,钢铁,DF_PART_6a58113b3dfd,raw_recovery_event,6,1153,0.005203816131830009,3,4,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,银行,DF_PART_c77d25466aa4,raw_recovery_event,13,1153,0.011274934952298352,8,11,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,非银金融,DF_PART_97e00ff6b48c,raw_recovery_event,40,1153,0.03469210754553339,17,35,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,食品饮料,DF_PART_57278a420900,raw_recovery_event,12,1153,0.010407632263660017,6,10,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,year_bucket,2017,DF_PART_321b8a3983a2,raw_recovery_event,2,1153,0.0017346053772766695,2,2,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,year_bucket,2018,DF_PART_4e8ab5052e91,raw_recovery_event,27,1153,0.023417172593235037,23,23,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,year_bucket,2019,DF_PART_b7701708d7fb,raw_recovery_event,64,1153,0.055507372072853424,58,58,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,year_bucket,2020,DF_PART_4d869d22ac24,raw_recovery_event,76,1153,0.06591500433651344,63,63,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,year_bucket,2021,DF_PART_b2220a4036c4,raw_recovery_event,88,1153,0.07632263660017347,73,73,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,all,all,DF_PART_42f22869d5af,gate_eligible_h20_recovery_event,253,1153,0.2194275802254987,142,215,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,lookalike_source_family,A-like,DF_PART_3d89ea2216bb,gate_eligible_h20_recovery_event,20,1153,0.017346053772766695,20,20,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,lookalike_source_family,C-like,DF_PART_9bac6c7f24b9,gate_eligible_h20_recovery_event,233,1153,0.202081526452732,138,205,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,failure_condition_id,none,DF_PART_04328f30e081,gate_eligible_h20_recovery_event,253,1153,0.2194275802254987,142,215,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,failure_margin_bucket,q0,DF_PART_da5d5f67f5b7,gate_eligible_h20_recovery_event,59,1153,0.05117085862966175,52,58,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,failure_margin_bucket,q1,DF_PART_06cb96bf1e79,gate_eligible_h20_recovery_event,37,1153,0.032090199479618386,34,37,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,failure_margin_bucket,q2,DF_PART_3bca00e18198,gate_eligible_h20_recovery_event,61,1153,0.05290546400693842,55,59,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,failure_margin_bucket,q3,DF_PART_5b97e8770cdd,gate_eligible_h20_recovery_event,96,1153,0.08326105810928014,71,90,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,money_bucket,1,DF_PART_7aaf34d6a00e,gate_eligible_h20_recovery_event,11,1153,0.009540329575021683,9,11,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,money_bucket,2,DF_PART_a238923dd11b,gate_eligible_h20_recovery_event,17,1153,0.014744145706851692,15,16,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,money_bucket,3,DF_PART_a4a19dbcd4e5,gate_eligible_h20_recovery_event,61,1153,0.05290546400693842,51,60,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,money_bucket,4,DF_PART_cb6a354c79ca,gate_eligible_h20_recovery_event,162,1153,0.14050303555941024,105,142,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,money_bucket,unavailable,DF_PART_ee71d68c8681,gate_eligible_h20_recovery_event,2,1153,0.0017346053772766695,1,1,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,vol20_bucket,unavailable,DF_PART_6a3dbf4511a7,gate_eligible_h20_recovery_event,253,1153,0.2194275802254987,142,215,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,ret_60d_bucket,unavailable,DF_PART_fbf589e5d807,gate_eligible_h20_recovery_event,253,1153,0.2194275802254987,142,215,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,UNKNOWN,DF_PART_5a0ad4466844,gate_eligible_h20_recovery_event,1,1153,0.0008673026886383347,1,1,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,交通运输,DF_PART_b4bad822ff07,gate_eligible_h20_recovery_event,16,1153,0.013876843018213356,8,14,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,传媒,DF_PART_4f4f182f7498,gate_eligible_h20_recovery_event,4,1153,0.003469210754553339,2,3,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,公用事业,DF_PART_1bce4b8f4a70,gate_eligible_h20_recovery_event,10,1153,0.008673026886383347,6,9,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,农林牧渔,DF_PART_8bf72369f997,gate_eligible_h20_recovery_event,4,1153,0.003469210754553339,2,3,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,医药生物,DF_PART_cd2c662e7084,gate_eligible_h20_recovery_event,16,1153,0.013876843018213356,11,15,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,国防军工,DF_PART_de4b2cc4ae31,gate_eligible_h20_recovery_event,8,1153,0.006938421509106678,6,7,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,基础化工,DF_PART_e4ba8de021c4,gate_eligible_h20_recovery_event,9,1153,0.007805724197745013,5,8,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,家用电器,DF_PART_55842ea7a014,gate_eligible_h20_recovery_event,4,1153,0.003469210754553339,3,3,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,建筑材料,DF_PART_1249037274ff,gate_eligible_h20_recovery_event,2,1153,0.0017346053772766695,2,2,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,建筑装饰,DF_PART_1dc8b80d78cb,gate_eligible_h20_recovery_event,8,1153,0.006938421509106678,5,7,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,房地产,DF_PART_a29da0727722,gate_eligible_h20_recovery_event,13,1153,0.011274934952298352,9,13,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,有色金属,DF_PART_3c8dcfeaa686,gate_eligible_h20_recovery_event,15,1153,0.013009540329575022,6,10,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,机械设备,DF_PART_0b0a6b7251c1,gate_eligible_h20_recovery_event,5,1153,0.004336513443191674,3,4,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,汽车,DF_PART_57f629b1593c,gate_eligible_h20_recovery_event,11,1153,0.009540329575021683,6,9,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,煤炭,DF_PART_8b3f7b0b2d93,gate_eligible_h20_recovery_event,4,1153,0.003469210754553339,3,4,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,电力设备,DF_PART_aa9b187cf43c,gate_eligible_h20_recovery_event,16,1153,0.013876843018213356,8,12,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,电子,DF_PART_04e3b00e8be3,gate_eligible_h20_recovery_event,19,1153,0.01647875108412836,12,16,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,石油石化,DF_PART_2c209aa829a3,gate_eligible_h20_recovery_event,5,1153,0.004336513443191674,2,3,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,社会服务,DF_PART_29a1218a829f,gate_eligible_h20_recovery_event,1,1153,0.0008673026886383347,1,1,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,计算机,DF_PART_e368778eff6f,gate_eligible_h20_recovery_event,9,1153,0.007805724197745013,6,9,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,通信,DF_PART_27c29d6a144d,gate_eligible_h20_recovery_event,2,1153,0.0017346053772766695,2,2,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,钢铁,DF_PART_6a58113b3dfd,gate_eligible_h20_recovery_event,6,1153,0.005203816131830009,3,4,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,银行,DF_PART_c77d25466aa4,gate_eligible_h20_recovery_event,13,1153,0.011274934952298352,8,11,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,非银金融,DF_PART_97e00ff6b48c,gate_eligible_h20_recovery_event,40,1153,0.03469210754553339,17,35,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,食品饮料,DF_PART_57278a420900,gate_eligible_h20_recovery_event,12,1153,0.010407632263660017,6,10,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,year_bucket,2017,DF_PART_321b8a3983a2,gate_eligible_h20_recovery_event,2,1153,0.0017346053772766695,2,2,all,too_sparse
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,year_bucket,2018,DF_PART_4e8ab5052e91,gate_eligible_h20_recovery_event,27,1153,0.023417172593235037,23,23,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,year_bucket,2019,DF_PART_b7701708d7fb,gate_eligible_h20_recovery_event,63,1153,0.05464006938421509,57,57,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,year_bucket,2020,DF_PART_4d869d22ac24,gate_eligible_h20_recovery_event,76,1153,0.06591500433651344,63,63,all,interpretable
train,failed_lookalike_avoidance,recovery_after_failed_lookalike,year_bucket,2021,DF_PART_b2220a4036c4,gate_eligible_h20_recovery_event,85,1153,0.07372072853425846,70,70,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,all,all,DF_PART_42f22869d5af,diagnostic_failure_state,1949,1153,1.6903729401561145,230,642,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,lookalike_source_family,A-like,DF_PART_3d89ea2216bb,diagnostic_failure_state,1107,1153,0.9601040763226366,230,634,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,lookalike_source_family,C-like,DF_PART_9bac6c7f24b9,diagnostic_failure_state,842,1153,0.7302688638334779,216,551,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,failure_condition_id,pullback_atr_floor_failure,DF_PART_91adc6f51c98,diagnostic_failure_state,179,1153,0.1552471812662619,111,162,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,failure_condition_id,pullback_depth_failure,DF_PART_ac6441906d69,diagnostic_failure_state,507,1153,0.43972246313963576,194,392,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,failure_condition_id,pullback_window_failure,DF_PART_f6a8fe140480,diagnostic_failure_state,28,1153,0.024284475281873375,28,28,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,failure_condition_id,restrengthen_failure,DF_PART_8be7a607eff0,diagnostic_failure_state,393,1153,0.34084995663486556,176,311,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,failure_condition_id,second_breakout_consolidation_failure,DF_PART_f10b935c09d2,diagnostic_failure_state,10,1153,0.008673026886383347,10,10,all,too_sparse
train,failed_lookalike_avoidance,failure_lookalike_state,failure_condition_id,second_breakout_gap_failure,DF_PART_e2ab98a416ed,diagnostic_failure_state,73,1153,0.06331309627059845,62,71,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,failure_condition_id,second_breakout_liquidity_failure,DF_PART_90cfb5feebd4,diagnostic_failure_state,240,1153,0.20815264527320035,125,197,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,failure_condition_id,second_breakout_return_failure,DF_PART_ad88a731a584,diagnostic_failure_state,519,1153,0.45013009540329574,186,390,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,failure_margin_bucket,q0,DF_PART_da5d5f67f5b7,diagnostic_failure_state,278,1153,0.24111014744145706,150,229,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,failure_margin_bucket,q1,DF_PART_06cb96bf1e79,diagnostic_failure_state,411,1153,0.3564614050303556,181,305,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,failure_margin_bucket,q2,DF_PART_3bca00e18198,diagnostic_failure_state,650,1153,0.5637467476149176,202,429,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,failure_margin_bucket,q3,DF_PART_5b97e8770cdd,diagnostic_failure_state,610,1153,0.5290546400693842,195,394,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,money_bucket,1,DF_PART_7aaf34d6a00e,diagnostic_failure_state,174,1153,0.15091066782307025,74,114,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,money_bucket,2,DF_PART_a238923dd11b,diagnostic_failure_state,293,1153,0.2541196877710321,117,201,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,money_bucket,3,DF_PART_a4a19dbcd4e5,diagnostic_failure_state,503,1153,0.4362532523850824,168,295,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,money_bucket,4,DF_PART_cb6a354c79ca,diagnostic_failure_state,889,1153,0.7710320901994796,172,372,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,money_bucket,unavailable,DF_PART_ee71d68c8681,diagnostic_failure_state,90,1153,0.07805724197745013,38,58,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,vol20_bucket,unavailable,DF_PART_6a3dbf4511a7,diagnostic_failure_state,1949,1153,1.6903729401561145,230,642,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,ret_60d_bucket,unavailable,DF_PART_fbf589e5d807,diagnostic_failure_state,1949,1153,1.6903729401561145,230,642,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,UNKNOWN,DF_PART_5a0ad4466844,diagnostic_failure_state,5,1153,0.004336513443191674,4,4,all,too_sparse
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,交通运输,DF_PART_b4bad822ff07,diagnostic_failure_state,123,1153,0.10667823070251518,13,41,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,传媒,DF_PART_4f4f182f7498,diagnostic_failure_state,36,1153,0.031222896790980052,4,11,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,公用事业,DF_PART_1bce4b8f4a70,diagnostic_failure_state,71,1153,0.06157849089332177,10,27,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,农林牧渔,DF_PART_8bf72369f997,diagnostic_failure_state,21,1153,0.01821335646140503,3,8,all,too_sparse
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,医药生物,DF_PART_cd2c662e7084,diagnostic_failure_state,119,1153,0.10320901994796183,16,43,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,商贸零售,DF_PART_0fbd20df09c1,diagnostic_failure_state,18,1153,0.015611448395490026,3,8,all,too_sparse
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,国防军工,DF_PART_de4b2cc4ae31,diagnostic_failure_state,47,1153,0.040763226366001735,7,16,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,基础化工,DF_PART_e4ba8de021c4,diagnostic_failure_state,75,1153,0.06504770164787511,14,26,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,家用电器,DF_PART_55842ea7a014,diagnostic_failure_state,44,1153,0.03816131830008673,6,15,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,建筑材料,DF_PART_1249037274ff,diagnostic_failure_state,25,1153,0.02168256721595837,6,11,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,建筑装饰,DF_PART_1dc8b80d78cb,diagnostic_failure_state,65,1153,0.05637467476149176,6,21,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,房地产,DF_PART_a29da0727722,diagnostic_failure_state,91,1153,0.07892454466608846,9,36,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,有色金属,DF_PART_3c8dcfeaa686,diagnostic_failure_state,88,1153,0.07632263660017347,9,24,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,机械设备,DF_PART_0b0a6b7251c1,diagnostic_failure_state,34,1153,0.029488291413703384,5,15,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,汽车,DF_PART_57f629b1593c,diagnostic_failure_state,105,1153,0.09106678230702515,9,27,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,煤炭,DF_PART_8b3f7b0b2d93,diagnostic_failure_state,63,1153,0.05464006938421509,4,15,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,电力设备,DF_PART_aa9b187cf43c,diagnostic_failure_state,75,1153,0.06504770164787511,10,19,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,电子,DF_PART_04e3b00e8be3,diagnostic_failure_state,152,1153,0.13183000867302688,22,48,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,石油石化,DF_PART_2c209aa829a3,diagnostic_failure_state,29,1153,0.02515177797051171,2,7,all,too_sparse
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,社会服务,DF_PART_29a1218a829f,diagnostic_failure_state,8,1153,0.006938421509106678,1,3,all,too_sparse
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,计算机,DF_PART_e368778eff6f,diagnostic_failure_state,58,1153,0.05030355594102342,9,23,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,轻工制造,DF_PART_083c23182254,diagnostic_failure_state,3,1153,0.0026019080659150044,2,2,all,too_sparse
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,通信,DF_PART_27c29d6a144d,diagnostic_failure_state,21,1153,0.01821335646140503,2,7,all,too_sparse
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,钢铁,DF_PART_6a58113b3dfd,diagnostic_failure_state,34,1153,0.029488291413703384,3,11,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,银行,DF_PART_c77d25466aa4,diagnostic_failure_state,193,1153,0.1673894189071986,20,63,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,非银金融,DF_PART_97e00ff6b48c,diagnostic_failure_state,225,1153,0.19514310494362533,24,82,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,食品饮料,DF_PART_57278a420900,diagnostic_failure_state,121,1153,0.1049436253252385,12,33,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,year_bucket,2017,DF_PART_321b8a3983a2,diagnostic_failure_state,63,1153,0.05464006938421509,39,39,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,year_bucket,2018,DF_PART_4e8ab5052e91,diagnostic_failure_state,227,1153,0.19687771032090198,95,95,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,year_bucket,2019,DF_PART_b7701708d7fb,diagnostic_failure_state,493,1153,0.42758022549869906,147,147,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,year_bucket,2020,DF_PART_4d869d22ac24,diagnostic_failure_state,612,1153,0.5307892454466608,178,178,all,interpretable
train,failed_lookalike_avoidance,failure_lookalike_state,year_bucket,2021,DF_PART_b2220a4036c4,diagnostic_failure_state,554,1153,0.48048568950563747,183,183,all,interpretable
train,failed_lookalike_avoidance,clean_avoidance_state,all,all,DF_PART_42f22869d5af,diagnostic_clean_avoidance_state,236,1153,0.204683434518647,142,202,all,interpretable
train,failed_lookalike_avoidance,clean_avoidance_state,lookalike_source_family,A-like,DF_PART_3d89ea2216bb,diagnostic_clean_avoidance_state,5,1153,0.004336513443191674,5,5,all,too_sparse
