family,factor_id,split,instrument_fold_id,stock_date_count,normalization_sample_pass_count,normalization_sample_fail_count,uses_future_data_flag,cross_stock_fill_flag,within_stock_lookback_excludes_future_data,within_stock_lookback_ends_at_D_minus_1,mid_rank_tie_handling_used,factor_value_tie_share_in_lookback,factor_value_at_tie_cluster_flag
vwap_deviation,alpha144,validation,2,4307,4304,3,False,False,True,True,True,0.0012619936605915427,0.0
vwap_deviation,alpha144,validation,3,5096,5094,2,False,False,True,True,True,0.0011906457366421819,0.0
vwap_deviation,alpha144,validation,4,4055,4050,5,False,False,True,True,True,0.0011973177315667272,0.0
vwap_deviation,alpha156,robustness,0,3732,3732,0,False,False,True,True,True,0.0010417491430416703,0.0
vwap_deviation,alpha156,robustness,1,4879,4879,0,False,False,True,True,True,0.0008903397247195244,0.0
vwap_deviation,alpha156,robustness,2,4482,4481,1,False,False,True,True,True,0.0027990457601845264,0.006024096385542169
vwap_deviation,alpha156,robustness,3,5390,5390,0,False,False,True,True,True,0.001594793633557856,0.0
vwap_deviation,alpha156,robustness,4,4375,4372,3,False,False,True,True,True,0.0009797064121812582,0.0
vwap_deviation,alpha156,train,0,6320,5857,463,False,False,True,True,True,0.00029422665829770267,0.0
vwap_deviation,alpha156,train,1,8018,7214,804,False,False,True,True,True,0.00026906002312898636,0.0
vwap_deviation,alpha156,train,2,7834,7183,651,False,False,True,True,True,0.004488677252084017,0.009190707173857544
vwap_deviation,alpha156,train,3,8625,7814,811,False,False,True,True,True,0.00033060944406315684,0.0
vwap_deviation,alpha156,train,4,8211,7391,820,False,False,True,True,True,0.0002798514033202082,0.0
vwap_deviation,alpha156,validation,0,3870,3870,0,False,False,True,True,True,0.001225840300321579,0.0
vwap_deviation,alpha156,validation,1,4562,4550,12,False,False,True,True,True,0.0007534190663136542,0.0
vwap_deviation,alpha156,validation,2,4307,4302,5,False,False,True,True,True,0.0036448489408940077,0.009055026700719759
vwap_deviation,alpha156,validation,3,5096,5093,3,False,False,True,True,True,0.0008716175798326731,0.0
vwap_deviation,alpha156,validation,4,4055,4049,6,False,False,True,True,True,0.0006712854956276715,0.0
volume_price_correlation,alpha022,robustness,0,3732,3732,0,False,False,True,True,True,0.0,0.0
volume_price_correlation,alpha022,robustness,1,4879,4879,0,False,False,True,True,True,0.0,0.0
volume_price_correlation,alpha022,robustness,2,4482,4481,1,False,False,True,True,True,0.0,0.0
volume_price_correlation,alpha022,robustness,3,5390,5390,0,False,False,True,True,True,0.0,0.0
volume_price_correlation,alpha022,robustness,4,4375,4372,3,False,False,True,True,True,0.0,0.0
volume_price_correlation,alpha022,train,0,6320,5860,460,False,False,True,True,True,0.0,0.0
volume_price_correlation,alpha022,train,1,8018,7252,766,False,False,True,True,True,0.0,0.0
volume_price_correlation,alpha022,train,2,7834,7197,637,False,False,True,True,True,0.0,0.0
volume_price_correlation,alpha022,train,3,8625,7817,808,False,False,True,True,True,0.0,0.0
volume_price_correlation,alpha022,train,4,8211,7413,798,False,False,True,True,True,0.0,0.0
volume_price_correlation,alpha022,validation,0,3870,3870,0,False,False,True,True,True,0.0,0.0
volume_price_correlation,alpha022,validation,1,4562,4556,6,False,False,True,True,True,0.0,0.0
volume_price_correlation,alpha022,validation,2,4307,4301,6,False,False,True,True,True,0.0,0.0
volume_price_correlation,alpha022,validation,3,5096,5093,3,False,False,True,True,True,0.0,0.0
volume_price_correlation,alpha022,validation,4,4055,4049,6,False,False,True,True,True,0.0,0.0
volume_price_correlation,alpha031,robustness,0,3732,3732,0,False,False,True,True,True,1.382296522933757e-05,0.0
volume_price_correlation,alpha031,robustness,1,4879,4879,0,False,False,True,True,True,5.693334514944581e-06,0.0
volume_price_correlation,alpha031,robustness,2,4482,4481,1,False,False,True,True,True,6.199013569130329e-06,0.0
volume_price_correlation,alpha031,robustness,3,5390,5390,0,False,False,True,True,True,1.1779604392359033e-05,0.0
volume_price_correlation,alpha031,robustness,4,4375,4371,4,False,False,True,True,True,5.683200924977427e-06,0.0
volume_price_correlation,alpha031,train,0,6320,5850,470,False,False,True,True,True,3.6872937926091254e-05,0.0
volume_price_correlation,alpha031,train,1,8018,7203,815,False,False,True,True,True,9.434452294954099e-06,0.0
volume_price_correlation,alpha031,train,2,7834,7168,666,False,False,True,True,True,3.5984445275971666e-05,0.0
volume_price_correlation,alpha031,train,3,8625,7802,823,False,False,True,True,True,2.384384788456373e-05,0.0
volume_price_correlation,alpha031,train,4,8211,7377,834,False,False,True,True,True,1.1296372576907743e-05,0.0
volume_price_correlation,alpha031,validation,0,3870,3870,0,False,False,True,True,True,3.0107157726888545e-05,0.0
volume_price_correlation,alpha031,validation,1,4562,4548,14,False,False,True,True,True,8.966365385276731e-06,0.0
volume_price_correlation,alpha031,validation,2,4307,4300,7,False,False,True,True,True,3.137689782306552e-05,0.0
volume_price_correlation,alpha031,validation,3,5096,5092,4,False,False,True,True,True,2.28963399422355e-05,0.0
volume_price_correlation,alpha031,validation,4,4055,4047,8,False,False,True,True,True,5.883253379579401e-06,0.0
volume_price_correlation,alpha185,robustness,0,3732,3732,0,False,False,True,True,True,0.0005566332838498056,0.0
volume_price_correlation,alpha185,robustness,1,4879,4879,0,False,False,True,True,True,0.0005474406643770635,0.0
volume_price_correlation,alpha185,robustness,2,4482,4482,0,False,False,True,True,True,0.0006093979463912547,0.0
volume_price_correlation,alpha185,robustness,3,5390,5390,0,False,False,True,True,True,0.0005902810371480882,0.0
volume_price_correlation,alpha185,robustness,4,4375,4374,1,False,False,True,True,True,0.0005465500289574265,0.0
volume_price_correlation,alpha185,train,0,6320,5909,411,False,False,True,True,True,0.0001226499443873763,0.0
volume_price_correlation,alpha185,train,1,8018,7290,728,False,False,True,True,True,0.00010326302435714751,0.0
volume_price_correlation,alpha185,train,2,7834,7257,577,False,False,True,True,True,0.0001085484036593698,0.0
volume_price_correlation,alpha185,train,3,8625,7896,729,False,False,True,True,True,0.00011447535507613793,0.0
volume_price_correlation,alpha185,train,4,8211,7481,730,False,False,True,True,True,9.910893277265131e-05,0.0
volume_price_correlation,alpha185,validation,0,3870,3870,0,False,False,True,True,True,0.0004135057970415801,0.0
volume_price_correlation,alpha185,validation,1,4562,4554,8,False,False,True,True,True,0.00042540361755527556,0.0
volume_price_correlation,alpha185,validation,2,4307,4305,2,False,False,True,True,True,0.00039528164779767394,0.0
volume_price_correlation,alpha185,validation,3,5096,5094,2,False,False,True,True,True,0.0004541808448266238,0.0
volume_price_correlation,alpha185,validation,4,4055,4053,2,False,False,True,True,True,0.0004295635735616088,0.0
