trade_date,split,state_signal_date,exposure_effective_date,market_state,index_close,index_ma20,index_ma60,index_ret20,index_realized_vol20,index_drawdown60,classifier_id
2017-07-21,train,2017-07-20,2017-07-21,risk_on,3747.884,3668.7861938476562,3532.654720052083,0.04387915,0.007066454915794407,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-07-24,train,2017-07-21,2017-07-24,risk_on,3728.598,3674.0719360351563,3537.448449707031,0.029179811,0.007052412451209401,-0.005145872348674918,sh000300_train_frozen_vol70_drawdown10_v1
2017-07-25,train,2017-07-24,2017-07-25,risk_on,3743.469,3677.840783691406,3542.419881184896,0.020549417,0.006618813307818132,-0.001178008450471335,sh000300_train_frozen_vol70_drawdown10_v1
2017-07-26,train,2017-07-25,2017-07-26,risk_on,3719.559,3680.0829833984376,3546.9671997070313,0.012203336,0.006809494490143352,-0.00755758473873247,sh000300_train_frozen_vol70_drawdown10_v1
2017-07-27,train,2017-07-26,2017-07-27,risk_on,3705.388,3683.0440307617187,3551.3944498697915,0.016242027,0.006617305911785937,-0.01133868961086315,sh000300_train_frozen_vol70_drawdown10_v1
2017-07-28,train,2017-07-27,2017-07-28,risk_on,3712.195,3685.2123901367186,3556.154752604167,0.0118204355,0.00650696933882127,-0.009522430397412407,sh000300_train_frozen_vol70_drawdown10_v1
2017-07-31,train,2017-07-28,2017-07-31,risk_on,3721.891,3687.967041015625,3561.3008056640624,0.015024781,0.0065152675047786416,-0.006935358642796707,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-01,train,2017-07-31,2017-08-01,risk_on,3737.873,3692.318395996094,3566.858923339844,0.023837566,0.006447821403974821,-0.0026711035452100518,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-02,train,2017-08-01,2017-08-02,risk_on,3770.383,3699.8383544921876,3573.3228068033854,0.04154694,0.00624430648157723,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-03,train,2017-08-02,2017-08-03,risk_on,3760.853,3704.897009277344,3580.023474121094,0.02764535,0.0059681306128106315,-0.0025276024090151727,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-04,train,2017-08-03,2017-08-04,risk_on,3727.826,3708.2834594726564,3586.2783732096354,0.018504739,0.006364406138169032,-0.011287216250162158,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-07,train,2017-08-04,2017-08-07,risk_on,3707.58,3710.866015625,3592.4430257161457,0.014128089,0.006501685836547358,-0.016656922538682783,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-08,train,2017-08-07,2017-08-08,risk_on,3726.795,3714.5214111328123,3598.6121744791667,0.020009398,0.006564540477127797,-0.011560664821271938,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-09,train,2017-08-08,2017-08-09,risk_on,3732.213,3717.5916015625,3604.3927408854165,0.016727567,0.006511683270262244,-0.010123683838541897,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-10,train,2017-08-09,2017-08-10,risk_on,3731.044,3721.202600097656,3609.9235717773436,0.019738555,0.0064498804671913905,-0.010433717406733711,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-11,train,2017-08-10,2017-08-11,risk_on,3715.921,3722.6526000976564,3614.7114379882814,0.007865667,0.00634833251885059,-0.014444728131059015,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-14,train,2017-08-11,2017-08-14,risk_neutral,3647.35,3719.8654052734373,3618.6678385416667,-0.015053332,0.007483447635883771,-0.032631421565424756,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-15,train,2017-08-14,2017-08-15,risk_on,3694.683,3721.4216552734374,3623.610673014323,0.008495808,0.007684489509681727,-0.020077522637533485,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-16,train,2017-08-15,2017-08-16,risk_on,3706.057,3723.3654541015626,3628.647469075521,0.010601044,0.007705247318581156,-0.01706091155955758,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-17,train,2017-08-16,2017-08-17,risk_neutral,3701.421,3721.9491455078123,3633.4838338216146,-0.007594645,0.006713929561917929,-0.01829049122254689,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-18,train,2017-08-17,2017-08-18,risk_neutral,3721.277,3720.618798828125,3638.4352172851563,-0.007099211,0.006734299303761236,-0.013024129456756794,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-21,train,2017-08-18,2017-08-21,risk_neutral,3724.675,3720.42265625,3643.4436848958335,-0.0010520816,0.006646707623902559,-0.01212290823660378,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-22,train,2017-08-21,2017-08-22,risk_neutral,3740.994,3720.2989013671877,3647.699283854167,-0.0006611943,0.006659126153820472,-0.007794741201291977,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-23,train,2017-08-22,2017-08-23,risk_on,3752.298,3721.9358520507812,3652.230334472656,0.008801818,0.0065230049247529355,-0.004796584502375079,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-24,train,2017-08-23,2017-08-24,risk_on,3756.088,3724.470849609375,3656.617049153646,0.013682723,0.006449436147946121,-0.0037914359896263905,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-25,train,2017-08-24,2017-08-25,risk_on,3734.646,3725.593395996094,3660.5655151367187,0.006047845,0.00659106898350519,-0.009478363341340779,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-28,train,2017-08-25,2017-08-28,risk_on,3795.754,3729.2865356445313,3665.71962890625,0.019845486,0.007454544197090285,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-29,train,2017-08-28,2017-08-29,risk_on,3842.712,3734.5284790039063,3671.9522623697917,0.02804768,0.007830773447764682,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-30,train,2017-08-29,2017-08-30,risk_on,3834.538,3737.73623046875,3677.6465291341146,0.017015576,0.00768136411569933,-0.0021270988582536843,sh000300_train_frozen_vol70_drawdown10_v1
2017-08-31,train,2017-08-30,2017-08-31,risk_on,3834.301,3741.4086303710938,3682.6536783854167,0.019529581,0.007645490574236318,-0.002188789807816449,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-01,train,2017-08-31,2017-09-01,risk_on,3822.093,3746.1219848632813,3687.005578613281,0.02528739,0.007380248698545201,-0.005365714876756633,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-04,train,2017-09-01,2017-09-04,risk_on,3830.538,3752.269885253906,3691.245048014323,0.033163905,0.007219141244611124,-0.003168030390321319,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-05,train,2017-09-04,2017-09-05,risk_on,3845.616,3758.2109375,3695.765498860677,0.031882882,0.007193786037530368,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-06,train,2017-09-05,2017-09-06,risk_on,3857.046,3764.452587890625,3700.345145670573,0.033447504,0.007199890780209228,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-07,train,2017-09-06,2017-09-07,risk_on,3849.45,3770.3728881835937,3705.5809936523438,0.0317353,0.007231704674383948,-0.001969369166361812,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-08,train,2017-09-07,2017-09-08,risk_on,3829.871,3776.0703979492187,3710.5989624023437,0.030665398,0.007275371172144626,-0.007045496839565346,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-11,train,2017-09-08,2017-09-11,risk_on,3825.99,3785.002392578125,3715.719445800781,0.04897797,0.005702097717556138,-0.008051734156367174,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-12,train,2017-09-11,2017-09-12,risk_on,3825.645,3791.55048828125,3720.2524454752606,0.035446048,0.0051784066950176745,-0.008141173253595646,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-13,train,2017-09-12,2017-09-13,risk_on,3837.934,3798.1443481445312,3725.1097819010415,0.03558421,0.005180197393905252,-0.004955039921612614,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-14,train,2017-09-13,2017-09-14,risk_on,3842.606,3805.2036010742186,3729.353963216146,0.038143516,0.005136135001396656,-0.003743782621850489,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-15,train,2017-09-14,2017-09-15,risk_on,3829.955,3810.6375,3733.3474975585937,0.029204488,0.005189289937378591,-0.007023722565363988,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-18,train,2017-09-15,2017-09-18,risk_on,3831.297,3815.968603515625,3736.8210652669272,0.028625846,0.0051936690222730755,-0.006675777259302462,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-19,train,2017-09-18,2017-09-19,risk_on,3843.143,3821.076062011719,3739.7385823567706,0.027305365,0.005164500459728327,-0.003604528542655472,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-20,train,2017-09-19,2017-09-20,risk_on,3832.116,3825.0669555664062,3742.3619303385417,0.021271706,0.00522898169554749,-0.006463478085838692,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-21,train,2017-09-20,2017-09-21,risk_on,3842.435,3829.384313964844,3745.633064778646,0.022988558,0.005240920150693895,-0.0037880907379580497,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-22,train,2017-09-21,2017-09-22,risk_on,3837.818,3834.542919921875,3748.449568684896,0.02762568,0.005033948045255818,-0.004985106143256979,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-25,train,2017-09-22,2017-09-25,risk_on,3837.73,3836.6417236328125,3751.2984334309895,0.011058688,0.003679365407033086,-0.005007956471706709,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-26,train,2017-09-25,2017-09-26,risk_neutral,3817.792,3835.3957275390626,3754.0808675130206,-0.0064849854,0.0027279281605651416,-0.010177194486044816,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-27,train,2017-09-26,2017-09-27,risk_neutral,3820.782,3834.7079223632813,3757.4275024414064,-0.0035874248,0.002705260324474875,-0.009401992346089405,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-28,train,2017-09-27,2017-09-28,risk_neutral,3821.2,3834.052868652344,3760.119502766927,-0.0034168363,0.002705879162416618,-0.009293627353552214,sh000300_train_frozen_vol70_drawdown10_v1
2017-09-29,train,2017-09-28,2017-09-29,risk_on,3822.539,3834.0751708984376,3762.826871744792,0.000116705894,0.002617062678834669,-0.008946441615195422,sh000300_train_frozen_vol70_drawdown10_v1
2017-10-09,train,2017-09-29,2017-10-09,risk_on,3836.501,3834.3733154296874,3765.8364054361978,0.0015566349,0.0026954469499649346,-0.0053265951238284925,sh000300_train_frozen_vol70_drawdown10_v1
2017-10-10,train,2017-10-09,2017-10-10,risk_on,3882.208,3836.202917480469,3769.645088704427,0.0095152855,0.003655626985993452,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-10-11,train,2017-10-10,2017-10-11,risk_on,3889.864,3837.8438232421877,3773.296004231771,0.008508563,0.003627931679923933,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-10-12,train,2017-10-11,2017-10-12,risk_on,3902.687,3840.5056762695312,3777.360388183594,0.013829827,0.003635298656107536,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-10-13,train,2017-10-12,2017-10-13,risk_on,3912.954,3844.6598266601563,3781.127608235677,0.021693468,0.003403514822481116,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-10-16,train,2017-10-13,2017-10-16,risk_on,3921.002,3849.4104248046874,3784.7594075520833,0.024833322,0.0033747750808303515,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-10-17,train,2017-10-16,2017-10-17,risk_on,3913.446,3853.8004760742188,3788.924206542969,0.02295065,0.0034340072195205504,-0.0019270350521256585,sh000300_train_frozen_vol70_drawdown10_v1
2017-10-18,train,2017-10-17,2017-10-18,risk_on,3913.069,3857.5572265625,3793.022342936198,0.019576907,0.0034098528277440756,-0.0020231719909761248,sh000300_train_frozen_vol70_drawdown10_v1
2017-10-19,train,2017-10-18,2017-10-19,risk_on,3944.163,3862.6350830078127,3796.5959431966144,0.026429176,0.0037336787159961697,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-10-20,train,2017-10-19,2017-10-20,risk_on,3931.25,3867.6998291015625,3799.6520426432294,0.026448011,0.0037325523835344586,-0.0032739736304363554,sh000300_train_frozen_vol70_drawdown10_v1
2017-10-23,train,2017-10-20,2017-10-23,risk_on,3926.852,3872.477575683594,3802.9562784830728,0.02494061,0.003765087499446279,-0.00438902620887327,sh000300_train_frozen_vol70_drawdown10_v1
2017-10-24,train,2017-10-23,2017-10-24,risk_on,3930.798,3876.8603271484376,3806.0784301757812,0.022808194,0.0037411475694753117,-0.0033885490896728987,sh000300_train_frozen_vol70_drawdown10_v1
2017-10-25,train,2017-10-24,2017-10-25,risk_on,3959.395,3883.2242797851563,3810.0756958007814,0.033213735,0.003849936510016362,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-10-26,train,2017-10-25,2017-10-26,risk_on,3976.949,3889.9499755859374,3814.6017130533855,0.035007477,0.003892142838954652,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-10-27,train,2017-10-26,2017-10-27,risk_on,3993.575,3897.7378173828124,3819.291377766927,0.040584683,0.003866160365269516,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-10-30,train,2017-10-27,2017-10-30,risk_on,4021.968,3906.9497192382814,3824.292659505208,0.04800701,0.003990216880640487,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-10-31,train,2017-10-30,2017-10-31,risk_on,4009.722,3916.5462158203127,3828.8234741210936,0.050272465,0.0038102213195357563,-0.003044801374968209,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-01,train,2017-10-31,2017-11-01,risk_on,4006.718,3925.843017578125,3832.7623901367188,0.04866445,0.0038583275674610967,-0.003791676098205965,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-02,train,2017-11-01,2017-11-02,risk_on,3996.622,3934.614123535156,3836.6918741861978,0.045907617,0.003976633062479105,-0.006301876880882684,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-03,train,2017-11-02,2017-11-03,risk_on,3997.134,3943.3438720703125,3841.180342610677,0.04567516,0.00398224724594453,-0.006174585244453024,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-06,train,2017-11-03,2017-11-06,risk_on,3992.698,3951.1537231445313,3845.932307942708,0.04071343,0.004032934629876901,-0.007277536619715641,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-07,train,2017-11-06,2017-11-07,risk_on,4020.89,3958.0878173828123,3850.8338907877605,0.035722375,0.0035460959643974256,-0.0002680590684182027,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-08,train,2017-11-07,2017-11-08,risk_on,4054.247,3966.3069702148437,3856.2011271158854,0.042259336,0.0038218822679031857,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-09,train,2017-11-08,2017-11-09,risk_on,4048.006,3973.5729248046873,3861.4838297526044,0.037235618,0.003889577892463956,-0.0015393651863436775,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-10,train,2017-11-09,2017-11-10,risk_on,4075.9,3981.72021484375,3867.4834798177085,0.041642666,0.004040902622444997,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-13,train,2017-11-10,2017-11-13,risk_on,4111.911,3991.265673828125,3875.2261637369793,0.04868889,0.004303004228534688,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-14,train,2017-11-13,2017-11-14,risk_on,4128.073,4001.997033691406,3882.4493326822917,0.054843545,0.0041973119621751855,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-15,train,2017-11-14,2017-11-15,risk_on,4099.351,4011.3111328125,3889.0042358398437,0.047605038,0.004664763801158918,-0.0069577660772147665,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-16,train,2017-11-15,2017-11-16,risk_on,4073.67,4017.786474609375,3895.208386230469,0.032835007,0.004835721126861866,-0.013178865083234625,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-17,train,2017-11-16,2017-11-17,risk_on,4105.012,4026.4745849609376,3901.603971354167,0.0442003,0.004870456469286909,-0.005586391956560743,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-20,train,2017-11-17,2017-11-20,risk_on,4120.851,4036.1745361328126,3908.206905110677,0.04940319,0.004822635091744497,-0.001749525152543785,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-21,train,2017-11-20,2017-11-21,risk_on,4143.833,4046.826281738281,3914.920890299479,0.054196358,0.0048581048663317895,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-22,train,2017-11-21,2017-11-22,risk_on,4217.702,4059.7416381835938,3922.677624511719,0.06523907,0.005810753923972908,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-23,train,2017-11-22,2017-11-23,risk_on,4227.567,4072.2725341796877,3930.535607910156,0.06301761,0.0058061239021689375,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-24,train,2017-11-23,2017-11-24,risk_on,4102.397,4077.7136352539064,3936.6647908528644,0.027249217,0.009176692583619191,-0.02960802868357182,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-27,train,2017-11-24,2017-11-27,risk_on,4104.203,4081.825390625,3941.8056111653646,0.020446539,0.009083407184469658,-0.029180796569022394,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-28,train,2017-11-27,2017-11-28,risk_on,4049.948,4083.8366943359374,3945.2595458984374,0.010032177,0.009570587893388303,-0.04201444966232026,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-29,train,2017-11-28,2017-11-29,risk_on,4055.824,4086.2919921875,3948.947644042969,0.012255907,0.009567719044418325,-0.040624530422934346,sh000300_train_frozen_vol70_drawdown10_v1
2017-11-30,train,2017-11-29,2017-11-30,risk_on,4053.753,4089.14853515625,3952.60517578125,0.014294744,0.009544373304684255,-0.041114420937630736,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-01,train,2017-11-30,2017-12-01,risk_on,4006.099,4089.596789550781,3955.671944173177,0.0022429228,0.00992718476419474,-0.052386580499527824,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-04,train,2017-12-01,2017-12-04,risk_on,3998.137,4089.8687377929687,3958.4652587890623,0.0013622046,0.00993464618796125,-0.05426997073361839,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-05,train,2017-12-04,2017-12-05,risk_neutral,4018.857,4089.76708984375,3961.352608235677,-0.0005056262,0.009877274657944583,-0.04936881334923071,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-06,train,2017-12-05,2017-12-06,risk_neutral,4040.17,4089.063232421875,3964.404675292969,-0.003472209,0.009772939718339233,-0.04432738199806263,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-07,train,2017-12-06,2017-12-07,risk_neutral,4015.821,4087.4539794921875,3967.177526855469,-0.007950842,0.009853991502421128,-0.0500869305896231,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-08,train,2017-12-07,2017-12-08,risk_neutral,3971.057,4082.2118286132813,3969.530623372396,-0.025722682,0.009974708832425398,-0.06067556496798299,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-11,train,2017-12-08,2017-12-11,risk_neutral,4003.379,4076.7852172851562,3972.4871053059896,-0.026394606,0.009940619808334576,-0.05303002740684193,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-12,train,2017-12-11,2017-12-12,risk_neutral,4069.5,4073.856555175781,3976.5513549804687,-0.014189005,0.010625743961886272,-0.037389566735354096,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-13,train,2017-12-12,2017-12-13,risk_neutral,4016.016,4069.689807128906,3979.5193888346353,-0.02032882,0.01089128418583918,-0.05004078859725691,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-14,train,2017-12-13,2017-12-14,risk_neutral,4050.093,4068.5109619140626,3982.977506510417,-0.005787611,0.011006349770368773,-0.04198014635385283,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-15,train,2017-12-14,2017-12-15,risk_neutral,4026.152,4064.5679565429687,3986.2474568684897,-0.019210696,0.01091569593854631,-0.04764319523421945,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-18,train,2017-12-15,2017-12-18,risk_neutral,3980.856,4057.5682006835937,3988.7401041666667,-0.033972383,0.011081148013016134,-0.058357666159970956,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-19,train,2017-12-18,2017-12-19,risk_neutral,3985.291,4049.6411010742186,3991.109236653646,-0.038259745,0.010977519741397629,-0.05730858551751272,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-20,train,2017-12-19,2017-12-20,risk_neutral,4035.329,4040.5224487304686,3994.496122233073,-0.04323989,0.0105562668406373,-0.04547244260461669,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-21,train,2017-12-20,2017-12-21,risk_neutral,4030.49,4030.668603515625,3997.63037109375,-0.04661709,0.010509072013588503,-0.046617098963427916,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-22,train,2017-12-21,2017-12-22,risk_neutral,4067.849,4028.9412109375,4001.464221191406,-0.008421361,0.008728047149133973,-0.037780070054978854,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-25,train,2017-12-22,2017-12-25,risk_neutral,4054.598,4026.4609497070314,4005.0786865234377,-0.012086451,0.0087477582081428,-0.040914549303613934,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-26,train,2017-12-25,2017-12-26,risk_neutral,4041.54,4026.0405517578124,4008.807820638021,-0.0020760894,0.008283946438296547,-0.04400329080762577,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-27,train,2017-12-26,2017-12-27,risk_neutral,4053.622,4025.930456542969,4012.6884887695314,-0.0005428791,0.008304826116225737,-0.04114537476479996,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-28,train,2017-12-27,2017-12-28,risk_neutral,3991.208,4022.8032104492186,4015.5219563802084,-0.015428901,0.00895921493441303,-0.05590896433229764,sh000300_train_frozen_vol70_drawdown10_v1
2017-12-29,train,2017-12-28,2017-12-29,risk_on,4018.897,4023.4431030273436,4018.7945882161457,0.0031945705,0.008733188325790564,-0.049359342402111706,sh000300_train_frozen_vol70_drawdown10_v1
2018-01-02,train,2017-12-29,2018-01-02,risk_on,4030.855,4025.07900390625,4022.0338216145833,0.00818336,0.0087380820261814,-0.04653076319548366,sh000300_train_frozen_vol70_drawdown10_v1
2018-01-03,train,2018-01-02,2018-01-03,risk_on,4087.401,4028.506201171875,4025.4537027994793,0.01705563,0.009179375915521324,-0.03315524487769017,sh000300_train_frozen_vol70_drawdown10_v1
2018-01-04,train,2018-01-03,2018-01-04,risk_on,4111.393,4032.0673583984376,4029.1458536783853,0.017628789,0.00919381846968397,-0.027480068565037152,sh000300_train_frozen_vol70_drawdown10_v1
2018-01-05,train,2018-01-04,2018-01-05,risk_on,4128.812,4037.716906738281,4032.9146036783854,0.028136492,0.009077657096828761,-0.023359744570866203,sh000300_train_frozen_vol70_drawdown10_v1
2018-01-08,train,2018-01-05,2018-01-08,risk_on,4138.751,4046.101611328125,4036.6778849283855,0.042229056,0.008607200919161985,-0.02100875519761536,sh000300_train_frozen_vol70_drawdown10_v1
2018-01-09,train,2018-01-08,2018-01-09,risk_on,4160.16,4053.940673828125,4040.663854980469,0.03916228,0.008527161512661752,-0.015944570473490738,sh000300_train_frozen_vol70_drawdown10_v1
2018-01-10,train,2018-01-09,2018-01-10,risk_on,4189.298,4059.93056640625,4045.2613850911457,0.029438019,0.00794751813926541,-0.009052261956695395,sh000300_train_frozen_vol70_drawdown10_v1
2018-01-11,train,2018-01-10,2018-01-11,risk_on,4207.813,4069.52041015625,4050.1737833658854,0.047757983,0.007219910448077069,-0.004672641910303921,sh000300_train_frozen_vol70_drawdown10_v1
2018-01-12,train,2018-01-11,2018-01-12,risk_on,4205.586,4077.295056152344,4054.530830891927,0.038392425,0.0071039957458388925,-0.005199434468957653,sh000300_train_frozen_vol70_drawdown10_v1
2018-01-15,train,2018-01-12,2018-01-15,risk_on,4225.001,4087.2375,4059.426680501302,0.049389362,0.0068917767314807775,-0.0006069491110995973,sh000300_train_frozen_vol70_drawdown10_v1
2018-01-16,train,2018-01-15,2018-01-16,risk_on,4225.239,4099.456640625,4064.399792480469,0.061389565,0.006171942454371179,-0.000550700925161407,sh000300_train_frozen_vol70_drawdown10_v1
2018-01-17,train,2018-01-16,2018-01-17,risk_on,4258.473,4113.115747070313,4069.861043294271,0.06854761,0.006243650706784835,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2018-01-18,train,2018-01-17,2018-01-18,risk_on,4248.116,4123.755102539062,4074.673063151042,0.052731037,0.005986733722383566,-0.002432076766070601,sh000300_train_frozen_vol70_drawdown10_v1
2018-01-19,train,2018-01-18,2018-01-19,risk_on,4271.417,4135.801452636719,4079.5808634440104,0.059776068,0.00595231040458285,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2018-01-22,train,2018-01-19,2018-01-22,risk_on,4285.395,4146.678747558593,4084.44453125,0.053479314,0.005773529770907599,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2018-01-23,train,2018-01-22,2018-01-23,risk_on,4336.597,4160.7787109375,4089.688350423177,0.069550514,0.0059473850625916995,0.0,sh000300_train_frozen_vol70_drawdown10_v1
