allocator_policy_id,month,split,monthly_return,full_exposure_primary_monthly_return,monthly_return_delta_vs_full_exposure,average_gross_exposure,cash_only_day_share,risk_on_day_count,risk_neutral_day_count,risk_off_day_count
market_state_cash_allocator_v1,2021-06,train,-0.01711620142636594,-0.008123946449489994,-0.008992254976875946,0.7380952380952381,0.0,10,11,0
market_state_cash_plus_basebreakout_secondary_v1,2021-06,train,-0.01711620142636594,-0.008123946449489994,-0.008992254976875946,0.7380952380952381,0.0,10,11,0
full_exposure_primary_baseline,2021-07,train,-0.056005730983417434,-0.056005730983417434,0.0,1.0,0.0,0,19,3
market_state_cash_allocator_v1,2021-07,train,-0.030999425320532126,-0.056005730983417434,0.02500630566288531,0.4318181818181818,0.13636363636363635,0,19,3
market_state_cash_plus_basebreakout_secondary_v1,2021-07,train,-0.030999425320532126,-0.056005730983417434,0.02500630566288531,0.4318181818181818,0.13636363636363635,0,19,3
full_exposure_primary_baseline,2021-08,train,0.04693230591605735,0.04693230591605735,0.0,1.0,0.0,0,5,17
market_state_cash_allocator_v1,2021-08,train,-0.001614727397219018,0.04693230591605735,-0.048547033313276367,0.11363636363636363,0.7727272727272727,0,5,17
market_state_cash_plus_basebreakout_secondary_v1,2021-08,train,-0.001614727397219018,0.04693230591605735,-0.048547033313276367,0.11363636363636363,0.7727272727272727,0,5,17
full_exposure_primary_baseline,2021-09,train,0.0004556709739094167,0.0004556709739094167,0.0,1.0,0.0,1,19,0
market_state_cash_allocator_v1,2021-09,train,-0.0001872896781509592,0.0004556709739094167,-0.0006429606520603759,0.525,0.0,1,19,0
market_state_cash_plus_basebreakout_secondary_v1,2021-09,train,-0.0001872896781509592,0.0004556709739094167,-0.0006429606520603759,0.525,0.0,1,19,0
full_exposure_primary_baseline,2021-10,train,-0.005318986268207149,-0.005318986268207149,0.0,1.0,0.0,7,9,0
market_state_cash_allocator_v1,2021-10,train,-0.019358277978087757,-0.005318986268207149,-0.014039291709880608,0.71875,0.0,7,9,0
market_state_cash_plus_basebreakout_secondary_v1,2021-10,train,-0.019358277978087757,-0.005318986268207149,-0.014039291709880608,0.71875,0.0,7,9,0
full_exposure_primary_baseline,2021-11,train,-0.007981012804453402,-0.007981012804453402,0.0,1.0,0.0,3,19,0
market_state_cash_allocator_v1,2021-11,train,-0.007802747954255174,-0.007981012804453402,0.00017826485019822869,0.5681818181818182,0.0,3,19,0
market_state_cash_plus_basebreakout_secondary_v1,2021-11,train,-0.007802747954255174,-0.007981012804453402,0.00017826485019822869,0.5681818181818182,0.0,3,19,0
full_exposure_primary_baseline,2021-12,train,0.049205497902697015,0.049205497902697015,0.0,1.0,0.0,17,6,0
market_state_cash_allocator_v1,2021-12,train,0.02883873325228703,0.049205497902697015,-0.020366764650409985,0.8695652173913043,0.0,17,6,0
market_state_cash_plus_basebreakout_secondary_v1,2021-12,train,0.02883873325228703,0.049205497902697015,-0.020366764650409985,0.8695652173913043,0.0,17,6,0
full_exposure_primary_baseline,2022-01,validation,-0.12741851233137869,-0.12741851233137869,0.0,1.0,0.0,2,17,0
market_state_cash_allocator_v1,2022-01,validation,-0.09557345629791658,-0.12741851233137869,0.031845056033462105,0.5526315789473685,0.0,2,17,0
market_state_cash_plus_basebreakout_secondary_v1,2022-01,validation,-0.09557345629791658,-0.12741851233137869,0.031845056033462105,0.5526315789473685,0.0,2,17,0
full_exposure_primary_baseline,2022-02,validation,0.050963500636468595,0.050963500636468595,0.0,1.0,0.0,0,11,5
market_state_cash_allocator_v1,2022-02,validation,-0.006123764633961137,0.050963500636468595,-0.05708726527042973,0.34375,0.3125,0,11,5
market_state_cash_plus_basebreakout_secondary_v1,2022-02,validation,-0.006123764633961137,0.050963500636468595,-0.05708726527042973,0.34375,0.3125,0,11,5
full_exposure_primary_baseline,2022-03,validation,-0.08700814532209578,-0.08700814532209578,0.0,1.0,0.0,0,3,20
market_state_cash_allocator_v1,2022-03,validation,-0.0035850973814056664,-0.08700814532209578,0.08342304794069011,0.06521739130434782,0.8695652173913043,0,3,20
market_state_cash_plus_basebreakout_secondary_v1,2022-03,validation,-0.0035850973814056664,-0.08700814532209578,0.08342304794069011,0.06521739130434782,0.8695652173913043,0,3,20
full_exposure_primary_baseline,2022-04,validation,-0.04747637573218744,-0.04747637573218744,0.0,1.0,0.0,0,0,19
market_state_cash_allocator_v1,2022-04,validation,0.0,-0.04747637573218744,0.04747637573218744,0.0,1.0,0,0,19
market_state_cash_plus_basebreakout_secondary_v1,2022-04,validation,0.0,-0.04747637573218744,0.04747637573218744,0.0,1.0,0,0,19
full_exposure_primary_baseline,2022-05,validation,0.04854424428884618,0.04854424428884618,0.0,1.0,0.0,0,0,19
market_state_cash_allocator_v1,2022-05,validation,0.0,0.04854424428884618,-0.04854424428884618,0.0,1.0,0,0,19
market_state_cash_plus_basebreakout_secondary_v1,2022-05,validation,0.0,0.04854424428884618,-0.04854424428884618,0.0,1.0,0,0,19
full_exposure_primary_baseline,2022-06,validation,0.09291885451125426,0.09291885451125426,0.0,1.0,0.0,18,1,2
market_state_cash_allocator_v1,2022-06,validation,0.08164782854465447,0.09291885451125426,-0.01127102596659979,0.8809523809523809,0.09523809523809523,18,1,2
market_state_cash_plus_basebreakout_secondary_v1,2022-06,validation,0.08164782854465447,0.09291885451125426,-0.01127102596659979,0.8809523809523809,0.09523809523809523,18,1,2
full_exposure_primary_baseline,2022-07,validation,-0.049996527091593856,-0.049996527091593856,0.0,1.0,0.0,12,9,0
market_state_cash_allocator_v1,2022-07,validation,-0.05146043252736521,-0.049996527091593856,-0.001463905435771351,0.7857142857142857,0.0,12,9,0
market_state_cash_plus_basebreakout_secondary_v1,2022-07,validation,-0.05146043252736521,-0.049996527091593856,-0.001463905435771351,0.7857142857142857,0.0,12,9,0
full_exposure_primary_baseline,2022-08,validation,-0.0102561237981873,-0.0102561237981873,0.0,1.0,0.0,0,23,0
market_state_cash_allocator_v1,2022-08,validation,-0.004891454823128805,-0.0102561237981873,0.005364668975058495,0.5,0.0,0,23,0
market_state_cash_plus_basebreakout_secondary_v1,2022-08,validation,-0.004891454823128805,-0.0102561237981873,0.005364668975058495,0.5,0.0,0,23,0
full_exposure_primary_baseline,2022-09,validation,-0.060312786331096935,-0.060312786331096935,0.0,1.0,0.0,0,6,15
market_state_cash_allocator_v1,2022-09,validation,-0.012342746316143183,-0.060312786331096935,0.04797004001495375,0.14285714285714285,0.7142857142857143,0,6,15
market_state_cash_plus_basebreakout_secondary_v1,2022-09,validation,-0.012342746316143183,-0.060312786331096935,0.04797004001495375,0.14285714285714285,0.7142857142857143,0,6,15
full_exposure_primary_baseline,2022-10,validation,-0.04400101821823854,-0.04400101821823854,0.0,1.0,0.0,0,0,16
market_state_cash_allocator_v1,2022-10,validation,0.0,-0.04400101821823854,0.04400101821823854,0.0,1.0,0,0,16
market_state_cash_plus_basebreakout_secondary_v1,2022-10,validation,0.0,-0.04400101821823854,0.04400101821823854,0.0,1.0,0,0,16
full_exposure_primary_baseline,2022-11,validation,0.0962852595608592,0.0962852595608592,0.0,1.0,0.0,0,1,21
market_state_cash_allocator_v1,2022-11,validation,0.0010150302245508502,0.0962852595608592,-0.09527022933630835,0.022727272727272728,0.9545454545454546,0,1,21
market_state_cash_plus_basebreakout_secondary_v1,2022-11,validation,0.0010150302245508502,0.0962852595608592,-0.09527022933630835,0.022727272727272728,0.9545454545454546,0,1,21
full_exposure_primary_baseline,2022-12,validation,-0.019979347715051166,-0.019979347715051166,0.0,1.0,0.0,19,3,0
market_state_cash_allocator_v1,2022-12,validation,-0.0210145710837919,-0.019979347715051166,-0.0010352233687407342,0.9318181818181818,0.0,19,3,0
market_state_cash_plus_basebreakout_secondary_v1,2022-12,validation,-0.0210145710837919,-0.019979347715051166,-0.0010352233687407342,0.9318181818181818,0.0,19,3,0
full_exposure_primary_baseline,2023-01,validation,0.06509475483837801,0.06509475483837801,0.0,1.0,0.0,14,2,0
market_state_cash_allocator_v1,2023-01,validation,0.05875697264922852,0.06509475483837801,-0.006337782189149488,0.9375,0.0,14,2,0
market_state_cash_plus_basebreakout_secondary_v1,2023-01,validation,0.05875697264922852,0.06509475483837801,-0.006337782189149488,0.9375,0.0,14,2,0
full_exposure_primary_baseline,2023-02,validation,0.003370737827519621,0.003370737827519621,0.0,1.0,0.0,14,6,0
market_state_cash_allocator_v1,2023-02,validation,-0.008680971830220097,0.003370737827519621,-0.012051709657739718,0.85,0.0,14,6,0
market_state_cash_plus_basebreakout_secondary_v1,2023-02,validation,-0.008680971830220097,0.003370737827519621,-0.012051709657739718,0.85,0.0,14,6,0
full_exposure_primary_baseline,2023-03,validation,9.404082987218843e-05,9.404082987218843e-05,0.0,1.0,0.0,1,22,0
market_state_cash_allocator_v1,2023-03,validation,-0.005584211269371142,9.404082987218843e-05,-0.0056782520992433305,0.5217391304347826,0.0,1,22,0
