filter_family,filter_variant,filter_action,launch_stratum_scope,stratum_family,stratum_variant,filter_event_count,filter_eligible_launch_count,filtered_launch_count,distinct_launch_episode_count,distinct_instrument_count,distinct_year_count,filter_conversion_rate,median_filter_delay_days,eligible_nonwinner_count,eligible_failure_count,eligible_pending_winner_count,eligible_pending_big_winner_count,filtered_nonwinner_count,filtered_failure_count,filtered_pending_winner_count,filtered_pending_big_winner_count,nonwinner_reject_recall,failure_reject_recall,reject_precision_nonwinner,reject_precision_failure,same_launch_stratum_nonwinner_prevalence,same_launch_stratum_failure_prevalence,reject_precision_nonwinner_lift_vs_scope_prevalence,reject_precision_failure_lift_vs_scope_prevalence,winner_false_reject_rate_among_pending_winners,big_winner_false_reject_rate_among_pending_winners,winner_coverage_loss_pending,winner_coverage_loss_total,median_drawdown_avoided_on_rejected_nonwinners,mean_drawdown_avoided_on_rejected_nonwinners,median_drawdown_avoided_vs_matched_delay,mean_drawdown_avoided_vs_matched_delay,filter_before_12pct_drawdown_rate,filter_before_20pct_drawdown_rate,matched_delay_reject_precision_nonwinner,matched_delay_winner_false_reject_rate,matched_delay_drawdown_avoided,instrument_year_filter_effect_lift,positive_unique_instrument_year_count,top1_instrument_contribution,top5_instrument_contribution,filter_observable_delay_days,filter_after_target_achieved_count,observability_leak_check_passed,rejection_reason,p1_failure_filter_candidate
rank_evaporation_filter,rank_evaporation_10d,no_new_entry,sparse_strong_day_lifecycle_node:first_near_limit_upper_close,sparse_strong_day_lifecycle_node,first_near_limit_upper_close,109,720,109,109,91,7,0.15138888888888888,5.0,584,316,130,127,100,80,9,9,0.17123287671232876,0.25316455696202533,0.9174311926605505,0.7339449541284404,0.8111111111111111,0.4388888888888889,1.1310795525951993,1.6722796423179656,0.06923076923076923,0.07086614173228346,0.06923076923076923,0.0661764705882353,0.10886465838273157,0.1347731014070256,-0.02873267077648295,-0.012958225540336155,0.7362637362637363,0.9743589743589743,0.8055045871559632,1.0,0.13759732915921452,1.5419289211011507,79,0.027522935779816515,0.10091743119266056,1.0,0,True,insufficient_failure_filter_event_count;nonwinner_reject_recall_too_low;drawdown_avoided_vs_matched_delay_too_low,False
destructive_high_vol_filter,destructive_high_vol_3d,remove_from_watchlist,rank_jump_persistence_watchlist:industry_rank_jump_leader,rank_jump_persistence_watchlist,industry_rank_jump_leader,60,2027,60,60,54,7,0.02960039467192896,2.0,1743,735,284,292,50,36,10,10,0.02868617326448652,0.04897959183673469,0.8333333333333334,0.6,0.8598914652195363,0.36260483473112975,0.9691145534519029,1.6546938775510203,0.035211267605633804,0.03424657534246575,0.035211267605633804,0.035211267605633804,0.12764874701920492,0.1470961411455617,0.020869173428416543,0.024058838983481448,0.9090909090909091,1.0,0.8550000000000001,1.0,0.10677957359078838,1.2469300506352141,35,0.03333333333333333,0.16666666666666666,1.0,0,True,insufficient_failure_filter_event_count;nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low,False
rank_evaporation_filter,rank_evaporation_5d,no_new_entry,repair_quality_watchlist:repair_higher_low_reclaim,repair_quality_watchlist,repair_higher_low_reclaim,341,2946,341,341,185,7,0.11575016972165648,3.0,2665,847,280,293,310,159,31,35,0.11632270168855535,0.18772136953955135,0.9090909090909091,0.4662756598240469,0.9046164290563475,0.28750848608282414,1.0049462732389562,1.621780512209731,0.11071428571428571,0.11945392491467577,0.11071428571428571,0.1103202846975089,0.10018827207458975,0.11197988105619477,0.018152662148677556,0.01296637179984722,0.9583333333333334,1.0,0.9043988269794718,1.0,0.08203560992591219,0.9435906443019818,142,0.017595307917888565,0.07624633431085044,1.0,0,True,nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low;instrument_year_filter_effect_lift_too_low,False
destructive_high_vol_filter,destructive_high_vol_5d,remove_from_watchlist,rank_jump_persistence_watchlist:industry_rank_jump_leader,rank_jump_persistence_watchlist,industry_rank_jump_leader,95,2027,95,95,80,7,0.04686729156388752,3.0,1743,735,281,291,78,55,17,19,0.04475043029259897,0.07482993197278912,0.8210526315789474,0.5789473684210527,0.8598914652195363,0.36260483473112975,0.9548328652957695,1.5966344432509847,0.060498220640569395,0.06529209621993128,0.060498220640569395,0.05985915492957746,0.12764874701920492,0.14343989264578197,0.02384024001781515,0.021089302682044883,0.9090909090909091,1.0,0.8510526315789473,1.0,0.10380850700138977,1.2109162324025824,53,0.031578947368421054,0.11578947368421053,1.0,0,True,insufficient_failure_filter_event_count;nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low,False
destructive_high_vol_filter,destructive_high_vol_5d,remove_from_watchlist,prelaunch_path_quality:range_tightening_then_expand,prelaunch_path_quality,range_tightening_then_expand,22,1363,22,22,21,5,0.016140865737344093,3.0,1209,506,154,155,19,13,3,3,0.015715467328370553,0.025691699604743084,0.8636363636363636,0.5909090909090909,0.8870139398385913,0.37123991195891415,0.9736446349349576,1.591717570966583,0.01948051948051948,0.01935483870967742,0.01948051948051948,0.01948051948051948,0.17287628030065616,0.15684783229537114,0.059401875500268014,0.03060404564738034,0.8823529411764706,1.0,0.8954545454545452,1.0,0.11347440480038815,1.2470023980815348,13,0.09090909090909091,0.2727272727272727,1.0,0,True,insufficient_failure_filter_event_count;insufficient_distinct_instrument_count;nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low;positive_unique_instrument_year_count_too_low,False
rank_evaporation_filter,rank_evaporation_5d,no_new_entry,money_price_keep_context:money_price_upper_keep,money_price_keep_context,money_price_upper_keep,307,3180,307,307,185,7,0.09654088050314466,3.0,2802,1041,378,400,277,156,30,38,0.09885795860099929,0.14985590778097982,0.9022801302931596,0.50814332247557,0.8811320754716981,0.3273584905660377,1.0240010044012302,1.5522533770147098,0.07936507936507936,0.095,0.07936507936507936,0.07936507936507936,0.10579573418929478,0.12057139500664295,0.009678094317128433,0.009897758208469581,0.9257142857142857,1.0,0.8856677524429966,1.0,0.09611763987216634,0.9491703763658438,144,0.019543973941368076,0.08469055374592833,1.0,0,True,nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low;instrument_year_filter_effect_lift_too_low,False
gap_fade_filter,gap_fade_break_prior_close_5d,reduce_risk,industry_breadth_coherence:industry_breadth_confirmed_launch,industry_breadth_coherence,industry_breadth_confirmed_launch,24,2273,24,24,21,6,0.010558732952045754,2.0,1967,796,306,305,18,13,6,6,0.009150991357397052,0.016331658291457288,0.75,0.5416666666666666,0.8653761548614166,0.3501979762428509,0.8666751398068124,1.5467441373534336,0.0196078431372549,0.019672131147540985,0.0196078431372549,0.0196078431372549,0.1788704046611473,0.1851264557180881,0.07283243981184151,0.06290978778073017,0.9411764705882353,1.0,0.8791666666666667,1.0,0.10603796484930578,1.1228777589134125,13,0.08333333333333333,0.3333333333333333,1.0,0,True,insufficient_failure_filter_event_count;insufficient_distinct_instrument_count;nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low;positive_unique_instrument_year_count_too_low,False
destructive_high_vol_filter,destructive_high_vol_3d,remove_from_watchlist,industry_breadth_coherence:industry_breadth_confirmed_launch,industry_breadth_coherence,industry_breadth_confirmed_launch,63,2273,63,63,54,7,0.027716673999120107,2.0,1967,796,306,305,49,34,14,16,0.02491103202846975,0.04271356783919598,0.7777777777777778,0.5396825396825397,0.8653761548614166,0.3501979762428509,0.8987742190589166,1.5410784079125786,0.0457516339869281,0.05245901639344262,0.0457516339869281,0.0457516339869281,0.12426618635822118,0.14138365233662464,0.01921053039060938,0.022199650151339248,0.9523809523809523,1.0,0.8777777777777779,1.0,0.1050556559676118,1.0540703864636989,30,0.031746031746031744,0.15873015873015872,1.0,0,True,insufficient_failure_filter_event_count;nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low,False
destructive_high_vol_filter,destructive_high_vol_3d,remove_from_watchlist,prelaunch_path_quality:range_tightening_then_expand,prelaunch_path_quality,range_tightening_then_expand,14,1363,14,14,14,5,0.010271460014673514,2.0,1209,506,154,155,13,8,1,1,0.010752688172043012,0.015810276679841896,0.9285714285714286,0.5714285714285714,0.8870139398385913,0.37123991195891415,1.0468509984639018,1.539243365330322,0.006493506493506494,0.0064516129032258064,0.006493506493506494,0.006493506493506494,0.17287628030065616,0.14799112319817997,0.06402824199326262,0.024018953483676775,0.9090909090909091,1.0,0.9071428571428571,1.0,0.10884803830739354,1.2058924289140116,8,0.07142857142857142,0.35714285714285715,1.0,0,True,insufficient_failure_filter_event_count;insufficient_distinct_instrument_count;top5_instrument_contribution_too_high;nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low;positive_unique_instrument_year_count_too_low,False
rank_evaporation_filter,rank_evaporation_10d,no_new_entry,repair_quality_watchlist:repair_higher_low_reclaim,repair_quality_watchlist,repair_higher_low_reclaim,602,2946,602,602,226,8,0.2043448744059742,5.0,2665,847,278,291,553,265,49,57,0.2075046904315197,0.31286894923258557,0.9186046511627907,0.44019933554817275,0.9046164290563475,0.28750848608282414,1.0154631528426197,1.5310829309621217,0.17625899280575538,0.1958762886597938,0.17625899280575538,0.17437722419928825,0.09567194775602494,0.10885544154776754,0.012984900698241458,0.00944216172258007,0.9295774647887324,1.0,0.9017441860465114,1.0,0.08268704705778349,0.9257978600788019,230,0.014950166112956811,0.0681063122923588,1.0,0,True,nonwinner_precision_lift_too_low;big_winner_false_reject_rate_too_high;instrument_year_filter_effect_lift_too_low,False
rank_evaporation_filter,rank_evaporation_10d,no_new_entry,money_price_keep_context:money_price_upper_keep,money_price_keep_context,money_price_upper_keep,581,3180,581,581,231,8,0.18270440251572326,5.0,2802,1041,375,398,532,291,49,62,0.18986438258386867,0.27953890489913547,0.9156626506024096,0.5008605851979346,0.8811320754716981,0.3273584905660377,1.0391888754160108,1.5300063985873509,0.13066666666666665,0.15577889447236182,0.13066666666666665,0.12962962962962962,0.10042312247034446,0.11604789603368842,0.003931065418611018,0.0049487315168379314,0.8480243161094225,0.9933333333333333,0.8835628227194492,1.0,0.09649205705173344,0.9694108221020404,260,0.013769363166953529,0.06196213425129088,1.0,0,True,nonwinner_reject_recall_too_low;nonwinner_precision_lift_too_low;big_winner_false_reject_rate_too_high;instrument_year_filter_effect_lift_too_low,False
destructive_high_vol_filter,destructive_high_vol_5d,remove_from_watchlist,relative_strength_persistence:industry_relative_strength_persistence,relative_strength_persistence,industry_relative_strength_persistence,81,2073,81,81,65,8,0.03907380607814761,3.0,1789,737,283,299,66,44,15,18,0.0368921185019564,0.05970149253731343,0.8148148148148148,0.5432098765432098,0.8630004823926676,0.3555233960443801,0.9441649586982175,1.5279159756771696,0.053003533568904596,0.06020066889632107,0.053003533568904596,0.0528169014084507,0.11214814160830705,0.1334496116673031,0.00873184362484361,0.013048535708366935,0.8888888888888888,1.0,0.8512345679012345,1.0,0.10341629798346344,1.1810755004937605,44,0.037037037037037035,0.16049382716049382,1.0,0,True,insufficient_failure_filter_event_count;nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low,False
destructive_high_vol_filter,destructive_high_vol_3d,remove_from_watchlist,all_launch_strata,ALL,ALL,1353,29188,1353,537,216,7,0.04635466630121968,2.0,25081,10618,4107,4260,1083,750,270,283,0.04318009648738089,0.07063477114334149,0.8004434589800443,0.5543237250554324,0.8592914896532822,0.3637796354666301,0.9315156365659079,1.5237898744507403,0.06574141709276844,0.06643192488262911,0.06574141709276844,0.06574141709276844,0.14511173802420418,0.15718263623903037,0.03835000712240014,0.034638247092675614,0.959051724137931,0.9979757085020243,0.8586844050258684,1.0,0.10676173090180405,0.7717971984347531,291,0.018477457501847747,0.08573540280857354,1.0,0,True,nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low;instrument_year_filter_effect_lift_too_low,False
no_followthrough_filter,no_followthrough_10d,no_new_entry,high_vol_quality_permit:expansion_high_vol_upper_close,high_vol_quality_permit,expansion_high_vol_upper_close,175,420,175,175,116,7,0.4166666666666667,10.0,322,194,95,105,157,123,18,28,0.48757763975155277,0.634020618556701,0.8971428571428571,0.7028571428571428,0.7666666666666667,0.46190476190476193,1.1701863354037265,1.5216494845360824,0.18947368421052632,0.26666666666666666,0.18947368421052632,0.1836734693877551,0.12506367950400776,0.1502630142047616,-0.012696026877278443,-0.008416788064198488,0.6058394160583942,0.8888888888888888,0.7674285714285715,1.0,0.1377597063812862,1.4267515923566878,112,0.02857142857142857,0.10857142857142857,1.0,0,True,insufficient_failure_filter_event_count;big_winner_false_reject_rate_too_high;drawdown_avoided_vs_matched_delay_too_low,False
destructive_high_vol_filter,destructive_high_vol_5d,remove_from_watchlist,industry_breadth_coherence:industry_breadth_confirmed_launch,industry_breadth_coherence,industry_breadth_confirmed_launch,96,2273,96,96,76,7,0.04223493180818302,3.0,1967,796,306,305,75,51,21,24,0.03812913065582105,0.06407035175879397,0.78125,0.53125,0.8653761548614166,0.3501979762428509,0.9027866039654296,1.5169990577889447,0.06862745098039216,0.07868852459016394,0.06862745098039216,0.06862745098039216,0.12377448173176042,0.13465331654590146,0.022397565240189488,0.014321282960061549,0.8870967741935484,1.0,0.8666666666666666,1.0,0.10137691649157093,1.070672960316424,47,0.03125,0.125,1.0,0,True,insufficient_failure_filter_event_count;nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low,False
no_followthrough_filter,no_followthrough_10d,no_new_entry,high_vol_destructive_warning:high_vol_break_median_warning,high_vol_destructive_warning,high_vol_break_median_warning,117,325,117,117,85,7,0.36,10.0,248,127,77,79,99,69,18,19,0.39919354838709675,0.5433070866141733,0.8461538461538461,0.5897435897435898,0.7630769230769231,0.39076923076923076,1.1088709677419355,1.5091863517060369,0.23376623376623376,0.24050632911392406,0.23376623376623376,0.23376623376623376,0.12054503387093307,0.14121433155834107,-0.02338356986857698,-0.01547315337119412,0.620253164556962,0.8888888888888888,0.7658119658119658,1.0,0.14392860373951005,1.399046104928458,66,0.03418803418803419,0.13675213675213677,1.0,0,True,insufficient_failure_filter_event_count;big_winner_false_reject_rate_too_high;winner_coverage_loss_total_too_high;drawdown_avoided_vs_matched_delay_too_low,False
rank_evaporation_filter,rank_evaporation_10d,no_new_entry,repair_quality_watchlist:repair_reclaim_ema20_quality,repair_quality_watchlist,repair_reclaim_ema20_quality,155,714,155,155,112,8,0.21708683473389356,6.0,601,303,111,122,136,99,19,20,0.22628951747088186,0.32673267326732675,0.8774193548387097,0.6387096774193548,0.8417366946778712,0.42436974789915966,1.0423917127368365,1.5050782497604598,0.17117117117117117,0.16393442622950818,0.17117117117117117,0.168141592920354,0.13120022670774623,0.14775495166126335,0.005714886370584926,0.005443657745364372,0.8073394495412844,0.9666666666666667,0.8399999999999999,1.0,0.1254853403371613,1.374927113702624,90,0.01935483870967742,0.0967741935483871,1.0,0,True,insufficient_failure_filter_event_count;nonwinner_precision_lift_too_low;big_winner_false_reject_rate_too_high,False
rank_evaporation_filter,rank_evaporation_10d,no_new_entry,relative_strength_persistence:relative_strength_10d_persistence,relative_strength_persistence,relative_strength_10d_persistence,491,2144,491,491,229,8,0.22901119402985073,6.0,1849,784,289,299,440,270,51,55,0.23796646836127636,0.34438775510204084,0.8961303462321792,0.5498981670061099,0.8624067164179104,0.3656716417910448,1.0391040899522943,1.5038031505881373,0.17647058823529413,0.18394648829431437,0.17647058823529413,0.17288135593220338,0.10596142562158328,0.1202214596536109,-0.0006380936540098525,-0.001401184500150296,0.8252427184466019,0.9776119402985075,0.8639511201629329,1.0,0.10659951927559314,1.142297950725305,246,0.014256619144602852,0.059063136456211814,1.0,0,True,nonwinner_precision_lift_too_low;big_winner_false_reject_rate_too_high;drawdown_avoided_vs_matched_delay_too_low,False
destructive_high_vol_filter,destructive_high_vol_5d,remove_from_watchlist,all_launch_strata,ALL,ALL,1980,29188,1980,657,227,8,0.06783609702617514,3.0,25081,10618,4096,4257,1594,1081,386,415,0.06355408476536023,0.10180825014126954,0.805050505050505,0.545959595959596,0.8592914896532822,0.3637796354666301,0.9368770839047144,1.5007975783451393,0.09423828125,0.09748649283533005,0.09423828125,0.09398587776966155,0.1395938944996593,0.15052704475710013,0.033131625943358556,0.028047137279062773,0.9194977843426884,0.9971139971139971,0.8592171717171716,1.0,0.10646226855630075,0.8108451920670924,358,0.01717171717171717,0.07727272727272727,1.0,0,True,nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low;instrument_year_filter_effect_lift_too_low,False
rank_evaporation_filter,rank_evaporation_10d,no_new_entry,post_20_30_or_late_continuation_context:post_20_relative_strength_context,post_20_30_or_late_continuation_context,post_20_relative_strength_context,272,1470,272,272,174,7,0.18503401360544217,6.0,1229,638,232,241,242,177,30,37,0.1969080553295362,0.2774294670846395,0.8897058823529411,0.6507352941176471,0.8360544217687075,0.4340136054421769,1.0641722107883023,1.499343075788309,0.12931034482758622,0.15352697095435686,0.12931034482758622,0.12448132780082988,0.11171829267458605,0.12755187813124572,-0.009603948131532009,-0.0054790477683817895,0.7969543147208121,0.9883720930232558,0.846875,1.0,0.12132224080611806,1.2276610169491526,162,0.022058823529411766,0.08088235294117647,1.0,0,True,nonwinner_reject_recall_too_low;big_winner_false_reject_rate_too_high;drawdown_avoided_vs_matched_delay_too_low,False
gap_fade_filter,gap_fade_break_prior_close_5d,reduce_risk,prelaunch_path_quality:range_tightening_then_expand,prelaunch_path_quality,range_tightening_then_expand,9,1363,9,9,9,4,0.006603081438004402,1.0,1209,506,154,155,7,5,2,2,0.005789909015715467,0.009881422924901186,0.7777777777777778,0.5555555555555556,0.8870139398385913,0.37123991195891415,0.8768495542689091,1.4964866051822574,0.012987012987012988,0.012903225806451613,0.012987012987012988,0.012987012987012988,0.23350255404386344,0.2185358625808347,0.1219386128605019,0.09916268544558215,1.0,1.0,0.9055555555555556,1.0,0.11156394118336155,1.1723954169997335,5,0.1111111111111111,0.5555555555555556,1.0,0,True,insufficient_failure_filter_event_count;insufficient_distinct_year_count;insufficient_distinct_instrument_count;top5_instrument_contribution_too_high;nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low;positive_unique_instrument_year_count_too_low,False
