industry_name,stratum_family,stratum_event_count,future_50pct_high_120d_rate
轻工制造,prelaunch_path_quality,22,0.13636363636363635
轻工制造,rank_jump_persistence_watchlist,46,0.08695652173913043
轻工制造,relative_strength_persistence,46,0.10869565217391304
轻工制造,repair_quality_watchlist,25,0.12
轻工制造,sparse_strong_day_lifecycle_node,28,0.10714285714285714
通信,high_vol_destructive_warning,19,0.15789473684210525
通信,high_vol_quality_permit,21,0.09523809523809523
通信,industry_breadth_coherence,43,0.18604651162790697
通信,money_price_keep_context,128,0.15625
通信,post_20_30_or_late_continuation_context,36,0.2222222222222222
通信,prelaunch_path_quality,39,0.10256410256410256
通信,rank_jump_persistence_watchlist,67,0.208955223880597
通信,relative_strength_persistence,75,0.22666666666666666
通信,repair_quality_watchlist,71,0.11267605633802817
通信,sparse_strong_day_lifecycle_node,61,0.16393442622950818
钢铁,high_vol_destructive_warning,16,0.0625
钢铁,high_vol_quality_permit,22,0.09090909090909091
钢铁,industry_breadth_coherence,44,0.09090909090909091
钢铁,money_price_keep_context,131,0.09923664122137404
钢铁,post_20_30_or_late_continuation_context,45,0.1111111111111111
钢铁,prelaunch_path_quality,36,0.1388888888888889
钢铁,rank_jump_persistence_watchlist,78,0.11538461538461539
钢铁,relative_strength_persistence,86,0.09302325581395349
钢铁,repair_quality_watchlist,71,0.15492957746478872
钢铁,sparse_strong_day_lifecycle_node,60,0.13333333333333333
银行,high_vol_destructive_warning,3,0.0
银行,high_vol_quality_permit,8,0.0
银行,industry_breadth_coherence,309,0.022653721682847898
银行,money_price_keep_context,1053,0.016144349477682812
银行,post_20_30_or_late_continuation_context,158,0.012658227848101266
银行,prelaunch_path_quality,181,0.022099447513812154
银行,rank_jump_persistence_watchlist,431,0.02320185614849188
银行,relative_strength_persistence,560,0.019642857142857142
银行,repair_quality_watchlist,662,0.01812688821752266
银行,sparse_strong_day_lifecycle_node,236,0.01694915254237288
非银金融,high_vol_destructive_warning,110,0.12727272727272726
非银金融,high_vol_quality_permit,138,0.08695652173913043
非银金融,industry_breadth_coherence,340,0.13823529411764707
非银金融,money_price_keep_context,1062,0.11770244821092278
非银金融,post_20_30_or_late_continuation_context,305,0.13442622950819672
非银金融,prelaunch_path_quality,302,0.09271523178807947
非银金融,rank_jump_persistence_watchlist,553,0.1410488245931284
非银金融,relative_strength_persistence,605,0.13884297520661157
非银金融,repair_quality_watchlist,587,0.13287904599659284
非银金融,sparse_strong_day_lifecycle_node,449,0.133630289532294
食品饮料,high_vol_destructive_warning,88,0.11363636363636363
食品饮料,high_vol_quality_permit,78,0.16666666666666666
食品饮料,industry_breadth_coherence,164,0.12195121951219512
食品饮料,money_price_keep_context,408,0.11764705882352941
食品饮料,post_20_30_or_late_continuation_context,195,0.14871794871794872
食品饮料,prelaunch_path_quality,134,0.12686567164179105
食品饮料,rank_jump_persistence_watchlist,303,0.1353135313531353
食品饮料,relative_strength_persistence,323,0.13003095975232198
食品饮料,repair_quality_watchlist,239,0.100418410041841
食品饮料,sparse_strong_day_lifecycle_node,227,0.14537444933920704
