launch_episode_id,stratum_family,stratum_variant,raw_stratum_rows,kept_stratum_rows,first_stratum_date
P07LPE_SH600000_2020-04-27_0013,money_price_keep_context,money_expansion_no_distribution,1,1,2020-04-27
P07LPE_SH600000_2020-04-27_0013,money_price_keep_context,money_price_upper_keep,1,1,2020-04-27
P07LPE_SH600000_2020-04-27_0013,relative_strength_persistence,industry_relative_strength_persistence,1,1,2020-04-27
P07LPE_SH600000_2020-04-27_0013,repair_quality_watchlist,repair_higher_low_reclaim,2,1,2020-04-27
P07LPE_SH600000_2020-06-18_0014,money_price_keep_context,money_expansion_no_distribution,1,1,2020-07-06
P07LPE_SH600000_2020-06-18_0014,money_price_keep_context,money_price_upper_keep,1,1,2020-07-06
P07LPE_SH600000_2020-06-18_0014,prelaunch_path_quality,range_tightening_then_expand,1,1,2020-07-06
P07LPE_SH600000_2020-06-18_0014,relative_strength_persistence,industry_relative_strength_persistence,2,1,2020-06-18
P07LPE_SH600000_2020-06-18_0014,repair_quality_watchlist,repair_higher_low_reclaim,1,1,2020-06-24
P07LPE_SH600000_2020-06-18_0014,sparse_strong_day_lifecycle_node,first_near_limit_upper_close,1,1,2020-07-06
P07LPE_SH600000_2020-08-12_0015,repair_quality_watchlist,repair_higher_low_reclaim,2,1,2020-08-12
P07LPE_SH600000_2020-10-16_0016,money_price_keep_context,money_expansion_no_distribution,2,1,2020-10-16
P07LPE_SH600000_2020-10-16_0016,money_price_keep_context,money_price_upper_keep,2,1,2020-10-16
P07LPE_SH600000_2020-10-16_0016,repair_quality_watchlist,repair_higher_low_reclaim,4,1,2020-10-16
P07LPE_SH600000_2021-01-04_0017,industry_breadth_coherence,industry_breadth_confirmed_launch,2,1,2021-03-03
P07LPE_SH600000_2021-01-04_0017,money_price_keep_context,money_expansion_no_distribution,4,1,2021-01-04
P07LPE_SH600000_2021-01-04_0017,money_price_keep_context,money_price_upper_keep,3,1,2021-01-06
P07LPE_SH600000_2021-01-04_0017,rank_jump_persistence_watchlist,industry_rank_jump_leader,1,1,2021-03-03
P07LPE_SH600000_2021-01-04_0017,relative_strength_persistence,industry_relative_strength_persistence,1,1,2021-03-03
P07LPE_SH600000_2021-01-04_0017,relative_strength_persistence,relative_strength_10d_persistence,2,1,2021-03-03
P07LPE_SH600000_2021-01-04_0017,repair_quality_watchlist,repair_higher_low_reclaim,5,1,2021-01-06
P07LPE_SH600000_2021-05-25_0018,money_price_keep_context,money_expansion_no_distribution,1,1,2021-05-25
P07LPE_SH600000_2021-05-25_0018,money_price_keep_context,money_price_upper_keep,1,1,2021-05-25
P07LPE_SH600000_2021-05-25_0018,repair_quality_watchlist,repair_higher_low_reclaim,2,1,2021-05-25
P07LPE_SH600000_2021-07-19_0019,money_price_keep_context,money_expansion_no_distribution,1,1,2021-07-19
P07LPE_SH600000_2021-07-19_0019,money_price_keep_context,money_price_upper_keep,1,1,2021-07-19
P07LPE_SH600000_2021-07-19_0019,relative_strength_persistence,industry_relative_strength_persistence,1,1,2021-07-19
P07LPE_SH600000_2021-07-19_0019,repair_quality_watchlist,repair_higher_low_reclaim,1,1,2021-07-19
P07LPE_SH600000_2021-08-18_0020,money_price_keep_context,money_expansion_no_distribution,1,1,2021-08-18
P07LPE_SH600000_2021-08-18_0020,money_price_keep_context,money_price_upper_keep,1,1,2021-08-18
P07LPE_SH600000_2021-08-18_0020,repair_quality_watchlist,repair_higher_low_reclaim,2,1,2021-08-18
P07LPE_SH600000_2021-10-11_0021,repair_quality_watchlist,repair_higher_low_reclaim,1,1,2021-10-11
P07LPE_SH600000_2021-11-15_0022,money_price_keep_context,money_expansion_no_distribution,2,1,2021-12-07
P07LPE_SH600000_2021-11-15_0022,money_price_keep_context,money_price_upper_keep,2,1,2021-12-07
P07LPE_SH600000_2021-11-15_0022,relative_strength_persistence,relative_strength_10d_persistence,1,1,2022-02-08
P07LPE_SH600000_2021-11-15_0022,repair_quality_watchlist,repair_higher_low_reclaim,5,1,2021-11-15
P07LPE_SH600000_2022-03-31_0023,industry_breadth_coherence,industry_breadth_confirmed_launch,1,1,2022-04-19
P07LPE_SH600000_2022-03-31_0023,money_price_keep_context,money_expansion_no_distribution,3,1,2022-05-13
P07LPE_SH600000_2022-03-31_0023,money_price_keep_context,money_price_upper_keep,3,1,2022-05-13
P07LPE_SH600000_2022-03-31_0023,rank_jump_persistence_watchlist,industry_rank_jump_leader,1,1,2022-05-13
P07LPE_SH600000_2022-03-31_0023,relative_strength_persistence,industry_relative_strength_persistence,1,1,2022-05-13
P07LPE_SH600000_2022-03-31_0023,relative_strength_persistence,relative_strength_10d_persistence,1,1,2022-04-19
P07LPE_SH600000_2022-03-31_0023,repair_quality_watchlist,repair_higher_low_reclaim,8,1,2022-03-31
P07LPE_SH600000_2022-08-17_0024,industry_breadth_coherence,industry_breadth_confirmed_launch,1,1,2022-09-05
P07LPE_SH600000_2022-08-17_0024,money_price_keep_context,money_expansion_no_distribution,2,1,2022-08-31
P07LPE_SH600000_2022-08-17_0024,money_price_keep_context,money_price_upper_keep,2,1,2022-08-31
P07LPE_SH600000_2022-08-17_0024,repair_quality_watchlist,repair_higher_low_reclaim,5,1,2022-08-17
P07LPE_SH600000_2022-11-11_0025,money_price_keep_context,money_expansion_no_distribution,1,1,2022-11-11
P07LPE_SH600000_2022-11-11_0025,money_price_keep_context,money_price_upper_keep,1,1,2022-11-11
P07LPE_SH600000_2022-11-11_0025,repair_quality_watchlist,repair_higher_low_reclaim,1,1,2022-11-11
P07LPE_SH600000_2023-02-20_0026,money_price_keep_context,money_expansion_no_distribution,2,1,2023-02-20
P07LPE_SH600000_2023-02-20_0026,money_price_keep_context,money_price_upper_keep,2,1,2023-02-20
P07LPE_SH600000_2023-02-20_0026,repair_quality_watchlist,repair_higher_low_reclaim,4,1,2023-02-20
P07LPE_SH600000_2023-06-07_0027,industry_breadth_coherence,industry_breadth_confirmed_launch,1,1,2023-06-07
P07LPE_SH600000_2023-06-07_0027,repair_quality_watchlist,repair_higher_low_reclaim,1,1,2023-06-07
P07LPE_SH600000_2023-07-13_0028,money_price_keep_context,money_expansion_no_distribution,1,1,2023-07-13
P07LPE_SH600000_2023-07-13_0028,money_price_keep_context,money_price_upper_keep,1,1,2023-07-13
P07LPE_SH600000_2023-07-13_0028,repair_quality_watchlist,repair_higher_low_reclaim,1,1,2023-07-13
P07LPE_SH600000_2023-09-14_0029,industry_breadth_coherence,industry_breadth_confirmed_launch,1,1,2023-09-19
P07LPE_SH600000_2023-09-14_0029,money_price_keep_context,money_expansion_no_distribution,2,1,2023-09-14
P07LPE_SH600000_2023-09-14_0029,money_price_keep_context,money_price_upper_keep,2,1,2023-09-14
P07LPE_SH600000_2023-09-14_0029,relative_strength_persistence,relative_strength_10d_persistence,1,1,2023-10-12
P07LPE_SH600000_2023-09-14_0029,repair_quality_watchlist,repair_higher_low_reclaim,3,1,2023-09-14
P07LPE_SH600000_2023-11-15_0030,relative_strength_persistence,industry_relative_strength_persistence,2,1,2023-11-15
P07LPE_SH600000_2023-11-15_0030,repair_quality_watchlist,repair_higher_low_reclaim,2,1,2023-11-15
P07LPE_SH600000_2023-12-28_0031,money_price_keep_context,money_expansion_no_distribution,2,1,2023-12-28
P07LPE_SH600000_2023-12-28_0031,money_price_keep_context,money_price_upper_keep,2,1,2023-12-28
P07LPE_SH600000_2023-12-28_0031,repair_quality_watchlist,repair_higher_low_reclaim,2,1,2023-12-28
P07LPE_SH600000_2023-12-28_0031,sparse_strong_day_lifecycle_node,strong_body_day_node,1,1,2024-01-19
P07LPE_SH600000_2024-03-21_0032,money_price_keep_context,money_expansion_no_distribution,3,1,2024-03-21
P07LPE_SH600000_2024-03-21_0032,money_price_keep_context,money_price_upper_keep,3,1,2024-03-21
P07LPE_SH600000_2024-03-21_0032,repair_quality_watchlist,repair_higher_low_reclaim,3,1,2024-03-21
P07LPE_SH600000_2024-05-20_0033,industry_breadth_coherence,industry_breadth_confirmed_launch,11,1,2024-05-20
P07LPE_SH600000_2024-05-20_0033,money_price_keep_context,money_expansion_no_distribution,2,1,2024-05-20
P07LPE_SH600000_2024-05-20_0033,money_price_keep_context,money_price_upper_keep,2,1,2024-05-20
P07LPE_SH600000_2024-05-20_0033,rank_jump_persistence_watchlist,industry_rank_jump_leader,12,1,2024-05-20
P07LPE_SH600000_2024-05-20_0033,relative_strength_persistence,industry_relative_strength_persistence,6,1,2024-05-20
P07LPE_SH600000_2024-05-20_0033,relative_strength_persistence,relative_strength_10d_persistence,11,1,2024-05-20
P07LPE_SH600000_2024-05-20_0033,repair_quality_watchlist,repair_higher_low_reclaim,2,1,2024-05-31
P07LPE_SH600000_2024-07-09_0034,industry_breadth_coherence,industry_breadth_confirmed_launch,24,1,2024-07-09
P07LPE_SH600000_2024-07-09_0034,money_price_keep_context,money_expansion_no_distribution,6,1,2024-07-09
P07LPE_SH600000_2024-07-09_0034,money_price_keep_context,money_price_upper_keep,7,1,2024-07-09
P07LPE_SH600000_2024-07-09_0034,post_20_30_or_late_continuation_context,late_acceleration_context,2,1,2024-10-10
P07LPE_SH600000_2024-07-09_0034,post_20_30_or_late_continuation_context,post_20_relative_strength_context,14,1,2024-07-09
P07LPE_SH600000_2024-07-09_0034,prelaunch_path_quality,range_tightening_then_expand,1,1,2024-08-01
P07LPE_SH600000_2024-07-09_0034,rank_jump_persistence_watchlist,industry_rank_jump_leader,12,1,2024-07-18
P07LPE_SH600000_2024-07-09_0034,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,1,1,2024-08-21
P07LPE_SH600000_2024-07-09_0034,relative_strength_persistence,industry_relative_strength_persistence,14,1,2024-07-10
P07LPE_SH600000_2024-07-09_0034,relative_strength_persistence,relative_strength_10d_persistence,24,1,2024-07-09
P07LPE_SH600000_2024-07-09_0034,repair_quality_watchlist,repair_higher_low_reclaim,20,1,2024-07-09
P07LPE_SH600000_2024-07-09_0034,sparse_strong_day_lifecycle_node,strong_body_day_node,1,1,2024-07-12
P07LPE_SH600000_2024-12-03_0035,industry_breadth_coherence,industry_breadth_confirmed_launch,5,1,2024-12-23
P07LPE_SH600000_2024-12-03_0035,money_price_keep_context,money_expansion_no_distribution,4,1,2024-12-23
P07LPE_SH600000_2024-12-03_0035,money_price_keep_context,money_price_upper_keep,5,1,2024-12-23
P07LPE_SH600000_2024-12-03_0035,post_20_30_or_late_continuation_context,post_20_relative_strength_context,5,1,2024-12-23
P07LPE_SH600000_2024-12-03_0035,prelaunch_path_quality,range_tightening_then_expand,1,1,2024-12-23
P07LPE_SH600000_2024-12-03_0035,rank_jump_persistence_watchlist,industry_rank_jump_leader,3,1,2024-12-25
P07LPE_SH600000_2024-12-03_0035,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,3,1,2024-12-25
P07LPE_SH600000_2024-12-03_0035,relative_strength_persistence,industry_relative_strength_persistence,4,1,2024-12-24
P07LPE_SH600000_2024-12-03_0035,relative_strength_persistence,relative_strength_10d_persistence,3,1,2024-12-25
P07LPE_SH600000_2024-12-03_0035,repair_quality_watchlist,repair_higher_low_reclaim,7,1,2024-12-03
P07LPE_SH600000_2024-12-03_0035,sparse_strong_day_lifecycle_node,strong_body_day_node,1,1,2024-12-25
P07LPE_SH600009_2017-08-11_0001,repair_quality_watchlist,repair_higher_low_reclaim,1,1,2017-08-11
P07LPE_SH600009_2017-10-12_0002,industry_breadth_coherence,industry_breadth_confirmed_launch,7,1,2017-10-31
P07LPE_SH600009_2017-10-12_0002,money_price_keep_context,money_expansion_no_distribution,8,1,2017-10-12
P07LPE_SH600009_2017-10-12_0002,money_price_keep_context,money_price_upper_keep,8,1,2017-10-12
P07LPE_SH600009_2017-10-12_0002,post_20_30_or_late_continuation_context,post_20_relative_strength_context,13,1,2017-10-30
P07LPE_SH600009_2017-10-12_0002,rank_jump_persistence_watchlist,industry_rank_jump_leader,9,1,2017-10-30
P07LPE_SH600009_2017-10-12_0002,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,2,1,2017-10-30
P07LPE_SH600009_2017-10-12_0002,relative_strength_persistence,industry_relative_strength_persistence,7,1,2017-11-03
P07LPE_SH600009_2017-10-12_0002,relative_strength_persistence,relative_strength_10d_persistence,12,1,2017-10-31
P07LPE_SH600009_2017-10-12_0002,repair_quality_watchlist,repair_higher_low_reclaim,3,1,2017-12-21
P07LPE_SH600009_2017-10-12_0002,sparse_strong_day_lifecycle_node,strong_body_day_node,1,1,2017-10-30
P07LPE_SH600009_2018-02-02_0003,industry_breadth_coherence,industry_breadth_confirmed_launch,14,1,2018-02-05
P07LPE_SH600009_2018-02-02_0003,money_price_keep_context,money_expansion_no_distribution,3,1,2018-02-06
P07LPE_SH600009_2018-02-02_0003,money_price_keep_context,money_price_upper_keep,3,1,2018-02-06
P07LPE_SH600009_2018-02-02_0003,post_20_30_or_late_continuation_context,late_acceleration_context,2,1,2018-02-02
P07LPE_SH600009_2018-02-02_0003,post_20_30_or_late_continuation_context,post_20_relative_strength_context,16,1,2018-02-06
P07LPE_SH600009_2018-02-02_0003,prelaunch_path_quality,range_tightening_then_expand,2,1,2018-02-22
P07LPE_SH600009_2018-02-02_0003,rank_jump_persistence_watchlist,industry_rank_jump_leader,15,1,2018-02-02
P07LPE_SH600009_2018-02-02_0003,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,5,1,2018-02-02
P07LPE_SH600009_2018-02-02_0003,relative_strength_persistence,industry_relative_strength_persistence,13,1,2018-02-02
P07LPE_SH600009_2018-02-02_0003,relative_strength_persistence,relative_strength_10d_persistence,16,1,2018-02-05
P07LPE_SH600009_2018-02-02_0003,repair_quality_watchlist,repair_higher_low_reclaim,3,1,2018-03-22
P07LPE_SH600009_2018-02-02_0003,sparse_strong_day_lifecycle_node,strong_body_day_node,1,1,2018-03-23
P07LPE_SH600009_2018-04-27_0004,industry_breadth_coherence,industry_breadth_confirmed_launch,40,1,2018-04-27
P07LPE_SH600009_2018-04-27_0004,money_price_keep_context,money_expansion_no_distribution,12,1,2018-04-27
P07LPE_SH600009_2018-04-27_0004,money_price_keep_context,money_price_upper_keep,12,1,2018-04-27
P07LPE_SH600009_2018-04-27_0004,post_20_30_or_late_continuation_context,late_acceleration_context,3,1,2018-07-16
P07LPE_SH600009_2018-04-27_0004,post_20_30_or_late_continuation_context,post_20_relative_strength_context,21,1,2018-05-02
P07LPE_SH600009_2018-04-27_0004,prelaunch_path_quality,range_tightening_then_expand,3,1,2018-06-04
P07LPE_SH600009_2018-04-27_0004,rank_jump_persistence_watchlist,industry_rank_jump_leader,59,1,2018-05-02
P07LPE_SH600009_2018-04-27_0004,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,3,1,2018-05-03
P07LPE_SH600009_2018-04-27_0004,relative_strength_persistence,industry_relative_strength_persistence,30,1,2018-05-02
P07LPE_SH600009_2018-04-27_0004,relative_strength_persistence,relative_strength_10d_persistence,49,1,2018-05-03
P07LPE_SH600009_2018-04-27_0004,repair_quality_watchlist,repair_higher_low_reclaim,8,1,2018-05-29
P07LPE_SH600009_2018-04-27_0004,sparse_strong_day_lifecycle_node,strong_body_day_node,10,1,2018-04-27
P07LPE_SH600009_2018-09-19_0005,high_vol_destructive_warning,high_vol_break_median_warning,1,1,2018-10-30
P07LPE_SH600009_2018-09-19_0005,industry_breadth_coherence,industry_breadth_confirmed_launch,52,1,2018-11-26
P07LPE_SH600009_2018-09-19_0005,money_price_keep_context,money_expansion_no_distribution,23,1,2018-09-19
P07LPE_SH600009_2018-09-19_0005,money_price_keep_context,money_price_upper_keep,20,1,2018-09-19
P07LPE_SH600009_2018-09-19_0005,post_20_30_or_late_continuation_context,late_acceleration_context,72,1,2019-04-19
P07LPE_SH600009_2018-09-19_0005,post_20_30_or_late_continuation_context,post_20_relative_strength_context,6,1,2019-02-20
P07LPE_SH600009_2018-09-19_0005,prelaunch_path_quality,range_tightening_then_expand,5,1,2019-01-18
P07LPE_SH600009_2018-09-19_0005,rank_jump_persistence_watchlist,industry_rank_jump_leader,79,1,2018-09-27
P07LPE_SH600009_2018-09-19_0005,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,8,1,2019-02-20
P07LPE_SH600009_2018-09-19_0005,relative_strength_persistence,industry_relative_strength_persistence,43,1,2018-09-27
P07LPE_SH600009_2018-09-19_0005,relative_strength_persistence,relative_strength_10d_persistence,83,1,2018-12-13
P07LPE_SH600009_2018-09-19_0005,repair_quality_watchlist,repair_higher_low_reclaim,25,1,2018-09-21
P07LPE_SH600009_2018-09-19_0005,repair_quality_watchlist,repair_reclaim_ema20_quality,1,1,2018-12-18
P07LPE_SH600009_2018-09-19_0005,sparse_strong_day_lifecycle_node,first_near_limit_upper_close,1,1,2018-10-30
P07LPE_SH600009_2018-09-19_0005,sparse_strong_day_lifecycle_node,strong_body_day_node,14,1,2018-10-19
P07LPE_SH600009_2019-11-04_0006,repair_quality_watchlist,repair_higher_low_reclaim,1,1,2019-11-04
P07LPE_SH600009_2019-12-05_0007,money_price_keep_context,money_expansion_no_distribution,1,1,2019-12-05
P07LPE_SH600009_2019-12-05_0007,money_price_keep_context,money_price_upper_keep,1,1,2019-12-05
P07LPE_SH600009_2019-12-05_0007,prelaunch_path_quality,range_tightening_then_expand,1,1,2019-12-05
P07LPE_SH600009_2019-12-05_0007,repair_quality_watchlist,repair_higher_low_reclaim,1,1,2019-12-05
P07LPE_SH600009_2020-02-11_0008,money_price_keep_context,money_expansion_no_distribution,1,1,2020-03-04
P07LPE_SH600009_2020-02-11_0008,money_price_keep_context,money_price_upper_keep,1,1,2020-03-04
P07LPE_SH600009_2020-02-11_0008,rank_jump_persistence_watchlist,industry_rank_jump_leader,1,1,2020-02-11
P07LPE_SH600009_2020-02-11_0008,relative_strength_persistence,industry_relative_strength_persistence,1,1,2020-02-11
P07LPE_SH600009_2020-02-11_0008,sparse_strong_day_lifecycle_node,strong_body_day_node,1,1,2020-03-04
P07LPE_SH600009_2020-04-23_0009,industry_breadth_coherence,industry_breadth_confirmed_launch,9,1,2020-04-23
P07LPE_SH600009_2020-04-23_0009,money_price_keep_context,money_expansion_no_distribution,7,1,2020-04-23
P07LPE_SH600009_2020-04-23_0009,money_price_keep_context,money_price_upper_keep,7,1,2020-04-23
P07LPE_SH600009_2020-04-23_0009,post_20_30_or_late_continuation_context,post_20_relative_strength_context,17,1,2020-04-23
P07LPE_SH600009_2020-04-23_0009,rank_jump_persistence_watchlist,industry_rank_jump_leader,10,1,2020-04-23
P07LPE_SH600009_2020-04-23_0009,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,4,1,2020-04-23
P07LPE_SH600009_2020-04-23_0009,relative_strength_persistence,industry_relative_strength_persistence,10,1,2020-04-23
P07LPE_SH600009_2020-04-23_0009,relative_strength_persistence,relative_strength_10d_persistence,14,1,2020-04-23
P07LPE_SH600009_2020-04-23_0009,repair_quality_watchlist,repair_higher_low_reclaim,2,1,2020-05-19
P07LPE_SH600009_2020-04-23_0009,sparse_strong_day_lifecycle_node,strong_body_day_node,2,1,2020-04-23
P07LPE_SH600009_2020-08-11_0010,industry_breadth_coherence,industry_breadth_confirmed_launch,3,1,2020-08-26
P07LPE_SH600009_2020-08-11_0010,post_20_30_or_late_continuation_context,post_20_relative_strength_context,4,1,2020-08-24
P07LPE_SH600009_2020-08-11_0010,rank_jump_persistence_watchlist,industry_rank_jump_leader,4,1,2020-08-24
P07LPE_SH600009_2020-08-11_0010,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,1,1,2020-08-24
P07LPE_SH600009_2020-08-11_0010,relative_strength_persistence,relative_strength_10d_persistence,5,1,2020-08-24
P07LPE_SH600009_2020-08-11_0010,repair_quality_watchlist,repair_higher_low_reclaim,1,1,2020-08-11
P07LPE_SH600009_2020-11-09_0011,industry_breadth_coherence,industry_breadth_confirmed_launch,14,1,2020-11-10
P07LPE_SH600009_2020-11-09_0011,money_price_keep_context,money_expansion_no_distribution,6,1,2020-11-09
P07LPE_SH600009_2020-11-09_0011,money_price_keep_context,money_price_upper_keep,6,1,2020-11-09
P07LPE_SH600009_2020-11-09_0011,post_20_30_or_late_continuation_context,post_20_relative_strength_context,14,1,2020-11-10
P07LPE_SH600009_2020-11-09_0011,rank_jump_persistence_watchlist,industry_rank_jump_leader,21,1,2020-11-10
P07LPE_SH600009_2020-11-09_0011,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,3,1,2020-11-12
P07LPE_SH600009_2020-11-09_0011,relative_strength_persistence,industry_relative_strength_persistence,13,1,2020-11-10
P07LPE_SH600009_2020-11-09_0011,relative_strength_persistence,relative_strength_10d_persistence,18,1,2020-11-12
P07LPE_SH600009_2020-11-09_0011,sparse_strong_day_lifecycle_node,strong_body_day_node,1,1,2020-11-18
P07LPE_SH600009_2021-01-13_0012,high_vol_destructive_warning,high_vol_break_median_warning,1,1,2021-02-09
P07LPE_SH600009_2021-01-13_0012,industry_breadth_coherence,industry_breadth_confirmed_launch,3,1,2021-01-29
P07LPE_SH600009_2021-01-13_0012,money_price_keep_context,money_expansion_no_distribution,3,1,2021-01-13
P07LPE_SH600009_2021-01-13_0012,money_price_keep_context,money_price_upper_keep,2,1,2021-01-13
P07LPE_SH600009_2021-01-13_0012,prelaunch_path_quality,range_tightening_then_expand,1,1,2021-01-27
P07LPE_SH600009_2021-01-13_0012,rank_jump_persistence_watchlist,industry_rank_jump_leader,1,1,2021-01-29
